,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,USB,USB_6m,USB_12m,USB_6m_ret,USB_12m_ret
0,0,0,0,2019-02-05,42.15879440307617,,,,
1,1,1,1,2019-02-06,42.12602615356445,,,,
2,2,2,2,2019-02-07,41.72475051879883,,,,
3,3,3,3,2019-02-08,41.4217414855957,,,,
4,4,4,4,2019-02-11,41.39717483520508,,,,
5,5,5,5,2019-02-12,41.93766784667969,,,,
6,6,6,6,2019-02-13,41.69199752807617,42.15879440307617,,-0.011072348761613005,
7,7,7,7,2019-02-14,41.32347869873047,42.12602615356445,,-0.019051107548298307,
8,8,8,8,2019-02-15,42.019569396972656,41.72475051879883,,0.007065803258452075,
9,9,9,9,2019-02-19,42.019569396972656,41.4217414855957,,0.014432708281588047,
10,10,10,10,2019-02-20,42.25704956054688,41.39717483520508,,0.020771338352552293,
11,11,11,11,2019-02-21,41.806640625,41.93766784667969,,-0.003124332572777111,
12,12,12,12,2019-02-22,41.9949951171875,41.69199752807617,42.15879440307617,0.007267523915285734,-0.0038852934057507227
13,13,13,13,2019-02-25,42.2652473449707,41.32347869873047,42.12602615356445,0.02279015890956848,0.003304873592841151
14,14,14,14,2019-02-26,42.01137161254883,42.019569396972656,41.72475051879883,-0.0001950944415061162,0.006869330318005407
15,15,15,15,2019-02-27,42.20791244506836,42.019569396972656,41.4217414855957,0.004482269828050001,0.018979669402505506
16,16,16,16,2019-02-28,42.330753326416016,42.25704956054688,41.39717483520508,0.0017441768092096854,0.022551744048412647
17,17,17,17,2019-03-01,42.35533142089844,41.806640625,41.93766784667969,0.013124489021256736,0.009959151179929515
18,18,18,18,2019-03-04,42.31437683105469,41.9949951171875,41.69199752807617,0.0076052327896680705,0.014928027916134123
19,19,19,19,2019-03-05,42.20791244506836,42.2652473449707,41.32347869873047,-0.0013565494940648293,0.021402693436965325
20,20,20,20,2019-03-06,41.84758758544922,42.01137161254883,42.019569396972656,-0.00389856414615819,-0.004092897999469436
21,21,21,21,2019-03-07,41.503639221191406,42.20791244506836,42.019569396972656,-0.016685810386702582,-0.01227833086310548
22,22,22,22,2019-03-08,41.65922927856445,42.330753326416016,42.25704956054688,-0.01586373960022358,-0.014147231957731932
23,23,23,23,2019-03-11,42.14240646362305,42.35533142089844,41.806640625,-0.005027111112872351,0.008031399643774861
24,24,24,24,2019-03-12,41.806640625,42.31437683105469,41.9949951171875,-0.011999141759357235,-0.004485165236045252
25,25,25,25,2019-03-13,42.24067687988281,42.20791244506836,42.2652473449707,0.0007762628596497123,-0.0005813396734045684
26,26,26,26,2019-03-14,42.34713745117188,41.84758758544922,42.01137161254883,0.011937363526693723,0.007992260803090678
27,27,27,27,2019-03-15,42.64196014404297,41.503639221191406,42.20791244506836,0.027427014695866614,0.010283562342475516
28,28,28,28,2019-03-18,42.953155517578125,41.65922927856445,42.330753326416016,0.03105977382254288,0.014703310058356678
29,29,29,29,2019-03-19,42.52730178833008,42.14240646362305,42.35533142089844,0.009133207071106986,0.0040601823114714275
30,30,30,30,2019-03-20,41.24976348876953,41.806640625,42.31437683105469,-0.013320303375379594,-0.025159612926258013
31,31,31,31,2019-03-21,40.6683235168457,42.24067687988281,42.20791244506836,-0.03722367819787342,-0.036476310697108216
32,32,32,32,2019-03-22,39.53818893432617,42.34713745117188,41.84758758544922,-0.06633148509942499,-0.05518594462362858
33,33,33,33,2019-03-25,39.39078140258789,42.64196014404297,41.503639221191406,-0.07624365133480537,-0.05090777238456501
34,34,34,34,2019-03-26,39.72654342651367,42.953155517578125,41.65922927856445,-0.07511932597697035,-0.04639274142897398
35,35,35,35,2019-03-27,39.41534805297852,42.52730178833008,42.14240646362305,-0.07317543329789866,-0.06471055261161929
36,36,36,36,2019-03-28,39.64643096923828,41.24976348876953,41.806640625,-0.03886888999903637,-0.05167144796776457
37,37,37,37,2019-03-29,39.77022933959961,40.6683235168457,42.24067687988281,-0.022083383321028327,-0.05848503676463945
38,38,38,38,2019-04-01,40.49646759033203,39.53818893432617,42.34713745117188,0.024236786808763178,-0.04370236035372532
39,39,39,39,2019-04-02,40.55423355102539,39.39078140258789,42.64196014404297,0.02953615305435564,-0.0489594424356975
40,40,40,40,2019-04-03,40.78531265258789,39.72654342651367,42.953155517578125,0.02665143087600197,-0.05046993262469546
41,41,41,41,2019-04-04,41.0906867980957,39.41534805297852,42.52730178833008,0.042504730463507334,-0.03378100490326896
