,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,PEAK,PEAK_6m,PEAK_12m,PEAK_6m_ret,PEAK_12m_ret
229,229,229,229,2020-01-02,27.954343795776367,27.73854255676269,26.767446517944336,0.007779833369834455,0.04434107216900052
230,230,230,230,2020-01-03,28.49384117126465,27.804946899414062,26.91684532165528,0.024775960707376976,0.05858769223377869
231,231,231,231,2020-01-06,28.759445190429688,27.9709415435791,26.58484268188477,0.028190100273245644,0.08179858480135827
232,232,232,232,2020-01-07,28.57684326171875,28.21164894104004,26.91684532165528,0.012944805936084602,0.06167134076176306
233,233,233,233,2020-01-08,28.62664604187012,28.26974105834961,27.298643112182617,0.012624982407297258,0.04864721386444493
234,234,234,234,2020-01-09,28.78434562683105,28.61003875732422,27.937744140625,0.006092507283381732,0.03030314408868051
235,235,235,235,2020-01-10,28.991840362548828,27.954343795776367,27.73854255676269,0.03711396605665329,0.04518253989810228
236,236,236,236,2020-01-13,29.323843002319336,28.49384117126465,27.804946899414062,0.029129166056127476,0.054626829837149726
237,237,237,237,2020-01-14,29.215944290161133,28.759445190429688,27.9709415435791,0.01587301482030523,0.04451057697297389
238,238,238,238,2020-01-15,29.539640426635746,28.57684326171875,28.21164894104004,0.03369151575278262,0.04707245182197961
239,239,239,239,2020-01-16,30.236835479736328,28.62664604187012,28.26974105834961,0.05624792494066888,0.069583036410789
240,240,240,240,2020-01-17,30.08744239807129,28.78434562683105,28.61003875732422,0.04527102294191354,0.051639344262295106
241,241,241,241,2020-01-21,30.519041061401367,28.991840362548828,27.954343795776367,0.05267691459923163,0.09174592987628993
242,242,242,242,2020-01-22,30.30323982238769,29.323843002319336,28.49384117126465,0.03339933377732551,0.0635013945732168
243,243,243,243,2020-01-23,30.734834671020508,29.215944290161133,28.759445190429688,0.05198840625428236,0.0686866338175458
244,244,244,244,2020-01-24,30.709938049316406,29.539640426635746,28.57684326171875,0.03961786960769542,0.07464417143845714
245,245,245,245,2020-01-27,30.54393768310547,30.236835479736328,28.62664604187012,0.010156558994903753,0.06697576930357352
246,246,246,246,2020-01-28,30.46923828125,30.08744239807129,28.78434562683105,0.012689542638000484,0.058535034155801524
247,247,247,247,2020-01-29,30.42773628234864,30.519041061401367,28.991840362548828,-0.0029917315838670078,0.049527587826217356
248,248,248,248,2020-01-30,30.30323982238769,30.30323982238769,29.323843002319336,0.0,0.03339933377732551
249,249,249,249,2020-01-31,29.871639251708984,30.734834671020508,29.215944290161133,-0.02808524687218894,0.022443052157950172
250,250,250,250,2020-02-03,29.97123908996582,30.709938049316406,29.539640426635746,-0.02405406869152016,0.014610829959220029
251,251,251,251,2020-02-04,30.25344657897949,30.54393768310547,30.236835479736328,-0.009510597721218428,0.0005493663268529847
252,252,252,252,2020-02-05,30.12064552307129,30.46923828125,30.08744239807129,-0.011440809742632285,0.001103554252325889
253,253,253,253,2020-02-06,30.14553642272949,30.42773628234864,30.519041061401367,-0.009274428337373797,-0.01223841332106157
254,254,254,254,2020-02-07,30.13723945617676,30.30323982238769,30.30323982238769,-0.005477974209486702,-0.005477974209486702
255,255,255,255,2020-02-10,30.62693977355957,29.871639251708984,30.734834671020508,0.02528487022376491,-0.0035105084707897083
256,256,256,256,2020-02-11,30.36964225769043,29.97123908996582,30.709938049316406,0.013292849405682094,-0.011080966398548386
257,257,257,257,2020-02-12,30.50244903564453,30.25344657897949,30.54393768310547,0.008230548410905758,-0.001358326745273808
258,258,258,258,2020-02-13,30.942338943481445,30.12064552307129,30.46923828125,0.02728007338955507,0.015527157517507773
259,259,259,259,2020-02-14,31.27767372131348,30.14553642272949,30.42773628234864,0.037555719119012565,0.027932982956010877
260,260,260,260,2020-02-18,31.29442596435547,30.13723945617676,30.30323982238769,0.038397229774857156,0.032708916530947985
261,261,261,261,2020-02-19,30.86688995361328,30.62693977355957,29.871639251708984,0.007834611679383707,0.033317579042715595
262,262,262,262,2020-02-20,31.26089859008789,30.36964225769043,29.97123908996582,0.029346948667851702,0.04302990264269191
263,263,263,263,2020-02-21,31.14353370666504,30.50244903564453,30.25344657897949,0.021017481916660197,0.029421015729956368
264,264,264,264,2020-02-24,31.10161018371582,30.942338943481445,30.12064552307129,0.005147356201006481,0.03256784984548711
265,265,265,265,2020-02-25,29.89444160461425,31.27767372131348,30.14553642272949,-0.04422426453526995,-0.008329419473388944
266,266,266,266,2020-02-26,29.299240112304688,31.29442596435547,30.13723945617676,-0.063755310748416,-0.02780610828973329
267,267,267,267,2020-02-27,27.47170066833496,30.86688995361328,30.62693977355957,-0.1099945375248561,-0.10302169033383302
268,268,268,268,2020-02-28,26.524398803710938,31.26089859008789,30.36964225769043,-0.1515151515151515,-0.12661471022121673
269,269,269,269,2020-03-02,27.52199935913086,31.14353370666504,30.50244903564453,-0.11628527390773047,-0.0977118156325999
270,270,270,270,2020-03-03,27.857328414916992,31.10161018371582,30.942338943481445,-0.10431234105356602,-0.09970191762812308
271,271,271,271,2020-03-04,28.98067092895508,29.89444160461425,31.27767372131348,-0.03056657447376865,-0.0734390547335736
272,272,272,272,2020-03-05,29.0225887298584,29.299240112304688,31.29442596435547,-0.009442271587449924,-0.07259558737663718
273,273,273,273,2020-03-06,28.268104553222656,27.47170066833496,30.86688995361328,0.02898997388267488,-0.08419330241226364
274,274,274,274,2020-03-09,26.189069747924805,26.524398803710938,31.26089859008789,-0.012642286758982713,-0.162241940280349
275,275,275,275,2020-03-10,26.910022735595703,27.52199935913086,31.14353370666504,-0.022235907193716375,-0.13593547254283866
276,276,276,276,2020-03-11,24.34476852416992,27.857328414916992,31.10161018371582,-0.12609105361539885,-0.217250541680432
277,277,277,277,2020-03-12,21.05856132507324,28.98067092895508,29.89444160461425,-0.273358391988321,-0.295569336815349
278,278,278,278,2020-03-13,24.1938705444336,29.0225887298584,29.299240112304688,-0.16637792825341657,-0.17424921425614048
279,279,279,279,2020-03-16,18.66935157775879,28.268104553222656,27.47170066833496,-0.3395612520603041,-0.32041515000642573
280,280,280,280,2020-03-17,19.549585342407227,26.189069747924805,26.524398803710938,-0.253521200616287,-0.26295839965759704
281,281,281,281,2020-03-18,17.478944778442383,26.910022735595703,27.52199935913086,-0.35046711219155524,-0.3649100652041304
282,282,282,282,2020-03-19,16.83343505859375,24.34476852416992,27.857328414916992,-0.30853994188191947,-0.39572686914299315
283,283,283,283,2020-03-20,17.571155548095703,21.05856132507324,28.98067092895508,-0.16560512957859463,-0.39369396964029346
284,284,284,284,2020-03-23,16.724458694458008,24.1938705444336,29.0225887298584,-0.30873157877973834,-0.4237433865693756
285,285,285,285,2020-03-24,17.73882293701172,18.66935157775879,28.268104553222656,-0.04984257952780913,-0.37247922287773505
286,286,286,286,2020-03-25,18.359176635742188,19.549585342407227,26.189069747924805,-0.060891762449957865,-0.2989756103422898
287,287,287,287,2020-03-26,20.38790512084961,17.478944778442383,26.910022735595703,0.1664265422930442,-0.24236759956797993
288,288,288,288,2020-03-27,20.98311424255371,16.83343505859375,24.34476852416992,0.24651410538109286,-0.13808528424818245
289,289,289,289,2020-03-30,20.41305351257324,17.571155548095703,21.05856132507324,0.16173654354710498,-0.030652987283201982
290,290,290,290,2020-03-31,19.993896484375,16.724458694458008,24.1938705444336,0.1954884071076326,-0.1735966162315814
291,291,291,291,2020-04-01,17.84780502319336,17.73882293701172,18.66935157775879,0.006143704493168478,-0.044005093114436566
292,292,292,292,2020-04-02,17.11008071899414,18.359176635742188,19.549585342407227,-0.06803659780233662,-0.12478549190101129
293,293,293,293,2020-04-03,17.009483337402344,20.38790512084961,17.478944778442383,-0.1657071564450403,-0.02685868323235674
294,294,294,294,2020-04-06,19.381925582885746,20.98311424255371,16.83343505859375,-0.076308437401573,0.15139456180044175
295,295,295,295,2020-04-07,20.03581428527832,20.41305351257324,17.571155548095703,-0.018480293850332674,0.14026731084568467
296,296,296,296,2020-04-08,22.36633682250977,19.993896484375,16.724458694458008,0.11865822852433006,0.3373429437163975
297,297,297,297,2020-04-09,23.76633071899414,17.84780502319336,17.73882293701172,0.3316108444769321,0.33979186800529715
298,298,298,298,2020-04-13,22.50885391235352,17.11008071899414,18.359176635742188,0.3155317196935328,0.22602741718452757
299,299,299,299,2020-04-14,22.919628143310547,17.009483337402344,20.38790512084961,0.34746174758361525,0.12417769297306958
300,300,300,300,2020-04-15,21.37712478637696,19.381925582885746,20.98311424255371,0.1029412271220862,0.018777505534626426
301,301,301,301,2020-04-16,20.7400016784668,20.03581428527832,20.41305351257324,0.035146432441525155,0.016016622191882268
302,302,302,302,2020-04-17,22.01424598693848,22.36633682250977,19.993896484375,-0.015741998270228152,0.10104831262592362
303,303,303,303,2020-04-20,21.28490447998047,23.76633071899414,17.84780502319336,-0.10440931199490999,0.19257827236013458
304,304,304,304,2020-04-21,20.530420303344727,22.50885391235352,17.11008071899414,-0.08789579499305245,0.19990201335249225
305,305,305,305,2020-04-22,20.857364654541016,22.919628143310547,17.009483337402344,-0.08997805181980822,0.22621976463432736
306,306,306,306,2020-04-23,20.38790512084961,21.37712478637696,19.381925582885746,-0.04627468265319534,0.05190297185188575
307,307,307,307,2020-04-24,20.31245994567871,20.7400016784668,20.03581428527832,-0.020614353818109055,0.01380755762962238
308,308,308,308,2020-04-27,21.226226806640625,22.01424598693848,22.36633682250977,-0.035795874215515,-0.050974373895761205
309,309,309,309,2020-04-28,22.22382926940918,21.28490447998047,23.76633071899414,0.044112238808110105,-0.0649028016913098
310,310,310,310,2020-04-29,22.89447784423828,20.530420303344727,22.50885391235352,0.11514900844521003,0.017132099812204205
311,311,311,311,2020-04-30,21.913646697998047,20.857364654541016,22.919628143310547,0.05064312107268365,-0.04389170011931942
312,312,312,312,2020-05-01,21.083711624145508,20.38790512084961,21.37712478637696,0.03412839618251584,-0.013725567173488051
313,313,313,313,2020-05-04,21.06694602966309,20.31245994567871,20.7400016784668,0.03714400353290981,0.01576395008375231
314,314,314,314,2020-05-05,21.125627517700195,21.226226806640625,22.01424598693848,-0.004739386319426164,-0.04036561005839223
315,315,315,315,2020-05-06,20.144790649414062,22.22382926940918,21.28490447998047,-0.09354997263486398,-0.053564432560115116
316,316,316,316,2020-05-07,19.965993881225582,22.89447784423828,20.530420303344727,-0.12791224080044672,-0.02749220005141295
317,317,317,317,2020-05-08,20.647136688232425,21.913646697998047,20.857364654541016,-0.05779549279131735,-0.010079315857519866
318,318,318,318,2020-05-11,20.21290779113769,21.083711624145508,20.38790512084961,-0.04130220753022218,-0.008583389449510315
319,319,319,319,2020-05-12,18.68033790588379,21.06694602966309,20.31245994567871,-0.11328685802008809,-0.08035078194170864
320,320,320,320,2020-05-13,18.348283767700195,21.125627517700195,21.226226806640625,-0.13146798823717742,-0.13558429697170982
321,321,321,321,2020-05-14,18.927255630493164,20.144790649414062,22.22382926940918,-0.06043919939948905,-0.1483350865844577
322,322,322,322,2020-05-15,18.68033790588379,19.965993881225582,22.89447784423828,-0.06439228535228192,-0.18406796464305653
323,323,323,323,2020-05-18,20.48536872863769,20.647136688232425,21.913646697998047,-0.00783488587485015,-0.06517755757606691
324,324,324,324,2020-05-19,20.493879318237305,20.21290779113769,21.083711624145508,0.013900599062882213,-0.027975733894629595
325,325,325,325,2020-05-20,20.38319396972656,18.68033790588379,21.06694602966309,0.09115766922537394,-0.03245615472569119
326,326,326,326,2020-05-21,20.6215934753418,18.348283767700195,21.125627517700195,0.12389767546779917,-0.023858890910392505
327,327,327,327,2020-05-22,20.902563095092773,18.927255630493164,20.144790649414062,0.10436312073776022,0.03761629787404863
328,328,328,328,2020-05-26,21.7454833984375,18.68033790588379,19.965993881225582,0.1640840496567395,0.08912601735720282
329,329,329,329,2020-05-27,21.9072494506836,20.48536872863769,20.647136688232425,0.06940957426156458,0.061030872293752925
330,330,330,330,2020-05-28,21.78805160522461,20.493879318237305,20.21290779113769,0.06314920991242645,0.07792762082343918
331,331,331,331,2020-05-29,20.979198455810547,20.38319396972656,18.68033790588379,0.029239994819711956,0.12306311382101276
332,332,332,332,2020-06-01,21.72845458984375,20.6215934753418,18.348283767700195,0.05367485862940091,0.18422272431244568
333,333,333,333,2020-06-02,22.20525550842285,20.902563095092773,18.927255630493164,0.06232213759641314,0.17318939110478304
334,334,334,334,2020-06-03,23.49942207336425,21.7454833984375,18.68033790588379,0.08065760796344401,0.2579762845704512
335,335,335,335,2020-06-04,23.65267944335937,21.9072494506836,20.48536872863769,0.0796736256920334,0.15461331239275733
336,336,336,336,2020-06-05,24.98942375183105,21.78805160522461,20.493879318237305,0.14693246576663954,0.21936034480271416
337,337,337,337,2020-06-08,25.38959312438965,20.979198455810547,20.38319396972656,0.21022703407229404,0.2456140662792432
338,338,338,338,2020-06-09,24.912792205810547,21.72845458984375,20.6215934753418,0.14655150014466334,0.20809248982625572
339,339,339,339,2020-06-10,23.976221084594727,22.20525550842285,20.902563095092773,0.07975434353818245,0.14704694230649373
340,340,340,340,2020-06-11,22.34148025512696,23.49942207336425,21.7454833984375,-0.04927533173463772,0.0274078458394853
341,341,341,341,2020-06-12,23.39725112915039,23.65267944335937,21.9072494506836,-0.01079912805737926,0.06801409194801011
342,342,342,342,2020-06-15,23.976221084594727,24.98942375183105,21.78805160522461,-0.04054525935845499,0.10042979147549902
343,343,343,343,2020-06-16,24.30827713012696,25.38959312438965,20.979198455810547,-0.042588945359032127,0.1586847410461656
344,344,344,344,2020-06-17,23.81444931030273,24.912792205810547,21.72845458984375,-0.04408750678904805,0.09600290309804227
345,345,345,345,2020-06-18,23.839996337890625,23.976221084594727,22.20525550842285,-0.005681660434455615,0.07361954600556997
346,346,346,346,2020-06-19,22.409591674804688,22.34148025512696,23.49942207336425,0.0030486529495779013,-0.04637690217049406
347,347,347,347,2020-06-22,22.87788391113281,23.39725112915039,23.65267944335937,-0.022197787900413157,-0.032757199203665266
348,348,348,348,2020-06-23,22.963022232055664,23.976221084594727,24.98942375183105,-0.042258488064662814,-0.08109036606443987
349,349,349,349,2020-06-24,22.128623962402344,24.30827713012696,25.38959312438965,-0.08966711857267817,-0.12843723591831668
350,350,350,350,2020-06-25,22.63948440551757,23.81444931030273,24.912792205810547,-0.049338319331904135,-0.09125062263244665
351,351,351,351,2020-06-26,22.554338455200195,23.839996337890625,23.976221084594727,-0.05392861074592703,-0.05930386712642233
352,352,352,352,2020-06-29,23.141826629638672,22.409591674804688,22.34148025512696,0.03267506902668127,0.03582333692182482
353,353,353,353,2020-06-30,23.465362548828125,22.87788391113281,23.39725112915039,0.025678888833308378,0.0029110864050552188
354,354,354,354,2020-07-01,24.538164138793945,22.963022232055664,23.976221084594727,0.0685947124390025,0.023437515537437115
355,355,355,355,2020-07-02,24.24016571044922,22.128623962402344,24.30827713012696,0.09542128564498586,-0.0028019846619786737
356,356,356,356,2020-07-06,23.57605361938477,22.63948440551757,23.81444931030273,0.04136884025675713,-0.010010548126125451
357,357,357,357,2020-07-07,23.03113555908203,22.554338455200195,23.839996337890625,0.021139928569791522,-0.03392872915517242
358,358,358,358,2020-07-08,22.8608512878418,23.141826629638672,22.409591674804688,-0.012141450469472237,0.020136895825034973
359,359,359,359,2020-07-09,22.869365692138672,23.465362548828125,22.87788391113281,-0.02539900482889479,-0.00037233421706417413
360,360,360,360,2020-07-10,22.69908332824707,24.538164138793945,22.963022232055664,-0.07494777523471507,-0.011494083885880801
361,361,361,361,2020-07-13,22.41811180114746,24.24016571044922,22.128623962402344,-0.07516672662498858,0.013082053327715837
362,362,362,362,2020-07-14,22.290395736694336,23.57605361938477,22.63948440551757,-0.0545323616685931,-0.015419461970527792
363,363,363,363,2020-07-15,22.8608512878418,23.03113555908203,22.554338455200195,-0.0073936550285763625,0.01358997220204139
364,364,364,364,2020-07-16,22.34148025512696,22.8608512878418,23.141826629638672,-0.0227187966963881,-0.03458440802104512
365,365,365,365,2020-07-17,23.08222198486328,22.869365692138672,23.465362548828125,0.009307485637775281,-0.016327920063778367
366,366,366,366,2020-07-20,21.873197555541992,22.69908332824707,24.538164138793945,-0.03638410242220369,-0.10860497012646264
367,367,367,367,2020-07-21,22.02645492553711,22.41811180114746,24.24016571044922,-0.01747055590963309,-0.09132407803457565
368,368,368,368,2020-07-22,22.826793670654297,22.290395736694336,23.57605361938477,0.024064083038101813,-0.031780549909948164
369,369,369,369,2020-07-23,22.630964279174805,22.8608512878418,23.03113555908203,-0.010055925117244291,-0.017375230104510586
370,370,370,370,2020-07-24,22.34148025512696,22.34148025512696,22.8608512878418,0.0,-0.0227187966963881
371,371,371,371,2020-07-27,22.528797149658203,23.08222198486328,22.869365692138672,-0.023976237450969773,-0.014891910298917455
372,372,372,372,2020-07-28,23.269540786743164,21.873197555541992,22.69908332824707,0.06383809352315661,0.025131299367768145
373,373,373,373,2020-07-29,23.75484848022461,22.02645492553711,22.41811180114746,0.0784689847063691,0.05962753201225124
374,374,374,374,2020-07-30,23.65267944335937,22.826793670654297,22.290395736694336,0.03618054224438971,0.06111527685542395
375,375,375,375,2020-07-31,23.23547744750977,22.630964279174805,22.8608512878418,0.02671177245819978,0.01638723575736689
376,376,376,376,2020-08-03,22.894906997680664,22.34148025512696,22.34148025512696,0.024771265656253982,0.024771265656253982
377,377,377,377,2020-08-04,23.25250625610352,22.528797149658203,23.08222198486328,0.0321237348642156,0.00737729111832941
378,378,378,378,2020-08-05,23.141826629638672,23.269540786743164,21.873197555541992,-0.0054884691655475715,0.057999250949719805
379,379,379,379,2020-08-06,23.88256454467773,23.75484848022461,22.02645492553711,0.005376420925582437,0.08426728792333615
380,380,380,380,2020-08-07,24.35936737060547,23.65267944335937,22.826793670654297,0.02987771127319383,0.06713924531246884
381,381,381,381,2020-08-10,24.71696281433105,23.23547744750977,22.630964279174805,0.06375962663853318,0.09217453173552137
382,382,382,382,2020-08-11,24.02731132507324,22.894906997680664,22.34148025512696,0.04946097083981571,0.075457447344359
383,383,383,383,2020-08-12,24.384904861450195,23.25250625610352,22.528797149658203,0.04870006668848581,0.08238822958287195
384,384,384,384,2020-08-13,23.66034698486328,23.141826629638672,23.269540786743164,0.02240619824541068,0.016794753351676128
385,385,385,385,2020-08-14,23.29806900024414,23.88256454467773,23.75484848022461,-0.02447373452462187,-0.019228894697464693
386,386,386,386,2020-08-17,23.72072982788086,24.35936737060547,23.65267944335937,-0.026217328759336134,0.0028770687348318447
387,387,387,387,2020-08-18,23.87599372863769,24.71696281433105,23.23547744750977,-0.03402396532335117,0.027566305989402906
388,388,388,388,2020-08-19,23.28081703186035,24.02731132507324,22.894906997680664,-0.031068573720684944,0.01685571530029728
389,389,389,389,2020-08-20,23.64309501647949,24.384904861450195,23.25250625610352,-0.030420862791366687,0.016797705850458255
390,390,390,390,2020-08-21,23.67759895324707,23.66034698486328,23.141826629638672,0.0007291511149360996,0.023151686864778975
391,391,391,391,2020-08-24,24.10025978088379,23.29806900024414,23.88256454467773,0.034431642409130214,0.009115237008940458
392,392,392,392,2020-08-25,23.910493850708008,23.72072982788086,24.35936737060547,0.007999923451094793,-0.018427141931408153
393,393,393,393,2020-08-26,23.548215866088867,23.87599372863769,24.71696281433105,-0.013728344305756646,-0.04728521691850174
394,394,394,394,2020-08-27,24.19514274597168,23.28081703186035,24.02731132507324,0.039273781193334134,0.006985027106353847
395,395,395,395,2020-08-28,24.54879379272461,23.64309501647949,24.384904861450195,0.0383071156975785,0.006720917395642845
396,396,396,396,2020-08-31,23.841487884521484,23.67759895324707,23.66034698486328,0.00692168710172103,0.007655885172524579
397,397,397,397,2020-09-01,23.68622398376465,24.10025978088379,23.29806900024414,-0.01717972340893814,0.01666039290708765
398,398,398,398,2020-09-02,24.63505172729492,23.910493850708008,23.72072982788086,0.030302923942554072,0.03854526846553363
399,399,399,399,2020-09-03,24.50567054748535,23.548215866088867,23.87599372863769,0.04065933006734879,0.02637280047918611
400,400,400,400,2020-09-04,24.45391273498535,24.19514274597168,23.28081703186035,0.01069512140228035,0.0503889404534037
401,401,401,401,2020-09-08,23.936368942260746,24.54879379272461,23.64309501647949,-0.024947248147294543,0.012404210429169282
402,402,402,402,2020-09-09,24.23827171325684,23.841487884521484,23.67759895324707,0.016642578292815235,0.023679460114045092
403,403,403,403,2020-09-10,24.09163284301757,23.68622398376465,24.10025978088379,0.017115807886086243,-0.0003579603682555277
404,404,404,404,2020-09-11,24.05713081359864,24.63505172729492,23.910493850708008,-0.02345929369638622,0.006132745053540223
405,405,405,405,2020-09-14,24.80756950378418,24.50567054748535,23.548215866088867,0.012319555007231031,0.05347978992790159
406,406,406,406,2020-09-15,24.833446502685547,24.45391273498535,24.19514274597168,0.01552036975895521,0.026381483400016004
407,407,407,407,2020-09-16,24.738563537597656,23.936368942260746,24.54879379272461,0.03351362929239454,0.007730308318826262
408,408,408,408,2020-09-17,24.23827171325684,24.23827171325684,23.841487884521484,0.0,0.016642578292815235
409,409,409,409,2020-09-18,22.94441604614257,24.09163284301757,23.68622398376465,-0.04761888927788038,-0.031318117152423164
410,410,410,410,2020-09-21,22.677017211914062,24.05713081359864,24.63505172729492,-0.05736817130762939,-0.07948164822448534
411,411,411,411,2020-09-22,22.94441604614257,24.80756950378418,24.50567054748535,-0.07510423209163641,-0.06370992780293416
412,412,412,412,2020-09-23,22.06459045410156,24.833446502685547,24.45391273498535,-0.1114970508940254,-0.0977071565919786
413,413,413,413,2020-09-24,22.409618377685547,24.738563537597656,23.936368942260746,-0.09414229554487186,-0.06378371624610324
414,414,414,414,2020-09-25,23.056549072265625,24.23827171325684,24.23827171325684,-0.0487544101729368,-0.0487544101729368
415,415,415,415,2020-09-28,23.5740909576416,22.94441604614257,24.09163284301757,0.027443492579315,-0.02148222533309807
416,416,416,416,2020-09-29,23.33257102966309,22.677017211914062,24.05713081359864,0.02890829122820482,-0.030118295882815005
417,417,417,417,2020-09-30,23.41882705688477,22.94441604614257,24.80756950378418,0.0206765345340727,-0.05598059280606149
418,418,418,418,2020-10-01,24.18651962280273,22.06459045410156,24.833446502685547,0.09616898048097378,-0.026050628124165365
419,419,419,419,2020-10-02,24.58329963684082,22.409618377685547,24.738563537597656,0.09699769190713758,-0.006276189016426348
420,420,420,420,2020-10-05,24.39353370666504,23.056549072265625,24.23827171325684,0.05798719618486414,0.00640565446435204
421,421,421,421,2020-10-06,24.36765480041504,23.5740909576416,22.94441604614257,0.033662542670227724,0.06202985298951402
422,422,422,422,2020-10-07,24.445289611816406,23.33257102966309,22.677017211914062,0.0476894972585189,0.07797641036199976
423,423,423,423,2020-10-08,25.04908943176269,23.41882705688477,22.94441604614257,0.06961332311468826,0.0917292199281734
424,424,424,424,2020-10-09,24.6954345703125,24.18651962280273,22.06459045410156,0.021041264119289416,0.11923376151864606
425,425,425,425,2020-10-12,24.59192657470703,24.58329963684082,22.409618377685547,0.00035092676710024584,0.0973826577606749
426,426,426,426,2020-10-13,24.03988075256348,24.39353370666504,23.056549072265625,-0.014497815624184507,0.042648692881828154
427,427,427,427,2020-10-14,23.72934913635254,24.36765480041504,23.5740909576416,-0.02619479261712243,0.006585966728893444
428,428,428,428,2020-10-15,23.82423591613769,24.445289611816406,23.33257102966309,-0.025405863687477437,0.021072040704367412
429,429,429,429,2020-10-16,23.315319061279297,25.04908943176269,23.41882705688477,-0.06921490600312774,-0.0044198625043879725
430,430,430,430,2020-10-19,22.892662048339844,24.6954345703125,24.18651962280273,-0.0730002347939992,-0.053494987895780444
431,431,431,431,2020-10-20,23.367074966430664,24.59192657470703,24.58329963684082,-0.04980706186460948,-0.04947361372870829
432,432,432,432,2020-10-21,23.64309501647949,24.03988075256348,24.39353370666504,-0.01650531215890827,-0.030763836810593248
433,433,433,433,2020-10-22,24.55742454528809,23.72934913635254,24.36765480041504,0.034896676018263184,0.0077877722098156354
434,434,434,434,2020-10-23,24.81619453430176,23.82423591613769,24.445289611816406,0.04163653439530246,0.015172858590559057
435,435,435,435,2020-10-26,24.10025978088379,23.315319061279297,25.04908943176269,0.033666308298910375,-0.03787880806859867
436,436,436,436,2020-10-27,23.59134101867676,22.892662048339844,24.6954345703125,0.030519778296713485,-0.044708407478806556
437,437,437,437,2020-10-28,22.92716407775879,23.367074966430664,24.59192657470703,-0.018826099942070407,-0.06769548908219591
438,438,438,438,2020-10-29,23.737979888916016,23.64309501647949,24.03988075256348,0.004013217066986874,-0.012558334492373535
439,439,439,439,2020-10-30,23.26356506347656,24.55742454528809,23.72934913635254,-0.05268709996137555,-0.019629028600806175
440,440,440,440,2020-11-02,24.36765480041504,24.81619453430176,23.82423591613769,-0.018074476860935995,0.022809498956869234
441,441,441,441,2020-11-03,24.60917854309082,24.10025978088379,23.315319061279297,0.021116733464039417,0.05549396422201602
442,442,442,442,2020-11-04,24.60055351257324,23.59134101867676,22.892662048339844,0.04277893711499936,0.07460431908823151
443,443,443,443,2020-11-05,24.721311569213867,22.92716407775879,23.367074966430664,0.0782542265310322,0.05795490469939901
444,444,444,444,2020-11-06,24.221019744873047,23.737979888916016,23.64309501647949,0.02034881899038843,0.024443700285040393
445,445,445,445,2020-11-09,25.109468460083008,23.26356506347656,24.55742454528809,0.07934739974590088,0.022479715402437872
446,446,446,446,2020-11-10,25.651147842407227,24.36765480041504,24.81619453430176,0.05267199705941028,0.033645501406404765
447,447,447,447,2020-11-11,25.40652084350586,24.60917854309082,24.10025978088379,0.0324001997473784,0.05420111959366469
448,448,448,448,2020-11-12,24.96968078613281,24.60055351257324,23.59134101867676,0.015004836105452224,0.058425664160627555
449,449,449,449,2020-11-13,25.956933975219727,24.721311569213867,22.92716407775879,0.04998207326283666,0.13214760827746952
450,450,450,450,2020-11-16,26.848087310791016,24.221019744873047,23.737979888916016,0.10846230231384246,0.1310182010612959
451,451,451,451,2020-11-17,26.917978286743164,25.109468460083008,23.26356506347656,0.07202501436998476,0.15708741172280494
452,452,452,452,2020-11-18,26.516084671020508,25.651147842407227,24.36765480041504,0.03371922511722225,0.08816728110285266
453,453,453,453,2020-11-19,26.734508514404297,25.40652084350586,24.60917854309082,0.05226956020772455,0.08636330414654081
454,454,454,454,2020-11-20,26.708295822143555,24.96968078613281,24.60055351257324,0.06962904535713177,0.08567865387634699
455,455,455,455,2020-11-23,26.6558780670166,25.956933975219727,24.721311569213867,0.026927066673750222,0.07825501055582751
456,456,456,456,2020-11-24,26.883033752441406,26.848087310791016,24.221019744873047,0.001301636174147358,0.1099051169442129
457,457,457,457,2020-11-25,26.6558780670166,26.917978286743164,25.109468460083008,-0.00973699499028291,0.061586712175606184
458,458,458,458,2020-11-27,26.10545539855957,26.516084671020508,25.651147842407227,-0.015486044699114854,0.01771100299072259
459,459,459,459,2020-11-30,25.214311599731445,26.734508514404297,25.40652084350586,-0.05686272159646344,-0.007565350838800278
460,460,460,460,2020-12-01,25.91325187683105,26.708295822143555,24.96968078613281,-0.029767677825903838,0.03778867254171159
461,461,461,461,2020-12-02,25.7734603881836,26.6558780670166,25.956933975219727,-0.03310405594647747,-0.007068384394369631
462,462,462,462,2020-12-03,26.27145767211914,26.883033752441406,26.848087310791016,-0.022749518746809083,-0.021477494169206968
463,463,463,463,2020-12-04,26.72576904296875,26.6558780670166,26.917978286743164,0.002621972376090298,-0.007140552746083273
464,464,464,464,2020-12-07,26.856822967529297,26.10545539855957,26.516084671020508,0.028782013471834844,0.012850249225564658
465,465,465,465,2020-12-08,26.97913360595703,25.214311599731445,26.734508514404297,0.06999286890086598,0.00915016228635479
466,466,466,466,2020-12-09,26.638402938842773,25.91325187683105,26.708295822143555,0.027983792441738098,-0.0026168979019183247
467,467,467,467,2020-12-10,25.80841064453125,25.7734603881836,26.6558780670166,0.0013560560290022394,-0.03179289087212589
468,468,468,468,2020-12-11,25.62493705749512,26.27145767211914,26.883033752441406,-0.024609240290086598,-0.04679891066357156
