,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,DXCM,DXCM_6m,DXCM_12m,DXCM_6m_ret,DXCM_12m_ret
246,246,246,246,2020-01-28,58.73500061035156,57.6974983215332,59.817501068115234,0.01798175517137035,-0.01809671815830305
247,247,247,247,2020-01-29,59.6349983215332,57.90499877929688,59.32500076293945,0.02987651461370655,0.005225411792786794
248,248,248,248,2020-01-30,59.73249816894531,58.91249847412109,58.959999084472656,0.013918942772125575,0.013102087796268203
249,249,249,249,2020-01-31,60.1875,58.900001525878906,58.76499938964844,0.021859056719300884,0.024206596190353036
250,250,250,250,2020-02-03,59.272499084472656,58.48500061035156,58.584999084472656,0.013464964792728518,0.011735085956196878
251,251,251,251,2020-02-04,60.92499923706055,58.86249923706055,58.602500915527344,0.03503928692686942,0.0396313857813162
252,252,252,252,2020-02-05,59.6349983215332,58.73500061035156,57.6974983215332,0.015323022079325899,0.03358031208221224
253,253,253,253,2020-02-06,59.75,59.6349983215332,57.90499877929688,0.0019284259529404046,0.03186255521281134
254,254,254,254,2020-02-07,60.05500030517578,59.73249816894531,58.91249847412109,0.0053991067863647935,0.019393199416870344
255,255,255,255,2020-02-10,61.72999954223633,60.1875,58.900001525878906,0.025628237461870373,0.0480475032774661
256,256,256,256,2020-02-11,61.97999954223633,59.272499084472656,58.48500061035156,0.0456788645591788,0.05975889365496845
257,257,257,257,2020-02-12,61.5,60.92499923706055,58.86249923706055,0.009437846042510634,0.04480782836483521
258,258,258,258,2020-02-13,63.0525016784668,59.6349983215332,58.73500061035156,0.05730700852052495,0.07350814715671095
259,259,259,259,2020-02-14,70.97750091552734,59.75,59.6349983215332,0.18790796511342833,0.1901987576630575
260,260,260,260,2020-02-18,74.0,60.05500030517578,59.73249816894531,0.23220380690968678,0.23885660684575738
261,261,261,261,2020-02-19,72.91999816894531,61.72999954223633,60.1875,0.18127326599205085,0.21154721776025442
262,262,262,262,2020-02-20,75.62750244140625,61.97999954223633,59.272499084472656,0.22019204582068164,0.2759290330179116
263,263,263,263,2020-02-21,72.8125,61.5,60.92499923706055,0.1839430894308942,0.19511696203203743
264,264,264,264,2020-02-24,73.51249694824219,63.0525016784668,59.6349983215332,0.16589342201068624,0.23270728627987647
265,265,265,265,2020-02-25,70.98999786376953,70.97750091552734,59.75,0.00017606914981493915,0.18811711905890438
266,266,266,266,2020-02-26,69.5625,74.0,60.05500030517578,-0.05996621621621623,0.15831320700209583
267,267,267,267,2020-02-27,70.37000274658203,72.91999816894531,61.72999954223633,-0.03496976805258967,0.13996441387358383
268,268,268,268,2020-02-28,69.0,75.62750244140625,61.97999954223633,-0.08763349611526605,0.11326235091337633
269,269,269,269,2020-03-02,71.43250274658203,72.8125,61.5,-0.01895275197827251,0.16150410970052076
270,270,270,270,2020-03-03,68.22000122070312,73.51249694824219,63.0525016784668,-0.07199450361841664,0.08195550382104977
271,271,271,271,2020-03-04,70.96749877929688,70.98999786376953,70.97750091552734,-0.0003169331617086657,-0.0001409198140460699
272,272,272,272,2020-03-05,71.74250030517578,69.5625,74.0,0.03133872855598607,-0.030506752632759704
273,273,273,273,2020-03-06,71.63999938964844,70.37000274658203,72.91999816894531,0.018047414999256883,-0.017553466969805753
274,274,274,274,2020-03-09,66.62999725341797,69.0,75.62750244140625,-0.03434786589249317,-0.11897133843550178
275,275,275,275,2020-03-10,69.79499816894531,71.43250274658203,72.8125,-0.022923802396312865,-0.04144208523336912
276,276,276,276,2020-03-11,63.10499954223633,68.22000122070312,73.51249694824219,-0.07497803557521066,-0.141574532740106
277,277,277,277,2020-03-12,61.90999984741211,70.96749877929688,70.98999786376953,-0.1276288313338032,-0.12790531468647204
278,278,278,278,2020-03-13,61.005001068115234,71.74250030517578,69.5625,-0.14966720132955702,-0.12301885256977196
279,279,279,279,2020-03-16,50.57500076293945,71.63999938964844,70.37000274658203,-0.2940396259935306,-0.28129886615080524
280,280,280,280,2020-03-17,49.685001373291016,66.62999725341797,69.0,-0.25431482183135934,-0.2799275163291157
281,281,281,281,2020-03-18,47.790000915527344,69.79499816894531,71.43250274658203,-0.31528043313580745,-0.33097680918349115
282,282,282,282,2020-03-19,51.560001373291016,63.10499954223633,68.22000122070312,-0.1829490254764714,-0.24420990251105712
283,283,283,283,2020-03-20,52.375,61.90999984741211,70.96749877929688,-0.15401388904720992,-0.26198610771274367
284,284,284,284,2020-03-23,52.57500076293945,61.005001068115234,71.74250030517578,-0.13818539722281542,-0.26717077688542046
285,285,285,285,2020-03-24,59.0525016784668,50.57500076293945,71.63999938964844,0.16762235862860364,-0.17570488300423492
286,286,286,286,2020-03-25,59.83250045776367,49.685001373291016,66.62999725341797,0.2042366670825455,-0.10201856634934203
287,287,287,287,2020-03-26,62.5525016784668,47.790000915527344,69.79499816894531,0.3089035463513248,-0.10376813067531543
288,288,288,288,2020-03-27,65.73999786376953,51.560001373291016,63.10499954223633,0.275019319487916,0.04175577752392812
289,289,289,289,2020-03-30,69.5,52.375,61.90999984741211,0.3269689737470167,0.12259732145525382
290,290,290,290,2020-03-31,67.31749725341797,52.57500076293945,61.005001068115234,0.2804088687882744,0.10347506064715106
291,291,291,291,2020-04-01,63.70249938964844,59.0525016784668,50.57500076293945,0.07874344996424165,0.25956497140240486
292,292,292,292,2020-04-02,66.59500122070312,59.83250045776367,49.685001373291016,0.11302387015754367,0.3403441557818363
293,293,293,293,2020-04-03,65.1875,62.5525016784668,47.790000915527344,0.042124587359873455,0.3640405681352492
294,294,294,294,2020-04-06,67.32749938964844,65.73999786376953,51.560001373291016,0.024148183411393243,0.3058087198679802
295,295,295,295,2020-04-07,62.6775016784668,69.5,52.375,-0.09816544347529788,0.19670647596117985
296,296,296,296,2020-04-08,64.50250244140625,67.31749725341797,52.57500076293945,-0.041816688481667974,0.22686640999299024
297,297,297,297,2020-04-09,68.81749725341797,63.70249938964844,59.0525016784668,0.080295089090346,0.16536125138474755
298,298,298,298,2020-04-13,68.31500244140625,66.59500122070312,59.83250045776367,0.025827782704032964,0.1417708088203744
299,299,299,299,2020-04-14,70.1675033569336,65.1875,62.5525016784668,0.07639506587817602,0.12173776386449786
300,300,300,300,2020-04-15,72.92250061035156,67.32749938964844,65.73999786376953,0.08310127765659092,0.10925620596255659
301,301,301,301,2020-04-16,76.56749725341797,62.6775016784668,69.5,0.22161054928778623,0.10169060796284857
302,302,302,302,2020-04-17,80.8499984741211,64.50250244140625,67.31749725341797,0.25343971805690524,0.2010250198363699
303,303,303,303,2020-04-20,80.81749725341797,68.81749725341797,63.70249938964844,0.1743742576951095,0.26867074334214736
304,304,304,304,2020-04-21,77.09750366210938,68.31500244140625,66.59500122070312,0.1285588949255454,0.15770706883238583
305,305,305,305,2020-04-22,80.15750122070312,70.1675033569336,65.1875,0.1423735687580563,0.22964527280081493
306,306,306,306,2020-04-23,80.51000213623047,72.92250061035156,67.32749938964844,0.10404883900541728,0.19579670812204308
307,307,307,307,2020-04-24,83.11000061035156,76.56749725341797,62.6775016784668,0.08544752788875476,0.32599415076725147
308,308,308,308,2020-04-27,83.76249694824219,80.8499984741211,64.50250244140625,0.03602348211612316,0.2985929813239667
309,309,309,309,2020-04-28,78.38249969482422,80.81749725341797,68.81749725341797,-0.030129583832055218,0.13899085004767708
310,310,310,310,2020-04-29,86.36750030517578,77.09750366210938,68.31500244140625,0.1202373125295142,0.26425378348267126
311,311,311,311,2020-04-30,83.80000305175781,80.15750122070312,70.1675033569336,0.04544180863404823,0.19428508985815474
312,312,312,312,2020-05-01,85.37999725341797,80.51000213623047,72.92250061035156,0.06048931794768819,0.17083200025779188
313,313,313,313,2020-05-04,88.12750244140625,83.11000061035156,76.56749725341797,0.06037181800272706,0.15097796849396494
314,314,314,314,2020-05-05,91.06999969482422,83.76249694824219,80.8499984741211,0.08724074631033774,0.12640694389096874
315,315,315,315,2020-05-06,91.62999725341795,78.38249969482422,80.81749725341797,0.16901090945264285,0.13378909725570232
316,316,316,316,2020-05-07,101.08999633789062,86.36750030517578,77.09750366210938,0.1704633800989208,0.3111967513362264
317,317,317,317,2020-05-08,101.375,83.80000305175781,80.15750122070312,0.20972549293807607,0.26469760728789793
318,318,318,318,2020-05-11,105.33999633789062,85.37999725341797,80.51000213623047,0.23377839923359334,0.3084088131018241
319,319,319,319,2020-05-12,102.6999969482422,88.12750244140625,83.11000061035156,0.16535694423570924,0.23571166158132195
320,320,320,320,2020-05-13,101.8000030517578,91.06999969482422,83.76249694824219,0.11782149327868496,0.2153410745940536
321,321,321,321,2020-05-14,100.7624969482422,91.62999725341795,78.38249969482422,0.09966713924007653,0.2855228825382279
322,322,322,322,2020-05-15,104.43250274658205,101.08999633789062,86.36750030517578,0.03306466049834622,0.20916435438763847
323,323,323,323,2020-05-18,103.61000061035156,101.375,83.80000305175781,0.022046861754392744,0.2363961436416464
324,324,324,324,2020-05-19,101.14250183105467,105.33999633789062,85.37999725341797,-0.03984711081033254,0.1846158946439378
325,325,325,325,2020-05-20,99.98999786376952,102.6999969482422,88.12750244140625,-0.02638752838365166,0.134606054792604
326,326,326,326,2020-05-21,99.84249877929688,101.8000030517578,91.06999969482422,-0.019228921549891087,0.096326991477647
327,327,327,327,2020-05-22,101.3125,100.7624969482422,91.62999725341795,0.0054584103055754785,0.10566957368560725
328,328,328,328,2020-05-26,95.44750213623048,104.43250274658205,101.08999633789062,-0.08603643859953003,-0.05581654373396405
329,329,329,329,2020-05-27,89.90750122070312,103.61000061035156,101.375,-0.1322507413273718,-0.11311959338393962
330,330,330,330,2020-05-28,90.4574966430664,101.14250183105467,105.33999633789062,-0.10564307778184256,-0.14128061716545748
331,331,331,331,2020-05-29,94.57749938964844,99.98999786376952,102.6999969482422,-0.05413039893745464,-0.07908955988272581
332,332,332,332,2020-06-01,94.6750030517578,99.84249877929688,101.8000030517578,-0.05175647435429165,-0.06999017471912516
333,333,333,333,2020-06-02,93.9375,101.3125,100.7624969482422,-0.07279457125231337,-0.06773350358465158
334,334,334,334,2020-06-03,91.46499633789062,95.44750213623048,104.43250274658205,-0.041724568052663114,-0.1241711734148383
335,335,335,335,2020-06-04,86.2125015258789,89.90750122070312,103.61000061035156,-0.04109779100359834,-0.1679133190038269
336,336,336,336,2020-06-05,91.12249755859376,90.4574966430664,101.14250183105467,0.007351529062885387,-0.09906818687556307
337,337,337,337,2020-06-08,92.15499877929688,94.57749938964844,99.98999786376952,-0.025613921133303963,-0.07835782830146043
338,338,338,338,2020-06-09,95.125,94.6750030517578,99.84249877929688,0.004753070332579767,-0.047249406184484255
339,339,339,339,2020-06-10,96.2925033569336,93.9375,101.3125,0.025069896015261106,-0.04954962756882331
340,340,340,340,2020-06-11,90.67749786376952,91.46499633789062,95.44750213623048,-0.008609834424657126,-0.049975160854946465
341,341,341,341,2020-06-12,92.55750274658205,86.2125015258789,89.90750122070312,0.0735972290375837,0.02947475449655479
342,342,342,342,2020-06-15,99.6875,91.12249755859376,90.4574966430664,0.09399437757836648,0.10203690903976703
343,343,343,343,2020-06-16,98.25,92.15499877929688,94.57749938964844,0.06613858500828718,0.03883059537471256
344,344,344,344,2020-06-17,100.79499816894533,95.125,94.6750030517578,0.05960576261703365,0.06464214333155915
345,345,345,345,2020-06-18,100.47750091552734,96.2925033569336,93.9375,0.0434613018947172,0.06962076822916674
346,346,346,346,2020-06-19,102.33999633789062,90.67749786376952,91.46499633789062,0.1286151332896548,0.11889794386286856
347,347,347,347,2020-06-22,101.5824966430664,92.55750274658205,86.2125015258789,0.09750688629958337,0.1782803519808991
348,348,348,348,2020-06-23,101.7249984741211,99.6875,91.12249755859376,0.02043885616673191,0.11635437130890414
349,349,349,349,2020-06-24,98.5749969482422,98.25,92.15499877929688,0.003307856979564372,0.06966521896788969
350,350,350,350,2020-06-25,99.52249908447266,100.79499816894533,95.125,-0.012624625304717974,0.04622863689327361
351,351,351,351,2020-06-26,95.76499938964844,100.47750091552734,96.2925033569336,-0.04690106225711932,-0.005478141588341812
352,352,352,352,2020-06-29,99.5500030517578,102.33999633789062,90.67749786376952,-0.027262002989732914,0.09784682415165458
353,353,353,353,2020-06-30,101.3499984741211,101.5824966430664,92.55750274658205,-0.0022887621059585195,0.09499495412719239
354,354,354,354,2020-07-01,100.05249786376952,101.7249984741211,99.6875,-0.01644139233658537,0.0036614205769982533
355,355,355,355,2020-07-02,101.8375015258789,98.5749969482422,98.25,0.033096674396548176,0.03651401044151559
356,356,356,356,2020-07-06,105.79499816894533,99.52249908447266,100.79499816894533,0.0630259402866149,0.049605636101300865
357,357,357,357,2020-07-07,106.46499633789062,95.76499938964844,100.47750091552734,0.11173181242038188,0.05959040947283345
358,358,358,358,2020-07-08,108.77749633789062,99.5500030517578,102.33999633789062,0.09269204423163391,0.06290307045493382
359,359,359,359,2020-07-09,110.125,101.3499984741211,101.5824966430664,0.0865811707744577,0.08409424496574114
360,360,360,360,2020-07-10,109.91000366210938,100.05249786376952,101.7249984741211,0.09852333533703206,0.08046208218986162
361,361,361,361,2020-07-13,101.05750274658205,101.8375015258789,98.5749969482422,-0.007659248976160771,0.025183929750901335
362,362,362,362,2020-07-14,102.58499908447266,105.79499816894533,99.52249908447266,-0.030341690439339875,0.03077193627745034
363,363,363,363,2020-07-15,104.48500061035156,106.46499633789062,95.76499938964844,-0.018597621712728052,0.09105624472698226
364,364,364,364,2020-07-16,103.30500030517578,108.77749633789062,99.5500030517578,-0.05030908245687027,0.03771971007841857
365,365,365,365,2020-07-17,106.10749816894533,110.125,101.3499984741211,-0.03648128790969052,0.046941290246186096
366,366,366,366,2020-07-20,108.09249877929688,109.91000366210938,100.05249786376952,-0.01653630081207136,0.0803578230148192
367,367,367,367,2020-07-21,107.25499725341795,101.05750274658205,101.8375015258789,0.06132641652918269,0.05319745326000902
368,368,368,368,2020-07-22,106.5374984741211,102.58499908447266,105.79499816894533,0.03852901910535467,0.007018293095388595
369,369,369,369,2020-07-23,105.00250244140624,104.48500061035156,106.46499633789062,0.004952881543108356,-0.013736851986946408
370,370,370,370,2020-07-24,105.4375,103.30500030517578,108.77749633789062,0.02064275386984704,-0.03070484659359818
371,371,371,371,2020-07-27,105.85749816894533,106.10749816894533,110.125,-0.0023561011645185648,-0.03875143546928195
372,372,372,372,2020-07-28,104.44750213623048,108.09249877929688,109.91000366210938,-0.03372108781117866,-0.049699766571494
373,373,373,373,2020-07-29,106.7699966430664,107.25499725341795,101.05750274658205,-0.004521939515840012,0.05652716266707447
374,374,374,374,2020-07-30,107.83999633789062,106.5374984741211,102.58499908447266,0.012225722233246472,0.051225786424102804
375,375,375,375,2020-07-31,108.88500213623048,105.00250244140624,104.48500061035156,0.0369753063455871,0.04211132220104519
376,376,376,376,2020-08-03,110.9175033569336,105.4375,103.30500030517578,0.05197395003612182,0.07368958936420822
377,377,377,377,2020-08-04,110.47250366210938,105.85749816894533,106.10749816894533,0.04359639678805416,0.04113757810229446
378,378,378,378,2020-08-05,112.94750213623048,104.44750213623048,108.09249877929688,0.08138059624358918,0.044915266200354464
379,379,379,379,2020-08-06,109.75,106.7699966430664,107.25499725341795,0.027910494058511537,0.02326234497668156
380,380,380,380,2020-08-07,110.1750030517578,107.83999633789062,106.5374984741211,0.02165251106417876,0.03414295088334818
381,381,381,381,2020-08-10,105.30500030517578,108.88500213623048,105.00250244140624,-0.03287874143195235,0.002880863376930831
382,382,382,382,2020-08-11,102.7874984741211,110.9175033569336,105.4375,-0.07329776308298308,-0.02513338732309578
383,383,383,383,2020-08-12,106.97250366210938,110.47250366210938,105.85749816894533,-0.03168209177828618,0.010533079965526326
384,384,384,384,2020-08-13,108.81999969482422,112.94750213623048,104.44750213623048,-0.03654354778406621,0.0418631127519995
385,385,385,385,2020-08-14,106.29000091552734,109.75,106.7699966430664,-0.031526187557837426,-0.004495604969846467
386,386,386,386,2020-08-17,110.2300033569336,110.1750030517578,107.83999633789062,0.0004992085650312728,0.022162528748187915
387,387,387,387,2020-08-18,109.30500030517578,105.30500030517578,108.88500213623048,0.037984900891770756,0.0038572637250795516
388,388,388,388,2020-08-19,108.22000122070312,102.7874984741211,110.9175033569336,0.05285178477176178,-0.024319895909934774
389,389,389,389,2020-08-20,107.97000122070312,106.97250366210938,110.47250366210938,0.009324803332120934,-0.022652717721147964
390,390,390,390,2020-08-21,106.7249984741211,108.81999969482422,112.94750213623048,-0.01925198701137998,-0.055091998888157634
391,391,391,391,2020-08-24,105.69750213623048,106.29000091552734,109.75,-0.005574360468467265,-0.036924809692660765
392,392,392,392,2020-08-25,107.51750183105467,110.2300033569336,110.1750030517578,-0.024607651667174713,-0.024120727452620838
393,393,393,393,2020-08-26,106.42250061035156,109.30500030517578,105.30500030517578,-0.02637116039317855,0.010612034584656538
394,394,394,394,2020-08-27,106.9375,108.22000122070312,102.7874984741211,-0.011850870506715294,0.04037457460766736
395,395,395,395,2020-08-28,104.7375030517578,107.97000122070312,106.97250366210938,-0.029938854611455734,-0.020893225210575572
396,396,396,396,2020-08-31,106.35250091552734,106.7249984741211,108.81999969482422,-0.0034902559280343137,-0.02267504857762126
397,397,397,397,2020-09-01,105.54750061035156,105.69750213623048,106.29000091552734,-0.001419158663613307,-0.006985608230127616
398,398,398,398,2020-09-02,111.92749786376952,107.51750183105467,110.2300033569336,0.04101654109899622,0.015399568675865005
399,399,399,399,2020-09-03,103.2375030517578,106.42250061035156,109.30500030517578,-0.029927858679576702,-0.0555097867112917
400,400,400,400,2020-09-04,99.55999755859376,106.9375,108.22000122070312,-0.06898891821303321,-0.08002220998360743
401,401,401,401,2020-09-08,97.29750061035156,104.7375030517578,107.97000122070312,-0.07103475092135458,-0.09884690645261496
402,402,402,402,2020-09-09,100.41999816894533,106.35250091552734,106.7249984741211,-0.055781506739498554,-0.05907707093296066
403,403,403,403,2020-09-10,97.50499725341795,105.54750061035156,105.69750213623048,-0.07619795173193178,-0.0775089734121952
404,404,404,404,2020-09-11,95.86499786376952,111.92749786376952,107.51750183105467,-0.14350807716214808,-0.10837774100811115
405,405,405,405,2020-09-14,98.40249633789062,103.2375030517578,106.42250061035156,-0.04683382076223941,-0.07536004347261915
406,406,406,406,2020-09-15,99.49250030517578,99.55999755859376,106.9375,-0.0006779555551742478,-0.06962010234785942
407,407,407,407,2020-09-16,98.4800033569336,97.29750061035156,104.7375030517578,0.01215347505500275,-0.05974459493971285
408,408,408,408,2020-09-17,96.55249786376952,100.41999816894533,106.35250091552734,-0.03851324811487422,-0.09214642784509297
409,409,409,409,2020-09-18,97.32749938964844,97.50499725341795,105.54750061035156,-0.0018203976080137796,-0.07787963877087722
410,410,410,410,2020-09-21,97.92250061035156,95.86499786376952,111.92749786376952,0.02146250239848646,-0.12512561721395643
411,411,411,411,2020-09-22,99.53250122070312,98.40249633789062,103.2375030517578,0.011483498131310999,-0.03588813872413388
412,412,412,412,2020-09-23,96.51750183105467,99.49250030517578,99.55999755859376,-0.029901735959955045,-0.030559419467125815
413,413,413,413,2020-09-24,95.50749969482422,98.4800033569336,97.29750061035156,-0.030183829821123664,-0.018397193188916305
414,414,414,414,2020-09-25,100.58999633789062,96.55249786376952,100.41999816894533,0.04181661338081377,0.0016928716594806215
415,415,415,415,2020-09-28,100.04750061035156,97.32749938964844,97.50499725341795,0.027946893095585068,0.026075621030228646
416,416,416,416,2020-09-29,100.54499816894533,97.92250061035156,95.86499786376952,0.026781358137789812,0.04881865549954312
417,417,417,417,2020-09-30,103.05750274658205,99.53250122070312,98.40249633789062,0.03541558267547784,0.04730577558426208
418,418,418,418,2020-10-01,103.45999908447266,96.51750183105467,99.49250030517578,0.07192993106649404,0.039877365300171164
419,419,419,419,2020-10-02,96.12999725341795,95.50749969482422,98.4800033569336,0.00651778719558993,-0.023862774405055798
420,420,420,420,2020-10-05,95.62750244140624,100.58999633789062,96.55249786376952,-0.04933387093299946,-0.00958023295956989
421,421,421,421,2020-10-06,93.72250366210938,100.04750061035156,97.32749938964844,-0.06321993962523598,-0.03703984742386679
422,422,422,422,2020-10-07,98.45500183105467,100.54499816894533,97.92250061035156,-0.02078667637328757,0.005437986340054879
423,423,423,423,2020-10-08,96.875,103.05750274658205,99.53250122070312,-0.05999080689724057,-0.026699833603200496
424,424,424,424,2020-10-09,96.5,103.45999908447266,96.51750183105467,-0.06727236754361443,-0.0001813332372123666
425,425,425,425,2020-10-12,98.54499816894533,96.12999725341795,95.50749969482422,0.025122240554745323,0.03180376916814742
426,426,426,426,2020-10-13,100.23500061035156,95.62750244140624,100.58999633789062,0.04818172650455321,-0.003529135505150993
427,427,427,427,2020-10-14,98.50250244140624,93.72250366210938,100.04750061035156,0.05100161212647314,-0.015442646338188148
428,428,428,428,2020-10-15,99.8949966430664,98.45500183105467,100.54499816894533,0.014625918289887574,-0.006464782313554074
429,429,429,429,2020-10-16,101.25,96.875,103.05750274658205,0.04516129032258065,-0.01753877882163213
430,430,430,430,2020-10-19,99.375,96.5,103.45999908447266,0.029792746113989743,-0.039483849996338694
431,431,431,431,2020-10-20,98.10749816894533,98.54499816894533,96.12999725341795,-0.004439596206090024,0.020571111744799975
432,432,432,432,2020-10-21,96.95999908447266,100.23500061035156,95.62750244140624,-0.03267323296190694,0.01393424076805605
433,433,433,433,2020-10-22,98.9499969482422,98.50250244140624,93.72250366210938,0.0045429760233974825,0.05577628725091577
434,434,434,434,2020-10-23,102.75,99.8949966430664,98.45500183105467,0.02858004357450228,0.043623971246431914
435,435,435,435,2020-10-26,104.5,101.25,96.875,0.032098765432098775,0.07870967741935475
436,436,436,436,2020-10-27,95.15750122070312,99.375,96.5,-0.04244023928852203,-0.013911904448672296
437,437,437,437,2020-10-28,87.27999877929688,98.10749816894533,98.54499816894533,-0.11036362756904705,-0.11431325383289126
438,438,438,438,2020-10-29,83.82250213623047,96.95999908447266,100.23500061035156,-0.1354939879567929,-0.16374019428524977
439,439,439,439,2020-10-30,79.8949966430664,98.9499969482422,98.50250244140624,-0.19257201508700295,-0.18890388911092304
440,440,440,440,2020-11-02,78.0,102.75,99.8949966430664,-0.24087591240875916,-0.21918011290694717
441,441,441,441,2020-11-03,82.94249725341797,104.5,101.25,-0.2062918923117898,-0.18081484194155095
442,442,442,442,2020-11-04,86.125,95.15750122070312,99.375,-0.0949215889954238,-0.1333333333333333
443,443,443,443,2020-11-05,88.77749633789062,87.27999877929688,98.10749816894533,0.01715739664915028,-0.09509978345373804
444,444,444,444,2020-11-06,90.33000183105467,83.82250213623047,96.95999908447266,0.07763428111759363,-0.0683786851899808
445,445,445,445,2020-11-09,85.95999908447266,79.8949966430664,98.9499969482422,0.07591216842403603,-0.13127840590600748
446,446,446,446,2020-11-10,84.88249969482422,78.0,102.75,0.08823717557466937,-0.17389294700901003
447,447,447,447,2020-11-11,86.875,82.94249725341797,104.5,0.04741239867141789,-0.16866028708133973
448,448,448,448,2020-11-12,84.17500305175781,86.125,95.15750122070312,-0.022641473999909234,-0.11541389830606319
449,449,449,449,2020-11-13,84.0999984741211,88.77749633789062,87.27999877929688,-0.05268787763474192,-0.03643446780077275
450,450,450,450,2020-11-16,85.00749969482422,90.33000183105467,83.82250213623047,-0.05892286093589583,0.014136986231547466
451,451,451,451,2020-11-17,83.5875015258789,85.95999908447266,79.8949966430664,-0.027600018425573802,0.0462169727512336
452,452,452,452,2020-11-18,82.30249786376953,84.88249969482422,78.0,-0.03039497941661118,0.05516022902268625
453,453,453,453,2020-11-19,82.66000366210938,86.875,82.94249725341797,-0.04851794345773386,-0.003405896864251412
454,454,454,454,2020-11-20,78.96749877929688,84.17500305175781,86.125,-0.0618652103791304,-0.08310596482674171
455,455,455,455,2020-11-23,80.27249908447266,84.0999984741211,88.77749633789062,-0.04551128964438944,-0.09580127401934846
456,456,456,456,2020-11-24,78.33000183105469,85.00749969482422,90.33000183105467,-0.07855186763216959,-0.1328462277953203
457,457,457,457,2020-11-25,78.13749694824219,83.5875015258789,85.95999908447266,-0.06520119010794201,-0.09100165448516717
458,458,458,458,2020-11-27,79.55249786376953,82.30249786376953,84.88249969482422,-0.033413323670344885,-0.06279270580175533
459,459,459,459,2020-11-30,79.91999816894531,82.66000366210938,86.875,-0.033147899489146204,-0.08005757503372302
460,460,460,460,2020-12-01,81.93000030517578,78.96749877929688,84.17500305175781,0.03751545346723817,-0.02667065833311122
461,461,461,461,2020-12-02,83.30000305175781,80.27249908447266,84.0999984741211,0.037715332172469695,-0.009512430878455436
462,462,462,462,2020-12-03,86.15750122070312,78.33000183105469,85.00749969482422,0.09992977411810999,0.013528236096902013
463,463,463,463,2020-12-04,87.00749969482422,78.13749694824219,83.5875015258789,0.11351787673026514,0.040915185960983314
464,464,464,464,2020-12-07,84.3499984741211,79.55249786376953,82.30249786376953,0.06030609646685248,0.02487774567596568
465,465,465,465,2020-12-08,87.04000091552734,79.91999816894531,82.66000366210938,0.08908912549686043,0.05298810863016845
466,466,466,466,2020-12-09,83.34750366210938,81.93000030517578,78.96749877929688,0.017301395723832824,0.05546591889726682
467,467,467,467,2020-12-10,86.79750061035156,83.30000305175781,80.27249908447266,0.04198676387107225,0.0812856407897864
468,468,468,468,2020-12-11,86.92749786376953,86.15750122070312,78.33000183105469,0.008937081880937559,0.10975993657268468
469,469,469,469,2020-12-14,88.39749908447266,87.00749969482422,78.13749694824219,0.015975627325504282,0.13130702334919464
470,470,470,470,2020-12-15,88.55249786376953,84.3499984741211,79.55249786376953,0.04982216319704835,0.11313283984384936
471,471,471,471,2020-12-16,88.0875015258789,87.04000091552734,79.91999816894531,0.012034703576901062,0.10219599029104165
472,472,472,472,2020-12-17,89.47750091552734,83.34750366210938,81.93000030517578,0.07354746074062368,0.09212133018721302
473,473,473,473,2020-12-18,89.64250183105469,86.79750061035156,83.30000305175781,0.03277745557991141,0.0761404387387119
474,474,474,474,2020-12-21,87.2125015258789,86.92749786376953,86.15750122070312,0.0032786364397145995,0.012245019762971765
475,475,475,475,2020-12-22,88.55750274658203,88.39749908447266,87.00749969482422,0.001810047385576663,0.017814591353554565
476,476,476,476,2020-12-23,88.99749755859375,88.55249786376953,84.3499984741211,0.005025264171642174,0.05509779690035832
477,477,477,477,2020-12-24,88.75499725341797,88.0875015258789,87.04000091552734,0.0075776440014361235,0.019703542277705655
478,478,478,478,2020-12-28,90.57749938964844,89.47750091552734,83.34750366210938,0.012293576182459187,0.08674519823472404
479,479,479,479,2020-12-29,89.2249984741211,89.64250183105469,86.79750061035156,-0.0046574264261437515,0.027967370565967986
480,480,480,480,2020-12-30,90.69249725341795,87.2125015258789,86.92749786376953,0.03990248721975265,0.04331194940810135
481,481,481,481,2020-12-31,92.43000030517578,88.55750274658203,88.39749908447266,0.04372862195172056,0.04561782021513605
482,482,482,482,2021-01-04,89.43499755859375,88.99749755859375,88.55249786376953,0.00491586855812387,0.009965836267903594
483,483,483,483,2021-01-05,92.1875,88.75499725341797,88.0875015258789,0.038673909670476014,0.0465446107915386
484,484,484,484,2021-01-06,93.9800033569336,90.57749938964844,89.47750091552734,0.037564560627227905,0.05031993959751868
485,485,485,485,2021-01-07,96.79000091552734,89.2249984741211,89.64250183105469,0.08478568305720291,0.07973337355022991
486,486,486,486,2021-01-08,97.02249908447266,90.69249725341795,87.2125015258789,0.06979631196356917,0.11248384562943414
487,487,487,487,2021-01-11,92.66000366210938,92.43000030517578,88.55750274658203,0.002488405887419498,0.0463258423994537
488,488,488,488,2021-01-12,90.0425033569336,89.43499755859375,88.99749755859375,0.006792707719836866,0.011741968336265174
489,489,489,489,2021-01-13,90.6374969482422,92.1875,88.75499725341797,-0.016813592425847346,0.02121006988991536
490,490,490,490,2021-01-14,88.0199966430664,93.9800033569336,90.57749938964844,-0.0634178176311746,-0.028235519459199332
491,491,491,491,2021-01-15,88.55000305175781,96.79000091552734,89.2249984741211,-0.08513273877289163,-0.007565093123078737
