,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,CI,CI_6m,CI_12m,CI_6m_ret,CI_12m_ret
244,244,244,244,2020-01-24,195.4624481201172,197.5687866210937,197.28414916992188,-0.010661291882184454,-0.009233894651291208
245,245,245,245,2020-01-27,189.7127227783203,200.1495361328125,200.58596801757807,-0.05214507890523745,-0.054207407161725785
246,246,246,246,2020-01-28,194.8172912597656,201.6391448974609,200.0546722412109,-0.03383199051535557,-0.026179748379635326
247,247,247,247,2020-01-29,192.17010498046875,202.0945739746093,199.51382446289065,-0.0491080428284405,-0.036808073336230485
248,248,248,248,2020-01-30,186.9042510986328,200.4436492919922,193.0904541015625,-0.06754715472993678,-0.032037849989600464
249,249,249,249,2020-01-31,182.53030395507807,201.80995178222656,194.6844482421875,-0.0955336823426488,-0.06242997012267604
250,250,250,250,2020-02-03,181.95152282714844,195.4624481201172,197.5687866210937,-0.06912286949698854,-0.07904722229173144
251,251,251,251,2020-02-04,186.78094482421875,189.7127227783203,200.1495361328125,-0.015453776168335098,-0.06679301669589088
252,252,252,252,2020-02-05,195.9084014892578,194.8172912597656,201.6391448974609,0.005600684736127182,-0.02842078809210058
253,253,253,253,2020-02-06,201.01290893554688,192.17010498046875,202.0945739746093,0.0460155025464386,-0.005352271551824606
254,254,254,254,2020-02-07,198.2234649658203,186.9042510986328,200.4436492919922,0.060561564547903846,-0.011076351553237163
255,255,255,255,2020-02-10,199.5517578125,182.53030395507807,201.80995178222656,0.09325275578136893,-0.011189705709673703
256,256,256,256,2020-02-11,204.16294860839844,181.95152282714844,195.4624481201172,0.1220733162115415,0.044512388808997994
257,257,257,257,2020-02-12,211.1650848388672,186.78094482421875,189.7127227783203,0.13054939858879377,0.11307814123575688
258,258,258,258,2020-02-13,210.52940368652344,195.9084014892578,194.8172912597656,0.07463182837550408,0.08065050245364325
259,259,259,259,2020-02-14,209.0587615966797,201.01290893554688,192.17010498046875,0.04002654706973385,0.08788389129478502
260,260,260,260,2020-02-18,210.5863494873047,198.2234649658203,186.9042510986328,0.06236842103237428,0.1267071147363812
261,261,261,261,2020-02-19,210.1024169921875,199.5517578125,182.53030395507807,0.052871792738608425,0.15105498889595403
262,262,262,262,2020-02-20,209.12518310546875,204.16294860839844,181.95152282714844,0.024305264647153546,0.14934560511557216
263,263,263,263,2020-02-21,206.070053100586,211.1650848388672,186.78094482421875,-0.02412819213066897,0.10327128548643127
264,264,264,264,2020-02-24,190.10174560546875,210.52940368652344,195.9084014892578,-0.09702995269711256,-0.02963964709858269
265,265,265,265,2020-02-25,181.9420166015625,209.0587615966797,201.01290893554688,-0.12970872298302116,-0.0948739682191222
266,266,266,266,2020-02-26,179.24745178222656,210.5863494873047,198.2234649658203,-0.14881732734042863,-0.09573040803653488
267,267,267,267,2020-02-27,172.6153106689453,210.1024169921875,199.5517578125,-0.17842301321377052,-0.13498476504959844
268,268,268,268,2020-02-28,173.57363891601562,209.12518310546875,204.16294860839844,-0.17000125791413323,-0.14982791883093172
269,269,269,269,2020-03-02,184.38995361328125,206.070053100586,211.1650848388672,-0.10520742417978779,-0.126797151366274
270,270,270,270,2020-03-03,179.56057739257812,190.10174560546875,210.52940368652344,-0.05545013897330242,-0.14709976730878715
271,271,271,271,2020-03-04,198.81173706054688,181.9420166015625,209.0587615966797,0.0927203115261035,-0.04901504465955642
272,272,272,272,2020-03-05,190.64254760742188,179.24745178222656,210.5863494873047,0.06357187068432957,-0.09470605254537234
273,273,273,273,2020-03-06,185.509521484375,172.6153106689453,210.1024169921875,0.07469911426431453,-0.1170519400008947
274,274,274,274,2020-03-09,172.3374786376953,173.57363891601562,209.12518310546875,-0.0071218203757220655,-0.1759123598673441
275,275,275,275,2020-03-10,187.6827392578125,184.38995361328125,206.070053100586,0.017857728037814713,-0.08922846171053467
276,276,276,276,2020-03-11,177.68032836914062,179.56057739257812,190.10174560546875,-0.010471391052205514,-0.0653408899364194
277,277,277,277,2020-03-12,155.8914337158203,198.81173706054688,181.9420166015625,-0.21588415241126058,-0.14318068675027795
278,278,278,278,2020-03-13,170.69570922851562,190.64254760742188,179.24745178222656,-0.10462952068801301,-0.04770914436262519
279,279,279,279,2020-03-16,143.00404357910156,185.509521484375,172.6153106689453,-0.2291282817461936,-0.1715448471812241
280,280,280,280,2020-03-17,147.1796112060547,172.3374786376953,173.57363891601562,-0.1459802454492789,-0.1520624207385074
281,281,281,281,2020-03-18,135.62088012695312,187.6827392578125,184.38995361328125,-0.2773928989780142,-0.2644887778897699
282,282,282,282,2020-03-19,139.04672241210938,177.68032836914062,179.56057739257812,-0.21743322016361777,-0.22562778293974972
283,283,283,283,2020-03-20,134.84268188476562,155.8914337158203,198.81173706054688,-0.13502186316039122,-0.32175693508628156
284,284,284,284,2020-03-23,123.42626953125,170.69570922851562,190.64254760742188,-0.2769222490178975,-0.3525775275233213
285,285,285,285,2020-03-24,139.69204711914062,143.00404357910156,185.509521484375,-0.023160159510656975,-0.24698179370320605
286,286,286,286,2020-03-25,148.82139587402344,147.1796112060547,172.3374786376953,0.011154973535500101,-0.13645367768847128
287,287,287,287,2020-03-26,160.89259338378906,135.62088012695312,187.6827392578125,0.186340873419929,-0.14274166063413463
288,288,288,288,2020-03-27,153.0634002685547,139.04672241210938,177.68032836914062,0.10080552502994222,-0.13854616505122008
289,289,289,289,2020-03-30,169.16783142089844,134.84268188476562,155.8914337158203,0.2545570071460499,0.08516438260026593
290,290,290,290,2020-03-31,168.14292907714844,123.42626953125,170.69570922851562,0.3622945076094739,-0.014955151262470823
291,291,291,291,2020-04-01,164.24258422851562,139.69204711914062,143.00404357910156,0.17574756484480702,0.14851706369873474
292,292,292,292,2020-04-02,160.19984436035156,148.82139587402344,147.1796112060547,0.0764570740618502,0.0884649242351121
293,293,293,293,2020-04-03,155.4833221435547,160.89259338378906,135.62088012695312,-0.03362038690824776,0.14645563425048236
294,294,294,294,2020-04-06,164.64112854003906,153.0634002685547,139.04672241210938,0.07564008280993928,0.18407054610084583
295,295,295,295,2020-04-07,168.13343811035156,169.16783142089844,134.84268188476562,-0.006114598158873608,0.24688589517995263
296,296,296,296,2020-04-08,176.72181701660156,168.14292907714844,123.42626953125,0.05102140177132819,0.4318006830130905
297,297,297,297,2020-04-09,172.55575561523438,164.24258422851562,139.69204711914062,0.05061520083702775,0.23525826397307315
298,298,298,298,2020-04-13,168.4276123046875,160.19984436035156,148.82139587402344,0.05135940036139175,0.131743263900445
299,299,299,299,2020-04-14,176.15245056152344,155.4833221435547,160.89259338378906,0.13293469764484023,0.09484499476824215
300,300,300,300,2020-04-15,173.2864990234375,164.64112854003906,153.0634002685547,0.05251039372762789,0.13212236706750757
301,301,301,301,2020-04-16,185.3861694335937,168.13343811035156,169.16783142089844,0.10261332616013363,0.09587128874604511
302,302,302,302,2020-04-17,184.22837829589844,176.72181701660156,168.14292907714844,0.042476709474935426,0.09566533250630815
303,303,303,303,2020-04-20,179.07533264160156,172.55575561523438,164.24258422851562,0.03778243735262343,0.0903100038443665
304,304,304,304,2020-04-21,168.835693359375,168.4276123046875,160.19984436035156,0.002422886895464993,0.05390672527495144
305,305,305,305,2020-04-22,173.2769775390625,176.15245056152344,155.4833221435547,-0.01632377530539464,0.11444092620480073
306,306,306,306,2020-04-23,174.88076782226562,173.2864990234375,164.64112854003906,0.009200190481155168,0.06219368983331752
307,307,307,307,2020-04-24,178.600830078125,185.3861694335937,168.13343811035156,-0.036601108789289905,0.06225645585682571
308,308,308,308,2020-04-27,182.9757232666016,184.22837829589844,176.72181701660156,-0.006799468360324412,0.03538842207248538
309,309,309,309,2020-04-28,179.9199676513672,179.07533264160156,172.55575561523438,0.004716646325912732,0.042677290072859586
310,310,310,310,2020-04-29,185.879638671875,168.835693359375,168.4276123046875,0.1009498937894675,0.10361737085969369
311,311,311,311,2020-04-30,185.7942352294922,173.2769775390625,176.15245056152344,0.07223843506623884,0.05473545577840966
312,312,312,312,2020-05-01,177.54747009277344,174.88076782226562,173.2864990234375,0.015248688027365231,0.02458916934295985
313,313,313,313,2020-05-04,175.19395446777344,178.600830078125,185.3861694335937,-0.019075362689307207,-0.0549782920536106
314,314,314,314,2020-05-05,180.67916870117188,182.9757232666016,184.22837829589844,-0.012551143531120634,-0.019265270788119238
315,315,315,315,2020-05-06,174.07415771484375,179.9199676513672,179.07533264160156,-0.03249116822792519,-0.027927771251259226
316,316,316,316,2020-05-07,174.785888671875,185.879638671875,168.835693359375,-0.05968243794353023,0.035242520074441286
317,317,317,317,2020-05-08,179.61627197265625,185.7942352294922,173.2769775390625,-0.033251641253588704,0.036584747285106856
318,318,318,318,2020-05-11,179.35052490234375,177.54747009277344,174.88076782226562,0.010155339350249148,0.025558882979178188
319,319,319,319,2020-05-12,179.89146423339844,175.19395446777344,178.600830078125,0.02681319558026818,0.007226361460408004
320,320,320,320,2020-05-13,171.777587890625,180.67916870117188,182.9757232666016,-0.049267333221293175,-0.061200115381757736
321,321,321,321,2020-05-14,175.05160522460938,174.07415771484375,179.9199676513672,0.00561512129426367,-0.027058488784253765
322,322,322,322,2020-05-15,180.45138549804688,174.785888671875,185.879638671875,0.03241392579928282,-0.02920305425926928
323,323,323,323,2020-05-18,183.6400146484375,179.61627197265625,185.7942352294922,0.022401882811562857,-0.011594657812680764
324,324,324,324,2020-05-19,181.998275756836,179.35052490234375,177.54747009277344,0.014762994732989698,0.02506825730457818
325,325,325,325,2020-05-20,178.6672821044922,179.89146423339844,175.19395446777344,-0.006805115151644725,0.01982561354511625
326,326,326,326,2020-05-21,179.05636596679688,171.777587890625,180.67916870117188,0.04237326979353351,-0.008981681430353383
327,327,327,327,2020-05-22,179.3600311279297,175.05160522460938,174.07415771484375,0.02461231873762104,0.030365641186929526
328,328,328,328,2020-05-26,185.92710876464844,180.45138549804688,174.785888671875,0.0303445897713035,0.06374210285184301
329,329,329,329,2020-05-27,189.2865447998047,183.6400146484375,179.61627197265625,0.03074782019690514,0.053838512073230094
330,330,330,330,2020-05-28,190.33990478515625,181.998275756836,179.35052490234375,0.04583356075013212,0.061273196099070226
331,331,331,331,2020-05-29,187.25567626953125,178.6672821044922,179.89146423339844,0.04806920474682208,0.04093697312162736
332,332,332,332,2020-06-01,187.9958648681641,179.05636596679688,171.777587890625,0.04992561338492085,0.09441439466402146
333,333,333,333,2020-06-02,191.04217529296875,179.3600311279297,175.05160522460938,0.06513237141839423,0.09134774884150199
334,334,334,334,2020-06-03,191.08963012695312,185.92710876464844,180.45138549804688,0.02776637251343228,0.058953521468093184
335,335,335,335,2020-06-04,192.06710815429688,189.2865447998047,183.6400146484375,0.01468970421237814,0.045889200793151286
336,336,336,336,2020-06-05,198.79544067382807,190.33990478515625,181.998275756836,0.044423348315824285,0.09229298929971397
337,337,337,337,2020-06-08,204.8310546875,187.25567626953125,178.6672821044922,0.09385765370696264,0.14643852122688106
338,338,338,338,2020-06-09,203.55943298339844,187.9958648681641,179.05636596679688,0.08278675770953048,0.13684555075324867
339,339,339,339,2020-06-10,198.3399658203125,191.04217529296875,179.3600311279297,0.03819989233347232,0.10582031332747288
340,340,340,340,2020-06-11,181.7894744873047,191.08963012695312,185.92710876464844,-0.0486690755195337,-0.02225406668686103
341,341,341,341,2020-06-12,180.3280029296875,192.06710815429688,189.2865447998047,-0.06111981034867653,-0.04732793807183722
342,342,342,342,2020-06-15,177.58543395996094,198.79544067382807,190.33990478515625,-0.10669262153082915,-0.06700891670399733
343,343,343,343,2020-06-16,183.17498779296875,204.8310546875,187.25567626953125,-0.10572648238115445,-0.021792068245177543
344,344,344,344,2020-06-17,182.0172576904297,203.55943298339844,187.9958648681641,-0.1058274479214415,-0.03180180150200129
345,345,345,345,2020-06-18,180.2900390625,198.3399658203125,191.04217529296875,-0.09100499076502289,-0.056281479280583135
346,346,346,346,2020-06-19,181.6376342773437,181.7894744873047,191.08963012695312,-0.0008352530331540153,-0.04946367755973924
347,347,347,347,2020-06-22,180.669677734375,180.3280029296875,192.06710815429688,0.001894740689945662,-0.05934087585036041
348,348,348,348,2020-06-23,182.501220703125,177.58543395996094,198.79544067382807,0.027681249714840872,-0.08196475691531413
349,349,349,349,2020-06-24,174.5865936279297,183.17498779296875,204.8310546875,-0.046886282174867566,-0.1476556428697431
350,350,350,350,2020-06-25,176.0195770263672,182.0172576904297,203.55943298339844,-0.03295116485197902,-0.13529147509109685
351,351,351,351,2020-06-26,175.62098693847656,180.2900390625,198.3399658203125,-0.02589744917856973,-0.11454564282025925
352,352,352,352,2020-06-29,177.98399353027344,181.6376342773437,181.7894744873047,-0.020114998533241724,-0.02093345045285888
353,353,353,353,2020-06-30,178.0789031982422,180.669677734375,180.3280029296875,-0.014339841464386938,-0.012472271055551265
354,354,354,354,2020-07-01,180.78350830078125,182.501220703125,177.58543395996094,-0.009412059797331174,0.018008652339928766
355,355,355,355,2020-07-02,180.7740631103516,174.5865936279297,183.17498779296875,0.03544069079902168,-0.013107273605121095
356,356,356,356,2020-07-06,179.67320251464844,176.0195770263672,182.0172576904297,0.020756926871457804,-0.012878202899683111
357,357,357,357,2020-07-07,172.76451110839844,175.62098693847656,180.2900390625,-0.01626500271905884,-0.041741229816322445
358,358,358,358,2020-07-08,170.89503479003906,177.98399353027344,181.6376342773437,-0.03982919249999073,-0.05914302688451489
359,359,359,359,2020-07-09,165.0302276611328,178.0789031982422,180.669677734375,-0.07327468500063283,-0.08656377909875779
360,360,360,360,2020-07-10,166.58656311035156,180.78350830078125,182.501220703125,-0.07853009007220568,-0.08720301996588742
361,361,361,361,2020-07-13,168.32321166992188,180.7740631103516,174.5865936279297,-0.06887520934255498,-0.03587550354156066
362,362,362,362,2020-07-14,172.87840270996094,179.67320251464844,176.0195770263672,-0.03781754713329344,-0.017845596322139334
363,363,363,363,2020-07-15,171.80604553222656,172.76451110839844,175.62098693847656,-0.005547815173513881,-0.02172258266369065
364,364,364,364,2020-07-16,170.819091796875,170.89503479003906,177.98399353027344,-0.00044438384799982966,-0.04025587689816479
365,365,365,365,2020-07-17,170.6387481689453,165.0302276611328,178.0789031982422,0.03398480743375587,-0.041780103626392506
366,366,366,366,2020-07-20,166.89022827148438,166.58656311035156,180.78350830078125,0.0018228670756095244,-0.0768503729122334
367,367,367,367,2020-07-21,169.20578002929688,168.32321166992188,180.7740631103516,0.00524329562523862,-0.0639930468011497
368,368,368,368,2020-07-22,167.90567016601562,172.87840270996094,179.67320251464844,-0.028764336469999097,-0.06549408695308045
369,369,369,369,2020-07-23,169.98399353027344,171.80604553222656,172.76451110839844,-0.010605284559741301,-0.016094263574655154
370,370,370,370,2020-07-24,171.78709411621094,170.819091796875,170.89503479003906,0.0056668274556044285,0.0052199253610139
371,371,371,371,2020-07-27,166.54861450195312,170.6387481689453,165.0302276611328,-0.023969548012287567,0.009200658947996487
372,372,372,372,2020-07-28,166.78587341308594,166.89022827148438,166.58656311035156,-0.0006252904048323904,0.0011964368494854494
373,373,373,373,2020-07-29,172.5272674560547,169.20578002929688,168.32321166992188,0.019629869772668007,0.02497609060820971
374,374,374,374,2020-07-30,169.36712646484375,167.90567016601562,172.87840270996094,0.008704031837537762,-0.020310670332881697
375,375,375,375,2020-07-31,163.88197326660156,169.98399353027344,171.80604553222656,-0.03589761681052117,-0.04612219692897035
376,376,376,376,2020-08-03,164.17613220214844,171.78709411621094,170.819091796875,-0.044304619932122646,-0.038888859113159646
377,377,377,377,2020-08-04,164.650634765625,166.54861450195312,170.6387481689453,-0.011395950317592551,-0.03509234255159688
378,378,378,378,2020-08-05,165.9507598876953,166.78587341308594,166.89022827148438,-0.005007099871835452,-0.0056292593851619
379,379,379,379,2020-08-06,164.24258422851562,172.5272674560547,169.20578002929688,-0.048019558587452216,-0.029332306496396954
380,380,380,380,2020-08-07,169.10140991210938,169.36712646484375,167.90567016601562,-0.0015688791460338747,0.007121497117467568
381,381,381,381,2020-08-10,173.6660919189453,163.88197326660156,169.98399353027344,0.05970222628712829,0.0216614418346166
382,382,382,382,2020-08-11,173.07769775390625,164.17613220214844,171.78709411621094,0.054219608126700125,0.00751280906365559
383,383,383,383,2020-08-12,174.9187469482422,164.650634765625,166.54861450195312,0.062363028221746664,0.05025639193288467
384,384,384,384,2020-08-13,171.65420532226562,165.9507598876953,166.78587341308594,0.034368299599411456,0.029189114219056567
385,385,385,385,2020-08-14,174.04566955566406,164.24258422851562,172.5272674560547,0.059686623741313616,0.008800939828228271
386,386,386,386,2020-08-17,172.89739990234375,169.10140991210938,169.36712646484375,0.022448009110079825,0.02084391175068312
387,387,387,387,2020-08-18,172.650634765625,173.6660919189453,163.88197326660156,-0.005847181462425355,0.05350595507389122
388,388,388,388,2020-08-19,172.00534057617188,173.07769775390625,164.17613220214844,-0.006195813739440448,0.04768785979428114
389,389,389,389,2020-08-20,168.93060302734375,174.9187469482422,164.650634765625,-0.03423386015148111,0.025994240883499442
390,390,390,390,2020-08-21,169.20578002929688,171.65420532226562,165.9507598876953,-0.014263707017093119,0.019614373226156667
391,391,391,391,2020-08-24,168.61740112304688,174.04566955566406,164.24258422851562,-0.03118875894169315,0.02663631307970915
392,392,392,392,2020-08-25,168.3612060546875,172.89739990234375,169.10140991210938,-0.0262363335146647,-0.004377277858337192
393,393,393,393,2020-08-26,165.22003173828125,172.650634765625,173.6660919189453,-0.043038376530910916,-0.0486339047959119
394,394,394,394,2020-08-27,168.04803466796875,172.00534057617188,173.07769775390625,-0.023006878129174457,-0.029060145537000537
395,395,395,395,2020-08-28,171.91041564941406,168.93060302734375,174.9187469482422,0.01763927061568582,-0.017198449859226805
396,396,396,396,2020-08-31,168.32321166992188,169.20578002929688,171.65420532226562,-0.005215946873813548,-0.01940525515288194
397,397,397,397,2020-09-01,167.1654510498047,168.61740112304688,174.04566955566406,-0.008610914790358137,-0.039531109986387314
398,398,398,398,2020-09-02,172.0907440185547,168.3612060546875,172.89739990234375,0.022152003132216436,-0.004665517724642965
399,399,399,399,2020-09-03,169.3291473388672,165.22003173828125,172.650634765625,0.02487056537487553,-0.01923819991317588
400,400,400,400,2020-09-04,169.49998474121094,168.04803466796875,172.00534057617188,0.008640089579809551,-0.014565570037352704
401,401,401,401,2020-09-08,165.10614013671875,171.91041564941406,168.93060302734375,-0.03958035635590362,-0.022639254357044836
402,402,402,402,2020-09-09,165.153564453125,168.32321166992188,169.20578002929688,-0.01883071969308958,-0.023948446533388235
403,403,403,403,2020-09-10,161.08238220214844,167.1654510498047,168.61740112304688,-0.036389509970238265,-0.0446870777909798
404,404,404,404,2020-09-11,160.72177124023438,172.0907440185547,168.3612060546875,-0.06606382489167761,-0.0453752678153877
405,405,405,405,2020-09-14,163.08480834960938,169.3291473388672,165.22003173828125,-0.03687692926700581,-0.012923513972289968
406,406,406,406,2020-09-15,158.00765991210938,169.49998474121094,168.04803466796875,-0.06780133252901355,-0.05974705253588508
407,407,407,407,2020-09-16,159.99105834960938,165.10614013671875,171.91041564941406,-0.030980566700146595,-0.06933470118595053
408,408,408,408,2020-09-17,160.38014221191406,165.153564453125,168.32321166992188,-0.028902931989492453,-0.047189388671979415
409,409,409,409,2020-09-18,159.35523986816406,161.08238220214844,167.1654510498047,-0.010722105734796705,-0.046721443531496654
410,410,410,410,2020-09-21,156.54620361328125,160.72177124023438,172.0907440185547,-0.02598009961395842,-0.09032757975407113
411,411,411,411,2020-09-22,153.49044799804688,163.08480834960938,169.3291473388672,-0.058830497142289384,-0.09353793832743618
412,412,412,412,2020-09-23,152.3136749267578,158.00765991210938,169.49998474121094,-0.03603613260596861,-0.1013941673251052
413,413,413,413,2020-09-24,152.67428588867188,159.99105834960938,165.10614013671875,-0.0457323836495227,-0.07529613518765854
414,414,414,414,2020-09-25,154.16421508789062,160.38014221191406,165.153564453125,-0.038757461106439184,-0.06654018883348678
415,415,415,415,2020-09-28,155.910400390625,159.35523986816406,161.08238220214844,-0.021617359306094985,-0.03210768142870468
416,416,416,416,2020-09-29,155.9293670654297,156.54620361328125,160.72177124023438,-0.003940284296994778,-0.029818014932409986
417,417,417,417,2020-09-30,160.7692413330078,153.49044799804688,163.08480834960938,0.04742180005268826,-0.014198545162082854
418,418,418,418,2020-10-01,158.84278869628906,152.3136749267578,158.00765991210938,0.04286623491075803,0.005285368979226934
419,419,419,419,2020-10-02,158.7003936767578,152.67428588867188,159.99105834960938,0.03947035188676162,-0.008067105038027989
420,420,420,420,2020-10-05,163.43589782714844,154.16421508789062,160.38014221191406,0.060141601174902526,0.0190532043000482
421,421,421,421,2020-10-06,162.16427612304688,155.910400390625,159.35523986816406,0.04011198558116158,0.017627511070277713
422,422,422,422,2020-10-07,167.30780029296875,155.9293670654297,156.54620361328125,0.07297171431962868,0.06874390072257541
423,423,423,423,2020-10-08,168.7977294921875,160.7692413330078,153.49044799804688,0.049937961345167814,0.09972790941580545
424,424,424,424,2020-10-09,167.40267944335938,158.84278869628906,152.3136749267578,0.05388907370190421,0.09906533030509124
425,425,425,425,2020-10-12,168.40866088867188,158.7003936767578,152.67428588867188,0.06117355469002761,0.10305844830656885
426,426,426,426,2020-10-13,165.67556762695312,163.43589782714844,154.16421508789062,0.013703658924267614,0.07466942008883026
427,427,427,427,2020-10-14,165.59011840820312,162.16427612304688,155.910400390625,0.021125752027880695,0.06208513346977562
428,428,428,428,2020-10-15,167.80130004882812,167.30780029296875,155.9293670654297,0.0029496518093909962,0.07613660727819704
429,429,429,429,2020-10-16,168.82618713378906,168.7977294921875,160.7692413330078,0.00016859019186554747,0.050114970587517904
430,430,430,430,2020-10-19,162.9044647216797,167.40267944335938,158.84278869628906,-0.026870625587577024,0.025570414991621826
431,431,431,431,2020-10-20,162.36354064941406,168.40866088867188,158.7003936767578,-0.035895542470075203,0.023082154289531198
432,432,432,432,2020-10-21,165.65655517578125,165.67556762695312,163.43589782714844,-0.00011475712106623348,0.013587329210755117
433,433,433,433,2020-10-22,170.18325805664062,165.59011840820312,162.16427612304688,0.02773800570100904,0.049449743959077086
434,434,434,434,2020-10-23,175.08006286621094,167.80130004882812,167.30780029296875,0.043377273091834034,0.04645487275328675
435,435,435,435,2020-10-26,172.6031951904297,168.82618713378906,168.7977294921875,0.022372169393646724,0.02254453131384282
436,436,436,436,2020-10-27,169.1962890625,162.9044647216797,167.40267944335938,0.038622786377094265,0.010714342357629247
437,437,437,437,2020-10-28,159.7443084716797,162.36354064941406,168.40866088867188,-0.016131898622425256,-0.05144837784037626
438,438,438,438,2020-10-29,155.0657501220703,165.65655517578125,165.67556762695312,-0.06393230284471896,-0.0640397232787675
439,439,439,439,2020-10-30,158.4536895751953,170.18325805664062,165.59011840820312,-0.06892316327344883,-0.04309694866825031
440,440,440,440,2020-11-02,165.92225646972656,175.08006286621094,167.80130004882812,-0.052306391981835176,-0.011198027539445654
441,441,441,441,2020-11-03,174.50120544433594,172.6031951904297,168.82618713378906,0.01099637959663613,0.03361456185733558
442,442,442,442,2020-11-04,199.87733459472656,169.1962890625,162.9044647216797,0.18133403340124787,0.2269604454132954
443,443,443,443,2020-11-05,203.2367553710937,159.7443084716797,162.36354064941406,0.2722628888347818,0.25173887289102503
444,444,444,444,2020-11-06,191.1940155029297,155.0657501220703,165.65655517578125,0.2329867514420083,0.15415906904529164
445,445,445,445,2020-11-09,200.42774963378903,158.4536895751953,170.18325805664062,0.26489796590488757,0.17771719687657161
446,446,446,446,2020-11-10,208.9686889648437,165.92225646972656,175.08006286621094,0.25943736187659194,0.19356073754970637
447,447,447,447,2020-11-11,209.832275390625,174.50120544433594,172.6031951904297,0.20246891622510477,0.2156917208810718
448,448,448,448,2020-11-12,208.9212341308593,199.87733459472656,169.1962890625,0.045247249041369564,0.23478614861159963
449,449,449,449,2020-11-13,208.4847106933593,203.2367553710937,159.7443084716797,0.025821881050419604,0.30511510981513656
450,450,450,450,2020-11-16,207.16558837890625,191.1940155029297,155.0657501220703,0.08353594558890265,0.335985465622306
451,451,451,451,2020-11-17,203.8536071777344,200.42774963378903,158.4536895751953,0.017092730673297085,0.28651852616530116
452,452,452,452,2020-11-18,200.1715087890625,208.9686889648437,165.92225646972656,-0.042098078039151665,0.2064174695308878
453,453,453,453,2020-11-19,194.2972106933593,209.832275390625,174.50120544433594,-0.07403562997325142,0.11344337248912617
454,454,454,454,2020-11-20,194.37315368652344,208.9212341308593,199.87733459472656,-0.06963428348898015,-0.027537794214453903
455,455,455,455,2020-11-23,196.385009765625,208.4847106933593,203.2367553710937,-0.05803639455140008,-0.03371312237768198
456,456,456,456,2020-11-24,199.3079376220703,207.16558837890625,191.1940155029297,-0.03792932416200456,0.0424381594674772
457,457,457,457,2020-11-25,196.4514617919922,203.8536071777344,200.42774963378903,-0.03631108366548785,-0.019839008565740612
458,458,458,458,2020-11-27,201.66143798828125,200.1715087890625,208.9686889648437,0.00744326307091403,-0.034968162037863015
459,459,459,459,2020-11-30,198.4727783203125,194.2972106933593,209.832275390625,0.02149062053980333,-0.05413608106362855
460,460,460,460,2020-12-01,196.9259185791016,194.37315368652344,208.9212341308593,0.013133320338543975,-0.05741549250204192
461,461,461,461,2020-12-02,201.1964111328125,196.385009765625,208.4847106933593,0.024499840252214966,-0.03495843669450882
462,462,462,462,2020-12-03,202.50604248046875,199.3079376220703,207.16558837890625,0.01604604862483061,-0.02249189131698448
463,463,463,463,2020-12-04,206.5487365722656,196.4514617919922,203.8536071777344,0.051398318384439756,0.013220906079828953
464,464,464,464,2020-12-07,207.44081115722656,201.66143798828125,200.1715087890625,0.028658791817606444,0.03631536981531336
465,465,465,465,2020-12-08,207.5167236328125,198.4727783203125,194.2972106933593,0.04556768635497255,0.06803758475110744
466,466,466,466,2020-12-09,205.9319305419922,196.9259185791016,194.37315368652344,0.04573299455893132,0.05946694096505856
467,467,467,467,2020-12-10,201.8037872314453,201.1964111328125,196.385009765625,0.0030188217335143097,0.027592622635950415
468,468,468,468,2020-12-11,198.67205810546875,202.50604248046875,199.3079376220703,-0.018932691232508625,-0.0031904374917938183
469,469,469,469,2020-12-14,192.78829956054688,206.5487365722656,196.4514617919922,-0.06662077551321322,-0.01864665295961998
470,470,470,470,2020-12-15,195.02793884277344,207.44081115722656,201.66143798828125,-0.05983814007092836,-0.03289423705236738
471,471,471,471,2020-12-16,192.0765838623047,207.5167236328125,198.4727783203125,-0.07440431547015047,-0.032227061625978104
472,472,472,472,2020-12-17,192.2948608398437,205.9319305419922,196.9259185791016,-0.06622124925579576,-0.023516750728765468
473,473,473,473,2020-12-18,187.0279235839844,201.8037872314453,201.1964111328125,-0.07321896110163051,-0.07042117435919515
474,474,474,474,2020-12-21,187.31260681152344,198.67205810546875,202.50604248046875,-0.0571768944373392,-0.075027073181832
475,475,475,475,2020-12-22,185.0255584716797,192.78829956054688,206.5487365722656,-0.0402656235184502,-0.10420387196634129
476,476,476,476,2020-12-23,188.83102416992188,195.02793884277344,207.44081115722656,-0.03177449707781277,-0.0897113103419157
477,477,477,477,2020-12-24,188.6886749267578,192.0765838623047,207.5167236328125,-0.017638323565643987,-0.0907302716448517
478,478,478,478,2020-12-28,191.8488006591797,192.2948608398437,205.9319305419922,-0.002319667716109808,-0.06838730567788642
479,479,479,479,2020-12-29,193.6424255371093,187.0279235839844,201.8037872314453,0.03536638714889362,-0.040442064077696904
480,480,480,480,2020-12-30,193.6424255371093,187.31260681152344,198.67205810546875,0.03379280675942442,-0.025316255422739853
481,481,481,481,2020-12-31,197.561767578125,185.0255584716797,192.78829956054688,0.06775393199726043,0.024760154161113768
482,482,482,482,2021-01-04,195.22723388671875,188.83102416992188,195.02793884277344,0.033872663376761425,0.001021879455465946
483,483,483,483,2021-01-05,193.0540313720703,188.6886749267578,192.0765838623047,0.02313523292803321,0.005088842638238056
484,484,484,484,2021-01-06,198.7480010986328,191.8488006591797,192.2948608398437,0.035961655302237716,0.033558568495305474
