,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,TAP,TAP_6m,TAP_12m,TAP_6m_ret,TAP_12m_ret
23,23,23,23,2019-03-11,53.68039321899414,54.85047149658203,55.08020782470703,-0.021332146208821623,-0.025414112636753416
24,24,24,24,2019-03-12,53.77864456176758,54.70756912231445,54.94712448120117,-0.0169798178835181,-0.021265533555506866
25,25,25,25,2019-03-13,54.11806106567383,54.56465530395508,54.157474517822266,-0.008184679914011617,-0.0007277564638924483
26,26,26,26,2019-03-14,54.02874755859375,53.73399353027344,54.157474517822266,0.005485429408001341,-0.0023769010718207584
27,27,27,27,2019-03-15,54.3234977722168,53.62681579589844,54.21958160400391,0.012991298587816669,0.0019165800461509175
28,28,28,28,2019-03-18,54.43961334228516,53.099830627441406,54.70757675170898,0.025231393377578293,-0.004898104162792127
29,29,29,29,2019-03-19,54.26990509033203,53.68039321899414,54.85047149658203,0.010981884371318307,-0.010584529000560727
30,30,30,30,2019-03-20,53.38565444946289,53.77864456176758,54.70756912231445,-0.007307549595328977,-0.024163286617543633
31,31,31,31,2019-03-21,54.31456756591797,54.11806106567383,54.56465530395508,0.003631070595926822,-0.00458332846865761
32,32,32,32,2019-03-22,53.099830627441406,54.02874755859375,53.73399353027344,-0.017193012481826253,-0.011801894130104906
33,33,33,33,2019-03-25,52.474605560302734,54.3234977722168,53.62681579589844,-0.03403485209414592,-0.021485710432276428
34,34,34,34,2019-03-26,53.12662887573242,54.43961334228516,53.099830627441406,-0.024118181337869693,0.0005046767188210399
35,35,35,35,2019-03-27,52.9569206237793,54.26990509033203,53.68039321899414,-0.024193601672368503,-0.013477408637141863
36,36,36,36,2019-03-28,52.93906021118164,53.38565444946289,53.77864456176758,-0.00836543530067646,-0.015611854062659192
37,37,37,37,2019-03-29,53.27847290039063,54.31456756591797,54.11806106567383,-0.01907581542041914,-0.015514010456958771
38,38,38,38,2019-04-01,53.92156219482422,53.099830627441406,54.02874755859375,0.015475220121665467,-0.0019838580128715977
39,39,39,39,2019-04-02,53.72506332397461,52.474605560302734,54.3234977722168,0.023829769663249234,-0.011016125116822817
40,40,40,40,2019-04-03,53.44817733764648,53.12662887573242,54.43961334228516,0.006052491353558009,-0.018211665068322613
41,41,41,41,2019-04-04,54.26990509033203,52.9569206237793,54.26990509033203,0.024793444390026842,0.0
42,42,42,42,2019-04-05,54.15379333496094,52.93906021118164,53.38565444946289,0.02294587623833033,0.014388488694564883
43,43,43,43,2019-04-08,54.29669952392578,53.27847290039063,54.31456756591797,0.019111407818291237,-0.000328973290093848
44,44,44,44,2019-04-09,53.189151763916016,53.92156219482422,53.099830627441406,-0.013582885975408687,0.001682135995899836
45,45,45,45,2019-04-10,53.055171966552734,53.72506332397461,52.474605560302734,-0.012468879810941802,0.011063759318454158
46,46,46,46,2019-04-11,53.65361404418945,53.44817733764648,53.12662887573242,0.0038436615947663455,0.009919416676892778
47,47,47,47,2019-04-12,53.573219299316406,54.26990509033203,52.9569206237793,-0.012837424164571454,0.011637736263319987
48,48,48,48,2019-04-15,53.99301910400391,54.15379333496094,52.93906021118164,-0.0029688452286726896,0.019908908254469893
49,49,49,49,2019-04-16,53.17128753662109,54.29669952392578,53.27847290039063,-0.020727079125846037,-0.0020117949696106807
50,50,50,50,2019-04-17,53.073036193847656,53.189151763916016,53.92156219482422,-0.0021830686562505086,-0.015736302259024892
51,51,51,51,2019-04-18,54.84154510498047,53.055171966552734,53.72506332397461,0.03367010363389089,0.02078139534751622
52,52,52,52,2019-04-22,54.62717819213867,53.65361404418945,53.44817733764648,0.018145360108405395,0.022058766326943813
53,53,53,53,2019-04-23,54.73435592651367,53.573219299316406,54.26990509033203,0.02167382588509259,0.008558165624365177
54,54,54,54,2019-04-24,55.832969665527344,53.99301910400391,54.15379333496094,0.03407756395283679,0.03100754771101788
55,55,55,55,2019-04-25,56.09200286865234,53.17128753662109,54.29669952392578,0.05493031046163099,0.033064686444439495
56,56,56,56,2019-04-26,57.01197814941406,53.073036193847656,53.189151763916016,0.07421738491047591,0.07187229460747835
57,57,57,57,2019-04-29,57.056640625,54.84154510498047,53.055171966552734,0.04039082990421372,0.0754208969668384
58,58,58,58,2019-04-30,57.33353042602539,54.62717819213867,53.65361404418945,0.0495422301398718,0.06858655185473861
59,59,59,59,2019-05-01,53.01051330566406,54.73435592651367,53.573219299316406,-0.031494709157883216,-0.010503494115380207
60,60,60,60,2019-05-02,53.51962661743164,55.832969665527344,53.99301910400391,-0.04143327969036936,-0.008767660975956937
61,61,61,61,2019-05-03,54.81474304199219,56.09200286865234,53.17128753662109,-0.02277080085107752,0.030908702450343828
62,62,62,62,2019-05-06,54.46640396118164,57.01197814941406,53.073036193847656,-0.044649813440275854,0.02625377907992199
63,63,63,63,2019-05-07,53.66253662109375,57.056640625,54.84154510498047,-0.05948657275870328,-0.021498454896371033
64,64,64,64,2019-05-08,52.858665466308594,57.33353042602539,54.62717819213867,-0.07804970191902783,-0.03237422807397694
65,65,65,65,2019-05-09,52.117332458496094,53.01051330566406,54.73435592651367,-0.016849126550007143,-0.047813177367633464
66,66,66,66,2019-05-10,52.376346588134766,53.51962661743164,55.832969665527344,-0.02136188350993662,-0.06191007030612561
67,67,67,67,2019-05-13,51.6885986328125,54.81474304199219,56.09200286865234,-0.057031087544911596,-0.07850324485918347
68,68,68,68,2019-05-14,52.17985534667969,54.46640396118164,57.01197814941406,-0.0419808992003875,-0.08475627332331104
69,69,69,69,2019-05-15,52.072662353515625,53.66253662109375,57.056640625,-0.02962726638891633,-0.0873514146099339
70,70,70,70,2019-05-16,52.28702545166016,52.858665466308594,57.33353042602539,-0.010814499564178126,-0.08802013301581846
71,71,71,71,2019-05-17,52.39421844482422,52.117332458496094,53.01051330566406,0.0053127428681931654,-0.01162589875872777
72,72,72,72,2019-05-20,51.858306884765625,52.376346588134766,53.51962661743164,-0.009890718561238798,-0.03104131769344065
73,73,73,73,2019-05-21,52.49245834350586,51.6885986328125,54.81474304199219,0.015551973393665541,-0.04236606010735622
74,74,74,74,2019-05-22,52.92119216918945,52.17985534667969,54.46640396118164,0.014207337632202499,-0.02836999837722831
75,75,75,75,2019-05-23,53.073036193847656,52.072662353515625,53.66253662109375,0.019211113761393728,-0.010985325412559255
76,76,76,76,2019-05-24,52.44781112670898,52.28702545166016,52.858665466308594,0.003075058748512216,-0.007772696037161353
77,77,77,77,2019-05-28,51.12589263916016,52.39421844482422,52.117332458496094,-0.024207361867602195,-0.019023226488528944
78,78,78,78,2019-05-29,49.5360221862793,51.858306884765625,52.376346588134766,-0.0447813443590952,-0.05422914324648431
79,79,79,79,2019-05-30,48.90187072753906,52.49245834350586,51.6885986328125,-0.06840197105020918,-0.05391378329039065
80,80,80,80,2019-05-31,49.47781753540039,52.92119216918945,52.17985534667969,-0.06506608208637044,-0.05178316025077356
81,81,81,81,2019-06-03,50.30574417114258,53.073036193847656,52.072662353515625,-0.052141204294354426,-0.0339317811403157
82,82,82,82,2019-06-04,52.17758941650391,52.44781112670898,52.28702545166016,-0.00515220186314802,-0.002092986438049005
83,83,83,83,2019-06-05,51.67362976074219,51.12589263916016,52.39421844482422,0.01071349747275585,-0.013753209905037034
84,84,84,84,2019-06-06,51.934600830078125,49.5360221862793,51.858306884765625,0.04842089731749177,0.0014712000814456339
85,85,85,85,2019-06-07,51.2686653137207,48.90187072753906,52.49245834350586,0.04839885572820801,-0.02331369245038528
86,86,86,86,2019-06-10,49.26183319091797,49.47781753540039,52.92119216918945,-0.004365276304434618,-0.06914732696445092
87,87,87,87,2019-06-11,49.162845611572266,50.30574417114258,53.073036193847656,-0.022719046868328152,-0.07367565269854803
88,88,88,88,2019-06-12,49.36082458496094,52.17758941650391,52.44781112670898,-0.05398418867261867,-0.058858253098307056
89,89,89,89,2019-06-13,49.59480285644531,51.67362976074219,51.12589263916016,-0.04022993766689509,-0.02994744352966283
90,90,90,90,2019-06-14,48.595890045166016,51.934600830078125,49.5360221862793,-0.06428682865659929,-0.01897875726835574
91,91,91,91,2019-06-17,48.2899169921875,51.2686653137207,48.90187072753906,-0.05810075810060189,-0.01251391258140444
92,92,92,92,2019-06-18,48.69487762451172,49.26183319091797,49.47781753540039,-0.01150902290235467,-0.015824059141826385
93,93,93,93,2019-06-19,49.18984222412109,49.162845611572266,50.30574417114258,0.0005491263211676589,-0.02218239617378759
94,94,94,94,2019-06-20,49.47781753540039,49.36082458496094,52.17758941650391,0.002370157942521489,-0.05174198178365019
95,95,95,95,2019-06-21,49.873779296875,49.59480285644531,51.67362976074219,0.005625114414451904,-0.03483112125470589
96,96,96,96,2019-06-24,49.90977478027344,48.595890045166016,51.934600830078125,0.02703695176456833,-0.03898799677751641
97,97,97,97,2019-06-25,49.85579299926758,48.2899169921875,51.2686653137207,0.03242656240915487,-0.02755820355001537
98,98,98,98,2019-06-26,49.45981979370117,48.69487762451172,49.26183319091797,0.01570888369589829,0.004019066891317147
99,99,99,99,2019-06-27,49.79279708862305,49.18984222412109,49.162845611572266,0.012257710885811512,0.012813568238663864
100,100,100,100,2019-06-28,50.39573287963867,49.47781753540039,49.36082458496094,0.018552058072923927,0.020966187323236962
101,101,101,101,2019-07-01,50.67470932006836,49.873779296875,49.59480285644531,0.01605914038368339,0.02177458930019127
102,102,102,102,2019-07-02,50.51273727416992,49.90977478027344,48.595890045166016,0.012081050186081077,0.03944463672179577
103,103,103,103,2019-07-03,51.169677734375,49.85579299926758,48.2899169921875,0.02635370246997626,0.059634824856986235
104,104,104,104,2019-07-05,51.160675048828125,49.45981979370117,48.69487762451172,0.03438862620651029,0.05063771683194851
105,105,105,105,2019-07-08,50.80070114135742,49.79279708862305,49.18984222412109,0.02024196493602215,0.03274779597578026
106,106,106,106,2019-07-09,49.98177719116211,50.39573287963867,49.47781753540039,-0.008214101965045795,0.010185567611205704
107,107,107,107,2019-07-10,50.278751373291016,50.67470932006836,49.873779296875,-0.007813719152810927,0.008119939618078886
108,108,108,108,2019-07-11,49.28883361816406,50.51273727416992,49.90977478027344,-0.024229604690849227,-0.012441273575027223
109,109,109,109,2019-07-12,48.93786239624024,51.169677734375,49.85579299926758,-0.04361597408762763,-0.018411714021694947
110,110,110,110,2019-07-15,48.32591247558594,51.160675048828125,49.45981979370117,-0.05540901425824951,-0.0229258279315373
111,111,111,111,2019-07-16,49.0368537902832,50.80070114135742,49.79279708862305,-0.03472092533065951,-0.015181780147726753
112,112,112,112,2019-07-17,48.85686874389648,49.98177719116211,50.39573287963867,-0.022506371531433644,-0.030535603865857075
113,113,113,113,2019-07-18,48.94685745239258,50.278751373291016,50.67470932006836,-0.026490194854082327,-0.03409692706400014
114,114,114,114,2019-07-19,49.1268424987793,49.28883361816406,50.51273727416992,-0.0032865683257935485,-0.027436540765319317
115,115,115,115,2019-07-22,48.80287551879883,48.93786239624024,51.169677734375,-0.002758332114068507,-0.04625399885968384
116,116,116,116,2019-07-23,50.665714263916016,48.32591247558594,51.160675048828125,0.048417125895183766,-0.009674633582135383
117,117,117,117,2019-07-24,50.980690002441406,49.0368537902832,50.80070114135742,0.03964031257942113,0.003543038915607699
118,118,118,118,2019-07-25,50.99868392944336,48.85686874389648,49.98177719116211,0.043838568467702954,0.020345549826928933
119,119,119,119,2019-07-26,50.92669296264648,48.94685745239258,50.278751373291016,0.040448674609591784,0.012886986483511942
120,120,120,120,2019-07-29,50.85469818115234,49.1268424987793,49.28883361816406,0.03517131560848785,0.031769154350838935
121,121,121,121,2019-07-30,51.22366714477539,48.80287551879883,48.93786239624024,0.049603462915706276,0.04670830797690839
122,122,122,122,2019-07-31,48.58688735961914,50.665714263916016,48.32591247558594,-0.04103024963722679,0.005400309495760647
123,123,123,123,2019-08-01,47.23701095581055,50.980690002441406,49.0368537902832,-0.07343327535291455,-0.03670388076221354
124,124,124,124,2019-08-02,47.012020111083984,50.99868392944336,48.85686874389648,-0.07817189604098262,-0.03776027159012241
125,125,125,125,2019-08-05,45.52715301513672,50.92669296264648,48.94685745239258,-0.1060257329387202,-0.06986565870101025
126,126,126,126,2019-08-06,46.06710815429688,50.85469818115234,49.1268424987793,-0.0941425315277915,-0.062282332607849655
127,127,127,127,2019-08-07,46.92203521728516,51.22366714477539,48.80287551879883,-0.08397743010730496,-0.03853953853168279
128,128,128,128,2019-08-08,47.44398880004883,48.58688735961914,50.665714263916016,-0.02352277788677981,-0.06358788207515098
129,129,129,129,2019-08-09,47.38098907470703,47.23701095581055,50.980690002441406,0.0030479938502283588,-0.07060910567436396
130,130,130,130,2019-08-12,46.80503845214844,47.012020111083984,50.99868392944336,-0.004402739096224129,-0.08223046467428119
131,131,131,131,2019-08-13,46.50806427001953,45.52715301513672,50.92669296264648,0.021545631341293836,-0.0867644929520145
132,132,132,132,2019-08-14,45.30217361450195,46.06710815429688,50.85469818115234,-0.016604787459913117,-0.10918410226074748
133,133,133,133,2019-08-15,45.77012634277344,46.92203521728516,51.22366714477539,-0.024549422657766273,-0.1064652553396539
134,134,134,134,2019-08-16,46.68805313110352,47.44398880004883,48.58688735961914,-0.015933223324269163,-0.03908120753777178
135,135,135,135,2019-08-19,47.24600982666016,47.38098907470703,47.23701095581055,-0.0028488060440030605,0.00019050466292269697
136,136,136,136,2019-08-20,46.940032958984375,46.80503845214844,47.012020111083984,0.002884187499898161,-0.0015312499213927522
137,137,137,137,2019-08-21,46.59806060791016,46.50806427001953,45.52715301513672,0.0019350695261821649,0.023522393162106914
138,138,138,138,2019-08-22,46.51705932617188,45.30217361450195,46.06710815429688,0.026817382362444242,0.009767297968171551
139,139,139,139,2019-08-23,45.05918884277344,45.77012634277344,46.92203521728516,-0.015532784302926594,-0.03970088607378841
140,140,140,140,2019-08-26,45.50915145874024,46.68805313110352,47.44398880004883,-0.02525060681054392,-0.04078150657742752
141,141,141,141,2019-08-27,45.1491813659668,47.24600982666016,47.38098907470703,-0.04438106981703582,-0.04710344280110479
142,142,142,142,2019-08-28,46.03110504150391,46.940032958984375,46.80503845214844,-0.019363597768980556,-0.016535258515720686
143,143,143,143,2019-08-29,46.45883560180664,46.59806060791016,46.50806427001953,-0.0029877854204063414,-0.0010584974667420255
144,144,144,144,2019-08-30,46.7409553527832,46.51705932617188,45.30217361450195,0.004813202507952807,0.031759662362440766
145,145,145,145,2019-09-03,47.67831802368164,45.05918884277344,45.77012634277344,0.058126416568376804,0.041690767174591414
146,146,146,146,2019-09-04,48.35177612304688,45.50915145874024,46.68805313110352,0.062462704163663396,0.03563487616995942
147,147,147,147,2019-09-05,48.397274017333984,45.1491813659668,47.24600982666016,0.07194134097446958,0.024367437480914633
148,148,148,148,2019-09-06,48.61568832397461,46.03110504150391,46.940032958984375,0.05614862559002898,0.03569778841984195
149,149,149,149,2019-09-09,50.84535598754883,46.45883560180664,46.59806060791016,0.0944173552548444,0.0911474710369744
150,150,150,150,2019-09-10,51.50970077514648,46.7409553527832,46.51705932617188,0.10202498828640905,0.10732925772385582
151,151,151,151,2019-09-11,51.30948638916016,47.67831802368164,45.05918884277344,0.0761597412827133,0.13871305069862894
152,152,152,152,2019-09-12,51.19118118286133,48.35177612304688,45.50915145874024,0.05872390401106786,0.12485466201830997
153,153,153,153,2019-09-13,52.0284423828125,48.397274017333984,45.1491813659668,0.07502836552690906,0.15236734772850724
154,154,154,154,2019-09-16,52.37426376342773,48.61568832397461,46.03110504150391,0.0773119865012708,0.13780157387498115
155,155,155,155,2019-09-17,50.67243957519531,50.84535598754883,46.45883560180664,-0.0034008300068910646,0.0906954278730312
156,156,156,156,2019-09-18,50.09000015258789,51.50970077514648,46.7409553527832,-0.027561810711266954,0.0716511841601728
157,157,157,157,2019-09-19,50.09000015258789,51.30948638916016,47.67831802368164,-0.02376726649187244,0.05058236592382248
158,158,158,158,2019-09-20,51.20028305053711,51.19118118286133,48.35177612304688,0.00017780147801760293,0.05891214668601363
159,159,159,159,2019-09-23,51.1547737121582,52.0284423828125,48.397274017333984,-0.016792135813447184,0.056976343209673264
160,160,160,160,2019-09-24,50.82715225219727,52.37426376342773,48.61568832397461,-0.029539537170750307,0.04548868903152181
161,161,161,161,2019-09-25,51.09107208251953,50.67243957519531,50.84535598754883,0.008261542385441967,0.004832616277303137
162,162,162,162,2019-09-26,51.95563888549805,50.09000015258789,51.50970077514648,0.03724573222653049,0.008657361693833243
163,163,163,163,2019-09-27,52.30146408081055,50.09000015258789,51.30948638916016,0.0441498087739256,0.01933322201135801
164,164,164,164,2019-09-30,52.328758239746094,51.20028305053711,51.19118118286133,0.022040409192565003,0.022222129487913023
165,165,165,165,2019-10-01,52.8838996887207,51.1547737121582,52.0284423828125,0.03380184978027834,0.016442108714574966
166,166,166,166,2019-10-02,51.618919372558594,50.82715225219727,52.37426376342773,0.015577640793894565,-0.014422052676119512
167,167,167,167,2019-10-03,51.52790069580078,51.09107208251953,50.67243957519531,0.008549998962161354,0.016882177526424513
168,168,168,168,2019-10-04,51.5369987487793,51.95563888549805,50.09000015258789,-0.0080576458243804,0.028887973483398888
169,169,169,169,2019-10-07,51.11837005615234,52.30146408081055,50.09000015258789,-0.022620667422048157,0.02053044321085551
170,170,170,170,2019-10-08,50.36301803588867,52.328758239746094,51.20028305053711,-0.03756519875459896,-0.016352741913985502
171,171,171,171,2019-10-09,50.51772689819336,52.8838996887207,51.1547737121582,-0.04474278191386882,-0.012453320926594902
172,172,172,172,2019-10-10,50.70883941650391,51.618919372558594,50.82715225219727,-0.01763074405890208,-0.0023277486628860977
173,173,173,173,2019-10-11,51.01826477050781,51.52790069580078,51.09107208251953,-0.009890484929740206,-0.0014250496034634574
174,174,174,174,2019-10-14,51.18207550048828,51.5369987487793,51.95563888549805,-0.006886765952769491,-0.014888920656227045
175,175,175,175,2019-10-15,51.58250045776367,51.11837005615234,52.30146408081055,0.009079522705858878,-0.013746529579669375
176,176,176,176,2019-10-16,51.2548828125,50.36301803588867,52.328758239746094,0.017708723809517934,-0.020521706674675788
177,177,177,177,2019-10-17,51.87373352050781,50.51772689819336,52.8838996887207,0.02684219393020526,-0.01910158241277249
178,178,178,178,2019-10-18,51.85552597045898,50.70883941650391,51.618919372558594,0.022613149248725595,0.0045837185430535055
179,179,179,179,2019-10-21,52.01933288574219,51.01826477050781,51.52790069580078,0.019621759378477766,0.00953720573330985
180,180,180,180,2019-10-22,53.96687698364258,51.18207550048828,51.5369987487793,0.05440970214519192,0.04714822930818863
181,181,181,181,2019-10-23,54.1215934753418,51.58250045776367,51.11837005615234,0.04922392274599341,0.05875037517609605
182,182,182,182,2019-10-24,53.60285568237305,51.2548828125,50.36301803588867,0.04580974028293805,0.06432969613091233
183,183,183,183,2019-10-25,51.72811508178711,51.87373352050781,50.51772689819336,-0.0028071709676176226,0.023959672335079674
184,184,184,184,2019-10-28,49.66226577758789,51.85552597045898,50.70883941650391,-0.04229559245278014,-0.020638879748752448
185,185,185,185,2019-10-29,49.77147674560547,52.01933288574219,51.01826477050781,-0.043211937090274155,-0.024438071943659545
186,186,186,186,2019-10-30,48.23346710205078,53.96687698364258,51.18207550048828,-0.10623942318043711,-0.057610176406569735
187,187,187,187,2019-10-31,47.9786491394043,54.1215934753418,51.58250045776367,-0.11350265100262191,-0.0698657739810471
188,188,188,188,2019-11-01,47.960445404052734,53.60285568237305,51.2548828125,-0.10526324029739675,-0.06427558171382297
189,189,189,189,2019-11-04,48.78860855102539,51.72811508178711,51.87373352050781,-0.056826090146800734,-0.059473740563955046
190,190,190,190,2019-11-05,49.489356994628906,49.66226577758789,51.85552597045898,-0.003481693399438379,-0.045630025567150345
191,191,191,191,2019-11-06,49.58036422729492,49.77147674560547,52.01933288574219,-0.0038398000382301456,-0.04688581193081298
192,192,192,192,2019-11-07,48.69759750366211,48.23346710205078,53.96687698364258,0.009622580119097224,-0.09763914042270028
193,193,193,193,2019-11-08,48.95241165161133,47.9786491394043,54.1215934753418,0.020295746747219123,-0.09551052531529003
194,194,194,194,2019-11-11,48.515586853027344,47.960445404052734,53.60285568237305,0.011574985267499116,-0.0949066754855491
195,195,195,195,2019-11-12,47.93313980102539,48.78860855102539,51.72811508178711,-0.01753419036546844,-0.07336388102990987
196,196,196,196,2019-11-13,47.27789306640625,49.489356994628906,49.66226577758789,-0.04468564682427911,-0.048011758502119806
197,197,197,197,2019-11-14,46.68635177612305,49.58036422729492,49.77147674560547,-0.05837013294022286,-0.06198580333975767
198,198,198,198,2019-11-15,47.79663848876953,48.69759750366211,48.23346710205078,-0.018501097817501644,-0.009056545994444498
199,199,199,199,2019-11-18,47.28700637817383,48.95241165161133,47.9786491394043,-0.034020903511148726,-0.014415636405703425
200,200,200,200,2019-11-19,47.69652938842773,48.515586853027344,47.960445404052734,-0.016882357150102334,-0.005502784917896242
201,201,201,201,2019-11-20,47.67831802368164,47.93313980102539,48.78860855102539,-0.005316192062559177,-0.022757167304383263
202,202,202,202,2019-11-21,47.82393264770508,47.27789306640625,49.489356994628906,0.011549575200651585,-0.03365217186201419
203,203,203,203,2019-11-22,47.57821273803711,46.68635177612305,49.58036422729492,0.019103248122509964,-0.04038194395021388
204,204,204,204,2019-11-25,47.70563125610352,47.79663848876953,48.69759750366211,-0.0019040509028138697,-0.020369921688313086
205,205,205,205,2019-11-26,46.46793746948242,47.28700637817383,48.95241165161133,-0.017321225669076457,-0.050752845433042704
206,206,206,206,2019-11-27,46.16761779785156,47.69652938842773,48.515586853027344,-0.03205498618411251,-0.04839617960901299
207,207,207,207,2019-11-29,46.46213912963867,47.67831802368164,47.93313980102539,-0.02550800750644977,-0.030688594101971445
208,208,208,208,2019-12-02,46.63702392578125,47.82393264770508,47.27789306640625,-0.02481830029887311,-0.013555365923875629
209,209,209,209,2019-12-03,46.11238861083984,47.57821273803711,46.68635177612305,-0.030808726155141963,-0.012294024772712131
210,210,210,210,2019-12-04,47.06040573120117,47.70563125610352,47.79663848876953,-0.013525143843889476,-0.015403442184356742
211,211,211,211,2019-12-05,46.34249114990234,46.46793746948242,47.28700637817383,-0.002699631754959464,-0.019974096493184823
212,212,212,212,2019-12-06,46.99598693847656,46.16761779785156,47.69652938842773,0.01794264421985292,-0.014687493176833377
213,213,213,213,2019-12-09,47.42857360839844,46.46213912963867,47.67831802368164,0.020800473178026024,-0.005238112954386476
214,214,214,214,2019-12-10,47.13404083251953,46.63702392578125,47.82393264770508,0.010657131714262968,-0.014425660479819413
215,215,215,215,2019-12-11,47.09722518920898,46.11238861083984,47.57821273803711,0.021357309999283647,-0.010109407671036741
216,216,216,216,2019-12-12,47.27210235595703,47.06040573120117,47.70563125610352,0.0044984020317424545,-0.009087583346694017
217,217,217,217,2019-12-13,46.7658805847168,46.34249114990234,46.46793746948242,0.009136095714944226,0.006411799865876366
218,218,218,218,2019-12-16,47.84275817871094,46.99598693847656,46.16761779785156,0.018017947816329594,0.03628388166342278
219,219,219,219,2019-12-17,48.275352478027344,47.42857360839844,46.46213912963867,0.017853770527034518,0.03902561058003462
220,220,220,220,2019-12-18,48.73554229736328,47.13404083251953,46.63702392578125,0.033977597433971995,0.04499683287942302
221,221,221,221,2019-12-19,49.01167297363281,47.09722518920898,46.11238861083984,0.040648844528158756,0.06287430450114284
222,222,222,222,2019-12-20,49.5731201171875,47.27210235595703,47.06040573120117,0.04867601918577469,0.053393385521119496
223,223,223,223,2019-12-23,48.82759094238281,46.7658805847168,46.34249114990234,0.04408578074203495,0.05362464836950642
224,224,224,224,2019-12-24,49.03928756713867,47.84275817871094,46.99598693847656,0.025009623900826172,0.04347819381550688
225,225,225,225,2019-12-26,49.343017578125,48.275352478027344,47.42857360839844,0.02211615338455797,0.040364780639061015
226,226,226,226,2019-12-27,49.54551315307617,48.73554229736328,47.13404083251953,0.016619715663997336,0.05116201110626761
227,227,227,227,2019-12-30,49.499488830566406,49.01167297363281,47.09722518920898,0.009953054595708721,0.05100647929270874
228,228,228,228,2019-12-31,49.60993957519531,49.5731201171875,47.27210235595703,0.0007427302925613333,0.04945490263230656
229,229,229,229,2020-01-02,49.278594970703125,48.82759094238281,46.7658805847168,0.009236663526007272,0.05372964979103778
230,230,230,230,2020-01-03,49.13133239746094,49.03928756713867,47.84275817871094,0.001876961001854971,0.026933526991413936
231,231,231,231,2020-01-06,50.28183364868164,49.343017578125,48.275352478027344,0.019026320574541566,0.041563262983269844
232,232,232,232,2020-01-07,50.15298080444336,49.54551315307617,48.73554229736328,0.0122608004783471,0.02908428716010758
233,233,233,233,2020-01-08,50.64079666137695,49.499488830566406,49.01167297363281,0.023056961956055222,0.03323950375292384
234,234,234,234,2020-01-09,50.58557891845703,49.60993957519531,49.5731201171875,0.019666207046733275,0.020423544027007967
235,235,235,235,2020-01-10,50.68682098388672,49.278594970703125,48.82759094238281,0.028576829636088652,0.038077447722084434
236,236,236,236,2020-01-13,50.98134613037109,49.13133239746094,49.03928756713867,0.037654458827698134,0.0396020957803187
237,237,237,237,2020-01-14,51.49678039550781,50.28183364868164,49.343017578125,0.02416273748716047,0.04364878605109124
238,238,238,238,2020-01-15,51.46915435791016,50.15298080444336,49.54551315307617,0.02624317702269452,0.03882573985843463
239,239,239,239,2020-01-16,52.06741714477539,50.64079666137695,49.499488830566406,0.02817136730565095,0.05187787540592259
240,240,240,240,2020-01-17,52.06741714477539,50.58557891845703,49.60993957519531,0.029293689189700656,0.04953599199320147
241,241,241,241,2020-01-21,52.00299835205078,50.68682098388672,49.278594970703125,0.02596685573519153,0.055285735783809464
242,242,242,242,2020-01-22,51.98458480834961,50.98134613037109,49.13133239746094,0.019678544293691536,0.058073988057285586
