,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,ORCL,ORCL_6m,ORCL_12m,ORCL_6m_ret,ORCL_12m_ret
244,244,244,244,2020-01-24,50.695762634277344,51.34270095825195,50.55512619018555,-0.012600395224642624,0.0027818433992772285
245,245,245,245,2020-01-27,49.401885986328125,51.970890045166016,50.75201797485352,-0.04943159635336747,-0.026602528183103158
246,246,246,246,2020-01-28,50.12382507324219,51.68960952758789,50.98641204833984,-0.030292054218556408,-0.016917977563901454
247,247,247,247,2020-01-29,49.88004684448242,51.77399826049805,51.052040100097656,-0.036581131062861205,-0.02295683489469391
248,248,248,248,2020-01-30,49.98318862915039,51.30519485473633,51.17393493652344,-0.025767492538114722,-0.023268609475703972
249,249,249,249,2020-01-31,49.17686080932617,51.54897689819336,51.4552116394043,-0.046016744300318435,-0.044278329784059545
250,250,250,250,2020-02-03,49.77691268920898,50.695762634277344,51.34270095825195,-0.018124787897896177,-0.030496803631662406
251,251,251,251,2020-02-04,50.66762924194336,49.401885986328125,51.970890045166016,0.025621354941095298,-0.025076745887746776
252,252,252,252,2020-02-05,51.32394027709961,50.12382507324219,51.68960952758789,0.023943009179841823,-0.00707432797094576
253,253,253,253,2020-02-06,51.29581069946289,49.88004684448242,51.77399826049805,0.02838337059695606,-0.009236056265718218
254,254,254,254,2020-02-07,51.30519485473633,49.98318862915039,51.30519485473633,0.026449017396519947,0.0
255,255,255,255,2020-02-10,51.558353424072266,49.17686080932617,51.54897689819336,0.048427097125615104,0.00018189547966063202
256,256,256,256,2020-02-11,51.70837020874024,49.77691268920898,50.695762634277344,0.03880227630007238,0.01997420537428174
257,257,257,257,2020-02-12,52.25217056274414,50.66762924194336,49.401885986328125,0.03127324772261253,0.057695865643769606
258,258,258,258,2020-02-13,51.858375549316406,51.32394027709961,50.12382507324219,0.0104129821157799,0.034605309422009345
259,259,259,259,2020-02-14,52.008399963378906,51.29581069946289,49.88004684448242,0.01389176336623299,0.04266942903105786
260,260,260,260,2020-02-18,51.98965072631836,51.30519485473633,49.98318862915039,0.013340868766213099,0.04014273903281529
261,261,261,261,2020-02-19,51.98025894165039,51.558353424072266,49.17686080932617,0.008183068107468605,0.0570064474671097
262,262,262,262,2020-02-20,52.0458984375,51.70837020874024,49.77691268920898,0.006527535627156578,0.04558309516819259
263,263,263,263,2020-02-21,51.2676887512207,52.25217056274414,50.66762924194336,-0.018840974469018,0.011843054791689456
264,264,264,264,2020-02-24,49.36437225341797,51.858375549316406,51.32394027709961,-0.048092584263976446,-0.038180389368038914
265,265,265,265,2020-02-25,47.77983856201172,52.008399963378906,51.29581069946289,-0.08130535460319255,-0.0685430659835149
266,266,266,266,2020-02-26,48.80181503295898,51.98965072631836,51.30519485473633,-0.061316736096971414,-0.0487938858602005
267,267,267,267,2020-02-27,47.61106491088867,51.98025894165039,51.558353424072266,-0.08405487236349263,-0.076559631001339
268,268,268,268,2020-02-28,46.37345123291016,52.0458984375,51.70837020874024,-0.10898932240360248,-0.10317321846141492
269,269,269,269,2020-03-02,47.72358703613281,51.2676887512207,52.25217056274414,-0.06912934445486396,-0.08666785470994798
270,270,270,270,2020-03-03,45.80150604248047,49.36437225341797,51.858375549316406,-0.07217485097647136,-0.116796360138122
271,271,271,271,2020-03-04,47.38605117797852,47.77983856201172,52.008399963378906,-0.008241706039297636,-0.08887696581042981
272,272,272,272,2020-03-05,45.00455474853516,48.80181503295898,51.98965072631836,-0.07780981674266174,-0.1343555088406697
273,273,273,273,2020-03-06,44.41387176513672,47.61106491088867,51.98025894165039,-0.06715231326448978,-0.14556270650762237
274,274,274,274,2020-03-09,43.13873672485352,46.37345123291016,52.0458984375,-0.06975358577066693,-0.17114051212590287
275,275,275,275,2020-03-10,45.54836654663086,47.72358703613281,51.2676887512207,-0.0455795681882637,-0.11155802697373718
276,276,276,276,2020-03-11,41.929237365722656,45.80150604248047,49.36437225341797,-0.08454457093979229,-0.15061743010781437
277,277,277,277,2020-03-12,37.31628036499024,47.38605117797852,47.77983856201172,-0.2125049579499031,-0.2189952605938843
278,278,278,278,2020-03-13,44.93891525268555,45.00455474853516,48.80181503295898,-0.0014585078380706662,-0.07915483835313442
279,279,279,279,2020-03-16,40.05405807495117,44.41387176513672,47.61106491088867,-0.09816333314151282,-0.15872375150779727
280,280,280,280,2020-03-17,43.93568801879883,43.13873672485352,46.37345123291016,0.018474145384191454,-0.05256807827107146
281,281,281,281,2020-03-18,44.32012176513672,45.54836654663086,47.72358703613281,-0.026965726207474505,-0.07131620823931861
282,282,282,282,2020-03-19,42.25740051269531,41.929237365722656,45.80150604248047,0.007826594700740541,-0.07737967232994547
283,283,283,283,2020-03-20,42.80121612548828,37.31628036499024,47.38605117797852,0.1469850613954533,-0.09675495084555452
284,284,284,284,2020-03-23,41.43231964111328,44.93891525268555,45.00455474853516,-0.07803026823979053,-0.07937496832002666
285,285,285,285,2020-03-24,44.85454177856445,40.05405807495117,44.41387176513672,0.11985012091984215,0.00992190043142438
286,286,286,286,2020-03-25,43.07311248779297,43.93568801879883,43.13873672485352,-0.019632685179228004,-0.001521236875319687
287,287,287,287,2020-03-26,47.32978820800781,44.32012176513672,45.54836654663086,0.06790744977687702,0.03911054987127138
288,288,288,288,2020-03-27,46.72035217285156,42.25740051269531,41.929237365722656,0.10561349269024367,0.11426668139320051
289,289,289,289,2020-03-30,47.217281341552734,42.80121612548828,37.31628036499024,0.10317616217065084,0.2653265780973044
290,290,290,290,2020-03-31,45.31396484375,41.43231964111328,44.93891525268555,0.09368640800851913,0.00834576422140132
291,291,291,291,2020-04-01,45.67024993896485,44.85454177856445,40.05405807495117,0.018185631333106578,0.14021530236722524
292,292,292,292,2020-04-02,46.69222259521485,43.07311248779297,43.93568801879883,0.08402248870330764,0.0627402164553923
293,293,293,293,2020-04-03,46.31718826293945,47.32978820800781,44.32012176513672,-0.021394558974532574,0.04506004086328286
294,294,294,294,2020-04-06,48.276763916015625,46.72035217285156,42.25740051269531,0.03331335640206223,0.14244518901516257
295,295,295,295,2020-04-07,47.592315673828125,47.217281341552734,42.80121612548828,0.007942734558614939,0.11193839759816382
296,296,296,296,2020-04-08,49.1090202331543,45.31396484375,41.43231964111328,0.08375023908171064,0.18528290615964993
297,297,297,297,2020-04-09,50.0981674194336,45.67024993896485,44.85454177856445,0.09695408907081426,0.11690289172399981
298,298,298,298,2020-04-13,49.90033721923828,46.69222259521485,43.07311248779297,0.06870768718455067,0.15850316675815246
299,299,299,299,2020-04-14,50.87065505981445,46.31718826293945,47.32978820800781,0.09831051857088746,0.07481264940897314
300,300,300,300,2020-04-15,50.07932662963867,48.276763916015625,46.72035217285156,0.037338101550445035,0.07189531543683336
301,301,301,301,2020-04-16,50.58803939819336,47.592315673828125,47.217281341552734,0.06294553399957037,0.07138822822639401
302,302,302,302,2020-04-17,51.4547233581543,49.1090202331543,45.31396484375,0.047765219380540236,0.13551580700516141
303,303,303,303,2020-04-20,50.785865783691406,50.0981674194336,45.67024993896485,0.01372701636968543,0.1120119958082828
304,304,304,304,2020-04-21,48.33654022216797,49.90033721923828,46.69222259521485,-0.03133840539393018,0.035216092435951696
305,305,305,305,2020-04-22,49.240909576416016,50.87065505981445,46.31718826293945,-0.03203704535516905,0.06312389467337276
306,306,306,306,2020-04-23,48.95829772949219,50.07932662963867,48.276763916015625,-0.02238506337030144,0.014117222410810149
307,307,307,307,2020-04-24,49.938018798828125,50.58803939819336,47.592315673828125,-0.01284929416316638,0.04928743415378589
308,308,308,308,2020-04-27,50.27715301513672,51.4547233581543,49.1090202331543,-0.022885563582200508,0.023786521833188523
309,309,309,309,2020-04-28,50.11700820922852,50.785865783691406,50.0981674194336,-0.013170152051984352,0.0003760774248922072
310,310,310,310,2020-04-29,50.757606506347656,48.33654022216797,49.90033721923828,0.05008770327896461,0.017179629134427277
311,311,311,311,2020-04-30,49.90033721923828,49.240909576416016,50.87065505981445,0.013391865594986951,-0.019074215565639152
312,312,312,312,2020-05-01,48.78872680664063,48.95829772949219,50.07932662963867,-0.0034635788153517533,-0.02577110975438357
313,313,313,313,2020-05-04,48.75103759765625,49.938018798828125,50.58803939819336,-0.023769088756875778,-0.03631296690661456
314,314,314,314,2020-05-05,49.03364944458008,50.27715301513672,51.4547233581543,-0.024732975039025495,-0.047052510548393434
315,315,315,315,2020-05-06,48.85466384887695,50.11700820922852,50.785865783691406,-0.02518794328427454,-0.03802636629332823
316,316,316,316,2020-05-07,49.5517807006836,50.757606506347656,48.33654022216797,-0.023756553719948448,0.02514123834536064
317,317,317,317,2020-05-08,50.46557235717773,49.90033721923828,49.240909576416016,0.01132728092509816,0.02487083994379069
318,318,318,318,2020-05-11,50.427879333496094,48.78872680664063,48.95829772949219,0.033596952290879445,0.03001700778331262
319,319,319,319,2020-05-12,49.240909576416016,48.75103759765625,49.938018798828125,0.010048442102970068,-0.013959488966119538
320,320,320,320,2020-05-13,48.65683364868164,49.03364944458008,50.27715301513672,-0.007684840923870673,-0.03222774698414721
321,321,321,321,2020-05-14,49.84381866455078,48.85466384887695,50.11700820922852,0.02024688612603298,-0.005451034577667269
322,322,322,322,2020-05-15,49.85323715209961,49.5517807006836,50.757606506347656,0.006083665352753842,-0.017817415289961502
323,323,323,323,2020-05-18,50.06990814208984,50.46557235717773,49.90033721923828,-0.00784027994941816,0.0033981919221615087
324,324,324,324,2020-05-19,49.30685424804688,50.427879333496094,48.78872680664063,-0.022230264295579505,0.010619818866347774
325,325,325,325,2020-05-20,49.83439254760742,49.240909576416016,48.75103759765625,0.012052640300447504,0.022222192661664586
326,326,326,326,2020-05-21,49.19381332397461,48.65683364868164,49.03364944458008,0.011036058761450418,0.003266407481571587
327,327,327,327,2020-05-22,49.57062149047852,49.84381866455078,48.85466384887695,-0.005481064280224546,0.014654847361477152
328,328,328,328,2020-05-26,49.72135162353516,49.85323715209961,49.5517807006836,-0.002645475722310109,0.0034220954414505567
329,329,329,329,2020-05-27,50.11700820922852,50.06990814208984,50.46557235717773,0.0009406861104084285,-0.006906969081459935
330,330,330,330,2020-05-28,50.51267623901367,49.30685424804688,50.427879333496094,0.02445546383674535,0.001681548116604148
331,331,331,331,2020-05-29,50.65397644042969,49.83439254760742,49.240909576416016,0.016446149956364176,0.028697009786562866
332,332,332,332,2020-06-01,49.9851188659668,49.19381332397461,48.65683364868164,0.01608546864990723,0.027299047588583703
333,333,333,333,2020-06-02,50.192378997802734,49.57062149047852,49.84381866455078,0.012542862861697923,0.006993050343870433
334,334,334,334,2020-06-03,50.39020919799805,49.72135162353516,49.85323715209961,0.013452119715633204,0.01077105673720169
335,335,335,335,2020-06-04,49.787296295166016,50.11700820922852,50.06990814208984,-0.006578842709166199,-0.005644345224716907
336,336,336,336,2020-06-05,50.8518180847168,50.51267623901367,49.30685424804688,0.0067139948019856455,0.031333652495811215
337,337,337,337,2020-06-08,51.90690231323242,50.65397644042969,49.83439254760742,0.02473499537151258,0.041587940770926535
338,338,338,338,2020-06-09,51.04022216796875,49.9851188659668,49.19381332397461,0.021108348363263252,0.037533354689019305
339,339,339,339,2020-06-10,50.97427749633789,50.192378997802734,49.57062149047852,0.015578032246078344,0.02831628822989396
340,340,340,340,2020-06-11,48.33654022216797,50.39020919799805,49.72135162353516,-0.04075531752131856,-0.027851443216030836
341,341,341,341,2020-06-12,48.85466384887695,49.787296295166016,50.11700820922852,-0.01873233767826865,-0.02518794328427454
342,342,342,342,2020-06-15,50.16411590576172,50.8518180847168,50.51267623901367,-0.013523649789854097,-0.0069004527022613615
343,343,343,343,2020-06-16,51.42646408081055,51.90690231323242,50.65397644042969,-0.00925576774978154,0.015250286249280487
344,344,344,344,2020-06-17,48.534366607666016,51.04022216796875,49.9851188659668,-0.04909570244534189,-0.029023683272433876
345,345,345,345,2020-06-18,50.57862091064453,50.97427749633789,50.192378997802734,-0.007761887075727225,0.0076952302431949615
346,346,346,346,2020-06-19,51.24747085571289,48.33654022216797,50.39020919799805,0.060222155333532035,0.017012464749777356
347,347,347,347,2020-06-22,51.92575073242188,48.85466384887695,49.787296295166016,0.0628616930626067,0.042951808922861545
348,348,348,348,2020-06-23,51.99169921875,50.16411590576172,50.8518180847168,0.03643208456861036,0.022415740025935937
349,349,349,349,2020-06-24,51.28515625,51.42646408081055,51.90690231323242,-0.002747764858740842,-0.011978099935158748
350,350,350,350,2020-06-25,51.36993408203125,48.534366607666016,51.04022216796875,0.05842391016013293,0.006459844805875914
351,351,351,351,2020-06-26,51.04022216796875,50.57862091064453,50.97427749633789,0.009126410507311222,0.0012936852638194551
352,352,352,352,2020-06-29,51.58660888671875,51.24747085571289,48.33654022216797,0.006617654009906104,0.06723833873116636
353,353,353,353,2020-06-30,52.06705474853516,51.92575073242188,48.85466384887695,0.002721270547275001,0.06575402728376467
354,354,354,354,2020-07-01,52.27430725097656,51.99169921875,50.16411590576172,0.00543563754355314,0.042065753718834475
355,355,355,355,2020-07-02,52.69822311401367,51.28515625,51.42646408081055,0.027553135592010003,0.02472966119554143
356,356,356,356,2020-07-06,53.31997680664063,51.36993408203125,48.534366607666016,0.03796077918837537,0.09860250650141844
357,357,357,357,2020-07-07,53.04677963256836,51.04022216796875,50.57862091064453,0.039313258825484976,0.04879845827121776
358,358,358,358,2020-07-08,53.376502990722656,51.58660888671875,51.24747085571289,0.03469687468572347,0.04154414060752476
359,359,359,359,2020-07-09,54.196083068847656,52.06705474853516,51.92575073242188,0.040890123910309883,0.04372266754745646
360,360,360,360,2020-07-10,54.06420135498047,52.27430725097656,51.99169921875,0.03424041748483364,0.03986217352717447
361,361,361,361,2020-07-13,53.70621490478516,52.69822311401367,51.28515625,0.01912762387814637,0.04720778548442395
362,362,362,362,2020-07-14,54.11301803588867,53.31997680664063,51.36993408203125,0.014873247828368852,0.05339862709337062
363,363,363,363,2020-07-15,53.56431579589844,53.04677963256836,51.04022216796875,0.009756222091422462,0.04945302980114641
364,364,364,364,2020-07-16,52.80748748779297,53.376502990722656,51.58660888671875,-0.010660411811328041,0.02366657990167953
365,365,365,365,2020-07-17,51.9371452331543,54.196083068847656,52.06705474853516,-0.04168083204138073,-0.002495042517927759
366,366,366,366,2020-07-20,52.4101676940918,54.06420135498047,52.27430725097656,-0.030593879488359454,0.0025989907903121168
367,367,367,367,2020-07-21,52.89263534545898,53.70621490478516,52.69822311401367,-0.015148704126115908,0.0036891610372646877
368,368,368,368,2020-07-22,52.98723220825195,54.11301803588867,53.31997680664063,-0.020804343732779396,-0.006240524064654807
369,369,369,369,2020-07-23,52.75072860717773,53.56431579589844,53.04677963256836,-0.015188977524156266,-0.005580942470801209
370,370,370,370,2020-07-24,52.646671295166016,52.80748748779297,53.376502990722656,-0.0030453293704634232,-0.013673276716601124
371,371,371,371,2020-07-27,52.3533935546875,51.9371452331543,54.196083068847656,0.008014462860147509,-0.03400041866160897
372,372,372,372,2020-07-28,52.36285400390625,52.4101676940918,54.06420135498047,-0.0009027578477082132,-0.03146901847126771
373,373,373,373,2020-07-29,52.693973541259766,52.89263534545898,53.70621490478516,-0.0037559445261460267,-0.018847750959921195
374,374,374,374,2020-07-30,52.26824951171875,52.98723220825195,54.11301803588867,-0.013568980046125723,-0.03409103005392233
375,375,375,375,2020-07-31,52.45745468139648,52.75072860717773,53.56431579589844,-0.005559618483475193,-0.020664151087443128
376,376,376,376,2020-08-03,52.95885848999024,52.646671295166016,52.80748748779297,0.0059298562880441,0.002866468552064072
377,377,377,377,2020-08-04,52.97777557373047,52.3533935546875,51.9371452331543,0.01192629506224363,0.020036340771226735
378,378,378,378,2020-08-05,52.504764556884766,52.36285400390625,52.4101676940918,0.002710137857801387,0.0018049334118737104
379,379,379,379,2020-08-06,52.296634674072266,52.693973541259766,52.89263534545898,-0.007540499235199616,-0.01126812206451877
380,380,380,380,2020-08-07,52.24933624267578,52.26824951171875,52.98723220825195,-0.00036185005657651814,-0.013925920166504846
381,381,381,381,2020-08-10,51.97498321533203,52.45745468139648,52.75072860717773,-0.009197386129288332,-0.014705870654839526
382,382,382,382,2020-08-11,51.34114456176758,52.95885848999024,52.646671295166016,-0.03054661626682209,-0.024797897023326354
383,383,383,383,2020-08-12,51.24653625488281,52.97777557373047,52.3533935546875,-0.03267859588476396,-0.02114203539926185
384,384,384,384,2020-08-13,51.104637145996094,52.504764556884766,52.36285400390625,-0.026666673447735323,-0.024028805951186172
385,385,385,385,2020-08-14,51.27492141723633,52.296634674072266,52.693973541259766,-0.01953688345729221,-0.026930064837723977
386,386,386,386,2020-08-17,51.07625198364258,52.24933624267578,52.26824951171875,-0.02245165859303422,-0.022805384515678484
387,387,387,387,2020-08-18,52.2020378112793,51.97498321533203,52.45745468139648,0.004368536205323625,-0.004869029038264805
388,388,388,388,2020-08-19,53.1669807434082,51.34114456176758,52.95885848999024,0.035562825823721056,0.0039298855630980345
389,389,389,389,2020-08-20,52.27770233154297,51.24653625488281,52.97777557373047,0.020121673619685865,-0.013214470305820791
390,390,390,390,2020-08-21,52.21149063110352,51.104637145996094,52.504764556884766,0.02165857242945224,-0.005585663096603466
391,391,391,391,2020-08-24,52.98723220825195,51.27492141723633,52.296634674072266,0.03339470336935557,0.013205391484245377
392,392,392,392,2020-08-25,53.06291580200195,51.07625198364258,52.24933624267578,0.03889603761442029,0.015571098464245425
393,393,393,393,2020-08-26,54.38736343383789,52.2020378112793,51.97498321533203,0.04186284126414708,0.04641425680719102
394,394,394,394,2020-08-27,54.09408950805664,53.1669807434082,51.34114456176758,0.017437679395841732,0.05362063837468689
395,395,395,395,2020-08-28,54.75632095336914,52.27770233154297,51.24653625488281,0.04741253940555534,0.06848823266864046
396,396,396,396,2020-08-31,54.13193893432617,52.21149063110352,51.104637145996094,0.036782100645075255,0.05923732086545619
397,397,397,397,2020-09-01,54.54819488525391,52.98723220825195,51.27492141723633,0.029459222758928316,0.06383770813381018
398,398,398,398,2020-09-02,55.8442497253418,53.06291580200195,51.07625198364258,0.052415776278070814,0.09335057989819218
399,399,399,399,2020-09-03,54.01840591430664,54.38736343383789,52.2020378112793,-0.006783883171319505,0.03479496546847227
400,400,400,400,2020-09-04,52.72235107421875,54.09408950805664,53.1669807434082,-0.025358379192861547,-0.008362891083383173
401,401,401,401,2020-09-08,52.33447265625,54.75632095336914,52.27770233154297,-0.044229565736923826,0.0010859376402390097
402,402,402,402,2020-09-09,53.876502990722656,54.13193893432617,52.21149063110352,-0.004718765827202542,0.03188976869829596
403,403,403,403,2020-09-10,54.23599624633789,54.54819488525391,52.98723220825195,-0.0057233541746478656,0.023567263018721363
404,404,404,404,2020-09-11,53.923805236816406,55.8442497253418,53.06291580200195,-0.03438929698170701,0.016223937599410432
405,405,405,405,2020-09-14,56.25104904174805,54.01840591430664,54.38736343383789,0.04133115536551024,0.03426688646485543
406,406,406,406,2020-09-15,57.65116882324219,52.72235107421875,54.09408950805664,0.09348630416889026,0.06575726382557501
407,407,407,407,2020-09-16,57.16869354248047,52.33447265625,54.75632095336914,0.09237163653072833,0.044056513423641475
408,408,408,408,2020-09-17,56.93218994140625,53.876502990722656,54.13193893432617,0.056716504989378524,0.05173010725659388
409,409,409,409,2020-09-18,56.52539443969727,54.23599624633789,54.54819488525391,0.042211784641348116,0.036246837472853954
410,410,410,410,2020-09-21,57.53765106201172,53.923805236816406,55.8442497253418,0.06701763366521396,0.030323647376382823
411,411,411,411,2020-09-22,57.34843444824219,56.25104904174805,54.01840591430664,0.019508710062983825,0.061646182955087836
412,412,412,412,2020-09-23,55.77802276611328,57.65116882324219,52.72235107421875,-0.03249103349269378,0.05795780403633688
413,413,413,413,2020-09-24,56.09967803955078,57.16869354248047,52.33447265625,-0.01869931664846136,0.07194503340144243
414,414,414,414,2020-09-25,56.57269287109375,56.93218994140625,53.876502990722656,-0.006314478165735271,0.05004389169125112
415,415,415,415,2020-09-28,56.36457443237305,56.52539443969727,54.23599624633789,-0.002845093058055359,0.039246595127841566
416,416,416,416,2020-09-29,56.2605094909668,57.53765106201172,53.923805236816406,-0.02219662338437267,0.0433334451062628
417,417,417,417,2020-09-30,56.47809982299805,57.34843444824219,56.25104904174805,-0.015176257793569459,0.004036383056278403
418,418,418,418,2020-10-01,56.45917892456055,55.77802276611328,57.65116882324219,0.012211909362644047,-0.02067590168616129
419,419,419,419,2020-10-02,55.655052185058594,56.09967803955078,57.16869354248047,-0.007925640039836312,-0.026476752635550937
420,420,420,420,2020-10-05,56.34565353393555,56.57269287109375,56.93218994140625,-0.004013231925790284,-0.010302368626156078
421,421,421,421,2020-10-06,56.29833984375,56.36457443237305,56.52539443969727,-0.001175110240608901,-0.004016860000676359
422,422,422,422,2020-10-07,57.55216598510742,56.2605094909668,57.53765106201172,0.022958492659011842,0.00025226825961421895
423,423,423,423,2020-10-08,57.83712005615234,56.47809982299805,57.34843444824219,0.02406278251948013,0.00852134173516439
424,424,424,424,2020-10-09,58.08408737182617,56.45917892456055,55.77802276611328,0.028780235175520197,0.04134360616156307
425,425,425,425,2020-10-12,58.37854766845703,55.655052185058594,56.09967803955078,0.048935278586075937,0.040621795142917305
426,426,426,426,2020-10-13,57.91311264038086,56.34565353393555,56.57269287109375,0.027818633880983823,0.023693759325570385
427,427,427,427,2020-10-14,57.90361404418945,56.29833984375,56.36457443237305,0.028513704043400256,0.027305087057172273
428,428,428,428,2020-10-15,57.48567199707031,57.55216598510742,56.2605094909668,-0.001155368992616479,0.02177659813585997
429,429,429,429,2020-10-16,57.26720428466797,57.83712005615234,56.47809982299805,-0.009853806187636094,0.013971866336561778
430,430,430,430,2020-10-19,56.63079452514648,58.08408737182617,56.45917892456055,-0.025020498942789904,0.003039640388947884
431,431,431,431,2020-10-20,56.7542724609375,58.37854766845703,55.655052185058594,-0.027823152037698917,0.019750592852269433
432,432,432,432,2020-10-21,56.67829132080078,57.91311264038086,56.34565353393555,-0.021321964288948947,0.005903521673857215
433,433,433,433,2020-10-22,56.69729232788086,57.90361404418945,56.29833984375,-0.020833271570717238,0.007086398732859767
434,434,434,434,2020-10-23,56.89676284790039,57.48567199707031,57.55216598510742,-0.010244450985976705,-0.011387983857577666
435,435,435,435,2020-10-26,54.60759353637695,57.26720428466797,57.83712005615234,-0.04644212654542079,-0.05583830101913667
436,436,436,436,2020-10-27,54.21814727783203,56.63079452514648,58.08408737182617,-0.042603097264389045,-0.06655764545711573
437,437,437,437,2020-10-28,52.802852630615234,56.7542724609375,58.37854766845703,-0.0696233016297042,-0.09550931396079321
438,438,438,438,2020-10-29,53.21129608154297,56.67829132080078,57.91311264038086,-0.06116972051317704,-0.08118742620577901
439,439,439,439,2020-10-30,53.29677963256836,56.69729232788086,57.90361404418945,-0.059976633022390424,-0.0795603951094549
440,440,440,440,2020-11-02,53.61973190307617,56.89676284790039,57.48567199707031,-0.05759608773498348,-0.0672504984231751
441,441,441,441,2020-11-03,53.95219039916992,54.60759353637695,57.26720428466797,-0.012002051267291813,-0.05788677702895251
442,442,442,442,2020-11-04,53.6577262878418,54.21814727783203,56.63079452514648,-0.010336409820838166,-0.05249914401226552
443,443,443,443,2020-11-05,53.8192138671875,52.802852630615234,56.7542724609375,0.019248225918441664,-0.05171520075021885
444,444,444,444,2020-11-06,53.95219039916992,53.21129608154297,56.67829132080078,0.013923628480907224,-0.048097796494976364
445,445,445,445,2020-11-09,53.99018478393555,53.29677963256836,56.69729232788086,0.013010263587172943,-0.04774668123990988
446,446,446,446,2020-11-10,53.828704833984375,53.61973190307617,56.89676284790039,0.0038973139829558967,-0.0539232437901207
447,447,447,447,2020-11-11,54.332130432128906,53.95219039916992,54.60759353637695,0.00704216140527314,-0.005044410244237296
448,448,448,448,2020-11-12,53.61973190307617,53.6577262878418,54.21814727783203,-0.0007080878634664334,-0.011037178597958719
449,449,449,449,2020-11-13,54.05667495727539,53.8192138671875,52.802852630615234,0.004412199157607377,0.02374535208223172
450,450,450,450,2020-11-16,54.284645080566406,53.95219039916992,53.21129608154297,0.006162023801754568,0.020171450012767878
451,451,451,451,2020-11-17,54.25614547729492,53.99018478393555,53.29677963256836,0.004926093407972676,0.018000446768838607
452,452,452,452,2020-11-18,53.42976379394531,53.828704833984375,53.61973190307617,-0.0074113066860787,-0.0035428768923023712
453,453,453,453,2020-11-19,53.61973190307617,54.332130432128906,53.95219039916992,-0.013111919657607607,-0.0061620945068963096
454,454,454,454,2020-11-20,52.90734100341797,53.61973190307617,53.6577262878418,-0.0132859839908549,-0.0139846642103032
455,455,455,455,2020-11-23,53.26828384399414,54.05667495727539,53.8192138671875,-0.014584528439908095,-0.010236679126397474
456,456,456,456,2020-11-24,54.68357849121094,54.284645080566406,53.95219039916992,0.007348918097418888,0.013556226107406921
457,457,457,457,2020-11-25,54.53159332275391,54.25614547729492,53.99018478393555,0.005076804535889101,0.010027906757219762
458,458,458,458,2020-11-27,54.864051818847656,53.42976379394531,53.828704833984375,0.02684436394728884,0.019234105447204053
459,459,459,459,2020-11-30,54.826053619384766,53.61973190307617,54.332130432128906,0.02249772002756667,0.009090812072478194
460,460,460,460,2020-12-01,55.79492568969727,52.90734100341797,53.61973190307617,0.054578147975585356,0.04056703958447638
461,461,461,461,2020-12-02,56.11787033081055,53.26828384399414,54.05667495727539,0.053494993290227555,0.03813026559928545
462,462,462,462,2020-12-03,56.29833984375,54.68357849121094,54.284645080566406,0.029529182198611892,0.03709510783749215
463,463,463,463,2020-12-04,56.95375442504883,54.53159332275391,54.25614547729492,0.04441757437672811,0.049719878255686245
464,464,464,464,2020-12-07,56.80177307128906,54.864051818847656,53.42976379394531,0.035318595477407566,0.06311106465579908
465,465,465,465,2020-12-08,56.07037353515625,54.826053619384766,53.61973190307617,0.02269577752960017,0.045704100805835646
466,466,466,466,2020-12-09,56.73527908325195,55.79492568969727,52.90734100341797,0.01685374399070705,0.07235173809975981
467,467,467,467,2020-12-10,56.4978141784668,56.11787033081055,53.26828384399414,0.006770460914081511,0.06062763996547971
468,468,468,468,2020-12-11,57.5711669921875,56.29833984375,54.68357849121094,0.022608608921152795,0.0528054048518547
469,469,469,469,2020-12-14,57.71364212036133,56.95375442504883,54.53159332275391,0.013342187937978922,0.05835238993979064
470,470,470,470,2020-12-15,58.758487701416016,56.80177307128906,54.864051818847656,0.03444812590042168,0.07098338080146105
471,471,471,471,2020-12-16,59.63235855102539,56.07037353515625,54.826053619384766,0.0635270427373873,0.08766461589606855
472,472,472,472,2020-12-17,60.42074966430664,56.73527908325195,55.79492568969727,0.06495906322495948,0.08290761063713625
473,473,473,473,2020-12-18,61.798038482666016,56.4978141784668,56.11787033081055,0.09381290907037099,0.10121852661854969
474,474,474,474,2020-12-21,61.24713516235352,57.5711669921875,56.29833984375,0.06385085385996869,0.08790304176532326
475,475,475,475,2020-12-22,61.8835334777832,57.71364212036133,56.95375442504883,0.07225139852940843,0.08655757820534848
476,476,476,476,2020-12-23,62.02602005004883,58.758487701416016,56.80177307128906,0.05560953789751921,0.09197330816069904
477,477,477,477,2020-12-24,61.703067779541016,59.63235855102539,56.07037353515625,0.03472459045442222,0.10045758373364588
478,478,478,478,2020-12-28,61.61756896972656,60.42074966430664,56.73527908325195,0.019808084343033938,0.08605386217119793
479,479,479,479,2020-12-29,61.22813034057617,61.798038482666016,56.4978141784668,-0.009222107304420302,0.08372564905196378
480,480,480,480,2020-12-30,61.171142578125,61.24713516235352,57.5711669921875,-0.0012407532862896975,0.06253087741691976
481,481,481,481,2020-12-31,61.44660186767578,61.8835334777832,57.71364212036133,-0.007060547217528912,0.06468071690102994
482,482,482,482,2021-01-04,60.5537338256836,62.02602005004883,58.758487701416016,-0.023736590275778457,0.030552966805242
483,483,483,483,2021-01-05,59.803340911865234,61.703067779541016,59.63235855102539,-0.030788207718671634,0.0028672748318940844
