,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,ODFL,ODFL_6m,ODFL_12m,ODFL_6m_ret,ODFL_12m_ret
0,0,0,0,2019-02-05,92.6780242919922,,,,
1,1,1,1,2019-02-06,90.87993621826172,,,,
2,2,2,2,2019-02-07,93.495361328125,,,,
3,3,3,3,2019-02-08,92.6845703125,,,,
4,4,4,4,2019-02-11,91.92610168457033,,,,
5,5,5,5,2019-02-12,92.76303100585938,,,,
6,6,6,6,2019-02-13,94.15576934814452,92.6780242919922,,0.015944934815361522,
7,7,7,7,2019-02-14,94.724609375,90.87993621826172,,0.04230497199629113,
8,8,8,8,2019-02-15,95.70540618896484,93.495361328125,,0.023638016148026963,
9,9,9,9,2019-02-19,97.7715835571289,92.6845703125,,0.05488522229187964,
10,10,10,10,2019-02-20,99.7135772705078,91.92610168457033,,0.08471452006807545,
11,11,11,11,2019-02-21,99.38663482666016,92.76303100585938,,0.07140348637791272,
12,12,12,12,2019-02-22,99.29509735107422,94.15576934814452,92.6780242919922,0.05458325112215734,0.07139851231867222
13,13,13,13,2019-02-25,99.36700439453124,94.724609375,90.87993621826172,0.049009386791480036,0.09338769952354009
14,14,14,14,2019-02-26,98.7327651977539,95.70540618896484,93.495361328125,0.0316320585151868,0.05601779377319116
15,15,15,15,2019-02-27,98.37969207763672,97.7715835571289,92.6845703125,0.006219685704000888,0.06144627682833037
16,16,16,16,2019-02-28,98.5823974609375,99.7135772705078,91.92610168457033,-0.011344290722832828,0.07240920320114497
17,17,17,17,2019-03-01,99.7854995727539,99.38663482666016,92.76303100585938,0.004013263421076774,0.0757033107990075
18,18,18,18,2019-03-04,97.18313598632812,99.29509735107422,94.15576934814452,-0.021269543221040466,0.03215274708222937
19,19,19,19,2019-03-05,95.49422454833984,99.36700439453124,94.724609375,-0.038974505368147505,0.00812476481473845
20,20,20,20,2019-03-06,94.53851318359376,98.7327651977539,95.70540618896484,-0.04248085228606113,-0.012192550576161976
21,21,21,21,2019-03-07,92.2146453857422,98.37969207763672,97.7715835571289,-0.06266584659595542,-0.05683592276215643
22,22,22,22,2019-03-08,93.41912841796876,98.5823974609375,99.7135772705078,-0.05237516205684323,-0.06312529371464781
23,23,23,23,2019-03-11,95.76263427734376,99.7854995727539,99.38663482666016,-0.04031512907821899,-0.03646366088998787
24,24,24,24,2019-03-12,95.80843353271484,97.18313598632812,99.29509735107422,-0.014145483572444828,-0.03511415881925872
25,25,25,25,2019-03-13,97.27478790283205,95.49422454833984,99.36700439453124,0.018645770075768953,-0.021055444958289815
26,26,26,26,2019-03-14,96.68561553955078,94.53851318359376,98.7327651977539,0.02271140388877657,-0.02073424819109282
27,27,27,27,2019-03-15,96.29939270019533,92.2146453857422,98.37969207763672,0.04429608005719987,-0.02114561789642233
28,28,28,28,2019-03-18,97.73298645019533,93.41912841796876,98.5823974609375,0.04617745964108999,-0.008616254347828645
29,29,29,29,2019-03-19,94.29629516601562,95.76263427734376,99.7854995727539,-0.015312226134897133,-0.05501004084001293
30,30,30,30,2019-03-20,93.53040313720705,95.80843353271484,97.18313598632812,-0.0237769297702789,-0.03758607717325513
31,31,31,31,2019-03-21,95.45496368408205,97.27478790283205,95.49422454833984,-0.018708076964072395,-0.0004111333899352587
32,32,32,32,2019-03-22,93.4256820678711,96.68561553955078,94.53851318359376,-0.03371684043678824,-0.011771193329025098
33,33,33,33,2019-03-25,93.0787353515625,96.29939270019533,92.2146453857422,-0.03344421245375406,0.009370420091144194
34,34,34,34,2019-03-26,94.55160522460938,97.73298645019533,93.41912841796876,-0.03255176518326475,0.012122536634828984
35,35,35,35,2019-03-27,94.19155883789062,94.29629516601562,95.76263427734376,-0.0011107151976713636,-0.01640593381029032
36,36,36,36,2019-03-28,95.23893737792967,93.53040313720705,95.80843353271484,0.018267153603692243,-0.0059441129949244775
37,37,37,37,2019-03-29,94.51886749267578,95.45496368408205,97.27478790283205,-0.009806679037712152,-0.028331291895585142
38,38,38,38,2019-04-01,97.7133560180664,93.4256820678711,96.68561553955078,0.045893953945987054,0.010629714386988676
39,39,39,39,2019-04-02,97.2682113647461,93.0787353515625,96.29939270019533,0.045010022937674865,0.010060485714244782
40,40,40,40,2019-04-03,98.15193939208984,94.55160522460938,97.73298645019533,0.03807798036773469,0.004286709708886338
41,41,41,41,2019-04-04,99.57245635986328,94.19155883789062,94.29629516601562,0.057127173478819904,0.05595300626136557
42,42,42,42,2019-04-05,99.33677673339844,95.23893737792967,93.53040313720705,0.04302693276813474,0.06208006596179816
43,43,43,43,2019-04-08,99.9521255493164,94.51886749267578,95.45496368408205,0.05748331736054335,0.047112917879453375
44,44,44,44,2019-04-09,98.61670684814452,97.7133560180664,93.4256820678711,0.009244906396532748,0.055563145650917356
45,45,45,45,2019-04-10,98.39412689208984,97.2682113647461,93.0787353515625,0.011575369913215283,0.05710640051619609
