,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,HD,HD_6m,HD_12m,HD_6m_ret,HD_12m_ret
25,25,25,25,2019-03-13,161.34231567382812,162.67837524414062,167.9654083251953,-0.008212889809769752,-0.03943128955781372
26,26,26,26,2019-03-14,161.76095581054688,163.07623291015625,166.4801025390625,-0.008065412575074649,-0.028346611135756206
27,27,27,27,2019-03-15,162.3131866455078,161.3610382080078,162.3865966796875,0.005900733213383358,-0.0004520695407176367
28,28,28,28,2019-03-18,163.3730926513672,160.22935485839844,163.68626403808594,0.01962023622791853,-0.001913241703933588
29,29,29,29,2019-03-19,164.00555419921875,161.2991485595703,163.7127685546875,0.016778796812116692,0.0017884105626950753
30,30,30,30,2019-03-20,165.7601776123047,162.67837524414062,162.5103759765625,0.018944142781970985,0.01999750241308207
31,31,31,31,2019-03-21,169.20724487304688,161.34231567382812,162.67837524414062,0.048746847139089056,0.04013360484519235
32,32,32,32,2019-03-22,168.12059020996094,161.76095581054688,163.07623291015625,0.039315014970994655,0.030932510579783745
33,33,33,33,2019-03-25,168.94895935058594,162.3131866455078,161.3610382080078,0.040882523732163945,0.04702449381118057
34,34,34,34,2019-03-26,168.64608764648438,163.3730926513672,160.22935485839844,0.0322757861135039,0.05252928088941111
35,35,35,35,2019-03-27,168.56594848632812,164.00555419921875,161.2991485595703,0.02780634051923525,0.045051694269012676
36,36,36,36,2019-03-28,169.2873992919922,165.7601776123047,162.67837524414062,0.02127906551799974,0.040626321955410605
37,37,37,37,2019-03-29,170.9174041748047,169.20724487304688,161.34231567382812,0.010106891717555744,0.05934641796225182
38,38,38,38,2019-04-01,174.25753784179688,168.12059020996094,161.76095581054688,0.03650324819923423,0.0772533889196716
39,39,39,39,2019-04-02,173.07290649414062,168.94895935058594,162.3131866455078,0.024409426133232826,0.06628986880857712
40,40,40,40,2019-04-03,176.9029083251953,168.64608764648438,163.3730926513672,0.0489594558281059,0.08281544686615128
41,41,41,41,2019-04-04,178.5418243408203,168.56594848632812,164.00555419921875,0.05918084846953131,0.08863279181352746
42,42,42,42,2019-04-05,179.97586059570312,169.2873992919922,165.7601776123047,0.06313796152822415,0.08576054386625587
43,43,43,43,2019-04-08,181.3030242919922,170.9174041748047,169.20724487304688,0.060763970570052006,0.07148499715848788
44,44,44,44,2019-04-09,178.94265747070312,174.25753784179688,168.12059020996094,0.02688618057463743,0.06437086169651685
45,45,45,45,2019-04-10,177.63328552246094,173.07290649414062,168.94895935058594,0.026349468098143314,0.05140206962656779
46,46,46,46,2019-04-11,179.45925903320312,176.9029083251953,168.64608764648438,0.014450586099514773,0.06411753475945026
47,47,47,47,2019-04-12,181.5702362060547,178.5418243408203,168.56594848632812,0.016961918454767355,0.0771465876501225
48,48,48,48,2019-04-15,182.4698638916016,179.97586059570312,169.2873992919922,0.013857432255878877,0.0778703238087548
49,49,49,49,2019-04-16,182.1224822998047,181.3030242919922,170.9174041748047,0.004519825364262875,0.06555843846973053
50,50,50,50,2019-04-17,183.97511291503903,178.94265747070312,174.25753784179688,0.028123285500886386,0.05576559380785273
51,51,51,51,2019-04-18,183.18243408203125,177.63328552246094,173.07290649414062,0.031239351021679074,0.058411959402975056
52,52,52,52,2019-04-22,182.3985748291016,179.45925903320312,176.9029083251953,0.01637873582969962,0.03106600426152273
53,53,53,53,2019-04-23,183.52981567382807,181.5702362060547,178.5418243408203,0.010792404684375478,0.027937383027329954
54,54,54,54,2019-04-24,184.12657165527344,182.4698638916016,179.97586059570312,0.009079350027114907,0.02306259876092187
55,55,55,55,2019-04-25,183.9306182861328,182.1224822998047,181.3030242919922,0.009928131680918106,0.014492830466571904
56,56,56,56,2019-04-26,181.35647583007807,183.97511291503903,178.94265747070312,-0.014233648472716354,0.013489340068452593
57,57,57,57,2019-04-29,180.06497192382812,183.18243408203125,177.63328552246094,-0.017018346621636704,0.0136893622961205
58,58,58,58,2019-04-30,181.4366149902344,182.3985748291016,179.45925903320312,-0.005273943832995953,0.011018411463882272
59,59,59,59,2019-05-01,177.07217407226562,183.52981567382807,181.5702362060547,-0.03518579026439528,-0.024773124867692786
60,60,60,60,2019-05-02,179.04063415527344,184.12657165527344,182.4698638916016,-0.027621963816944484,-0.018793403267760023
61,61,61,61,2019-05-03,178.6398162841797,183.9306182861328,182.1224822998047,-0.028765205332602406,-0.019122658398055048
62,62,62,62,2019-05-06,177.81143188476562,181.35647583007807,183.97511291503903,-0.019547379982361224,-0.033502797919846006
63,63,63,63,2019-05-07,173.48268127441406,180.06497192382812,183.18243408203125,-0.03655508663949658,-0.05295132612591835
64,64,64,64,2019-05-08,173.83892822265625,181.4366149902344,182.3985748291016,-0.041875157161563537,-0.0469282537676915
65,65,65,65,2019-05-09,173.31341552734375,177.07217407226562,183.52981567382807,-0.021227268285461287,-0.05566616034007821
66,66,66,66,2019-05-10,173.31341552734375,179.04063415527344,184.12657165527344,-0.031988373225726785,-0.058726755354867266
67,67,67,67,2019-05-13,169.5367889404297,178.6398162841797,183.9306182861328,-0.05095743789429863,-0.07825684206264816
68,68,68,68,2019-05-14,170.67686462402344,177.81143188476562,181.35647583007807,-0.04012434512852858,-0.05888739929011899
69,69,69,69,2019-05-15,170.80165100097656,173.48268127441406,180.06497192382812,-0.015454166685357262,-0.051444324922729434
70,70,70,70,2019-05-16,171.35386657714844,173.83892822265625,181.4366149902344,-0.014295196541507127,-0.05557174010123955
71,71,71,71,2019-05-17,171.53199768066406,173.31341552734375,177.07217407226562,-0.010278591771210155,-0.031287673631547164
72,72,72,72,2019-05-20,170.08010864257812,173.31341552734375,179.04063415527344,-0.01865583731604148,-0.05004744065486422
73,73,73,73,2019-05-21,170.5254669189453,169.5367889404297,178.6398162841797,0.005831642705365958,-0.045422960759913034
74,74,74,74,2019-05-22,168.26309204101562,170.67686462402344,177.81143188476562,-0.014142353671219632,-0.05369924612011445
75,75,75,75,2019-05-23,171.015380859375,170.80165100097656,173.48268127441406,0.0012513336794222063,-0.014222171325195876
76,76,76,76,2019-05-24,172.43157958984375,171.35386657714844,173.83892822265625,0.006289400024773295,-0.008095704726216124
77,77,77,77,2019-05-28,170.61453247070312,171.53199768066406,173.31341552734375,-0.0053486534428925925,-0.015572268588837646
78,78,78,78,2019-05-29,169.22500610351562,170.08010864257812,173.31341552734375,-0.005027645771672806,-0.023589688146115284
79,79,79,79,2019-05-30,170.19593811035156,170.5254669189453,169.5367889404297,-0.0019324316452414836,0.0038879418092168105
80,80,80,80,2019-05-31,169.10037231445312,168.26309204101562,170.67686462402344,0.004976018586615671,-0.009236707699330493
81,81,81,81,2019-06-03,168.85098266601562,171.015380859375,170.80165100097656,-0.0126561609984025,-0.011420664399489855
82,82,82,82,2019-06-04,173.91015625,172.43157958984375,171.35386657714844,0.008574860032444676,0.014918190782118312
83,83,83,83,2019-06-05,176.42164611816406,170.61453247070312,171.53199768066406,0.03403645377311637,0.028505751134566326
84,84,84,84,2019-06-06,176.85218811035156,169.22500610351562,170.08010864257812,0.04507124675280183,0.03981699871796818
85,85,85,85,2019-06-07,176.96878051757812,170.19593811035156,170.5254669189453,0.0397943833585217,0.0377850517875753
86,86,86,86,2019-06-10,177.64154052734375,169.10037231445312,168.26309204101562,0.05050945835298193,0.055736812943161906
87,87,87,87,2019-06-11,177.60562133789062,168.85098266601562,171.015380859375,0.05184831342789109,0.03853595182724967
88,88,88,88,2019-06-12,178.4397735595703,173.91015625,172.43157958984375,0.026045731929875693,0.03484393046806167
89,89,89,89,2019-06-13,181.49842834472656,176.42164611816406,170.61453247070312,0.028776413429235204,0.06379231426779164
90,90,90,90,2019-06-14,184.5660095214844,176.85218811035156,169.22500610351562,0.04361733656537847,0.09065447105721858
91,91,91,91,2019-06-17,185.6512908935547,176.96878051757812,170.19593811035156,0.04906238462277335,0.09080917532345678
92,92,92,92,2019-06-18,186.0997467041016,177.64154052734375,169.10037231445312,0.04761389791852144,0.10052830846544225
93,93,93,93,2019-06-19,186.51239013671875,177.60562133789062,168.85098266601562,0.05014913791429598,0.10459759956290626
94,94,94,94,2019-06-20,189.4812774658203,178.4397735595703,173.91015625,0.06187804257980578,0.08953543341906056
95,95,95,95,2019-06-21,187.8129425048828,181.49842834472656,176.42164611816406,0.034791012890551754,0.06456858689034717
96,96,96,96,2019-06-24,184.32379150390625,184.5660095214844,176.85218811035156,-0.0013123652519017037,0.042247729436587944
97,97,97,97,2019-06-25,183.64212036132807,185.6512908935547,176.96878051757812,-0.010822281507208098,0.037709136177762614
98,98,98,98,2019-06-26,185.14898681640625,186.0997467041016,177.64154052734375,-0.0051088725510575195,0.042261772031339184
99,99,99,99,2019-06-27,185.6871490478516,186.51239013671875,177.60562133789062,-0.004424591247059961,0.04550265723057301
100,100,100,100,2019-06-28,186.53927612304688,189.4812774658203,178.4397735595703,-0.015526607072322118,0.045390679453942706
101,101,101,101,2019-07-01,188.61122131347656,187.8129425048828,181.49842834472656,0.0042503929598620704,0.03918928132667032
102,102,102,102,2019-07-02,188.48562622070312,184.32379150390625,184.5660095214844,0.02257893396636579,0.021236936906101622
103,103,103,103,2019-07-03,190.24368286132807,183.64212036132807,185.6512908935547,0.0359479758075707,0.024736655186558876
104,104,104,104,2019-07-05,189.6696014404297,185.14898681640625,186.0997467041016,0.024416091612243562,0.019182480360944165
105,105,105,105,2019-07-08,190.97021484375,185.6871490478516,186.51239013671875,0.0284514347007232,0.02390095748472021
106,106,106,106,2019-07-09,190.15396118164065,186.53927612304688,189.4812774658203,0.019377608478599484,0.00355013289342887
107,107,107,107,2019-07-10,189.0328063964844,188.61122131347656,187.8129425048828,0.002235206792426947,0.006495100259503506
108,108,108,108,2019-07-11,191.9837646484375,188.48562622070312,184.32379150390625,0.0185591787441568,0.041557159181857095
109,109,109,109,2019-07-12,195.74200439453125,190.24368286132807,183.64212036132807,0.028901467057967922,0.06588839210414177
110,110,110,110,2019-07-15,196.16357421875,189.6696014404297,185.14898681640625,0.034238342512465714,0.05949040063214506
111,111,111,111,2019-07-16,194.8719177246093,190.97021484375,185.6871490478516,0.02043094984237004,0.04946367437840715
112,112,112,112,2019-07-17,193.39195251464844,190.15396118164065,186.53927612304688,0.01702826127253143,0.03673583673114145
113,113,113,113,2019-07-18,192.3425445556641,189.0328063964844,188.61122131347656,0.017508802954751213,0.01978314554246996
114,114,114,114,2019-07-19,191.0867919921875,191.9837646484375,188.48562622070312,-0.00467212765565117,0.013800340236229003
115,115,115,115,2019-07-22,189.4991912841797,195.74200439453125,190.24368286132807,-0.03189306827454752,-0.0039133576786938296
116,116,116,116,2019-07-23,191.12271118164065,196.16357421875,189.6696014404297,-0.02569724301356824,0.007661268490972928
117,117,117,117,2019-07-24,192.584716796875,194.8719177246093,190.97021484375,-0.011736944729853427,0.008454208183438228
118,118,118,118,2019-07-25,193.3381500244141,193.39195251464844,190.15396118164065,-0.00027820439027970156,0.01674531954520697
119,119,119,119,2019-07-26,194.5580291748047,192.3425445556641,189.0328063964844,0.01151843251454654,0.029228909434542594
120,120,120,120,2019-07-29,195.5715789794922,191.0867919921875,191.9837646484375,0.023469895226919002,0.018688113224702763
121,121,121,121,2019-07-30,194.96163940429688,189.4991912841797,195.74200439453125,0.02882570676476126,-0.003986701743696752
122,122,122,122,2019-07-31,191.6698455810547,191.12271118164065,196.16357421875,0.0028627387924298198,-0.02290806871557194
123,123,123,123,2019-08-01,190.8984832763672,192.584716796875,194.8719177246093,-0.008755801335400548,-0.020389979708914874
124,124,124,124,2019-08-02,190.2885131835937,193.3381500244141,193.39195251464844,-0.015773590677449323,-0.016047406785552165
125,125,125,125,2019-08-05,183.82147216796875,194.5580291748047,192.3425445556641,-0.05518434295605168,-0.0443015475717039
126,126,126,126,2019-08-06,187.28375244140625,195.5715789794922,191.0867919921875,-0.04237745883799915,-0.019902158129991188
127,127,127,127,2019-08-07,186.48545837402344,194.96163940429688,189.4991912841797,-0.04347614769845143,-0.01590367161850703
128,128,128,128,2019-08-08,189.768295288086,191.6698455810547,191.12271118164065,-0.009920967417718085,-0.007086629763573438
129,129,129,129,2019-08-09,188.3780059814453,190.8984832763672,192.584716796875,-0.013203233737970166,-0.021843430181776258
130,130,130,130,2019-08-12,185.67819213867188,190.2885131835937,193.3381500244141,-0.02422805753111168,-0.03961948474615562
131,131,131,131,2019-08-13,186.86219787597656,183.82147216796875,194.5580291748047,0.01654173297681627,-0.0395554546449155
132,132,132,132,2019-08-14,180.8166961669922,187.28375244140625,195.5715789794922,-0.03453079186053443,-0.07544492348782028
133,133,133,133,2019-08-15,180.99609375,186.48545837402344,194.96163940429688,-0.029435885628217306,-0.0716322744154616
134,134,134,134,2019-08-16,182.66444396972656,189.768295288086,191.6698455810547,-0.03743434227290243,-0.0469839248006273
135,135,135,135,2019-08-19,186.5213165283203,188.3780059814453,190.8984832763672,-0.009856190182350066,-0.022929290337576846
136,136,136,136,2019-08-20,194.7194366455078,185.67819213867188,190.2885131835937,0.04869308777028358,0.023285291307306055
137,137,137,137,2019-08-21,197.6884002685547,186.86219787597656,183.82147216796875,0.057936824652804475,0.07543693311255217
138,138,138,138,2019-08-22,198.2445068359375,180.8166961669922,187.28375244140625,0.09638385745556355,0.058524854674515625
139,139,139,139,2019-08-23,195.0603179931641,180.99609375,186.48545837402344,0.07770457335167813,0.04598138478949143
140,140,140,140,2019-08-26,196.11871337890625,182.66444396972656,189.768295288086,0.07365565578492927,0.03346406248303868
141,141,141,141,2019-08-27,195.72409057617188,186.5213165283203,188.3780059814453,0.04933899362893612,0.038996508941973484
142,142,142,142,2019-08-28,199.0786895751953,194.7194366455078,185.67819213867188,0.02238735385016355,0.07217055100641767
143,143,143,143,2019-08-29,203.8953094482422,197.6884002685547,186.86219787597656,0.03139743743818846,0.09115332991839664
144,144,144,144,2019-08-30,204.42453002929688,198.2445068359375,180.8166961669922,0.031173742425427253,0.13056224542727968
145,145,145,145,2019-09-03,200.98019409179688,195.0603179931641,180.99609375,0.030348951337402452,0.1104117770044244
146,146,146,146,2019-09-04,202.2797088623047,196.11871337890625,182.66444396972656,0.03141462320066957,0.10738414365868065
147,147,147,147,2019-09-05,205.8894195556641,195.72409057617188,186.5213165283203,0.051937035188502234,0.1038385498657095
148,148,148,148,2019-09-06,208.57867431640625,199.0786895751953,194.7194366455078,0.047719747208917696,0.0711754199254877
149,149,149,149,2019-09-09,210.1488800048828,203.8953094482422,197.6884002685547,0.03067049739183947,0.06303090985308635
150,150,150,150,2019-09-10,210.2662353515625,204.42453002929688,198.2445068359375,0.028576342190579807,0.06064091614691702
151,151,151,151,2019-09-11,209.9593811035156,200.98019409179688,195.0603179931641,0.04467697452624364,0.07638182518944547
152,152,152,152,2019-09-12,210.9881286621093,202.2797088623047,196.11871337890625,0.043051375982217754,0.07581844193763887
153,153,153,153,2019-09-13,211.1505889892578,205.8894195556641,195.72409057617188,0.025553374451916966,0.07881757614851326
154,154,154,154,2019-09-16,208.45236206054688,208.57867431640625,199.0786895751953,-0.0006055856682057881,0.04708526314571193
155,155,155,155,2019-09-17,207.7484130859375,210.1488800048828,203.8953094482422,-0.011422696703829893,0.018897460898547047
156,156,156,156,2019-09-18,208.3079528808593,210.2662353515625,204.42453002929688,-0.009313347278173234,0.018996853513645773
157,157,157,157,2019-09-19,205.8623504638672,209.9593811035156,200.98019409179688,-0.019513444067681185,0.0242917288150315
158,158,158,158,2019-09-20,202.7489624023437,210.9881286621093,202.2797088623047,-0.03905037838863601,0.002319825071324555
159,159,159,159,2019-09-23,204.1747894287109,211.1505889892578,205.8894195556641,-0.03303708312602338,-0.008327917630024717
160,160,160,160,2019-09-24,203.41677856445312,208.45236206054688,208.57867431640625,-0.0241569989724133,-0.024747955508254482
161,161,161,161,2019-09-25,205.8442840576172,207.7484130859375,210.1488800048828,-0.009165552699228807,-0.020483554074452348
162,162,162,162,2019-09-26,207.3694000244141,208.3079528808593,210.2662353515625,-0.0045056026112550995,-0.01377698764761226
163,163,163,163,2019-09-27,207.43258666992188,205.8623504638672,209.9593811035156,0.007627602631158581,-0.012034682233836191
164,164,164,164,2019-09-30,209.3818359375,202.7489624023437,210.9881286621093,0.03271471013495875,-0.007613190063322062
165,165,165,165,2019-10-01,208.5335388183593,204.1747894287109,211.1505889892578,0.021348127268035144,-0.012394235713127255
166,166,166,166,2019-10-02,203.54312133789065,203.41677856445312,208.45236206054688,0.0006211030099343429,-0.02355089994725168
167,167,167,167,2019-10-03,204.68017578125,205.8442840576172,207.7484130859375,-0.005655285895824758,-0.01476900477414611
168,168,168,168,2019-10-04,205.69088745117188,207.3694000244141,208.3079528808593,-0.008094311759809347,-0.012563444618863051
169,169,169,169,2019-10-07,204.61697387695312,207.43258666992188,205.8623504638672,-0.01357362812743168,-0.0060495597378922294
170,170,170,170,2019-10-08,204.5538482666016,209.3818359375,202.7489624023437,-0.02305829275629978,0.00890207201492954
171,171,171,171,2019-10-09,206.60235595703125,208.5335388183593,204.1747894287109,-0.009260778253085578,0.011889648742201553
172,172,172,172,2019-10-10,209.0118103027344,203.54312133789065,203.41677856445312,0.026867471270451304,0.027505261747660992
173,173,173,173,2019-10-11,211.7642517089844,204.68017578125,205.8442840576172,0.034610464353447945,0.028759446386717125
174,174,174,174,2019-10-14,211.3310546875,205.69088745117188,207.3694000244141,0.02742059848259948,0.01910433585003135
175,175,175,175,2019-10-15,212.6305389404297,204.61697387695312,207.43258666992188,0.03916373559651776,0.025058513486017953
176,176,176,176,2019-10-16,212.88327026367188,204.5538482666016,209.3818359375,0.04071994766979059,0.016722722439099558
177,177,177,177,2019-10-17,213.6683807373047,206.60235595703125,208.5335388183593,0.034201085208065196,0.024623578288852865
178,178,178,178,2019-10-18,214.7151641845703,209.0118103027344,203.54312133789065,0.027287232590230692,0.05488784279835013
179,179,179,179,2019-10-21,213.605209350586,211.7642517089844,204.68017578125,0.008693429730205482,0.04360477772343985
180,180,180,180,2019-10-22,214.0564117431641,211.3310546875,205.69088745117188,0.012896150353738367,0.04067036899715881
181,181,181,181,2019-10-23,211.77325439453125,212.6305389404297,204.61697387695312,-0.004031803475504581,0.034974031635721436
182,182,182,182,2019-10-24,211.06935119628903,212.88327026367188,204.5538482666016,-0.008520721544422738,0.03185226278997
183,183,183,183,2019-10-25,211.51158142089844,213.6683807373047,206.60235595703125,-0.010094143592813243,0.023761710950131576
184,184,184,184,2019-10-28,213.6954498291016,214.7151641845703,209.0118103027344,-0.00474914922446823,0.02240849222626884
185,185,185,185,2019-10-29,211.29498291015625,213.605209350586,211.7642517089844,-0.010815403086157915,-0.0022159963026858742
186,186,186,186,2019-10-30,213.1900634765625,214.0564117431641,211.3310546875,-0.004047289495075157,0.008796666404809583
187,187,187,187,2019-10-31,211.6920623779297,211.77325439453125,212.6305389404297,-0.0003833912683340879,-0.004413648985590601
188,188,188,188,2019-11-01,214.18276977539065,211.06935119628903,212.88327026367188,0.014750690052608428,0.006104281985659377
189,189,189,189,2019-11-04,211.9988708496093,211.51158142089844,213.6683807373047,0.0023038427751205237,-0.007813556137480027
190,190,190,190,2019-11-05,209.54429626464844,213.6954498291016,214.7151641845703,-0.019425558980188606,-0.02408245332629122
191,191,191,191,2019-11-06,211.1776580810547,211.29498291015625,213.605209350586,-0.000555265569895047,-0.011364663235094663
192,192,192,192,2019-11-07,210.2120819091797,213.1900634765625,214.0564117431641,-0.013968669640694542,-0.017959423885872794
193,193,193,193,2019-11-08,210.121810913086,211.6920623779297,211.77325439453125,-0.00741762089331599,-0.007798168310567788
194,194,194,194,2019-11-11,209.1833038330078,214.18276977539065,211.06935119628903,-0.02334205476764395,-0.008935676130104042
195,195,195,195,2019-11-12,210.3744964599609,211.9988708496093,211.51158142089844,-0.007662184157578356,-0.005375993850070926
196,196,196,196,2019-11-13,211.89059448242188,209.54429626464844,213.6954498291016,0.011197146663491697,-0.00844592314961834
197,197,197,197,2019-11-14,213.46983337402344,211.1776580810547,211.29498291015625,0.010854250936379595,0.010292958374652716
198,198,198,198,2019-11-15,214.1376037597656,210.2120819091797,213.1900634765625,0.0186741019590011,0.004444579957204597
199,199,199,199,2019-11-18,215.54542541503903,210.121810913086,211.6920623779297,0.025811763559359546,0.01820268078937226
200,200,200,200,2019-11-19,203.8228912353516,209.1833038330078,214.18276977539065,-0.02562543233343073,-0.04836933685610312
201,201,201,201,2019-11-20,199.3468017578125,210.3744964599609,211.9988708496093,-0.052419351621584176,-0.0596798890536171
202,202,202,202,2019-11-21,197.21707153320312,211.89059448242188,209.54429626464844,-0.06925046854987249,-0.058828729539249225
203,203,203,203,2019-11-22,196.7568206787109,213.46983337402344,211.1776580810547,-0.07829215225005315,-0.06828770398054484
204,204,204,204,2019-11-25,197.0907287597656,214.1376037597656,210.2120819091797,-0.07960710636850299,-0.06241959563048838
205,205,205,205,2019-11-26,199.2205047607422,215.54542541503903,210.121810913086,-0.07573772731600648,-0.05188088806665092
206,206,206,206,2019-11-27,201.2418975830078,203.8228912353516,209.1833038330078,-0.012662923367932843,-0.037963862815455274
207,207,207,207,2019-11-29,198.994857788086,199.3468017578125,210.3744964599609,-0.0017654859100979525,-0.054092291904977774
208,208,208,208,2019-12-02,196.3868560791016,197.21707153320312,211.89059448242188,-0.0042096530875713745,-0.07316860118869717
209,209,209,209,2019-12-03,193.1200408935547,196.7568206787109,213.46983337402344,-0.01848362751853372,-0.09532865678877256
210,210,210,210,2019-12-04,194.446029663086,197.0907287597656,214.1376037597656,-0.013418688506161236,-0.09195757191142839
211,211,211,211,2019-12-05,193.44699096679688,199.2205047607422,215.54542541503903,-0.02898051985602146,-0.10252332846169654
212,212,212,212,2019-12-06,194.6094970703125,201.2418975830078,203.8228912353516,-0.03295735427042268,-0.045202941186819445
213,213,213,213,2019-12-09,196.65293884277344,198.994857788086,199.3468017578125,-0.011768741018456486,-0.013513449382106746
214,214,214,214,2019-12-10,196.0807647705078,196.3868560791016,197.21707153320312,-0.0015586140269514548,-0.0057617058901718865
215,215,215,215,2019-12-11,192.5387725830078,193.1200408935547,196.7568206787109,-0.0030098808381429087,-0.02143787484038917
216,216,216,216,2019-12-12,192.5751342773437,194.446029663086,197.0907287597656,-0.009621669256934529,-0.02291124758042762
217,217,217,217,2019-12-13,194.42784118652344,193.44699096679688,199.2205047607422,0.005070382407214247,-0.02405707976683724
218,218,218,218,2019-12-16,195.7447509765625,194.6094970703125,201.2418975830078,0.005833496943059346,-0.02731611395275113
219,219,219,219,2019-12-17,197.73370361328125,196.65293884277344,198.994857788086,0.0054957977077163545,-0.006337621930652015
220,220,220,220,2019-12-18,197.988021850586,196.0807647705078,196.3868560791016,0.009726895355138154,0.008153120852647522
221,221,221,221,2019-12-19,200.0041961669922,192.5387725830078,193.1200408935547,0.038773611589145496,0.03564702680045495
222,222,222,222,2019-12-20,200.8851928710937,192.5751342773437,194.446029663086,0.043152292869659714,0.0331154265230551
223,223,223,223,2019-12-23,199.08694458007807,194.42784118652344,193.44699096679688,0.02396314933664745,0.029155034074679564
224,224,224,224,2019-12-24,200.41290283203125,195.7447509765625,194.6094970703125,0.023848158544122144,0.029820773647146304
225,225,225,225,2019-12-26,200.5491485595703,197.73370361328125,196.65293884277344,0.014238568816752561,0.019812618818333183
226,226,226,226,2019-12-27,199.7771759033203,197.988021850586,196.0807647705078,0.009036678259680464,0.018851472438608408
227,227,227,227,2019-12-30,197.3613128662109,200.0041961669922,192.5387725830078,-0.013214139260231406,0.02504711242575297
228,228,228,228,2019-12-31,198.3331298828125,200.8851928710937,192.5751342773437,-0.012704087104711714,0.029899995277563818
229,229,229,229,2020-01-02,199.49562072753903,199.08694458007807,194.42784118652344,0.002052752119547474,0.026065091861786627
230,230,230,230,2020-01-03,198.83262634277344,200.41290283203125,195.7447509765625,-0.00788510353837979,0.015775009806422213
231,231,231,231,2020-01-06,199.76808166503903,200.5491485595703,197.73370361328125,-0.0038946407907549663,0.01028847391508192
232,232,232,232,2020-01-07,198.4602813720703,199.7771759033203,197.988021850586,-0.006591816734296541,0.002385293398409205
233,233,233,233,2020-01-08,201.43006896972656,197.3613128662109,200.0041961669922,0.02061577339766596,0.0071292144368004795
234,234,234,234,2020-01-09,204.5179901123047,198.3331298828125,200.8851928710937,0.031184201213113383,0.018083947299899483
235,235,235,235,2020-01-10,203.6370391845703,199.49562072753903,199.08694458007807,0.020759445455133196,0.022854811570339084
236,236,236,236,2020-01-13,202.8377990722656,198.83262634277344,200.41290283203125,0.02014343824331699,0.012099501608769492
237,237,237,237,2020-01-14,202.3564300537109,199.76808166503903,200.5491485595703,0.012956766501927452,0.00901166375983764
238,238,238,238,2020-01-15,203.9730682373047,198.4602813720703,199.7771759033203,0.027777784184932708,0.021002861388004224
239,239,239,239,2020-01-16,207.81472778320312,201.43006896972656,197.3613128662109,0.03169665207450301,0.052965876468801465
240,240,240,240,2020-01-17,210.6210784912109,204.5179901123047,198.3331298828125,0.029841327775394832,0.06195610695832254
241,241,241,241,2020-01-21,211.5656280517578,203.6370391845703,199.49562072753903,0.03893490545205425,0.060502617953219984
242,242,242,242,2020-01-22,211.52020263671875,202.8377990722656,198.83262634277344,0.04280466266230709,0.06381033398448821
243,243,243,243,2020-01-23,212.20138549804688,202.3564300537109,199.76808166503903,0.04865155726320558,0.06223869063254739
