,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,WY,WY_6m,WY_12m,WY_6m_ret,WY_12m_ret
0,0,0,0,2019-02-05,21.47355842590332,,,,
1,1,1,1,2019-02-06,21.30326461791992,,,,
2,2,2,2,2019-02-07,21.01132202148437,,,,
3,3,3,3,2019-02-08,20.80048561096192,,,,
4,4,4,4,2019-02-11,20.597745895385746,,,,
5,5,5,5,2019-02-12,20.540985107421875,,,,
6,6,6,6,2019-02-13,20.589635848999023,21.47355842590332,,-0.04116330229823628,
7,7,7,7,2019-02-14,20.61396598815918,21.30326461791992,,-0.032356478789683396,
8,8,8,8,2019-02-15,20.71127891540528,21.01132202148437,,-0.014280067944905772,
9,9,9,9,2019-02-19,20.75182342529297,20.80048561096192,,-0.0023394735382190612,
10,10,10,10,2019-02-20,20.97888565063477,20.597745895385746,,0.018503954616432283,
11,11,11,11,2019-02-21,20.873464584350582,20.540985107421875,,0.016186150527346177,
12,12,12,12,2019-02-22,21.15729141235352,20.589635848999023,21.47355842590332,0.027569966147900304,-0.014728207001234228
13,13,13,13,2019-02-25,20.970781326293945,20.61396598815918,21.30326461791992,0.017309397829593953,-0.015607152123824908
14,14,14,14,2019-02-26,20.727500915527344,20.71127891540528,21.01132202148437,0.0007832447328974812,-0.013508008000011507
15,15,15,15,2019-02-27,20.962671279907227,20.75182342529297,20.80048561096192,0.010160449532221394,0.007797205891185266
16,16,16,16,2019-02-28,20.45318603515625,20.97888565063477,20.597745895385746,-0.025058509981563892,-0.007018236896585872
17,17,17,17,2019-03-01,20.551795959472656,20.873464584350582,20.540985107421875,-0.015410408922680197,0.0005263064061555855
18,18,18,18,2019-03-04,20.50248908996582,21.15729141235352,20.589635848999023,-0.03094925099936785,-0.004232554653823106
19,19,19,19,2019-03-05,20.206661224365234,20.970781326293945,20.61396598815918,-0.0364373692157397,-0.019758680305764775
20,20,20,20,2019-03-06,20.231319427490234,20.727500915527344,20.71127891540528,-0.023938317024287836,-0.02317382185211392
21,21,21,21,2019-03-07,20.009445190429688,20.962671279907227,20.75182342529297,-0.04547254864370309,-0.03577412064707752
22,22,22,22,2019-03-08,20.264184951782227,20.45318603515625,20.97888565063477,-0.009240667104340461,-0.03406761973703387
23,23,23,23,2019-03-11,21.233842849731445,20.551795959472656,20.873464584350582,0.03318672935463929,0.01726489936179787
24,24,24,24,2019-03-12,21.17632102966309,20.50248908996582,21.15729141235352,0.03286586017631632,0.00089943542104165
25,25,25,25,2019-03-13,21.431058883666992,20.206661224365234,20.970781326293945,0.06059376389333315,0.021948517330440787
26,26,26,26,2019-03-14,20.99553680419922,20.231319427490234,20.727500915527344,0.037773976109070295,0.012931413669415637
27,27,27,27,2019-03-15,20.979103088378903,20.009445190429688,20.962671279907227,0.048460009196706455,0.0007838604275318684
28,28,28,28,2019-03-18,21.036624908447266,20.264184951782227,20.45318603515625,0.03811848137504792,0.028525574073797744
29,29,29,29,2019-03-19,21.00375938415528,21.233842849731445,20.551795959472656,-0.010835695978557824,0.021991432066271965
30,30,30,30,2019-03-20,20.84762382507324,21.17632102966309,20.50248908996582,-0.015521922062355475,0.01683379679379171
31,31,31,31,2019-03-21,21.521453857421875,21.431058883666992,20.206661224365234,0.004217942484576742,0.06506728738893597
32,32,32,32,2019-03-22,21.168102264404297,20.99553680419922,20.231319427490234,0.008219149708549756,0.04630359578234744
33,33,33,33,2019-03-25,20.946229934692383,20.979103088378903,20.009445190429688,-0.00156694752621378,0.04681712737896149
34,34,34,34,2019-03-26,20.929798126220703,21.036624908447266,20.264184951782227,-0.005078133145952846,0.032846777505351143
35,35,35,35,2019-03-27,21.02840614318848,21.00375938415528,21.233842849731445,0.0011734451239140409,-0.0096749659492541
36,36,36,36,2019-03-28,21.866588592529297,20.84762382507324,21.17632102966309,0.048876782121833884,0.03259619845672446
37,37,37,37,2019-03-29,21.64471435546875,21.521453857421875,21.431058883666992,0.005727331381210066,0.009969431420142616
38,38,38,38,2019-04-01,21.792631149291992,21.168102264404297,20.99553680419922,0.029503300630679963,0.03796494238400938
39,39,39,39,2019-04-02,21.841930389404297,20.946229934692383,20.979103088378903,0.04276189354860471,0.04112794037907874
40,40,40,40,2019-04-03,21.92410659790039,20.929798126220703,21.036624908447266,0.047506835263452674,0.042187456082689145
41,41,41,41,2019-04-04,22.05558586120605,21.02840614318848,21.00375938415528,0.048847245531744354,0.05007801021774427
42,42,42,42,2019-04-05,22.50754165649414,21.866588592529297,20.84762382507324,0.02931198258258827,0.07962144009067051
43,43,43,43,2019-04-08,22.26101875305176,21.64471435546875,21.521453857421875,0.028473667402651337,0.0343640769127147
44,44,44,44,2019-04-09,21.858367919921875,21.792631149291992,21.168102264404297,0.0030164678225197417,0.032608764210210195
45,45,45,45,2019-04-10,21.94875907897949,21.841930389404297,20.946229934692383,0.004890991211427664,0.04786203280556278
46,46,46,46,2019-04-11,22.2528018951416,21.92410659790039,20.929798126220703,0.014992414663441256,0.06321149210051136
47,47,47,47,2019-04-12,22.32676315307617,22.05558586120605,21.02840614318848,0.012295175180410567,0.061743006153048396
48,48,48,48,2019-04-15,22.2528018951416,22.50754165649414,21.866588592529297,-0.01131797355927755,0.017662256779471086
49,49,49,49,2019-04-16,22.039155960083008,22.26101875305176,21.64471435546875,-0.009966425859927797,0.018223460847594852
50,50,50,50,2019-04-17,21.677583694458008,21.858367919921875,21.792631149291992,-0.008270710152110672,-0.005279190660633981
51,51,51,51,2019-04-18,21.661151885986328,21.94875907897949,21.841930389404297,-0.01310357419106234,-0.008276672445841404
52,52,52,52,2019-04-22,21.168102264404297,22.2528018951416,21.92410659790039,-0.04874440692226378,-0.0344827886199246
53,53,53,53,2019-04-23,21.31601524353028,22.32676315307617,22.05558586120605,-0.04527068713973559,-0.03353212298824548
54,54,54,54,2019-04-24,21.6364974975586,22.2528018951416,22.50754165649414,-0.02769558640242764,-0.03870010204709384
55,55,55,55,2019-04-25,21.578977584838867,22.039155960083008,22.26101875305176,-0.020880036244473654,-0.03063836277121834
56,56,56,56,2019-04-26,22.491107940673828,21.677583694458008,21.858367919921875,0.03752836375503432,0.028947267383822695
57,57,57,57,2019-04-29,21.74332618713379,21.661151885986328,21.94875907897949,0.0037936256381925215,-0.009359658607872912
58,58,58,58,2019-04-30,22.0227165222168,21.168102264404297,22.2528018951416,0.04037273852600376,-0.010339613591537677
59,59,59,59,2019-05-01,21.891231536865234,21.31601524353028,22.32676315307617,0.02698516991863853,-0.019507154405896343
60,60,60,60,2019-05-02,21.74332618713379,21.6364974975586,22.2528018951416,0.004937429895353507,-0.022894901523346833
61,61,61,61,2019-05-03,22.00627899169922,21.578977584838867,22.039155960083008,0.0198017447851917,-0.0014917526081005272
62,62,62,62,2019-05-06,21.858367919921875,22.491107940673828,21.677583694458008,-0.02813289689511833,0.008339685271753217
63,63,63,63,2019-05-07,21.38997459411621,21.74332618713379,21.661151885986328,-0.016251036753827774,-0.012519061465311787
64,64,64,64,2019-05-08,21.06127548217773,22.0227165222168,21.168102264404297,-0.043656786803260905,-0.005046592315750664
65,65,65,65,2019-05-09,21.08592987060547,21.891231536865234,21.31601524353028,-0.03678649439633508,-0.01079401427969262
66,66,66,66,2019-05-10,20.99553680419922,21.74332618713379,21.6364974975586,-0.03439167386345243,-0.029624050446783512
67,67,67,67,2019-05-13,20.65862464904785,22.00627899169922,21.578977584838867,-0.061239537277506306,-0.04265044218024694
68,68,68,68,2019-05-14,20.527145385742188,21.858367919921875,22.491107940673828,-0.06090219265485053,-0.08732173444332336
69,69,69,69,2019-05-15,20.50248908996582,21.38997459411621,21.74332618713379,-0.041490722686249204,-0.057067492180759904
70,70,70,70,2019-05-16,20.592884063720703,21.06127548217773,22.0227165222168,-0.022239461178568454,-0.0649253445665372
71,71,71,71,2019-05-17,20.009445190429688,21.08592987060547,21.891231536865234,-0.05105227451583427,-0.08596073470177246
72,72,72,72,2019-05-20,19.27809333801269,20.99553680419922,21.74332618713379,-0.0818004074962746,-0.11337882842321767
73,73,73,73,2019-05-21,19.319181442260746,20.65862464904785,22.00627899169922,-0.06483699808393784,-0.12210594760032112
74,74,74,74,2019-05-22,19.006919860839844,20.527145385742188,21.858367919921875,-0.0740592759652916,-0.13045109632742524
75,75,75,75,2019-05-23,18.826133728027344,20.50248908996582,21.38997459411621,-0.08176350464485338,-0.11986180043402705
