,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,FSLR,FSLR_6m,FSLR_12m,FSLR_6m_ret,FSLR_12m_ret
245,245,245,245,2020-01-27,50.4900016784668,53.93000030517578,56.70000076293945,-0.06378636393923476,-0.10952379190322103
246,246,246,246,2020-01-28,51.11000061035156,53.52000045776367,56.70000076293945,-0.04502989213002728,-0.09858906662028932
247,247,247,247,2020-01-29,50.900001525878906,51.54999923706055,56.5,-0.012609073148430627,-0.0991150172410813
248,248,248,248,2020-01-30,50.720001220703125,50.560001373291016,57.43999862670898,0.003164553858114205,-0.11699160109104056
249,249,249,249,2020-01-31,49.58000183105469,52.02000045776367,58.77999877929688,-0.04690500971237166,-0.15651577304017505
250,250,250,250,2020-02-03,50.2400016784668,51.93999862670898,54.75,-0.03273001527127484,-0.0823743985668165
251,251,251,251,2020-02-04,52.66999816894531,50.4900016784668,53.93000030517578,0.04317679576168931,-0.02336365898573045
252,252,252,252,2020-02-05,53.09999847412109,51.11000061035156,53.52000045776367,0.03893558677372577,-0.00784757062874164
253,253,253,253,2020-02-06,52.650001525878906,50.900001525878906,51.54999923706055,0.034381138458517535,0.021338551020337215
254,254,254,254,2020-02-07,52.459999084472656,50.720001220703125,50.560001373291016,0.03430595074708487,0.037579067633992214
255,255,255,255,2020-02-10,52.75,49.58000183105469,52.02000045776367,0.0639370321071624,0.014033055282824058
256,256,256,256,2020-02-11,53.52999877929688,50.2400016784668,51.93999862670898,0.0654856088955944,0.030612248645118134
257,257,257,257,2020-02-12,56.119998931884766,52.66999816894531,50.4900016784668,0.06550220016855057,0.11150717104885888
258,258,258,258,2020-02-13,54.61000061035156,53.09999847412109,51.11000061035156,0.028436952535250803,0.06847974874199325
259,259,259,259,2020-02-14,55.2599983215332,52.650001525878906,50.900001525878906,0.04957258727469194,0.08565808772004768
260,260,260,260,2020-02-18,55.650001525878906,52.459999084472656,50.720001220703125,0.060808282445251605,0.09720031913491822
261,261,261,261,2020-02-19,57.369998931884766,52.75,49.58000183105469,0.08758291813999564,0.15711974209631374
262,262,262,262,2020-02-20,59.31999969482422,53.52999877929688,50.2400016784668,0.10816366612297901,0.18073243855501642
263,263,263,263,2020-02-21,50.59000015258789,56.119998931884766,52.66999816894531,-0.0985388254552334,-0.0394911351560252
264,264,264,264,2020-02-24,51.209999084472656,54.61000061035156,53.09999847412109,-0.06225968664857373,-0.03559320986740788
265,265,265,265,2020-02-25,48.56999969482422,55.2599983215332,52.650001525878906,-0.12106403962922463,-0.07749291002487924
266,266,266,266,2020-02-26,46.11000061035156,55.650001525878906,52.459999084472656,-0.17142858317966014,-0.1210445784395866
267,267,267,267,2020-02-27,44.25,57.369998931884766,52.75,-0.22869093909975668,-0.16113744075829384
268,268,268,268,2020-02-28,45.77000045776367,59.31999969482422,53.52999877929688,-0.22842210564344978,-0.1449654118903968
269,269,269,269,2020-03-02,44.95000076293945,50.59000015258789,56.119998931884766,-0.11148447069850276,-0.19903774735460733
270,270,270,270,2020-03-03,44.209999084472656,51.209999084472656,54.61000061035156,-0.13669205477729574,-0.1904413369280853
271,271,271,271,2020-03-04,45.47999954223633,48.56999969482422,55.2599983215332,-0.0636195217624671,-0.17698152508784815
272,272,272,272,2020-03-05,45.470001220703125,46.11000061035156,55.650001525878906,-0.013879839105982561,-0.1829290211329424
273,273,273,273,2020-03-06,43.369998931884766,44.25,57.369998931884766,-0.0198870297879149,-0.24402998536956855
274,274,274,274,2020-03-09,39.150001525878906,45.77000045776367,59.31999969482422,-0.1446361998181247,-0.34002020014685175
275,275,275,275,2020-03-10,41.08000183105469,44.95000076293945,50.59000015258789,-0.08609563662289232,-0.1879817808430413
276,276,276,276,2020-03-11,37.22999954223633,44.209999084472656,51.209999084472656,-0.15788282485370664,-0.27299355188770535
277,277,277,277,2020-03-12,36.560001373291016,45.47999954223633,48.56999969482422,-0.19613012881984526,-0.24727194558358268
278,278,278,278,2020-03-13,35.959999084472656,45.470001220703125,46.11000061035156,-0.2091489307438248,-0.22012581634189488
279,279,279,279,2020-03-16,31.540000915527344,43.369998931884766,44.25,-0.2727691562763733,-0.2872316177281956
280,280,280,280,2020-03-17,32.2599983215332,39.150001525878906,45.77000045776367,-0.1759898578750062,-0.29517155344355805
281,281,281,281,2020-03-18,30.200000762939453,41.08000183105469,44.95000076293945,-0.26484908917142325,-0.3281423748531087
282,282,282,282,2020-03-19,33.459999084472656,37.22999954223633,44.209999084472656,-0.10126243631796772,-0.24315766167422503
283,283,283,283,2020-03-20,33.689998626708984,36.560001373291016,45.47999954223633,-0.07850116626851977,-0.2592348512356122
284,284,284,284,2020-03-23,33.06999969482422,35.959999084472656,45.470001220703125,-0.080367059600297,-0.27270730576169444
285,285,285,285,2020-03-24,33.709999084472656,31.540000915527344,43.369998931884766,0.06880146182484759,-0.22273461114407056
286,286,286,286,2020-03-25,34.790000915527344,32.2599983215332,39.150001525878906,0.0784253789717464,-0.11136655020229103
287,287,287,287,2020-03-26,37.619998931884766,30.200000762939453,41.08000183105469,0.245695297400486,-0.08422596750115796
288,288,288,288,2020-03-27,35.630001068115234,33.459999084472656,37.22999954223633,0.06485361754386854,-0.04297605409062499
289,289,289,289,2020-03-30,36.060001373291016,33.689998626708984,36.560001373291016,0.07034736845323364,-0.013676148282786293
290,290,290,290,2020-03-31,36.060001373291016,33.06999969482422,35.959999084472656,0.09041432434409002,0.002780931350511162
291,291,291,291,2020-04-01,33.439998626708984,33.709999084472656,31.540000915527344,-0.008009506529118804,0.06024088953802975
292,292,292,292,2020-04-02,35.310001373291016,34.790000915527344,32.2599983215332,0.014946836564513788,0.09454442685826092
293,293,293,293,2020-04-03,34.380001068115234,37.619998931884766,30.200000762939453,-0.08612434757470122,0.13841060263499583
294,294,294,294,2020-04-06,36.75,35.630001068115234,33.459999084472656,0.03143415375552805,0.09832638988487274
295,295,295,295,2020-04-07,37.34999847412109,36.060001373291016,33.689998626708984,0.03577362872164369,0.10863757781546779
296,296,296,296,2020-04-08,38.900001525878906,36.060001373291016,33.06999969482422,0.07875762741072512,0.17629276942409944
297,297,297,297,2020-04-09,40.45000076293945,33.439998626708984,33.709999084472656,0.20962925909427166,0.19994072564574306
298,298,298,298,2020-04-13,40.61000061035156,35.310001373291016,34.790000915527344,0.15009909461712856,0.16728943781736594
299,299,299,299,2020-04-14,42.119998931884766,34.380001068115234,37.619998931884766,0.2251308209221603,0.11961722827658128
300,300,300,300,2020-04-15,40.93000030517578,36.75,35.630001068115234,0.11374150490274237,0.14875102661176842
301,301,301,301,2020-04-16,40.150001525878906,37.34999847412109,36.060001373291016,0.07496661756754497,0.11342207423256734
302,302,302,302,2020-04-17,42.20000076293945,38.900001525878906,36.060001373291016,0.08483288194385197,0.17027174586288907
303,303,303,303,2020-04-20,41.0,40.45000076293945,33.439998626708984,0.013597014256782503,0.2260766053755976
304,304,304,304,2020-04-21,39.18000030517578,40.61000061035156,35.310001373291016,-0.035213008709270244,0.10960064518185164
305,305,305,305,2020-04-22,40.22999954223633,42.119998931884766,34.380001068115234,-0.044871781518914355,0.17015701839365294
306,306,306,306,2020-04-23,42.290000915527344,40.93000030517578,36.75,0.033227476184005456,0.15074832423203666
307,307,307,307,2020-04-24,40.84000015258789,40.150001525878906,37.34999847412109,0.01718551931471879,0.09344047713642989
308,308,308,308,2020-04-27,43.2599983215332,42.20000076293945,38.900001525878906,0.025118425104974307,0.11208217544037202
309,309,309,309,2020-04-28,41.77000045776367,41.0,40.45000076293945,0.018780498969845683,0.032632871938870434
310,310,310,310,2020-04-29,45.54999923706055,39.18000030517578,40.61000061035156,0.1625829219568249,0.12164487940071012
311,311,311,311,2020-04-30,44.0099983215332,40.22999954223633,42.119998931884766,0.09395970226965478,0.044871781518914355
312,312,312,312,2020-05-01,41.97999954223633,42.290000915527344,40.93000030517578,-0.007330370455896462,0.02565353601836562
313,313,313,313,2020-05-04,43.400001525878906,40.84000015258789,40.150001525878906,0.06268367687870335,0.08094644773313875
314,314,314,314,2020-05-05,43.09999847412109,43.2599983215332,42.20000076293945,-0.003698563421637324,0.0213269595950345
315,315,315,315,2020-05-06,43.119998931884766,41.77000045776367,41.0,0.03231980989528993,0.05170729102157967
316,316,316,316,2020-05-07,44.65999984741211,45.54999923706055,39.18000030517578,-0.01953895509452197,0.1398672664510523
317,317,317,317,2020-05-08,44.15999984741211,44.0099983215332,40.22999954223633,0.003408351092926809,0.0976883010165035
318,318,318,318,2020-05-11,42.869998931884766,41.97999954223633,42.290000915527344,0.0212005573928844,0.013714778997426569
319,319,319,319,2020-05-12,40.34999847412109,43.400001525878906,40.84000015258789,-0.07027656554203432,-0.011998082189912829
320,320,320,320,2020-05-13,39.43000030517578,43.09999847412109,43.2599983215332,-0.08515077259570936,-0.08853440048450012
321,321,321,321,2020-05-14,39.790000915527344,43.119998931884766,41.77000045776367,-0.0772263009935995,-0.04740243046533921
322,322,322,322,2020-05-15,39.369998931884766,44.65999984741211,45.54999923706055,-0.11845053590688448,-0.1356750912993998
323,323,323,323,2020-05-18,42.369998931884766,44.15999984741211,44.0099983215332,-0.040534441161965806,-0.0372642456758745
324,324,324,324,2020-05-19,43.22999954223633,42.869998931884766,41.97999954223633,0.00839749520226385,0.02977608417414035
325,325,325,325,2020-05-20,43.93999862670898,40.34999847412109,43.400001525878906,0.08897150652658325,0.01244232907475995
326,326,326,326,2020-05-21,43.7599983215332,39.43000030517578,43.09999847412109,0.10981481062248544,0.015313222059819998
327,327,327,327,2020-05-22,43.470001220703125,39.790000915527344,43.119998931884766,0.09248555467460995,0.008116936398149033
328,328,328,328,2020-05-26,46.560001373291016,39.369998931884766,44.65999984741211,0.18262643221926145,0.04254369754524312
329,329,329,329,2020-05-27,46.61000061035156,42.369998931884766,44.15999984741211,0.1000708469519469,0.055480089932179455
330,330,330,330,2020-05-28,45.52000045776367,43.22999954223633,42.869998931884766,0.052972494558783945,0.06181482602995714
331,331,331,331,2020-05-29,46.619998931884766,43.93999862670898,40.34999847412109,0.06099227102721727,0.15539035179356975
332,332,332,332,2020-06-01,48.0099983215332,43.7599983215332,39.43000030517578,0.09712066186046164,0.21760075957268432
333,333,333,333,2020-06-02,47.900001525878906,43.470001220703125,39.790000915527344,0.10190936693753616,0.20382006593990254
334,334,334,334,2020-06-03,49.5,46.560001373291016,39.369998931884766,0.06314429853937908,0.2573025487158751
335,335,335,335,2020-06-04,49.61000061035156,46.61000061035156,42.369998931884766,0.06436386957123807,0.17087566346428362
336,336,336,336,2020-06-05,51.380001068115234,45.52000045776367,43.22999954223633,0.12873463425794207,0.18852652352948174
337,337,337,337,2020-06-08,54.43999862670898,46.619998931884766,43.93999862670898,0.16773916503622832,0.23896222867921435
338,338,338,338,2020-06-09,53.060001373291016,48.0099983215332,43.7599983215332,0.10518648673838449,0.2125229298096547
339,339,339,339,2020-06-10,51.18999862670898,47.900001525878906,43.470001220703125,0.06868469720303838,0.1775936781508327
340,340,340,340,2020-06-11,48.93999862670898,49.5,46.560001373291016,-0.011313159056384303,0.05111677799011494
341,341,341,341,2020-06-12,49.41999816894531,49.61000061035156,46.61000061035156,-0.003829922174332867,0.060287438785608716
342,342,342,342,2020-06-15,50.11000061035156,51.380001068115234,45.52000045776367,-0.024717797418493892,0.1008348002291164
343,343,343,343,2020-06-16,51.310001373291016,54.43999862670898,46.619998931884766,-0.05749444034486706,0.10060065527368822
344,344,344,344,2020-06-17,49.900001525878906,53.060001373291016,48.0099983215332,-0.05955521608792813,0.03936686670322187
345,345,345,345,2020-06-18,50.470001220703125,51.18999862670898,47.900001525878906,-0.014065196822064086,0.05365343659614963
346,346,346,346,2020-06-19,50.20000076293945,48.93999862670898,49.5,0.025745855569820675,0.014141429554332285
347,347,347,347,2020-06-22,49.79999923706055,49.41999816894531,49.61000061035156,0.007689216555941014,0.003829845280617361
348,348,348,348,2020-06-23,51.91999816894531,50.11000061035156,51.380001068115234,0.036120485662493707,0.010509869396736704
349,349,349,349,2020-06-24,49.08000183105469,51.310001373291016,54.43999862670898,-0.04346130349934341,-0.09845696052285724
350,350,350,350,2020-06-25,50.380001068115234,49.900001525878906,53.060001373291016,0.009619229009189434,-0.05050886234098029
351,351,351,351,2020-06-26,48.7599983215332,50.470001220703125,51.18999862670898,-0.033881570394503346,-0.0474702162603281
352,352,352,352,2020-06-29,49.61000061035156,50.20000076293945,48.93999862670898,-0.011752990908786232,0.013690273854583435
353,353,353,353,2020-06-30,49.5,49.79999923706055,49.41999816894531,-0.006024081157762207,0.0016188149336062718
354,354,354,354,2020-07-01,49.09000015258789,51.91999816894531,50.11000061035156,-0.05450689746075754,-0.020355227406502197
355,355,355,355,2020-07-02,49.880001068115234,49.08000183105469,51.310001373291016,0.016299902347484352,-0.02786981615479267
356,356,356,356,2020-07-06,53.40999984741211,50.380001068115234,49.900001525878906,0.06014288834968906,0.07034064557518827
357,357,357,357,2020-07-07,53.15999984741211,48.7599983215332,50.470001220703125,0.0902379343178894,0.05329896099953979
358,358,358,358,2020-07-08,58.060001373291016,49.61000061035156,50.20000076293945,0.17032857607295182,0.1565737149580737
359,359,359,359,2020-07-09,57.20000076293945,49.5,49.79999923706055,0.15555557096847372,0.14859441042665544
360,360,360,360,2020-07-10,57.4900016784668,49.09000015258789,51.91999816894531,0.17111431044548664,0.10728050281120871
361,361,361,361,2020-07-13,56.209999084472656,49.880001068115234,49.08000183105469,0.12690452848453804,0.14527296225377406
362,362,362,362,2020-07-14,61.77999877929688,53.40999984741211,50.380001068115234,0.1567122066241744,0.22628021971989476
363,363,363,363,2020-07-15,60.97999954223633,53.15999984741211,48.7599983215332,0.14710307970787007,0.25061529207039723
364,364,364,364,2020-07-16,59.02999877929688,58.060001373291016,49.61000061035156,0.016706809904625475,0.18988103311935367
365,365,365,365,2020-07-17,61.0,57.20000076293945,49.5,0.06643355220936664,0.23232323232323226
366,366,366,366,2020-07-20,62.15999984741211,57.4900016784668,49.09000015258789,0.0812314843033739,0.26624566417189555
367,367,367,367,2020-07-21,60.7400016784668,56.209999084472656,49.880001068115234,0.08059068969537653,0.21772254165595029
368,368,368,368,2020-07-22,61.150001525878906,61.77999877929688,53.40999984741211,-0.010197430655001782,0.14491671410933038
369,369,369,369,2020-07-23,62.5,60.97999954223633,53.15999984741211,0.024926213007116838,0.1756960154137881
370,370,370,370,2020-07-24,62.15999984741211,59.02999877929688,58.060001373291016,0.053023905350528144,0.07061657556224565
371,371,371,371,2020-07-27,62.2599983215332,61.0,57.20000076293945,0.020655710189068976,0.08846149459970265
372,372,372,372,2020-07-28,59.68000030517578,62.15999984741211,57.4900016784668,-0.039897032630697105,0.03809355649278512
373,373,373,373,2020-07-29,60.11000061035156,60.7400016784668,56.209999084472656,-0.010372095006684567,0.06938270039851746
374,374,374,374,2020-07-30,59.70000076293945,61.150001525878906,61.77999877929688,-0.023712195041005968,-0.03366782223139919
375,375,375,375,2020-07-31,59.54999923706055,62.5,60.97999954223633,-0.047200012207031294,-0.023450316758125367
376,376,376,376,2020-08-03,60.84000015258789,62.15999984741211,59.02999877929688,-0.021235516378129038,0.030662398961895487
377,377,377,377,2020-08-04,64.04000091552734,62.2599983215332,61.0,0.02858982720817882,0.0498360805824154
378,378,378,378,2020-08-05,65.7300033569336,59.68000030517578,62.15999984741211,0.10137404525504201,0.05743248903289877
379,379,379,379,2020-08-06,64.45999908447266,60.11000061035156,60.7400016784668,0.07236730044837136,0.0612446049260591
380,380,380,380,2020-08-07,72.93000030517578,59.70000076293945,61.150001525878906,0.22160802970121973,0.19264102183728538
381,381,381,381,2020-08-10,72.5,59.54999923706055,62.5,0.21746433129893483,0.15999999999999992
382,382,382,382,2020-08-11,70.19000244140625,60.84000015258789,62.15999984741211,0.15368182553202447,0.12918279623078943
383,383,383,383,2020-08-12,73.52999877929688,64.04000091552734,62.2599983215332,0.14818859662865114,0.18101511020866567
384,384,384,384,2020-08-13,75.70999908447266,65.7300033569336,59.68000030517578,0.15183318451004335,0.2685991738828235
385,385,385,385,2020-08-14,74.30999755859375,64.45999908447266,60.11000061035156,0.15280792140895016,0.23623351861681408
386,386,386,386,2020-08-17,73.61000061035156,72.93000030517578,59.70000076293945,0.009324013469495629,0.23299831942459792
387,387,387,387,2020-08-18,74.41000366210938,72.5,59.54999923706055,0.02634487809806041,0.2495382806957418
388,388,388,388,2020-08-19,75.8499984741211,70.19000244140625,60.84000015258789,0.08063820823257184,0.2467126608134096
389,389,389,389,2020-08-20,73.66000366210938,73.52999877929688,64.04000091552734,0.0017680522911840413,0.1502186541076318
390,390,390,390,2020-08-21,74.0999984741211,75.70999908447266,65.7300033569336,-0.021265362961571554,0.12733903377025446
391,391,391,391,2020-08-24,76.5199966430664,74.30999755859375,64.45999908447266,0.029740265873781757,0.18709273549305405
392,392,392,392,2020-08-25,77.37000274658203,73.61000061035156,72.93000030517578,0.051080044899520116,0.06088032939568144
393,393,393,393,2020-08-26,78.19000244140625,74.41000366210938,72.5,0.050799604801278875,0.07848279229525867
394,394,394,394,2020-08-27,77.61000061035156,75.8499984741211,70.19000244140625,0.02320372012704719,0.10571303477499439
395,395,395,395,2020-08-28,80.0,73.66000366210938,73.52999877929688,0.08607108366398175,0.08799131413184269
396,396,396,396,2020-08-31,76.58999633789062,74.0999984741211,75.70999908447266,0.03360321072933825,0.011623263294933128
397,397,397,397,2020-09-01,78.41999816894531,76.5199966430664,74.30999755859375,0.024830130805436612,0.0553088513710529
398,398,398,398,2020-09-02,77.44999694824219,77.37000274658203,73.61000061035156,0.001033917523851846,0.0521667749769128
399,399,399,399,2020-09-03,72.5,78.19000244140625,74.41000366210938,-0.07277148310195036,-0.02566864088305343
400,400,400,400,2020-09-04,72.05999755859375,77.61000061035156,75.8499984741211,-0.07151144192901293,-0.04996705328636808
401,401,401,401,2020-09-08,69.37000274658203,80.0,73.66000366210938,-0.1328749656677246,-0.05824057429057816
402,402,402,402,2020-09-09,71.69999694824219,76.58999633789062,74.0999984741211,-0.06384645023450997,-0.032388685226722225
403,403,403,403,2020-09-10,69.88999938964844,78.41999816894531,76.5199966430664,-0.10877325909801916,-0.08664398254411998
404,404,404,404,2020-09-11,69.91000366210938,77.44999694824219,77.37000274658203,-0.09735304820181712,-0.09641978570050158
405,405,405,405,2020-09-14,71.45999908447266,72.5,78.19000244140625,-0.014344840214170262,-0.08607242801887494
406,406,406,406,2020-09-15,72.88999938964844,72.05999755859375,77.61000061035156,0.011518205095410794,-0.060816920288409015
407,407,407,407,2020-09-16,71.95999908447266,69.37000274658203,80.0,0.03733596994874322,-0.10050001144409182
408,408,408,408,2020-09-17,64.0,71.69999694824219,76.58999633789062,-0.10739187274722695,-0.16438173312279036
409,409,409,409,2020-09-18,61.75,69.88999938964844,78.41999816894531,-0.11646872887015747,-0.21257330474596603
410,410,410,410,2020-09-21,61.66999816894531,69.91000366210938,77.44999694824219,-0.1178658998930946,-0.2037443434612688
411,411,411,411,2020-09-22,61.54999923706055,71.45999908447266,72.5,-0.13867898088967967,-0.15103449328192353
412,412,412,412,2020-09-23,62.02000045776367,72.88999938964844,72.05999755859375,-0.14912881085067597,-0.13932830198427792
413,413,413,413,2020-09-24,61.29999923706055,71.95999908447266,69.37000274658203,-0.14813785412779834,-0.1163327546490418
414,414,414,414,2020-09-25,63.04999923706055,64.0,71.69999694824219,-0.014843761920928955,-0.1206415352768534
415,415,415,415,2020-09-28,65.37000274658203,61.75,69.88999938964844,0.058623526260437764,-0.06467301019515925
416,416,416,416,2020-09-29,65.76000213623047,61.66999816894531,69.91000366210938,0.06632080571950993,-0.059362055621349774
417,417,417,417,2020-09-30,66.19999694824219,61.54999923706055,71.45999908447266,0.07554829843737476,-0.07360764348754933
418,418,418,418,2020-10-01,68.56999969482422,62.02000045776367,72.88999938964844,0.10561108011473119,-0.059267385526109995
419,419,419,419,2020-10-02,67.23999786376953,61.29999923706055,71.95999908447266,0.09690046819964393,-0.06559201335122855
420,420,420,420,2020-10-05,71.5,63.04999923706055,64.0,0.13402063227897032,0.1171875
421,421,421,421,2020-10-06,73.44000244140625,65.37000274658203,61.75,0.12345111451362412,0.18931178042763164
422,422,422,422,2020-10-07,78.70999908447266,65.76000213623047,61.66999816894531,0.19692817103951077,0.2763094117312306
423,423,423,423,2020-10-08,77.12000274658203,66.19999694824219,61.54999923706055,0.1649547779719316,0.2529651292042008
424,424,424,424,2020-10-09,78.80999755859375,68.56999969482422,62.02000045776367,0.14933641401988318,0.27071907411971496
425,425,425,425,2020-10-12,79.30999755859375,67.23999786376953,61.29999923706055,0.1795062474463256,0.29380095506827963
426,426,426,426,2020-10-13,82.93000030517578,71.5,63.04999923706055,0.15986014412833272,0.3153053339995895
427,427,427,427,2020-10-14,83.72000122070312,73.44000244140625,65.37000274658203,0.13997819223247876,0.28070977058480473
428,428,428,428,2020-10-15,82.27999877929688,78.70999908447266,65.76000213623047,0.04535636814063282,0.2512164858030732
429,429,429,429,2020-10-16,84.18000030517578,77.12000274658203,66.19999694824219,0.09154560823594693,0.2716012716887446
430,430,430,430,2020-10-19,83.43000030517578,78.80999755859375,68.56999969482422,0.05862203895066931,0.2167128580499793
431,431,431,431,2020-10-20,84.30000305175781,79.30999755859375,67.23999786376953,0.06291773605814921,0.25371811020209156
432,432,432,432,2020-10-21,81.5999984741211,82.93000030517578,71.5,-0.016037644111423943,0.1412587199177775
433,433,433,433,2020-10-22,82.6500015258789,83.72000122070312,73.44000244140625,-0.012780693731758053,0.12540848009667216
434,434,434,434,2020-10-23,85.37000274658203,82.27999877929688,78.70999908447266,0.03755474007205084,0.08461445482881746
435,435,435,435,2020-10-26,83.75,84.18000030517578,77.12000274658203,-0.0051081052936197135,0.08596987833628944
436,436,436,436,2020-10-27,82.38999938964844,83.43000030517578,78.80999755859375,-0.012465550901632039,0.04542573203854028
437,437,437,437,2020-10-28,93.30999755859376,84.30000305175781,79.30999755859375,0.10688012076706643,0.17652251205350122
438,438,438,438,2020-10-29,87.45999908447266,81.5999984741211,82.93000030517578,0.0718137343128753,0.05462436708822915
439,439,439,439,2020-10-30,87.05000305175781,82.6500015258789,83.72000122070312,0.05323655710400921,0.039775463240571574
440,440,440,440,2020-11-02,88.88999938964844,85.37000274658203,82.27999877929688,0.04123224235467582,0.08033544857094421
441,441,441,441,2020-11-03,87.23999786376953,83.75,84.18000030517578,0.04167161628381533,0.03635064798646259
442,442,442,442,2020-11-04,79.77999877929688,82.38999938964844,83.43000030517578,-0.031678609414815484,-0.04374926899829423
443,443,443,443,2020-11-05,86.9000015258789,93.30999755859376,84.30000305175781,-0.06869570464504315,0.03084221091338235
444,444,444,444,2020-11-06,88.2699966430664,87.45999908447266,81.5999984741211,0.00926134881171703,0.08174017516753573
445,445,445,445,2020-11-09,86.11000061035156,87.05000305175781,82.6500015258789,-0.010798419396347958,0.04186326703683463
446,446,446,446,2020-11-10,80.75,88.88999938964844,85.37000274658203,-0.09157384908921906,-0.054117401873540416
447,447,447,447,2020-11-11,84.19999694824219,87.23999786376953,83.75,-0.034846412081239286,0.005373097889459055
448,448,448,448,2020-11-12,81.4000015258789,79.77999877929688,82.38999938964844,0.020305875800570083,-0.012015995522557499
449,449,449,449,2020-11-13,79.94999694824219,86.9000015258789,93.30999755859376,-0.07997703631302011,-0.14317866209311814
450,450,450,450,2020-11-16,80.20999908447266,88.2699966430664,87.45999908447266,-0.09131072691874698,-0.08289503859927594
451,451,451,451,2020-11-17,81.4800033569336,86.11000061035156,87.05000305175781,-0.05376840344443545,-0.06398620907011843
452,452,452,452,2020-11-18,81.98999786376953,80.75,88.88999938964844,0.015356010696836231,-0.07762404739854722
453,453,453,453,2020-11-19,84.05999755859375,84.19999694824219,87.23999786376953,-0.00166270064991203,-0.03645117357913674
454,454,454,454,2020-11-20,84.69000244140625,81.4000015258789,79.77999877929688,0.04041770090730745,0.06154429352264579
455,455,455,455,2020-11-23,86.91999816894531,79.94999694824219,86.9000015258789,0.0871795057755329,0.00023011096335201486
456,456,456,456,2020-11-24,90.41000366210938,80.20999908447266,88.2699966430664,0.12716624727665993,0.024243877879551956
457,457,457,457,2020-11-25,92.4499969482422,81.4800033569336,86.11000061035156,0.13463418187715503,0.07362671342413729
458,458,458,458,2020-11-27,94.6999969482422,81.98999786376953,80.75,0.1550188976171334,0.17275538016399006
459,459,459,459,2020-11-30,93.43000030517578,84.05999755859375,84.19999694824219,0.11146803495980007,0.10961999633571584
460,460,460,460,2020-12-01,91.05999755859376,84.69000244140625,81.4000015258789,0.07521543197019831,0.11867316771049108
461,461,461,461,2020-12-02,90.48999786376952,86.91999816894531,79.94999694824219,0.041072247699375675,0.1318324117304306
462,462,462,462,2020-12-03,88.91999816894531,90.41000366210938,80.20999908447266,-0.01648053791406401,0.10858994120296361
463,463,463,463,2020-12-04,89.26000213623047,92.4499969482422,81.4800033569336,-0.03450508293469867,0.09548353533094
464,464,464,464,2020-12-07,88.75,94.6999969482422,81.98999786376953,-0.0628299592395356,0.0824491073589555
465,465,465,465,2020-12-08,89.88999938964844,93.43000030517578,84.05999755859375,-0.03788933858465626,0.06935524625718559
466,466,466,466,2020-12-09,86.22000122070312,91.05999755859376,84.69000244140625,-0.05315172927361744,0.018065872419302575
467,467,467,467,2020-12-10,86.54000091552734,90.48999786376952,86.91999816894531,-0.0436511994860338,-0.004371804664323298
468,468,468,468,2020-12-11,86.37000274658203,88.91999816894531,90.41000366210938,-0.028677411998124014,-0.04468533073647574
469,469,469,469,2020-12-14,86.58999633789062,89.26000213623047,92.4499969482422,-0.029912679077296334,-0.06338562253963376
470,470,470,470,2020-12-15,91.26000213623048,88.75,94.6999969482422,0.028281714211047637,-0.03632518397959217
471,471,471,471,2020-12-16,91.7699966430664,89.88999938964844,93.43000030517578,0.02091442058274695,-0.01776735156467102
472,472,472,472,2020-12-17,92.31999969482422,86.22000122070312,91.05999755859376,0.07074922741541734,0.013837054359898238
473,473,473,473,2020-12-18,93.58999633789062,86.54000091552734,90.48999786376952,0.08146516463808284,0.0342579129992695
474,474,474,474,2020-12-21,96.41000366210938,86.37000274658203,88.91999816894531,0.11624407313017793,0.08423308195455959
475,475,475,475,2020-12-22,105.16000366210938,86.58999633789062,89.26000213623047,0.21445903810591527,0.1781313146465311
476,476,476,476,2020-12-23,101.83000183105467,91.26000213623048,88.75,0.11582291746000162,0.14738030232174282
477,477,477,477,2020-12-24,102.4000015258789,91.7699966430664,89.88999938964844,0.11583311835737797,0.1391701214948622
478,478,478,478,2020-12-28,101.19000244140624,92.31999969482422,86.22000122070312,0.09607888622078598,0.17362562060725795
479,479,479,479,2020-12-29,96.9800033569336,93.58999633789062,86.54000091552734,0.03622189498548467,0.12063788226206351
480,480,480,480,2020-12-30,100.33999633789062,96.41000366210938,86.37000274658203,0.040763328767777995,0.16174589726826705
481,481,481,481,2020-12-31,98.91999816894533,105.16000366210938,86.58999633789062,-0.059338201558207126,0.14239522291860007
482,482,482,482,2021-01-04,101.23999786376952,101.83000183105467,91.26000213623048,-0.005794009198428873,0.10935782921242065
483,483,483,483,2021-01-05,92.16000366210938,102.4000015258789,91.7699966430664,-0.09999997764825852,0.004249831462453724
484,484,484,484,2021-01-06,99.69000244140624,101.19000244140624,92.31999969482422,-0.014823598812230165,0.07983105254489309
485,485,485,485,2021-01-07,105.5,96.9800033569336,93.58999633789062,0.08785312794544531,0.12725722970551634
486,486,486,486,2021-01-08,104.0999984741211,100.33999633789062,96.41000366210938,0.03747261584073436,0.07976345316781686
487,487,487,487,2021-01-11,103.76000213623048,98.91999816894533,105.16000366210938,0.04892846802341144,-0.013313060832303214
488,488,488,488,2021-01-12,104.31999969482422,101.23999786376952,101.83000183105467,0.03042277653145753,0.024452497485963676
