,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,DG,DG_6m,DG_12m,DG_6m_ret,DG_12m_ret
244,244,244,244,2020-01-24,148.181396484375,150.34158325195312,146.13638305664062,-0.014368524801005478,0.013993869185483732
245,245,245,245,2020-01-27,149.64073181152344,151.95457458496094,145.5027313232422,-0.015227200495657178,0.028439332036238163
246,246,246,246,2020-01-28,150.40884399414062,151.68572998046875,146.49163818359375,-0.00841797040824166,0.026740132468431765
247,247,247,247,2020-01-29,149.5351104736328,151.25367736816406,147.10609436035156,-0.011362149499004381,0.016512001925162334
248,248,248,248,2020-01-30,150.7256622314453,148.3350067138672,147.97018432617188,0.016116596955360718,0.018621845460430775
249,249,249,249,2020-01-31,147.28848266601562,148.949462890625,151.67611694335938,-0.011151300530899189,-0.028927654305537343
250,250,250,250,2020-02-03,148.59425354003906,148.181396484375,150.34158325195312,0.002786159838273683,-0.011622397969467735
251,251,251,251,2020-02-04,149.76556396484375,149.64073181152344,151.95457458496094,0.0008342123953091196,-0.014405690819747408
252,252,252,252,2020-02-05,150.98486328125,150.40884399414062,151.68572998046875,0.0038296902749404005,-0.0046205183527086024
253,253,253,253,2020-02-06,149.26629638671875,149.5351104736328,151.25367736816406,-0.0017976653513855911,-0.013139389507918264
254,254,254,254,2020-02-07,148.7862548828125,150.7256622314453,148.3350067138672,-0.012867134367966937,0.003042088168814683
255,255,255,255,2020-02-10,149.38148498535156,147.28848266601562,148.949462890625,0.014210223918742715,0.002900460910314262
256,256,256,256,2020-02-11,149.72714233398438,148.59425354003906,148.181396484375,0.00762404175771203,0.010431443394936402
257,257,257,257,2020-02-12,152.3290252685547,149.76556396484375,149.64073181152344,0.017116493510568986,0.017964984696928754
258,258,258,258,2020-02-13,153.4715576171875,150.98486328125,150.40884399414062,0.016469825397698035,0.020362590002793945
259,259,259,259,2020-02-14,151.72415161132812,149.26629638671875,149.5351104736328,0.016466243781124934,0.01463897763382671
260,260,260,260,2020-02-18,155.25729370117188,148.7862548828125,150.7256622314453,0.04349218160949153,0.03006542749679908
261,261,261,261,2020-02-19,157.25430297851562,149.38148498535156,147.28848266601562,0.05270276965004106,0.06766191172664882
262,262,262,262,2020-02-20,159.1168670654297,149.72714233398438,148.59425354003906,0.06271224164888145,0.07081440415564444
263,263,263,263,2020-02-21,160.22096252441406,152.3290252685547,149.76556396484375,0.05180849310855873,0.06981176635521247
264,264,264,264,2020-02-24,158.28158569335938,153.4715576171875,150.98486328125,0.03134149513338347,0.04832750948363129
265,265,265,265,2020-02-25,155.0556640625,151.72415161132812,149.26629638671875,0.021957693721077476,0.0387854982398852
266,266,266,266,2020-02-26,156.17898559570312,155.25729370117188,148.7862548828125,0.005936544896275597,0.04968691979452888
267,267,267,267,2020-02-27,151.36891174316406,157.25430297851562,149.38148498535156,-0.03742594716887104,0.013304371408594529
268,268,268,268,2020-02-28,144.30259704589844,159.1168670654297,149.72714233398438,-0.09310307758535452,-0.03622953863626033
269,269,269,269,2020-03-02,153.23150634765625,160.22096252441406,152.3290252685547,-0.04362385587149853,0.005924551000772826
270,270,270,270,2020-03-03,150.1783905029297,158.28158569335938,153.4715576171875,-0.05119480674225807,-0.021457833395241432
271,271,271,271,2020-03-04,153.7691650390625,155.0556640625,151.72415161132812,-0.008297014051153462,0.013478496376589266
272,272,272,272,2020-03-05,151.1961212158203,156.17898559570312,155.25729370117188,-0.031904832528377614,-0.026157692102814933
273,273,273,273,2020-03-06,152.06015014648438,151.36891174316406,157.25430297851562,0.0045665810460022715,-0.033030274743838905
274,274,274,274,2020-03-09,152.92425537109375,144.30259704589844,159.1168670654297,0.05974707664099088,-0.03891863765636805
275,275,275,275,2020-03-10,159.61611938476562,153.23150634765625,160.22096252441406,0.04166645091006127,-0.00377505621061458
276,276,276,276,2020-03-11,151.34010314941406,150.1783905029297,158.28158569335938,0.0077355513172963075,-0.04385527547969559
277,277,277,277,2020-03-12,136.30499267578125,153.7691650390625,155.0556640625,-0.11357395586328878,-0.12092864520679947
278,278,278,278,2020-03-13,139.9917449951172,151.1961212158203,156.17898559570312,-0.07410491837095334,-0.10364544588917657
279,279,279,279,2020-03-16,130.6692352294922,152.06015014648438,151.36891174316406,-0.14067403521820565,-0.1367498535550956
280,280,280,280,2020-03-17,148.36376953125,152.92425537109375,144.30259704589844,-0.029821860690294355,0.028143446954456586
281,281,281,281,2020-03-18,142.80484008789062,159.61611938476562,153.23150634765625,-0.10532319268049772,-0.06804518540794924
282,282,282,282,2020-03-19,137.29388427734375,151.34010314941406,150.1783905029297,-0.09281227235720102,-0.08579467513559869
283,283,283,283,2020-03-20,134.53839111328125,136.30499267578125,153.7691650390625,-0.012960651901446352,-0.12506261525772078
284,284,284,284,2020-03-23,134.2887725830078,139.9917449951172,151.1961212158203,-0.040737919313087234,-0.11182395749874174
285,285,285,285,2020-03-24,136.1609649658203,130.6692352294922,152.06015014648438,0.04202771774613279,-0.10455852611843319
286,286,286,286,2020-03-25,131.75413513183594,148.36376953125,152.92425537109375,-0.11195209215761781,-0.13843533315160061
287,287,287,287,2020-03-26,134.9128875732422,142.80484008789062,159.61611938476562,-0.055263900787895226,-0.15476652299743365
288,288,288,288,2020-03-27,140.28939819335938,137.29388427734375,151.34010314941406,0.021818261838702613,-0.07301901297863278
289,289,289,289,2020-03-30,140.9134521484375,134.53839111328125,136.30499267578125,0.047384698021165184,0.03380990954321139
290,290,290,290,2020-03-31,144.98423767089844,134.2887725830078,139.9917449951172,0.07964526655628967,0.03566276480056296
291,291,291,291,2020-04-01,147.0484619140625,136.1609649658203,130.6692352294922,0.07996048611270656,0.12534876060002764
292,292,292,292,2020-04-02,153.32749938964844,131.75413513183594,148.36376953125,0.1637395610864565,0.03345648249624
293,293,293,293,2020-04-03,155.7277069091797,134.9128875732422,142.80484008789062,0.15428340250027972,0.09049319906338993
294,294,294,294,2020-04-06,163.24278259277344,140.28939819335938,137.29388427734375,0.16361453320783137,0.18900257977267954
295,295,295,295,2020-04-07,162.79052734375,140.9134521484375,134.53839111328125,0.15525185751795578,0.20999311792483422
296,296,296,296,2020-04-08,162.8290252685547,144.98423767089844,134.2887725830078,0.12308088026894604,0.21252895634223856
297,297,297,297,2020-04-09,162.84828186035156,147.0484619140625,136.1609649658203,0.10744634619519333,0.1959982943807017
298,298,298,298,2020-04-13,165.09030151367188,153.32749938964844,131.75413513183594,0.07671684577683502,0.2530179895187279
299,299,299,299,2020-04-14,171.3448028564453,155.7277069091797,134.9128875732422,0.10028463307671709,0.2700402899865648
300,300,300,300,2020-04-15,169.45883178710938,163.24278259277344,140.28939819335938,0.03807855450395348,0.2079232926321779
301,301,301,301,2020-04-16,173.32701110839844,162.79052734375,140.9134521484375,0.06472418227627896,0.23002458931895764
302,302,302,302,2020-04-17,175.23220825195312,162.8290252685547,144.98423767089844,0.07617304693031124,0.2086293728682076
303,303,303,303,2020-04-20,172.23968505859375,162.84828186035156,147.0484619140625,0.057669648650611194,0.1713123878796734
304,304,304,304,2020-04-21,171.98947143554688,165.09030151367188,153.32749938964844,0.041790279977795386,0.12171314421865764
305,305,305,305,2020-04-22,172.384033203125,171.3448028564453,155.7277069091797,0.006065140753352072,0.10695801424507767
306,306,306,306,2020-04-23,169.8341064453125,169.45883178710938,163.24278259277344,0.0022145476529342734,0.040377428930391535
307,307,307,307,2020-04-24,169.33370971679688,173.32701110839844,162.79052734375,-0.023039117596646008,0.04019387663282292
308,308,308,308,2020-04-27,172.7111358642578,175.23220825195312,162.8290252685547,-0.014387037707534023,0.060690104724292926
309,309,309,309,2020-04-28,171.69119262695312,172.23968505859375,162.84828186035156,-0.003184471868106553,0.05430152940873323
310,310,310,310,2020-04-29,168.19827270507812,171.98947143554688,165.09030151367188,-0.022043202405500173,0.01882588597216217
311,311,311,311,2020-04-30,168.67941284179688,172.384033203125,171.3448028564453,-0.021490507516800372,-0.015555709716398747
312,312,312,312,2020-05-01,166.46624755859375,169.8341064453125,169.45883178710938,-0.019830285901985323,-0.01765965336215225
313,313,313,313,2020-05-04,168.81411743164062,169.33370971679688,173.32701110839844,-0.0030684515565462256,-0.026036874736941384
314,314,314,314,2020-05-05,168.26564025878906,172.7111358642578,175.23220825195312,-0.025739484505287957,-0.03975620727867202
315,315,315,315,2020-05-06,167.3323211669922,171.69119262695312,172.23968505859375,-0.025387857077979525,-0.02849148202942975
316,316,316,316,2020-05-07,167.04364013671875,168.19827270507812,171.98947143554688,-0.00686471121129717,-0.02875659339811143
317,317,317,317,2020-05-08,169.69937133789062,168.67941284179688,172.384033203125,0.006046727806969354,-0.01557372695921877
318,318,318,318,2020-05-11,176.12710571289062,166.46624755859375,169.8341064453125,0.058034936787389135,0.03705380149660642
319,319,319,319,2020-05-12,174.8665771484375,168.81411743164062,169.33370971679688,0.03585280549328318,0.03267434133991465
320,320,320,320,2020-05-13,174.71263122558594,168.26564025878906,172.7111358642578,0.03831436386466969,0.011588687384357144
321,321,321,321,2020-05-14,174.64524841308594,167.3323211669922,171.69119262695312,0.04370301681762778,0.017205633794805664
322,322,322,322,2020-05-15,175.14559936523438,167.04364013671875,168.19827270507812,0.048502051451252415,0.041304387663586795
323,323,323,323,2020-05-18,175.17449951171875,169.69937133789062,168.67941284179688,0.03226369155444031,0.03850550912228723
324,324,324,324,2020-05-19,174.62599182128906,176.12710571289062,166.46624755859375,-0.008522901035168173,0.04901740972940005
325,325,325,325,2020-05-20,171.82589721679688,174.8665771484375,168.81411743164062,-0.017388571225131932,0.017840805206210453
326,326,326,326,2020-05-21,171.6719512939453,174.71263122558594,168.26564025878906,-0.017403892954451328,0.02024365182289989
327,327,327,327,2020-05-22,172.22039794921875,174.64524841308594,167.3323211669922,-0.01388443422252017,0.029211790932777593
328,328,328,328,2020-05-26,173.54832458496094,175.14559936523438,167.04364013671875,-0.009119696903960528,0.0389400305388361
329,329,329,329,2020-05-27,180.12997436523438,175.17449951171875,169.69937133789062,0.028288791275719483,0.06146518366632736
330,330,330,330,2020-05-28,177.1566925048828,174.62599182128906,176.12710571289062,0.014492119169657425,0.005845703237016497
331,331,331,331,2020-05-29,184.2771911621093,171.82589721679688,174.8665771484375,0.07246459437719288,0.053815967391432906
332,332,332,332,2020-06-01,184.267578125,171.6719512939453,174.71263122558594,0.07337032483243466,0.05468950259856653
333,333,333,333,2020-06-02,184.53700256347656,172.22039794921875,174.64524841308594,0.07151652627053795,0.056639125543191504
334,334,334,334,2020-06-03,182.58364868164065,173.54832458496094,175.14559936523438,0.052062295146251714,0.042467805890432864
335,335,335,335,2020-06-04,178.85980224609375,180.12997436523438,175.17449951171875,-0.0070514200849504105,0.02103789503978848
336,336,336,336,2020-06-05,178.6481170654297,177.1566925048828,174.62599182128906,0.00841867467414903,0.023032798280434807
337,337,337,337,2020-06-08,178.97532653808594,184.2771911621093,171.82589721679688,-0.028771138688343023,0.041608566794029134
338,338,338,338,2020-06-09,179.2158660888672,184.267578125,171.6719512939453,-0.027415088902432605,0.04394378195192061
339,339,339,339,2020-06-10,182.94932556152344,184.53700256347656,172.22039794921875,-0.008603569906837527,0.062297658930437816
340,340,340,340,2020-06-11,181.1692047119141,182.58364868164065,173.54832458496094,-0.007746827166286052,0.043912150377587444
341,341,341,341,2020-06-12,177.0508270263672,178.85980224609375,180.12997436523438,-0.010113928322684762,-0.017094030850322905
342,342,342,342,2020-06-15,180.7650451660156,178.6481170654297,177.1566925048828,0.011849708440031304,0.020368141954520524
343,343,343,343,2020-06-16,183.67100524902344,178.97532653808594,184.2771911621093,0.026236458408909646,-0.003289533063007166
344,344,344,344,2020-06-17,182.5933074951172,179.2158660888672,184.267578125,0.01884566071050453,-0.009086083655731603
345,345,345,345,2020-06-18,184.0944061279297,182.94932556152344,184.53700256347656,0.006259004032355353,-0.0023984156532218526
346,346,346,346,2020-06-19,181.65028381347656,181.1692047119141,182.58364868164065,0.0026554132217309068,-0.0051119849718390675
347,347,347,347,2020-06-22,184.88340759277344,177.0508270263672,178.85980224609375,0.04423916396188199,0.033677803905831194
348,348,348,348,2020-06-23,182.7953491210937,180.7650451660156,178.6481170654297,0.011231728751614822,0.023214529902630288
349,349,349,349,2020-06-24,184.60438537597656,183.67100524902344,178.97532653808594,0.005081804423554104,0.031451591382864574
350,350,350,350,2020-06-25,183.46893310546875,182.5933074951172,179.2158660888672,0.004795496737332483,0.02373153175228704
351,351,351,351,2020-06-26,182.2372894287109,184.0944061279297,182.94932556152344,-0.01008784969776999,-0.003891985557350819
352,352,352,352,2020-06-29,182.843490600586,181.65028381347656,181.1692047119141,0.006568703125917841,0.009241558968778651
353,353,353,353,2020-06-30,183.31497192382807,184.88340759277344,177.0508270263672,-0.008483377115160229,0.035380489335573584
354,354,354,354,2020-07-01,183.6902313232422,182.7953491210937,180.7650451660156,0.004895541415310678,0.016182255560194703
355,355,355,355,2020-07-02,182.3238525390625,184.60438537597656,183.67100524902344,-0.012353622219046345,-0.007334596487531875
356,356,356,356,2020-07-06,180.41500854492188,183.46893310546875,182.5933074951172,-0.01664545876435275,-0.011929785270216264
357,357,357,357,2020-07-07,181.0706024169922,182.2372894287109,184.0944061279297,-0.006402021317240436,-0.016425288386200165
358,358,358,358,2020-07-08,179.82693481445312,182.843490600586,181.65028381347656,-0.016498021210513913,-0.010037688688093072
359,359,359,359,2020-07-09,182.921615600586,183.31497192382807,184.88340759277344,-0.002145794853054994,-0.010610968381264962
360,360,360,360,2020-07-10,181.4754943847656,183.6902313232422,182.7953491210937,-0.012056911913727708,-0.007220395610031405
361,361,361,361,2020-07-13,179.7594451904297,182.3238525390625,184.60438537597656,-0.014065122653567186,-0.02624498966088684
362,362,362,362,2020-07-14,182.9119873046875,180.41500854492188,183.46893310546875,0.013840194227210834,-0.003035640919441529
363,363,363,363,2020-07-15,182.62271118164065,181.0706024169922,182.2372894287109,0.008571842938226215,0.002114944499767235
364,364,364,364,2020-07-16,182.13104248046875,179.82693481445312,182.843490600586,0.012812917421925807,-0.0038964915719835735
365,365,365,365,2020-07-17,181.7068786621093,182.921615600586,183.31497192382807,-0.006640751200935768,-0.00877229636424337
366,366,366,366,2020-07-20,185.8426971435547,181.4754943847656,183.6902313232422,0.024064972373238014,0.011717911207399956
367,367,367,367,2020-07-21,184.9654083251953,179.7594451904297,182.3238525390625,0.02896072097491542,0.014488262228700144
368,368,368,368,2020-07-22,188.13717651367188,182.9119873046875,180.41500854492188,0.028566685464307184,0.042802248166771806
369,369,369,369,2020-07-23,184.7629547119141,182.62271118164065,181.0706024169922,0.011719481746959248,0.02039178224203786
370,370,370,370,2020-07-24,184.8111572265625,182.13104248046875,179.82693481445312,0.01471530997458137,0.02771677344804946
371,371,371,371,2020-07-27,183.1240234375,181.7068786621093,182.921615600586,0.007799070601096636,0.001106527712700478
372,372,372,372,2020-07-28,183.201171875,185.8426971435547,181.4754943847656,-0.014213769543573895,0.00950914885827836
373,373,373,373,2020-07-29,184.50265502929688,184.9654083251953,179.7594451904297,-0.0025018369655630535,0.02638642900706789
374,374,374,374,2020-07-30,184.44482421875,188.13717651367188,182.9119873046875,-0.01962585153739438,0.008380188399075061
375,375,375,375,2020-07-31,183.5578765869141,184.7629547119141,182.62271118164065,-0.006522292993630607,0.005120750859641365
376,376,376,376,2020-08-03,185.95838928222656,184.8111572265625,182.13104248046875,0.006207590888344772,0.021014247487043614
377,377,377,377,2020-08-04,188.4071350097656,183.1240234375,181.7068786621093,0.02884990987579905,0.036873982960852425
378,378,378,378,2020-08-05,188.2624969482422,183.201171875,185.8426971435547,0.027627143546306465,0.01302068815121804
379,379,379,379,2020-08-06,185.6305694580078,184.50265502929688,184.9654083251953,0.0061132693647787395,0.0035961379959383866
380,380,380,380,2020-08-07,188.27212524414065,184.44482421875,188.13717651367188,0.02075038452069289,0.0007172890173514634
381,381,381,381,2020-08-10,186.34402465820312,183.5578765869141,184.7629547119141,0.015178580854686485,0.008557288709494015
382,382,382,382,2020-08-11,184.2230529785156,185.95838928222656,184.8111572265625,-0.009331852735491641,-0.0031821901711590606
383,383,383,383,2020-08-12,189.75680541992188,188.4071350097656,183.1240234375,0.007163584383820254,0.03622016302348019
384,384,384,384,2020-08-13,189.03375244140625,188.2624969482422,183.201171875,0.004096702772279137,0.031837026514141886
385,385,385,385,2020-08-14,191.41500854492188,185.6305694580078,184.50265502929688,0.031161026461337116,0.037464791574556955
386,386,386,386,2020-08-17,193.5166473388672,188.27212524414065,184.44482421875,0.027856073159665762,0.04918448190965807
387,387,387,387,2020-08-18,190.865463256836,186.34402465820312,183.5578765869141,0.02426393122573267,0.03981080412238147
388,388,388,388,2020-08-19,192.93820190429688,184.2230529785156,185.95838928222656,0.047307591448924935,0.03753427123676123
389,389,389,389,2020-08-20,190.69195556640625,189.75680541992188,188.4071350097656,0.004928150768637396,0.01212703837634499
390,390,390,390,2020-08-21,191.78131103515625,189.03375244140625,188.2624969482422,0.014534751377808242,0.01869099870635127
391,391,391,391,2020-08-24,191.1932678222656,191.41500854492188,185.6305694580078,-0.0011584291343812447,0.029966499486045794
392,392,392,392,2020-08-25,191.52105712890625,193.5166473388672,188.27212524414065,-0.010312240509553927,0.017256574124037583
393,393,393,393,2020-08-26,196.7559051513672,190.865463256836,186.34402465820312,0.030861748343673723,0.0558745069087232
394,394,394,394,2020-08-27,194.104736328125,192.93820190429688,184.2230529785156,0.006046155775862205,0.053639776292068175
395,395,395,395,2020-08-28,193.1888732910156,190.69195556640625,189.75680541992188,0.013093985623005677,0.018086665526955592
396,396,396,396,2020-08-31,194.6253356933593,191.78131103515625,189.03375244140625,0.014829519325173957,0.029579814079426114
397,397,397,397,2020-09-01,192.7164764404297,191.1932678222656,191.41500854492188,0.007966852784691447,0.006799194615935145
398,398,398,398,2020-09-02,196.7655639648437,191.52105712890625,193.5166473388672,0.027383447619587553,0.0167888224121997
399,399,399,399,2020-09-03,189.72789001464844,196.7559051513672,190.865463256836,-0.03571946230184042,-0.005960079014697306
400,400,400,400,2020-09-04,188.68667602539065,194.104736328125,192.93820190429688,-0.027913076235169032,-0.022035687266408255
401,401,401,401,2020-09-08,185.4859771728516,193.1888732910156,190.69195556640625,-0.039872359038817584,-0.027300461511821528
402,402,402,402,2020-09-09,190.35455322265625,194.6253356933593,191.78131103515625,-0.021943610041766815,-0.007439503905771416
403,403,403,403,2020-09-10,190.036376953125,192.7164764404297,191.1932678222656,-0.013906955631440954,-0.006050897514948361
404,404,404,404,2020-09-11,193.29493713378903,196.7655639648437,191.52105712890625,-0.01763838530036055,0.009262062519260539
405,405,405,405,2020-09-14,194.84706115722656,189.72789001464844,196.7559051513672,0.02698164799167313,-0.00970158426844736
406,406,406,406,2020-09-15,195.57974243164065,188.68667602539065,194.104736328125,0.03653181322311516,0.007599021700440245
407,407,407,407,2020-09-16,195.46405029296875,185.4859771728516,193.1888732910156,0.05379421815169749,0.011776956732522992
408,408,408,408,2020-09-17,196.18711853027344,190.35455322265625,194.6253356933593,0.03064053477509887,0.008024560786755952
409,409,409,409,2020-09-18,200.6218414306641,190.036376953125,192.7164764404297,0.055702306301862015,0.041020701168112295
410,410,410,410,2020-09-21,195.6472320556641,193.29493713378903,196.7655639648437,0.012169459566583996,-0.005683575350509118
411,411,411,411,2020-09-22,200.8531646728516,194.84706115722656,189.72789001464844,0.030824706721024553,0.058638056098890834
412,412,412,412,2020-09-23,196.88124084472656,195.57974243164065,188.68667602539065,0.006654566556353991,0.04342948316198658
413,413,413,413,2020-09-24,197.6524810791016,195.46405029296875,185.4859771728516,0.011196078168096646,0.06559258059121209
414,414,414,414,2020-09-25,200.90139770507807,196.18711853027344,190.35455322265625,0.024029504129126522,0.055406315761122205
415,415,415,415,2020-09-28,202.26071166992188,200.6218414306641,190.036376953125,0.008168952231575322,0.06432628801280593
416,416,416,416,2020-09-29,202.10647583007807,195.6472320556641,193.29493713378903,0.03301474652386727,0.04558597771337447
417,417,417,417,2020-09-30,202.08718872070312,200.8531646728516,194.84706115722656,0.006143911398466262,0.03715800238646838
418,418,418,418,2020-10-01,203.91891479492188,196.88124084472656,195.57974243164065,0.03574578217812885,0.04263822142109608
419,419,419,419,2020-10-02,203.91891479492188,197.6524810791016,195.46405029296875,0.03170430080921882,0.043255342807440256
420,420,420,420,2020-10-05,205.87928771972656,200.90139770507807,196.18711853027344,0.02477777691699301,0.04940267873885684
421,421,421,421,2020-10-06,205.0101623535156,202.26071166992188,200.6218414306641,0.01359359739661481,0.021873595075978525
422,422,422,422,2020-10-07,207.17337036132807,202.10647583007807,195.6472320556641,0.02507042147184846,0.05891286160585518
423,423,423,423,2020-10-08,211.37417602539065,202.08718872070312,200.8531646728516,0.04595534909203325,0.052381606083606425
424,424,424,424,2020-10-09,213.4021759033203,203.91891479492188,196.88124084472656,0.04650505872854227,0.08391320060616247
425,425,425,425,2020-10-12,212.9965362548828,203.91891479492188,197.6524810791016,0.04451583841101825,0.07763148275199461
426,426,426,426,2020-10-13,215.3529052734375,205.87928771972656,200.90139770507807,0.04601539891962236,0.07193333512579225
427,427,427,427,2020-10-14,212.5523376464844,205.0101623535156,202.26071166992188,0.03678927525535647,0.050882971248305875
428,428,428,428,2020-10-15,215.22735595703125,207.17337036132807,202.10647583007807,0.03887558319708928,0.06492063192465247
429,429,429,429,2020-10-16,214.10711669921875,211.37417602539065,202.08718872070312,0.012929397172433355,0.059478921225075254
430,430,430,430,2020-10-19,210.5919647216797,213.4021759033203,203.91891479492188,-0.013168615407716189,0.03272403608791663
431,431,431,431,2020-10-20,210.3118896484375,212.9965362548828,203.91891479492188,-0.012604179643713631,0.03135057314298151
432,432,432,432,2020-10-21,212.3205718994141,215.3529052734375,205.87928771972656,-0.014080763712814526,0.03128670324746974
433,433,433,433,2020-10-22,206.97056579589844,212.5523376464844,205.0101623535156,-0.026260693777311106,0.009562469586275268
434,434,434,434,2020-10-23,208.0521545410156,215.22735595703125,207.17337036132807,-0.033337776158195,0.004241781548250501
435,435,435,435,2020-10-26,204.76873779296875,214.10711669921875,211.37417602539065,-0.04361545309756665,-0.031249977441087484
436,436,436,436,2020-10-27,206.3815155029297,210.5919647216797,213.4021759033203,-0.019993399198846795,-0.032898729221820466
437,437,437,437,2020-10-28,203.78370666503903,210.3118896484375,212.9965362548828,-0.03104048465500997,-0.0432534244539039
438,438,438,438,2020-10-29,203.503646850586,212.3205718994141,215.3529052734375,-0.04152647560220912,-0.05502251482424292
439,439,439,439,2020-10-30,201.55294799804688,206.97056579589844,212.5523376464844,-0.02617578870221615,-0.0517490881080388
440,440,440,440,2020-11-02,202.33514404296875,208.0521545410156,215.22735595703125,-0.027478737293824995,-0.05990043345900853
441,441,441,441,2020-11-03,206.75808715820312,204.76873779296875,214.10711669921875,0.00971510293356248,-0.03432407878034094
442,442,442,442,2020-11-04,208.8150177001953,206.3815155029297,210.5919647216797,0.011791279811738109,-0.008437867151450007
443,443,443,443,2020-11-05,210.53399658203125,203.78370666503903,210.3118896484375,0.03312477738020392,0.0010560835812232217
444,444,444,444,2020-11-06,213.8077545166016,203.503646850586,212.3205718994141,0.0506335283199173,0.007004420739277428
445,445,445,445,2020-11-09,203.2718811035156,201.55294799804688,206.97056579589844,0.008528444374256372,-0.017870583085858982
446,446,446,446,2020-11-10,203.3394775390625,202.33514404296875,208.0521545410156,0.004963712561375289,-0.0226514212859259
447,447,447,447,2020-11-11,206.2462615966797,206.75808715820312,204.76873779296875,-0.002475480251139195,0.00721557313697363
448,448,448,448,2020-11-12,205.4833526611328,208.8150177001953,206.3815155029297,-0.015955102634648166,-0.004351953902500205
449,449,449,449,2020-11-13,206.56495666503903,210.53399658203125,203.78370666503903,-0.018852251804595044,0.013648048931466095
450,450,450,450,2020-11-16,205.78273010253903,213.8077545166016,203.503646850586,-0.03753383235423968,0.011199225602214202
451,451,451,451,2020-11-17,201.5915679931641,203.2718811035156,201.55294799804688,-0.00826633325391335,0.00019161215700802536
452,452,452,452,2020-11-18,201.417724609375,203.3394775390625,202.33514404296875,-0.009450958333058201,-0.004534157612277823
453,453,453,453,2020-11-19,203.9671936035156,206.2462615966797,206.75808715820312,-0.01105022692542601,-0.01349835255804066
454,454,454,454,2020-11-20,203.02081298828125,205.4833526611328,208.8150177001953,-0.011984132247017554,-0.02774802682167743
455,455,455,455,2020-11-23,203.8029937744141,206.56495666503903,210.53399658203125,-0.013370916999748794,-0.031971096910206276
456,456,456,456,2020-11-24,205.676498413086,205.78273010253903,213.8077545166016,-0.0005162322873261127,-0.038030688465437446
457,457,457,457,2020-11-25,209.55865478515625,201.5915679931641,203.2718811035156,0.03952093270221657,0.03092790624808117
458,458,458,458,2020-11-27,210.53399658203125,201.417724609375,203.3394775390625,0.045260525062211565,0.03538181139265806
459,459,459,459,2020-11-30,211.08447265625,203.9671936035156,206.2462615966797,0.03489423434716388,0.02345841821381267
460,460,460,460,2020-12-01,212.30126953125,203.02081298828125,205.4833526611328,0.04571184799414851,0.03317989891551343
461,461,461,461,2020-12-02,210.08010864257807,203.8029937744141,206.56495666503903,0.03079991491740297,0.01701717481169429
462,462,462,462,2020-12-03,207.13473510742188,205.676498413086,205.78273010253903,0.007089952938653887,0.006570060588705129
463,463,463,463,2020-12-04,206.1110382080078,209.55865478515625,201.5915679931641,-0.016451797615722463,0.022418944700092647
464,464,464,464,2020-12-07,206.04347229003903,210.53399658203125,201.417724609375,-0.021329212217004345,0.022965941501102316
465,465,465,465,2020-12-08,204.1217193603516,211.08447265625,203.9671936035156,-0.03298562517782733,0.0007576010342935646
466,466,466,466,2020-12-09,201.81365966796875,212.30126953125,203.02081298828125,-0.049399656848201356,-0.005945958458860923
467,467,467,467,2020-12-10,198.810287475586,210.08010864257807,203.8029937744141,-0.05364535100353596,-0.024497708332756107
468,468,468,468,2020-12-11,199.5249481201172,207.13473510742188,205.676498413086,-0.03673834320138625,-0.029908863387074325
469,469,469,469,2020-12-14,198.8392639160156,206.1110382080078,209.55865478515625,-0.03528085810063952,-0.05115222217918125
470,470,470,470,2020-12-15,200.65481567382807,206.04347229003903,210.53399658203125,-0.02615300817987365,-0.04692439733529641
471,471,471,471,2020-12-16,203.78370666503903,204.1217193603516,211.08447265625,-0.0016559369398404522,-0.034586940002452105
472,472,472,472,2020-12-17,205.26126098632807,201.81365966796875,212.30126953125,0.01708309201682101,-0.03316046371491743
473,473,473,473,2020-12-18,203.26223754882807,198.810287475586,210.08010864257807,0.022392956268868947,-0.03245367273371724
474,474,474,474,2020-12-21,203.7257843017578,199.5249481201172,207.13473510742188,0.02105419007106657,-0.016457649190977808
475,475,475,475,2020-12-22,205.763412475586,198.8392639160156,206.1110382080078,0.0348228434525637,-0.0016865944465865867
476,476,476,476,2020-12-23,203.92857360839844,200.65481567382807,206.04347229003903,0.01631537186673837,-0.010264332367023732
477,477,477,477,2020-12-24,204.0347900390625,203.78370666503903,204.1217193603516,0.001232107208826827,-0.00042587002285454645
478,478,478,478,2020-12-28,203.17530822753903,205.26126098632807,201.81365966796875,-0.010162427867613899,0.0067470584588302795
479,479,479,479,2020-12-29,204.0927581787109,203.26223754882807,198.810287475586,0.004085956348302666,0.026570409258995786
480,480,480,480,2020-12-30,202.7310485839844,203.7257843017578,199.5249481201172,-0.004882718803526642,0.016068669577786743
481,481,481,481,2020-12-31,203.0884246826172,205.763412475586,198.8392639160156,-0.013000308270481264,0.021369827482344395
482,482,482,482,2021-01-04,202.86590576171875,203.92857360839844,200.65481567382807,-0.0052109806285426385,0.011019372151450879
483,483,483,483,2021-01-05,199.9831695556641,204.0347900390625,203.78370666503903,-0.01985749823656413,-0.018649857594463692
484,484,484,484,2021-01-06,208.2831420898437,203.17530822753903,205.26126098632807,0.025140032550531766,0.01472212091553371
485,485,485,485,2021-01-07,210.6145172119141,204.0927581787109,203.26223754882807,0.03195487724014434,0.03617139982196571
