,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,LMT,LMT_6m,LMT_12m,LMT_6m_ret,LMT_12m_ret
57,57,57,57,2019-04-29,289.64697265625,277.0152587890625,263.66961669921875,0.04559934323620096,0.09852237160364563
58,58,58,58,2019-04-30,293.8251342773437,277.896728515625,269.372802734375,0.05731771599759261,0.09077505707612521
59,59,59,59,2019-05-01,292.5205383300781,293.6224060058594,272.99566650390625,-0.0037526689150529924,0.0715208123125739
60,60,60,60,2019-05-02,293.1376037597656,290.99560546875,272.123046875,0.0073609300304215974,0.07722446564556762
61,61,61,61,2019-05-03,294.4774780273437,289.8937072753906,273.31304931640625,0.01581190152430123,0.07743658330208758
62,62,62,62,2019-05-06,295.931884765625,289.4176940917969,273.70086669921875,0.022507921273679843,0.08122377665262137
63,63,63,63,2019-05-07,291.68316650390625,289.64697265625,277.0152587890625,0.007029915862689862,0.05294981864523507
64,64,64,64,2019-05-08,294.5744323730469,293.8251342773437,277.896728515625,0.002550149760149223,0.06001403451744536
65,65,65,65,2019-05-09,299.1405029296875,292.5205383300781,293.6224060058594,0.02263076855184587,0.0187931738551248
66,66,66,66,2019-05-10,300.89471435546875,293.1376037597656,290.99560546875,0.026462352479555307,0.03401807003501922
67,67,67,67,2019-05-13,295.6233825683594,294.4774780273437,289.8937072753906,0.0038913147066184095,0.0197647453158607
68,68,68,68,2019-05-14,296.3286437988281,295.931884765625,289.4176940917969,0.001340710662243616,0.02387880854596003
69,69,69,69,2019-05-15,294.5479736328125,291.68316650390625,289.64697265625,0.009821640251796548,0.01692060141909013
70,70,70,70,2019-05-16,299.1670227050781,294.5744323730469,293.8251342773437,0.015590593844258871,0.01818050195356058
71,71,71,71,2019-05-17,297.9328308105469,299.1405029296875,292.5205383300781,-0.00403714009742262,0.01850226487126716
72,72,72,72,2019-05-20,301.4764709472656,300.89471435546875,293.1376037597656,0.0019334224366254205,0.028446937822190543
73,73,73,73,2019-05-21,303.1865234375,295.6233825683594,294.4774780273437,0.02558370316797154,0.02957457211497716
74,74,74,74,2019-05-22,300.85064697265625,296.3286437988281,295.931884765625,0.01526009472407952,0.01662126475802661
75,75,75,75,2019-05-23,299.766357421875,294.5479736328125,291.68316650390625,0.017716583566002697,0.02771222972807541
76,76,76,76,2019-05-24,298.6292724609375,299.1670227050781,294.5744323730469,-0.0017974917130847423,0.013765078167936817
77,77,77,77,2019-05-28,297.8447570800781,297.9328308105469,299.1405029296875,-0.0002956160629533633,-0.004331562716914816
78,78,78,78,2019-05-29,299.1229858398437,301.4764709472656,300.89471435546875,-0.007806529975712739,-0.0058882008592945345
79,79,79,79,2019-05-30,301.4324035644531,303.1865234375,295.6233825683594,-0.005785612939384066,0.019650072824501486
80,80,80,80,2019-05-31,300.3499755859375,300.85064697265625,296.3286437988281,-0.0016641858402394183,0.01357051325027947
81,81,81,81,2019-06-03,305.6997985839844,299.766357421875,294.5479736328125,0.019793552595893882,0.03786081029052979
82,82,82,82,2019-06-04,309.9405517578125,298.6292724609375,299.1670227050781,0.03787732931758914,0.03601175341894236
83,83,83,83,2019-06-05,312.9126892089844,297.8447570800781,297.9328308105469,0.050589885404144,0.05027931415844211
84,84,84,84,2019-06-06,312.7528991699219,299.1229858398437,301.4764709472656,0.04556625192747954,0.03740400764021401
85,85,85,85,2019-06-07,315.1572570800781,301.4324035644531,303.1865234375,0.045532110527361835,0.03948306642015309
86,86,86,86,2019-06-10,311.9367370605469,300.3499755859375,300.85064697265625,0.03857753426483668,0.036849148238322416
87,87,87,87,2019-06-11,305.2296142578125,305.6997985839844,299.766357421875,-0.0015380589988930327,0.01822504994531049
88,88,88,88,2019-06-12,306.53375244140625,309.9405517578125,298.6292724609375,-0.010991783092224483,0.026469206837393067
89,89,89,89,2019-06-13,309.7010192871094,312.9126892089844,297.8447570800781,-0.010263789333675888,0.03980685214426516
90,90,90,90,2019-06-14,310.64141845703125,312.7528991699219,299.1229858398437,-0.006751274627652459,0.0385073470193118
91,91,91,91,2019-06-17,309.35504150390625,315.1572570800781,301.4324035644531,-0.018410540915126727,0.026283298828418955
92,92,92,92,2019-06-18,313.64013671875,311.9367370605469,300.3499755859375,0.005460721536856061,0.04424891697389155
93,93,93,93,2019-06-19,315.6008605957031,305.2296142578125,305.6997985839844,0.033978506191507885,0.032388186245398076
94,94,94,94,2019-06-20,321.8733215332031,306.53375244140625,309.9405517578125,0.05004202300602767,0.03850018885142492
95,95,95,95,2019-06-21,318.82135009765625,309.7010192871094,312.9126892089844,0.029448824003035723,0.018882778143668233
96,96,96,96,2019-06-24,319.3713684082031,310.64141845703125,312.7528991699219,0.028102981226823864,0.0211619756550534
97,97,97,97,2019-06-25,319.8859558105469,309.35504150390625,315.1572570800781,0.0340415150677531,0.015004251446658623
98,98,98,98,2019-06-26,318.9455871582031,313.64013671875,311.9367370605469,0.01691572543921782,0.022468819042291255
99,99,99,99,2019-06-27,318.581787109375,315.6008605957031,305.2296142578125,0.009445242031486556,0.04374468343784166
100,100,100,100,2019-06-28,322.52984619140625,321.8733215332031,306.53375244140625,0.002039698894819475,0.05218379255986716
101,101,101,101,2019-07-01,320.6933288574219,318.82135009765625,309.7010192871094,0.005871560230179762,0.03549329477705743
102,102,102,102,2019-07-02,326.1051940917969,319.3713684082031,310.64141845703125,0.021084625453922756,0.04978014751405291
103,103,103,103,2019-07-03,328.59820556640625,319.8859558105469,309.35504150390625,0.02723548689026911,0.06220413919537493
104,104,104,104,2019-07-05,328.1900939941406,318.9455871582031,313.64013671875,0.028984589247043058,0.0463906100399325
105,105,105,105,2019-07-08,327.5335693359375,318.581787109375,315.6008605957031,0.028098851186019624,0.03780949366776487
106,106,106,106,2019-07-09,328.021484375,322.52984619140625,321.8733215332031,0.017026759688883786,0.019101188046622974
107,107,107,107,2019-07-10,326.62860107421875,320.6933288574219,318.82135009765625,0.018507626079854234,0.024487854951279475
108,108,108,108,2019-07-11,326.6907958984375,326.1051940917969,319.3713684082031,0.0017957451069479102,0.022918233173861324
109,109,109,109,2019-07-12,327.7731628417969,328.59820556640625,319.8859558105469,-0.0025107949788929496,0.024656309187644387
110,110,110,110,2019-07-15,326.211669921875,328.1900939941406,318.9455871582031,-0.006028286985106046,0.02278157483981036
111,111,111,111,2019-07-16,324.1355895996094,327.5335693359375,318.581787109375,-0.010374447245872886,0.017432893890847678
112,112,112,112,2019-07-17,318.03173828125,328.021484375,322.52984619140625,-0.030454548161026995,-0.013946330745114421
113,113,113,113,2019-07-18,316.02667236328125,326.62860107421875,320.6933288574219,-0.03245866613049131,-0.01455177290643106
114,114,114,114,2019-07-19,316.6920471191406,326.6907958984375,326.1051940917969,-0.03060615390708865,-0.028865369651261963
115,115,115,115,2019-07-22,317.2865600585937,327.7731628417969,328.59820556640625,-0.031993475891327505,-0.03442394181159514
116,116,116,116,2019-07-23,317.43731689453125,326.211669921875,328.1900939941406,-0.02689772879506469,-0.03276386855174662
117,117,117,117,2019-07-24,327.2851867675781,324.1355895996094,327.5335693359375,0.009716912517564902,-0.0007583423246141363
118,118,118,118,2019-07-25,328.5449523925781,318.03173828125,328.021484375,0.033057122437355035,0.0015958345489945902
119,119,119,119,2019-07-26,327.7820129394531,316.02667236328125,326.62860107421875,0.03719730517764264,0.0035312641374363185
120,120,120,120,2019-07-29,327.9239501953125,316.6920471191406,326.6907958984375,0.03546632502566882,0.0037746833163256888
121,121,121,121,2019-07-30,324.7034606933594,317.2865600585937,327.7731628417969,0.02337603153879564,-0.009365324854003099
122,122,122,122,2019-07-31,321.3144226074219,317.43731689453125,326.211669921875,0.012213767904857953,-0.01501248350687756
123,123,123,123,2019-08-01,322.1305847167969,327.2851867675781,324.1355895996094,-0.01574957333599636,-0.00618569804472624
124,124,124,124,2019-08-02,321.08367919921875,328.5449523925781,318.03173828125,-0.02271005273106097,0.009596340712604512
125,125,125,125,2019-08-05,317.9962463378906,327.7820129394531,316.02667236328125,-0.02985449541238283,0.006232302988480987
126,126,126,126,2019-08-06,325.40435791015625,327.9239501953125,316.6920471191406,-0.00768346527801822,0.02751035547077696
127,127,127,127,2019-08-07,327.6400451660156,324.7034606933594,317.2865600585937,0.009043896441342403,0.03263133838858456
128,128,128,128,2019-08-08,334.62225341796875,321.3144226074219,317.43731689453125,0.04141684865109907,0.054136472332732
129,129,129,129,2019-08-09,334.480224609375,322.1305847167969,327.2851867675781,0.03833737148378935,0.021984000904099688
130,130,130,130,2019-08-12,334.471435546875,321.08367919921875,328.5449523925781,0.04169553675554383,0.018038576186114375
131,131,131,131,2019-08-13,334.6666564941406,317.9962463378906,327.7820129394531,0.05242329225023834,0.021003725899868764
132,132,132,132,2019-08-14,327.3206481933594,325.40435791015625,327.9239501953125,0.005888950890240441,-0.0018397619374669327
133,133,133,133,2019-08-15,331.3307189941406,327.6400451660156,324.7034606933594,0.01126441618653451,0.020410186841340217
134,134,134,134,2019-08-16,334.471435546875,334.62225341796875,321.3144226074219,-0.00045071082258651973,0.040947470806588226
135,135,135,135,2019-08-19,337.5499572753906,334.480224609375,322.1305847167969,0.009177620798361596,0.047866838140034895
136,136,136,136,2019-08-20,338.6855773925781,334.471435546875,321.08367919921875,0.012599407297106957,0.05482028310270537
137,137,137,137,2019-08-21,339.7945861816406,334.6666564941406,317.9962463378906,0.015322499531977618,0.06854904765318492
138,138,138,138,2019-08-22,342.34967041015625,327.3206481933594,325.40435791015625,0.045915289181263974,0.05207463295460402
139,139,139,139,2019-08-23,334.3738098144531,331.3307189941406,327.6400451660156,0.00918445120196143,0.020552324869279825
140,140,140,140,2019-08-26,337.4169006347656,334.471435546875,334.62225341796875,0.00880632776032031,0.008351647830505016
141,141,141,141,2019-08-27,337.1241149902344,337.5499572753906,334.480224609375,-0.0012615681796955824,0.007904474424301311
142,142,142,142,2019-08-28,337.9935913085937,338.6855773925781,334.471435546875,-0.002043151908952767,0.010530512885083443
143,143,143,143,2019-08-29,341.063232421875,339.7945861816406,334.6666564941406,0.003733568137416432,0.01911327526543216
144,144,144,144,2019-08-30,342.74072265625,342.34967041015625,327.3206481933594,0.0011422597416999025,0.047109996109324204
145,145,145,145,2019-09-03,343.2582702636719,334.3738098144531,331.3307189941406,0.026570443582734082,0.03599892972719565
146,146,146,146,2019-09-04,347.17547607421875,337.4169006347656,334.471435546875,0.028921418639952012,0.0379824378921092
147,147,147,147,2019-09-05,343.6687927246094,337.1241149902344,337.5499572753906,0.019413258925617294,0.018127199596196908
148,148,148,148,2019-09-06,344.9268798828125,337.9935913085937,338.6855773925781,0.020513077030175353,0.018428013788729825
149,149,149,149,2019-09-09,339.2607727050781,341.063232421875,339.7945861816406,-0.005284825643613655,-0.0015709887628320152
150,150,150,150,2019-09-10,340.2511901855469,342.74072265625,342.34967041015625,-0.007263602793998847,-0.006129639973350254
151,151,151,151,2019-09-11,340.4564819335937,343.2582702636719,334.3738098144531,-0.008162333067535443,0.018191233704924148
152,152,152,152,2019-09-12,344.9893798828125,347.17547607421875,337.4169006347656,-0.0062968047631881685,0.022442501350113497
153,153,153,153,2019-09-13,343.4099426269531,343.6687927246094,337.1241149902344,-0.000753196400534617,0.018645440528337165
154,154,154,154,2019-09-16,350.36993408203125,344.9268798828125,337.9935913085937,0.015780313210347563,0.03661709302096727
155,155,155,155,2019-09-17,351.5477294921875,339.2607727050781,341.063232421875,0.03621685079928327,0.03074062541383471
156,156,156,156,2019-09-18,354.2781677246094,340.2511901855469,342.74072265625,0.04122535921597592,0.03366231178759227
157,157,157,157,2019-09-19,351.0570068359375,340.4564819335937,343.2582702636719,0.03113621113082954,0.022719733937583086
158,158,158,158,2019-09-20,346.43487548828125,344.9893798828125,347.17547607421875,0.004189971314362717,-0.002133216880155331
159,159,159,159,2019-09-23,345.9173583984375,343.4099426269531,343.6687927246094,0.007301523515317099,0.006542827633552184
160,160,160,160,2019-09-24,347.2557373046875,350.36993408203125,344.9268798828125,-0.008888310538125777,0.006751742348019452
161,161,161,161,2019-09-25,348.380126953125,351.5477294921875,339.2607727050781,-0.009010448008405891,0.02688007273972226
162,162,162,162,2019-09-26,350.6019287109375,354.2781677246094,340.2511901855469,-0.010376702118798153,0.030420873824853034
163,163,163,163,2019-09-27,346.09588623046875,351.0570068359375,340.4564819335937,-0.014131951531698883,0.016564244172549092
164,164,164,164,2019-09-30,348.0500183105469,346.43487548828125,344.9893798828125,0.0046621831014823645,0.00887168882930256
165,165,165,165,2019-10-01,342.8121032714844,345.9173583984375,343.4099426269531,-0.008976869912889485,-0.0017408912243352948
166,166,166,166,2019-10-02,337.4315795898437,347.2557373046875,350.36993408203125,-0.028290843489286788,-0.036927696225094286
167,167,167,167,2019-10-03,339.12701416015625,348.380126953125,351.5477294921875,-0.026560392160985047,-0.035331519136741485
168,168,168,168,2019-10-04,343.4903259277344,350.6019287109375,354.2781677246094,-0.02028398077942828,-0.03045020207189486
169,169,169,169,2019-10-07,342.4463195800781,346.09588623046875,351.0570068359375,-0.01054495819103829,-0.024527888884677607
170,170,170,170,2019-10-08,340.96514892578125,348.0500183105469,346.43487548828125,-0.020355894302652167,-0.015788614107603127
171,171,171,171,2019-10-09,343.1869506835937,342.8121032714844,345.9173583984375,0.0010934485933609128,-0.007893237065307535
172,172,172,172,2019-10-10,345.21240234375,337.4315795898437,347.2557373046875,0.023058964319119468,-0.005884236720744673
173,173,173,173,2019-10-11,340.3851013183594,339.12701416015625,348.380126953125,0.003709781602974749,-0.0229491438122168
174,174,174,174,2019-10-14,341.4023132324219,343.4903259277344,350.6019287109375,-0.0060788107777794975,-0.026239489076229416
175,175,175,175,2019-10-15,341.5272521972656,342.4463195800781,346.09588623046875,-0.0026838290565934786,-0.013200486382437981
176,176,176,176,2019-10-16,341.6075439453125,340.96514892578125,348.0500183105469,0.0018840489168912011,-0.01851019688637423
177,177,177,177,2019-10-17,336.45001220703125,343.1869506835937,342.8121032714844,-0.019630520517004313,-0.018558536888689692
178,178,178,178,2019-10-18,332.3634033203125,345.21240234375,337.4315795898437,-0.03722056025855913,-0.015019863510379428
179,179,179,179,2019-10-21,333.76422119140625,340.3851013183594,339.12701416015625,-0.019451145485832155,-0.015813523384537453
180,180,180,180,2019-10-22,333.4340209960937,341.4023132324219,343.4903259277344,-0.02333988941341325,-0.0292768214198742
181,181,181,181,2019-10-23,332.9076538085937,341.5272521972656,342.4463195800781,-0.02523839117732618,-0.027854484706336224
182,182,182,182,2019-10-24,334.3798522949219,341.6075439453125,340.96514892578125,-0.02115788066889912,-0.019313694234165846
183,183,183,183,2019-10-25,330.80181884765625,336.45001220703125,343.1869506835937,-0.016787615260656974,-0.036088586151855506
184,184,184,184,2019-10-28,331.7922668457031,332.3634033203125,345.21240234375,-0.0017184096350673084,-0.038875009724255505
185,185,185,185,2019-10-29,331.13201904296875,333.76422119140625,340.3851013183594,-0.007886411967830353,-0.02718415770711513
186,186,186,186,2019-10-30,337.8598937988281,333.4340209960937,341.4023132324219,0.01327360894222096,-0.01037608503602061
187,187,187,187,2019-10-31,336.1109619140625,332.9076538085937,341.5272521972656,0.009622212252622386,-0.015859028081526838
188,188,188,188,2019-11-01,338.3327941894531,334.3798522949219,341.6075439453125,0.011821710750218095,-0.009586292264036289
189,189,189,189,2019-11-04,334.1479797363281,330.80181884765625,336.45001220703125,0.010115303780155127,-0.006842123308607895
190,190,190,190,2019-11-05,333.3894348144531,331.7922668457031,332.3634033203125,0.0048137588736894,0.0030870772289925963
191,191,191,191,2019-11-06,338.885986328125,331.13201904296875,333.76422119140625,0.023416543370123444,0.015345458894413744
192,192,192,192,2019-11-07,337.9580383300781,337.8598937988281,333.4340209960937,0.00029048884774840467,0.01356795362533636
193,193,193,193,2019-11-08,340.73309326171875,336.1109619140625,332.9076538085937,0.013751801849408496,0.02350633685828174
194,194,194,194,2019-11-11,340.3048095703125,338.3327941894531,334.3798522949219,0.0058286261773226045,0.01771924126028024
195,195,195,195,2019-11-12,344.6948547363281,334.1479797363281,330.80181884765625,0.0315634857595799,0.041998063786553796
196,196,196,196,2019-11-13,345.9352111816406,333.3894348144531,331.7922668457031,0.03763099563778871,0.04262590105065511
197,197,197,197,2019-11-14,348.1391906738281,338.885986328125,331.13201904296875,0.02730477127709774,0.05136069800804277
198,198,198,198,2019-11-15,351.1640930175781,337.9580383300781,337.8598937988281,0.039076018883154484,0.0393778588786029
199,199,199,199,2019-11-18,350.45916748046875,340.73309326171875,336.1109619140625,0.02854455411314971,0.042688895014601824
200,200,200,200,2019-11-19,348.7191467285156,340.3048095703125,338.3327941894531,0.024725883741776977,0.03069862785233446
201,201,201,201,2019-11-20,350.4056701660156,344.6948547363281,334.1479797363281,0.016567742022305376,0.048654163471274714
202,202,202,202,2019-11-21,348.2283935546875,345.9352111816406,333.3894348144531,0.006628935994152929,0.04450938509342062
203,203,203,203,2019-11-22,348.6566772460937,348.1391906738281,338.885986328125,0.0014864358455708437,0.02883179391344992
204,204,204,204,2019-11-25,347.97857666015625,351.1640930175781,337.9580383300781,-0.009071304329689611,0.029650244094183265
205,205,205,205,2019-11-26,350.2271423339844,350.45916748046875,340.73309326171875,-0.0006620604281875053,0.02786359546524353
206,206,206,206,2019-11-27,351.77978515625,348.7191467285156,340.3048095703125,0.008776800632966486,0.03371969852681911
207,207,207,207,2019-11-29,351.052490234375,350.4056701660156,344.6948547363281,0.0018459178130676435,0.01844424252549426
208,208,208,208,2019-12-02,344.4001159667969,348.2283935546875,345.9352111816406,-0.010993582541652835,-0.004437522302514929
209,209,209,209,2019-12-03,342.60455322265625,348.6566772460937,348.1391906738281,-0.01735840561334112,-0.015897771924095916
210,210,210,210,2019-12-04,345.2619934082031,347.97857666015625,351.1640930175781,-0.007806754306619812,-0.016807241192167033
211,211,211,211,2019-12-05,346.4830017089844,350.2271423339844,350.45916748046875,-0.010690606673281478,-0.011345589273837331
212,212,212,212,2019-12-06,347.3088684082031,351.77978515625,348.7191467285156,-0.012709419178424497,-0.0040441665837477325
213,213,213,213,2019-12-09,344.148681640625,351.052490234375,350.4056701660156,-0.019666029399594276,-0.017856413460507592
214,214,214,214,2019-12-10,345.13629150390625,344.4001159667969,348.2283935546875,0.002137558911798898,-0.008879523060188466
215,215,215,215,2019-12-11,346.7523498535156,342.60455322265625,348.6566772460937,0.012106659388626761,-0.005461898529004583
216,216,216,216,2019-12-12,344.7861633300781,345.2619934082031,347.97857666015625,-0.0013781710330404984,-0.009174166297012953
217,217,217,217,2019-12-13,346.958740234375,346.4830017089844,350.2271423339844,0.0013730501151401064,-0.009332235296864999
218,218,218,218,2019-12-16,346.491943359375,347.3088684082031,351.77978515625,-0.0023521571809331787,-0.01503168180777159
219,219,219,219,2019-12-17,347.3358764648437,344.148681640625,351.052490234375,0.009261098456122774,-0.01058705997798215
220,220,220,220,2019-12-18,341.6619873046875,345.13629150390625,344.4001159667969,-0.010066470216967716,-0.007950428978291457
221,221,221,221,2019-12-19,343.9781494140625,346.7523498535156,342.60455322265625,-0.008000523833868955,0.004009275937770562
222,222,222,222,2019-12-20,346.958740234375,344.7861633300781,345.2619934082031,0.006301229966171773,0.004914374760519369
223,223,223,223,2019-12-23,351.8336486816406,346.958740234375,346.4830017089844,0.014050398165420308,0.015442740181379255
224,224,224,224,2019-12-24,350.2804870605469,346.491943359375,347.3088684082031,0.010934002287154021,0.00855612661422489
225,225,225,225,2019-12-26,352.1927185058594,347.3358764648437,344.148681640625,0.013983128061656691,0.023373725643483168
226,226,226,226,2019-12-27,353.3598327636719,341.6619873046875,345.13629150390625,0.03423806537937302,0.023826938696977162
227,227,227,227,2019-12-30,351.8336486816406,343.9781494140625,346.7523498535156,0.02283720428451419,0.01465397085346809
228,228,228,228,2019-12-31,349.5713195800781,346.958740234375,344.7861633300781,0.007529942447733973,0.01387862031290088
229,229,229,229,2020-01-02,358.5399169921875,351.8336486816406,346.958740234375,0.01906090658376769,0.03337911807608385
230,230,230,230,2020-01-03,371.4407958984375,350.2804870605469,346.491943359375,0.06040961349420826,0.0720041346334741
231,231,231,231,2020-01-06,370.8752136230469,352.1927185058594,347.3358764648437,0.05304622763481892,0.06777110789068108
232,232,232,232,2020-01-07,372.12310791015625,353.3598327636719,341.6619873046875,0.05309962651876532,0.08915572038250819
233,233,233,233,2020-01-08,369.0079040527344,351.8336486816406,343.9781494140625,0.04881356696679684,0.0727655366519877
234,234,234,234,2020-01-09,372.5090942382813,349.5713195800781,346.958740234375,0.06561686664042443,0.07364090031756154
235,235,235,235,2020-01-10,371.5216369628906,358.5399169921875,351.8336486816406,0.03620718183795968,0.0559582301324022
236,236,236,236,2020-01-13,376.1809692382813,371.4407958984375,350.2804870605469,0.012761585136006115,0.07394212105585396
237,237,237,237,2020-01-14,373.5954284667969,370.8752136230469,352.1927185058594,0.007334582479040508,0.060769882045648815
238,238,238,238,2020-01-15,377.9137268066406,372.12310791015625,353.3598327636719,0.015561030135979648,0.06948694154321289
239,239,239,239,2020-01-16,382.1780090332031,369.0079040527344,351.8336486816406,0.03569057691129185,0.08624632824423184
240,240,240,240,2020-01-17,382.1421203613281,372.5090942382813,349.5713195800781,0.025859841469762612,0.09317354987925097
241,241,241,241,2020-01-21,382.5820617675781,371.5216369628906,358.5399169921875,0.0297706074270776,0.06705569906157627
242,242,242,242,2020-01-22,381.0289001464844,376.1809692382813,371.4407958984375,0.012887230627374624,0.025813277254199463
243,243,243,243,2020-01-23,384.9431457519531,373.5954284667969,370.8752136230469,0.03037434727648103,0.037931712910868054
244,244,244,244,2020-01-24,388.2828674316406,377.9137268066406,372.12310791015625,0.027437851259383805,0.04342584262567728
245,245,245,245,2020-01-27,388.1751403808594,382.1780090332031,369.0079040527344,0.01569198437876418,0.05194261726541738
