,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,SHW,SHW_6m,SHW_12m,SHW_6m_ret,SHW_12m_ret
61,61,61,61,2019-05-03,145.599853515625,144.1276092529297,143.86251831054688,0.010214866328016825,0.012076357521615622
62,62,62,62,2019-05-06,144.47885131835938,145.84254455566406,141.44815063476562,-0.009350448742233786,0.02142623053036119
63,63,63,63,2019-05-07,142.74798583984375,144.20101928710938,144.48846435546875,-0.01007644366488547,-0.01204579565149988
64,64,64,64,2019-05-08,141.9591064453125,145.2549285888672,144.31597900390625,-0.022689916105244623,-0.01633133472025272
65,65,65,65,2019-05-09,141.14479064941406,142.91403198242188,147.0465545654297,-0.01237975941526459,-0.04013534307864097
66,66,66,66,2019-05-10,140.49325561523438,144.56515502929688,146.23536682128906,-0.02816653441306316,-0.03926622766346255
67,67,67,67,2019-05-13,137.60943603515625,145.599853515625,144.1276092529297,-0.0548792961499186,-0.04522501449624883
68,68,68,68,2019-05-14,138.73362731933594,144.47885131835938,145.84254455566406,-0.03976515556843563,-0.04874378226179976
69,69,69,69,2019-05-15,137.6190185546875,142.74798583984375,144.20101928710938,-0.035930225249627745,-0.04564462002391867
70,70,70,70,2019-05-16,138.73648071289062,141.9591064453125,145.2549285888672,-0.022701084932958082,-0.04487591532557578
71,71,71,71,2019-05-17,139.50497436523438,141.14479064941406,142.91403198242188,-0.01161797241424789,-0.023853904126130976
72,72,72,72,2019-05-20,135.92835998535156,140.49325561523438,144.56515502929688,-0.03249192005618107,-0.05974326968483534
73,73,73,73,2019-05-21,138.30101013183594,137.60943603515625,145.599853515625,0.005025629903046891,-0.05012946927866102
74,74,74,74,2019-05-22,138.14735412597656,138.73362731933594,144.47885131835938,-0.004225891045217867,-0.04382300339882517
75,75,75,75,2019-05-23,137.86874389648438,137.6190185546875,142.74798583984375,0.0018146135935248608,-0.03418081113125926
76,76,76,76,2019-05-24,137.91680908203125,138.73648071289062,141.9591064453125,-0.005908118950744168,-0.028475083173607363
77,77,77,77,2019-05-28,136.73526000976562,139.50497436523438,141.14479064941406,-0.019853875233276197,-0.031241185872747934
78,78,78,78,2019-05-29,136.54635620117188,135.92835998535156,140.49325561523438,0.004546484750400204,-0.028093159324827588
79,79,79,79,2019-05-30,135.94757080078125,138.30101013183594,137.60943603515625,-0.01701679061354111,-0.012076680802255657
80,80,80,80,2019-05-31,134.30816650390625,138.14735412597656,138.73362731933594,-0.02779052589432407,-0.031898977205023216
81,81,81,81,2019-06-03,136.66482543945312,137.86874389648438,137.6190185546875,-0.008732352402769261,-0.006933584654618019
82,82,82,82,2019-06-04,139.41213989257812,137.91680908203125,138.73648071289062,0.010842266584470295,0.004870090233049407
83,83,83,83,2019-06-05,144.01663208007812,136.73526000976562,139.50497436523438,0.05325160510750826,0.032340479150456014
84,84,84,84,2019-06-06,149.39280700683594,136.54635620117188,135.92835998535156,0.09408124217344604,0.09905546585668645
85,85,85,85,2019-06-07,151.76870727539062,135.94757080078125,138.30101013183594,0.11637675010606707,0.09737960070368645
86,86,86,86,2019-06-10,150.9906005859375,134.30816650390625,138.14735412597656,0.12421012449415025,0.09296773391873425
87,87,87,87,2019-06-11,150.7728729248047,136.66482543945312,137.86874389648438,0.10323100651529304,0.09359720458473952
88,88,88,88,2019-06-12,151.73345947265625,139.41213989257812,137.91680908203125,0.08838053550840064,0.10018104741973133
89,89,89,89,2019-06-13,153.37928771972656,144.01663208007812,136.73526000976562,0.0650109331430726,0.12172447478998638
90,90,90,90,2019-06-14,151.66302490234375,149.39280700683594,136.54635620117188,0.015196299882121789,0.11070722882491779
91,91,91,91,2019-06-17,149.7770233154297,151.76870727539062,135.94757080078125,-0.013123152958975592,0.10172636725458117
92,92,92,92,2019-06-18,148.81959533691406,150.9906005859375,134.30816650390625,-0.014378413229688358,0.10804576676717392
93,93,93,93,2019-06-19,148.8932647705078,150.7728729248047,136.66482543945312,-0.012466487623634337,0.08947759082656037
94,94,94,94,2019-06-20,151.0258026123047,151.73345947265625,139.41213989257812,-0.004663815501280921,0.08330452949560407
95,95,95,95,2019-06-21,149.1142120361328,153.37928771972656,144.01663208007812,-0.02780737703898728,0.035395772574519535
96,96,96,96,2019-06-24,149.20069885253906,151.66302490234375,149.39280700683594,-0.016235506652924725,-0.0012859263986390035
97,97,97,97,2019-06-25,148.3585205078125,149.7770233154297,151.76870727539062,-0.009470763780835889,-0.02246963045807726
98,98,98,98,2019-06-26,145.45751953125,148.81959533691406,150.9906005859375,-0.022591620398191736,-0.03664520197426657
99,99,99,99,2019-06-27,145.61119079589844,148.8932647705078,150.7728729248047,-0.02204313257331081,-0.03423481975753384
100,100,100,100,2019-06-28,146.7447509765625,151.0258026123047,151.73345947265625,-0.028346491537820095,-0.03287810423246007
101,101,101,101,2019-07-01,147.70851135253906,149.1142120361328,153.37928771972656,-0.009427006751396183,-0.03697224345929839
102,102,102,102,2019-07-02,148.3777618408203,149.20069885253906,151.66302490234375,-0.005515637782180116,-0.021661595261197153
103,103,103,103,2019-07-03,150.5455322265625,148.3585205078125,149.7770233154297,0.014741396121126904,0.0051310200598280176
104,104,104,104,2019-07-05,149.25831604003906,145.45751953125,148.81959533691406,0.026129941724824413,0.002948003602158522
105,105,105,105,2019-07-08,148.1856231689453,145.61119079589844,148.8932647705078,0.017680182127316257,-0.004752677044547293
106,106,106,106,2019-07-09,147.9774932861328,146.7447509765625,151.0258026123047,0.008400588786764862,-0.020184029970012007
107,107,107,107,2019-07-10,146.5045623779297,147.70851135253906,149.1142120361328,-0.008150843601259283,-0.017501012294996787
108,108,108,108,2019-07-11,148.9573211669922,148.3777618408203,149.20069885253906,0.0039059716158384994,-0.0016312100909622318
109,109,109,109,2019-07-12,150.40780639648438,150.5455322265625,148.3585205078125,-0.0009148450175914258,0.013813065010741754
110,110,110,110,2019-07-15,151.73345947265625,149.25831604003906,145.45751953125,0.016582951612245322,0.04314620489632315
111,111,111,111,2019-07-16,149.70657348632812,148.1856231689453,145.61119079589844,0.010263818343894116,0.028125466648852182
112,112,112,112,2019-07-17,146.28363037109375,147.9774932861328,146.7447509765625,-0.011446760432437975,-0.0031423311730066628
113,113,113,113,2019-07-18,146.55262756347656,146.5045623779297,147.70851135253906,0.0003280797865043983,-0.007825437941783364
114,114,114,114,2019-07-19,146.20359802246094,148.9573211669922,148.3777618408203,-0.018486658614410234,-0.01465289536239145
115,115,115,115,2019-07-22,145.5599365234375,150.40780639648438,150.5455322265625,-0.03223150439590605,-0.033116862582291406
116,116,116,116,2019-07-23,156.971923828125,151.73345947265625,149.25831604003906,0.03452412126946047,0.051679584714172444
117,117,117,117,2019-07-24,160.46212768554688,149.70657348632812,148.1856231689453,0.07184423468352907,0.08284544920127113
118,118,118,118,2019-07-25,163.07814025878906,146.28363037109375,147.9774932861328,0.11480785543188143,0.10204691698255264
119,119,119,119,2019-07-26,164.0387420654297,146.55262756347656,146.5045623779297,0.1193162810702888,0.11968350611681333
120,120,120,120,2019-07-29,163.34715270996094,146.20359802246094,148.9573211669922,0.1172580902206406,0.09660372132254369
121,121,121,121,2019-07-30,164.90972900390625,145.5599365234375,150.40780639648438,0.13293350452480523,0.0964173532934447
122,122,122,122,2019-07-31,164.2757110595703,156.971923828125,151.73345947265625,0.04652925856628043,0.08265976160106137
123,123,123,123,2019-08-01,164.2468719482422,160.46212768554688,149.70657348632812,0.023586526723066825,0.09712531736785723
124,124,124,124,2019-08-02,163.4528045654297,163.07814025878906,146.28363037109375,0.002297452657027188,0.11736907370141836
125,125,125,125,2019-08-05,158.6145782470703,164.0387420654297,146.55262756347656,-0.03306635828867699,0.08230456788206908
126,126,126,126,2019-08-06,159.73843383789062,163.34715270996094,146.20359802246094,-0.022092327978792237,0.09257525805452715
127,127,127,127,2019-08-07,164.2596893310547,164.90972900390625,145.5599365234375,-0.003941790922694199,0.12846771752065322
128,128,128,128,2019-08-08,167.56417846679688,164.2757110595703,156.971923828125,0.020017977009602284,0.0674786572041366
129,129,129,129,2019-08-09,166.42745971679688,164.2468719482422,160.46212768554688,0.013276281871851037,0.03717594997207119
130,130,130,130,2019-08-12,165.13706970214844,163.4528045654297,163.07814025878906,0.010304290227363788,0.012625416503352582
131,131,131,131,2019-08-13,168.37750244140625,158.6145782470703,164.0387420654297,0.06155124139427115,0.026449607704538414
132,132,132,132,2019-08-14,164.986572265625,159.73843383789062,163.34715270996094,0.03285457545590065,0.01003641342053263
133,133,133,133,2019-08-15,166.9344482421875,164.2596893310547,164.90972900390625,0.016283720747468422,0.01227774280214411
134,134,134,134,2019-08-16,170.1082305908203,167.56417846679688,164.2757110595703,0.015182553617971273,0.03550445463684526
135,135,135,135,2019-08-19,169.57870483398438,166.42745971679688,164.2468719482422,0.018934646497337893,0.032462310073231526
136,136,136,136,2019-08-20,168.15391540527344,165.13706970214844,163.4528045654297,0.018268737047147487,0.028761273643132412
137,137,137,137,2019-08-21,169.3284149169922,168.37750244140625,158.6145782470703,0.005647503150943978,0.06754635537493403
138,138,138,138,2019-08-22,167.99346923828125,164.986572265625,159.73843383789062,0.01822510117862919,0.05167845459639464
139,139,139,139,2019-08-23,164.49557495117188,166.9344482421875,164.2596893310547,-0.014609766388524736,0.0014360530028871832
140,140,140,140,2019-08-26,164.77157592773438,170.1082305908203,167.56417846679688,-0.03137211318083,-0.016665868353335833
141,141,141,141,2019-08-27,165.3909454345703,169.57870483398438,166.42745971679688,-0.024695078332587994,-0.006228024413701627
142,142,142,142,2019-08-28,167.73348999023438,168.15391540527344,165.13706970214844,-0.0025002416032108288,0.015722819187533155
143,143,143,143,2019-08-29,168.37210083007812,169.3284149169922,168.37750244140625,-0.005647688176747323,-3.208036257695834e-05
144,144,144,144,2019-08-30,169.036376953125,167.99346923828125,164.986572265625,0.0062080253451073375,0.024546268413770722
145,145,145,145,2019-09-03,169.1743621826172,164.49557495117188,166.9344482421875,0.028443240694068228,0.013417925203670578
146,146,146,146,2019-09-04,171.5779266357422,164.77157592773438,170.1082305908203,0.04130779638226523,0.008639770338080277
147,147,147,147,2019-09-05,171.52980041503906,165.3909454345703,169.57870483398438,0.037117237369546974,0.01150554595262876
148,148,148,148,2019-09-06,171.6004180908203,167.73348999023438,168.15391540527344,0.0230540013256213,0.020496119149175485
149,149,149,149,2019-09-09,167.84263610839844,168.37210083007812,169.3284149169922,-0.003144610770248857,-0.008774539165928519
150,150,150,150,2019-09-10,167.42544555664062,169.036376953125,167.99346923828125,-0.00953008710622738,-0.0033812247834167364
151,151,151,151,2019-09-11,169.24496459960938,169.1743621826172,164.49557495117188,0.0004173352042313727,0.02887244626396357
152,152,152,152,2019-09-12,172.95140075683594,171.5779266357422,164.77157592773438,0.008004958143652319,0.04964342170696412
153,153,153,153,2019-09-13,173.77613830566406,171.52980041503906,165.3909454345703,0.013095904531980285,0.05069922569860985
154,154,154,154,2019-09-16,169.27381896972656,171.6004180908203,167.73348999023438,-0.013558236902793452,0.009183192811297758
155,155,155,155,2019-09-17,172.4925079345703,167.84263610839844,168.37210083007812,0.02770375831781391,0.024472030010782575
156,156,156,156,2019-09-18,174.19970703125,167.42544555664062,169.036376953125,0.040461361485925496,0.030545674080300733
157,157,157,157,2019-09-19,176.42677307128906,169.24496459960938,169.1743621826172,0.04243439968019147,0.042869444253279765
158,158,158,158,2019-09-20,176.67071533203125,172.95140075683594,171.5779266357422,0.021504969366652027,0.0296820738899648
159,159,159,159,2019-09-23,173.81787109375,173.77613830566406,171.52980041503906,0.00024015258074450152,0.013339202127995442
160,160,160,160,2019-09-24,174.0906219482422,169.27381896972656,171.6004180908203,0.028455687996128187,0.014511642134251268
161,161,161,161,2019-09-25,174.7452850341797,172.4925079345703,167.84263610839844,0.013060144620680614,0.041125718028661495
162,162,162,162,2019-09-26,175.96792602539062,174.19970703125,167.42544555664062,0.010150527944478238,0.05102259361083816
163,163,163,163,2019-09-27,174.66183471679688,176.42677307128906,169.24496459960938,-0.010003801145186841,0.03200609323888859
164,164,164,164,2019-09-30,176.45567321777344,176.67071533203125,172.95140075683594,-0.001217191620318414,0.020261602077825236
165,165,165,165,2019-10-01,174.84793090820312,173.81787109375,173.77613830566406,0.005926086932094288,0.006167662677909469
166,166,166,166,2019-10-02,173.6124725341797,174.0906219482422,169.27381896972656,-0.002746554689227687,0.025630978203599497
167,167,167,167,2019-10-03,174.31202697753906,174.7452850341797,172.4925079345703,-0.0024793690802923374,0.010548394621631596
168,168,168,168,2019-10-04,176.1251220703125,175.96792602539062,174.19970703125,0.0008933221438274241,0.011052917779690086
169,169,169,169,2019-10-07,176.266357421875,174.66183471679688,176.42677307128906,0.009186452825711733,-0.0009092477667731469
170,170,170,170,2019-10-08,175.19451904296875,176.45567321777344,176.67071533203125,-0.007147144389334725,-0.008355636565393287
171,171,171,171,2019-10-09,178.313720703125,174.84793090820312,173.81787109375,0.019821737534551964,0.02586528980642111
172,172,172,172,2019-10-10,179.2892303466797,173.6124725341797,174.0906219482422,0.03269786858995638,0.029861507416425237
173,173,173,173,2019-10-11,176.5006103515625,174.31202697753906,174.7452850341797,0.01255555002125841,0.010045051098457325
174,174,174,174,2019-10-14,176.60972595214844,176.1251220703125,175.96792602539062,0.002751475065791542,0.003647255163223395
175,175,175,175,2019-10-15,179.35025024414062,176.266357421875,174.66183471679688,0.017495640503222276,0.026842816205072673
176,176,176,176,2019-10-16,181.0670928955078,175.19451904296875,176.45567321777344,0.033520305798486305,0.026133586943635212
177,177,177,177,2019-10-17,179.8797149658203,178.313720703125,174.84793090820312,0.008782242087262304,0.02877805891943286
178,178,178,178,2019-10-18,179.98239135742188,179.2892303466797,173.6124725341797,0.0038661608921064516,0.036690444702860425
179,179,179,179,2019-10-21,176.6289825439453,176.5006103515625,174.31202697753906,0.0007273186881739946,0.013292000595603204
180,180,180,180,2019-10-22,181.91749572753903,176.60972595214844,176.1251220703125,0.03005366633561679,0.03288783331496625
181,181,181,181,2019-10-23,180.94834899902344,179.35025024414062,176.266357421875,0.008910490800583704,0.026562026047560305
182,182,182,182,2019-10-24,184.2151794433593,181.0670928955078,175.19451904296875,0.017386298622843688,0.051489398467871705
183,183,183,183,2019-10-25,184.4975433349609,179.8797149658203,178.313720703125,0.025671757207409662,0.034679454881272775
184,184,184,184,2019-10-28,185.55975341796875,179.98239135742188,179.2892303466797,0.03098837624326789,0.03497434318371595
185,185,185,185,2019-10-29,186.6411895751953,176.6289825439453,176.5006103515625,0.05668496125067679,0.057453507970506745
186,186,186,186,2019-10-30,188.123779296875,181.91749572753903,176.60972595214844,0.03411592460920421,0.0651948995597571
187,187,187,187,2019-10-31,183.65997314453125,180.94834899902344,179.35025024414062,0.014985625237854183,0.024029645314260772
188,188,188,188,2019-11-01,186.009033203125,184.2151794433593,181.0670928955078,0.009737817291637807,0.027293420513848643
189,189,189,189,2019-11-04,183.23638916015625,184.4975433349609,179.8797149658203,-0.006835615000656103,0.018660659958093406
190,190,190,190,2019-11-05,181.28208923339844,185.55975341796875,179.98239135742188,-0.023052758509195526,0.007221250179944239
191,191,191,191,2019-11-06,184.5970458984375,186.6411895751953,176.6289825439453,-0.010952264510370902,0.04511186805092837
192,192,192,192,2019-11-07,182.74221801757807,188.123779296875,181.91749572753903,-0.028606491425012148,0.004533496279402582
193,193,193,193,2019-11-08,186.55780029296875,183.65997314453125,180.94834899902344,0.01577821829559478,0.03100028999974791
194,194,194,194,2019-11-11,185.9352264404297,186.009033203125,184.2151794433593,-0.0003967912817154362,0.00933716212891822
195,195,195,195,2019-11-12,188.44790649414065,183.23638916015625,184.4975433349609,0.0284414976625047,0.021411467533785755
196,196,196,196,2019-11-13,189.25015258789065,181.28208923339844,185.55975341796875,0.04395394706772948,0.019887928831255675
197,197,197,197,2019-11-14,190.80625915527344,184.5970458984375,186.6411895751953,0.03363657975465184,0.0223159185255839
198,198,198,198,2019-11-15,190.5876617431641,182.74221801757807,188.123779296875,0.04293175277554839,0.013097134532901844
199,199,199,199,2019-11-18,188.43670654296875,186.55780029296875,183.65997314453125,0.01007144299005125,0.026008570711694823
200,200,200,200,2019-11-19,187.832260131836,185.9352264404297,186.009033203125,0.010202658892149552,0.009801819284335433
201,201,201,201,2019-11-20,185.20217895507807,188.44790649414065,183.23638916015625,-0.01722347358188081,0.010728162697004606
202,202,202,202,2019-11-21,182.80368041992188,189.25015258789065,181.28208923339844,-0.03406323366093422,0.008393499837506813
203,203,203,203,2019-11-22,184.81961059570312,190.80625915527344,184.5970458984375,-0.03137553550954808,0.0012056785425920147
204,204,204,204,2019-11-25,186.48507690429688,190.5876617431641,182.74221801757807,-0.02152597288483371,0.020481632144569772
205,205,205,205,2019-11-26,188.79039001464844,188.43670654296875,186.55780029296875,0.0018769351161369574,0.01196728155120641
206,206,206,206,2019-11-27,188.04443359375,187.832260131836,185.9352264404297,0.0011295901021746158,0.01134377381682472
207,207,207,207,2019-11-29,187.4882202148437,185.20217895507807,188.44790649414065,0.01234349008561142,-0.005092581271667229
208,208,208,208,2019-12-02,184.81961059570312,182.80368041992188,189.25015258789065,0.011027842388897202,-0.023411035244105927
209,209,209,209,2019-12-03,185.8098907470703,184.81961059570312,190.80625915527344,0.005358090238234858,-0.026185558221846428
210,210,210,210,2019-12-04,183.68785095214844,186.48507690429688,190.5876617431641,-0.01499973080196626,-0.036202819888277116
211,211,211,211,2019-12-05,184.0704498291016,188.79039001464844,188.43670654296875,-0.025000955743460396,-0.02317094579909529
212,212,212,212,2019-12-06,186.012435913086,188.04443359375,187.832260131836,-0.010805944328317163,-0.009688560513900546
213,213,213,213,2019-12-09,185.3790435791016,187.4882202148437,185.20217895507807,-0.011249648822337699,0.0009549813345686164
214,214,214,214,2019-12-10,183.5399475097656,184.81961059570312,182.80368041992188,-0.006923849053750097,0.0040276382190578275
215,215,215,215,2019-12-11,185.03179931640625,185.8098907470703,184.81961059570312,-0.0041875673438892536,0.0011480855306382765
216,216,216,216,2019-12-12,185.4561767578125,183.68785095214844,186.48507690429688,0.009626797833922618,-0.005517332344037396
217,217,217,217,2019-12-13,183.9836578369141,184.0704498291016,188.79039001464844,-0.0004715150762552023,-0.025460682492161713
218,218,218,218,2019-12-16,186.3243103027344,186.012435913086,188.04443359375,0.0016766319311798394,-0.009147429988444866
219,219,219,219,2019-12-17,185.88381958007807,185.3790435791016,187.4882202148437,0.0027229399355548356,-0.008557341004822194
220,220,220,220,2019-12-18,184.1057891845703,183.5399475097656,184.81961059570312,0.003082934709756291,-0.0038622601185667182
221,221,221,221,2019-12-19,185.79058837890625,185.03179931640625,185.8098907470703,0.004100857610980002,-0.00010388235032299242
222,222,222,222,2019-12-20,186.7969512939453,185.4561767578125,183.68785095214844,0.007229603023056752,0.016925998783701823
223,223,223,223,2019-12-23,187.52999877929688,183.9836578369141,184.0704498291016,0.019275304035569985,0.01879470036286257
224,224,224,224,2019-12-24,186.848388671875,186.3243103027344,186.012435913086,0.002812721368935067,0.004494069198575534
225,225,225,225,2019-12-26,186.99630737304688,185.88381958007807,185.3790435791016,0.005984855462309646,0.008724091799811262
226,226,226,226,2019-12-27,187.0252380371093,184.1057891845703,183.5399475097656,0.01585745274751882,0.018989274948758794
227,227,227,227,2019-12-30,186.0767517089844,185.79058837890625,185.03179931640625,0.0015402466431428952,0.0056474205862921956
228,228,228,228,2019-12-31,187.6200256347656,186.7969512939453,185.4561767578125,0.004406251467804045,0.011667709939792825
229,229,229,229,2020-01-02,183.86148071289065,187.52999877929688,183.9836578369141,-0.01956229984688307,-0.0006640650884968125
230,230,230,230,2020-01-03,181.4821929931641,186.848388671875,186.3243103027344,-0.028719518090865148,-0.025987576724169736
231,231,231,231,2020-01-06,181.1478271484375,186.99630737304688,185.88381958007807,-0.031275912913841575,-0.025478239269773106
232,232,232,232,2020-01-07,180.1671905517578,187.0252380371093,184.1057891845703,-0.03666910176043037,-0.021393127561371572
233,233,233,233,2020-01-08,183.03515625,186.0767517089844,185.79058837890625,-0.016345918719289143,-0.014830848822582676
234,234,234,234,2020-01-09,181.86163330078125,187.6200256347656,186.7969512939453,-0.03069177884664631,-0.02642076307443475
235,235,235,235,2020-01-10,182.3310089111328,183.86148071289065,187.52999877929688,-0.00832404805957021,-0.027723510382372085
236,236,236,236,2020-01-13,184.8292388916016,181.4821929931641,186.848388671875,0.0184428336644773,-0.010806353721461548
237,237,237,237,2020-01-14,184.703842163086,181.1478271484375,186.99630737304688,0.019630459115220766,-0.01225941432836719
238,238,238,238,2020-01-15,187.94796752929688,180.1671905517578,187.0252380371093,0.0431864256400436,0.0049337164431493274
239,239,239,239,2020-01-16,188.08302307128903,183.03515625,186.0767517089844,0.02757867354397403,0.01078195606854937
240,240,240,240,2020-01-17,191.1342315673828,181.86163330078125,187.6200256347656,0.05098710540702989,0.018730441597200276
241,241,241,241,2020-01-21,190.6809234619141,182.3310089111328,183.86148071289065,0.045795361966383785,0.03709011111290006
242,242,242,242,2020-01-22,190.6390838623047,184.8292388916016,181.4821929931641,0.03143358164294807,0.05045613962514506
243,243,243,243,2020-01-23,191.7997894287109,184.703842163086,181.1478271484375,0.03841797324042395,0.05880259480863059
