,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,FAST,FAST_6m,FAST_12m,FAST_6m_ret,FAST_12m_ret
24,24,24,24,2019-03-12,27.15394592285156,27.36359214782715,27.36795997619629,-0.007661502329190273,-0.007819875998462122
25,25,25,25,2019-03-13,27.37669944763184,27.066591262817383,27.47279357910156,0.011457230864547974,-0.003497792504902675
26,26,26,26,2019-03-14,27.16267967224121,27.0927963256836,27.4334774017334,0.0025794069285998145,-0.009871068312873654
27,27,27,27,2019-03-15,27.201988220214844,26.870040893554688,27.74358558654785,0.012353808018944257,-0.019521534613594183
28,28,28,28,2019-03-18,27.586345672607425,26.83073616027832,27.490253448486328,0.02816208648973828,0.003495501571171955
29,29,29,29,2019-03-19,27.35486221313477,26.95740127563477,27.180147171020508,0.014744037581220448,0.006428038855526896
30,30,30,30,2019-03-20,27.35486221313477,27.15394592285156,27.36359214782715,0.00739915630877519,-0.00031903467370864025
31,31,31,31,2019-03-21,27.90081787109375,27.37669944763184,27.066591262817383,0.019144689974935902,0.030821265972357015
32,32,32,32,2019-03-22,26.948665618896484,27.16267967224121,27.0927963256836,-0.007878974236972591,-0.00531989038910996
33,33,33,33,2019-03-25,27.036012649536133,27.201988220214844,26.870040893554688,-0.006101597035299333,0.006176833025261841
34,34,34,34,2019-03-26,27.21946144104004,27.586345672607425,26.83073616027832,-0.013299486489495194,0.014488058711456864
35,35,35,35,2019-03-27,27.3941650390625,27.35486221313477,26.95740127563477,0.001436776600134415,0.016201998069542922
36,36,36,36,2019-03-28,27.73921203613281,27.35486221313477,27.15394592285156,0.014050512117494307,0.02155363036164548
37,37,37,37,2019-03-29,28.088626861572266,27.90081787109375,27.37669944763184,0.0067313077109862895,0.02600486648517486
38,38,38,38,2019-04-01,28.73504638671875,26.948665618896484,27.16267967224121,0.06628828280720689,0.05788702489778319
39,39,39,39,2019-04-02,28.83114051818848,27.036012649536133,27.201988220214844,0.06639765604204761,0.05989092726549128
40,40,40,40,2019-04-03,28.74815368652344,27.21946144104004,27.586345672607425,0.05616173739494057,0.04211532863773493
41,41,41,41,2019-04-04,28.966537475585938,27.3941650390625,27.35486221313477,0.05739807854268686,0.05891732335896416
42,42,42,42,2019-04-05,29.1194076538086,27.73921203613281,27.35486221313477,0.04975612197916668,0.06450573309144891
43,43,43,43,2019-04-08,29.08446502685547,28.088626861572266,27.90081787109375,0.035453429966190164,0.04242338562368886
44,44,44,44,2019-04-09,28.37690162658692,28.73504638671875,26.948665618896484,-0.012463691734194038,0.05299839435051479
45,45,45,45,2019-04-10,28.47298812866211,28.83114051818848,27.036012649536133,-0.01242241489893281,0.05315042191144381
46,46,46,46,2019-04-11,29.90996742248535,28.74815368652344,27.21946144104004,0.04041350789447562,0.09884493810699402
47,47,47,47,2019-04-12,30.44717788696289,28.966537475585938,27.3941650390625,0.05111554712484678,0.11144755985615817
48,48,48,48,2019-04-15,30.0366268157959,29.1194076538086,27.73921203613281,0.031498551512167516,0.08282191926254079
49,49,49,49,2019-04-16,30.364192962646484,29.08446502685547,28.088626861572266,0.044000394527090814,0.08101378939913206
50,50,50,50,2019-04-17,30.63062858581543,28.37690162658692,28.73504638671875,0.07942117814289285,0.0659676053271594
51,51,51,51,2019-04-18,31.04555320739746,28.47298812866211,28.83114051818848,0.09035107474883186,0.07680628131280454
52,52,52,52,2019-04-22,30.61752319335937,29.90996742248535,28.74815368652344,0.02365618661095903,0.06502572398978979
53,53,53,53,2019-04-23,31.245960235595703,30.44717788696289,28.966537475585938,0.026235020913870644,0.07869158548656174
54,54,54,54,2019-04-24,31.35582733154297,30.0366268157959,29.1194076538086,0.043919729197198665,0.07680168856188474
55,55,55,55,2019-04-25,31.184436798095703,30.364192962646484,29.08446502685547,0.027013523345022605,0.07220252355686108
56,56,56,56,2019-04-26,31.32506561279297,30.63062858581543,28.37690162658692,0.022671327982447087,0.10389308970376976
57,57,57,57,2019-04-29,30.951520919799805,31.04555320739746,28.47298812866211,-0.003028848832858033,0.08704856616867329
58,58,58,58,2019-04-30,31.004255294799805,30.61752319335937,29.90996742248535,0.012631070743315709,0.03658606032087497
59,59,59,59,2019-05-01,30.44174575805664,31.245960235595703,30.44717788696289,-0.025738190520478654,-0.0001784115731978675
60,60,60,60,2019-05-02,30.696632385253903,31.35582733154297,30.0366268157959,-0.02102304427559898,0.021973358510114505
61,61,61,61,2019-05-03,31.14488410949707,31.184436798095703,30.364192962646484,-0.0012683470557675047,0.025710913766454402
62,62,62,62,2019-05-06,29.866039276123047,31.32506561279297,30.63062858581543,-0.046576960275354184,-0.024961593835735152
63,63,63,63,2019-05-07,29.224414825439453,30.951520919799805,31.04555320739746,-0.05580036272968791,-0.058660200699019005
64,64,64,64,2019-05-08,29.08379173278809,31.004255294799805,30.61752319335937,-0.06194193486510946,-0.05009325708305279
65,65,65,65,2019-05-09,29.00908470153809,30.44174575805664,31.245960235595703,-0.04706238163556653,-0.07158927161116158
66,66,66,66,2019-05-10,28.846481323242188,30.696632385253903,31.35582733154297,-0.06027211841323976,-0.08002805927485312
67,67,67,67,2019-05-13,28.02907371520996,31.14488410949707,31.184436798095703,-0.10004244624358705,-0.10118390475720973
68,68,68,68,2019-05-14,28.19607162475586,29.866039276123047,31.32506561279297,-0.05591527004728325,-0.09988786701085939
69,69,69,69,2019-05-15,28.26638984680176,29.224414825439453,30.951520919799805,-0.032781665068747357,-0.08675279899671606
70,70,70,70,2019-05-16,28.39383125305176,29.08379173278809,31.004255294799805,-0.02372319558864433,-0.08419566981780968
71,71,71,71,2019-05-17,28.200464248657227,29.00908470153809,30.44174575805664,-0.027874731698721567,-0.07362526207309383
72,72,72,72,2019-05-20,28.169702529907227,28.846481323242188,30.696632385253903,-0.023461398489169172,-0.08231944871452956
73,73,73,73,2019-05-21,28.56962203979492,28.02907371520996,31.14488410949707,0.01928527250230272,-0.08268651957888884
74,74,74,74,2019-05-22,28.24880790710449,28.19607162475586,29.866039276123047,0.0018703414805603114,-0.05414950921568917
75,75,75,75,2019-05-23,27.545663833618164,28.26638984680176,29.224414825439453,-0.02549763224415247,-0.057443442472626005
76,76,76,76,2019-05-24,27.123777389526367,28.39383125305176,29.08379173278809,-0.044729922221711016,-0.06739198111682487
77,77,77,77,2019-05-28,26.70189476013184,28.200464248657227,29.00908470153809,-0.053139887177451106,-0.0795333587786009
78,78,78,78,2019-05-29,26.807361602783203,28.169702529907227,28.846481323242188,-0.04836192095666092,-0.07068868114656413
79,79,79,79,2019-05-30,27.0007266998291,28.56962203979492,28.02907371520996,-0.05491480908569546,-0.03668858364102223
80,80,80,80,2019-05-31,26.88646507263184,28.24880790710449,28.19607162475586,-0.048226560177430544,-0.046446418832834846
81,81,81,81,2019-06-03,27.123777389526367,27.545663833618164,28.26638984680176,-0.01531589315255144,-0.04042300638560947
82,82,82,82,2019-06-04,27.932392120361328,27.123777389526367,28.39383125305176,0.029812025044387847,-0.01625138673883042
83,83,83,83,2019-06-05,28.283966064453125,26.70189476013184,28.200464248657227,0.05924940228149844,0.0029610085514770734
84,84,84,84,2019-06-06,28.0905990600586,26.807361602783203,28.169702529907227,0.047868845740573374,-0.0028081045500797375
85,85,85,85,2019-06-07,28.35428047180176,27.0007266998291,28.56962203979492,0.05013027193750408,-0.0075374314610534565
86,86,86,86,2019-06-10,28.68827438354492,26.88646507263184,28.24880790710449,0.06701547808704578,0.01555699192283111
87,87,87,87,2019-06-11,28.43338394165039,27.123777389526367,27.545663833618164,0.048282602136003216,0.032227217808009634
88,88,88,88,2019-06-12,28.36306953430176,27.932392120361328,27.123777389526367,0.015418565373299664,0.04569024907474484
89,89,89,89,2019-06-13,28.76737594604492,28.283966064453125,26.70189476013184,0.01709130468089959,0.07735335654895237
90,90,90,90,2019-06-14,27.81813240051269,28.0905990600586,26.807361602783203,-0.009699567423370636,0.037704971220463124
91,91,91,91,2019-06-17,27.545663833618164,28.35428047180176,27.0007266998291,-0.028518326853251064,0.020182313603896773
92,92,92,92,2019-06-18,28.22243881225586,28.68827438354492,26.88646507263184,-0.01623783867447437,0.049689452890701036
93,93,93,93,2019-06-19,28.477331161499023,28.43338394165039,27.123777389526367,0.0015456204558281783,0.049902849169353614
94,94,94,94,2019-06-20,29.215639114379883,28.36306953430176,27.932392120361328,0.030059143600344118,0.045941177844311065
95,95,95,95,2019-06-21,28.653114318847656,28.76737594604492,28.283966064453125,-0.003971916917676732,0.013051502521015612
96,96,96,96,2019-06-24,28.661911010742188,27.81813240051269,28.0905990600586,0.030331964708527392,0.020338190348383245
97,97,97,97,2019-06-25,28.24880790710449,27.545663833618164,28.35428047180176,0.02552648858758566,-0.0037198110106220206
98,98,98,98,2019-06-26,28.081811904907227,28.22243881225586,28.68827438354492,-0.0049828049334831315,-0.021139733625301194
99,99,99,99,2019-06-27,28.31033706665039,28.477331161499023,28.43338394165039,-0.00586410622194844,-0.0043275494486519905
100,100,100,100,2019-06-28,28.644325256347656,29.215639114379883,28.36306953430176,-0.019555069659627167,0.009916265293703486
101,101,101,101,2019-07-01,28.705854415893555,28.653114318847656,28.76737594604492,0.0018406410018476649,-0.0021385867889637256
102,102,102,102,2019-07-02,28.23122978210449,28.661911010742188,27.81813240051269,-0.01502625657013179,0.014849932254409115
103,103,103,103,2019-07-03,28.35428047180176,28.24880790710449,27.545663833618164,0.003733699667756385,0.029355496497300626
104,104,104,104,2019-07-05,28.2048568725586,28.081811904907227,28.22243881225586,0.0043816605590849544,-0.0006229773342487643
105,105,105,105,2019-07-08,27.976337432861328,28.31033706665039,28.477331161499023,-0.011797797850401248,-0.017592720532569883
106,106,106,106,2019-07-09,27.747817993164062,28.644325256347656,29.215639114379883,-0.031297901247819615,-0.050240938268345525
107,107,107,107,2019-07-10,27.466562271118164,28.705854415893555,28.653114318847656,-0.04317210443627251,-0.04141092777998634
108,108,108,108,2019-07-11,26.68431282043457,28.23122978210449,28.661911010742188,-0.054794529802966396,-0.06899742970963918
109,109,109,109,2019-07-12,27.20288276672364,28.35428047180176,28.24880790710449,-0.040607544466634726,-0.03702546117416172
110,110,110,110,2019-07-15,26.96557235717773,28.2048568725586,28.081811904907227,-0.04393869187071142,-0.0397495557448142
111,111,111,111,2019-07-16,27.49292755126953,27.976337432861328,28.31033706665039,-0.017279241171289872,-0.028873182027343902
112,112,112,112,2019-07-17,26.88646507263184,27.747817993164062,28.644325256347656,-0.031042185758333285,-0.06136853174177215
113,113,113,113,2019-07-18,26.631576538085938,27.466562271118164,28.705854415893555,-0.030400081553352498,-0.0722597504939324
114,114,114,114,2019-07-19,26.693103790283203,26.68431282043457,28.23122978210449,0.00032944336651241635,-0.05448313813081884
115,115,115,115,2019-07-22,26.93041229248047,27.20288276672364,28.35428047180176,-0.010016235285786546,-0.05021704503266533
116,116,116,116,2019-07-23,27.853286743164062,26.96557235717773,28.2048568725586,0.032920287180555174,-0.01246487904487803
117,117,117,117,2019-07-24,28.26042938232422,27.49292755126953,27.976337432861328,0.027916337015162496,0.010154722723968668
118,118,118,118,2019-07-25,27.82674026489257,26.88646507263184,27.747817993164062,0.03497206455815771,0.0028442694754575726
119,119,119,119,2019-07-26,27.99490165710449,26.631576538085938,27.466562271118164,0.05119205455481968,0.019235730368116988
120,120,120,120,2019-07-29,27.72052764892578,26.693103790283203,26.68431282043457,0.038490235782044246,0.038832359501410396
121,121,121,121,2019-07-30,27.97719955444336,26.93041229248047,27.20288276672364,0.038870079321257744,0.02846451217541235
122,122,122,122,2019-07-31,27.26028823852539,27.853286743164062,26.96557235717773,-0.0212900728774571,0.010929338989877246
123,123,123,123,2019-08-01,26.224750518798828,28.26042938232422,27.49292755126953,-0.07203283559444529,-0.046127391493895
124,124,124,124,2019-08-02,26.215904235839844,27.82674026489257,26.88646507263184,-0.05788806068258845,-0.024940461119768775
125,125,125,125,2019-08-05,25.27772331237793,27.99490165710449,26.631576538085938,-0.09705975673742007,-0.05083639054457989
126,126,126,126,2019-08-06,25.84417533874512,27.72052764892578,26.693103790283203,-0.06768818883768157,-0.03180328740365923
127,127,127,127,2019-08-07,25.897275924682617,27.97719955444336,26.93041229248047,-0.07434352483039741,-0.03836318421631901
128,128,128,128,2019-08-08,26.32211303710937,27.26028823852539,27.853286743164062,-0.03441545420235692,-0.05497281955173505
129,129,129,129,2019-08-09,26.32211303710937,26.224750518798828,28.26042938232422,0.0037126194295251658,-0.0685876466699118
130,130,130,130,2019-08-12,26.01233291625977,26.215904235839844,27.82674026489257,-0.007765183979493329,-0.0652037332206653
131,131,131,131,2019-08-13,26.51683235168457,25.27772331237793,27.99490165710449,0.04901980388003846,-0.052797803097294205
132,132,132,132,2019-08-14,25.80876541137696,25.84417533874512,27.72052764892578,-0.001370131834505628,-0.06896557892984068
133,133,133,133,2019-08-15,25.914979934692383,25.897275924682617,27.97719955444336,0.0006836244113572754,-0.07371072346744056
134,134,134,134,2019-08-16,26.53452682495117,26.32211303710937,27.26028823852539,0.0080697848057385,-0.02662339470602315
135,135,135,135,2019-08-19,27.136381149291992,26.32211303710937,26.224750518798828,0.03093475478335095,0.03476222318453237
136,136,136,136,2019-08-20,26.9770622253418,26.01233291625977,26.215904235839844,0.03708738128901157,0.029034206970491416
137,137,137,137,2019-08-21,27.23373985290528,26.51683235168457,25.27772331237793,0.027035940481600074,0.07738104086175879
138,138,138,138,2019-08-22,27.198341369628903,25.80876541137696,25.84417533874512,0.05384124099324006,0.05239733956044024
139,139,139,139,2019-08-23,26.25130653381348,25.914979934692383,25.897275924682617,0.012978076771375635,0.013670573312826173
140,140,140,140,2019-08-26,26.313262939453125,26.53452682495117,26.32211303710937,-0.008338716079533848,-0.00033622291811330474
141,141,141,141,2019-08-27,26.28670692443848,27.136381149291992,26.32211303710937,-0.03131125776053156,-0.0013451090579610359
142,142,142,142,2019-08-28,26.437170028686523,26.9770622253418,26.01233291625977,-0.020013009279717275,0.016332141903396824
143,143,143,143,2019-08-29,27.03017234802246,27.23373985290528,26.51683235168457,-0.007474827400949291,0.01935902409192858
144,144,144,144,2019-08-30,27.100980758666992,27.198341369628903,25.80876541137696,-0.003579652510378062,0.05006885554937868
145,145,145,145,2019-09-03,26.304407119750977,26.25130653381348,25.914979934692383,0.0020227787850901624,0.015027107334830259
146,146,146,146,2019-09-04,26.51683235168457,26.313262939453125,26.53452682495117,0.007736380421533351,-0.0006668471378189489
147,147,147,147,2019-09-05,27.49041175842285,26.28670692443848,27.136381149291992,0.04579138944427075,0.013046345685636673
148,148,148,148,2019-09-06,27.93294715881348,26.437170028686523,26.9770622253418,0.05657856451745458,0.03543324790101643
149,149,149,149,2019-09-09,28.384336471557617,27.03017234802246,27.23373985290528,0.050098242293827866,0.042248939178641365
150,150,150,150,2019-09-10,29.02159309387207,27.100980758666992,27.198341369628903,0.07086873911715763,0.06703540114689144
151,151,151,151,2019-09-11,29.649991989135746,26.304407119750977,26.25130653381348,0.12718723726233305,0.12946728769269167
152,152,152,152,2019-09-12,29.765056610107425,26.51683235168457,26.313262939453125,0.12249669249111883,0.13118075392614315
153,153,153,153,2019-09-13,29.77390480041504,27.49041175842285,26.28670692443848,0.08306507236264093,0.13266012688468587
154,154,154,154,2019-09-16,29.61458969116211,27.93294715881348,26.437170028686523,0.060202832260685124,0.1201875866073343
155,155,155,155,2019-09-17,29.71194839477539,28.384336471557617,27.03017234802246,0.04677269537542661,0.09921416749490786
156,156,156,156,2019-09-18,29.09239196777344,29.02159309387207,27.100980758666992,0.002439524035512619,0.07348114914511306
157,157,157,157,2019-09-19,28.676410675048828,29.649991989135746,26.304407119750977,-0.0328358036131563,0.09017513850433079
158,158,158,158,2019-09-20,28.198469161987305,29.765056610107425,26.51683235168457,-0.052631764442475415,0.06341771098446847
159,159,159,159,2019-09-23,28.57019805908203,29.77390480041504,27.49041175842285,-0.040428245787775485,0.039278651413009236
160,160,160,160,2019-09-24,28.05685234069824,29.61458969116211,27.93294715881348,-0.052600335399167975,0.004435807692625193
161,161,161,161,2019-09-25,28.41089057922364,29.71194839477539,28.384336471557617,-0.04378904399889616,0.0009355197607889831
162,162,162,162,2019-09-26,28.313526153564453,29.09239196777344,29.02159309387207,-0.026772147682863734,-0.02439793494510567
163,163,163,163,2019-09-27,28.52594375610352,28.676410675048828,29.649991989135746,-0.00524706249503637,-0.0379105745945596
164,164,164,164,2019-09-30,28.915376663208008,28.198469161987305,29.765056610107425,0.025423631939109903,-0.028546223110857083
165,165,165,165,2019-10-01,27.587770462036133,28.57019805908203,29.77390480041504,-0.03438644684976555,-0.07342450891253038
166,166,166,166,2019-10-02,27.401905059814453,28.05685234069824,29.61458969116211,-0.023343576568414348,-0.07471603201066768
167,167,167,167,2019-10-03,27.446149826049805,28.41089057922364,29.71194839477539,-0.033956723408006484,-0.07625883495153107
168,168,168,168,2019-10-04,28.12766456604004,28.313526153564453,29.09239196777344,-0.006564409763600398,-0.03316081409882221
169,169,169,169,2019-10-07,27.46385765075684,28.52594375610352,28.676410675048828,-0.03723228631548536,-0.04228398867739136
170,170,170,170,2019-10-08,27.09212684631348,28.915376663208008,28.198469161987305,-0.06305467980344293,-0.03923412683569427
171,171,171,171,2019-10-09,27.127531051635746,27.587770462036133,28.57019805908203,-0.016682733062236,-0.050495519998248084
172,172,172,172,2019-10-10,27.45500946044922,27.401905059814453,28.05685234069824,0.0019379820679930049,-0.021450833933213787
173,173,173,173,2019-10-11,32.163597106933594,27.446149826049805,28.41089057922364,0.1718801110823327,0.13208690228296605
174,174,174,174,2019-10-14,31.34933090209961,28.12766456604004,28.313526153564453,0.11453728511642058,0.10722100568010573
175,175,175,175,2019-10-15,31.685657501220703,27.46385765075684,28.52594375610352,0.1537220263864687,0.11076631757156563
176,176,176,176,2019-10-16,31.51749610900879,27.09212684631348,28.915376663208008,0.16334521419448778,0.08999085421258668
177,177,177,177,2019-10-17,31.8803768157959,27.127531051635746,27.587770462036133,0.1752037719582138,0.15559816113690217
178,178,178,178,2019-10-18,31.71221160888672,27.45500946044922,27.401905059814453,0.15506103374578273,0.1572995213166195
179,179,179,179,2019-10-21,32.561885833740234,32.163597106933594,27.446149826049805,0.012383214647368579,0.18639175403884733
180,180,180,180,2019-10-22,33.075225830078125,31.34933090209961,28.12766456604004,0.05505364479287578,0.1758966249196361
181,181,181,181,2019-10-23,33.33190155029297,31.685657501220703,27.46385765075684,0.05195549592142257,0.21366422642284633
182,182,182,182,2019-10-24,33.100433349609375,31.51749610900879,27.09212684631348,0.05022407982936583,0.2217731571013024
183,183,183,183,2019-10-25,33.100433349609375,31.8803768157959,27.127531051635746,0.03826982789014499,0.22017861804690386
184,184,184,184,2019-10-28,32.78883743286133,31.71221160888672,27.45500946044922,0.03394988142904887,0.1942752188847665
185,185,185,185,2019-10-29,32.699798583984375,32.561885833740234,32.163597106933594,0.004235404268300602,0.016671066835841852
186,186,186,186,2019-10-30,32.30808639526367,33.075225830078125,31.34933090209961,-0.02319377768592068,0.030582965108829407
187,187,187,187,2019-10-31,31.99648094177246,33.33190155029297,31.685657501220703,-0.04006433915885521,0.009809594152805134
188,188,188,188,2019-11-01,33.07371520996094,33.100433349609375,31.51749610900879,-0.0008071839835520622,0.049376355772986935
189,189,189,189,2019-11-04,33.2072639465332,33.100433349609375,31.8803768157959,0.0032274682266384414,0.041620810770337746
190,190,190,190,2019-11-05,33.189453125,32.78883743286133,31.71221160888672,0.012218051126666962,0.046582733942760246
191,191,191,191,2019-11-06,33.07371520996094,32.699798583984375,32.561885833740234,0.011434829637137156,0.015718665031690282
192,192,192,192,2019-11-07,33.0648193359375,32.30808639526367,33.075225830078125,0.02342240055371292,-0.0003146310835211441
193,193,193,193,2019-11-08,33.00249481201172,31.99648094177246,33.33190155029297,0.031441391072662306,-0.0098826266417541
194,194,194,194,2019-11-11,32.78883743286133,33.07371520996094,33.100433349609375,-0.008613419305666947,-0.009413650675111906
195,195,195,195,2019-11-12,32.85115051269531,33.2072639465332,33.100433349609375,-0.010723961914214541,-0.007531104933917843
196,196,196,196,2019-11-13,32.067710876464844,33.189453125,32.78883743286133,-0.033798154019302085,-0.021993050466429853
197,197,197,197,2019-11-14,32.22795867919922,33.07371520996094,32.699798583984375,-0.025571863499235792,-0.014429443764716443
198,198,198,198,2019-11-15,32.34369659423828,33.0648193359375,32.30808639526367,-0.02180936585113724,0.0011022069997879136
199,199,199,199,2019-11-18,31.925273895263672,33.00249481201172,31.99648094177246,-0.0326405904427558,-0.0022254649390466286
200,200,200,200,2019-11-19,31.809526443481445,32.78883743286133,33.07371520996094,-0.029867206831749593,-0.03822336736148568
201,201,201,201,2019-11-20,31.391094207763672,32.85115051269531,33.2072639465332,-0.044444601852449694,-0.05469194154910606
202,202,202,202,2019-11-21,31.284263610839844,32.067710876464844,33.189453125,-0.024431031845181916,-0.05740346208733005
203,203,203,203,2019-11-22,31.791725158691406,32.22795867919922,33.07371520996094,-0.013535871907064623,-0.03876159793754985
204,204,204,204,2019-11-25,32.11222457885742,32.34369659423828,33.0648193359375,-0.007156634514747906,-0.0288099187054901
205,205,205,205,2019-11-26,31.96977806091309,31.925273895263672,33.00249481201172,0.001394010456900796,-0.03129208131025163
206,206,206,206,2019-11-27,31.86294174194336,31.809526443481445,32.78883743286133,0.001679223315594447,-0.02823813722623869
207,207,207,207,2019-11-29,31.622577667236328,31.391094207763672,32.85115051269531,0.007374176189608672,-0.03739816798757789
208,208,208,208,2019-12-02,31.1240234375,31.284263610839844,32.067710876464844,-0.005122069527771167,-0.02942796392920688
209,209,209,209,2019-12-03,31.07950592041016,31.791725158691406,32.22795867919922,-0.0224026609039345,-0.035635293262626044
210,210,210,210,2019-12-04,31.21304702758789,32.11222457885742,32.34369659423828,-0.02800109811954754,-0.03495733900904219
211,211,211,211,2019-12-05,31.40890121459961,31.96977806091309,31.925273895263672,-0.01754397059763202,-0.01617441661919994
212,212,212,212,2019-12-06,31.99648094177246,31.86294174194336,31.809526443481445,0.0041910505599460635,0.005877311585357647
213,213,213,213,2019-12-09,32.14783477783203,31.622577667236328,31.391094207763672,0.016610192759204168,0.02410685543676272
214,214,214,214,2019-12-10,31.99648094177246,31.1240234375,31.284263610839844,0.028031642696338288,0.022765993145698937
215,215,215,215,2019-12-11,32.26356506347656,31.07950592041016,31.791725158691406,0.03809774666619847,0.014841594862497143
216,216,216,216,2019-12-12,33.51886367797852,31.21304702758789,32.11222457885742,0.07387348785117376,0.04380385094987238
217,217,217,217,2019-12-13,32.96688461303711,31.40890121459961,31.96977806091309,0.04960324424572082,0.031189035789494612
218,218,218,218,2019-12-16,33.30518341064453,31.99648094177246,31.86294174194336,0.04090145010801849,0.04526392071334229
219,219,219,219,2019-12-17,32.824440002441406,32.14783477783203,31.622577667236328,0.021046681037316217,0.03800646322549195
220,220,220,220,2019-12-18,32.7977294921875,31.99648094177246,31.1240234375,0.025041771058297302,0.05377537573342539
221,221,221,221,2019-12-19,32.76211929321289,32.26356506347656,31.07950592041016,0.015452546200503736,0.05413900005719663
222,222,222,222,2019-12-20,33.0470085144043,33.51886367797852,31.21304702758789,-0.014077301906992412,0.058756246552778
223,223,223,223,2019-12-23,32.87785339355469,32.96688461303711,31.40890121459961,-0.002700625810641899,0.046768658633377314
224,224,224,224,2019-12-24,32.949073791503906,33.30518341064453,31.99648094177246,-0.010692318212149887,0.029771800575975282
225,225,225,225,2019-12-26,32.88676452636719,32.824440002441406,32.14783477783203,0.001898723144131198,0.0229853660018402
226,226,226,226,2019-12-27,32.92237854003906,32.7977294921875,31.99648094177246,0.003800538933076192,0.028937482217233912
227,227,227,227,2019-12-30,32.89566421508789,32.76211929321289,32.26356506347656,0.004076199121302526,0.019591732977050524
228,228,228,228,2019-12-31,32.89566421508789,33.0470085144043,33.51886367797852,-0.0045796671505210496,-0.018592499700402
229,229,229,229,2020-01-02,33.14493942260742,32.87785339355469,32.96688461303711,0.008123584768617853,0.005401020195274997
230,230,230,230,2020-01-03,32.55735397338867,32.949073791503906,33.30518341064453,-0.011888644293735595,-0.022453845337985667
231,231,231,231,2020-01-06,32.049896240234375,32.88676452636719,32.824440002441406,-0.025446963183679783,-0.023596556777493283
232,232,232,232,2020-01-07,31.98758316040039,32.92237854003906,32.7977294921875,-0.028393919913830223,-0.02470129317884906
233,233,233,233,2020-01-08,32.22795867919922,32.89566421508789,32.76211929321289,-0.020297676056117542,-0.016304214304119546
234,234,234,234,2020-01-09,32.24576187133789,32.89566421508789,33.0470085144043,-0.019756474272737634,-0.024245663347021718
235,235,235,235,2020-01-10,32.34369659423828,33.14493942260742,32.87785339355469,-0.024173911382158964,-0.016246705431843145
236,236,236,236,2020-01-13,32.575157165527344,32.55735397338867,32.949073791503906,0.0005468255237579545,-0.01134831978412032
237,237,237,237,2020-01-14,32.779930114746094,32.049896240234375,32.88676452636719,0.022778041745896704,-0.0032485534274871997
238,238,238,238,2020-01-15,32.75321960449219,31.98758316040039,32.92237854003906,0.02393542645133717,-0.005138114044255682
239,239,239,239,2020-01-16,33.21617126464844,32.22795867919922,32.89566421508789,0.030663207536226533,0.00974313962669715
240,240,240,240,2020-01-17,32.76211929321289,32.24576187133789,32.89566421508789,0.01601318721930922,-0.0040596511747511554
241,241,241,241,2020-01-21,31.8985595703125,32.34369659423828,33.14493942260742,-0.013762713319697584,-0.03760392608968821
242,242,242,242,2020-01-22,31.98758316040039,32.575157165527344,32.55735397338867,-0.018037487958730503,-0.017500525793772814
