,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,ITW,ITW_6m,ITW_12m,ITW_6m_ret,ITW_12m_ret
0,0,0,0,2019-02-05,122.23287963867188,,,,
1,1,1,1,2019-02-06,121.99347686767578,,,,
2,2,2,2,2019-02-07,119.73220825195312,,,,
3,3,3,3,2019-02-08,120.3529281616211,,,,
4,4,4,4,2019-02-11,120.8051528930664,,,,
5,5,5,5,2019-02-12,122.9422836303711,,,,
6,6,6,6,2019-02-13,123.98871612548828,122.23287963867188,,0.014364682334301326,
7,7,7,7,2019-02-14,123.03984832763672,121.99347686767578,,0.008577273857813816,
8,8,8,8,2019-02-15,127.88162994384766,119.73220825195312,,0.06806373832799983,
9,9,9,9,2019-02-19,127.03030395507812,120.3529281616211,,0.055481623051913065,
10,10,10,10,2019-02-20,127.34957885742188,120.8051528930664,,0.054173400783229964,
11,11,11,11,2019-02-21,127.00369262695312,122.9422836303711,,0.03303508668175348,
12,12,12,12,2019-02-22,128.43141174316406,123.98871612548828,122.23287963867188,0.03583145109091501,0.05071084083771438
13,13,13,13,2019-02-25,128.5999298095703,123.03984832763672,121.99347686767578,0.04518927451152188,0.054154149152257025
14,14,14,14,2019-02-26,127.99688720703124,127.88162994384766,119.73220825195312,0.0009012808425588048,0.06902636371398674
