,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,PYPL,PYPL_6m,PYPL_12m,PYPL_6m_ret,PYPL_12m_ret
0,0,0,0,2019-02-05,92.2699966430664,,,,
1,1,1,1,2019-02-06,92.25,,,,
2,2,2,2,2019-02-07,90.8499984741211,,,,
3,3,3,3,2019-02-08,91.87000274658205,,,,
4,4,4,4,2019-02-11,92.69000244140624,,,,
5,5,5,5,2019-02-12,94.37999725341795,,,,
6,6,6,6,2019-02-13,94.01000213623048,92.2699966430664,,0.018857760447256178,
7,7,7,7,2019-02-14,94.41999816894533,92.25,,0.02352301538152113,
8,8,8,8,2019-02-15,94.91000366210938,90.8499984741211,,0.044689105736691825,
9,9,9,9,2019-02-19,95.0199966430664,91.87000274658205,,0.03428751281496556,
10,10,10,10,2019-02-20,94.7300033569336,92.69000244140624,,0.022008855990881537,
11,11,11,11,2019-02-21,94.95999908447266,94.37999725341795,,0.006145389361448483,
12,12,12,12,2019-02-22,95.9800033569336,94.01000213623048,92.2699966430664,0.020955230038697037,0.040208159194140114
13,13,13,13,2019-02-25,96.6999969482422,94.41999816894533,92.25,0.024147413932557926,0.04823844930343846
14,14,14,14,2019-02-26,96.58999633789062,94.91000366210938,90.8499984741211,0.01770090202253294,0.0631810452413446
15,15,15,15,2019-02-27,97.86000061035156,95.0199966430664,91.87000274658205,0.02988848734602012,0.06520080205388235
16,16,16,16,2019-02-28,98.06999969482422,94.7300033569336,92.69000244140624,0.03525806206620552,0.05804290766761966
17,17,17,17,2019-03-01,98.8000030517578,94.95999908447266,94.37999725341795,0.040438121359597234,0.04683201872184606
18,18,18,18,2019-03-04,96.56999969482422,95.9800033569336,94.01000213623048,0.00614707561216199,0.027231119034377027
19,19,19,19,2019-03-05,96.52999877929688,96.6999969482422,94.41999816894533,-0.0017579955978315187,0.022346967287333985
20,20,20,20,2019-03-06,96.45999908447266,96.58999633789062,94.91000366210938,-0.0013458666357457627,0.016331212333332568
21,21,21,21,2019-03-07,96.20999908447266,97.86000061035156,95.0199966430664,-0.01686083706915864,0.0125237053614764
22,22,22,22,2019-03-08,95.69000244140624,98.06999969482422,94.7300033569336,-0.02426835179794118,0.010134055214328086
23,23,23,23,2019-03-11,97.4499969482422,98.8000030517578,94.95999908447266,-0.013664028965751918,0.02622154473226712
24,24,24,24,2019-03-12,97.5,96.56999969482422,95.9800033569336,0.009630323165731758,0.015836597102563132
25,25,25,25,2019-03-13,99.30999755859376,96.52999877929688,96.6999969482422,0.028799324712030616,0.026990700028134862
26,26,26,26,2019-03-14,99.02999877929688,96.45999908447266,96.58999633789062,0.02664316524172472,0.025261440458809403
27,27,27,27,2019-03-15,100.7300033569336,96.20999908447266,97.86000061035156,0.04698060820572669,0.02932763875620137
28,28,28,28,2019-03-18,100.2699966430664,95.69000244140624,98.06999969482422,0.04786282876797543,0.02243292500344829
29,29,29,29,2019-03-19,101.54000091552734,97.4499969482422,98.8000030517578,0.041970283174636025,0.02773277104388505
30,30,30,30,2019-03-20,102.30999755859376,97.5,96.56999969482422,0.04933330829326943,0.05943872716069998
31,31,31,31,2019-03-21,104.1500015258789,99.30999755859376,96.52999877929688,0.04873632148092133,0.07893921934055093
32,32,32,32,2019-03-22,101.2699966430664,99.02999877929688,96.45999908447266,0.022619386967394517,0.04986520427375818
33,33,33,33,2019-03-25,101.5500030517578,100.7300033569336,96.20999908447266,0.00814057051024375,0.0555036276696832
34,34,34,34,2019-03-26,103.1500015258789,100.2699966430664,95.69000244140624,0.028722499044899097,0.07796006786644871
35,35,35,35,2019-03-27,103.06999969482422,101.54000091552734,97.4499969482422,0.015067941358102743,0.05767063029839736
36,36,36,36,2019-03-28,103.86000061035156,102.30999755859376,97.5,0.01515006439981681,0.06523077549078526
37,37,37,37,2019-03-29,103.83999633789062,104.1500015258789,99.30999755859376,-0.0029765260052468934,0.045614730547386406
38,38,38,38,2019-04-01,105.5500030517578,101.2699966430664,99.02999877929688,0.04226332132484001,0.0658386787118086
39,39,39,39,2019-04-02,105.2300033569336,101.5500030517578,100.7300033569336,0.03623830816922946,0.044673879182296705
40,40,40,40,2019-04-03,104.69000244140624,103.1500015258789,100.2699966430664,0.014929722663561629,0.044081040653405346
41,41,41,41,2019-04-04,104.45999908447266,103.06999969482422,101.54000091552734,0.013485974519880095,0.02875712175120526
42,42,42,42,2019-04-05,105.7300033569336,103.86000061035156,102.30999755859376,0.018005033079073973,0.03342787488955978
43,43,43,43,2019-04-08,106.56999969482422,103.83999633789062,104.1500015258789,0.026290480096419655,0.023235699793475284
44,44,44,44,2019-04-09,106.93000030517578,105.5500030517578,101.2699966430664,0.013074345935748521,0.055890232543983176
45,45,45,45,2019-04-10,107.51000213623048,105.2300033569336,101.5500030517578,0.021666812758365905,0.05869028956537803
46,46,46,46,2019-04-11,106.45999908447266,104.69000244140624,103.1500015258789,0.016907026476163045,0.03208916635607917
47,47,47,47,2019-04-12,108.4800033569336,104.45999908447266,103.06999969482422,0.03848367133538,0.05248863566632034
48,48,48,48,2019-04-15,108.13999938964844,105.7300033569336,103.86000061035156,0.022793870767022995,0.041209308243257414
49,49,49,49,2019-04-16,108.1999969482422,106.56999969482422,103.83999633789062,0.01529508546575653,0.041987680702186614
50,50,50,50,2019-04-17,108.80999755859376,106.93000030517578,105.5500030517578,0.017581569700294786,0.03088578316039836
51,51,51,51,2019-04-18,107.36000061035156,107.51000213623048,105.2300033569336,-0.00139523321456958,0.020241349286981958
52,52,52,52,2019-04-22,106.80999755859376,106.45999908447266,104.69000244140624,0.0032876054586792325,0.020250215567375385
53,53,53,53,2019-04-23,106.9000015258789,108.4800033569336,104.45999908447266,-0.014564913183639727,0.023358246819752626
54,54,54,54,2019-04-24,107.22000122070312,108.13999938964844,105.7300033569336,-0.008507473406120458,0.014092479111529554
55,55,55,55,2019-04-25,110.22000122070312,108.1999969482422,106.56999969482422,0.018669171251707084,0.03424980328733329
56,56,56,56,2019-04-26,110.55999755859376,108.80999755859376,106.93000030517578,0.01608308096007116,0.033947416469260805
57,57,57,57,2019-04-29,112.44000244140624,107.36000061035156,107.51000213623048,0.047317453447973,0.04585620135072399
58,58,58,58,2019-04-30,112.7699966430664,106.80999755859376,106.45999908447266,0.055800011428734475,0.05927106530958137
59,59,59,59,2019-05-01,110.94000244140624,106.9000015258789,108.4800033569336,0.037792337304591195,0.022676982009103286
60,60,60,60,2019-05-02,109.6999969482422,107.22000122070312,108.13999938964844,0.023129972946318356,0.014425721910472866
61,61,61,61,2019-05-03,111.95999908447266,110.22000122070312,108.1999969482422,0.015786589044627153,0.0347504828306886
62,62,62,62,2019-05-06,110.8499984741211,110.55999755859376,108.80999755859376,0.0026230184689868263,0.018748285647454344
63,63,63,63,2019-05-07,108.9499969482422,112.44000244140624,107.36000061035156,-0.031038824416450117,0.014809950902117786
64,64,64,64,2019-05-08,109.06999969482422,112.7699966430664,106.80999755859376,-0.03281011845689086,0.021159087986971192
65,65,65,65,2019-05-09,109.7300033569336,110.94000244140624,106.9000015258789,-0.010906787974082732,0.0264733563204822
66,66,66,66,2019-05-10,110.41000366210938,109.6999969482422,107.22000122070312,0.006472258282761434,0.029751934388061674
67,67,67,67,2019-05-13,106.83000183105467,111.95999908447266,110.22000122070312,-0.045819911534185076,-0.030756662603009466
68,68,68,68,2019-05-14,109.08999633789062,110.8499984741211,110.55999755859376,-0.015877331172371223,-0.013295959236287791
69,69,69,69,2019-05-15,111.5,108.9499969482422,112.44000244140624,0.02340526042390989,-0.008360035761259321
70,70,70,70,2019-05-16,113.87000274658205,109.06999969482422,112.7699966430664,0.044008463052976454,0.009754421710211902
71,71,71,71,2019-05-17,112.8000030517578,109.7300033569336,110.94000244140624,0.027977759964501248,0.01676582449449593
72,72,72,72,2019-05-20,112.1500015258789,110.41000366210938,109.6999969482422,0.0157594222086479,0.022333679542330787
73,73,73,73,2019-05-21,112.43000030517578,106.83000183105467,111.95999908447266,0.052419717103227015,0.004197938768724985
74,74,74,74,2019-05-22,112.47000122070312,109.08999633789062,110.8499984741211,0.030983637329525804,0.01461436868634891
75,75,75,75,2019-05-23,109.9000015258789,111.5,108.9499969482422,-0.014349762099740704,0.008719638405203511
76,76,76,76,2019-05-24,109.8499984741211,113.87000274658205,109.06999969482422,-0.03530345284532466,0.007151359507465926
77,77,77,77,2019-05-28,111.79000091552734,112.8000030517578,109.7300033569336,-0.008953919405188526,0.018773329951452977
78,78,78,78,2019-05-29,110.08000183105467,112.1500015258789,110.41000366210938,-0.01845742012180518,-0.002988876189739198
79,79,79,79,2019-05-30,111.41000366210938,112.43000030517578,106.83000183105467,-0.009072281777975366,0.0428718688809695
80,80,80,80,2019-05-31,109.75,112.47000122070312,109.08999633789062,-0.02418423749605536,0.0060500841898014635
81,81,81,81,2019-06-03,105.5199966430664,109.9000015258789,111.5,-0.039854456979066644,-0.05363231710254346
82,82,82,82,2019-06-04,108.7300033569336,109.8499984741211,113.87000274658205,-0.010195677130130809,-0.045139187368665734
83,83,83,83,2019-06-05,110.7699966430664,111.79000091552734,112.8000030517578,-0.009124288971351646,-0.01799651022846105
84,84,84,84,2019-06-06,111.77999877929688,110.08000183105467,112.1500015258789,0.015443285973516518,-0.0032991773655629553
85,85,85,85,2019-06-07,114.0199966430664,111.41000366210938,112.43000030517578,0.023426917648012635,0.01414210027194529
86,86,86,86,2019-06-10,115.62000274658205,109.75,112.47000122070312,0.05348521864767242,0.028007481921313193
87,87,87,87,2019-06-11,114.5999984741211,105.5199966430664,109.9000015258789,0.08605005799771615,0.04276612268413338
88,88,88,88,2019-06-12,114.5,108.7300033569336,109.8499984741211,0.05306719824265005,0.04233046509303651
89,89,89,89,2019-06-13,115.72000122070312,110.7699966430664,111.79000091552734,0.04468723235216032,0.03515520415949758
90,90,90,90,2019-06-14,116.16999816894533,111.77999877929688,110.08000183105467,0.03927356805859561,0.055323366974841415
91,91,91,91,2019-06-17,117.16000366210938,114.0199966430664,111.41000366210938,0.027539090611207406,0.05161116426707002
92,92,92,92,2019-06-18,115.9800033569336,115.62000274658205,109.75,0.0031136533627369456,0.05676540644130834
93,93,93,93,2019-06-19,117.13999938964844,114.5999984741211,105.5199966430664,0.022164057149624883,0.11012133355053111
94,94,94,94,2019-06-20,118.79000091552734,114.5,108.7300033569336,0.037467256904168966,0.09252273749656093
95,95,95,95,2019-06-21,116.20999908447266,115.72000122070312,110.7699966430664,0.004234340292090133,0.049110793592741064
96,96,96,96,2019-06-24,116.5,116.16999816894533,111.77999877929688,0.002840680349970759,0.04222581206162368
97,97,97,97,2019-06-25,114.44000244140624,117.16000366210938,114.0199966430664,-0.023216124408357408,0.0036836152491270813
98,98,98,98,2019-06-26,114.1500015258789,115.9800033569336,115.62000274658205,-0.015778597845205966,-0.01271407356670895
99,99,99,99,2019-06-27,113.66999816894533,117.13999938964844,114.5999984741211,-0.02962268429898718,-0.008115186017090381
100,100,100,100,2019-06-28,114.45999908447266,118.79000091552734,114.5,-0.03645089483696351,-0.00034935297403793086
101,101,101,101,2019-07-01,115.02999877929688,116.20999908447266,115.72000122070312,-0.010154034200775097,-0.005962689544828703
102,102,102,102,2019-07-02,116.16999816894533,116.5,116.16999816894533,-0.0028326337429586124,0.0
103,103,103,103,2019-07-03,117.68000030517578,114.44000244140624,117.16000366210938,0.028311759827412075,0.004438346080682054
104,104,104,104,2019-07-05,117.16000366210938,114.1500015258789,115.9800033569336,0.02636883132715573,0.010174170296790574
105,105,105,105,2019-07-08,116.9499969482422,113.66999816894533,117.13999938964844,0.02885544851000943,-0.001622011630495468
106,106,106,106,2019-07-09,118.37000274658205,114.45999908447266,118.79000091552734,0.03416043764969601,-0.0035356357076212763
107,107,107,107,2019-07-10,119.63999938964844,115.02999877929688,116.20999908447266,0.04007650751345815,0.029515535084743583
108,108,108,108,2019-07-11,120.6500015258789,116.16999816894533,116.5,0.0385642026990336,0.03562233069423959
109,109,109,109,2019-07-12,120.12000274658205,117.68000030517578,114.44000244140624,0.020734215117935717,0.049632997063976836
110,110,110,110,2019-07-15,120.9000015258789,117.16000366210938,114.1500015258789,0.03192213850176828,0.059132719314679116
111,111,111,111,2019-07-16,119.70999908447266,116.9499969482422,113.66999816894533,0.023599847868760016,0.053136280573790495
112,112,112,112,2019-07-17,118.80999755859376,118.37000274658205,114.45999908447266,0.0037171141488752113,0.03800453004469073
113,113,113,113,2019-07-18,119.87000274658205,119.63999938964844,115.02999877929688,0.0019224620370026368,0.0420760151147308
114,114,114,114,2019-07-19,118.62999725341795,120.6500015258789,116.16999816894533,-0.01674267921188277,0.02117585541229894
115,115,115,115,2019-07-22,118.69000244140624,120.12000274658205,117.68000030517578,-0.011904764173146787,0.008582615003494665
116,116,116,116,2019-07-23,120.22000122070312,120.9000015258789,117.16000366210938,-0.005624485497051301,0.026118107399679014
117,117,117,117,2019-07-24,121.3000030517578,119.70999908447266,116.9499969482422,0.013282131646857431,0.037195435801856025
