,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,ROP,ROP_6m,ROP_12m,ROP_6m_ret,ROP_12m_ret
53,53,53,53,2019-04-23,342.0603942871094,342.0311584472656,335.6405944824219,8.547712429618493e-05,0.019127006417645198
54,54,54,54,2019-04-24,341.0574645996094,342.1967163085937,336.41278076171875,-0.00332923039494315,0.013806502319483771
55,55,55,55,2019-04-25,338.0291442871094,340.21026611328125,334.7962951660156,-0.006411099380068674,0.009656167549556338
56,56,56,56,2019-04-26,343.21905517578125,338.82763671875,333.99786376953125,0.012960626528456531,0.027608534085154846
57,57,57,57,2019-04-29,348.4090270996094,340.5315856933594,333.9102783203125,0.023132777507879787,0.04342109159451679
58,58,58,58,2019-04-30,350.2494506835937,341.62213134765625,337.3669738769531,0.025253982527138286,0.03818535246232835
59,59,59,59,2019-05-01,347.7567138671875,342.0603942871094,342.0311584472656,0.016652964433224948,0.016739865005031884
60,60,60,60,2019-05-02,348.2240905761719,341.0574645996094,342.1967163085937,0.021012957405802224,0.01761377003437592
61,61,61,61,2019-05-03,350.7265319824219,338.0291442871094,340.21026611328125,0.03756299688919085,0.0309110774030521
62,62,62,62,2019-05-06,348.7887878417969,343.21905517578125,338.82763671875,0.016227923776443776,0.029398874364299
63,63,63,63,2019-05-07,343.6962280273437,348.4090270996094,340.5315856933594,-0.013526627342288378,0.009293241704850352
64,64,64,64,2019-05-08,345.06915283203125,350.2494506835937,341.62213134765625,-0.014790309710555949,0.010090158593580867
65,65,65,65,2019-05-09,343.18017578125,347.7567138671875,342.0603942871094,-0.013160171762162776,0.003273636798771573
66,66,66,66,2019-05-10,346.8414306640625,348.2240905761719,341.0574645996094,-0.003970603842547549,0.016958919433835984
67,67,67,67,2019-05-13,339.7331237792969,350.7265319824219,338.0291442871094,-0.03134467227496773,0.005040924787065748
68,68,68,68,2019-05-14,342.3914794921875,348.7887878417969,343.21905517578125,-0.01834149655209405,-0.002411217183643566
69,69,69,69,2019-05-15,344.6505126953125,343.6962280273437,348.4090270996094,0.0027765351788873183,-0.010787649320068593
70,70,70,70,2019-05-16,350.5317687988281,345.06915283203125,350.2494506835937,0.015830496356931345,0.0008060487023846541
71,71,71,71,2019-05-17,349.1783752441406,343.18017578125,347.7567138671875,0.017478280758017828,0.004088091818972295
72,72,72,72,2019-05-20,343.81304931640625,346.8414306640625,348.2240905761719,-0.008731313735669044,-0.012667248990347324
73,73,73,73,2019-05-21,349.1199035644531,339.7331237792969,350.7265319824219,0.027629863349015737,-0.004580857937628968
74,74,74,74,2019-05-22,347.357421875,342.3914794921875,348.7887878417969,0.014503697317987063,-0.004103818748457333
75,75,75,75,2019-05-23,343.55987548828125,344.6505126953125,343.6962280273437,-0.0031644728989433935,-0.000396723990382597
76,76,76,76,2019-05-24,338.9249572753906,350.5317687988281,345.06915283203125,-0.033112010255762936,-0.017805693456556027
77,77,77,77,2019-05-28,336.1498107910156,349.1783752441406,343.18017578125,-0.03731205990066144,-0.020485929801247194
78,78,78,78,2019-05-29,336.2862243652344,343.81304931640625,346.8414306640625,-0.02189220265530134,-0.030432368701222123
79,79,79,79,2019-05-30,338.11676025390625,349.1199035644531,339.7331237792969,-0.03151680324784323,-0.0047577448657631916
80,80,80,80,2019-05-31,334.88397216796875,347.357421875,342.3914794921875,-0.03590955287409969,-0.0219266768418227
81,81,81,81,2019-06-03,338.2823181152344,343.55987548828125,344.6505126953125,-0.015361390399697306,-0.018477252595030746
82,82,82,82,2019-06-04,342.42059326171875,338.9249572753906,350.5317687988281,0.010313893713904898,-0.023139630296289737
83,83,83,83,2019-06-05,348.6622619628906,336.1498107910156,349.1783752441406,0.03722284163251843,-0.0014780791648083547
84,84,84,84,2019-06-06,351.12579345703125,336.2862243652344,343.81304931640625,0.04412779357765162,0.021269536322616966
85,85,85,85,2019-06-07,355.7703552246094,338.11676025390625,349.1199035644531,0.052211534729737386,0.019049190814549144
86,86,86,86,2019-06-10,357.70819091796875,334.88397216796875,347.357421875,0.06815560207985105,0.029798612009198866
87,87,87,87,2019-06-11,356.0528259277344,338.2823181152344,343.55987548828125,0.0525315893290248,0.03636324067732777
88,88,88,88,2019-06-12,356.0820617675781,342.42059326171875,338.9249572753906,0.039896749128688125,0.05062213367263668
89,89,89,89,2019-06-13,355.7120361328125,348.6622619628906,336.1498107910156,0.020219493013764245,0.05819496163262361
90,90,90,90,2019-06-14,355.0400695800781,351.12579345703125,336.2862243652344,0.011147788615893495,0.055767509508434454
91,91,91,91,2019-06-17,352.3526306152344,355.7703552246094,338.11676025390625,-0.00960654691765217,0.04210341525406136
92,92,92,92,2019-06-18,356.1307067871094,357.70819091796875,334.88397216796875,-0.004409974864738597,0.06344506272304917
93,93,93,93,2019-06-19,355.0596008300781,356.0528259277344,338.2823181152344,-0.0027895442061673936,0.04959550593220374
94,94,94,94,2019-06-20,357.9515075683594,356.0820617675781,342.42059326171875,0.005250042059129267,0.04535625079876571
95,95,95,95,2019-06-21,355.7801513671875,355.7120361328125,348.6622619628906,0.00019148982169836515,0.020414854662574422
96,96,96,96,2019-06-24,355.6243591308594,355.0400695800781,351.12579345703125,0.0016457003049608065,0.012811834839979275
97,97,97,97,2019-06-25,354.23193359375,352.3526306152344,355.7703552246094,0.005333585775233907,-0.00432419848440746
98,98,98,98,2019-06-26,353.55035400390625,356.1307067871094,357.70819091796875,-0.007245521753746487,-0.011623544049669254
99,99,99,99,2019-06-27,353.4042663574219,355.0596008300781,356.0528259277344,-0.0046621312838360796,-0.007438670268692271
100,100,100,100,2019-06-28,356.63702392578125,357.9515075683594,356.0820617675781,-0.0036722394368658984,0.0015585232107686586
101,101,101,101,2019-07-01,363.7548828125,355.7801513671875,355.7120361328125,0.022414773321859816,0.022610555344504846
102,102,102,102,2019-07-02,363.6965942382813,355.6243591308594,355.0400695800781,0.022698768799612967,0.024381824475309566
103,103,103,103,2019-07-03,368.146484375,354.23193359375,352.3526306152344,0.039280904575949016,0.044823998425067346
104,104,104,104,2019-07-05,366.6480102539063,353.55035400390625,356.1307067871094,0.03704608438846413,0.029532144424389895
105,105,105,105,2019-07-08,363.2163696289063,353.4042663574219,355.0596008300781,0.027764529762526413,0.02297295659590337
106,106,106,106,2019-07-09,364.9126892089844,356.63702392578125,357.9515075683594,0.023204728415761267,0.019447275660085417
107,107,107,107,2019-07-10,365.4001159667969,363.7548828125,355.7801513671875,0.0045229170302159005,0.02703907051206178
108,108,108,108,2019-07-11,370.8401794433594,363.6965942382813,355.6243591308594,0.019641605993147904,0.04278621506605229
109,109,109,109,2019-07-12,374.80810546875,368.146484375,354.23193359375,0.01809502840984445,0.058086722070059604
110,110,110,110,2019-07-15,371.8053894042969,366.6480102539063,353.55035400390625,0.014066295210000135,0.051633480757846906
111,111,111,111,2019-07-16,374.6033630371094,363.2163696289063,353.4042663574219,0.0313504411154073,0.05998540113335071
112,112,112,112,2019-07-17,367.89593505859375,364.9126892089844,356.63702392578125,0.008175231878277733,0.03156966432951047
113,113,113,113,2019-07-18,368.0811462402344,365.4001159667969,363.7548828125,0.007337245272470261,0.011893348054283992
114,114,114,114,2019-07-19,365.1759338378906,370.8401794433594,363.6965942382813,-0.015274088190688873,0.004067510180312928
115,115,115,115,2019-07-22,361.6077575683594,374.80810546875,368.146484375,-0.03521894993141017,-0.017761209421139457
116,116,116,116,2019-07-23,364.5129699707031,371.8053894042969,366.6480102539063,-0.01961353880662564,-0.005823133423592419
117,117,117,117,2019-07-24,365.2441711425781,374.6033630371094,363.2163696289063,-0.024984270879607973,0.005582902322776917
118,118,118,118,2019-07-25,361.6856689453125,367.89593505859375,364.9126892089844,-0.016880496687989077,-0.008843266784356096
119,119,119,119,2019-07-26,357.0158996582031,368.0811462402344,365.4001159667969,-0.030061975993764478,-0.022945302812535484
120,120,120,120,2019-07-29,352.2484741210937,365.1759338378906,370.8401794433594,-0.035400634376239304,-0.05013401015545915
121,121,121,121,2019-07-30,357.63983154296875,361.6077575683594,374.80810546875,-0.010973011342657712,-0.04580550333699407
122,122,122,122,2019-07-31,354.5297546386719,364.5129699707031,371.8053894042969,-0.0273878192395558,-0.04646418599069757
123,123,123,123,2019-08-01,351.8390197753906,365.2441711425781,374.6033630371094,-0.03670188993092682,-0.06076919085070687
124,124,124,124,2019-08-02,347.23736572265625,361.6856689453125,367.89593505859375,-0.03994712664393918,-0.05615329599292063
125,125,125,125,2019-08-05,335.49932861328125,357.0158996582031,368.0811462402344,-0.06026782298917566,-0.08851802913504314
126,126,126,126,2019-08-06,342.9769592285156,352.2484741210937,365.1759338378906,-0.026320951185698438,-0.06078980719257798
127,127,127,127,2019-08-07,339.8864440917969,357.63983154296875,361.6077575683594,-0.049640408828564464,-0.06006871540209213
128,128,128,128,2019-08-08,349.4991455078125,354.5297546386719,364.5129699707031,-0.01418952588615996,-0.041188724955650624
129,129,129,129,2019-08-09,346.09674072265625,351.8390197753906,365.2441711425781,-0.01632075673812461,-0.052423644051659335
130,130,130,130,2019-08-12,343.4352111816406,347.23736572265625,361.6856689453125,-0.0109497275245789,-0.05045944401637703
131,131,131,131,2019-08-13,349.4114074707031,335.49932861328125,357.0158996582031,0.041466785984116905,-0.021300149922679368
132,132,132,132,2019-08-14,338.7945861816406,342.9769592285156,352.2484741210937,-0.012194326570165948,-0.03819431148146857
133,133,133,133,2019-08-15,340.7931823730469,339.8864440917969,357.63983154296875,0.002667768300300688,-0.047105069637350616
134,134,134,134,2019-08-16,348.4462585449219,349.4991455078125,354.5297546386719,-0.0030125594766785557,-0.017159338572160565
135,135,135,135,2019-08-19,353.2818908691406,346.09674072265625,351.8390197753906,0.020760525312898404,0.0041009410913863675
136,136,136,136,2019-08-20,349.8111267089844,343.4352111816406,347.23736572265625,0.018565118892167387,0.007412108374257764
137,137,137,137,2019-08-21,350.7763061523437,349.4114074707031,335.49932861328125,0.003906279681939129,0.04553504652962115
138,138,138,138,2019-08-22,346.2235107421875,338.7945861816406,342.9769592285156,0.02192751851283692,0.009465800621052178
139,139,139,139,2019-08-23,339.876708984375,340.7931823730469,339.8864440917969,-0.002689236276060991,-2.8642235049725073e-05
140,140,140,140,2019-08-26,339.9937438964844,348.4462585449219,349.4991455078125,-0.02425772824691641,-0.027197209874482042
141,141,141,141,2019-08-27,344.8878479003906,353.2818908691406,346.09674072265625,-0.02376018467320551,-0.003492933275654142
142,142,142,142,2019-08-28,346.9156188964844,349.8111267089844,343.4352111816406,-0.008277346234640603,0.010134102740569029
143,143,143,143,2019-08-29,355.1342163085937,350.7763061523437,349.4114074707031,0.012423616076159272,0.01637842587715288
144,144,144,144,2019-08-30,357.561767578125,346.2235107421875,338.7945861816406,0.032748373475943504,0.055393982554439614
145,145,145,145,2019-09-03,352.75543212890625,339.876708984375,340.7931823730469,0.03789233802756198,0.03510120030149255
146,146,146,146,2019-09-04,359.5506591796875,339.9937438964844,348.4462585449219,0.05752139747947105,0.03186833080411455
147,147,147,147,2019-09-05,365.702392578125,344.8878479003906,353.2818908691406,0.060351632579835,0.03515748197120305
148,148,148,148,2019-09-06,365.55609130859375,346.9156188964844,349.8111267089844,0.0537320068534346,0.04500990219418588
149,149,149,149,2019-09-09,348.0075988769531,355.1342163085937,350.7763061523437,-0.020067391719439054,-0.007893085213652062
150,150,150,150,2019-09-10,345.22900390625,357.561767578125,346.2235107421875,-0.03449128175925675,-0.0028724416600294234
151,151,151,151,2019-09-11,345.1315612792969,352.75543212890625,339.876708984375,-0.02161234145594504,0.015461054423601128
152,152,152,152,2019-09-12,349.4894714355469,359.5506591796875,339.9937438964844,-0.027982670834466483,0.02792912431339789
153,153,153,153,2019-09-13,350.5326232910156,365.702392578125,344.8878479003906,-0.04148118687484015,0.0163669883557489
154,154,154,154,2019-09-16,347.7833251953125,365.55609130859375,346.9156188964844,-0.04861843786998454,0.002501202746616693
155,155,155,155,2019-09-17,352.345947265625,348.0075988769531,355.1342163085937,0.012466246147130322,-0.007851310617014273
156,156,156,156,2019-09-18,350.610595703125,345.22900390625,357.561767578125,0.015588469497007873,-0.019440478555865726
157,157,157,157,2019-09-19,347.5883178710937,345.1315612792969,352.75543212890625,0.007118319120657635,-0.014647865878715582
158,158,158,158,2019-09-20,350.4839172363281,349.4894714355469,359.5506591796875,0.002845424203185676,-0.02521686920014299
159,159,159,159,2019-09-23,351.488037109375,350.5326232910156,365.702392578125,0.0027256059917886155,-0.03886864225454412
160,160,160,160,2019-09-24,347.6468200683594,347.7833251953125,365.55609130859375,-0.0003925004940258381,-0.04899185560312769
161,161,161,161,2019-09-25,347.2763977050781,352.345947265625,348.0075988769531,-0.014387988849847821,-0.002101106913281914
162,162,162,162,2019-09-26,346.311279296875,350.610595703125,345.22900390625,-0.012262368733118367,0.0031349492029322246
163,163,163,163,2019-09-27,345.7359619140625,347.5883178710937,345.1315612792969,-0.0053291663205958795,0.0017512180935446153
164,164,164,164,2019-09-30,347.65655517578125,350.4839172363281,349.4894714355469,-0.008067023682117758,-0.005244553583364953
165,165,165,165,2019-10-01,336.7862548828125,351.488037109375,350.5326232910156,-0.041827262024248246,-0.039215660668452945
166,166,166,166,2019-10-02,329.42559814453125,347.6468200683594,347.7833251953125,-0.05241302630136302,-0.05278495465667221
167,167,167,167,2019-10-03,332.0058898925781,347.2763977050781,352.345947265625,-0.04397220172005001,-0.057727519021846474
168,168,168,168,2019-10-04,336.54541015625,346.311279296875,350.610595703125,-0.02819968544037288,-0.040116259232463425
169,169,169,169,2019-10-07,330.52197265625,345.7359619140625,347.5883178710937,-0.04400464786360336,-0.049099306096854756
170,170,170,170,2019-10-08,324.68389892578125,347.65655517578125,350.4839172363281,-0.06607859368100977,-0.07361255978302184
171,171,171,171,2019-10-09,330.3656921386719,336.7862548828125,351.488037109375,-0.019064206603012113,-0.06009406506239168
172,172,172,172,2019-10-10,331.9765319824219,329.42559814453125,347.6468200683594,0.007743581106807174,-0.04507530971477369
173,173,173,173,2019-10-11,334.3488464355469,332.0058898925781,347.2763977050781,0.007056972825773666,-0.037225539526904106
174,174,174,174,2019-10-14,330.6586608886719,336.54541015625,346.311279296875,-0.01749169380989346,-0.045198118987007985
175,175,175,175,2019-10-15,330.9417724609375,330.52197265625,345.7359619140625,0.0012701116398214918,-0.04279042703923952
176,176,176,176,2019-10-16,327.7102966308594,324.68389892578125,347.65655517578125,0.009321058774675928,-0.057373457361782565
177,177,177,177,2019-10-17,332.6599426269531,330.3656921386719,336.7862548828125,0.006944578516700828,-0.01225202096592437
178,178,178,178,2019-10-18,329.89715576171875,331.9765319824219,329.42559814453125,-0.006263624143206692,0.001431454082025052
179,179,179,179,2019-10-21,329.0281982421875,334.3488464355469,332.0058898925781,-0.01591346358775325,-0.008968791642082197
180,180,180,180,2019-10-22,324.8303527832031,330.6586608886719,336.54541015625,-0.017626358522727648,-0.03480973746635807
181,181,181,181,2019-10-23,326.9682922363281,330.9417724609375,330.52197265625,-0.0120065841040915,-0.010751722166495004
182,182,182,182,2019-10-24,324.43994140625,327.7102966308594,324.68389892578125,-0.009979409430315167,-0.0007513693174757696
183,183,183,183,2019-10-25,326.5289611816406,332.6599426269531,330.3656921386719,-0.018430176464582115,-0.0116135877554161
184,184,184,184,2019-10-28,325.04510498046875,329.89715576171875,331.9765319824219,-0.014707767849791886,-0.02087926806320195
185,185,185,185,2019-10-29,333.7240905761719,329.0281982421875,334.3488464355469,0.014272005740151972,-0.0018685748912713462
186,186,186,186,2019-10-30,330.2583923339844,324.8303527832031,330.6586608886719,0.01671038283298598,-0.0012105188886077922
187,187,187,187,2019-10-31,328.9599304199219,326.9682922363281,330.9417724609375,0.006091227286816547,-0.005988491649991268
188,188,188,188,2019-11-01,333.9876403808594,324.43994140625,327.7102966308594,0.029428247746642766,0.019155161783247054
189,189,189,189,2019-11-04,330.9417724609375,326.5289611816406,332.6599426269531,0.013514302876314055,-0.005164944575074326
190,190,190,190,2019-11-05,332.8551940917969,325.04510498046875,329.89715576171875,0.024027708744598364,0.00896654693262855
191,191,191,191,2019-11-06,335.8034973144531,333.7240905761719,329.0281982421875,0.006230915888305155,0.020591849295781506
192,192,192,192,2019-11-07,332.2499084472656,330.2583923339844,324.8303527832031,0.006030175642795621,0.022841325019323122
193,193,193,193,2019-11-08,329.4870910644531,328.9599304199219,326.9682922363281,0.0016025071620677789,0.007703495684237227
194,194,194,194,2019-11-11,329.9166564941406,333.9876403808594,324.43994140625,-0.012189025564168898,0.016880520518381292
195,195,195,195,2019-11-12,335.1298522949219,330.9417724609375,326.5289611816406,0.01265503536420054,0.026340362221336733
196,196,196,196,2019-11-13,340.31378173828125,332.8551940917969,325.04510498046875,0.022407905235894754,0.04697402460107791
197,197,197,197,2019-11-14,340.8507080078125,335.8034973144531,333.7240905761719,0.015030250529621592,0.021354818644756968
198,198,198,198,2019-11-15,337.433837890625,332.2499084472656,330.2583923339844,0.015602500742847303,0.021726762205589
199,199,199,199,2019-11-18,333.5288391113281,329.4870910644531,328.9599304199219,0.012266787247468658,0.013888952023956236
200,200,200,200,2019-11-19,341.6512451171875,329.9166564941406,333.9876403808594,0.03556834246486518,0.022945773465116837
201,201,201,201,2019-11-20,344.6971740722656,335.1298522949219,330.9417724609375,0.028548103703170735,0.041564416329315845
202,202,202,202,2019-11-21,345.6148986816406,340.31378173828125,332.8551940917969,0.015577144470264814,0.03833410088329514
203,203,203,203,2019-11-22,347.3038330078125,340.8507080078125,335.8034973144531,0.018932408964959846,0.03424721834445399
204,204,204,204,2019-11-25,351.1502380371094,337.433837890625,332.2499084472656,0.04064915431193472,0.05688588351513002
205,205,205,205,2019-11-26,354.3230895996094,333.5288391113281,329.4870910644531,0.06234618434701633,0.07537775897356158
206,206,206,206,2019-11-27,354.1864013671875,341.6512451171875,329.9166564941406,0.03668991824016454,0.07356326028200377
207,207,207,207,2019-11-29,351.8140869140625,344.6971740722656,335.1298522949219,0.020646855782765483,0.04978438806596719
208,208,208,208,2019-12-02,345.46844482421875,345.6148986816406,340.31378173828125,-0.0004237486809177682,0.015146794994925328
209,209,209,209,2019-12-03,343.4085998535156,347.3038330078125,340.8507080078125,-0.011215635371951804,0.007504434597344289
210,210,210,210,2019-12-04,338.3905334472656,351.1502380371094,337.433837890625,-0.03633688150453518,0.002835209303907238
211,211,211,211,2019-12-05,338.8103942871094,354.3230895996094,333.5288391113281,-0.04378121485119579,0.015835377803771644
212,212,212,212,2019-12-06,338.0000305175781,354.1864013671875,341.6512451171875,-0.04570014768248787,-0.010686964124357323
213,213,213,213,2019-12-09,336.1549987792969,351.8140869140625,344.6971740722656,-0.04450955410034696,-0.024781680662046557
214,214,214,214,2019-12-10,335.1493530273437,345.46844482421875,345.6148986816406,-0.02986985338740744,-0.0302809447573531
215,215,215,215,2019-12-11,338.4882507324219,343.4085998535156,347.3038330078125,-0.014327972925525345,-0.02538291097752532
216,216,216,216,2019-12-12,338.5174865722656,338.3905334472656,351.1502380371094,0.0003751674838734509,-0.03597534643706757
217,217,217,217,2019-12-13,342.1784362792969,338.8103942871094,354.3230895996094,0.009940787086164304,-0.034275647500240924
218,218,218,218,2019-12-16,343.58428955078125,338.0000305175781,354.1864013671875,0.016521474937892577,-0.02993370658918937
219,219,219,219,2019-12-17,344.8045959472656,336.1549987792969,351.8140869140625,0.025730978862068543,-0.019923849633994517
220,220,220,220,2019-12-18,340.10888671875,335.1493530273437,345.46844482421875,0.01479798080052297,-0.015513886103825758
221,221,221,221,2019-12-19,343.6233215332031,338.4882507324219,343.4085998535156,0.015170602789520649,0.0006252658779630771
222,222,222,222,2019-12-20,344.25787353515625,338.5174865722656,338.3905334472656,0.01695743112421222,0.017338960484853505
223,223,223,223,2019-12-23,345.9663391113281,342.1784362792969,338.8103942871094,0.011069963593320686,0.021120794830617795
224,224,224,224,2019-12-24,344.8533630371094,343.58428955078125,338.0000305175781,0.0036936307186437034,0.020276129883884275
225,225,225,225,2019-12-26,345.419677734375,344.8045959472656,336.1549987792969,0.0017838561154313037,0.027560735341499054
226,226,226,226,2019-12-27,348.81695556640625,340.10888671875,335.1493530273437,0.02560376746302806,0.04078063232289009
227,227,227,227,2019-12-30,347.13787841796875,343.6233215332031,338.4882507324219,0.010227934673013861,0.025553701396815898
228,228,228,228,2019-12-31,345.8199768066406,344.25787353515625,338.5174865722656,0.004537596353115347,0.021571973454955096
229,229,229,229,2020-01-02,356.50018310546875,345.9663391113281,342.1784362792969,0.03044759794030405,0.041854615334328216
230,230,230,230,2020-01-03,354.4110107421875,344.8533630371094,343.58428955078125,0.02771510656269749,0.03151110665031176
231,231,231,231,2020-01-06,351.0721130371094,345.419677734375,344.8045959472656,0.016363964380399443,0.018177011453763603
232,232,232,232,2020-01-07,352.8587341308594,348.81695556640625,340.10888671875,0.011587104640283563,0.03748754563609147
233,233,233,233,2020-01-08,356.7135925292969,347.13787841796875,343.6233215332031,0.02758475725832077,0.03809482702654354
234,234,234,234,2020-01-09,361.83642578125,345.8199768066406,344.25787353515625,0.046314412263015914,0.051062164724312575
235,235,235,235,2020-01-10,362.071044921875,356.50018310546875,345.9663391113281,0.015626532833387552,0.04654992116260348
236,236,236,236,2020-01-13,365.7274475097656,354.4110107421875,344.8533630371094,0.031930262956221034,0.060530320159325246
237,237,237,237,2020-01-14,364.2708129882813,351.0721130371094,345.419677734375,0.03759540977775355,0.05457458410462257
238,238,238,238,2020-01-15,365.1799621582031,352.8587341308594,348.81695556640625,0.03491830252605954,0.04691000919157373
239,239,239,239,2020-01-16,367.3014831542969,356.7135925292969,347.13787841796875,0.029681769483259623,0.05808529114777361
240,240,240,240,2020-01-17,371.2510986328125,361.83642578125,345.8199768066406,0.026019140641341032,0.07353861411074947
241,241,241,241,2020-01-21,369.8042907714844,362.071044921875,356.50018310546875,0.021358365873410223,0.037318655912386145
242,242,242,242,2020-01-22,367.2624206542969,365.7274475097656,354.4110107421875,0.004197041143569891,0.036261316727143056
243,243,243,243,2020-01-23,369.999755859375,364.2708129882813,351.0721130371094,0.01572715316963369,0.053913831715437066
244,244,244,244,2020-01-24,368.4159851074219,365.1799621582031,352.8587341308594,0.008861447189199456,0.044089176409030095
