,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,COF,COF_6m,COF_12m,COF_6m_ret,COF_12m_ret
244,244,244,244,2020-01-24,96.85610961914062,95.0359878540039,92.9373016357422,0.01915192135354893,0.042166147654660424
245,245,245,245,2020-01-27,93.9402084350586,95.57460021972656,93.92164611816406,-0.017100691825134406,0.00019763619635848606
246,246,246,246,2020-01-28,94.75740814208984,96.69823455810548,95.19385528564452,-0.02007096018748311,-0.004584824747826843
247,247,247,247,2020-01-29,93.97734832763672,94.89671325683594,94.30238342285156,-0.009688058707691738,-0.0034467325577275387
248,248,248,248,2020-01-30,94.8781280517578,99.14051818847656,94.63668060302734,-0.04299342200951095,0.002551309356921161
249,249,249,249,2020-01-31,92.6772689819336,98.46263885498048,95.24028778076172,-0.058757006112417964,-0.026911077848988274
250,250,250,250,2020-02-03,92.6308364868164,96.85610961914062,95.0359878540039,-0.04362422927101772,-0.02530779572557651
251,251,251,251,2020-02-04,94.44166564941406,93.9402084350586,95.57460021972656,0.00533804664380888,-0.011853929471929536
252,252,252,252,2020-02-05,97.26468658447266,94.75740814208984,96.69823455810548,0.026459972803636767,0.00585793555545
253,253,253,253,2020-02-06,96.13178253173828,93.97734832763672,94.89671325683594,0.022925037175878682,0.013014879362150955
254,254,254,254,2020-02-07,94.90122985839844,94.8781280517578,99.14051818847656,0.0002434892752947171,-0.0427604011713838
255,255,255,255,2020-02-10,95.04104614257812,92.6772689819336,98.46263885498048,0.025505468456405778,-0.034750162622005365
256,256,256,256,2020-02-11,95.4605712890625,92.6308364868164,96.85610961914062,0.030548518285796078,-0.014408366550811125
257,257,257,257,2020-02-12,95.83346557617188,94.44166564941406,93.9402084350586,0.014737138710835929,0.020153852888479706
258,258,258,258,2020-02-13,95.81481170654295,97.26468658447266,94.75740814208984,-0.014906487943808,0.011159059594237908
259,259,259,259,2020-02-14,95.68431091308594,96.13178253173828,93.97734832763672,-0.004654772925953066,0.018163553407552824
260,260,260,260,2020-02-18,96.04786682128906,94.90122985839844,94.8781280517578,0.012082424691455707,0.012328855907582259
261,261,261,261,2020-02-19,97.08263397216795,95.04104614257812,92.6772689819336,0.021481116974734205,0.047534471382547405
262,262,262,262,2020-02-20,96.5233154296875,95.4605712890625,92.6308364868164,0.011132807255122446,0.04202141630692369
263,263,263,263,2020-02-21,94.2952880859375,95.83346557617188,94.44166564941406,-0.01605052557565889,-0.0015499256866131628
264,264,264,264,2020-02-24,91.58248901367188,95.81481170654295,97.26468658447266,-0.044171904296317344,-0.05841994428127717
265,265,265,265,2020-02-25,86.49248504638672,95.68431091308594,96.13178253173828,-0.0960640859403642,-0.10027170235992566
266,266,266,266,2020-02-26,86.52976989746094,96.04786682128906,94.90122985839844,-0.09909743171639529,-0.08821234428076963
267,267,267,267,2020-02-27,83.12714385986328,97.08263397216795,95.04104614257812,-0.1437485731619672,-0.12535533610227645
268,268,268,268,2020-02-28,82.27880859375,96.5233154296875,95.4605712890625,-0.1475758139111366,-0.1380859397478047
269,269,269,269,2020-03-02,85.27128601074219,94.2952880859375,95.83346557617188,-0.09569939557288532,-0.11021389555232652
270,270,270,270,2020-03-03,80.56349182128906,91.58248901367188,95.81481170654295,-0.12031773007106028,-0.1591749711095285
271,271,271,271,2020-03-04,83.27629089355469,86.49248504638672,95.68431091308594,-0.037184665825096275,-0.12967664083197483
272,272,272,272,2020-03-05,79.3143081665039,86.52976989746094,96.04786682128906,-0.08338704401395569,-0.17422103383014598
273,273,273,273,2020-03-06,76.71338653564453,83.12714385986328,97.08263397216795,-0.07715599293332076,-0.20981350220022832
274,274,274,274,2020-03-09,68.1181869506836,82.27880859375,96.5233154296875,-0.17210533167761577,-0.29428256118798213
275,275,275,275,2020-03-10,73.04039764404297,85.27128601074219,94.2952880859375,-0.14343501709541961,-0.2254077682282868
276,276,276,276,2020-03-11,66.58001708984375,80.56349182128906,91.58248901367188,-0.17357086212777773,-0.27300494006114684
277,277,277,277,2020-03-12,59.31792449951172,83.27629089355469,86.49248504638672,-0.2876973282187484,-0.31418406503525753
278,278,278,278,2020-03-13,67.9037857055664,79.3143081665039,86.52976989746094,-0.14386461566283193,-0.2152552146384602
279,279,279,279,2020-03-16,51.692264556884766,76.71338653564453,83.12714385986328,-0.32616369982745863,-0.37815420864178617
280,280,280,280,2020-03-17,50.26595687866211,68.1181869506836,82.27880859375,-0.2620772934685739,-0.3890777256286089
281,281,281,281,2020-03-18,41.2978744506836,73.04039764404297,85.27128601074219,-0.43458858682635093,-0.5156883825408587
282,282,282,282,2020-03-19,43.12505340576172,66.58001708984375,80.56349182128906,-0.3522823319860622,-0.4647072460386351
283,283,283,283,2020-03-20,41.95976638793945,59.31792449951172,83.27629089355469,-0.29262922224655974,-0.49613790506624256
284,284,284,284,2020-03-23,39.96479797363281,67.9037857055664,79.3143081665039,-0.4114496333544375,-0.4961212056501202
285,285,285,285,2020-03-24,47.459938049316406,51.692264556884766,76.71338653564453,-0.0818754323078823,-0.38133433820882934
286,286,286,286,2020-03-25,48.79301834106445,50.26595687866211,68.1181869506836,-0.02930290457124307,-0.28370057211901767
287,287,287,287,2020-03-26,53.948272705078125,41.2978744506836,73.04039764404297,0.3063208076120518,-0.2613913061099272
288,288,288,288,2020-03-27,51.55242919921875,43.12505340576172,66.58001708984375,0.19541716769981066,-0.22570717983365218
289,289,289,289,2020-03-30,50.21934509277344,41.95976638793945,59.31792449951172,0.19684520234145175,-0.1533866783692538
290,290,290,290,2020-03-31,47.00314712524414,39.96479797363281,67.9037857055664,0.17611371778370932,-0.30779784018152223
291,291,291,291,2020-04-01,41.652130126953125,47.459938049316406,51.692264556884766,-0.12237285089433303,-0.19422895313249378
292,292,292,292,2020-04-02,40.95296096801758,48.79301834106445,50.26595687866211,-0.1606799013384389,-0.18527441809424494
293,293,293,293,2020-04-03,39.40545654296875,53.948272705078125,41.2978744506836,-0.2695696346315174,-0.045823615207477686
294,294,294,294,2020-04-06,46.07090377807617,51.55242919921875,43.12505340576172,-0.10632913921398002,0.06830948925667579
295,295,295,295,2020-04-07,49.324405670166016,50.21934509277344,41.95976638793945,-0.01782061117989775,0.1755166893479987
296,296,296,296,2020-04-08,52.87620162963867,47.00314712524414,39.96479797363281,0.12495023979448106,0.3230694088463626
297,297,297,297,2020-04-09,56.03647232055664,41.652130126953125,47.459938049316406,0.3453446954516115,0.1807110296336294
298,298,298,298,2020-04-13,52.67110824584961,40.95296096801758,48.79301834106445,0.2861367530172818,0.07948042643472486
299,299,299,299,2020-04-14,51.589725494384766,39.40545654296875,53.948272705078125,0.3092025831024179,-0.04371867888313963
300,300,300,300,2020-04-15,49.0354118347168,46.07090377807617,51.55242919921875,0.06434664427076742,-0.04882441823983141
301,301,301,301,2020-04-16,46.62092590332031,49.324405670166016,50.21934509277344,-0.05481018433195051,-0.07165404452817004
302,302,302,302,2020-04-17,50.92784881591797,52.87620162963867,47.00314712524414,-0.036847442775250205,0.08349870020865002
303,303,303,303,2020-04-20,50.21934509277344,56.03647232055664,41.652130126953125,-0.10380966158087768,0.2056849179071507
304,304,304,304,2020-04-21,47.6929931640625,52.67110824584961,40.95296096801758,-0.09451320178324474,0.16457985055851232
305,305,305,305,2020-04-22,48.02859878540039,51.589725494384766,39.40545654296875,-0.06902782821304176,0.21883117209995362
306,306,306,306,2020-04-23,49.04473114013672,49.0354118347168,46.07090377807617,0.00019005255735038418,0.06454892607241858
307,307,307,307,2020-04-24,52.34483337402344,46.62092590332031,49.324405670166016,0.12277549962377465,0.06123596752599769
308,308,308,308,2020-04-27,55.17881393432617,50.92784881591797,52.87620162963867,0.08347034514993146,0.0435472336083389
309,309,309,309,2020-04-28,59.4297981262207,50.21934509277344,56.03647232055664,0.18340448320128822,0.060555664286869204
310,310,310,310,2020-04-29,65.023193359375,47.6929931640625,52.67110824584961,0.36336994274393963,0.23451348424017104
311,311,311,311,2020-04-30,60.37136459350586,48.02859878540039,51.589725494384766,0.25698783891770316,0.17022069830700937
312,312,312,312,2020-05-01,57.4068489074707,49.04473114013672,49.0354118347168,0.17049981869491138,0.17072227517883265
313,313,313,313,2020-05-04,57.41617202758789,52.34483337402344,46.62092590332031,0.09688327054798007,0.2315536621184684
314,314,314,314,2020-05-05,56.8288688659668,55.17881393432617,50.92784881591797,0.029903776721343034,0.11587020043549168
315,315,315,315,2020-05-06,54.52626037597656,59.4297981262207,50.21934509277344,-0.0825097493992778,0.08576207585436801
316,316,316,316,2020-05-07,56.69835662841797,65.023193359375,47.6929931640625,-0.1280287279178478,0.18881942329300405
317,317,317,317,2020-05-08,58.36871719360352,60.37136459350586,48.02859878540039,-0.03317214068932539,0.21529086148035392
318,318,318,318,2020-05-11,55.83502578735352,57.4068489074707,49.04473114013672,-0.02738041104904876,0.1384510525262077
319,319,319,319,2020-05-12,54.52125930786133,57.41617202758789,52.34483337402344,-0.050419814095854165,0.04157861996209844
320,320,320,320,2020-05-13,50.64565658569336,56.8288688659668,55.17881393432617,-0.10880407095303612,-0.08215394687584576
321,321,321,321,2020-05-14,55.51596450805664,54.52626037597656,59.4297981262207,0.018150962953551897,-0.06585641785037899
322,322,322,322,2020-05-15,54.45557403564453,56.69835662841797,65.023193359375,-0.039556395037547265,-0.16252076801772208
323,323,323,323,2020-05-18,59.49480056762695,58.36871719360352,60.37136459350586,0.019292583907374983,-0.014519533089586645
324,324,324,324,2020-05-19,56.53882598876953,55.83502578735352,57.4068489074707,0.012604994651501,-0.015120546332376916
325,325,325,325,2020-05-20,57.69305419921875,54.52125930786133,57.41617202758789,0.05817537840510023,0.004822372545104869
326,326,326,326,2020-05-21,57.16755294799805,50.64565658569336,56.8288688659668,0.12877503821615033,0.005959718868064234
327,327,327,327,2020-05-22,56.50129699707031,55.51596450805664,54.52626037597656,0.017748633167864236,0.0362217509045224
328,328,328,328,2020-05-26,61.74696731567383,54.45557403564453,56.69835662841797,0.13389617884216287,0.08904333366031691
329,329,329,329,2020-05-27,66.51406860351562,59.49480056762695,58.36871719360352,0.11798120119606015,0.139549947327003
330,330,330,330,2020-05-28,64.31819152832031,56.53882598876953,55.83502578735352,0.13759333349256342,0.15193269137682042
331,331,331,331,2020-05-29,63.84899139404297,57.69305419921875,54.52125930786133,0.1067015307174981,0.1710843110484921
332,332,332,332,2020-06-01,64.740478515625,57.16755294799805,50.64565658569336,0.1324689474554841,0.2783026794426675
333,333,333,333,2020-06-02,66.5328369140625,56.50129699707031,55.51596450805664,0.17754530338502383,0.19844512301334616
334,334,334,334,2020-06-03,69.76093292236328,61.74696731567383,54.45557403564453,0.12978719368870428,0.2810613818284322
335,335,335,335,2020-06-04,72.39784240722656,66.51406860351562,59.49480056762695,0.08845908733659913,0.21687679791333858
336,336,336,336,2020-06-05,74.15266418457031,64.31819152832031,56.53882598876953,0.15290343870940037,0.3115352660364661
337,337,337,337,2020-06-08,75.07230377197266,63.84899139404297,57.69305419921875,0.17577900813914504,0.3012364280930935
338,338,338,338,2020-06-09,73.63655853271484,64.740478515625,57.16755294799805,0.13741140351538794,0.28808309496293605
339,339,339,339,2020-06-10,67.37739562988281,66.5328369140625,56.50129699707031,0.012693862985448723,0.19249290212535208
340,340,340,340,2020-06-11,62.04726409912109,69.76093292236328,61.74696731567383,-0.11057290234100958,0.004863344654839841
341,341,341,341,2020-06-12,66.27945709228516,72.39784240722656,66.51406860351562,-0.08451060296143142,-0.0035272464330661224
342,342,342,342,2020-06-15,66.78620910644531,74.15266418457031,64.31819152832031,-0.09934174529170603,0.03837199895519916
343,343,343,343,2020-06-16,69.06652069091797,75.07230377197266,63.84899139404297,-0.07999998373963413,0.08171670660661046
344,344,344,344,2020-06-17,67.06773376464844,73.63655853271484,64.740478515625,-0.08920602617717455,0.03594745207917738
345,345,345,345,2020-06-18,65.66950225830078,67.37739562988281,66.5328369140625,-0.02534816544355356,-0.012976068597177814
346,346,346,346,2020-06-19,63.877140045166016,62.04726409912109,69.76093292236328,0.02949164596720477,-0.08434223326321222
347,347,347,347,2020-06-22,64.09298706054688,66.27945709228516,72.39784240722656,-0.0329886533122008,-0.11471136529133252
348,348,348,348,2020-06-23,65.28475189208984,66.78620910644531,74.15266418457031,-0.022481545732928376,-0.11958993503467008
349,349,349,349,2020-06-24,61.42790603637695,69.06652069091797,75.07230377197266,-0.11059793628123893,-0.18175008691673689
350,350,350,350,2020-06-25,62.91058349609375,67.06773376464844,73.63655853271484,-0.06198435574314776,-0.14566100385932368
351,351,351,351,2020-06-26,57.392765045166016,65.66950225830078,67.37739562988281,-0.12603624100239874,-0.1481896189571399
352,352,352,352,2020-06-29,58.53762435913086,63.877140045166016,62.04726409912109,-0.08359039998127205,-0.05656397249657208
353,353,353,353,2020-06-30,58.73468780517578,64.09298706054688,66.27945709228516,-0.08360195867153541,-0.11383269595289991
354,354,354,354,2020-07-01,56.96111679077149,65.28475189208984,66.78620910644531,-0.12749738430616409,-0.14711259176298475
355,355,355,355,2020-07-02,57.383392333984375,61.42790603637695,69.06652069091797,-0.06584163393096065,-0.16915762137805057
356,356,356,356,2020-07-06,58.790992736816406,62.91058349609375,67.06773376464844,-0.06548327054593506,-0.12340868795233872
357,357,357,357,2020-07-07,56.21977233886719,57.392765045166016,65.66950225830078,-0.02043798909802874,-0.1438983027808639
358,358,358,358,2020-07-08,57.60860443115234,58.53762435913086,63.877140045166016,-0.01587047541046327,-0.09813425600428172
359,359,359,359,2020-07-09,54.75586700439453,58.73468780517578,64.09298706054688,-0.06774226525182336,-0.14568083786345964
360,360,360,360,2020-07-10,57.05495834350586,56.96111679077149,65.28475189208984,0.0016474668690058536,-0.12605996515368756
361,361,361,361,2020-07-13,57.76813888549805,57.383392333984375,61.42790603637695,0.006704841520598137,-0.05957825013132678
362,362,362,362,2020-07-14,56.942344665527344,58.790992736816406,62.91058349609375,-0.03144440985313368,-0.0948685976014988
363,363,363,363,2020-07-15,59.75754928588867,56.21977233886719,57.392765045166016,0.06292762848090838,0.04120352519802206
364,364,364,364,2020-07-16,59.45727157592773,57.60860443115234,58.53762435913086,0.03209012200572792,0.015710361103053794
365,365,365,365,2020-07-17,58.17164611816406,54.75586700439453,58.73468780517578,0.06238197476619978,-0.009586186767167937
366,366,366,366,2020-07-20,57.09247970581055,57.05495834350586,56.96111679077149,0.0006576354342209267,0.002306185735816424
367,367,367,367,2020-07-21,58.99745178222656,57.76813888549805,57.383392333984375,0.02128011946455688,0.028127640813704335
368,368,368,368,2020-07-22,60.104774475097656,56.942344665527344,58.790992736816406,0.0555374006487801,0.02234665000746827
369,369,369,369,2020-07-23,61.37159729003906,59.75754928588867,56.21977233886719,0.0270099430689259,0.09163724321256628
370,370,370,370,2020-07-24,61.05255508422852,59.45727157592773,57.60860443115234,0.026830755364608327,0.059781879583492126
371,371,371,371,2020-07-27,61.69066619873047,58.17164611816406,54.75586700439453,0.06049373389603274,0.12664942724364803
372,372,372,372,2020-07-28,60.15167999267578,57.09247970581055,57.05495834350586,0.05358324428416594,0.05427611795850873
373,373,373,373,2020-07-29,62.29124450683594,58.99745178222656,57.76813888549805,0.05582940661178948,0.07829758251868069
374,374,374,374,2020-07-30,60.84609603881836,60.104774475097656,56.942344665527344,0.01233382156733387,0.06855621060602957
375,375,375,375,2020-07-31,59.87016677856445,61.37159729003906,59.75754928588867,-0.0244645826045381,0.001884573481034213
376,376,376,376,2020-08-03,59.57925033569336,61.05255508422852,59.45727157592773,-0.02413174594417189,0.0020515364484874343
377,377,377,377,2020-08-04,59.34465789794922,61.69066619873047,58.17164611816406,-0.03802857782770275,0.02016466540077655
378,378,378,378,2020-08-05,60.68657302856445,60.15167999267578,57.09247970581055,0.008892403935414572,0.06295213207192529
379,379,379,379,2020-08-06,59.63556289672852,62.29124450683594,58.99745178222656,-0.04263330474664018,0.010815909759244846
380,380,380,380,2020-08-07,61.79729080200195,60.84609603881836,60.104774475097656,0.015632798570622386,0.028159432286124497
381,381,381,381,2020-08-10,63.35750579833984,59.87016677856445,61.37159729003906,0.05824835986633614,0.03235875545026912
382,382,382,382,2020-08-11,65.44403839111328,59.57925033569336,61.05255508422852,0.09843675478250158,0.07192955808034962
383,383,383,383,2020-08-12,64.05299377441406,59.34465789794922,61.69066619873047,0.07933883256284724,0.03829311176626926
384,384,384,384,2020-08-13,63.57366180419922,60.68657302856445,60.15167999267578,0.04757376519309875,0.056889214265338994
385,385,385,385,2020-08-14,65.29367065429688,59.63556289672852,62.29124450683594,0.09487808084190563,0.048199809960955964
386,386,386,386,2020-08-17,62.77476501464844,61.79729080200195,60.84609603881836,0.015817428239343068,0.03169749747953654
387,387,387,387,2020-08-18,61.53411865234375,63.35750579833984,59.87016677856445,-0.0287793391330734,0.02779267143072417
388,388,388,388,2020-08-19,61.75029754638672,65.44403839111328,59.57925033569336,-0.05644121199629604,0.036439653041298925
389,389,389,389,2020-08-20,60.40626525878906,64.05299377441406,59.34465789794922,-0.056932990961644725,0.01788884456399442
390,390,390,390,2020-08-21,59.96452331542969,63.57366180419922,60.68657302856445,-0.056770970655824926,-0.011898014290490644
391,391,391,391,2020-08-24,63.31050109863281,65.29367065429688,59.63556289672852,-0.030373074997791627,0.06162326677905616
392,392,392,392,2020-08-25,62.88755416870117,62.77476501464844,61.79729080200195,0.0017967276185966163,0.017642575468112653
393,393,393,393,2020-08-26,62.2954216003418,61.53411865234375,63.35750579833984,0.012372046023755745,-0.016763352417605293
394,394,394,394,2020-08-27,65.42523193359375,61.75029754638672,65.44403839111328,0.0595128207187412,-0.0002873670082389479
395,395,395,395,2020-08-28,66.8538589477539,60.40626525878906,64.05299377441406,0.10673716809576672,0.04372731090765414
396,396,396,396,2020-08-31,64.88011169433594,59.96452331542969,63.57366180419922,0.0819749429683434,0.020550175230749756
397,397,397,397,2020-09-01,64.4571533203125,63.31050109863281,65.29367065429688,0.018111564460582708,-0.012811614442897357
398,398,398,398,2020-09-02,65.19967651367188,62.88755416870117,62.77476501464844,0.036765976599570704,0.038628762663748484
399,399,399,399,2020-09-03,65.71660614013672,62.2954216003418,61.53411865234375,0.05491871556377981,0.06797021846405626
400,400,400,400,2020-09-04,69.54192352294922,65.42523193359375,61.75029754638672,0.06292207864901256,0.12617956975364275
401,401,401,401,2020-09-08,66.1301498413086,66.8538589477539,60.40626525878906,-0.010825240574532713,0.09475647199835313
402,402,402,402,2020-09-09,66.32752990722656,64.88011169433594,59.96452331542969,0.022309120238721558,0.10611285206630816
403,403,403,403,2020-09-10,65.24665832519531,64.4571533203125,63.31050109863281,0.012248524239962366,0.030581928636864264
404,404,404,404,2020-09-11,66.77867126464844,65.19967651367188,62.88755416870117,0.024217831060027617,0.06187419986964371
405,405,405,405,2020-09-14,70.15284729003906,65.71660614013672,62.2954216003418,0.06750563381867791,0.12613167208509846
406,406,406,406,2020-09-15,68.89340209960938,69.54192352294922,65.42523193359375,-0.0093256181377529,0.053009673233345156
407,407,407,407,2020-09-16,71.59087371826172,66.1301498413086,66.8538589477539,0.08257540456292833,0.07085626536846257
408,408,408,408,2020-09-17,71.41229248046875,66.32752990722656,64.88011169433594,0.07666141917774305,0.10068078823457194
409,409,409,409,2020-09-18,71.23372650146484,65.24665832519531,64.4571533203125,0.09176053348861846,0.10513298884728806
410,410,410,410,2020-09-21,67.34259033203125,66.77867126464844,65.19967651367188,0.008444598502835854,0.032866939422774966
411,411,411,411,2020-09-22,65.75419616699219,70.15284729003906,65.71660614013672,-0.06270096358115229,0.0005720019499380058
412,412,412,412,2020-09-23,64.0342025756836,68.89340209960938,69.54192352294922,-0.07053214641512573,-0.07920000868897514
413,413,413,413,2020-09-24,64.00601959228516,71.59087371826172,66.1301498413086,-0.10594722109169874,-0.03212045117273554
414,414,414,414,2020-09-25,65.19026947021484,71.41229248046875,66.32752990722656,-0.08712817911504,-0.017146129798628507
415,415,415,415,2020-09-28,67.0418472290039,71.23372650146484,65.24665832519531,-0.058846833913353325,0.027513882701259762
416,416,416,416,2020-09-29,66.21475219726562,67.34259033203125,66.77867126464844,-0.016747768822150233,-0.008444598502835743
417,417,417,417,2020-09-30,67.53997802734375,65.75419616699219,70.15284729003906,0.02715844713265625,-0.03724537725308141
418,418,418,418,2020-10-01,68.545654296875,64.0342025756836,68.89340209960938,0.07045378156867366,-0.005047621283553183
419,419,419,419,2020-10-02,70.43482208251953,64.00601959228516,71.59087371826172,0.10044059185660181,-0.01614803082710936
420,420,420,420,2020-10-05,73.34845733642578,65.19026947021484,71.41229248046875,0.12514425745606683,0.02711248706217595
421,421,421,421,2020-10-06,71.08332824707031,67.0418472290039,71.23372650146484,0.06028296034656333,-0.0021113349221093536
422,422,422,422,2020-10-07,73.53642272949219,66.21475219726562,67.34259033203125,0.11057461198999863,0.091974965128641
423,423,423,423,2020-10-08,75.45378875732422,67.53997802734375,65.75419616699219,0.11717224318279373,0.1475129064873446
424,424,424,424,2020-10-09,75.07781982421875,68.545654296875,64.0342025756836,0.09529656685531918,0.17246435192946197
425,425,425,425,2020-10-12,75.57597351074219,70.43482208251953,64.00601959228516,0.0729916151729526,0.18076352805809526
426,426,426,426,2020-10-13,74.75826263427734,73.34845733642578,65.19026947021484,0.019220653699439705,0.14677026559054296
427,427,427,427,2020-10-14,73.93118286132812,71.08332824707031,67.0418472290039,0.04006360822553612,0.10276172147809981
428,428,428,428,2020-10-15,73.82778930664062,73.53642272949219,66.21475219726562,0.003962207656201144,0.11497493922040802
429,429,429,429,2020-10-16,74.45751953125,75.45378875732422,67.53997802734375,-0.013203700469945123,0.10242143551047156
430,430,430,430,2020-10-19,72.48375701904297,75.07781982421875,68.545654296875,-0.0345516533544703,0.057452259556992846
431,431,431,431,2020-10-20,72.62474060058594,75.57597351074219,70.43482208251953,-0.0390498828273349,0.03109141832573603
432,432,432,432,2020-10-21,69.28814697265625,74.75826263427734,73.34845733642578,-0.07317071677255638,-0.055356452081141816
433,433,433,433,2020-10-22,72.135986328125,73.93118286132812,71.08332824707031,-0.02428199392630248,0.014808790007635464
434,434,434,434,2020-10-23,73.30146026611328,73.82778930664062,73.53642272949219,-0.007129145345816323,-0.0031951848438864783
435,435,435,435,2020-10-26,70.44419860839844,74.45751953125,75.45378875732422,-0.053900814157086696,-0.06639282442181549
436,436,436,436,2020-10-27,69.60773468017578,72.48375701904297,75.07781982421875,-0.039678163179532766,-0.07285887039408168
437,437,437,437,2020-10-28,67.73734283447266,72.62474060058594,75.57597351074219,-0.06729659515057673,-0.10371855382260298
438,438,438,438,2020-10-29,68.72423553466797,69.28814697265625,74.75826263427734,-0.00813864221554117,-0.08071384870363107
439,439,439,439,2020-10-30,68.68663787841797,72.135986328125,73.93118286132812,-0.047817304861085264,-0.07093819928117873
440,440,440,440,2020-11-02,71.13032531738281,73.30146026611328,73.82778930664062,-0.029619259164120226,-0.03653724450632012
441,441,441,441,2020-11-03,72.9067153930664,70.44419860839844,74.45751953125,0.03495698486623677,-0.020828039235617046
442,442,442,442,2020-11-04,71.00814056396484,69.60773468017578,72.48375701904297,0.020118538409897413,-0.020357891419596985
443,443,443,443,2020-11-05,73.96878051757812,67.73734283447266,72.62474060058594,0.09199412646482186,0.018506639829311
444,444,444,444,2020-11-06,73.18766784667969,68.72423553466797,69.28814697265625,0.06494699107653434,0.05627976853764527
445,445,445,445,2020-11-09,81.8267822265625,68.68663787841797,72.135986328125,0.1913056855600337,0.1343406584108655
446,446,446,446,2020-11-10,81.57268524169922,71.13032531738281,73.30146026611328,0.14680601948216454,0.11283847478014919
447,447,447,447,2020-11-11,79.68110656738281,72.9067153930664,70.44419860839844,0.0929186171368881,0.13112375669617093
448,448,448,448,2020-11-12,78.65533447265625,71.00814056396484,69.60773468017578,0.10769460864564873,0.1299798051761225
449,449,449,449,2020-11-13,81.59150695800781,73.96878051757812,67.73734283447266,0.10305329339069202,0.20452771756031352
450,450,450,450,2020-11-16,83.38896942138672,73.18766784667969,68.72423553466797,0.1393855259342005,0.21338518751978142
451,451,451,451,2020-11-17,82.58906555175781,81.8267822265625,68.68663787841797,0.009315816954462486,0.20240367126352132
452,452,452,452,2020-11-18,80.56573486328125,81.57268524169922,71.13032531738281,-0.012344210263942945,0.1326496048457213
453,453,453,453,2020-11-19,79.98223876953125,79.68110656738281,72.9067153930664,0.0037792171208588243,0.09704899388647736
454,454,454,454,2020-11-20,78.65533447265625,78.65533447265625,71.00814056396484,0.0,0.10769460864564873
455,455,455,455,2020-11-23,82.13733673095703,81.59150695800781,73.96878051757812,0.006689786637108508,0.1104324845728355
456,456,456,456,2020-11-24,85.97693634033203,83.38896942138672,73.18766784667969,0.031034883113468137,0.17474622255274608
457,457,457,457,2020-11-25,84.60296630859375,82.58906555175781,81.8267822265625,0.024384593086040462,0.03392757244620137
458,458,458,458,2020-11-27,82.58906555175781,80.56573486328125,81.57268524169922,0.025114035041201133,0.012459811848133606
459,459,459,459,2020-11-30,80.59395599365234,79.98223876953125,79.68110656738281,0.007648163311404055,0.011456284501992542
460,460,460,460,2020-12-01,84.41474151611328,78.65533447265625,78.65533447265625,0.07322334946600773,0.07322334946600773
461,461,461,461,2020-12-02,86.00518035888672,82.13733673095703,81.59150695800781,0.04708995667340554,0.0540947650734096
462,462,462,462,2020-12-03,85.90164947509766,85.97693634033203,83.38896942138672,-0.0008756635027835635,0.03013204349622911
463,463,463,463,2020-12-04,86.80508422851562,84.60296630859375,82.58906555175781,0.026028850003787518,0.05104814600566798
464,464,464,464,2020-12-07,87.4920654296875,82.58906555175781,80.56573486328125,0.059366210831590216,0.08597117097187934
465,465,465,465,2020-12-08,87.18151092529297,80.59395599365234,79.98223876953125,0.08173758007560106,0.09001088574810234
466,466,466,466,2020-12-09,89.32716369628906,84.41474151611328,78.65533447265625,0.05819388997640984,0.1356783909849466
467,467,467,467,2020-12-10,89.0919189453125,86.00518035888672,82.13733673095703,0.03589014723933248,0.08467016939124017
468,468,468,468,2020-12-11,86.73921966552734,85.90164947509766,85.97693634033203,0.009750338853184548,0.008866137334527568
469,469,469,469,2020-12-14,85.0923080444336,86.80508422851562,84.60296630859375,-0.019731288775357014,0.005783978472515328
470,470,470,470,2020-12-15,87.21915435791016,87.4920654296875,82.58906555175781,-0.003119266535051346,0.056061765261779195
471,471,471,471,2020-12-16,88.07553100585938,87.18151092529297,80.59395599365234,0.010254698170263365,0.09283047245870746
472,472,472,472,2020-12-17,88.53667449951172,89.32716369628906,84.41474151611328,-0.008849370830411596,0.048829539833533
473,473,473,473,2020-12-18,86.174560546875,89.0919189453125,86.00518035888672,-0.032745488400898304,0.0019694184383021174
474,474,474,474,2020-12-21,89.67536926269531,86.73921966552734,85.90164947509766,0.03385031141033967,0.04393070227006102
475,475,475,475,2020-12-22,89.3930435180664,85.0923080444336,86.80508422851562,0.05054200047537849,0.029813452893357573
476,476,476,476,2020-12-23,91.11521911621094,87.21915435791016,87.4920654296875,0.044669829545847195,0.04141122590636703
477,477,477,477,2020-12-24,91.5669403076172,88.07553100585938,87.18151092529297,0.039641081488632324,0.050302286984704514
478,478,478,478,2020-12-28,91.80220794677734,88.53667449951172,89.32716369628906,0.03688339849814026,0.02770763279693278
479,479,479,479,2020-12-29,90.512939453125,86.174560546875,89.0919189453125,0.05034407925863604,0.0159500493943201
480,480,480,480,2020-12-30,92.11276245117188,89.67536926269531,86.73921966552734,0.027180185691083825,0.061950554851257555
481,481,481,481,2020-12-31,93.02560424804688,89.3930435180664,85.0923080444336,0.04063583235362511,0.09323164908713788
482,482,482,482,2021-01-04,92.07511901855467,91.11521911621094,87.21915435791016,0.010535011731897859,0.05567543845607248
483,483,483,483,2021-01-05,94.23959350585938,91.5669403076172,88.07553100585938,0.029187970999833057,0.06998609522535748
484,484,484,484,2021-01-06,101.05300903320312,91.80220794677734,88.53667449951172,0.10076883000231285,0.1413689254136199
