,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,DGX,DGX_6m,DGX_12m,DGX_6m_ret,DGX_12m_ret
80,80,80,80,2019-05-31,87.13971710205078,88.69334411621094,87.90290069580078,-0.017516838829805592,-0.008682120700329254
81,81,81,81,2019-06-03,87.36685180664062,88.71150970458984,88.47529602050781,-0.01515764867971403,-0.012528290536719555
82,82,82,82,2019-06-04,88.32083129882812,89.07493591308594,87.57581329345703,-0.00846595741582823,0.008507120600463214
83,83,83,83,2019-06-05,88.81145477294922,88.22087860107422,88.33900451660156,0.006694290299981365,0.005348150105753957
84,84,84,84,2019-06-06,89.72001647949219,87.95740509033203,88.20270538330078,0.0200393745967149,0.017202545994452922
85,85,85,85,2019-06-07,90.25605010986328,87.22148132324219,88.82960510253906,0.034791530028881246,0.016058216240831147
86,86,86,86,2019-06-10,90.5558853149414,87.13971710205078,88.69334411621094,0.03920334293591865,0.02099978546631487
87,87,87,87,2019-06-11,89.87445068359375,87.36685180664062,88.71150970458984,0.028701948451832937,0.013109245721062646
88,88,88,88,2019-06-12,90.40142059326172,88.32083129882812,89.07493591308594,0.02355717517415612,0.014891783716466378
89,89,89,89,2019-06-13,91.63707733154295,88.81145477294922,88.22087860107422,0.031815969750946804,0.03872324538861638
90,90,90,90,2019-06-14,91.7915267944336,89.72001647949219,87.95740509033203,0.023088608275221523,0.04359066414208024
91,91,91,91,2019-06-17,92.61830139160156,90.25605010986328,87.22148132324219,0.026172774887255335,0.06187489579956562
92,92,92,92,2019-06-18,91.3735809326172,90.5558853149414,87.13971710205078,0.009029734675244594,0.04858707339625701
93,93,93,93,2019-06-19,92.6001205444336,89.87445068359375,87.36685180664062,0.03032752734629396,0.05989993492469181
94,94,94,94,2019-06-20,91.16461181640624,90.40142059326172,88.32083129882812,0.00844224812105887,0.032198298813066684
95,95,95,95,2019-06-21,92.01866149902344,91.63707733154295,88.81145477294922,0.00416408050749939,0.036112534517913186
96,96,96,96,2019-06-24,91.67340087890624,91.7915267944336,89.72001647949219,-0.0012868934601327764,0.021772002236095656
97,97,97,97,2019-06-25,91.7915267944336,92.61830139160156,90.25605010986328,-0.008926687109843012,0.017012451605197265
98,98,98,98,2019-06-26,90.60130310058594,91.3735809326172,90.5558853149414,-0.008451872238659175,0.0005015442727611674
99,99,99,99,2019-06-27,91.33724212646484,92.6001205444336,89.87445068359375,-0.013637978120803473,0.01627594307108371
100,100,100,100,2019-06-28,92.50019073486328,91.16461181640624,90.40142059326172,0.014650190373724392,0.023216119036939098
101,101,101,101,2019-07-01,93.0816650390625,92.01866149902344,91.63707733154295,0.01155204306085622,0.01576422720568682
102,102,102,102,2019-07-02,93.79034423828124,91.67340087890624,91.7915267944336,0.02309223110606884,0.0217756204047459
103,103,103,103,2019-07-03,94.46267700195312,91.7915267944336,92.61830139160156,0.02910018278159332,0.019913727445219687
104,104,104,104,2019-07-05,94.29828643798828,90.60130310058594,91.3735809326172,0.04080496870224848,0.03200821808141541
105,105,105,105,2019-07-08,93.5768814086914,91.33724212646484,92.6001205444336,0.024520548574540557,0.01054815974876755
106,106,106,106,2019-07-09,93.1567840576172,92.50019073486328,91.16461181640624,0.007098291555267533,0.021852473251604998
107,107,107,107,2019-07-10,93.62252044677734,93.0816650390625,92.01866149902344,0.005810547195173932,0.017429713947435754
108,108,108,108,2019-07-11,94.51747131347656,93.79034423828124,91.67340087890624,0.007752685855891617,0.03102394377543738
109,109,109,109,2019-07-12,94.04261779785156,94.46267700195312,91.7915267944336,-0.004446827227783112,0.02452395206868352
110,110,110,110,2019-07-15,92.34402465820312,94.29828643798828,90.60130310058594,-0.020724255483372978,0.019235060622499134
111,111,111,111,2019-07-16,92.66363525390624,93.5768814086914,91.33724212646484,-0.009759313850144502,0.01452193099507948
112,112,112,112,2019-07-17,91.46733856201172,93.1567840576172,92.50019073486328,-0.018135506852196226,-0.01116594641206814
113,113,113,113,2019-07-18,92.11572265625,93.62252044677734,93.0816650390625,-0.016094394632154008,-0.010377364676568024
114,114,114,114,2019-07-19,90.6637191772461,94.51747131347656,93.79034423828124,-0.04077290772463771,-0.03333632141376641
115,115,115,115,2019-07-22,89.56786346435547,94.04261779785156,94.46267700195312,-0.047582196649552655,-0.05181743406971673
116,116,116,116,2019-07-23,94.40789031982422,92.34402465820312,94.29828643798828,0.022349747796461816,0.0011623104297660003
117,117,117,117,2019-07-24,94.38961791992188,92.66363525390624,93.5768814086914,0.018626321547674074,0.00868522757967205
118,118,118,118,2019-07-25,93.34856414794922,91.46733856201172,93.1567840576172,0.020567184040914066,0.0020586808816134283
119,119,119,119,2019-07-26,92.49015045166016,92.11572265625,93.62252044677734,0.004064754469846665,-0.012095059924827845
120,120,120,120,2019-07-29,93.60425567626952,90.6637191772461,94.51747131347656,0.03243344223806566,-0.009661871234136976
121,121,121,121,2019-07-30,94.65444946289062,89.56786346435547,94.04261779785156,0.0567903018090794,0.006505897851059705
122,122,122,122,2019-07-31,93.22071075439452,94.40789031982422,92.34402465820312,-0.012575003650732053,0.00949369598559624
123,123,123,123,2019-08-01,92.46276092529295,94.38961791992188,92.66363525390624,-0.020413865815874233,-0.00216777949691771
124,124,124,124,2019-08-02,91.63172149658205,93.34856414794922,91.46733856201172,-0.018391741394609196,0.0017971763162090149
125,125,125,125,2019-08-05,89.35783386230469,92.49015045166016,92.11572265625,-0.033866488205060996,-0.029939392694523836
126,126,126,126,2019-08-06,90.33494567871094,93.60425567626952,90.6637191772461,-0.034926937604904396,-0.0036262961801998284
127,127,127,127,2019-08-07,91.29383850097656,94.65444946289062,89.56786346435547,-0.0355039935363165,0.01927002576440784
128,128,128,128,2019-08-08,92.44448852539062,93.22071075439452,94.40789031982422,-0.008326714339788488,-0.020797009527299126
129,129,129,129,2019-08-09,91.99699401855467,92.46276092529295,94.38961791992188,-0.005037345868512455,-0.025348379981758762
130,130,130,130,2019-08-12,91.58606719970705,91.63172149658205,93.34856414794922,-0.000498236812856323,-0.018880814764850262
131,131,131,131,2019-08-13,92.6910400390625,89.35783386230469,92.49015045166016,0.03730177906834764,0.002172010602440766
132,132,132,132,2019-08-14,90.89202117919922,90.33494567871094,93.60425567626952,0.006166777389445821,-0.028975546864563162
133,133,133,133,2019-08-15,91.22077941894533,91.29383850097656,94.65444946289062,-0.0008002630104161357,-0.03627584401398343
134,134,134,134,2019-08-16,91.86915588378906,92.44448852539062,93.22071075439452,-0.006223547242013683,-0.014498439881737823
135,135,135,135,2019-08-19,93.22071075439452,91.99699401855467,92.46276092529295,0.01330170348384474,0.008197352334243568
136,136,136,136,2019-08-20,92.63624572753906,91.58606719970705,91.63172149658205,0.01146657521107497,0.010962625328331255
137,137,137,137,2019-08-21,94.19783782958984,92.6910400390625,89.35783386230469,0.016256132091001962,0.05416429380711407
138,138,138,138,2019-08-22,93.71383666992188,90.89202117919922,90.33494567871094,0.031045799775530014,0.03740402970106871
139,139,139,139,2019-08-23,92.78236389160156,91.22077941894533,91.29383850097656,0.017118736351554587,0.016304773849651122
140,140,140,140,2019-08-26,92.51753997802734,91.86915588378906,92.44448852539062,0.00705769077772378,0.0007902196637352699
141,141,141,141,2019-08-27,91.74129486083984,93.22071075439452,91.99699401855467,-0.01587003447605584,-0.0027794294850901347
142,142,142,142,2019-08-28,92.17052459716795,92.63624572753906,91.58606719970705,-0.005027418012393148,0.006381509931925322
143,143,143,143,2019-08-29,93.46727752685548,94.19783782958984,92.6910400390625,-0.007755595240476643,0.008374460869851719
144,144,144,144,2019-08-30,93.48553466796876,93.71383666992188,90.89202117919922,-0.002436161084272248,0.02853400612201451
145,145,145,145,2019-09-03,93.4033432006836,92.78236389160156,91.22077941894533,0.006692859321923761,0.02392616896764843
146,146,146,146,2019-09-04,93.81430053710938,92.51753997802734,91.86915588378906,0.014016375266679315,0.021172989286859734
147,147,147,147,2019-09-05,93.80516815185548,91.74129486083984,93.22071075439452,0.022496666241154317,0.006269608896255052
148,148,148,148,2019-09-06,95.16584014892578,92.17052459716795,92.63624572753906,0.032497542623836306,0.027306745880297578
149,149,149,149,2019-09-09,95.89642333984376,93.46727752685548,94.19783782958984,0.025989264663136558,0.01803210720533488
150,150,150,150,2019-09-10,95.4763412475586,93.48553466796876,93.71383666992188,0.02129534357010998,0.01880730359855609
151,151,151,151,2019-09-11,94.91016387939452,93.4033432006836,92.78236389160156,0.01613240626166257,0.022933237509219717
152,152,152,152,2019-09-12,95.8599090576172,93.81430053710938,92.51753997802734,0.021804868861103666,0.03612686935238085
153,153,153,153,2019-09-13,95.33937072753906,93.80516815185548,91.74129486083984,0.016355203086464876,0.03921980687276161
154,154,154,154,2019-09-16,96.49915313720705,95.16584014892578,92.17052459716795,0.0140104157772869,0.04696326248502336
155,155,155,155,2019-09-17,97.0287857055664,95.89642333984376,93.46727752685548,0.01180818143456408,0.03810433205019392
156,156,156,156,2019-09-18,97.0014190673828,95.4763412475586,93.48553466796876,0.01597335842467884,0.03760886015041098
157,157,157,157,2019-09-19,96.5447998046875,94.91016387939452,93.4033432006836,0.017222980748091032,0.03363323513221861
158,158,158,158,2019-09-20,98.09727478027344,95.8599090576172,93.81430053710938,0.023339952485365467,0.04565374594963667
159,159,159,159,2019-09-23,97.54932403564452,95.33937072753906,93.80516815185548,0.02317986044213627,0.03991417485364823
160,160,160,160,2019-09-24,97.17493438720705,96.49915313720705,95.16584014892578,0.007002975964350178,0.02111150634657588
161,161,161,161,2019-09-25,96.4900131225586,97.0287857055664,95.89642333984376,-0.0055527087048447,0.006189905337879331
162,162,162,162,2019-09-26,97.22056579589844,97.0014190673828,95.4763412475586,0.002259211572599895,0.01826865719348514
163,163,163,163,2019-09-27,96.33475494384766,96.5447998046875,94.91016387939452,-0.002175620657609456,0.015009889417780586
164,164,164,164,2019-09-30,97.7411117553711,98.09727478027344,95.8599090576172,-0.003630712735905317,0.01962449908671604
165,165,165,165,2019-10-01,97.09272003173828,97.54932403564452,95.33937072753906,-0.004680750055627181,0.018390611253455313
166,166,166,166,2019-10-02,96.19778442382812,97.17493438720705,96.49915313720705,-0.010055576260904142,-0.0031230192554169145
167,167,167,167,2019-10-03,94.95870971679688,96.4900131225586,97.0287857055664,-0.015870071484151427,-0.02133465830491965
168,168,168,168,2019-10-04,96.14271545410156,97.22056579589844,97.0014190673828,-0.011086649547583094,-0.008852485061942583
169,169,169,169,2019-10-07,96.06929779052734,96.33475494384766,96.5447998046875,-0.0027555699235966014,-0.004925195506356728
170,170,170,170,2019-10-08,93.74717712402344,97.7411117553711,98.09727478027344,-0.04086238185364388,-0.04434473501933378
171,171,171,171,2019-10-09,94.76596069335938,97.09272003173828,97.54932403564452,-0.023964302757388145,-0.028532881901550677
172,172,172,172,2019-10-10,94.53650665283205,96.19778442382812,97.17493438720705,-0.01726939742891398,-0.027151319946991825
173,173,173,173,2019-10-11,95.0137710571289,94.95870971679688,96.4900131225586,0.0005798450768363939,-0.015299428590134112
174,174,174,174,2019-10-14,95.20653533935548,96.14271545410156,97.22056579589844,-0.009737400387791362,-0.020716094789770545
175,175,175,175,2019-10-15,96.19779205322266,96.06929779052734,96.33475494384766,0.0013375164141979923,-0.0014217391294018
176,176,176,176,2019-10-16,97.12479400634766,93.74717712402344,97.7411117553711,0.03602899826899075,-0.0063056142697248685
177,177,177,177,2019-10-17,96.12435913085938,94.76596069335938,97.09272003173828,0.014334244359063275,-0.009973568569943914
178,178,178,178,2019-10-18,94.22444152832033,94.53650665283205,96.19778442382812,-0.003301001227575706,-0.020513392354377324
179,179,179,179,2019-10-21,93.87567138671876,95.0137710571289,94.95870971679688,-0.011978260180051548,-0.011405360638409467
180,180,180,180,2019-10-22,92.47138214111328,95.20653533935548,96.14271545410156,-0.028728628643957976,-0.038186286872050834
181,181,181,181,2019-10-23,94.46309661865234,96.19779205322266,96.06929779052734,-0.018032590951885585,-0.01671919342407613
182,182,182,182,2019-10-24,92.04920959472656,97.12479400634766,93.74717712402344,-0.05225838019578577,-0.018112199016409147
183,183,183,183,2019-10-25,92.36125946044922,96.12435913085938,94.76596069335938,-0.03914824196941835,-0.025375158076972548
184,184,184,184,2019-10-28,92.1409683227539,94.22444152832033,94.53650665283205,-0.022111812728974445,-0.02533982283558789
185,185,185,185,2019-10-29,92.66414642333984,93.87567138671876,95.0137710571289,-0.012905633008876927,-0.024729306158959852
186,186,186,186,2019-10-30,93.36168670654295,92.47138214111328,95.20653533935548,0.009627892920115011,-0.01937733188416868
187,187,187,187,2019-10-31,92.93030548095705,94.46309661865234,96.19779205322266,-0.016226348622501496,-0.03396633646703484
188,188,188,188,2019-11-01,93.24237060546876,92.04920959472656,97.12479400634766,0.01296220810581028,-0.03997355608934572
189,189,189,189,2019-11-04,92.82933807373048,92.36125946044922,96.12435913085938,0.005067910680469856,-0.034278731082546865
190,190,190,190,2019-11-05,92.53562927246094,92.1409683227539,94.22444152832033,0.004283229891014484,-0.017923292815185232
191,191,191,191,2019-11-06,92.8018035888672,92.66414642333984,93.87567138671876,0.0014855493828052069,-0.01143925558122283
192,192,192,192,2019-11-07,93.2607192993164,93.36168670654295,92.47138214111328,-0.0010814651147414978,0.008536015575052014
193,193,193,193,2019-11-08,93.2240219116211,92.93030548095705,94.46309661865234,0.0031606097617340456,-0.01311702401662096
194,194,194,194,2019-11-11,92.53562927246094,93.24237060546876,92.04920959472656,-0.007579615666339357,0.005284343883841913
195,195,195,195,2019-11-12,93.54524230957033,92.82933807373048,92.36125946044922,0.007712047189986748,0.012819041836779066
196,196,196,196,2019-11-13,93.92156982421876,92.53562927246094,92.1409683227539,0.014977372096071973,0.019324753514937232
197,197,197,197,2019-11-14,94.35295104980467,92.8018035888672,92.66414642333984,0.01671462623516895,0.01822500602066146
198,198,198,198,2019-11-15,95.6562728881836,93.2607192993164,93.36168670654295,0.025686629985972598,0.024577385676985974
199,199,199,199,2019-11-18,95.4359893798828,93.2240219116211,92.93030548095705,0.02372744087740286,0.02696304382039516
200,200,200,200,2019-11-19,95.8948974609375,92.53562927246094,93.24237060546876,0.03630242983041243,0.02844765569820429
201,201,201,201,2019-11-20,96.26202392578124,93.54524230957033,92.82933807373048,0.02904243496660408,0.03697845878556527
202,202,202,202,2019-11-21,96.23448944091795,93.92156982421876,92.53562927246094,0.02462607493707769,0.039972280920748116
203,203,203,203,2019-11-22,97.2073974609375,94.35295104980467,92.8018035888672,0.03025285780013487,0.047473149245978785
204,204,204,204,2019-11-25,97.77645111083984,95.6562728881836,93.2607192993164,0.022164549784775778,0.048420512359875545
205,205,205,205,2019-11-26,98.60248565673828,95.4359893798828,93.2240219116211,0.033179268087757174,0.05769396808706784
206,206,206,206,2019-11-27,98.32714080810548,95.8948974609375,92.53562927246094,0.02536363676866915,0.06258682824312012
207,207,207,207,2019-11-29,97.7947998046875,96.26202392578124,93.54524230957033,0.015922955038718545,0.04542783139151063
208,208,208,208,2019-12-02,97.74890899658205,96.23448944091795,93.92156982421876,0.015736765108457895,0.040750374802363654
209,209,209,209,2019-12-03,96.93203735351562,97.2073974609375,94.35295104980467,-0.0028327073310704387,0.02733445297698811
210,210,210,210,2019-12-04,97.56533813476562,97.77645111083984,95.6562728881836,-0.0021591392781775687,0.019957554156574853
211,211,211,211,2019-12-05,97.42767333984376,98.60248565673828,95.4359893798828,-0.011914631858109037,0.020869317465060933
212,212,212,212,2019-12-06,98.13441467285156,98.32714080810548,95.8948974609375,-0.0019600502330281433,0.02335387253348209
213,213,213,213,2019-12-09,96.58329010009766,97.7947998046875,96.26202392578124,-0.012388283497787533,0.003337413459788774
214,214,214,214,2019-12-10,96.31710052490234,97.74890899658205,96.23448944091795,-0.014647820485953145,0.0008584353121663391
215,215,215,215,2019-12-11,96.12435913085938,96.93203735351562,97.2073974609375,-0.008332417688804106,-0.011141521719201908
216,216,216,216,2019-12-12,96.66588592529295,97.56533813476562,97.77645111083984,-0.00921897291259599,-0.011358207144253396
217,217,217,217,2019-12-13,96.55574035644533,97.42767333984376,98.60248565673828,-0.008949541270035222,-0.020757542638612847
218,218,218,218,2019-12-16,97.45520782470705,98.13441467285156,98.32714080810548,-0.006921189171085085,-0.008867673525665642
219,219,219,219,2019-12-17,97.9783706665039,96.58329010009766,97.7947998046875,0.014444326393938445,0.0018771024858481589
220,220,220,220,2019-12-18,98.40057373046876,96.31710052490234,97.74890899658205,0.021631394572843687,0.006666721302326817
221,221,221,221,2019-12-19,99.11649322509766,96.12435913085938,96.93203735351562,0.031127740369794488,0.02253595334652081
222,222,222,222,2019-12-20,98.31798553466795,96.66588592529295,97.56533813476562,0.01709082365056691,0.007714290897682385
223,223,223,223,2019-12-23,98.44645690917967,96.55574035644533,97.42767333984376,0.019581606911764915,0.010456819242539384
224,224,224,224,2019-12-24,98.40975189208984,97.45520782470705,98.13441467285156,0.009794695313766422,0.00280571520354167
225,225,225,225,2019-12-26,97.73973846435548,97.9783706665039,96.58329010009766,-0.002435560017227445,0.011973586352870047
226,226,226,226,2019-12-27,98.07015991210938,98.40057373046876,96.31710052490234,-0.003357844429489165,0.018200915285586206
227,227,227,227,2019-12-30,97.6112289428711,99.11649322509766,96.12435913085938,-0.015186819400561768,0.015468189597889204
228,228,228,228,2019-12-31,98.01507568359376,98.31798553466795,96.66588592529295,-0.003080920031334311,0.013957248158295688
229,229,229,229,2020-01-02,97.04218292236328,98.44645690917967,96.55574035644533,-0.014264342576715383,0.005037945585857573
230,230,230,230,2020-01-03,96.47313690185548,98.40975189208984,97.45520782470705,-0.019679096359860093,-0.010077151798988715
231,231,231,231,2020-01-06,96.9962921142578,97.73973846435548,97.9783706665039,-0.007606387757716493,-0.010023421961045664
232,232,232,232,2020-01-07,95.88572692871094,98.07015991210938,98.40057373046876,-0.022274186004755503,-0.02555723718284708
233,233,233,233,2020-01-08,96.28038024902344,97.6112289428711,99.11649322509766,-0.013634176193259129,-0.02861393582229843
234,234,234,234,2020-01-09,97.46438598632812,98.01507568359376,98.31798553466795,-0.005618418324170316,-0.00868202845794519
235,235,235,235,2020-01-10,98.07015991210938,97.04218292236328,98.44645690917967,0.010593094248183776,-0.00382235185383506
236,236,236,236,2020-01-13,98.29153442382812,96.47313690185548,98.40975189208984,0.018848744638857884,-0.0012012779830128384
237,237,237,237,2020-01-14,98.23619079589844,96.9962921142578,97.73973846435548,0.012782949271711308,0.005079329445146774
238,238,238,238,2020-01-15,98.44833374023438,95.88572692871094,98.07015991210938,0.026725633664212323,0.0038561559241252485
239,239,239,239,2020-01-16,98.79886627197266,96.28038024902344,97.6112289428711,0.02615783211943401,0.012167015434224826
240,240,240,240,2020-01-17,98.75273895263672,97.46438598632812,98.01507568359376,0.013218704999478748,0.007526018460917605
241,241,241,241,2020-01-21,99.01100158691406,98.07015991210938,97.04218292236328,0.009593557058007018,0.020288276760281665
242,242,242,242,2020-01-22,100.1178970336914,98.29153442382812,96.47313690185548,0.018581077409862257,0.03778005203193335
243,243,243,243,2020-01-23,99.6105728149414,98.23619079589844,96.9962921142578,0.01399058745975279,0.026952377701243257
