,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,DGX,DGX_6m,DGX_12m,DGX_6m_ret,DGX_12m_ret
0,0,0,0,2019-02-05,79.02678680419922,,,,
1,1,1,1,2019-02-06,79.18035125732422,,,,
2,2,2,2,2019-02-07,81.05914306640625,,,,
3,3,3,3,2019-02-08,80.4720230102539,,,,
4,4,4,4,2019-02-11,79.71327209472656,,,,
5,5,5,5,2019-02-12,80.62557220458984,,,,
6,6,6,6,2019-02-13,81.18560791015625,79.02678680419922,,0.02731758677353091,
7,7,7,7,2019-02-14,77.22929382324219,79.18035125732422,,-0.024640676671683237,
8,8,8,8,2019-02-15,79.31583404541016,81.05914306640625,,-0.021506630283124495,
9,9,9,9,2019-02-19,79.53262329101562,80.4720230102539,,-0.011673618782003015,
10,10,10,10,2019-02-20,80.33651733398438,79.71327209472656,,0.007818588083013056,
11,11,11,11,2019-02-21,79.31583404541016,80.62557220458984,,-0.01624469908698678,
12,12,12,12,2019-02-22,79.30683135986328,81.18560791015625,79.02678680419922,-0.02314174394520896,0.0035436662300076804
13,13,13,13,2019-02-25,78.75582122802734,77.22929382324219,79.18035125732422,0.019766170700446617,-0.0053615577925035796
14,14,14,14,2019-02-26,78.53001403808594,79.31583404541016,81.05914306640625,-0.009907479594482016,-0.031201033376930365
15,15,15,15,2019-02-27,77.72610473632812,79.53262329101562,80.4720230102539,-0.02271418293443328,-0.03412264500391515
16,16,16,16,2019-02-28,78.17771911621094,80.33651733398438,79.71327209472656,-0.026871941794522014,-0.019263454355391008
17,17,17,17,2019-03-01,78.05128479003906,79.31583404541016,80.62557220458984,-0.015943213238445053,-0.03192891962389366
18,18,18,18,2019-03-04,77.42800903320312,79.30683135986328,81.18560791015625,-0.02369054839847018,-0.04628405173872019
19,19,19,19,2019-03-05,76.86799621582031,78.75582122802734,77.22929382324219,-0.023970609191428238,-0.004678245644053058
20,20,20,20,2019-03-06,75.27825164794922,78.53001403808594,79.31583404541016,-0.04140789263783473,-0.050905124380956845
21,21,21,21,2019-03-07,75.17887878417969,77.72610473632812,79.53262329101562,-0.03277182049440719,-0.054741618303036144
22,22,22,22,2019-03-08,76.20862579345703,78.17771911621094,80.33651733398438,-0.025187397957042612,-0.05138250545970757
23,23,23,23,2019-03-11,77.17510986328125,78.05128479003906,79.31583404541016,-0.011225631059306185,-0.02698987166803657
24,24,24,24,2019-03-12,78.4125747680664,77.42800903320312,79.30683135986328,0.012715885984373898,-0.011275908726438577
25,25,25,25,2019-03-13,79.7674789428711,76.86799621582031,78.75582122802734,0.03772028503136693,0.012845497628862557
26,26,26,26,2019-03-14,79.39714050292969,75.27825164794922,78.53001403808594,0.054715522276514994,0.011041975166631302
27,27,27,27,2019-03-15,79.8939208984375,75.17887878417969,77.72610473632812,0.06271764344602104,0.027890451598768573
28,28,28,28,2019-03-18,80.11974334716797,76.20862579345703,78.17771911621094,0.05132119248956113,0.024841147233653826
29,29,29,29,2019-03-19,80.76105499267578,77.17510986328125,78.05128479003906,0.04646504728982137,0.03471781675248664
30,30,30,30,2019-03-20,80.05653381347656,78.4125747680664,77.42800903320312,0.020965502666794977,0.033947983592684805
31,31,31,31,2019-03-21,80.95075225830078,79.7674789428711,76.86799621582031,0.014834031752177346,0.05311386068940083
32,32,32,32,2019-03-22,80.60750579833984,79.39714050292969,75.27825164794922,0.015244444418820002,0.07079407443352603
33,33,33,33,2019-03-25,79.8939208984375,79.8939208984375,75.17887878417969,0.0,0.06271764344602104
34,34,34,34,2019-03-26,80.0836181640625,80.11974334716797,76.20862579345703,-0.0004508899004946887,0.05084716238169151
35,35,35,35,2019-03-27,79.94815063476562,80.76105499267578,77.17510986328125,-0.010065549019683817,0.03593180205894009
36,36,36,36,2019-03-28,80.4358901977539,80.05653381347656,78.4125747680664,0.004738606160006986,0.0258034560868865
37,37,37,37,2019-03-29,81.22173309326172,80.95075225830078,79.7674789428711,0.003347477662669185,0.01823116600478447
38,38,38,38,2019-04-01,81.42045593261719,80.60750579833984,79.39714050292969,0.010085290770702526,0.025483479844124135
39,39,39,39,2019-04-02,82.12501525878906,79.8939208984375,79.8939208984375,0.02792570868048605,0.02792570868048605
40,40,40,40,2019-04-03,81.80884552001953,80.0836181640625,80.11974334716797,0.02154282480622527,0.021082221463597284
41,41,41,41,2019-04-04,82.21532440185547,79.94815063476562,80.76105499267578,0.028358051425694475,0.018007063049282568
42,42,42,42,2019-04-05,82.46971130371094,80.4358901977539,80.05653381347656,0.025284995304419855,0.03014341709893187
43,43,43,43,2019-04-08,82.20623779296875,81.22173309326172,80.95075225830078,0.012121197888951496,0.015509250990798806
44,44,44,44,2019-04-09,81.72471618652344,81.42045593261719,80.60750579833984,0.0037369018684696442,0.0138598803810972
45,45,45,45,2019-04-10,82.10631561279297,82.12501525878906,79.8939208984375,-0.00022769732142113863,0.027691652749999518
46,46,46,46,2019-04-11,81.51573181152344,81.80884552001953,80.0836181640625,-0.0035829097285619005,0.017882729081084348
47,47,47,47,2019-04-12,81.6611099243164,82.21532440185547,79.94815063476562,-0.006741011868178659,0.021425877596296772
48,48,48,48,2019-04-15,82.66961669921875,82.46971130371094,80.4358901977539,0.002423985634818271,0.027770271404632396
49,49,49,49,2019-04-16,80.94335174560547,82.20623779296875,81.22173309326172,-0.0153624114333486,-0.003427424373432242
50,50,50,50,2019-04-17,77.86334228515625,81.72471618652344,81.42045593261719,-0.047248544645346,-0.04368820595164402
51,51,51,51,2019-04-18,77.90877532958984,82.10631561279297,82.12501525878906,-0.05112323274860364,-0.0513392894468655
52,52,52,52,2019-04-22,77.39088439941406,81.51573181152344,81.80884552001953,-0.05060185709485676,-0.05400346493735009
53,53,53,53,2019-04-23,84.5684814453125,81.6611099243164,82.21532440185547,0.03560289008673334,0.02862187871393873
54,54,54,54,2019-04-24,86.0948715209961,82.66961669921875,82.46971130371094,0.0414330555594522,0.04395747432575314
55,55,55,55,2019-04-25,85.62240600585938,80.94335174560547,82.20623779296875,0.057806529620364255,0.04155607049545362
56,56,56,56,2019-04-26,86.621826171875,77.86334228515625,81.72471618652344,0.11248533173213726,0.059922018868498794
57,57,57,57,2019-04-29,87.4031982421875,77.90877532958984,82.10631561279297,0.12186589857730268,0.06451248713161384
58,58,58,58,2019-04-30,87.56673431396484,77.39088439941406,81.51573181152344,0.131486414627765,0.07423110076999895
59,59,59,59,2019-05-01,87.43953704833984,84.5684814453125,81.6611099243164,0.033949475667053974,0.07076106520446368
60,60,60,60,2019-05-02,89.1839599609375,86.0948715209961,82.66961669921875,0.03588005168447306,0.07879972741884389
61,61,61,61,2019-05-03,89.75634765625,85.62240600585938,80.94335174560547,0.048281073182032896,0.10887856408939722
62,62,62,62,2019-05-06,89.63825225830078,86.621826171875,77.86334228515625,0.03482293343066445,0.1512253343816361
63,63,63,63,2019-05-07,88.73876953125,87.4031982421875,77.90877532958984,0.01528057686586859,0.13900865667370987
64,64,64,64,2019-05-08,89.00225067138672,87.56673431396484,77.39088439941406,0.0163933983454827,0.15003532214525994
65,65,65,65,2019-05-09,89.7109375,87.43953704833984,84.5684814453125,0.025976812416155015,0.060808187244238754
66,66,66,66,2019-05-10,90.10160064697266,89.1839599609375,86.0948715209961,0.010289301870393341,0.04653853423777332
67,67,67,67,2019-05-13,88.20270538330078,89.75634765625,85.62240600585938,-0.01730955317945171,0.0301357961987756
68,68,68,68,2019-05-14,87.90290069580078,89.63825225830078,86.621826171875,-0.019359497968561734,0.014789280953092288
69,69,69,69,2019-05-15,88.47529602050781,88.73876953125,87.4031982421875,-0.0029690913242762518,0.012266116113389902
70,70,70,70,2019-05-16,87.57581329345703,89.00225067138672,87.56673431396484,-0.01602698097148536,0.0001036806906562493
71,71,71,71,2019-05-17,88.33900451660156,89.7109375,87.43953704833984,-0.01529281737133148,0.010286736396653895
72,72,72,72,2019-05-20,88.20270538330078,90.10160064697266,89.1839599609375,-0.02107504472769517,-0.01100259035443718
73,73,73,73,2019-05-21,88.82960510253906,88.20270538330078,89.75634765625,0.007107488557340558,-0.010325092073266928
74,74,74,74,2019-05-22,88.69334411621094,87.90290069580078,89.63825225830078,0.008992233636812452,-0.010541349460574057
75,75,75,75,2019-05-23,88.71150970458984,88.47529602050781,88.73876953125,0.0026698264341187272,-0.0003071918486604597
76,76,76,76,2019-05-24,89.07493591308594,87.57581329345703,89.00225067138672,0.01711799826061,0.0008166674567320342
77,77,77,77,2019-05-28,88.22087860107422,88.33900451660156,89.7109375,-0.0013371886651172282,-0.016609556654402113
78,78,78,78,2019-05-29,87.95740509033203,88.20270538330078,90.10160064697266,-0.0027810971545912944,-0.023797530135361344
79,79,79,79,2019-05-30,87.22148132324219,88.82960510253906,88.20270538330078,-0.018103466490035247,-0.011124648113620905
