,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,NTRS,NTRS_6m,NTRS_12m,NTRS_6m_ret,NTRS_12m_ret
82,82,82,82,2019-06-04,76.82733917236328,78.92711639404297,81.8996353149414,-0.02660400275105157,-0.06193307360982547
83,83,83,83,2019-06-05,75.8854751586914,77.31990051269531,80.7244644165039,-0.018551826172724883,-0.059944519827909604
84,84,84,84,2019-06-06,75.78179931640625,77.28532409667969,80.79359436035156,-0.019454208128733663,-0.062032084147561894
85,85,85,85,2019-06-07,76.2743148803711,75.74720001220703,81.70954132080078,0.0069588693453899175,-0.06651887102254539
86,86,86,86,2019-06-10,76.3780288696289,73.89805603027344,80.672607421875,0.033559378589600675,-0.053234656589041696
87,87,87,87,2019-06-11,75.85092163085938,74.19184112548828,77.88155364990234,0.022362034425927213,-0.026073337316448342
88,88,88,88,2019-06-12,76.04967498779297,76.82733917236328,78.92711639404297,-0.010122232436367673,-0.03645694328783533
89,89,89,89,2019-06-13,75.9017562866211,75.8854751586914,77.31990051269531,0.00021454867213566153,-0.01834125777026019
90,90,90,90,2019-06-14,75.84085845947266,75.78179931640625,77.28532409667969,0.0007793314964694709,-0.018690037909397716
91,91,91,91,2019-06-17,74.7098159790039,76.2743148803711,75.74720001220703,-0.020511477603187278,-0.01369534495051894
92,92,92,92,2019-06-18,75.17094421386719,76.3780288696289,73.89805603027344,-0.015804082320874158,0.017224921086859135
93,93,93,93,2019-06-19,74.1703872680664,75.85092163085938,74.19184112548828,-0.022155754032516017,-0.00028916734099626584
94,94,94,94,2019-06-20,74.5967025756836,76.04967498779297,76.82733917236328,-0.01910557030444371,-0.02903441171736043
95,95,95,95,2019-06-21,75.42323303222656,75.9017562866211,75.8854751586914,-0.006304508325044922,-0.0060913122767987105
96,96,96,96,2019-06-24,74.718505859375,75.84085845947266,75.78179931640625,-0.014798785547732285,-0.014030987210949641
97,97,97,97,2019-06-25,74.6141128540039,74.7098159790039,76.2743148803711,-0.001280998002014866,-0.021766200443374073
98,98,98,98,2019-06-26,75.44932556152344,75.17094421386719,76.3780288696289,0.0037033105087018736,-0.01215929923631165
99,99,99,99,2019-06-27,76.42378234863281,74.1703872680664,75.85092163085938,0.030381330926885886,0.00755245559917328
100,100,100,100,2019-06-28,78.30303955078125,74.5967025756836,76.04967498779297,0.049684997421130195,0.029630166905380895
101,101,101,101,2019-07-01,79.73859405517578,75.42323303222656,75.9017562866211,0.05721527504801305,0.05055005254510814
102,102,102,102,2019-07-02,79.93002319335938,74.718505859375,75.84085845947266,0.06974868239192022,0.05391770105123306
103,103,103,103,2019-07-03,80.7304458618164,74.6141128540039,74.7098159790039,0.08197287046460255,0.08058686537930315
104,104,104,104,2019-07-05,81.71358489990234,75.44932556152344,75.17094421386719,0.08302604816885806,0.08703682991423967
105,105,105,105,2019-07-08,79.7560043334961,76.42378234863281,74.1703872680664,0.043601898289491015,0.07530791291735017
106,106,106,106,2019-07-09,79.68639373779297,78.30303955078125,74.5967025756836,0.017666672902455938,0.0682294389211846
107,107,107,107,2019-07-10,78.66846466064453,79.73859405517578,75.42323303222656,-0.013420469814037217,0.04302694936229212
108,108,108,108,2019-07-11,79.46888732910156,79.93002319335938,74.718505859375,-0.005769244719750377,0.0635770404545708
109,109,109,109,2019-07-12,79.46888732910156,80.7304458618164,74.6141128540039,-0.01562680001636818,0.06506509679471639
110,110,110,110,2019-07-15,78.06813049316406,81.71358489990234,75.44932556152344,-0.04461258689364689,0.03470945448684204
111,111,111,111,2019-07-16,77.85933685302734,79.7560043334961,76.42378234863281,-0.023780873883023523,0.018784133162184524
112,112,112,112,2019-07-17,78.20734405517578,79.68639373779297,78.30303955078125,-0.01856088113968346,-0.0012221172531036162
113,113,113,113,2019-07-18,79.30358123779297,78.66846466064453,79.73859405517578,0.008073331288314334,-0.005455486424576272
114,114,114,114,2019-07-19,80.79135131835938,79.46888732910156,79.93002319335938,0.016641279797729336,0.010776027462376048
115,115,115,115,2019-07-22,80.6782455444336,79.46888732910156,80.7304458618164,0.01521800865694467,-0.0006466001373529595
116,116,116,116,2019-07-23,82.66191864013672,78.06813049316406,81.71358489990234,0.058843322082304805,0.011605582369150325
117,117,117,117,2019-07-24,86.53356170654297,77.85933685302734,79.7560043334961,0.11140892286161752,0.08497864743457839
118,118,118,118,2019-07-25,86.15943908691406,78.20734405517578,79.68639373779297,0.10167964566253551,0.08123150070538476
119,119,119,119,2019-07-26,86.690185546875,79.30358123779297,78.66846466064453,0.09314338890866969,0.10196869763296013
120,120,120,120,2019-07-29,86.1507568359375,80.79135131835938,79.46888732910156,0.06633637672997095,0.08408157873363131
121,121,121,121,2019-07-30,86.2116470336914,80.6782455444336,79.46888732910156,0.06858604140332081,0.084847793032087
122,122,122,122,2019-07-31,85.26332092285156,82.66191864013672,78.06813049316406,0.03147038352738796,0.0921655275236486
123,123,123,123,2019-08-01,82.41830444335938,86.53356170654297,77.85933685302734,-0.047556776608126516,0.05855389699680913
124,124,124,124,2019-08-02,81.57438659667969,86.15943908691406,78.20734405517578,-0.05321590459298564,0.04305276674692382
125,125,125,125,2019-08-05,77.72013092041016,86.690185546875,79.30358123779297,-0.10347255078390127,-0.019966945914268508
126,126,126,126,2019-08-06,78.38136291503906,86.1507568359375,80.79135131835938,-0.09018369897427836,-0.029829782074367373
127,127,127,127,2019-08-07,76.56297302246094,86.2116470336914,80.6782455444336,-0.11191845119789645,-0.05100845332223003
128,128,128,128,2019-08-08,78.79896545410156,85.26332092285156,82.66191864013672,-0.07581636979163775,-0.046731956499246885
129,129,129,129,2019-08-09,77.82453155517578,82.41830444335938,86.53356170654297,-0.055737289419009906,-0.10064338020549413
130,130,130,130,2019-08-12,76.55429077148438,81.57438659667969,86.15943908691406,-0.06154009897758328,-0.11148109153473496
131,131,131,131,2019-08-13,77.31990814208984,77.72013092041016,86.690185546875,-0.005149538138711662,-0.10808925307604134
132,132,132,132,2019-08-14,74.79680633544922,78.38136291503906,86.1507568359375,-0.045732256320616615,-0.13179165125746195
133,133,133,133,2019-08-15,74.37921142578125,76.56297302246094,86.2116470336914,-0.02852242422768836,-0.13724868988161254
134,134,134,134,2019-08-16,75.69294738769531,78.79896545410156,85.26332092285156,-0.039416990419949505,-0.11224490708983492
135,135,135,135,2019-08-19,77.00669860839844,77.82453155517578,82.41830444335938,-0.010508678053494203,-0.06566024224242539
136,136,136,136,2019-08-20,75.44932556152344,76.55429077148438,81.57438659667969,-0.014433746284179816,-0.07508559108681745
137,137,137,137,2019-08-21,75.45803833007812,77.31990814208984,77.72013092041016,-0.024080083082744785,-0.029105619915238523
138,138,138,138,2019-08-22,75.9278564453125,74.79680633544922,78.38136291503906,0.015121636407719574,-0.031302166465082104
139,139,139,139,2019-08-23,73.7005615234375,74.37921142578125,76.56297302246094,-0.009124187919374971,-0.037386368188493724
140,140,140,140,2019-08-26,73.7875747680664,75.69294738769531,78.79896545410156,-0.025172393008686678,-0.06359716345456545
141,141,141,141,2019-08-27,73.50916290283203,77.00669860839844,77.82453155517578,-0.045418590444350815,-0.05544997915322181
142,142,142,142,2019-08-28,74.05728912353516,75.44932556152344,76.55429077148438,-0.018449952039043427,-0.03261739639653649
143,143,143,143,2019-08-29,75.9278564453125,75.45803833007812,77.31990814208984,0.006226216923096217,-0.018003793980447935
144,144,144,144,2019-08-30,76.50206756591797,75.9278564453125,74.79680633544922,0.007562588323813069,0.022798583442466658
145,145,145,145,2019-09-03,75.39714050292969,73.7005615234375,74.37921142578125,0.023019892174805934,0.013685666433344457
146,146,146,146,2019-09-04,76.5281753540039,73.7875747680664,75.69294738769531,0.03714176261453117,0.011034422560276314
147,147,147,147,2019-09-05,78.3204574584961,73.50916290283203,77.00669860839844,0.065451630322928,0.0170603190870251
148,148,148,148,2019-09-06,78.14645385742188,74.05728912353516,75.44932556152344,0.055216235731577745,0.03574754679151004
149,149,149,149,2019-09-09,81.04367065429688,75.9278564453125,75.45803833007812,0.06737730325192404,0.07402302588075993
150,150,150,150,2019-09-10,82.1921157836914,76.50206756591797,75.9278564453125,0.07437770505837138,0.08250278134601063
151,151,151,151,2019-09-11,84.71520233154297,75.39714050292969,73.7005615234375,0.12358640880089089,0.14945124678056487
152,152,152,152,2019-09-12,85.49513244628906,76.5281753540039,73.7875747680664,0.11717197033387805,0.15866570645562694
153,153,153,153,2019-09-13,86.70448303222656,78.3204574584961,73.50916290283203,0.10704770944645414,0.17950578687498786
154,154,154,154,2019-09-16,85.88948059082031,78.14645385742188,74.05728912353516,0.09908353292045202,0.15977078836288272
155,155,155,155,2019-09-17,84.29456329345703,81.04367065429688,75.9278564453125,0.04011285042884216,0.11019284936840945
156,156,156,156,2019-09-18,84.43476867675781,82.1921157836914,76.50206756591797,0.027285499000518465,0.10369263685592078
157,157,157,157,2019-09-19,83.93526458740234,84.71520233154297,75.39714050292969,-0.009206585390521105,0.11324201458463667
158,158,158,158,2019-09-20,82.61199188232422,85.49513244628906,76.5281753540039,-0.03372286212640385,0.0794977340068257
159,159,159,159,2019-09-23,82.9187240600586,86.70448303222656,78.3204574584961,-0.04366278235879528,0.05871092624809093
160,160,160,160,2019-09-24,82.47178649902344,85.88948059082031,78.14645385742188,-0.03979176574694698,0.05534905844215432
161,161,161,161,2019-09-25,83.52337646484375,84.29456329345703,81.04367065429688,-0.009148713730546598,0.030597155712805746
162,162,162,162,2019-09-26,82.31404876708984,84.43476867675781,82.1921157836914,-0.025116666308244828,0.0014835119188236767
163,163,163,163,2019-09-27,81.6217269897461,83.93526458740234,84.71520233154297,-0.027563356224929114,-0.03651617722271605
164,164,164,164,2019-09-30,81.77949523925781,82.61199188232422,85.49513244628906,-0.010077188845080132,-0.04346021932143962
165,165,165,165,2019-10-01,78.76490020751953,82.9187240600586,86.70448303222656,-0.05009512507127367,-0.09157061488684526
166,166,166,166,2019-10-02,76.42507934570312,82.47178649902344,85.88948059082031,-0.07331849363287302,-0.11019278705626168
167,167,167,167,2019-10-03,76.08329772949219,83.52337646484375,84.29456329345703,-0.08907780133245935,-0.09741156775886883
168,168,168,168,2019-10-04,78.02000427246094,82.31404876708984,84.43476867675781,-0.052166605323704096,-0.07597302041359955
169,169,169,169,2019-10-07,77.79216003417969,81.6217269897461,83.93526458740234,-0.046918474979676716,-0.0731886005652106
170,170,170,170,2019-10-08,76.66169738769531,81.77949523925781,82.61199188232422,-0.06258045291903103,-0.07202700672203544
171,171,171,171,2019-10-09,77.49421691894531,78.76490020751953,82.9187240600586,-0.016132608372846136,-0.06541956840995611
172,172,172,172,2019-10-10,78.4231185913086,76.42507934570312,82.47178649902344,0.026143764098267797,-0.04909155093618334
173,173,173,173,2019-10-11,80.28094482421875,76.08329772949219,83.52337646484375,0.055171729144167125,-0.038820648516164624
174,174,174,174,2019-10-14,80.67528533935547,78.02000427246094,82.31404876708984,0.03403333659944163,-0.019908672362494384
175,175,175,175,2019-10-15,82.04239654541016,77.79216003417969,81.6217269897461,0.05463579503851079,0.005153891876324979
176,176,176,176,2019-10-16,81.69184875488281,76.66169738769531,81.77949523925781,0.06561492294840421,-0.001071741566985418
177,177,177,177,2019-10-17,82.17381286621094,77.49421691894531,78.76490020751953,0.06038638924708706,0.04327959090546729
178,178,178,178,2019-10-18,82.97130584716797,78.4231185913086,76.42507934570312,0.057995490839399366,0.08565547536893581
179,179,179,179,2019-10-21,84.87293243408203,80.28094482421875,76.08329772949219,0.0571989731799718,0.11552646857974858
180,180,180,180,2019-10-22,85.45132446289062,80.67528533935547,78.02000427246094,0.05920077138178126,0.09524890776060557
181,181,181,181,2019-10-23,87.77359771728516,82.04239654541016,77.79216003417969,0.06985657919808319,0.12830904397975207
182,182,182,182,2019-10-24,87.94010925292969,81.69184875488281,76.66169738769531,0.07648572768618367,0.14711925576336937
183,183,183,183,2019-10-25,88.97418975830078,82.17381286621094,77.49421691894531,0.08275601015571343,0.14813973604459907
184,184,184,184,2019-10-28,89.85050201416016,82.97130584716797,78.4231185913086,0.08291054475704618,0.14571447333539256
185,185,185,185,2019-10-29,89.69277954101562,84.87293243408203,80.28094482421875,0.056788978166590454,0.11723622258563116
186,186,186,186,2019-10-30,88.53602600097656,85.45132446289062,80.67528533935547,0.036098931847750926,0.09743678784097742
187,187,187,187,2019-10-31,87.35296630859375,87.77359771728516,82.04239654541016,-0.004792231600739938,0.06472957869099072
188,188,188,188,2019-11-01,88.87777709960938,87.94010925292969,81.69184875488281,0.010662573138075171,0.08796383548973186
189,189,189,189,2019-11-04,91.0248031616211,88.97418975830078,82.17381286621094,0.023047283812202446,0.10771059522114013
190,190,190,190,2019-11-05,92.45323181152344,89.85050201416016,82.97130584716797,0.028967337288255735,0.11427957976003222
191,191,191,191,2019-11-06,92.90015411376952,89.69277954101562,84.87293243408203,0.0357595626890701,0.09457928988045694
192,192,192,192,2019-11-07,93.9955825805664,88.53602600097656,85.45132446289062,0.06166480274966957,0.09998976810928584
193,193,193,193,2019-11-08,94.33733367919922,87.35296630859375,87.77359771728516,0.07995569773705946,0.07478029991496493
194,194,194,194,2019-11-11,93.57492065429688,88.87777709960938,87.94010925292969,0.05284947157739106,0.06407555607146875
195,195,195,195,2019-11-12,93.24193572998048,91.0248031616211,88.97418975830078,0.02435745523582966,0.047966112231795144
196,196,196,196,2019-11-13,92.53208923339844,92.45323181152344,89.85050201416016,0.0008529439191022892,0.029844988721550836
197,197,197,197,2019-11-14,92.7336654663086,92.90015411376952,89.69277954101562,-0.001792124556187824,0.03390335254246857
198,198,198,198,2019-11-15,93.3733901977539,93.9955825805664,88.53602600097656,-0.006619378972189449,0.05463724107883472
199,199,199,199,2019-11-18,93.399658203125,94.33733367919922,87.35296630859375,-0.009939601210935733,0.06922136877607521
200,200,200,200,2019-11-19,93.82030487060548,93.57492065429688,88.87777709960938,0.0026223288739422035,0.055610389146623085
201,201,201,201,2019-11-20,93.15431213378906,93.24193572998048,91.0248031616211,-0.0009397444991400272,0.023394820952118645
202,202,202,202,2019-11-21,93.6012191772461,92.53208923339844,92.45323181152344,0.011554153296495118,0.012416952260392078
203,203,203,203,2019-11-22,93.88164520263672,92.7336654663086,92.90015411376952,0.012379320180600395,0.010565010340727987
204,204,204,204,2019-11-25,94.17084503173828,93.3733901977539,93.9955825805664,0.008540493520642789,0.0018645817852307456
205,205,205,205,2019-11-26,93.5398941040039,93.399658203125,94.33733367919922,0.0015014605361181044,-0.008453064593780701
206,206,206,206,2019-11-27,94.37240600585938,93.82030487060548,93.57492065429688,0.005884665755620189,0.00852242615848664
207,207,207,207,2019-11-29,93.9780502319336,93.15431213378906,93.24193572998048,0.008842726431831371,0.007894672029169714
208,208,208,208,2019-12-02,93.34708404541016,93.6012191772461,92.53208923339844,-0.002715083564827303,0.008807699239947064
209,209,209,209,2019-12-03,92.28672790527344,93.88164520263672,92.7336654663086,-0.01698859552280707,-0.004819582605602224
210,210,210,210,2019-12-04,93.18933868408205,94.17084503173828,93.3733901977539,-0.010422613785885049,-0.0019711345307487083
211,211,211,211,2019-12-05,94.4950714111328,93.5398941040039,93.399658203125,0.010211443109683804,0.011728235724647984
212,212,212,212,2019-12-06,95.46782684326172,94.37240600585938,93.82030487060548,0.01160742725298669,0.017560398838273317
213,213,213,213,2019-12-09,95.6430892944336,93.9780502319336,93.15431213378906,0.01771731865463,0.026716714488429938
214,214,214,214,2019-12-10,95.31009674072266,93.34708404541016,93.6012191772461,0.021029180668970415,0.018257001121327
215,215,215,215,2019-12-11,94.90696716308594,92.28672790527344,93.88164520263672,0.028392373608716603,0.010921431534738568
216,216,216,216,2019-12-12,96.9180145263672,93.18933868408205,94.17084503173828,0.04001182855182184,0.029172186930074284
217,217,217,217,2019-12-13,95.29505920410156,94.4950714111328,93.5398941040039,0.008465920825522666,0.018763813204087487
218,218,218,218,2019-12-16,95.44499969482422,95.46782684326172,94.37240600585938,-0.00023910828592521582,0.011365543535027056
219,219,219,219,2019-12-17,95.93013763427734,95.6430892944336,93.9780502319336,0.0030012449614638115,0.020771737629436737
220,220,220,220,2019-12-18,95.3303451538086,95.31009674072266,93.34708404541016,0.0002124477235714295,0.021246095994103653
221,221,221,221,2019-12-19,94.5276870727539,94.90696716308594,92.28672790527344,-0.0039963355870415995,0.024282572568621985
222,222,222,222,2019-12-20,94.02491760253906,96.9180145263672,93.18933868408205,-0.029850971854577746,0.008966464729293522
223,223,223,223,2019-12-23,93.84852600097656,95.29505920410156,94.4950714111328,-0.015179519433707878,-0.006842107217880367
224,224,224,224,2019-12-24,94.12195587158205,95.44499969482422,95.46782684326172,-0.013861845329482647,-0.014097639133331397
225,225,225,225,2019-12-26,93.99847412109376,95.93013763427734,95.6430892944336,-0.020136148668396858,-0.01719533722166733
226,226,226,226,2019-12-27,94.36893463134766,95.3303451538086,95.31009674072266,-0.010085041871082834,-0.009874736691699026
227,227,227,227,2019-12-30,93.7779769897461,94.5276870727539,94.90696716308594,-0.007931116334527366,-0.01189575651911634
228,228,228,228,2019-12-31,93.70738983154295,94.02491760253906,96.9180145263672,-0.003377059816615402,-0.03312722315365613
229,229,229,229,2020-01-02,94.88932037353516,93.84852600097656,95.29505920410156,0.011090151512318513,-0.0042577110917932925
230,230,230,230,2020-01-03,92.94001770019533,94.12195587158205,95.44499969482422,-0.012557518173542115,-0.026245293128380975
231,231,231,231,2020-01-06,92.82535552978516,93.99847412109376,95.93013763427734,-0.012480187601740633,-0.03236503335717933
232,232,232,232,2020-01-07,93.33695220947266,94.36893463134766,95.3303451538086,-0.010935615898456819,-0.020910371625317614
233,233,233,233,2020-01-08,94.19251251220705,93.7779769897461,94.5276870727539,0.004420393100464048,-0.00354578188598742
234,234,234,234,2020-01-09,95.37444305419922,93.70738983154295,94.02491760253906,0.01778998674120702,0.014352849075229823
235,235,235,235,2020-01-10,94.36893463134766,94.88932037353516,93.84852600097656,-0.005484133937717961,0.005545197698317406
236,236,236,236,2020-01-13,95.85955047607422,92.94001770019533,94.12195587158205,0.03141308607554483,0.018461097502721957
237,237,237,237,2020-01-14,95.25978088378906,92.82535552978516,93.99847412109376,0.026225866199055536,0.013418374867132599
238,238,238,238,2020-01-15,94.39539337158205,93.33695220947266,94.36893463134766,0.01134000132909807,0.0002803755318183665
239,239,239,239,2020-01-16,95.19805145263672,94.19251251220705,93.7779769897461,0.010675359575946786,0.01514294196222532
240,240,240,240,2020-01-17,96.47697448730467,95.37444305419922,93.70738983154295,0.01156003010658635,0.029555669630117576
241,241,241,241,2020-01-21,95.76254272460938,94.36893463134766,94.88932037353516,0.014767657372692033,0.009202535623995978
242,242,242,242,2020-01-22,92.66659545898438,95.85955047607422,92.94001770019533,-0.033308679221135895,-0.0029419215530274156
