,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,SPGI,SPGI_6m,SPGI_12m,SPGI_6m_ret,SPGI_12m_ret
29,29,29,29,2019-03-19,199.35459899902344,189.1691131591797,193.5809020996093,0.05384328165281915,0.029825756760050837
30,30,30,30,2019-03-20,197.8391876220703,189.4185028076172,191.710678100586,0.04445545017851593,0.03196749175478297
31,31,31,31,2019-03-21,201.18638610839844,191.5284423828125,189.8596649169922,0.050425637077350594,0.05965838608404983
32,32,32,32,2019-03-22,197.08151245117188,193.3507232666016,189.245849609375,0.01929544985164644,0.041404674702090194
33,33,33,33,2019-03-25,196.62115478515625,194.86602783203125,188.44021606445312,0.009006839071189265,0.04341397442414818
34,34,34,34,2019-03-26,197.69537353515625,197.3021545410156,188.29635620117188,0.0019929787135644084,0.04991608719152629
35,35,35,35,2019-03-27,196.78419494628903,199.35459899902344,189.1691131591797,-0.012893628065972051,0.04025541833936441
36,36,36,36,2019-03-28,199.1627197265625,197.8391876220703,189.4185028076172,0.006689939037864079,0.05144279346797509
37,37,37,37,2019-03-29,201.9344787597656,201.18638610839844,191.5284423828125,0.0037184059311254902,0.05433154599646506
38,38,38,38,2019-04-01,204.18833923339844,197.08151245117188,193.3507232666016,0.03606034220986265,0.05605159258625281
39,39,39,39,2019-04-02,204.49526977539065,196.62115478515625,194.86602783203125,0.04004714039462476,0.049414677614609825
40,40,40,40,2019-04-03,204.8596954345703,197.69537353515625,197.3021545410156,0.036239198577603604,0.038304401242529984
41,41,41,41,2019-04-04,203.9485321044922,196.78419494628903,199.35459899902344,0.03640707608737892,0.02304402872336664
42,42,42,42,2019-04-05,205.7516326904297,199.1627197265625,197.8391876220703,0.03308306380287096,0.03999432652076207
43,43,43,43,2019-04-08,204.9076232910156,201.9344787597656,201.18638610839844,0.014723312975131186,0.01849646616054912
44,44,44,44,2019-04-09,206.0201873779297,204.18833923339844,197.08151245117188,0.008971365120107766,0.04535521782629126
45,45,45,45,2019-04-10,203.97732543945312,204.49526977539065,196.62115478515625,-0.0025327937243068144,0.03741291552445003
46,46,46,46,2019-04-11,204.408935546875,204.8596954345703,197.69537353515625,-0.0022003346570398374,0.03395912555599012
47,47,47,47,2019-04-12,206.13526916503903,203.9485321044922,196.78419494628903,0.010722004409555952,0.04751943732728292
48,48,48,48,2019-04-15,207.6122436523437,205.7516326904297,199.1627197265625,0.009042994884582267,0.042425228664189074
49,49,49,49,2019-04-16,208.0725860595703,204.9076232910156,201.9344787597656,0.015445802931693509,0.03039652929754011
50,50,50,50,2019-04-17,206.57644653320312,206.0201873779297,204.18833923339844,0.002700022567463378,0.01169561057585633
51,51,51,51,2019-04-18,208.31236267089844,203.97732543945312,204.49526977539065,0.02125254472332072,0.01866592268711309
52,52,52,52,2019-04-22,208.27398681640625,204.408935546875,204.8596954345703,0.018908426185923366,0.01666648666343651
53,53,53,53,2019-04-23,209.070053100586,206.13526916503903,203.9485321044922,0.014237175168686278,0.025111830633180565
54,54,54,54,2019-04-24,209.44406127929688,207.6122436523437,205.7516326904297,0.008823263959425454,0.01794604757485807
55,55,55,55,2019-04-25,210.23049926757807,208.0725860595703,204.9076232910156,0.010370963560716095,0.025976954351780046
56,56,56,56,2019-04-26,211.2567443847656,206.57644653320312,206.0201873779297,0.022656493177745762,0.025417688788088588
57,57,57,57,2019-04-29,210.7100372314453,208.31236267089844,203.97732543945312,0.011509996477428563,0.03300715791565101
58,58,58,58,2019-04-30,211.6308135986328,208.27398681640625,204.408935546875,0.016117359798684783,0.03533053989267354
59,59,59,59,2019-05-01,210.4703063964844,209.070053100586,206.13526916503903,0.006697531641342902,0.021030060741204837
60,60,60,60,2019-05-02,208.2835998535156,209.44406127929688,207.6122436523437,-0.005540674768685805,0.003233702354742185
61,61,61,61,2019-05-03,208.96456909179688,210.23049926757807,208.0725860595703,-0.006021629498058401,0.004286883962557164
62,62,62,62,2019-05-06,210.62374877929688,211.2567443847656,206.57644653320312,-0.0029963332404471243,0.019592273533678206
63,63,63,63,2019-05-07,205.8187713623047,210.7100372314453,208.31236267089844,-0.02321325520799955,-0.01197044321624463
64,64,64,64,2019-05-08,205.94338989257807,211.6308135986328,208.27398681640625,-0.026874270383145604,-0.011190052869553102
65,65,65,65,2019-05-09,204.3992919921875,210.4703063964844,209.070053100586,-0.028844992475377085,-0.02234065108383232
66,66,66,66,2019-05-10,205.559814453125,208.2835998535156,209.44406127929688,-0.013077291742154551,-0.01854550949044176
67,67,67,67,2019-05-13,200.1409912109375,208.96456909179688,210.23049926757807,-0.042225234254823496,-0.04799259903673059
68,68,68,68,2019-05-14,203.162109375,210.62374877929688,211.2567443847656,-0.03542639159896255,-0.038316575564672606
69,69,69,69,2019-05-15,203.0565795898437,205.8187713623047,210.7100372314453,-0.013420504622480123,-0.03632222623165793
70,70,70,70,2019-05-16,206.48048400878903,205.94338989257807,211.6308135986328,0.0026079696779348627,-0.024336387987486607
71,71,71,71,2019-05-17,204.22666931152344,204.3992919921875,210.4703063964844,-0.000844536588075151,-0.029665168411924014
72,72,72,72,2019-05-20,203.162109375,205.559814453125,208.2835998535156,-0.011664269519331416,-0.02458902420602249
73,73,73,73,2019-05-21,208.0533905029297,200.1409912109375,208.96456909179688,0.039534126638020695,-0.004360445375153121
74,74,74,74,2019-05-22,208.696029663086,203.162109375,210.62374877929688,0.027238938919813105,-0.009152429996063027
75,75,75,75,2019-05-23,205.2337188720703,203.0565795898437,205.8187713623047,0.010721835690447712,-0.002842561377477626
76,76,76,76,2019-05-24,205.559814453125,206.48048400878903,205.94338989257807,-0.004458869612223748,-0.0018625285310354123
77,77,77,77,2019-05-28,206.2906494140625,204.22666931152344,204.3992919921875,0.010106320146614722,0.009253248401404957
78,78,78,78,2019-05-29,208.2331695556641,203.162109375,205.559814453125,0.024960659230525373,0.013005241854548988
79,79,79,79,2019-05-30,208.8293609619141,208.0533905029297,200.1409912109375,0.0037296698559377006,0.04341124573436095
80,80,80,80,2019-05-31,205.6752166748047,208.696029663086,203.162109375,-0.014474702720305932,0.012369960656226198
81,81,81,81,2019-06-03,204.80010986328125,205.2337188720703,203.0565795898437,-0.0021127571588728244,0.008586425896463634
82,82,82,82,2019-06-04,206.58872985839844,205.559814453125,206.48048400878903,0.00500543069670889,0.0005242425216553936
83,83,83,83,2019-06-05,211.820068359375,206.2906494140625,204.22666931152344,0.026804021224509977,0.0371812313908364
84,84,84,84,2019-06-06,213.4933319091797,208.2331695556641,203.162109375,0.02526092439902783,0.050852112955325435
85,85,85,85,2019-06-07,216.0512542724609,208.8293609619141,208.0533905029297,0.03458274869626177,0.03844140078754732
86,86,86,86,2019-06-10,218.4169311523437,205.6752166748047,208.696029663086,0.06195065542429967,0.04657923538339892
87,87,87,87,2019-06-11,214.14724731445312,204.80010986328125,205.2337188720703,0.045640295102437944,0.04343111108335429
88,88,88,88,2019-06-12,215.59930419921875,206.58872985839844,205.559814453125,0.04361600144885158,0.04883974901808008
89,89,89,89,2019-06-13,215.8397216796875,211.820068359375,206.2906494140625,0.018976735072584017,0.04628940910675161
90,90,90,90,2019-06-14,216.27247619628903,213.4933319091797,208.2331695556641,0.013017475825856772,0.038607233697587784
91,91,91,91,2019-06-17,215.5704498291016,216.0512542724609,208.8293609619141,-0.00222541843128099,0.032280369178627755
92,92,92,92,2019-06-18,217.55142211914065,218.4169311523437,205.6752166748047,-0.003962646250163404,0.057742520641723916
93,93,93,93,2019-06-19,221.72496032714844,214.14724731445312,204.80010986328125,0.03538552611684165,0.0826408270736072
94,94,94,94,2019-06-20,222.4076995849609,215.59930419921875,206.58872985839844,0.031578930233703506,0.07657227834938163
95,95,95,95,2019-06-21,219.9266967773437,215.8397216796875,211.820068359375,0.018935231503501404,0.03827129544786545
96,96,96,96,2019-06-24,220.07095336914065,216.27247619628903,213.4933319091797,0.017563386888880483,0.030809493678983335
97,97,97,97,2019-06-25,219.23426818847656,215.5704498291016,216.0512542724609,0.016995921112005652,0.014732679644625213
98,98,98,98,2019-06-26,217.7149200439453,217.55142211914065,218.4169311523437,0.000751536915787776,-0.003214087409316835
99,99,99,99,2019-06-27,218.28228759765625,221.72496032714844,214.14724731445312,-0.01552677120524737,0.019309331943600627
100,100,100,100,2019-06-28,219.05157470703125,222.4076995849609,215.59930419921875,-0.01508996713779509,0.016012438076435265
101,101,101,101,2019-07-01,223.35011291503903,219.9266967773437,215.8397216796875,0.015566169036591582,0.03479614955442334
102,102,102,102,2019-07-02,225.9657440185547,220.07095336914065,216.27247619628903,0.02678586410050343,0.04481970148373415
103,103,103,103,2019-07-03,229.0045623779297,219.23426818847656,215.5704498291016,0.044565542924400736,0.062318896488263054
104,104,104,104,2019-07-05,227.9082946777344,217.7149200439453,217.55142211914065,0.04681982581502253,0.047606549558301126
105,105,105,105,2019-07-08,223.47511291503903,218.28228759765625,221.72496032714844,0.02378949467010516,0.00789334942402653
106,106,106,106,2019-07-09,222.6000366210937,219.05157470703125,222.4076995849609,0.016199207509958846,0.0008647948631801405
107,107,107,107,2019-07-10,225.75421142578125,223.35011291503903,219.9266967773437,0.010763811485766883,0.026497531831423782
108,108,108,108,2019-07-11,229.2930603027344,225.9657440185547,220.07095336914065,0.014724870349845931,0.04190515282643803
109,109,109,109,2019-07-12,232.00485229492188,229.0045623779297,219.23426818847656,0.013101441673641245,0.05825085745932013
110,110,110,110,2019-07-15,231.6490478515625,227.9082946777344,217.7149200439453,0.016413413908947794,0.06400171290421719
111,111,111,111,2019-07-16,230.82205200195312,223.47511291503903,218.28228759765625,0.03287587146094095,0.05744746649994115
112,112,112,112,2019-07-17,231.19708251953125,222.6000366210937,219.05157470703125,0.038621044402932014,0.05544588222542535
113,113,113,113,2019-07-18,231.8606109619141,225.75421142578125,223.35011291503903,0.027048884260306938,0.038103844837152234
114,114,114,114,2019-07-19,230.7258758544922,229.2930603027344,225.9657440185547,0.006248839584878985,0.02106572328744938
115,115,115,115,2019-07-22,232.1972198486328,232.00485229492188,229.0045623779297,0.0008291531483419767,0.013941457923594802
116,116,116,116,2019-07-23,234.0819854736328,231.6490478515625,227.9082946777344,0.010502687771154928,0.027088486641647203
117,117,117,117,2019-07-24,233.76466369628903,230.82205200195312,223.47511291503903,0.012748399335393623,0.04604338553421772
118,118,118,118,2019-07-25,233.0530548095703,231.19708251953125,222.6000366210937,0.008027663108085559,0.04695874424436686
119,119,119,119,2019-07-26,234.9763641357422,231.8606109619141,225.75421142578125,0.013438044353035528,0.040850412719732665
120,120,120,120,2019-07-29,233.9665985107422,230.7258758544922,229.2930603027344,0.014045770307504535,0.020382379657881255
121,121,121,121,2019-07-30,232.649154663086,232.1972198486328,232.00485229492188,0.0019463403340822527,0.0027771072966400467
122,122,122,122,2019-07-31,235.5532989501953,234.0819854736328,231.6490478515625,0.006285462222073601,0.016854164240444502
123,123,123,123,2019-08-01,247.3526763916016,233.76466369628903,230.82205200195312,0.05812688915620856,0.07161631328668983
124,124,124,124,2019-08-02,244.20802307128903,233.0530548095703,231.19708251953125,0.04786450137215992,0.056276404572097594
125,125,125,125,2019-08-05,234.8128356933593,234.9763641357422,231.8606109619141,-0.0006959357081907092,0.012732756629931119
126,126,126,126,2019-08-06,236.38992309570312,233.9665985107422,230.7258758544922,0.010357566423523812,0.0245488167299579
127,127,127,127,2019-08-07,239.1402130126953,232.649154663086,232.1972198486328,0.027900631571214696,0.02990127602987047
128,128,128,128,2019-08-08,247.89112854003903,235.5532989501953,234.0819854736328,0.052378080225709,0.05899276289230593
129,129,129,129,2019-08-09,246.36212158203125,247.3526763916016,233.76466369628903,-0.004004625395692574,0.05388948734402832
130,130,130,130,2019-08-12,244.352279663086,244.20802307128903,233.0530548095703,0.0005907119265891048,0.04848348743056974
131,131,131,131,2019-08-13,248.4584808349609,234.8128356933593,234.9763641357422,0.058112858700030356,0.05737648017836516
132,132,132,132,2019-08-14,239.07290649414065,236.38992309570312,233.9665985107422,0.011349821359988077,0.02182494431214299
133,133,133,133,2019-08-15,243.4579620361328,239.1402130126953,232.649154663086,0.018055303075306117,0.04645968900553177
134,134,134,134,2019-08-16,246.83331298828125,247.89112854003903,235.5532989501953,-0.004267258606581947,0.04788731080548758
135,135,135,135,2019-08-19,250.67987060546875,246.36212158203125,247.3526763916016,0.017526026305142883,0.013451215739423095
136,136,136,136,2019-08-20,251.2183837890625,244.352279663086,244.20802307128903,0.028099202247851007,0.028706512708335685
137,137,137,137,2019-08-21,254.4686889648437,248.4584808349609,234.8128356933593,0.024189989851363114,0.08370859801358077
138,138,138,138,2019-08-22,253.21864318847656,239.07290649414065,236.38992309570312,0.05916913339020535,0.0711905138441975
139,139,139,139,2019-08-23,247.1795349121093,243.4579620361328,239.1402130126953,0.015286305877415307,0.03361760783823997
140,140,140,140,2019-08-26,247.8830718994141,246.83331298828125,247.89112854003903,0.0042529061350105035,-3.250072187899189e-05
141,141,141,141,2019-08-27,247.9408569335937,250.67987060546875,246.36212158203125,-0.010926340696041925,0.006408190274643122
142,142,142,142,2019-08-28,249.3479766845703,251.2183837890625,244.352279663086,-0.00744534327576396,0.020444650765576666
143,143,143,143,2019-08-29,251.30447387695312,254.4686889648437,248.4584808349609,-0.012434595001696747,0.011454602122769497
144,144,144,144,2019-08-30,250.7647857666016,253.21864318847656,239.07290649414065,-0.009690666496654843,0.04890507855497006
145,145,145,145,2019-09-03,249.2998046875,247.1795349121093,243.4579620361328,0.008577853243977529,0.02399528280985197
146,146,146,146,2019-09-04,249.81065368652344,247.8830718994141,246.83331298828125,0.007776173549646437,0.012062151020853173
147,147,147,147,2019-09-05,255.23663330078125,247.9408569335937,250.67987060546875,0.02942547048283206,0.018177617071153396
148,148,148,148,2019-09-06,258.0509338378906,249.3479766845703,251.2183837890625,0.034902858523410796,0.0271976514846346
149,149,149,149,2019-09-09,251.3141632080078,251.30447387695312,254.4686889648437,3.855614229708593e-05,-0.012396518289414016
150,150,150,150,2019-09-10,243.2087554931641,250.7647857666016,253.21864318847656,-0.030131943168728026,-0.03953061105323863
151,151,151,151,2019-09-11,242.87144470214844,249.2998046875,247.1795349121093,-0.025785659934269067,-0.017428992297006674
152,152,152,152,2019-09-12,242.7557983398437,249.81065368652344,247.8830718994141,-0.028240810560195673,-0.02068424245464795
153,153,153,153,2019-09-13,241.0113525390625,255.23663330078125,247.9408569335937,-0.0557336953467612,-0.027948215071254445
154,154,154,154,2019-09-16,240.4620361328125,258.0509338378906,249.3479766845703,-0.06816056599170295,-0.03563670605997615
155,155,155,155,2019-09-17,246.8421936035156,251.3141632080078,251.30447387695312,-0.017794339751519894,-0.01775646969031841
156,156,156,156,2019-09-18,245.46401977539065,243.2087554931641,250.7647857666016,0.009272956796532617,-0.0211383985793947
157,157,157,157,2019-09-19,247.4301300048828,242.87144470214844,249.2998046875,0.01876995176738472,-0.007499703760140752
158,158,158,158,2019-09-20,243.6231689453125,242.7557983398437,249.81065368652344,0.003573017045939153,-0.02476869841177931
159,159,159,159,2019-09-23,243.3147735595703,241.0113525390625,255.23663330078125,0.00955731336404364,-0.046709046374082686
160,160,160,160,2019-09-24,242.6594390869141,240.4620361328125,258.0509338378906,0.009138253129021612,-0.059645181368130906
161,161,161,161,2019-09-25,245.35797119140625,246.8421936035156,251.3141632080078,-0.006012839176487539,-0.023700184424829795
162,162,162,162,2019-09-26,246.7265625,245.46401977539065,243.2087554931641,0.005143494047578301,0.014464146242197273
163,163,163,163,2019-09-27,237.42608642578125,247.4301300048828,242.87144470214844,-0.04043179211401671,-0.022420743134481058
164,164,164,164,2019-09-30,236.1057281494141,243.6231689453125,242.7557983398437,-0.030856838569347622,-0.02739407353360057
165,165,165,165,2019-10-01,234.05288696289065,243.3147735595703,241.0113525390625,-0.03806545102536529,-0.028871941105114707
166,166,166,166,2019-10-02,227.8750915527344,242.6594390869141,240.4620361328125,-0.060926323697980456,-0.05234483073713159
167,167,167,167,2019-10-03,230.9398956298828,245.35797119140625,246.8421936035156,-0.05876342835536308,-0.06442293248769082
168,168,168,168,2019-10-04,235.5853271484375,246.7265625,245.46401977539065,-0.04515620547164434,-0.040244972098120724
169,169,169,169,2019-10-07,236.6840057373047,237.42608642578125,247.4301300048828,-0.00312552297705726,-0.04343094459581809
170,170,170,170,2019-10-08,233.089111328125,236.1057281494141,243.6231689453125,-0.012776550763648142,-0.043239145368608733
171,171,171,171,2019-10-09,239.7777099609375,234.05288696289065,243.3147735595703,0.024459527384315116,-0.014536986582801337
172,172,172,172,2019-10-10,241.8787384033203,227.8750915527344,242.6594390869141,0.06145317048548593,-0.0032172689697603785
173,173,173,173,2019-10-11,243.8256225585937,230.9398956298828,245.35797119140625,0.055796885564382004,-0.006245359078296042
174,174,174,174,2019-10-14,242.2642517089844,235.5853271484375,246.7265625,0.02835034185443419,-0.01808605747918035
175,175,175,175,2019-10-15,244.2688903808593,236.6840057373047,237.42608642578125,0.03204646051145965,0.028820775585740366
176,176,176,176,2019-10-16,243.1605682373047,233.089111328125,236.1057281494141,0.04320861172704826,0.029880003942242883
177,177,177,177,2019-10-17,243.835205078125,239.7777099609375,234.05288696289065,0.016921902865151717,0.041795331995991836
178,178,178,178,2019-10-18,241.406478881836,241.8787384033203,227.8750915527344,-0.0019524639685231104,0.05938072141583839
179,179,179,179,2019-10-21,242.3124847412109,243.8256225585937,230.9398956298828,-0.006205819558685488,0.04924480060194725
180,180,180,180,2019-10-22,237.26223754882807,242.2642517089844,235.5853271484375,-0.020646934596710187,0.0071180596036610755
181,181,181,181,2019-10-23,235.07449340820312,244.2688903808593,236.6840057373047,-0.03764047463563791,-0.006800258108221935
182,182,182,182,2019-10-24,239.4018402099609,243.1605682373047,233.089111328125,-0.015457802449596048,0.02708289909325412
183,183,183,183,2019-10-25,240.24034118652344,243.835205078125,239.7777099609375,-0.014743006000506598,0.0019294171491641698
184,184,184,184,2019-10-28,239.5849456787109,241.406478881836,241.8787384033203,-0.007545502554704431,-0.009483234201365098
185,185,185,185,2019-10-29,246.93853759765625,242.3124847412109,243.8256225585937,0.01909126911634762,0.01276697258637971
186,186,186,186,2019-10-30,245.4254302978516,237.26223754882807,242.2642517089844,0.03440578169268749,0.013048473171619612
187,187,187,187,2019-10-31,248.6444091796875,235.07449340820312,244.2688903808593,0.05772602367335722,0.01791271410782591
188,188,188,188,2019-11-01,249.42507934570312,239.4018402099609,243.1605682373047,0.04186784498795659,0.025762857661546512
189,189,189,189,2019-11-04,247.05421447753903,240.24034118652344,243.835205078125,0.028362735656145555,0.013201577673669584
190,190,190,190,2019-11-05,242.09078979492188,239.5849456787109,241.406478881836,0.010459105054001938,0.0028346832953924928
191,191,191,191,2019-11-06,244.21109008789065,246.93853759765625,242.3124847412109,-0.01104504601144718,0.007835359159093391
192,192,192,192,2019-11-07,246.3313751220703,245.4254302978516,237.26223754882807,0.003691324175816968,0.03822410876225435
193,193,193,193,2019-11-08,246.05191040039065,248.6444091796875,235.07449340820312,-0.010426531559064034,0.04669760990668359
194,194,194,194,2019-11-11,245.83023071289065,249.42507934570312,239.4018402099609,-0.014412538796188978,0.026851884251565927
195,195,195,195,2019-11-12,245.88804626464844,247.05421447753903,240.24034118652344,-0.004720292731523634,0.02350856250965827
196,196,196,196,2019-11-13,249.2516326904297,242.09078979492188,239.5849456787109,0.02957916284867279,0.0403476394743183
197,197,197,197,2019-11-14,250.5816802978516,244.21109008789065,246.93853759765625,0.02608640831040132,0.014753236718892504
198,198,198,198,2019-11-15,253.36691284179688,246.3313751220703,245.4254302978516,0.028561273269554377,0.032358026363883186
199,199,199,199,2019-11-18,254.51382446289065,246.05191040039065,248.6444091796875,0.034390767577176184,0.023605659594628126
200,200,200,200,2019-11-19,258.1665954589844,245.83023071289065,249.42507934570312,0.05018245604016691,0.035046660649410866
201,201,201,201,2019-11-20,258.38818359375,245.88804626464844,247.05421447753903,0.05083670198285151,0.04587644513646372
202,202,202,202,2019-11-21,254.8126373291016,249.2516326904297,242.09078979492188,0.02231080526392648,0.05254990305478602
203,203,203,203,2019-11-22,255.60292053222656,250.5816802978516,244.21109008789065,0.020038337313432075,0.046647473872853285
204,204,204,204,2019-11-25,256.7715759277344,253.36691284179688,246.3313751220703,0.013437678376194917,0.04238274884996018
205,205,205,205,2019-11-26,257.78564453125,254.51382446289065,246.05191040039065,0.012855176237534405,0.04768804319285924
206,206,206,206,2019-11-27,256.4335632324219,258.1665954589844,245.83023071289065,-0.0067128445625639355,0.043132744450437466
207,207,207,207,2019-11-29,255.612533569336,258.38818359375,245.88804626464844,-0.010742170891134939,0.039548434551475165
208,208,208,208,2019-12-02,253.23651123046875,254.8126373291016,249.2516326904297,-0.006185431441523059,0.015987371866038158
209,209,209,209,2019-12-03,254.9847869873047,255.60292053222656,250.5816802978516,-0.00241833521946766,0.017571542677099927
210,210,210,210,2019-12-04,259.2924194335937,256.7715759277344,253.36691284179688,0.00981745544362278,0.023387057628541763
211,211,211,211,2019-12-05,262.2673034667969,257.78564453125,254.51382446289065,0.017385215315989244,0.03046388156033819
212,212,212,212,2019-12-06,265.0102844238281,256.4335632324219,258.1665954589844,0.03344617250290538,0.026508808983116694
213,213,213,213,2019-12-09,262.76953125,255.612533569336,258.38818359375,0.02799940042346405,0.01695645518813116
214,214,214,214,2019-12-10,262.3831481933594,253.23651123046875,254.8126373291016,0.03611895029846757,0.02971010756613346
215,215,215,215,2019-12-11,262.8564147949219,254.9847869873047,255.60292053222656,0.03087097038463349,0.028377978810225635
216,216,216,216,2019-12-12,261.0599365234375,259.2924194335937,256.7715759277344,0.0068166940387413,0.016701072072362155
217,217,217,217,2019-12-13,261.9388427734375,262.2673034667969,257.78564453125,-0.0012523890283600014,0.01611105323471196
218,218,218,218,2019-12-16,263.3007507324219,265.0102844238281,256.4335632324219,-0.006450820182782868,0.026779597075503814
219,219,219,219,2019-12-17,262.2865905761719,262.76953125,255.612533569336,-0.0018378868795433378,0.02611005381324749
220,220,220,220,2019-12-18,260.2486877441406,262.3831481933594,253.23651123046875,-0.008134899150023855,0.027690227130360956
221,221,221,221,2019-12-19,263.1752014160156,262.8564147949219,254.9847869873047,0.0012127785480999798,0.03212118858337498
222,222,222,222,2019-12-20,262.3831481933594,261.0599365234375,259.2924194335937,0.005068612547536766,0.011919857767215714
223,223,223,223,2019-12-23,262.1030578613281,261.9388427734375,262.2673034667969,0.0006269214834726533,-0.0006262526944749158
224,224,224,224,2019-12-24,263.1944274902344,263.3007507324219,265.0102844238281,-0.00040380911141246756,-0.0068520243942293835
225,225,225,225,2019-12-26,264.21826171875,262.2865905761719,262.76953125,0.007364734652788751,0.0055133122240556
226,226,226,226,2019-12-27,264.92340087890625,260.2486877441406,262.3831481933594,0.017962484941947077,0.009681462788436734
227,227,227,227,2019-12-30,262.65362548828125,263.1752014160156,262.8564147949219,-0.0019818581877321106,-0.0007714831947275291
228,228,228,228,2019-12-31,263.72564697265625,262.3831481933594,261.0599365234375,0.005116558698760487,0.010211105099918072
229,229,229,229,2020-01-02,268.3521423339844,262.1030578613281,261.9388427734375,0.02384208915243735,0.024483957753810515
230,230,230,230,2020-01-03,267.45391845703125,263.1944274902344,263.3007507324219,0.016183818963853014,0.015773474678885346
231,231,231,231,2020-01-06,269.5111999511719,264.21826171875,262.2865905761719,0.02003244665221504,0.027544714959043537
232,232,232,232,2020-01-07,271.3848876953125,264.92340087890625,260.2486877441406,0.0243900191337183,0.04279060942708868
233,233,233,233,2020-01-08,275.2773132324219,262.65362548828125,263.1752014160156,0.04806211115750947,0.0459850006812601
234,234,234,234,2020-01-09,279.6912536621094,263.72564697265625,262.3831481933594,0.060538695696549016,0.0659650041853872
235,235,235,235,2020-01-10,279.07305908203125,268.3521423339844,262.1030578613281,0.039950926625001104,0.06474552933175426
236,236,236,236,2020-01-13,284.1921081542969,267.45391845703125,263.1944274902344,0.0625834528573368,0.07978011109236571
237,237,237,237,2020-01-14,280.2611083984375,269.5111999511719,264.21826171875,0.03988668541126761,0.06071815996111751
238,238,238,238,2020-01-15,284.3273010253906,271.3848876953125,264.92340087890625,0.04769025069888477,0.07324343595964056
239,239,239,239,2020-01-16,288.0072631835937,275.2773132324219,262.65362548828125,0.04624409400720819,0.09652879395127045
240,240,240,240,2020-01-17,286.655029296875,279.6912536621094,263.72564697265625,0.024898081522343407,0.0869440745996013
241,241,241,241,2020-01-21,286.0851745605469,279.07305908203125,268.3521423339844,0.025126450763756747,0.06608120237956738
242,242,242,242,2020-01-22,287.2634582519531,284.1921081542969,267.45391845703125,0.010807302558833554,0.0740671137263762
243,243,243,243,2020-01-23,287.0414123535156,280.2611083984375,269.5111999511719,0.02419281074646573,0.06504446718919188
244,244,244,244,2020-01-24,284.761962890625,284.3273010253906,271.3848876953125,0.0015287377035790861,0.04929189428680014
245,245,245,245,2020-01-27,283.1199951171875,288.0072631835937,275.2773132324219,-0.01696925283197026,0.02849011345204433
