,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,CDW,CDW_6m,CDW_12m,CDW_6m_ret,CDW_12m_ret
39,39,39,39,2019-04-02,94.01091766357422,90.59217834472656,92.63772583007812,0.0377376875279285,0.014823246373889765
40,40,40,40,2019-04-03,95.17577362060548,90.63005065917967,91.88957977294922,0.050156906328126194,0.035762421112123466
41,41,41,41,2019-04-04,95.23257446289062,89.20951080322266,92.38204193115234,0.06751593642244691,0.030855916064971067
42,42,42,42,2019-04-05,95.4503936767578,90.07131958007812,92.02216339111328,0.059720165328513763,0.03725439784624296
43,43,43,43,2019-04-08,96.58682250976562,91.26455688476562,93.3574676513672,0.058316895481343334,0.034591285942524586
44,44,44,44,2019-04-09,96.56787109375,93.39534759521484,90.7910385131836,0.033968753050582334,0.06362778392195123
45,45,45,45,2019-04-10,98.53768157958984,94.01091766357422,90.59217834472656,0.04815147036661238,0.08770628303724637
46,46,46,46,2019-04-11,101.04729461669922,95.17577362060548,90.63005065917967,0.06169133985187325,0.11494249293420666
47,47,47,47,2019-04-12,101.33137512207033,95.23257446289062,89.20951080322266,0.06404111926593181,0.13588085182515952
48,48,48,48,2019-04-15,102.41099548339844,95.4503936767578,90.07131958007812,0.07292376216082119,0.13699894662195655
49,49,49,49,2019-04-16,101.9753646850586,96.58682250976562,91.26455688476562,0.05578962052249059,0.1173599934727878
50,50,50,50,2019-04-17,99.6172866821289,96.56787109375,93.39534759521484,0.03157795189891344,0.06661936859939321
51,51,51,51,2019-04-18,99.80670166015624,98.53768157958984,94.01091766357422,0.01287852586161553,0.06165011618461924
52,52,52,52,2019-04-22,99.36158752441406,101.04729461669922,95.17577362060548,-0.016682357490910737,0.04397982537546041
53,53,53,53,2019-04-23,100.47906494140624,101.33137512207033,95.23257446289062,-0.008411118270499562,0.055091343567111206
54,54,54,54,2019-04-24,100.7442626953125,102.41099548339844,95.4503936767578,-0.016274939816946943,0.055461992503481605
55,55,55,55,2019-04-25,99.67410278320312,101.9753646850586,96.58682250976562,-0.022566841599073517,0.03196378339421346
56,56,56,56,2019-04-26,99.71199798583984,99.6172866821289,96.56787109375,0.0009507516904485591,0.032558726380510716
57,57,57,57,2019-04-29,99.31423950195312,99.80670166015624,98.53768157958984,-0.0049341592299078085,0.007880821934460158
58,58,58,58,2019-04-30,100.0055694580078,99.36158752441406,101.04729461669922,0.0064811961004096474,-0.010309283020816906
59,59,59,59,2019-05-01,101.67232513427734,100.47906494140624,101.33137512207033,0.0118757095676294,0.00336470329941041
60,60,60,60,2019-05-02,102.01325225830078,100.7442626953125,102.41099548339844,0.012596147205187869,-0.003883794149448838
61,61,61,61,2019-05-03,103.31065368652344,99.67410278320312,101.9753646850586,0.03648441071227926,0.0130942311958262
62,62,62,62,2019-05-06,103.27278137207033,99.71199798583984,99.6172866821289,0.035710681343845474,0.036695385024948735
63,63,63,63,2019-05-07,101.11357879638672,99.31423950195312,99.80670166015624,0.018117636538899307,0.013094082005439045
64,64,64,64,2019-05-08,100.04344177246094,100.0055694580078,99.36158752441406,0.00037870205287959813,0.006862352595557564
65,65,65,65,2019-05-09,99.80670166015624,101.67232513427734,100.47906494140624,-0.018349373555264004,-0.006691575818724926
66,66,66,66,2019-05-10,100.90525817871094,102.01325225830078,100.7442626953125,-0.010861275913293778,0.0015980610616541657
67,67,67,67,2019-05-13,96.63417053222656,103.31065368652344,99.67410278320312,-0.0646253112922448,-0.030498716979560747
68,68,68,68,2019-05-14,97.78953552246094,103.27278137207033,99.71199798583984,-0.053094782349808134,-0.019280151859477512
69,69,69,69,2019-05-15,98.59451293945312,101.11357879638672,99.31423950195312,-0.02491323012121105,-0.0072469624306577
70,70,70,70,2019-05-16,100.223388671875,100.04344177246094,100.0055694580078,0.0017986876123607942,0.0021780708319316666
71,71,71,71,2019-05-17,98.8123016357422,99.80670166015624,101.67232513427734,-0.009963259058494711,-0.028129813051466557
72,72,72,72,2019-05-20,98.8028564453125,100.90525817871094,102.01325225830078,-0.02083540314296528,-0.03147037999395863
73,73,73,73,2019-05-21,100.68742370605467,96.63417053222656,103.31065368652344,0.04194430553399742,-0.02539166956031913
74,74,74,74,2019-05-22,100.4696044921875,97.78953552246094,103.27278137207033,0.027406500658866406,-0.02714342387839408
75,75,75,75,2019-05-23,97.1505355834961,98.59451293945312,101.11357879638672,-0.014645615794499411,-0.03919397631915533
76,76,76,76,2019-05-24,97.99573516845705,100.223388671875,100.04344177246094,-0.022226882696125494,-0.02046817430233161
77,77,77,77,2019-05-28,97.79629516601562,98.8123016357422,99.80670166015624,-0.01028218605282516,-0.02014300102798794
78,78,78,78,2019-05-29,97.7868194580078,98.8028564453125,100.90525817871094,-0.010283477865511759,-0.030904620601437283
79,79,79,79,2019-05-30,97.34996032714844,100.68742370605467,96.63417053222656,-0.03314677499992025,0.007407212076013581
80,80,80,80,2019-05-31,93.48483276367188,100.4696044921875,97.78953552246094,-0.06952124240778468,-0.04402007572477251
81,81,81,81,2019-06-03,94.35853576660156,97.1505355834961,98.59451293945312,-0.02873890298314352,-0.042963619846196455
82,82,82,82,2019-06-04,97.32149505615234,97.99573516845705,100.223388671875,-0.00688030056762845,-0.028954255630123105
83,83,83,83,2019-06-05,97.98624420166016,97.79629516601562,98.8123016357422,0.0019422927557948277,-0.008359864312514342
84,84,84,84,2019-06-06,98.97388458251952,97.7868194580078,98.8028564453125,0.012139316229847097,0.0017310039745832562
85,85,85,85,2019-06-07,99.58167266845705,97.34996032714844,100.68742370605467,0.022924635344573785,-0.010982017385068321
86,86,86,86,2019-06-10,101.02517700195312,93.48483276367188,100.4696044921875,0.08065847705309714,0.005529757109861366
87,87,87,87,2019-06-11,100.5218505859375,94.35853576660156,97.1505355834961,0.06531804218095405,0.034701970320523134
88,88,88,88,2019-06-12,100.0660171508789,97.32149505615234,97.99573516845705,0.028200574735756323,0.021126245737765892
89,89,89,89,2019-06-13,100.76876831054688,97.98624420166016,97.79629516601562,0.028397089117531138,0.030394537333804816
90,90,90,90,2019-06-14,98.99286651611328,98.97388458251952,97.7868194580078,0.00019178729493973812,0.012333431691408991
91,91,91,91,2019-06-17,98.9643783569336,99.58167266845705,97.34996032714844,-0.006198874702362578,0.016583653700112944
92,92,92,92,2019-06-18,98.8884048461914,101.02517700195312,93.48483276367188,-0.021150887523022188,0.057801591154146514
93,93,93,93,2019-06-19,99.73361206054688,100.5218505859375,94.35853576660156,-0.00784146452533474,0.05696438854499308
94,94,94,94,2019-06-20,102.6680908203125,100.0660171508789,97.32149505615234,0.026003569878375377,0.05493746022988333
95,95,95,95,2019-06-21,103.12391662597656,100.76876831054688,97.98624420166016,0.02337180810002204,0.05243258853500743
96,96,96,96,2019-06-24,102.12677001953124,98.99286651611328,98.97388458251952,0.031657872064022374,0.03185573093660876
97,97,97,97,2019-06-25,102.06029510498048,98.9643783569336,99.58167266845705,0.03128314247456676,0.024890347491708154
98,98,98,98,2019-06-26,103.1429214477539,98.8884048461914,101.02517700195312,0.0430234121804256,0.020962541305518778
99,99,99,99,2019-06-27,104.84282684326172,99.73361206054688,100.5218505859375,0.05122861467820017,0.04298544278818417
100,100,100,100,2019-06-28,105.41260528564452,102.6680908203125,100.0660171508789,0.026731912938124047,0.05343060798256882
101,101,101,101,2019-07-01,106.86559295654295,103.12391662597656,100.76876831054688,0.03628330316561956,0.06050311766446348
102,102,102,102,2019-07-02,107.05552673339844,102.12677001953124,98.99286651611328,0.04826116318889362,0.08144688098281083
103,103,103,103,2019-07-03,107.82476043701172,102.06029510498048,98.9643783569336,0.056480978485333955,0.0895310234569604
104,104,104,104,2019-07-05,108.0621566772461,103.1429214477539,98.8884048461914,0.04769338661775224,0.09276873102891403
105,105,105,105,2019-07-08,104.84282684326172,104.84282684326172,99.73361206054688,0.0,0.05122861467820017
106,106,106,106,2019-07-09,107.08402252197266,105.41260528564452,102.6680908203125,0.015855952253518213,0.04301172512683449
107,107,107,107,2019-07-10,106.79911041259766,106.86559295654295,103.12391662597656,-0.0006221136486121992,0.035638617178891385
108,108,108,108,2019-07-11,107.85323333740234,107.05552673339844,102.12677001953124,0.007451335100059353,0.05607210838819188
109,109,109,109,2019-07-12,110.36985778808594,107.82476043701172,102.06029510498048,0.023604015819362667,0.08141817221435765
110,110,110,110,2019-07-15,110.08496856689452,108.0621566772461,103.1429214477539,0.0187189664897216,0.06730512401335309
111,111,111,111,2019-07-16,108.60347747802734,104.84282684326172,104.84282684326172,0.035869412796239564,0.035869412796239564
112,112,112,112,2019-07-17,107.76776885986328,107.08402252197266,105.41260528564452,0.006385138714324334,0.02234233342242886
113,113,113,113,2019-07-18,106.75163269042967,106.79911041259766,106.86559295654295,-0.00044455166325418904,-0.0010663887502090352
114,114,114,114,2019-07-19,106.84660339355467,107.85323333740234,107.05552673339844,-0.009333331164014136,-0.0019515418420578134
115,115,115,115,2019-07-22,106.65666198730467,110.36985778808594,107.82476043701172,-0.033643205447548286,-0.010833304381783648
116,116,116,116,2019-07-23,107.938720703125,110.08496856689452,108.0621566772461,-0.019496284476525294,-0.0011422682825937835
117,117,117,117,2019-07-24,107.8817138671875,108.60347747802734,104.84282684326172,-0.006645860957683158,0.028985168708479003
118,118,118,118,2019-07-25,108.46100616455078,107.76776885986328,107.08402252197266,0.006432696083640277,0.012858908454765894
119,119,119,119,2019-07-26,108.679443359375,106.75163269042967,106.79911041259766,0.018058840135361853,0.017606260384688932
120,120,120,120,2019-07-29,107.2264633178711,106.84660339355467,107.85323333740234,0.0035551895170431447,-0.0058113234080845455
121,121,121,121,2019-07-30,107.8627471923828,106.65666198730467,110.36985778808594,0.011308109428942004,-0.022715537067347524
122,122,122,122,2019-07-31,112.21221160888672,107.938720703125,110.08496856689452,0.039591824675368814,0.019323646722027688
123,123,123,123,2019-08-01,112.55408477783205,107.8817138671875,108.60347747802734,0.04331012868776507,0.036376434636763655
124,124,124,124,2019-08-02,110.48380279541016,108.46100616455078,107.76776885986328,0.01864998954362007,0.025202655341957536
125,125,125,125,2019-08-05,102.11727905273438,108.679443359375,106.75163269042967,-0.060380915689282944,-0.04341248485758076
126,126,126,126,2019-08-06,102.8864974975586,107.2264633178711,106.84660339355467,-0.040474764214191605,-0.03706347015458766
127,127,127,127,2019-08-07,103.18091583251952,107.8627471923828,106.65666198730467,-0.043405452593496596,-0.03258817677229453
128,128,128,128,2019-08-08,107.02703094482422,112.21221160888672,107.938720703125,-0.046208702152091385,-0.008446364310804588
129,129,129,129,2019-08-09,108.9548568725586,112.55408477783205,107.8817138671875,-0.031977763511452206,0.009947404123485049
130,130,130,130,2019-08-12,106.7041473388672,110.48380279541016,108.46100616455078,-0.03421004129937477,-0.01619806866827489
131,131,131,131,2019-08-13,107.64432525634766,102.11727905273438,108.679443359375,0.05412449543195397,-0.009524506852730874
132,132,132,132,2019-08-14,104.47242736816406,102.8864974975586,107.2264633178711,0.015414363489661076,-0.02568429345228651
133,133,133,133,2019-08-15,103.24738311767578,103.18091583251952,107.8627471923828,0.0006441819654339209,-0.04278923163782489
134,134,134,134,2019-08-16,106.06787109375,107.02703094482422,112.21221160888672,-0.00896184676531575,-0.054756433609496
135,135,135,135,2019-08-19,108.55599975585938,108.9548568725586,112.55408477783205,-0.0036607557308413474,-0.03552145646125948
136,136,136,136,2019-08-20,108.00518798828124,106.7041473388672,110.48380279541016,0.012192971705984768,-0.022434191659013836
137,137,137,137,2019-08-21,110.04695129394533,107.64432525634766,102.11727905273438,0.022320043642579224,0.07765260017470688
138,138,138,138,2019-08-22,110.6547393798828,104.47242736816406,102.8864974975586,0.059176494386715905,0.07550302587089752
139,139,139,139,2019-08-23,106.8512191772461,103.24738311767578,103.18091583251952,0.034904865874061386,0.03557153292459736
140,140,140,140,2019-08-26,107.36532592773438,106.06787109375,107.02703094482422,0.012232307678143206,0.0031608368458297953
141,141,141,141,2019-08-27,107.1844482421875,108.55599975585938,108.9548568725586,-0.012634506768455678,-0.016249010656238072
142,142,142,142,2019-08-28,106.37518310546876,108.00518798828124,106.7041473388672,-0.01509191283468092,-0.0030829563948786554
143,143,143,143,2019-08-29,109.2028350830078,110.04695129394533,107.64432525634766,-0.007670509732548791,0.014478327798039148
144,144,144,144,2019-08-30,109.96449279785156,110.6547393798828,104.47242736816406,-0.006237840203677014,0.05256952066724074
145,145,145,145,2019-09-03,110.45956420898438,106.8512191772461,103.24738311767578,0.033769806835359795,0.06985340328760237
146,146,146,146,2019-09-04,112.40180206298828,107.36532592773438,106.06787109375,0.0469097084345822,0.05971583009938919
147,147,147,147,2019-09-05,112.7921371459961,107.1844482421875,108.55599975585938,0.05231812073275588,0.03902260031378946
148,148,148,148,2019-09-06,112.71598815917967,106.37518310546876,108.00518798828124,0.05960793550337895,0.04361642490182582
149,149,149,149,2019-09-09,111.878173828125,109.2028350830078,110.04695129394533,0.024498803012610537,0.016640374973117655
150,150,150,150,2019-09-10,106.15619659423828,109.96449279785156,110.6547393798828,-0.03463205355399668,-0.04065386454167874
151,151,151,151,2019-09-11,107.40340423583984,110.45956420898438,106.8512191772461,-0.02766768088422311,0.005167793712093971
152,152,152,152,2019-09-12,108.84104919433594,112.40180206298828,107.36532592773438,-0.03167878809146629,0.013744877630184282
153,153,153,153,2019-09-13,106.35612487792967,112.7921371459961,107.1844482421875,-0.05706082383859579,-0.00772801817653801
154,154,154,154,2019-09-16,107.58430480957033,112.71598815917967,106.37518310546876,-0.045527554993904595,0.011366576947771101
155,155,155,155,2019-09-17,108.3459701538086,111.878173828125,109.2028350830078,-0.03157187459765676,-0.007846544721553106
156,156,156,156,2019-09-18,114.61062622070312,106.15619659423828,109.96449279785156,0.07964141423397342,0.042251214957109706
157,157,157,157,2019-09-19,115.96257019042967,107.40340423583984,110.45956420898438,0.07969175665787409,0.049819189681337805
158,158,158,158,2019-09-20,115.25801849365234,108.84104919433594,112.40180206298828,0.05895725323135115,0.025410770808313998
159,159,159,159,2019-09-23,113.62046813964844,106.35612487792967,112.7921371459961,0.06830206788801707,0.007343871785851164
160,160,160,160,2019-09-24,112.97305297851562,107.58430480957033,112.71598815917967,0.050088608914503396,0.0022806420236756164
161,161,161,161,2019-09-25,115.69596099853516,108.3459701538086,111.878173828125,0.06783815617962041,0.03412450382212451
162,162,162,162,2019-09-26,117.48587036132812,114.61062622070312,106.15619659423828,0.025087064222895084,0.10672644773055828
163,163,163,163,2019-09-27,115.95304107666016,115.96257019042967,107.40340423583984,-8.217404765920033e-05,0.07960303401600521
164,164,164,164,2019-09-30,117.33353424072266,115.25801849365234,108.84104919433594,0.01800756055149977,0.07802649009036444
165,165,165,165,2019-10-01,115.31515502929688,113.62046813964844,106.35612487792967,0.014915330990940223,0.0842361468288726
166,166,166,166,2019-10-02,114.07744598388672,112.97305297851562,107.58430480957033,0.009775720636505447,0.060353981798828116
167,167,167,167,2019-10-03,113.94415283203124,115.69596099853516,108.3459701538086,-0.01514148075165822,0.051669505291940476
168,168,168,168,2019-10-04,116.5338134765625,117.48587036132812,114.61062622070312,-0.008103586259671669,0.016780182774291275
169,169,169,169,2019-10-07,117.21929931640624,115.95304107666016,115.96257019042967,0.010920440102204054,0.010837368677779402
170,170,170,170,2019-10-08,117.09552764892578,117.33353424072266,115.25801849365234,-0.0020284617977037733,0.015942571105147296
171,171,171,171,2019-10-09,115.96257019042967,115.31515502929688,113.62046813964844,0.005614311154230389,0.02061338145432212
172,172,172,172,2019-10-10,116.6670913696289,114.07744598388672,112.97305297851562,0.022700765812270873,0.03269840279359171
173,173,173,173,2019-10-11,118.44747161865234,113.94415283203124,115.69596099853516,0.039522157782502454,0.02378225303951642
174,174,174,174,2019-10-14,117.41925048828124,116.5338134765625,117.48587036132812,0.007598112387326994,-0.0005670458314859239
175,175,175,175,2019-10-15,117.4477996826172,117.21929931640624,115.95304107666016,0.0019493408299104953,0.012891068591886379
176,176,176,176,2019-10-16,117.74292755126952,117.09552764892578,117.33353424072266,0.005528818353206066,0.003489141558686404
177,177,177,177,2019-10-17,118.028564453125,115.96257019042967,115.31515502929688,0.01781604408476478,0.023530380054024524
178,178,178,178,2019-10-18,117.97144317626952,116.6670913696289,114.07744598388672,0.011180117643527332,0.03413468068817749
179,179,179,179,2019-10-21,118.11424255371094,118.44747161865234,113.94415283203124,-0.0028133066952602537,0.036597663136141545
180,180,180,180,2019-10-22,116.54332733154295,117.41925048828124,116.5338134765625,-0.007459791755575096,8.164029560719932e-05
181,181,181,181,2019-10-23,117.14313507080078,117.4477996826172,117.21929931640624,-0.002594042737622426,-0.0006497585811349182
182,182,182,182,2019-10-24,118.4855499267578,117.74292755126952,117.09552764892578,0.0063071505943737005,0.011870840037542463
183,183,183,183,2019-10-25,118.87591552734376,118.028564453125,115.96257019042967,0.00717920342541567,0.02512315251490116
184,184,184,184,2019-10-28,119.95172119140624,117.97144317626952,116.6670913696289,0.016786079425830547,0.028153867412112454
185,185,185,185,2019-10-29,120.13265991210938,118.11424255371094,118.44747161865234,0.0170886873145768,0.0142273049008812
186,186,186,186,2019-10-30,121.27513122558594,116.54332733154295,117.41925048828124,0.040601242493977674,0.032838573924379943
187,187,187,187,2019-10-31,121.77971649169922,117.14313507080078,117.4477996826172,0.03958047919834229,0.036883763006103853
188,188,188,188,2019-11-01,124.9120635986328,118.4855499267578,117.74292755126952,0.05423879684778066,0.06088803970193091
189,189,189,189,2019-11-04,125.48330688476562,118.87591552734376,118.028564453125,0.0555822542195441,0.06316049395484491
190,190,190,190,2019-11-05,129.3011016845703,119.95172119140624,117.97144317626952,0.07794286234747161,0.09603729685134343
191,191,191,191,2019-11-06,126.5876922607422,120.13265991210938,118.11424255371094,0.05373253496056285,0.0717394407637002
192,192,192,192,2019-11-07,126.55911254882812,121.27513122558594,116.54332733154295,0.04357019670762807,0.08594044332364237
193,193,193,193,2019-11-08,127.1208724975586,121.77971649169922,117.14313507080078,0.0438591594703166,0.0851756052177306
194,194,194,194,2019-11-11,127.6825942993164,124.9120635986328,118.4855499267578,0.022179848934253954,0.07762165410249433
195,195,195,195,2019-11-12,127.4064712524414,125.48330688476562,118.87591552734376,0.015326057428832973,0.07176016846856959
196,196,196,196,2019-11-13,128.9868927001953,129.3011016845703,119.95172119140624,-0.002430056513683221,0.07532340027344597
197,197,197,197,2019-11-14,126.45442199707033,126.5876922607422,120.13265991210938,-0.0010527900563773729,0.052623175825674995
198,198,198,198,2019-11-15,130.0056610107422,126.55911254882812,121.27513122558594,0.027232716732146223,0.07198944826467724
199,199,199,199,2019-11-18,131.04342651367188,127.1208724975586,121.77971649169922,0.030856883995888262,0.07606940046213762
200,200,200,200,2019-11-19,131.19573974609375,127.6825942993164,124.9120635986328,0.027514677831042,0.050304798163063325
201,201,201,201,2019-11-20,131.1005096435547,127.4064712524414,125.48330688476562,0.028994119017659248,0.0447645419796554
202,202,202,202,2019-11-21,130.99578857421875,128.9868927001953,129.3011016845703,0.01557441870231524,0.013106515471017488
203,203,203,203,2019-11-22,130.26065063476562,126.45442199707033,126.5876922607422,0.03009960883600793,0.029015130210747087
204,204,204,204,2019-11-25,131.76913452148438,130.0056610107422,126.55911254882812,0.01356459016501188,0.04116670753870966
205,205,205,205,2019-11-26,130.78575134277344,131.04342651367188,127.1208724975586,-0.0019663341974009985,0.028829874852261073
206,206,206,206,2019-11-27,130.27020263671875,131.19573974609375,127.6825942993164,-0.007054627773479649,0.02026594424715733
207,207,207,207,2019-11-29,128.9336395263672,131.1005096435547,127.4064712524414,-0.016528311927077488,0.01198658324740709
208,208,208,208,2019-12-02,128.00755310058594,130.99578857421875,128.9868927001953,-0.022811691170817716,-0.007592551298104766
209,209,209,209,2019-12-03,127.1101303100586,130.26065063476562,126.45442199707033,-0.0241862781227824,0.005185333202530895
210,210,210,210,2019-12-04,129.20095825195312,131.76913452148438,130.0056610107422,-0.019489968412234826,-0.0061897516810638376
211,211,211,211,2019-12-05,128.3321533203125,130.78575134277344,131.04342651367188,-0.01876043832963392,-0.02068988323558907
212,212,212,212,2019-12-06,130.47071838378906,130.27020263671875,131.19573974609375,0.0015392295629530484,-0.00552625690215125
213,213,213,213,2019-12-09,128.25579833984375,128.9336395263672,131.1005096435547,-0.005257287306970171,-0.021698705149547748
214,214,214,214,2019-12-10,129.60195922851562,128.00755310058594,130.99578857421875,0.012455562889143179,-0.010640260735660378
215,215,215,215,2019-12-11,129.51600646972656,127.1101303100586,130.26065063476562,0.01892749345625977,-0.005716570287422784
216,216,216,216,2019-12-12,130.60438537597656,129.20095825195312,131.76913452148438,0.010862358476371625,-0.008839316959450061
217,217,217,217,2019-12-13,131.5304718017578,128.3321533203125,130.78575134277344,0.02492219135030349,0.0056942017868029104
218,218,218,218,2019-12-16,134.31820678710938,130.47071838378906,130.27020263671875,0.029489286569287065,0.03107390691391787
219,219,219,219,2019-12-17,133.0484619140625,128.25579833984375,128.9336395263672,0.03736800703169352,0.03191426537566877
220,220,220,220,2019-12-18,134.2513427734375,129.60195922851562,128.00755310058594,0.035874330701467505,0.04877672857276871
221,221,221,221,2019-12-19,135.8075408935547,129.51600646972656,127.1101303100586,0.04857727315193827,0.06842421262790443
222,222,222,222,2019-12-20,137.40194702148438,130.60438537597656,129.20095825195312,0.052046963246596745,0.06347467449535937
223,223,223,223,2019-12-23,136.3994598388672,131.5304718017578,128.3321533203125,0.03701794702331718,0.0628627067327312
224,224,224,224,2019-12-24,136.49493408203125,134.31820678710938,130.47071838378906,0.016205750113772233,0.04617293269223466
225,225,225,225,2019-12-26,138.07977294921875,133.0484619140625,128.25579833984375,0.03781562719910303,0.07659672885388069
226,226,226,226,2019-12-27,137.4401397705078,134.2513427734375,129.60195922851562,0.023752440245247586,0.06047887384303974
227,227,227,227,2019-12-30,136.31353759765625,135.8075408935547,129.51600646972656,0.003725836582949116,0.05248410071629683
228,228,228,228,2019-12-31,136.3708038330078,137.40194702148438,130.60438537597656,-0.007504574795547336,0.044151798122484154
229,229,229,229,2020-01-02,137.3637237548828,136.3994598388672,131.5304718017578,0.00706941154425933,0.04434905366960784
230,230,230,230,2020-01-03,135.71206665039062,136.49493408203125,134.31820678710938,-0.005735505401029295,0.01037729654543762
231,231,231,231,2020-01-06,134.69052124023438,138.07977294921875,133.0484619140625,-0.02454560604058087,0.012341813671115531
232,232,232,232,2020-01-07,134.5377655029297,137.4401397705078,134.2513427734375,-0.021117369877711067,0.0021334813013793585
233,233,233,233,2020-01-08,134.3372802734375,136.31353759765625,135.8075408935547,-0.01449788010088826,-0.01082606024999433
234,234,234,234,2020-01-09,135.54019165039062,136.3708038330078,137.40194702148438,-0.00609083586274306,-0.013549701524991131
235,235,235,235,2020-01-10,135.91256713867188,137.3637237548828,136.3994598388672,-0.010564336613358205,-0.0035696087123108233
236,236,236,236,2020-01-13,136.8577880859375,135.71206665039062,136.49493408203125,0.008442295986092141,0.0026583697508375526
237,237,237,237,2020-01-14,137.4401397705078,134.69052124023438,138.07977294921875,0.02041434322886926,-0.004632345238184676
238,238,238,238,2020-01-15,138.05111694335938,134.5377655029297,137.4401397705078,0.02611423957649417,0.004445405642570899
239,239,239,239,2020-01-16,137.66921997070312,134.3372802734375,136.31353759765625,0.02480279257167939,0.009945324557919744
240,240,240,240,2020-01-17,130.652099609375,135.54019165039062,136.3708038330078,-0.036063782863933525,-0.0419349601446628
241,241,241,241,2020-01-21,129.9169921875,135.91256713867188,137.3637237548828,-0.04411346998585186,-0.05421177705309632
242,242,242,242,2020-01-22,130.39434814453125,136.8577880859375,135.71206665039062,-0.04722741783133044,-0.039183829685229155
243,243,243,243,2020-01-23,132.4469757080078,137.4401397705078,134.69052124023438,-0.03632973650083149,-0.016657040982304694
