,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,LVS,LVS_6m,LVS_12m,LVS_6m_ret,LVS_12m_ret
0,0,0,0,2019-02-05,55.17355728149414,,,,
1,1,1,1,2019-02-06,56.292747497558594,,,,
2,2,2,2,2019-02-07,54.988563537597656,,,,
3,3,3,3,2019-02-08,54.58158493041992,,,,
4,4,4,4,2019-02-11,55.12730407714844,,,,
5,5,5,5,2019-02-12,55.61753845214844,,,,
6,6,6,6,2019-02-13,55.83951950073242,55.17355728149414,,0.012070315057638226,
7,7,7,7,2019-02-14,54.9145736694336,56.292747497558594,,-0.02448226262512354,
8,8,8,8,2019-02-15,55.784027099609375,54.988563537597656,,0.014465981848531761,
9,9,9,9,2019-02-19,56.56098937988281,54.58158493041992,,0.036265059946247735,
10,10,10,10,2019-02-20,56.74597930908203,55.12730407714844,,0.02936249575470473,
11,11,11,11,2019-02-21,56.89396667480469,55.61753845214844,,0.022950102758583002,
12,12,12,12,2019-02-22,56.98646545410156,55.83951950073242,55.17355728149414,0.020540039807364296,0.03285827961677379
13,13,13,13,2019-02-25,56.48698806762695,54.9145736694336,56.292747497558594,0.028633826926504735,0.003450543430604247
14,14,14,14,2019-02-26,57.14371109008789,55.784027099609375,54.988563537597656,0.02437407374786038,0.03919265050480325
15,15,15,15,2019-02-27,56.81997299194336,56.56098937988281,54.58158493041992,0.004578838080803838,0.04100994986453599
16,16,16,16,2019-02-28,56.81997299194336,56.74597930908203,55.12730407714844,0.0013039458259818115,0.030704728684466387
17,17,17,17,2019-03-01,55.86727142333984,56.89396667480469,55.61753845214844,-0.01804576673891012,0.004490183818657512
18,18,18,18,2019-03-04,55.18280792236328,56.98646545410156,55.83951950073242,-0.03165062997618262,-0.011760695368457252
19,19,19,19,2019-03-05,55.13655471801758,56.48698806762695,54.9145736694336,-0.023906980984587434,0.004042297586069221
20,20,20,20,2019-03-06,56.107757568359375,57.14371109008789,55.784027099609375,-0.01812891571034514,0.0058032825090224005
21,21,21,21,2019-03-07,55.488040924072266,56.81997299194336,56.56098937988281,-0.023441265416651147,-0.018969761094599358
22,22,22,22,2019-03-08,55.719276428222656,56.81997299194336,56.74597930908203,-0.01937164883687592,-0.018092962591537365
23,23,23,23,2019-03-11,55.63603210449219,55.86727142333984,56.89396667480469,-0.004139083813408551,-0.022110157611309078
24,24,24,24,2019-03-12,54.72032165527344,55.18280792236328,56.98646545410156,-0.008380984667190505,-0.03976635119883576
25,25,25,25,2019-03-13,54.886817932128906,55.13655471801758,56.48698806762695,-0.004529423123477483,-0.028328119275580765
26,26,26,26,2019-03-14,54.96081161499024,56.107757568359375,57.14371109008789,-0.020441842680519517,-0.038200169947945395
27,27,27,27,2019-03-15,55.275299072265625,55.488040924072266,56.81997299194336,-0.0038340126676620345,-0.027185403975759637
28,28,28,28,2019-03-18,55.571285247802734,55.719276428222656,56.81997299194336,-0.0026560140387064113,-0.02197621150431872
29,29,29,29,2019-03-19,55.56191635131836,55.63603210449219,55.86727142333984,-0.0013321538285590018,-0.005465723745618711
30,30,30,30,2019-03-20,55.41200256347656,54.72032165527344,55.18280792236328,0.012640293172261785,0.004153370401805745
31,31,31,31,2019-03-21,57.3421516418457,54.886817932128906,55.13655471801758,0.04473448821086645,0.04000244366206984
32,32,32,32,2019-03-22,55.81489562988281,54.96081161499024,56.107757568359375,0.015539872680112143,-0.0052196336330097015
33,33,33,33,2019-03-25,55.54317474365234,55.275299072265625,55.488040924072266,0.004846209353593922,0.0009936162578800811
34,34,34,34,2019-03-26,56.311485290527344,55.571285247802734,55.719276428222656,0.013319829466313715,0.010628437773551713
35,35,35,35,2019-03-27,55.30893707275391,55.56191635131836,55.63603210449219,-0.004553105709400929,-0.005879194100757323
36,36,36,36,2019-03-28,56.5269889831543,55.41200256347656,54.72032165527344,0.02012174922572907,0.03301638720734301
37,37,37,37,2019-03-29,57.11727523803711,57.3421516418457,54.886817932128906,-0.003921659675645839,0.040637395096693396
38,38,38,38,2019-04-01,59.35661697387695,55.81489562988281,54.96081161499024,0.06345476962780405,0.0799807213488779
39,39,39,39,2019-04-02,60.76206588745117,55.54317474365234,55.275299072265625,0.09396098022638277,0.09926254416122249
40,40,40,40,2019-04-03,60.12492752075195,56.311485290527344,55.571285247802734,0.0677205051607137,0.08194236020714074
41,41,41,41,2019-04-04,61.474151611328125,55.30893707275391,55.56191635131836,0.11146868598223869,0.10640805156227273
42,42,42,42,2019-04-05,61.764610290527344,56.5269889831543,55.41200256347656,0.09265700157731582,0.11464317175279182
43,43,43,43,2019-04-08,61.87705612182617,57.11727523803711,57.3421516418457,0.08333347247312828,0.07908500727885315
44,44,44,44,2019-04-09,61.39919662475586,59.35661697387695,55.81489562988281,0.034411995747295476,0.10005037063767719
45,45,45,45,2019-04-10,61.69902801513672,60.76206588745117,55.54317474365234,0.015420182214032518,0.11083005787651512
46,46,46,46,2019-04-11,61.914527893066406,60.12492752075195,56.311485290527344,0.02976469903762924,0.09950088465312779
47,47,47,47,2019-04-12,62.65473937988281,61.474151611328125,55.30893707275391,0.01920462076514662,0.1328140205888635
48,48,48,48,2019-04-15,62.33615493774414,61.764610290527344,56.5269889831543,0.009253594324134307,0.10276800620533755
49,49,49,49,2019-04-16,63.86341094970703,61.87705612182617,57.11727523803711,0.03210163754348683,0.11811025094518768
50,50,50,50,2019-04-17,63.62917709350586,61.39919662475586,59.35661697387695,0.036319375355652106,0.07198119329323083
51,51,51,51,2019-04-18,63.91962814331055,61.69902801513672,60.76206588745117,0.03599084458233359,0.05196601217786245
52,52,52,52,2019-04-22,62.61725234985352,61.914527893066406,60.12492752075195,0.011349912220937952,0.041452437979926815
53,53,53,53,2019-04-23,62.84212493896485,62.65473937988281,61.474151611328125,0.0029907643210500545,0.022252821580780457
54,54,54,54,2019-04-24,62.81401824951172,62.33615493774414,61.764610290527344,0.00766590933054534,0.016990440869750323
55,55,55,55,2019-04-25,62.9077033996582,63.86341094970703,61.87705612182617,-0.01496486855049839,0.01665637220689442
56,56,56,56,2019-04-26,63.58232879638672,63.62917709350586,61.39919662475586,-0.0007362706742268799,0.03555636379044458
57,57,57,57,2019-04-29,63.77908706665039,63.91962814331055,61.69902801513672,-0.0021987154922906704,0.03371299546247908
58,58,58,58,2019-04-30,62.82338333129883,62.61725234985352,61.914527893066406,0.0032919199375536223,0.014679195160821168
59,59,59,59,2019-05-01,63.59169769287109,62.84212493896485,62.65473937988281,0.011927870908793325,0.01495430868058345
60,60,60,60,2019-05-02,63.17942810058594,62.81401824951172,62.33615493774414,0.005817329654389081,0.013527834106610959
61,61,61,61,2019-05-03,64.12576293945312,62.9077033996582,63.86341094970703,0.019362645176481452,0.004108017186127189
62,62,62,62,2019-05-06,62.37364196777344,63.58232879638672,63.62917709350586,-0.01900979173763717,-0.019732066059684472
63,63,63,63,2019-05-07,60.38727569580078,63.77908706665039,63.91962814331055,-0.0531806196489627,-0.05526240608894162
64,64,64,64,2019-05-08,61.20243453979492,62.82338333129883,62.61725234985352,-0.025801679335795136,-0.022594696460869423
65,65,65,65,2019-05-09,60.79016876220703,63.59169769287109,62.84212493896485,-0.04405494793038245,-0.03265255875339623
66,66,66,66,2019-05-10,61.34297943115234,63.17942810058594,62.81401824951172,-0.029067193620522347,-0.023418957413551822
67,67,67,67,2019-05-13,58.19478225708008,64.12576293945312,62.9077033996582,-0.09248982640523151,-0.07491802891986887
68,68,68,68,2019-05-14,58.766334533691406,62.37364196777344,63.58232879638672,-0.05783384327543062,-0.07574422569701467
69,69,69,69,2019-05-15,58.98183822631836,60.38727569580078,63.77908706665039,-0.023273735290895936,-0.0752166432755429
70,70,70,70,2019-05-16,59.403465270996094,61.20243453979492,62.82338333129883,-0.02939375340745809,-0.054437024543358525
71,71,71,71,2019-05-17,56.50825119018555,60.79016876220703,63.59169769287109,-0.07043766548454677,-0.11138948572966978
72,72,72,72,2019-05-20,55.48696517944336,61.34297943115234,63.17942810058594,-0.09546347937470845,-0.1217558175565574
73,73,73,73,2019-05-21,54.98100280761719,58.19478225708008,64.12576293945312,-0.055224529155651125,-0.14260664844596582
74,74,74,74,2019-05-22,54.896671295166016,58.766334533691406,62.37364196777344,-0.06584830020846155,-0.11987388320968251
75,75,75,75,2019-05-23,53.37879180908203,58.98183822631836,60.38727569580078,-0.09499613077057656,-0.11605895126025878
76,76,76,76,2019-05-24,53.80979537963867,59.403465270996094,61.20243453979492,-0.09416403345897983,-0.12078995248709301
77,77,77,77,2019-05-28,53.25698471069336,56.50825119018555,60.79016876220703,-0.05753613695369275,-0.12392109127022222
78,78,78,78,2019-05-29,53.08833312988281,55.48696517944336,61.34297943115234,-0.04322874826192846,-0.13456546091853983
79,79,79,79,2019-05-30,52.03893280029297,54.98100280761719,58.19478225708008,-0.05351066472211774,-0.10578009261368404
80,80,80,80,2019-05-31,51.53297424316406,54.896671295166016,58.766334533691406,-0.061273242487074886,-0.12308680382950166
81,81,81,81,2019-06-03,49.60283279418945,53.37879180908203,58.98183822631836,-0.07073893744912607,-0.15901514286721385
82,82,82,82,2019-06-04,52.113895416259766,53.80979537963867,59.403465270996094,-0.03151656592287699,-0.12271287241378293
83,83,83,83,2019-06-05,51.59856033325195,53.25698471069336,56.50825119018555,-0.03114003517943098,-0.08688449480429716
84,84,84,84,2019-06-06,51.17692947387695,53.08833312988281,55.48696517944336,-0.036004213041112676,-0.07767654424111803
85,85,85,85,2019-06-07,52.544898986816406,52.03893280029297,54.98100280761719,0.009722839406894668,-0.04430810091487236
86,86,86,86,2019-06-10,54.46567153930664,51.53297424316406,54.896671295166016,0.05690914097650013,-0.007851109105358911
87,87,87,87,2019-06-11,54.9903678894043,49.60283279418945,53.37879180908203,0.10861345596064309,0.030191318044183735
88,88,88,88,2019-06-12,53.44437789916992,52.113895416259766,53.80979537963867,0.025530282706424545,-0.006790910054399135
89,89,89,89,2019-06-13,53.70673370361328,51.59856033325195,53.25698471069336,0.040857213006440185,0.008444882776655227
90,90,90,90,2019-06-14,53.66925048828125,51.17692947387695,53.08833312988281,0.0487000888882263,0.010942467471660944
91,91,91,91,2019-06-17,53.46311950683594,52.544898986816406,52.03893280029297,0.017474969744444957,0.027367715475805188
92,92,92,92,2019-06-18,56.49291610717773,54.46567153930664,51.53297424316406,0.037220592541635567,0.09624792546631644
93,93,93,93,2019-06-19,56.01802062988281,54.9903678894043,49.60283279418945,0.018687868074374725,0.12933107797111232
