,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,WMB,WMB_6m,WMB_12m,WMB_6m_ret,WMB_12m_ret
28,28,28,28,2019-03-18,20.656797409057617,20.017547607421875,19.563501358032227,0.03193447140341643,0.055884477477571526
29,29,29,29,2019-03-19,20.909523010253903,20.337167739868164,20.105918884277344,0.02814331266313541,0.0399685351662773
30,30,30,30,2019-03-20,21.07305335998535,20.46353340148925,20.08392906188965,0.029785665385223314,0.04924954151389738
31,31,31,31,2019-03-21,21.504180908203125,20.58989906311035,20.11324691772461,0.044404386941888196,0.06915511931854068
32,32,32,32,2019-03-22,21.162250518798828,20.61219787597656,20.04727363586425,0.02668578315286574,0.05561738235267577
33,33,33,33,2019-03-25,21.333215713500977,20.4858341217041,20.02497673034668,0.04136427087921701,0.06533036221568933
34,34,34,34,2019-03-26,21.26631736755371,20.656797409057617,20.017547607421875,0.029506992125934772,0.06238375372559779
35,35,35,35,2019-03-27,21.1771183013916,20.909523010253903,20.337167739868164,0.012797771188107543,0.041301255527181
36,36,36,36,2019-03-28,21.30348396301269,21.07305335998535,20.46353340148925,0.010934846464390136,0.041046213527440534
37,37,37,37,2019-03-29,21.34807777404785,21.504180908203125,20.58989906311035,-0.0072591992609086775,0.036822847388109814
38,38,38,38,2019-04-01,21.75690460205078,21.162250518798828,20.61219787597656,0.0280997563431975,0.05553540350048625
39,39,39,39,2019-04-02,21.816368103027344,21.333215713500977,20.4858341217041,0.02264789312661364,0.06494897759196361
40,40,40,40,2019-04-03,21.48931312561035,21.26631736755371,20.656797409057617,0.010485866179955838,0.0403022646766964
41,41,41,41,2019-04-04,21.422412872314453,21.1771183013916,20.909523010253903,0.011583000455105852,0.024529008232709648
42,42,42,42,2019-04-05,21.637975692749023,21.30348396301269,21.07305335998535,0.01570126887776091,0.026807806306625492
43,43,43,43,2019-04-08,21.55620574951172,21.34807777404785,21.504180908203125,0.009749260690668837,0.002419289603760255
44,44,44,44,2019-04-09,21.340648651123047,21.75690460205078,21.162250518798828,-0.019132131088560156,0.008430017032722725
45,45,45,45,2019-04-10,21.30348396301269,21.816368103027344,21.333215713500977,-0.023509144033166618,-0.0013936834881141946
46,46,46,46,2019-04-11,21.37781524658203,21.48931312561035,21.26631736755371,-0.00518852689132443,0.005242933089977919
47,47,47,47,2019-04-12,21.51161193847656,21.422412872314453,21.1771183013916,0.004163819766417776,0.015795049747773238
48,48,48,48,2019-04-15,21.206850051879883,21.637975692749023,21.30348396301269,-0.019924490487971735,-0.004536061392614754
49,49,49,49,2019-04-16,21.28118324279785,21.55620574951172,21.34807777404785,-0.012758391245179856,-0.0031335154367537754
50,50,50,50,2019-04-17,21.102787017822266,21.340648651123047,21.75690460205078,-0.011145942055902025,-0.030064827519943216
51,51,51,51,2019-04-18,21.05075454711914,21.30348396301269,21.816368103027344,-0.011863290358156586,-0.03509353858958597
52,52,52,52,2019-04-22,21.37781524658203,21.37781524658203,21.48931312561035,0.0,-0.00518852689132443
53,53,53,53,2019-04-23,21.422412872314453,21.51161193847656,21.422412872314453,-0.004146554261819868,0.0
54,54,54,54,2019-04-24,21.31834983825684,21.206850051879883,21.637975692749023,0.005257725032439264,-0.014771522947929494
55,55,55,55,2019-04-25,21.162250518798828,21.28118324279785,21.55620574951172,-0.005588633049305347,-0.018275722327516508
56,56,56,56,2019-04-26,21.1771183013916,21.102787017822266,21.340648651123047,0.003522344394916166,-0.007662857507512499
57,57,57,57,2019-04-29,21.02845573425293,21.05075454711914,21.30348396301269,-0.0010592880562213525,-0.012910011772593988
58,58,58,58,2019-04-30,21.058189392089844,21.37781524658203,21.37781524658203,-0.014951287154719495,-0.014951287154719495
59,59,59,59,2019-05-01,20.798025131225582,21.422412872314453,21.51161193847656,-0.029146471259351325,-0.03317216809655377
60,60,60,60,2019-05-02,20.4114990234375,21.31834983825684,21.206850051879883,-0.04253850892304767,-0.03750443967381567
61,61,61,61,2019-05-03,20.508134841918945,21.162250518798828,21.28118324279785,-0.03090955171799048,-0.03632544262502546
62,62,62,62,2019-05-06,20.352035522460938,21.1771183013916,21.102787017822266,-0.03896105065798516,-0.03557594050147428
63,63,63,63,2019-05-07,20.456100463867188,21.02845573425293,21.05075454711914,-0.027218131355858044,-0.02824858757062143
64,64,64,64,2019-05-08,20.136478424072266,21.058189392089844,21.37781524658203,-0.04376971594546508,-0.05806658950840338
65,65,65,65,2019-05-09,20.03984260559082,20.798025131225582,21.422412872314453,-0.03645454416229388,-0.06453849409794621
66,66,66,66,2019-05-10,20.47839736938477,20.4114990234375,21.31834983825684,0.0032774832397390874,-0.03940044493334727
67,67,67,67,2019-05-13,20.247970581054688,20.508134841918945,21.162250518798828,-0.012685905513575957,-0.04320334157900496
68,68,68,68,2019-05-14,20.42636489868164,20.352035522460938,21.1771183013916,0.003652183887880467,-0.03545115969157275
69,69,69,69,2019-05-15,20.597326278686523,20.456100463867188,21.02845573425293,0.006903848319907757,-0.02050219288638233
70,70,70,70,2019-05-16,20.5378646850586,20.136478424072266,21.058189392089844,0.019933289850051272,-0.02470890053000918
71,71,71,71,2019-05-17,20.441234588623047,20.03984260559082,20.798025131225582,0.020029697384960743,-0.017155020265210652
72,72,72,72,2019-05-20,20.4114990234375,20.47839736938477,20.4114990234375,-0.003266776434726393,0.0
73,73,73,73,2019-05-21,20.73112678527832,20.247970581054688,20.508134841918945,0.02386195704352234,0.010873340997523462
74,74,74,74,2019-05-22,20.5378646850586,20.42636489868164,20.352035522460938,0.005458621097293559,0.009130740873195542
75,75,75,75,2019-05-23,20.07700729370117,20.597326278686523,20.456100463867188,-0.025261481900384575,-0.01853203501985301
76,76,76,76,2019-05-24,20.06214141845703,20.5378646850586,20.136478424072266,-0.023163229181642264,-0.003691658692731914
77,77,77,77,2019-05-28,19.60871696472168,20.441234588623047,20.03984260559082,-0.0407273650860952,-0.021513424499095768
78,78,78,78,2019-05-29,19.54925346374512,20.4114990234375,20.47839736938477,-0.04224312769494809,-0.04537190527559154
79,79,79,79,2019-05-30,19.794544219970703,20.73112678527832,20.247970581054688,-0.04517760057175024,-0.022393669492400403
80,80,80,80,2019-05-31,19.60871696472168,20.5378646850586,20.42636489868164,-0.045240716821592475,-0.040029047655598005
81,81,81,81,2019-06-03,19.972946166992188,20.07700729370117,20.597326278686523,-0.005183099512128364,-0.030313648637999457
82,82,82,82,2019-06-04,20.58246421813965,20.06214141845703,20.5378646850586,0.025935556371062374,0.0021715759532436874
83,83,83,83,2019-06-05,20.70139503479004,19.60871696472168,20.441234588623047,0.05572409821785951,0.012727237439552175
84,84,84,84,2019-06-06,20.761680603027344,19.54925346374512,20.4114990234375,0.062019101728396864,0.01715609319960998
85,85,85,85,2019-06-07,20.91993904113769,19.794544219970703,20.73112678527832,0.05685378802668151,0.00910766972847088
86,86,86,86,2019-06-10,20.708927154541016,19.60871696472168,20.5378646850586,0.05610821920673037,0.008329126328642245
87,87,87,87,2019-06-11,20.82196998596192,19.972946166992188,20.07700729370117,0.04250869210136132,0.037105265807940935
88,88,88,88,2019-06-12,20.50545883178711,20.58246421813965,20.06214141845703,-0.00374131034731362,0.022097213058334342
89,89,89,89,2019-06-13,20.63357162475586,20.70139503479004,19.60871696472168,-0.0032762724405865917,0.05226525845000518
90,90,90,90,2019-06-14,20.33966445922852,20.761680603027344,19.54925346374512,-0.020326685101652586,0.04043177387562391
91,91,91,91,2019-06-17,20.377347946166992,20.91993904113769,19.794544219970703,-0.025936552391655154,0.029442644383208316
92,92,92,92,2019-06-18,20.54313468933105,20.708927154541016,19.60871696472168,-0.008005845207370355,0.04765318028152965
93,93,93,93,2019-06-19,20.309520721435547,20.82196998596192,19.972946166992188,-0.024610988531434175,0.01685152263613432
94,94,94,94,2019-06-20,20.595888137817383,20.50545883178711,20.58246421813965,0.004410011342447673,0.000652201774066663
95,95,95,95,2019-06-21,20.874725341796875,20.63357162475586,20.70139503479004,0.011687444201452957,0.008372880509528224
96,96,96,96,2019-06-24,20.460241317749023,20.33966445922852,20.761680603027344,0.005928163601823577,-0.014519021414594269
97,97,97,97,2019-06-25,20.188947677612305,20.377347946166992,20.91993904113769,-0.00924557351881139,-0.03494232760850502
98,98,98,98,2019-06-26,20.72400283813477,20.54313468933105,20.708927154541016,0.008804311101443085,0.0007279799422370559
99,99,99,99,2019-06-27,20.754150390625,20.309520721435547,20.82196998596192,0.021892671682802067,-0.003257117140339938
100,100,100,100,2019-06-28,21.130949020385746,20.595888137817383,20.50545883178711,0.02597901479110787,0.03050359388344992
101,101,101,101,2019-07-01,21.14601707458496,20.874725341796875,20.63357162475586,0.012996182145921908,0.024835518501037157
102,102,102,102,2019-07-02,21.25152587890625,20.460241317749023,20.33966445922852,0.03867425358618792,0.04483168449044905
103,103,103,103,2019-07-03,21.39470672607422,20.188947677612305,20.377347946166992,0.05972371951803068,0.04992596595959853
104,104,104,104,2019-07-05,21.364561080932617,20.72400283813477,20.54313468933105,0.030909001885443654,0.039985445455321234
105,105,105,105,2019-07-08,21.432388305664062,20.754150390625,20.309520721435547,0.03267962803938396,0.05528774408956849
106,106,106,106,2019-07-09,21.658466339111328,21.130949020385746,20.595888137817383,0.024964203842272603,0.05159176405424737
107,107,107,107,2019-07-10,21.71875762939453,21.14601707458496,20.874725341796875,0.027085032268225007,0.04043321642693298
108,108,108,108,2019-07-11,21.635862350463867,21.25152587890625,20.460241317749023,0.018085123569366868,0.05745880581061402
109,109,109,109,2019-07-12,21.741361618041992,21.39470672607422,20.188947677612305,0.016202834486405804,0.0768942475466996
110,110,110,110,2019-07-15,21.70368194580078,21.364561080932617,20.72400283813477,0.015873055551364423,0.04727267774077304
111,111,111,111,2019-07-16,21.25152587890625,21.432388305664062,20.754150390625,-0.008438743465188803,0.023965109576633115
112,112,112,112,2019-07-17,20.88979148864746,21.658466339111328,21.130949020385746,-0.03549073320467655,-0.011412527260637129
113,113,113,113,2019-07-18,20.769216537475582,21.71875762939453,21.14601707458496,-0.043719862255556685,-0.017818983867285754
114,114,114,114,2019-07-19,20.776752471923828,21.635862350463867,21.25152587890625,-0.03970767906653927,-0.02234067377974358
115,115,115,115,2019-07-22,20.814437866210938,21.741361618041992,21.39470672607422,-0.04263411685594931,-0.02712207590843463
116,116,116,116,2019-07-23,20.580820083618164,21.70368194580078,21.364561080932617,-0.05173600797259503,-0.03668416094978544
117,117,117,117,2019-07-24,20.27184295654297,21.25152587890625,21.432388305664062,-0.04609941554058905,-0.05414913786413578
118,118,118,118,2019-07-25,19.834753036499023,20.88979148864746,21.658466339111328,-0.0505049776452674,-0.08420325216282765
119,119,119,119,2019-07-26,18.937973022460938,20.769216537475582,21.71875762939453,-0.08817104447393975,-0.12803608081016715
120,120,120,120,2019-07-29,18.68174934387207,20.776752471923828,21.635862350463867,-0.10083400333535242,-0.13653779815845712
121,121,121,121,2019-07-30,18.85507774353028,20.814437866210938,21.741361618041992,-0.09413466437454832,-0.13275543294935765
122,122,122,122,2019-07-31,18.568708419799805,20.580820083618164,21.70368194580078,-0.09776635020583813,-0.1444443175047324
123,123,123,123,2019-08-01,19.231876373291016,20.27184295654297,21.25152587890625,-0.05130103787215323,-0.09503550555021034
124,124,124,124,2019-08-02,18.84753799438477,19.834753036499023,20.88979148864746,-0.04977198557993767,-0.09776323020612976
125,125,125,125,2019-08-05,17.920612335205078,18.937973022460938,20.769216537475582,-0.05372067464924801,-0.13715511112951884
126,126,126,126,2019-08-06,17.732210159301758,18.68174934387207,20.776752471923828,-0.05082710227464737,-0.14653600540971168
127,127,127,127,2019-08-07,17.80003547668457,18.85507774353028,20.814437866210938,-0.055955338991255266,-0.14482266630989782
128,128,128,128,2019-08-08,18.10901260375977,18.568708419799805,20.580820083618164,-0.024756477706864177,-0.12010247744335001
129,129,129,129,2019-08-09,18.0788688659668,19.231876373291016,20.27184295654297,-0.05995293880557062,-0.1081783286935123
130,130,130,130,2019-08-12,17.86031723022461,18.84753799438477,19.834753036499023,-0.0523792956116752,-0.09954425964574132
131,131,131,131,2019-08-13,18.003507614135742,17.920612335205078,18.937973022460938,0.004625694556642745,-0.049343475524909364
132,132,132,132,2019-08-14,17.415699005126953,17.732210159301758,18.68174934387207,-0.017849503887634288,-0.06776936760263319
133,133,133,133,2019-08-15,17.27251434326172,17.80003547668457,18.85507774353028,-0.029635959665014533,-0.08393300848688279
134,134,134,134,2019-08-16,17.543811798095703,18.10901260375977,18.568708419799805,-0.03121102282223387,-0.055194825538390946
135,135,135,135,2019-08-19,17.754817962646484,18.0788688659668,19.231876373291016,-0.017924290823876587,-0.07680261571855007
136,136,136,136,2019-08-20,17.732210159301758,17.86031723022461,18.84753799438477,-0.007172720913717012,-0.05917631445631255
137,137,137,137,2019-08-21,17.995969772338867,18.003507614135742,17.920612335205078,-0.0004186874001684826,0.0042050704364464675
138,138,138,138,2019-08-22,17.78496551513672,17.415699005126953,17.732210159301758,0.021203082913930693,0.0029751145153942282
139,139,139,139,2019-08-23,17.242372512817383,17.27251434326172,17.80003547668457,-0.0017450748539163952,-0.03132931755094781
140,140,140,140,2019-08-26,17.28005027770996,17.543811798095703,18.10901260375977,-0.01503444766857176,-0.045776230001502105
141,141,141,141,2019-08-27,17.27251434326172,17.754817962646484,18.0788688659668,-0.027164661468197626,-0.04460204499978604
142,142,142,142,2019-08-28,17.58149528503418,17.732210159301758,17.86031723022461,-0.008499497406899259,-0.015611253797809699
143,143,143,143,2019-08-29,17.86785888671875,17.995969772338867,18.003507614135742,-0.007118865348231029,-0.007534572169174747
144,144,144,144,2019-08-30,17.78496551513672,17.78496551513672,17.415699005126953,0.0,0.021203082913930693
145,145,145,145,2019-09-03,17.747282028198242,17.242372512817383,17.27251434326172,0.029283065019360066,0.027486889025032823
146,146,146,146,2019-09-04,17.86031723022461,17.28005027770996,17.543811798095703,0.03358016575120448,0.018040858837944374
147,147,147,147,2019-09-05,18.13915252685547,17.27251434326172,17.754817962646484,0.050174408101264056,0.021646775822628417
148,148,148,148,2019-09-06,18.17683982849121,17.58149528503418,17.732210159301758,0.03386199716265348,0.025074689798677774
149,149,149,149,2019-09-09,18.598852157592773,17.86785888671875,17.995969772338867,0.04091107253020532,0.033500966765379836
150,150,150,150,2019-09-10,18.72696304321289,17.78496551513672,17.78496551513672,0.05296594628055029,0.05296594628055029
151,151,151,151,2019-09-11,18.809858322143555,17.747282028198242,17.242372512817383,0.059872621185430575,0.0909089400638432
152,152,152,152,2019-09-12,18.587934494018555,17.86031723022461,17.28005027770996,0.04073932475077302,0.07568752377970056
153,153,153,153,2019-09-13,18.901687622070312,18.13915252685547,17.27251434326172,0.04203807725228015,0.09432172099739256
154,154,154,154,2019-09-16,19.123607635498047,18.17683982849121,17.58149528503418,0.05208649115798614,0.0877122409364437
155,155,155,155,2019-09-17,19.131261825561523,18.598852157592773,17.86785888671875,0.028625942260173343,0.07070813279042998
156,156,156,156,2019-09-18,19.00882148742676,18.72696304321289,17.78496551513672,0.015050942513395116,0.06881407620658142
157,157,157,157,2019-09-19,18.985864639282227,18.809858322143555,17.747282028198242,0.009357131463955337,0.06978998863690955
158,158,158,158,2019-09-20,18.90933990478516,18.587934494018555,17.86031723022461,0.017291077223778206,0.05873482878486125
159,159,159,159,2019-09-23,18.83281707763672,18.901687622070312,18.13915252685547,-0.003643618803284898,0.038241287720264916
160,160,160,160,2019-09-24,18.587934494018555,19.123607635498047,18.17683982849121,-0.028011092451256547,0.022616399187441516
161,161,161,161,2019-09-25,18.67211532592773,19.131261825561523,18.598852157592773,-0.02399980219915876,0.003939123109005793
162,162,162,162,2019-09-26,18.465496063232425,19.00882148742676,18.72696304321289,-0.028582804281355068,-0.013962059912070335
163,163,163,163,2019-09-27,18.5190658569336,18.985864639282227,18.809858322143555,-0.02458664860502624,-0.015459577644326261
164,164,164,164,2019-09-30,18.411928176879883,18.90933990478516,18.587934494018555,-0.026305081531661667,-0.009468847504025213
165,165,165,165,2019-10-01,18.228269577026367,18.83281707763672,18.901687622070312,-0.032100747228529625,-0.03562740314561319
166,166,166,166,2019-10-02,17.883907318115234,18.587934494018555,19.123607635498047,-0.03787549262828904,-0.06482565115389782
167,167,167,167,2019-10-03,18.029300689697266,18.67211532592773,19.131261825561523,-0.03442644954842722,-0.05760002376800433
168,168,168,168,2019-10-04,18.09817886352539,18.465496063232425,19.00882148742676,-0.019892084049581427,-0.04790631678579904
169,169,169,169,2019-10-07,17.968080520629883,18.5190658569336,18.985864639282227,-0.029752328792406524,-0.05360746734423272
170,170,170,170,2019-10-08,17.53188705444336,18.411928176879883,18.90933990478516,-0.04779733626929983,-0.07284510497340124
171,171,171,171,2019-10-09,17.386489868164062,18.228269577026367,18.83281707763672,-0.046179902338246315,-0.07679824019477766
172,172,172,172,2019-10-10,17.401796340942383,17.883907318115234,18.587934494018555,-0.026957810091338574,-0.06381226238223836
173,173,173,173,2019-10-11,17.66963768005371,18.029300689697266,18.67211532592773,-0.01994880532715737,-0.05368848833543782
174,174,174,174,2019-10-14,17.69259262084961,18.09817886352539,18.465496063232425,-0.022410334527812048,-0.04185663031938702
175,175,175,175,2019-10-15,17.715545654296875,17.968080520629883,18.5190658569336,-0.014054637947724102,-0.0433888085308517
176,176,176,176,2019-10-16,17.455368041992188,17.53188705444336,18.411928176879883,-0.00436456225240045,-0.05195328407205402
177,177,177,177,2019-10-17,17.447710037231445,17.386489868164062,18.228269577026367,0.0035211344861207916,-0.04282137349881443
178,178,178,178,2019-10-18,17.53188705444336,17.401796340942383,17.883907318115234,0.007475706010586114,-0.019683632743684676
179,179,179,179,2019-10-21,17.631370544433594,17.66963768005371,18.029300689697266,-0.002165700073370247,-0.02207130227136689
180,180,180,180,2019-10-22,17.761463165283203,17.69259262084961,18.09817886352539,0.003892620256933599,-0.01860494919302602
181,181,181,181,2019-10-23,17.952777862548828,17.715545654296875,17.968080520629883,0.013391188331498771,-0.0008516579199144836
182,182,182,182,2019-10-24,17.769119262695312,17.455368041992188,17.53188705444336,0.01797448326201634,0.013531470258464129
183,183,183,183,2019-10-25,17.784423828125,17.447710037231445,17.386489868164062,0.01929845178393297,0.02288753871415894
184,184,184,184,2019-10-28,17.577800750732422,17.53188705444336,17.401796340942383,0.002618867903180222,0.01011415180029096
185,185,185,185,2019-10-29,17.769119262695312,17.631370544433594,17.66963768005371,0.007812706216715926,0.0056300861649190015
186,186,186,186,2019-10-30,17.516586303710938,17.761463165283203,17.69259262084961,-0.013786975729055073,-0.009948022933126244
187,187,187,187,2019-10-31,17.072736740112305,17.952777862548828,17.715545654296875,-0.04901977449809436,-0.036285019198867174
188,188,188,188,2019-11-01,17.516586303710938,17.769119262695312,17.455368041992188,-0.014211900727941318,0.0035071309623193603
189,189,189,189,2019-11-04,17.853300094604492,17.784423828125,17.447710037231445,0.0038728421648706046,0.023246033806589184
190,190,190,190,2019-11-05,17.5625,17.577800750732422,17.53188705444336,-0.0008704587649728257,0.0017461295216867345
191,191,191,191,2019-11-06,17.0191707611084,17.769119262695312,17.631370544433594,-0.042205158877028026,-0.03472218916744807
192,192,192,192,2019-11-07,16.93499755859375,17.516586303710938,17.761463165283203,-0.03320217393008684,-0.04653139209301593
193,193,193,193,2019-11-08,16.904386520385742,17.072736740112305,17.952777862548828,-0.009860763525453065,-0.05839716561915065
194,194,194,194,2019-11-11,16.896732330322266,17.516586303710938,17.769119262695312,-0.03538668794486255,-0.04909567657664082
195,195,195,195,2019-11-12,16.866127014160156,17.853300094604492,17.784423828125,-0.05529359139281331,-0.05163489258013587
196,196,196,196,2019-11-13,16.866127014160156,17.5625,17.577800750732422,-0.03965113086632566,-0.04048707495689485
197,197,197,197,2019-11-14,16.79724884033203,17.0191707611084,17.769119262695312,-0.013039526066892515,-0.054694349674586085
198,198,198,198,2019-11-15,17.111000061035156,16.93499755859375,17.516586303710938,0.010392827151728401,-0.02315441123307549
199,199,199,199,2019-11-18,17.065086364746094,16.904386520385742,17.072736740112305,0.00950639907378803,-0.0004481048049101988
200,200,200,200,2019-11-19,16.94264793395996,16.896732330322266,17.516586303710938,0.0027174250464567784,-0.03276542357053813
201,201,201,201,2019-11-20,17.12630844116211,16.866127014160156,17.853300094604492,0.015426269871175124,-0.04072029538461008
202,202,202,202,2019-11-21,17.440059661865234,16.866127014160156,17.5625,0.03402871609013891,-0.006971691851089812
203,203,203,203,2019-11-22,17.67728614807129,16.79724884033203,17.0191707611084,0.05239175272716046,0.03866906303489204
204,204,204,204,2019-11-25,17.66963768005371,17.111000061035156,16.93499755859375,0.032647864942194404,0.04337999571113982
205,205,205,205,2019-11-26,17.501277923583984,17.065086364746094,16.904386520385742,0.02556046594285033,0.0353098530064031
206,206,206,206,2019-11-27,17.378841400146484,16.94264793395996,16.896732330322266,0.02574529482562249,0.028532680781066855
207,207,207,207,2019-11-29,17.386489868164062,17.12630844116211,16.866127014160156,0.015191915286111524,0.03085253974235047
208,208,208,208,2019-12-02,17.256397247314453,17.440059661865234,16.866127014160156,-0.01053106572521545,0.023139291719233457
209,209,209,209,2019-12-03,16.988561630249023,17.67728614807129,16.79724884033203,-0.038960987113817236,0.011389531210469928
210,210,210,210,2019-12-04,16.93499755859375,17.66963768005371,17.111000061035156,-0.0415764111727801,-0.010285927287335794
211,211,211,211,2019-12-05,16.980907440185547,17.501277923583984,17.065086364746094,-0.029733284944707283,-0.004932815619055231
212,212,212,212,2019-12-06,17.13395881652832,17.378841400146484,16.94264793395996,-0.014090846333179585,0.011291675499252696
213,213,213,213,2019-12-09,17.524240493774414,17.386489868164062,17.12630844116211,0.007922854276790181,0.02323513289389889
214,214,214,214,2019-12-10,17.554847717285156,17.256397247314453,17.440059661865234,0.017295062561053953,0.006581861395286381
215,215,215,215,2019-12-11,17.74616241455078,16.988561630249023,17.67728614807129,0.04459475738974916,0.0038963145079260464
216,216,216,216,2019-12-12,17.621675491333008,16.93499755859375,17.66963768005371,0.040547861336466484,-0.0027143843914153587
217,217,217,217,2019-12-13,17.66836166381836,16.980907440185547,17.501277923583984,0.04048395093456203,0.009546945141029939
218,218,218,218,2019-12-16,17.753938674926758,17.13395881652832,17.378841400146484,0.03618427387606249,0.02158356050001764
219,219,219,219,2019-12-17,17.847299575805664,17.524240493774414,17.386489868164062,0.018434983367525692,0.02650389533113162
220,220,220,220,2019-12-18,17.956218719482422,17.554847717285156,17.256397247314453,0.02286382705570622,0.040554320936073696
221,221,221,221,2019-12-19,18.28297996520996,17.74616241455078,16.988561630249023,0.030249782354015986,0.07619352144893532
222,222,222,222,2019-12-20,18.516382217407227,17.621675491333008,16.93499755859375,0.05077307924063579,0.09337968035377697
223,223,223,223,2019-12-23,18.62529754638672,17.66836166381836,16.980907440185547,0.054160985651996896,0.096837587272262
224,224,224,224,2019-12-24,18.547504425048828,17.753938674926758,17.13395881652832,0.0446980112217461,0.08249965017757166
225,225,225,225,2019-12-26,18.524158477783203,17.847299575805664,17.524240493774414,0.03792500367367113,0.0570591338531341
226,226,226,226,2019-12-27,18.352996826171875,17.956218719482422,17.554847717285156,0.0220969744737487,0.04546602293227697
227,227,227,227,2019-12-30,18.04958152770996,18.28297996520996,17.74616241455078,-0.012765885973956448,0.017097731107791114
228,228,228,228,2019-12-31,18.454137802124023,18.516382217407227,17.621675491333008,-0.0033615862187531542,0.04724081493842358
229,229,229,229,2020-01-02,18.27519989013672,18.62529754638672,17.66836166381836,-0.01879688930488621,0.03434603829516658
230,230,230,230,2020-01-03,18.352996826171875,18.547504425048828,17.753938674926758,-0.01048699568521283,0.03374226768571331
231,231,231,231,2020-01-06,18.59417724609375,18.524158477783203,17.847299575805664,0.0037798623022213818,0.04184821726759025
232,232,232,232,2020-01-07,18.59417724609375,18.352996826171875,17.956218719482422,0.013141200982389245,0.035528556238800135
233,233,233,233,2020-01-08,18.306320190429688,18.04958152770996,18.28297996520996,0.014224078399024176,0.0012766094621412538
234,234,234,234,2020-01-09,18.41523742675781,18.454137802124023,18.516382217407227,-0.002107948677056992,-0.005462448844587575
235,235,235,235,2020-01-10,18.28297996520996,18.27519989013672,18.62529754638672,0.0004257176457720391,-0.018379173826576944
236,236,236,236,2020-01-13,18.50082015991211,18.352996826171875,18.547504425048828,0.008054452095225928,-0.0025170105943562726
237,237,237,237,2020-01-14,18.547504425048828,18.59417724609375,18.524158477783203,-0.0025100772369331947,0.0012602973189645983
238,238,238,238,2020-01-15,18.524158477783203,18.59417724609375,18.352996826171875,-0.003765628744087368,0.009326087354150525
239,239,239,239,2020-01-16,18.70309829711914,18.306320190429688,18.04958152770996,0.021674378168960562,0.03620675462231038
240,240,240,240,2020-01-17,18.56305694580078,18.41523742675781,18.454137802124023,0.008027022167424569,0.005902152939609051
241,241,241,241,2020-01-21,17.901762008666992,18.28297996520996,18.27519989013672,-0.020850974910456288,-0.020434133892635264
242,242,242,242,2020-01-22,17.613901138305664,18.50082015991211,18.352996826171875,-0.04793944343766099,-0.04027111729307553
