,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,CLX,CLX_6m,CLX_12m,CLX_6m_ret,CLX_12m_ret
0,0,0,0,2019-02-05,133.0133819580078,,,,
1,1,1,1,2019-02-06,133.9451141357422,,,,
2,2,2,2,2019-02-07,133.38778686523438,,,,
3,3,3,3,2019-02-08,135.5385284423828,,,,
4,4,4,4,2019-02-11,135.39048767089844,,,,
5,5,5,5,2019-02-12,134.8767852783203,,,,
6,6,6,6,2019-02-13,136.10450744628906,133.0133819580078,,0.02323920678339797,
7,7,7,7,2019-02-14,136.1393280029297,133.9451141357422,,0.01638144012452636,
8,8,8,8,2019-02-15,136.078369140625,133.38778686523438,,0.020171129146246303,
9,9,9,9,2019-02-19,135.84324645996094,135.5385284423828,,0.0022482021981495848,
10,10,10,10,2019-02-20,135.20761108398438,135.39048767089844,,-0.001350734383634089,
11,11,11,11,2019-02-21,138.39450073242188,134.8767852783203,,0.02608095564290558,
12,12,12,12,2019-02-22,138.9517822265625,136.10450744628906,133.0133819580078,0.020919768446295173,0.044645134054477564
13,13,13,13,2019-02-25,137.22772216796875,136.1393280029297,133.9451141357422,0.007994707929039002,0.024507112882817816
14,14,14,14,2019-02-26,137.6021728515625,136.078369140625,133.38778686523438,0.011197986282175165,0.03159499145589728
15,15,15,15,2019-02-27,136.53114318847656,135.84324645996094,135.5385284423828,0.005063900830126089,0.0073234877012531285
16,16,16,16,2019-02-28,137.6021728515625,135.20761108398438,135.39048767089844,0.01771025867834264,0.016335602439368824
17,17,17,17,2019-03-01,137.4019012451172,138.39450073242188,134.8767852783203,-0.007172246599767895,0.0187216499977092
18,18,18,18,2019-03-04,137.54989624023438,138.9517822265625,136.10450744628906,-0.010089010474456095,0.010619698208861328
19,19,19,19,2019-03-05,136.49632263183594,137.22772216796875,136.1393280029297,-0.005329823483024576,0.002622274063954322
20,20,20,20,2019-03-06,136.5659942626953,137.6021728515625,136.078369140625,-0.007530248740947987,0.003583413919124867
21,21,21,21,2019-03-07,136.8011016845703,136.53114318847656,135.84324645996094,0.001977266796346022,0.007051180309443739
22,22,22,22,2019-03-08,137.42800903320312,137.6021728515625,135.20761108398438,-0.0012657054372772203,0.016422137270360793
23,23,23,23,2019-03-11,138.50772094726562,137.4019012451172,138.39450073242188,0.008048066963612932,0.0008180976429306153
24,24,24,24,2019-03-12,138.6121826171875,137.54989624023438,138.9517822265625,0.007722916599644858,-0.002444010461278401
25,25,25,25,2019-03-13,139.43067932128906,136.49632263183594,137.22772216796875,0.02149769776119026,0.01605329534380706
26,26,26,26,2019-03-14,139.1694793701172,136.5659942626953,137.6021728515625,0.019063934045058684,0.011390129138770355
27,27,27,27,2019-03-15,139.90084838867188,136.8011016845703,136.53114318847656,0.022658784658392772,0.024680853917289358
28,28,28,28,2019-03-18,138.8560028076172,137.42800903320312,137.6021728515625,0.01039084961253467,0.009111992420404835
29,29,29,29,2019-03-19,136.59207153320312,138.50772094726562,137.4019012451172,-0.013830632696583356,-0.0058938755910616925
30,30,30,30,2019-03-20,135.79103088378906,138.6121826171875,137.54989624023438,-0.02035284114376701,-0.012787107838841294
31,31,31,31,2019-03-21,137.62826538085938,139.43067932128906,136.49632263183594,-0.01292695373215813,0.00829284428472521
32,32,32,32,2019-03-22,137.68919372558594,139.1694793701172,136.5659942626953,-0.010636568098343457,0.008224591114022628
33,33,33,33,2019-03-25,137.70663452148438,139.90084838867188,136.8011016845703,-0.015684064052932323,0.006619338775516681
34,34,34,34,2019-03-26,139.27395629882812,138.8560028076172,137.42800903320312,0.0030099778386247777,0.013432103678217455
35,35,35,35,2019-03-27,139.6048583984375,136.59207153320312,138.50772094726562,0.022056820951734446,0.00792112846611337
36,36,36,36,2019-03-28,140.4582061767578,135.79103088378906,138.6121826171875,0.03437027661247338,0.013317902688745331
37,37,37,37,2019-03-29,139.71803283691406,137.62826538085938,139.43067932128906,0.015184144407194733,0.0020609059428222665
38,38,38,38,2019-04-01,138.04623413085938,137.68919372558594,139.1694793701172,0.002593089520046332,-0.008071060151562226
39,39,39,39,2019-04-02,137.26258850097656,137.70663452148438,139.90084838867188,-0.0032245797165171286,-0.018858069254631737
40,40,40,40,2019-04-03,136.65304565429688,139.27395629882812,138.8560028076172,-0.01881838294955729,-0.015865048026569517
41,41,41,41,2019-04-04,136.67918395996094,139.6048583984375,136.59207153320312,-0.02095682393893894,0.0006377560994572651
42,42,42,42,2019-04-05,135.4862823486328,140.4582061767578,135.79103088378906,-0.03539788783766862,-0.0022442464216730906
43,43,43,43,2019-04-08,133.56192016601562,139.71803283691406,137.62826538085938,-0.04406097442041834,-0.029545858211544984
44,44,44,44,2019-04-09,133.17010498046875,138.04623413085938,137.68919372558594,-0.03532243513262634,-0.03282093984894496
45,45,45,45,2019-04-10,133.9102325439453,137.26258850097656,137.70663452148438,-0.02442293995502931,-0.027568765954749774
46,46,46,46,2019-04-11,135.25119018554688,136.65304565429688,139.27395629882812,-0.01025850146286822,-0.028883836003408603
47,47,47,47,2019-04-12,135.39048767089844,136.67918395996094,139.6048583984375,-0.0094286214749425,-0.03018785145364422
48,48,48,48,2019-04-15,134.48489379882812,135.4862823486328,140.4582061767578,-0.007391069652556537,-0.04252732923566349
49,49,49,49,2019-04-16,132.64767456054688,133.56192016601562,139.71803283691406,-0.00684510678142658,-0.05060447912704347
50,50,50,50,2019-04-17,133.23104858398438,133.17010498046875,138.04623413085938,0.0004576372717026711,-0.03488096272376762
51,51,51,51,2019-04-18,133.6403045654297,133.9102325439453,137.26258850097656,-0.0020157382553049885,-0.026389447955959988
52,52,52,52,2019-04-22,134.5371551513672,135.25119018554688,136.65304565429688,-0.00527932532941211,-0.015483668825665542
53,53,53,53,2019-04-23,134.51963806152344,135.39048767089844,136.67918395996094,-0.006432132894681808,-0.015800108223283815
54,54,54,54,2019-04-24,135.1242218017578,134.48489379882812,135.4862823486328,0.004753901980143915,-0.0026723040930692887
55,55,55,55,2019-04-25,135.88650512695312,132.64767456054688,133.56192016601562,0.02441679115096651,0.017404548826851718
56,56,56,56,2019-04-26,138.0506591796875,133.23104858398438,133.17010498046875,0.036174830468777674,0.036649022691200406
57,57,57,57,2019-04-29,137.01675415039062,133.6403045654297,133.9102325439453,0.025265204205725533,0.023198537911774952
58,58,58,58,2019-04-30,139.95193481445312,134.5371551513672,135.25119018554688,0.04024746663472856,0.034755661835266904
59,59,59,59,2019-05-01,129.81455993652344,134.51963806152344,135.39048767089844,-0.034976886592930745,-0.041184043504804646
60,60,60,60,2019-05-02,130.32276916503906,135.1242218017578,134.48489379882812,-0.035533619159435426,-0.030948640521775372
61,61,61,61,2019-05-03,129.8320770263672,135.88650512695312,132.64767456054688,-0.044555035799394016,-0.021226135652265166
62,62,62,62,2019-05-06,129.89341735839844,138.0506591796875,133.23104858398438,-0.05908875676335268,-0.02505145205310011
63,63,63,63,2019-05-07,130.07742309570312,137.01675415039062,133.6403045654297,-0.05064585785670295,-0.026660231591901118
64,64,64,64,2019-05-08,130.39285278320312,139.95193481445312,134.5371551513672,-0.06830260720527614,-0.030804147475106958
