,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,O,O_6m,O_12m,O_6m_ret,O_12m_ret
244,244,244,244,2020-01-24,61.78854370117188,60.86725997924805,59.42530822753906,0.015135948656764597,0.039768165182821
245,245,245,245,2020-01-27,62.00481414794922,61.003448486328125,59.69765472412109,0.016414902541870502,0.03864740473457684
246,246,246,246,2020-01-28,62.589630126953125,61.16366958618164,58.68027877807617,0.023313848734374254,0.06662121295745349
247,247,247,247,2020-01-29,62.59762954711914,62.26116180419922,59.07281112670898,0.00540413530955397,0.059669048301249195
248,248,248,248,2020-01-30,63.27054214477539,61.59627151489258,60.05014801025391,0.027181363233617306,0.05362841293865883
249,249,249,249,2020-01-31,62.99977111816406,61.87664413452149,60.05014801025391,0.018151064902628855,0.049119331186435744
250,250,250,250,2020-02-03,62.8310546875,61.78854370117188,60.86725997924805,0.016872237535974666,0.032263563513808435
251,251,251,251,2020-02-04,62.92745208740234,62.00481414794922,61.003448486328125,0.014880101684550118,0.03153925964538562
252,252,252,252,2020-02-05,63.07208633422852,62.589630126953125,61.16366958618164,0.0077082450606724695,0.031201802654398536
253,253,253,253,2020-02-06,63.594364166259766,62.59762954711914,62.26116180419922,0.015922881207352413,0.021413065921468633
254,254,254,254,2020-02-07,63.883602142333984,63.27054214477539,61.59627151489258,0.00968950125566792,0.03713423834246821
255,255,255,255,2020-02-10,64.34156036376953,62.99977111816406,61.87664413452149,0.021298319371490626,0.03983597145134832
256,256,256,256,2020-02-11,63.21672058105469,62.8310546875,61.78854370117188,0.006138141329520286,0.02311394304403591
257,257,257,257,2020-02-12,62.90336608886719,62.92745208740234,62.00481414794922,-0.0003827582038709032,0.014491647999685053
258,258,258,258,2020-02-13,63.30511093139648,63.07208633422852,62.589630126953125,0.003694575694438207,0.011431299449958576
259,259,259,259,2020-02-14,64.47819519042969,63.594364166259766,62.59762954711914,0.013897945765433795,0.030042122312235353
260,260,260,260,2020-02-18,64.59867095947266,63.883602142333984,63.27054214477539,0.011193307721525825,0.020991266546416698
261,261,261,261,2020-02-19,64.01212310791016,64.34156036376953,62.99977111816406,-0.005120131591413446,0.016069137582219062
262,262,262,262,2020-02-20,65.8118896484375,63.21672058105469,62.8310546875,0.041051940744938786,0.04744206468860246
263,263,263,263,2020-02-21,66.23774719238281,62.90336608886719,62.92745208740234,0.05300799163601133,0.05260494418847084
264,264,264,264,2020-02-24,66.02083587646484,63.30511093139648,63.07208633422852,0.0428989840648315,0.04675205330311183
265,265,265,265,2020-02-25,65.01649475097656,64.47819519042969,63.594364166259766,0.008348551924523662,0.022362525411824263
266,266,266,266,2020-02-26,64.08443450927734,64.59867095947266,63.883602142333984,-0.007960480340500009,0.0031437232749633726
267,267,267,267,2020-02-27,58.56465148925781,64.01212310791016,64.34156036376953,-0.0851006239781974,-0.08978502917633113
268,268,268,268,2020-02-28,58.34941482543945,65.8118896484375,63.21672058105469,-0.11339098243284096,-0.07699396157974558
269,269,269,269,2020-03-02,60.445125579833984,66.23774719238281,62.90336608886719,-0.08745197199603683,-0.03907963376014423
270,270,270,270,2020-03-03,60.13079071044922,66.02083587646484,63.30511093139648,-0.08921494385555506,-0.050143190245527824
271,271,271,271,2020-03-04,62.99224853515625,65.01649475097656,64.47819519042969,-0.031134348653729993,-0.023045723455578204
272,272,272,272,2020-03-05,62.57309341430664,64.08443450927734,64.59867095947266,-0.02358359103179586,-0.03135633465952892
273,273,273,273,2020-03-06,61.7831916809082,58.56465148925781,64.01212310791016,0.0549570450742074,-0.03482045773180298
274,274,274,274,2020-03-09,59.09904098510742,58.34941482543945,65.8118896484375,0.012847192416763464,-0.10200054578571816
275,275,275,275,2020-03-10,61.73481750488281,60.445125579833984,66.23774719238281,0.021336574499219774,-0.06798132301241411
276,276,276,276,2020-03-11,59.29250717163086,60.13079071044922,66.02083587646484,-0.013941003085340853,-0.10191220113334709
277,277,277,277,2020-03-12,54.60133361816406,62.99224853515625,65.01649475097656,-0.13320551515650658,-0.1601925968587542
278,278,278,278,2020-03-13,57.970584869384766,62.57309341430664,64.08443450927734,-0.07355411557565028,-0.09540303642700465
279,279,279,279,2020-03-16,43.51826095581055,61.7831916809082,58.56465148925781,-0.29562944594106744,-0.25691932165270615
280,280,280,280,2020-03-17,44.429080963134766,59.09904098510742,58.34941482543945,-0.24822670177794237,-0.23856852556189878
281,281,281,281,2020-03-18,34.25682067871094,61.73481750488281,60.445125579833984,-0.44509723907418286,-0.4332575149758664
282,282,282,282,2020-03-19,38.75453186035156,59.29250717163086,60.13079071044922,-0.34638399168767,-0.3554960544761804
283,283,283,283,2020-03-20,38.22256088256836,54.60133361816406,62.99224853515625,-0.299970195785603,-0.3932180264808902
284,284,284,284,2020-03-23,34.93389892578125,57.970584869384766,62.57309341430664,-0.3973857775543951,-0.4417105337196897
285,285,285,285,2020-03-24,40.84218597412109,43.51826095581055,61.7831916809082,-0.06149315075817963,-0.33894341061143585
286,286,286,286,2020-03-25,43.92933654785156,44.429080963134766,59.09904098510742,-0.011248137581280737,-0.2566827512662774
287,287,287,287,2020-03-26,47.0406608581543,34.25682067871094,61.73481750488281,0.3731764923353771,-0.23802057316467007
288,288,288,288,2020-03-27,45.86381912231445,38.75453186035156,59.29250717163086,0.18344402372296909,-0.22648204115311066
289,289,289,289,2020-03-30,42.82506561279297,38.22256088256836,54.60133361816406,0.1204133010439814,-0.21567729623097553
290,290,290,290,2020-03-31,40.36631393432617,34.93389892578125,57.970584869384766,0.1555055454899652,-0.30367592417298006
291,291,291,291,2020-04-01,37.62181091308594,40.84218597412109,43.51826095581055,-0.07884923356148665,-0.13549369651310295
292,292,292,292,2020-04-02,36.933631896972656,43.92933654785156,44.429080963134766,-0.15924903949456626,-0.1687059219699254
293,293,293,293,2020-04-03,35.29827117919922,47.0406608581543,34.25682067871094,-0.24962212402506212,0.030401259657335755
294,294,294,294,2020-04-06,37.89706039428711,45.86381912231445,38.75453186035156,-0.1737046517382418,-0.02212570826953275
295,295,295,295,2020-04-07,39.937232971191406,42.82506561279297,38.22256088256836,-0.06743323332443163,0.04486020949488578
296,296,296,296,2020-04-08,43.013702392578125,40.36631393432617,34.93389892578125,0.06558410219370314,0.23128833927076986
297,297,297,297,2020-04-09,45.88774490356445,37.62181091308594,40.84218597412109,0.2197112204294076,0.12353792553220333
298,298,298,298,2020-04-13,43.34562683105469,36.933631896972656,43.92933654785156,0.1736085677132555,-0.013287469437674004
299,299,299,299,2020-04-14,45.58819580078125,35.29827117919922,47.0406608581543,0.2915135579684067,-0.03087679957883216
300,300,300,300,2020-04-15,41.69404983520508,37.89706039428711,45.86381912231445,0.10019218908837457,-0.09091631196235528
301,301,301,301,2020-04-16,40.32583236694336,39.937232971191406,42.82506561279297,0.009730253371140307,-0.05835912239917318
302,302,302,302,2020-04-17,42.39840316772461,43.013702392578125,40.36631393432617,-0.014304725950763153,0.050341213634332194
303,303,303,303,2020-04-20,41.18401718139648,45.88774490356445,37.62181091308594,-0.10250509655798323,0.09468460400643552
304,304,304,304,2020-04-21,40.358211517333984,43.34562683105469,36.933631896972656,-0.06892080083106311,0.09272252536426095
305,305,305,305,2020-04-22,40.625396728515625,45.58819580078125,35.29827117919922,-0.10886149331184058,0.15091746341547752
306,306,306,306,2020-04-23,39.92913818359375,41.69404983520508,37.89706039428711,-0.042330060490336274,0.05362098717326824
307,307,307,307,2020-04-24,40.41489791870117,40.32583236694336,39.937232971191406,0.002208647572289779,0.011960391643915935
308,308,308,308,2020-04-27,41.54023361206055,42.39840316772461,43.013702392578125,-0.02024061029537394,-0.034255799862785596
309,309,309,309,2020-04-28,43.06226348876953,41.18401718139648,45.88774490356445,0.0456061947308406,-0.06157376922166957
310,310,310,310,2020-04-29,44.74620819091797,40.358211517333984,43.34562683105469,0.1087262420362538,0.03231194153270023
311,311,311,311,2020-04-30,44.65109634399414,40.625396728515625,45.58819580078125,0.09909317667420625,-0.02055574782740255
312,312,312,312,2020-05-01,42.10634613037109,39.92913818359375,41.69404983520508,0.05452679536349003,0.009888612327073165
313,313,313,313,2020-05-04,41.14696502685547,40.41489791870117,40.32583236694336,0.018113793325098326,0.020362447883040424
314,314,314,314,2020-05-05,42.317718505859375,41.54023361206055,42.39840316772461,0.01871643046256488,-0.0019030118079224057
315,315,315,315,2020-05-06,42.667327880859375,43.06226348876953,41.18401718139648,-0.009171269132500548,0.03601665891235428
316,316,316,316,2020-05-07,44.23645782470703,44.74620819091797,40.358211517333984,-0.011392034919159966,0.09609559397118783
317,317,317,317,2020-05-08,44.60231399536133,44.65109634399414,40.625396728515625,-0.0010925229754045196,0.0978923921265793
318,318,318,318,2020-05-11,43.91937255859375,42.10634613037109,39.92913818359375,0.0430582701859028,0.09993289503652569
319,319,319,319,2020-05-12,42.008766174316406,41.14696502685547,40.41489791870117,0.02094446447990661,0.03943764150589879
320,320,320,320,2020-05-13,40.82989883422852,42.317718505859375,41.54023361206055,-0.035158314865789575,-0.017099922558591274
321,321,321,321,2020-05-14,40.9599838256836,42.667327880859375,43.06226348876953,-0.04001525616844859,-0.048819534617222216
322,322,322,322,2020-05-15,40.64290237426758,44.23645782470703,44.74620819091797,-0.08123515369787071,-0.09170175490944121
323,323,323,323,2020-05-18,43.14700698852539,44.60231399536133,44.65109634399414,-0.03262850907213677,-0.03368538465172666
324,324,324,324,2020-05-19,42.75675201416016,43.91937255859375,42.10634613037109,-0.026471702046346635,0.015446742440563987
325,325,325,325,2020-05-20,41.82176971435547,42.008766174316406,41.14696502685547,-0.0044513675832561495,0.016399865386416135
326,326,326,326,2020-05-21,42.07381820678711,40.82989883422852,42.317718505859375,0.030465894064762855,-0.00576355029722353
327,327,327,327,2020-05-22,42.39903259277344,40.9599838256836,42.667327880859375,0.0351330404136414,-0.006288073366935487
328,328,328,328,2020-05-26,45.114505767822266,40.64290237426758,44.23645782470703,0.11002175367243994,0.019848965904879057
329,329,329,329,2020-05-27,45.0332145690918,43.14700698852539,44.60231399536133,0.043715838298309606,0.009660946599660436
330,330,330,330,2020-05-28,45.285255432128906,42.75675201416016,43.91937255859375,0.05913693858531066,0.031099781120800474
331,331,331,331,2020-05-29,45.157073974609375,41.82176971435547,42.008766174316406,0.07975043339949939,0.07494406732225811
332,332,332,332,2020-06-01,46.18577575683594,42.07381820678711,40.82989883422852,0.09773197977514458,0.13117536598247637
333,333,333,333,2020-06-02,46.70014190673828,42.39903259277344,40.9599838256836,0.1014435719624871,0.1401406334895905
334,334,334,334,2020-06-03,49.11678695678711,45.114505767822266,40.64290237426758,0.08871384316082787,0.2084960494328436
335,335,335,335,2020-06-04,49.07596206665039,45.0332145690918,43.14700698852539,0.08977257200584798,0.1374128935455885
336,336,336,336,2020-06-05,50.79048538208008,45.285255432128906,42.75675201416016,0.12156782373022312,0.18789391124141774
337,337,337,337,2020-06-08,52.39069747924805,45.157073974609375,41.82176971435547,0.16018804736343073,0.25271354696558324
338,338,338,338,2020-06-09,51.312984466552734,46.18577575683594,42.07381820678711,0.1110127225471127,0.21959419547701553
339,339,339,339,2020-06-10,50.72515487670898,46.70014190673828,42.39903259277344,0.0861884526605674,0.19637528912286206
340,340,340,340,2020-06-11,47.25531005859375,49.11678695678711,45.114505767822266,-0.03789899571059252,0.0474526818888128
341,341,341,341,2020-06-12,49.337215423583984,49.07596206665039,45.0332145690918,0.005323448505783368,0.09557392017593624
342,342,342,342,2020-06-15,51.08438873291016,50.79048538208008,45.285255432128906,0.005786582833756215,0.12805786884591353
343,343,343,343,2020-06-16,51.56609344482422,52.39069747924805,45.157073974609375,-0.01573951243444416,0.14192725316566057
344,344,344,344,2020-06-17,51.48445129394531,51.312984466552734,46.18577575683594,0.00334158749827429,0.11472526877119993
345,345,345,345,2020-06-18,51.75389099121094,50.72515487670898,46.70014190673828,0.020280590902134854,0.10821699631159931
346,346,346,346,2020-06-19,50.23530197143555,47.25531005859375,49.11678695678711,0.0630615249195654,0.02277256074654277
347,347,347,347,2020-06-22,50.16182327270508,49.337215423583984,49.07596206665039,0.016713708749904743,0.022126131823559048
348,348,348,348,2020-06-23,50.02302932739258,51.08438873291016,50.79048538208008,-0.020776590105967663,-0.015110232731862738
349,349,349,349,2020-06-24,48.5452766418457,51.56609344482422,52.39069747924805,-0.05858145539395554,-0.07339892428279882
350,350,350,350,2020-06-25,48.63508605957031,51.48445129394531,51.312984466552734,-0.05534418960992382,-0.05218753956375222
351,351,351,351,2020-06-26,47.6880111694336,51.75389099121094,50.72515487670898,-0.07856181910009086,-0.05987450831165264
352,352,352,352,2020-06-29,48.806549072265625,50.23530197143555,47.25531005859375,-0.028441212515898262,0.032826766171853095
353,353,353,353,2020-06-30,48.768829345703125,50.16182327270508,49.337215423583984,-0.027770001888267393,-0.011520432861907404
354,354,354,354,2020-07-01,50.07207107543945,50.02302932739258,51.08438873291016,0.000980383409527441,-0.019816575720686735
355,355,355,355,2020-07-02,50.08027267456055,48.5452766418457,51.56609344482422,0.03161988434095542,-0.02881390989708188
356,356,356,356,2020-07-06,49.39176940917969,48.63508605957031,51.48445129394531,0.015558384099136902,-0.0406468716703936
357,357,357,357,2020-07-07,48.00655746459961,47.6880111694336,51.75389099121094,0.006679798283770522,-0.07240679792071514
358,358,358,358,2020-07-08,47.97377014160156,48.806549072265625,50.23530197143555,-0.017062852147792795,-0.045018776459628373
359,359,359,359,2020-07-09,46.81808471679688,48.768829345703125,50.16182327270508,-0.03999982478722586,-0.06665903146562158
360,360,360,360,2020-07-10,46.71152877807617,50.07207107543945,50.02302932739258,-0.06711410623100111,-0.06619952037776788
361,361,361,361,2020-07-13,46.58038711547852,50.08027267456055,48.5452766418457,-0.06988551324042358,-0.0404754007452387
362,362,362,362,2020-07-14,47.170536041259766,49.39176940917969,48.63508605957031,-0.04497173100883278,-0.030113034374334324
363,363,363,363,2020-07-15,48.05574417114258,48.00655746459961,47.6880111694336,0.0010245830807433798,0.007711225372818209
364,364,364,364,2020-07-16,47.26068878173828,47.97377014160156,48.806549072265625,-0.01486398416798429,-0.03167321435159165
365,365,365,365,2020-07-17,48.022945404052734,46.81808471679688,48.768829345703125,0.025734941840189984,-0.015294276111552985
366,366,366,366,2020-07-20,47.03118515014648,46.71152877807617,50.07207107543945,0.006843200820700446,-0.0607301807171412
367,367,367,367,2020-07-21,46.87545776367188,46.58038711547852,50.08027267456055,0.0063346542711602005,-0.06399355953420405
368,368,368,368,2020-07-22,47.94919204711914,47.170536041259766,49.39176940917969,0.016507253705539515,-0.029206837076633185
369,369,369,369,2020-07-23,47.006595611572266,48.05574417114258,48.00655746459961,-0.021831907458012556,-0.02082969298027093
370,370,370,370,2020-07-24,47.06397247314453,47.26068878173828,47.97377014160156,-0.004162366517810101,-0.01896448133577222
371,371,371,371,2020-07-27,48.063941955566406,48.022945404052734,46.81808471679688,0.0008536867359705269,0.02661059815466027
372,372,372,372,2020-07-28,49.05571365356445,47.03118515014648,46.71152877807617,0.043046512584250074,0.050184289335195365
373,373,373,373,2020-07-29,49.68684768676758,46.87545776367188,46.58038711547852,0.05997573265886058,0.06669031246107426
374,374,374,374,2020-07-30,49.62945938110352,47.94919204711914,47.170536041259766,0.03504266208142148,0.05212837390045677
375,375,375,375,2020-07-31,49.41059112548828,47.006595611572266,48.05574417114258,0.05114166390139929,0.0281932363698425
376,376,376,376,2020-08-03,48.88398361206055,47.06397247314453,47.26068878173828,0.0386710055117967,0.03434767609543421
377,377,377,377,2020-08-04,50.89990234375,48.063941955566406,48.022945404052734,0.059003907561417934,0.059907965150644005
378,378,378,378,2020-08-05,51.30308532714844,49.05571365356445,47.03118515014648,0.04581263845135575,0.09083122535321975
379,379,379,379,2020-08-06,51.13029098510742,49.68684768676758,46.87545776367188,0.029050812549822114,0.09076888897569346
380,380,380,380,2020-08-07,51.607540130615234,49.62945938110352,47.94919204711914,0.03985698764764045,0.07629634467878166
381,381,381,381,2020-08-10,51.393592834472656,49.41059112548828,47.006595611572266,0.040133130646992976,0.09332726962725157
382,382,382,382,2020-08-11,51.574615478515625,48.88398361206055,47.06397247314453,0.05504117438152578,0.09584067745120617
383,383,383,383,2020-08-12,51.837928771972656,50.89990234375,48.063941955566406,0.018428845342133293,0.07852012679058196
384,384,384,384,2020-08-13,50.54610061645508,51.30308532714844,49.05571365356445,-0.014755149829025593,0.03038151627791752
385,385,385,385,2020-08-14,50.20050430297852,51.13029098510742,49.68684768676758,-0.01818465461891694,0.010337878938287748
386,386,386,386,2020-08-17,50.99864196777344,51.607540130615234,49.62945938110352,-0.011798627900123093,0.02758810198104289
387,387,387,387,2020-08-18,50.66950225830078,51.393592834472656,49.41059112548828,-0.01408912154680464,0.025478568544448965
388,388,388,388,2020-08-19,49.41059112548828,51.574615478515625,48.88398361206055,-0.04195909815224519,0.010772598190991411
389,389,389,389,2020-08-20,50.20050430297852,51.837928771972656,50.89990234375,-0.03158738220805313,-0.013740655847394923
390,390,390,390,2020-08-21,50.291011810302734,50.54610061645508,51.30308532714844,-0.00504665647876501,-0.0197273421353108
391,391,391,391,2020-08-24,51.37713241577149,50.20050430297852,51.13029098510742,0.023438571566763322,0.004827694619143896
392,392,392,392,2020-08-25,51.48410034179688,50.99864196777344,51.607540130615234,0.009519045121440861,-0.002391894450034515
393,393,393,393,2020-08-26,50.75179290771485,50.66950225830078,51.393592834472656,0.0016240666623204003,-0.012487936557089907
394,394,394,394,2020-08-27,51.42650604248047,49.41059112548828,51.574615478515625,0.04079924710619953,-0.0028717506599124087
395,395,395,395,2020-08-28,52.199974060058594,50.20050430297852,51.837928771972656,0.03982967471825649,0.006984177351655463
396,396,396,396,2020-08-31,51.22872924804688,50.291011810302734,50.54610061645508,0.018645825645370095,0.013505070089809834
397,397,397,397,2020-09-01,51.57560348510742,51.37713241577149,50.20050430297852,0.003863023489317996,0.02739213880859981
398,398,398,398,2020-09-02,52.47579956054688,51.48410034179688,50.99864196777344,0.019262242365433613,0.028964645641091247
399,399,399,399,2020-09-03,53.05391693115234,50.75179290771485,50.66950225830078,0.04536044721855603,0.0470581822709919
400,400,400,400,2020-09-04,53.16128158569336,51.42650604248047,49.41059112548828,0.033733101404553656,0.07590863365061629
401,401,401,401,2020-09-08,52.855712890625,52.199974060058594,50.20050430297852,0.012562052805082713,0.052892070000359226
402,402,402,402,2020-09-09,53.37600326538086,51.22872924804688,50.291011810302734,0.04191542614568844,0.061342799518822266
403,403,403,403,2020-09-10,52.657501220703125,51.57560348510742,51.37713241577149,0.020976928285640017,0.024920986141659274
404,404,404,404,2020-09-11,52.3271598815918,52.47579956054688,51.48410034179688,-0.0028325376687893256,0.016375143669558945
405,405,405,405,2020-09-14,54.094520568847656,53.05391693115234,50.75179290771485,0.019614077487354997,0.06586422803251701
406,406,406,406,2020-09-15,54.35054397583008,53.16128158569336,51.42650604248047,0.022370837471622718,0.05685857660511151
407,407,407,407,2020-09-16,54.02018356323242,52.855712890625,52.199974060058594,0.02203112225573567,0.03486993118195025
408,408,408,408,2020-09-17,52.913516998291016,53.37600326538086,51.22872924804688,-0.008664685229248126,0.03288755694263812
409,409,409,409,2020-09-18,51.49301910400391,52.657501220703125,51.57560348510742,-0.02211426842718045,-0.001601229564426765
410,410,410,410,2020-09-21,49.626556396484375,52.3271598815918,52.47579956054688,-0.05160997637208797,-0.05429632683871799
411,411,411,411,2020-09-22,50.07252502441406,54.094520568847656,53.05391693115234,-0.07435125595234149,-0.05619550976051779
412,412,412,412,2020-09-23,48.75112533569336,54.35054397583008,53.16128158569336,-0.10302415082775995,-0.08295804988995692
413,413,413,413,2020-09-24,48.486846923828125,54.02018356323242,52.855712890625,-0.10243091145603644,-0.08265645713335523
414,414,414,414,2020-09-25,49.49441909790039,52.913516998291016,53.37600326538086,-0.06461671977882422,-0.07272152147064237
415,415,415,415,2020-09-28,50.931434631347656,51.49301910400391,52.657501220703125,-0.010906031194674926,-0.03277912072054112
416,416,416,416,2020-09-29,50.46068954467773,49.626556396484375,52.3271598815918,0.016808201268876388,-0.035669245973555586
417,417,417,417,2020-09-30,50.36452102661133,50.07252502441406,54.094520568847656,0.005831461506183189,-0.06895337093318077
418,418,418,418,2020-10-01,51.632957458496094,48.75112533569336,54.35054397583008,0.05911314052668204,-0.05000109140660136
419,419,419,419,2020-10-02,52.94284439086914,48.486846923828125,54.02018356323242,0.09190115979373337,-0.019943271223842096
420,420,420,420,2020-10-05,52.4371223449707,49.49441909790039,52.913516998291016,0.05945525375799687,-0.009003269492286803
421,421,421,421,2020-10-06,52.15524673461914,50.931434631347656,51.49301910400391,0.02402862028391084,0.01286053220685468
422,422,422,422,2020-10-07,51.98942947387695,50.46068954467773,49.626556396484375,0.030295660701300742,0.04761307753281807
423,423,423,423,2020-10-08,52.85164260864258,50.36452102661133,50.07252502441406,0.04938241308235858,0.05550184622951382
424,424,424,424,2020-10-09,52.38738250732422,51.632957458496094,48.75112533569336,0.014611308086207364,0.07458816892106812
425,425,425,425,2020-10-12,52.50346374511719,52.94284439086914,48.486846923828125,-0.008299150731458038,0.08283930748475132
426,426,426,426,2020-10-13,51.127227783203125,52.4371223449707,49.49441909790039,-0.02498029074040542,0.03298975349267197
427,427,427,427,2020-10-14,50.57176971435547,52.15524673461914,50.931434631347656,-0.030360838446817362,-0.007061747221446146
428,428,428,428,2020-10-15,50.082637786865234,51.98942947387695,50.46068954467773,-0.036676526484481276,-0.007492005385256739
429,429,429,429,2020-10-16,50.182125091552734,52.85164260864258,50.36452102661133,-0.050509641428879815,-0.003621516324204155
430,430,430,430,2020-10-19,48.70641326904297,52.38738250732422,51.632957458496094,-0.07026442364755703,-0.056679770702763976
431,431,431,431,2020-10-20,48.99658966064453,52.50346374511719,52.94284439086914,-0.06679319485466895,-0.07453801879419242
432,432,432,432,2020-10-21,49.4774284362793,51.127227783203125,52.4371223449707,-0.03226850776888468,-0.056442721803464324
433,433,433,433,2020-10-22,49.81733703613281,50.57176971435547,52.15524673461914,-0.014918059670126604,-0.04482597331735927
434,434,434,434,2020-10-23,50.36452102661133,50.082637786865234,51.98942947387695,0.005628362486530536,-0.03125459278375209
435,435,435,435,2020-10-26,49.60177612304688,50.182125091552734,52.85164260864258,-0.011564854366909683,-0.06149035914853973
436,436,436,436,2020-10-27,48.68984222412109,48.70641326904297,52.38738250732422,-0.00034022305913494755,-0.07058074112953028
437,437,437,437,2020-10-28,47.92711639404297,48.99658966064453,52.50346374511719,-0.0218275041999626,-0.08716277031341224
438,438,438,438,2020-10-29,48.515743255615234,49.4774284362793,51.127227783203125,-0.019436846478442016,-0.05107815621573453
439,439,439,439,2020-10-30,48.16114807128906,49.81733703613281,50.57176971435547,-0.033245232751853204,-0.0476673380560404
440,440,440,440,2020-11-02,49.64277648925781,50.36452102661133,50.082637786865234,-0.014330415988115242,-0.008782710277348449
441,441,441,441,2020-11-03,49.318153381347656,49.60177612304688,50.182125091552734,-0.005717995682163579,-0.017216722261738426
442,442,442,442,2020-11-04,48.6938705444336,48.68984222412109,48.70641326904297,8.27343061406971e-05,-0.0002575169011128642
443,443,443,443,2020-11-05,48.27767562866211,47.92711639404297,48.99658966064453,0.007314423670661485,-0.01467273614269271
444,444,444,444,2020-11-06,48.26935577392578,48.515743255615234,49.4774284362793,-0.005078505762373009,-0.024416642103971986
445,445,445,445,2020-11-09,51.27421951293945,48.16114807128906,49.81733703613281,0.06463864684127474,0.029244487230418503
446,446,446,446,2020-11-10,53.8296127319336,49.64277648925781,50.36452102661133,0.08433928435855664,0.06880025134144341
447,447,447,447,2020-11-11,52.8057975769043,49.318153381347656,49.60177612304688,0.07071725027068188,0.06459489365681614
448,448,448,448,2020-11-12,51.41572189331055,48.6938705444336,48.68984222412109,0.055897206741723826,0.055984565664479735
449,449,449,449,2020-11-13,52.48116683959961,48.27767562866211,47.92711639404297,0.0870690470533324,0.09502033062274284
450,450,450,450,2020-11-16,53.66313552856445,48.26935577392578,48.515743255615234,0.1117433549331166,0.10609735989880886
451,451,451,451,2020-11-17,52.28973007202149,51.27421951293945,48.16114807128906,0.019805480585145974,0.08572432689148579
452,452,452,452,2020-11-18,50.932952880859375,53.8296127319336,49.64277648925781,-0.05381164203241284,0.025989206946971377
453,453,453,453,2020-11-19,50.86637878417969,52.8057975769043,49.318153381347656,-0.03672738376690776,0.03139260691414236
454,454,454,454,2020-11-20,50.26704788208008,51.41572189331055,48.6938705444336,-0.02234090991883786,0.03230750236235469
455,455,455,455,2020-11-23,50.68324661254883,52.48116683959961,48.27767562866211,-0.03425838896733835,0.04982781280502557
456,456,456,456,2020-11-24,51.474002838134766,53.66313552856445,48.26935577392578,-0.04079397651418315,0.06639092262217594
457,457,457,457,2020-11-25,52.35631561279297,52.28973007202149,51.27421951293945,0.001273396146428185,0.021104096954229323
458,458,458,458,2020-11-27,51.307525634765625,50.932952880859375,53.8296127319336,0.0073542320387831595,-0.046853153295523975
459,459,459,459,2020-11-30,50.107688903808594,50.86637878417969,52.8057975769043,-0.014915350738650579,-0.05109493269496179
460,460,460,460,2020-12-01,50.4418830871582,50.26704788208008,51.41572189331055,0.003478127569541467,-0.01894048688401373
461,461,461,461,2020-12-02,50.78447341918945,50.68324661254883,52.48116683959961,0.0019972439298228117,-0.03232956739692605
462,462,462,462,2020-12-03,51.04349899291992,51.474002838134766,53.66313552856445,-0.008363519863971103,-0.048816315145247535
463,463,463,463,2020-12-04,51.1855354309082,52.35631561279297,52.28973007202149,-0.022361775617356305,-0.021116854869826618
464,464,464,464,2020-12-07,50.759403228759766,51.307525634765625,50.932952880859375,-0.010683080098379483,-0.0034074139095287004
465,465,465,465,2020-12-08,50.46696090698242,50.107688903808594,50.86637878417969,0.007169997480097612,-0.007852296285763782
466,466,466,466,2020-12-09,50.70927047729492,50.4418830871582,50.26704788208008,0.005300900239483486,0.008797465016291417
467,467,467,467,2020-12-10,50.0742416381836,50.78447341918945,50.68324661254883,-0.013985215031046994,-0.01201590298705213
468,468,468,468,2020-12-11,50.51708984375,51.04349899291992,51.474002838134766,-0.010312951885272148,-0.018590219171294553
469,469,469,469,2020-12-14,50.65078353881836,51.1855354309082,52.35631561279297,-0.010447324377639178,-0.032575479271461094
470,470,470,470,2020-12-15,51.594947814941406,50.759403228759766,51.307525634765625,0.016460882773110086,0.005601949745575485
471,471,471,471,2020-12-16,51.26072692871094,50.46696090698242,50.107688903808594,0.01572842920324713,0.023011199481097977
472,472,472,472,2020-12-17,50.99336242675781,50.70927047729492,50.4418830871582,0.005602367117272911,0.010932964945949974
473,473,473,473,2020-12-18,49.7316780090332,50.0742416381836,50.78447341918945,-0.006841114671803261,-0.020730655243112905
474,474,474,474,2020-12-21,49.94057846069336,50.51708984375,51.04349899291992,-0.011412204955586258,-0.021607463320246656
475,475,475,475,2020-12-22,50.90980911254883,50.65078353881836,51.1855354309082,0.005113949985234845,-0.0053868014867513025
476,476,476,476,2020-12-23,50.51708984375,51.594947814941406,50.759403228759766,-0.02089076579857052,-0.004773763472311177
477,477,477,477,2020-12-24,51.04349899291992,51.26072692871094,50.46696090698242,-0.004237706891927595,0.011424069838485762
478,478,478,478,2020-12-28,51.61165618896485,50.99336242675781,50.70927047729492,0.012124985150667289,0.01779528088604576
479,479,479,479,2020-12-29,50.94321060180664,49.7316780090332,50.0742416381836,0.024361385766098254,0.01735361206070496
480,480,480,480,2020-12-30,51.20223617553711,49.94057846069336,50.51708984375,0.02526317783516996,0.013562664316299156
481,481,481,481,2020-12-31,52.14585113525391,50.90980911254883,50.65078353881836,0.024279054356155738,0.02951716621105671
482,482,482,482,2021-01-04,50.20831298828125,50.51708984375,51.594947814941406,-0.0061123246890072425,-0.02687539934401484
483,483,483,483,2021-01-05,50.45993041992188,51.04349899291992,51.26072692871094,-0.01143276978482577,-0.01562202794944234
