,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,JNJ,JNJ_6m,JNJ_12m,JNJ_6m_ret,JNJ_12m_ret
244,244,244,244,2020-01-24,133.19729614257812,132.02084350585938,130.19784545898438,0.008911112862769466,0.02303763685965654
245,245,245,245,2020-01-27,133.58346557617188,133.0895233154297,130.17990112304688,0.0037113534441890472,0.02614508402420679
246,246,246,246,2020-01-28,134.2570037841797,133.96063232421875,130.56607055664062,0.002212377284422251,0.02826870113961122
247,247,247,247,2020-01-29,135.19094848632812,134.0504608154297,130.26971435546875,0.008507898174768158,0.03777726968396311
248,248,248,248,2020-01-30,135.0293426513672,133.1344451904297,130.84445190429688,0.014232961711952985,0.03198370803013684
249,249,249,249,2020-01-31,133.6912384033203,133.38587951660156,131.58082580566406,0.0022892894497181793,0.016038906768780947
250,250,250,250,2020-02-03,134.8586883544922,133.19729614257812,132.02084350585938,0.012473167699557974,0.021495430367454604
251,251,251,251,2020-02-04,136.14288330078125,133.58346557617188,133.0895233154297,0.019159689513744027,0.02294215133759958
252,252,252,252,2020-02-05,138.2892303466797,134.2570037841797,133.96063232421875,0.03003364032301703,0.03231246335105853
253,253,253,253,2020-02-06,137.87611389160156,135.19094848632812,134.0504608154297,0.019862020611128406,0.028538902834801316
254,254,254,254,2020-02-07,136.4033203125,135.0293426513672,133.1344451904297,0.010175400651103672,0.024553188450927577
255,255,255,255,2020-02-10,136.37635803222656,133.6912384033203,133.38587951660156,0.02008448467509716,0.022419753323685176
256,256,256,256,2020-02-11,136.49310302734375,134.8586883544922,133.19729614257812,0.012119461436220558,0.02474379721070097
257,257,257,257,2020-02-12,135.6848602294922,136.14288330078125,133.58346557617188,-0.003364282143761832,0.015730948768671205
258,258,258,258,2020-02-13,134.78683471679688,138.2892303466797,134.2570037841797,-0.025326597169588627,0.003946393243431157
259,259,259,259,2020-02-14,134.8227996826172,137.87611389160156,135.19094848632812,-0.02214534572235549,-0.002723176424405116
260,260,260,260,2020-02-18,133.9337158203125,136.4033203125,135.0293426513672,-0.01810516405707452,-0.008113990704105678
261,261,261,261,2020-02-19,133.75408935546875,136.37635803222656,133.6912384033203,-0.019228176456641766,0.00047012020308190294
262,262,262,262,2020-02-20,133.24221801757812,136.49310302734375,134.8586883544922,-0.02381721081624444,-0.011986401148029735
263,263,263,263,2020-02-21,134.64317321777344,135.6848602294922,136.14288330078125,-0.0076772530845141684,-0.011015706782810608
264,264,264,264,2020-02-24,131.8686065673828,134.78683471679688,138.2892303466797,-0.021650691297452007,-0.04642895013010706
265,265,265,265,2020-02-25,130.72984313964844,134.8227996826172,137.87611389160156,-0.030358044430199294,-0.051831100763193416
266,266,266,266,2020-02-26,129.8531951904297,133.9337158203125,136.4033203125,-0.030466717098757257,-0.048020276244478355
267,267,267,267,2020-02-27,125.73201751708984,133.75408935546875,136.37635803222656,-0.059976273451043505,-0.07805121553855687
268,268,268,268,2020-02-28,121.53851318359376,133.24221801757812,136.49310302734375,-0.0878378115293783,-0.10956297067079002
269,269,269,269,2020-03-02,126.54541778564452,134.64317321777344,135.6848602294922,-0.0601423394785231,-0.06735786460176596
270,270,270,270,2020-03-03,122.5417022705078,131.8686065673828,134.78683471679688,-0.07072876964168961,-0.09084813418178084
271,271,271,271,2020-03-04,129.6724090576172,130.72984313964844,134.8227996826172,-0.00808869693893599,-0.03820118434808062
272,272,272,272,2020-03-05,128.34388732910156,129.8531951904297,133.9337158203125,-0.011623186161224042,-0.04173578293542113
273,273,273,273,2020-03-06,128.3619842529297,125.73201751708984,133.75408935546875,0.02091723960034586,-0.040313571932809045
274,274,274,274,2020-03-09,123.30992126464844,121.53851318359376,133.24221801757812,0.014574870422997765,-0.07454316582766096
275,275,275,275,2020-03-10,128.0094757080078,126.54541778564452,134.64317321777344,0.011569426597834331,-0.049268725262707536
276,276,276,276,2020-03-11,119.11646270751952,122.5417022705078,131.8686065673828,-0.027951623810702042,-0.09670340949077327
277,277,277,277,2020-03-12,113.34136962890624,129.6724090576172,130.72984313964844,-0.12594074211619377,-0.1330107425598871
278,278,278,278,2020-03-13,121.36681365966795,128.34388732910156,129.8531951904297,-0.054362337113437076,-0.06535365971023244
279,279,279,279,2020-03-16,114.89583587646484,128.3619842529297,125.73201751708984,-0.10490760527611198,-0.08618474319122504
280,280,280,280,2020-03-17,123.44548797607422,123.30992126464844,121.53851318359376,0.0010993982482141451,0.015690292258222938
281,281,281,281,2020-03-18,121.97235870361328,128.0094757080078,126.54541778564452,-0.0471614852807094,-0.03613769002507505
282,282,282,282,2020-03-19,114.82355499267578,119.11646270751952,122.5417022705078,-0.036039583591267355,-0.06298384251913192
283,283,283,283,2020-03-20,108.35257720947266,113.34136962890624,129.6724090576172,-0.04401563555979171,-0.16441301586886936
284,284,284,284,2020-03-23,100.44461822509766,121.36681365966795,128.34388732910156,-0.17238810844321495,-0.21737902509111418
285,285,285,285,2020-03-24,107.71090698242188,114.89583587646484,128.3619842529297,-0.06253428454768506,-0.16088156778424434
286,286,286,286,2020-03-25,107.90972900390624,123.44548797607422,123.30992126464844,-0.12585116902109106,-0.12489013132763438
287,287,287,287,2020-03-26,114.38973236083984,121.97235870361328,128.0094757080078,-0.062166759939428884,-0.10639636848630551
288,288,288,288,2020-03-27,111.3078842163086,114.82355499267578,119.11646270751952,-0.030618027604104703,-0.06555415023013433
289,289,289,289,2020-03-30,120.20999145507812,108.35257720947266,113.34136962890624,0.10943361524924433,0.06060118956265148
290,290,290,290,2020-03-31,118.51092529296876,100.44461822509766,121.36681365966795,0.17986336537597558,-0.023531048402634647
291,291,291,291,2020-04-01,116.41417694091795,107.71090698242188,114.89583587646484,0.08080212303770162,0.013214935535919903
292,292,292,292,2020-04-02,120.33653259277344,107.90972900390624,123.44548797607422,0.11515925119613035,-0.025184844211587176
293,293,293,293,2020-04-03,121.25836944580078,114.38973236083984,121.97235870361328,0.060045923206586194,-0.005853697226167909
294,294,294,294,2020-04-06,126.3104248046875,111.3078842163086,114.82355499267578,0.13478416820163375,0.10003931521493503
295,295,295,295,2020-04-07,124.24981689453124,120.20999145507812,108.35257720947266,0.03360640318290664,0.14671768862798018
296,296,296,296,2020-04-08,129.47360229492188,118.51092529296876,100.44461822509766,0.09250351370434817,0.2890048723642904
297,297,297,297,2020-04-09,127.63897705078124,116.41417694091795,107.71090698242188,0.09642124700636812,0.1850144115081267
298,298,298,298,2020-04-13,126.31947326660156,120.33653259277344,107.90972900390624,0.04971840674581163,0.17060319243345434
299,299,299,299,2020-04-14,131.97702026367188,121.25836944580078,114.38973236083984,0.08839514226407319,0.1537488333948831
300,300,300,300,2020-04-15,133.45018005371094,126.3104248046875,111.3078842163086,0.056525463041261714,0.19892836876112407
301,301,301,301,2020-04-16,135.26673889160156,124.24981689453124,120.20999145507812,0.08866751092616876,0.12525371023048493
302,302,302,302,2020-04-17,137.39059448242188,129.47360229492188,118.51092529296876,0.06114753932207928,0.15930741526809467
303,303,303,303,2020-04-20,137.0742950439453,127.63897705078124,116.41417694091795,0.07392191798442749,0.17747080850395647
304,304,304,304,2020-04-21,135.27577209472656,126.31947326660156,120.33653259277344,0.07090196464976084,0.12414550411310654
305,305,305,305,2020-04-22,138.2672576904297,131.97702026367188,121.25836944580078,0.04766161119709156,0.14026980836346659
306,306,306,306,2020-04-23,140.5447540283203,133.45018005371094,126.3104248046875,0.05316271564230157,0.11269322580177543
307,307,307,307,2020-04-24,139.95729064941406,135.26673889160156,124.24981689453124,0.0346763128633667,0.12641848613922724
308,308,308,308,2020-04-27,139.44215393066406,137.39059448242188,129.47360229492188,0.014932313641780492,0.07699292719944006
309,309,309,309,2020-04-28,136.8212432861328,137.0742950439453,127.63897705078124,-0.001846091987789289,0.07193935933612505
310,310,310,310,2020-04-29,135.7818603515625,135.27577209472656,126.31947326660156,0.0037411596252545642,0.07490837984251453
311,311,311,311,2020-04-30,135.6011505126953,138.2672576904297,131.97702026367188,-0.01928227421493811,0.027460312725525515
312,312,312,312,2020-05-01,134.01953125,140.5447540283203,133.45018005371094,-0.04642807782783165,0.0042663951150903046
313,313,313,313,2020-05-04,134.00148010253906,139.95729064941406,135.26673889160156,-0.04255448586664912,-0.009353805668934179
314,314,314,314,2020-05-05,135.11312866210938,139.44215393066406,137.39059448242188,-0.031045312672861036,-0.01657657737701901
315,315,315,315,2020-05-06,133.82974243164062,136.8212432861328,137.0742950439453,-0.021864301059127844,-0.02367002953591335
316,316,316,316,2020-05-07,133.3869171142578,135.7818603515625,135.27577209472656,-0.017638167801676707,-0.0139629953776651
317,317,317,317,2020-05-08,134.39010620117188,135.6011505126953,138.2672576904297,-0.008930929471797189,-0.02804099505566582
318,318,318,318,2020-05-11,134.76063537597656,134.01953125,140.5447540283203,0.005529821803316848,-0.04115499502157316
319,319,319,319,2020-05-12,132.98019409179688,134.00148010253906,139.95729064941406,-0.007621453210521989,-0.0498516120542406
320,320,320,320,2020-05-13,132.97116088867188,135.11312866210938,139.44215393066406,-0.015853143174518025,-0.046406290060678534
321,321,321,321,2020-05-14,133.4320831298828,133.82974243164062,136.8212432861328,-0.0029713821048481526,-0.024770715971073942
322,322,322,322,2020-05-15,135.96263122558594,133.3869171142578,135.7818603515625,0.019310095525499005,0.00133133301867705
323,323,323,323,2020-05-18,136.03494262695312,134.39010620117188,135.6011505126953,0.012239267251705765,0.003199029747297022
324,324,324,324,2020-05-19,134.67930603027344,134.76063537597656,134.01953125,-0.0006035096634579018,0.004922974838963645
325,325,325,325,2020-05-20,133.46826171875,132.98019409179688,134.00148010253906,0.0036702279635432156,-0.003979197717674743
326,326,326,326,2020-05-21,132.59161376953125,132.97116088867188,135.11312866210938,-0.0028543566635353956,-0.018662249313195378
327,327,327,327,2020-05-22,131.3812713623047,133.4320831298828,133.82974243164062,-0.015369705092454167,-0.018295417930633828
328,328,328,328,2020-05-26,131.55413818359375,135.96263122558594,133.3869171142578,-0.03242429925232704,-0.013740320042737952
329,329,329,329,2020-05-27,131.8544921875,136.03494262695312,134.39010620117188,-0.03073071049779552,-0.018867564624707178
330,330,330,330,2020-05-28,133.74732971191406,134.67930603027344,134.76063537597656,-0.006919966740472239,-0.007519300137131424
331,331,331,331,2020-05-29,135.36721801757812,133.46826171875,132.98019409179688,0.014227774261641901,0.017950221400139243
332,332,332,332,2020-06-01,133.94754028320312,132.59161376953125,132.97116088867188,0.010226336908673028,0.007342790632238749
333,333,333,333,2020-06-02,134.91220092773438,131.3812713623047,133.4320831298828,0.026875440683570506,0.011092667993580108
334,334,334,334,2020-06-03,135.2761688232422,131.55413818359375,135.96263122558594,0.028292767457106294,-0.005048904953926514
335,335,335,335,2020-06-04,133.5289306640625,131.8544921875,136.03494262695312,0.012699138639747032,-0.018421825411158
336,336,336,336,2020-06-05,134.04766845703125,133.74732971191406,134.67930603027344,0.0022455681602324695,-0.004689937837222047
337,337,337,337,2020-06-08,133.5653533935547,135.36721801757812,133.46826171875,-0.013310937835698589,0.0007274514072064253
338,338,338,338,2020-06-09,132.82821655273438,133.94754028320312,132.59161376953125,-0.008356433631421578,0.0017844475715815822
339,339,339,339,2020-06-10,134.50267028808594,134.91220092773438,131.3812713623047,-0.003035534494525094,0.023758324861794744
340,340,340,340,2020-06-11,128.19613647460938,135.2761688232422,131.55413818359375,-0.052337617262682046,-0.025525625840047916
341,341,341,341,2020-06-12,129.3610076904297,133.5289306640625,131.8544921875,-0.031213632528209523,-0.01891088013538833
342,342,342,342,2020-06-15,128.54197692871094,134.04766845703125,133.74732971191406,-0.041072639246128695,-0.038919302496844055
343,343,343,343,2020-06-16,131.46316528320312,133.5653533935547,135.36721801757812,-0.01573902256041948,-0.028840459245221717
344,344,344,344,2020-06-17,131.06275939941406,132.82821655273438,133.94754028320312,-0.013291281017986156,-0.021536646941704318
345,345,345,345,2020-06-18,130.5076141357422,134.50267028808594,134.91220092773438,-0.029702430024525883,-0.032647801768140305
346,346,346,346,2020-06-19,130.88983154296875,128.19613647460938,135.2761688232422,0.021012295240995016,-0.03242505548782082
347,347,347,347,2020-06-22,130.4894256591797,129.3610076904297,133.5289306640625,0.008723014677269658,-0.022762894825614444
348,348,348,348,2020-06-23,130.00709533691406,128.54197692871094,134.04766845703125,0.011397976312560232,-0.030142807902790114
349,349,349,349,2020-06-24,127.2406234741211,131.46316528320312,133.5653533935547,-0.032119581176869305,-0.04735307292451485
350,350,350,350,2020-06-25,127.1041030883789,131.06275939941406,132.82821655273438,-0.030204280217930868,-0.04309410765959454
351,351,351,351,2020-06-26,125.41144561767578,130.5076141357422,134.50267028808594,-0.03904882141792765,-0.06759140655674734
352,352,352,352,2020-06-29,126.53076934814452,130.88983154296875,128.19613647460938,-0.0333032913514999,-0.012990774700879504
353,353,353,353,2020-06-30,127.97774505615234,130.4894256591797,129.3610076904297,-0.019248154326217293,-0.010693041581645635
354,354,354,354,2020-07-01,127.750244140625,130.00709533691406,128.54197692871094,-0.01735944634745068,-0.006159332593157707
355,355,355,355,2020-07-02,128.2871551513672,127.2406234741211,131.46316528320312,0.00822482355612597,-0.024158935508619805
356,356,356,356,2020-07-06,130.1163330078125,127.1041030883789,131.06275939941406,0.02369891959616055,-0.007221169430114971
357,357,357,357,2020-07-07,129.9980010986328,125.41144561767578,130.5076141357422,0.036572064522240044,-0.0039048529121015196
358,358,358,358,2020-07-08,130.38023376464844,126.53076934814452,130.88983154296875,0.030423148743466966,-0.0038933335944666414
359,359,359,359,2020-07-09,129.67037963867188,127.97774505615234,130.4894256591797,0.013226007238812176,-0.00627672331585738
360,360,360,360,2020-07-10,129.56118774414062,127.750244140625,130.00709533691406,0.014175656694026983,-0.0034298712052435176
361,361,361,361,2020-07-13,132.1457061767578,128.2871551513672,127.2406234741211,0.030077454136681725,0.03854965944609923
362,362,362,362,2020-07-14,134.6118927001953,130.1163330078125,127.1041030883789,0.03455031039118572,0.05906803501532942
363,363,363,363,2020-07-15,134.9212646484375,129.9980010986328,125.41144561767578,0.03787184039906344,0.07582895631195385
364,364,364,364,2020-07-16,135.82220458984375,130.38023376464844,126.53076934814452,0.04173923199906748,0.07343221960608015
365,365,365,365,2020-07-17,135.9132080078125,129.67037963867188,127.97774505615234,0.048143827345430434,0.06200658519321722
366,366,366,366,2020-07-20,136.14073181152344,129.56118774414062,127.750244140625,0.05078329538299853,0.06567883863816615
367,367,367,367,2020-07-21,136.2681121826172,132.1457061767578,128.2871551513672,0.03119591339839123,0.06221166118956489
368,368,368,368,2020-07-22,136.5137939453125,134.6118927001953,130.1163330078125,0.014128775749057132,0.04916723972782022
369,369,369,369,2020-07-23,136.14979553222656,134.9212646484375,129.9980010986328,0.009105539345411806,0.04732222327731206
370,370,370,370,2020-07-24,134.7938690185547,135.82220458984375,130.38023376464844,-0.007571188925952321,0.03385202746202598
371,371,371,371,2020-07-27,133.93846130371094,135.9132080078125,129.67037963867188,-0.01452946871791927,0.03291485439413466
372,372,372,372,2020-07-28,133.6199493408203,136.14073181152344,129.56118774414062,-0.018516004998364144,0.03132698663348932
373,373,373,373,2020-07-29,133.3560333251953,136.2681121826172,132.1457061767578,-0.02137021501787084,0.00915903500351778
374,374,374,374,2020-07-30,133.62905883789062,136.5137939453125,134.6118927001953,-0.021131455100995122,-0.007301240942311327
375,375,375,375,2020-07-31,132.64620971679688,136.14979553222656,134.9212646484375,-0.02573331676139312,-0.016862093144240142
376,376,376,376,2020-08-03,134.09317016601562,134.7938690185547,135.82220458984375,-0.00519829913363945,-0.012730130754757374
377,377,377,377,2020-08-04,133.97486877441406,133.93846130371094,135.9132080078125,0.0002718223753561677,-0.014261595777262603
378,378,378,378,2020-08-05,135.04867553710938,133.6199493408203,136.14073181152344,0.010692461741957704,-0.00802152493146524
379,379,379,379,2020-08-06,134.275146484375,133.3560333251953,136.2681121826172,0.006892175301423276,-0.014625326984579856
380,380,380,380,2020-08-07,135.23068237304688,133.62905883789062,136.5137939453125,0.011985593171760955,-0.009399134953202215
381,381,381,381,2020-08-10,134.71197509765625,132.64620971679688,136.14979553222656,0.015573497239535383,-0.01056057725940529
382,382,382,382,2020-08-11,133.74732971191406,134.09317016601562,134.7938690185547,-0.002579105659694658,-0.007763997830617653
383,383,383,383,2020-08-12,136.19532775878906,133.97486877441406,133.93846130371094,0.016573697773974327,0.016850025251227807
384,384,384,384,2020-08-13,134.68466186523438,135.04867553710938,133.6199493408203,-0.002695425708006849,0.007968215297689873
385,385,385,385,2020-08-14,134.90306091308594,134.275146484375,133.3560333251953,0.004676326521706686,0.01160073188528421
386,386,386,386,2020-08-17,135.58560180664062,135.23068237304688,133.62905883789062,0.0026245481229967282,0.014641598060819438
387,387,387,387,2020-08-18,136.5866241455078,134.71197509765625,132.64620971679688,0.013915979232674625,0.02970619693637544
388,388,388,388,2020-08-19,136.85963439941406,133.74732971191406,134.09317016601562,0.02327003233787006,0.0206309108060716
389,389,389,389,2020-08-20,137.7969970703125,136.19532775878906,133.97486877441406,0.011760089996333045,0.028528695947701355
390,390,390,390,2020-08-21,139.0164031982422,134.68466186523438,135.04867553710938,0.032162098289574725,0.029379982035014685
391,391,391,391,2020-08-24,139.38284301757812,134.90306091308594,134.275146484375,0.03320741630450019,0.03803903154778898
392,392,392,392,2020-08-25,139.30039978027344,135.58560180664062,135.23068237304688,0.02739817446789461,0.030094630418264545
393,393,393,393,2020-08-26,139.52027893066406,136.5866241455078,134.71197509765625,0.02147834609361876,0.0356932175444844
394,394,394,394,2020-08-27,140.14321899414062,136.85963439941406,133.74732971191406,0.023992352523342753,0.047820687680292684
395,395,395,395,2020-08-28,140.74781799316406,137.7969970703125,136.19532775878906,0.02141426145408576,0.03342618509232387
396,396,396,396,2020-08-31,140.53713989257812,139.0164031982422,134.68466186523438,0.010939260830733044,0.043453188702361256
397,397,397,397,2020-09-01,138.8057098388672,139.38284301757812,134.90306091308594,-0.004140632851334147,0.028929283734307587
398,398,398,398,2020-09-02,140.92189025878906,139.30039978027344,135.58560180664062,0.011640242821078006,0.03935733869263314
399,399,399,399,2020-09-03,137.0010528564453,139.52027893066406,136.5866241455078,-0.01805634344718232,0.0030341822526926965
400,400,400,400,2020-09-04,136.12158203125,140.14321899414062,136.85963439941406,-0.02869662186836719,-0.005392768813119231
401,401,401,401,2020-09-08,134.9031524658203,140.74781799316406,137.7969970703125,-0.04152579848610949,-0.021000781337894958
402,402,402,402,2020-09-09,137.13845825195312,140.53713989257812,139.0164031982422,-0.02418351222476023,-0.013508801142056992
403,403,403,403,2020-09-10,134.58258056640625,138.8057098388672,139.38284301757812,-0.030424751815781637,-0.034439406940253714
404,404,404,404,2020-09-11,135.37953186035156,140.92189025878906,139.30039978027344,-0.039329293612649585,-0.0281468533192043
405,405,405,405,2020-09-14,135.90170288085938,137.0010528564453,139.52027893066406,-0.008024390708426754,-0.025935843001023362
406,406,406,406,2020-09-15,136.3964385986328,136.12158203125,140.14321899414062,0.0020191990372233626,-0.026735367022391987
407,407,407,407,2020-09-16,135.947509765625,134.9031524658203,140.74781799316406,0.007741533690766023,-0.03410573816335971
408,408,408,408,2020-09-17,134.8207550048828,137.13845825195312,140.53713989257812,-0.016900461596353833,-0.04067526130149457
409,409,409,409,2020-09-18,136.6620635986328,134.58258056640625,138.8057098388672,0.015451353536801049,-0.015443501875555654
410,410,410,410,2020-09-21,132.9244384765625,135.37953186035156,140.92189025878906,-0.018134893436635435,-0.05675095450068146
411,411,411,411,2020-09-22,132.10914611816406,135.90170288085938,137.0010528564453,-0.027906616931946182,-0.035707074042760634
412,412,412,412,2020-09-23,132.31980895996094,136.3964385986328,136.12158203125,-0.02988809444407836,-0.027929245418381043
413,413,413,413,2020-09-24,132.53050231933594,135.947509765625,134.9031524658203,-0.025134755702256095,-0.01758780356956835
414,414,414,414,2020-09-25,133.43748474121094,134.8207550048828,137.13845825195312,-0.01026006910895716,-0.02698713080135917
415,415,415,415,2020-09-28,134.76577758789062,136.6620635986328,134.58258056640625,-0.01387573084152638,0.0013612238724607373
416,416,416,416,2020-09-29,134.72000122070312,132.9244384765625,135.37953186035156,0.013508146167246826,-0.00487171606065806
417,417,417,417,2020-09-30,136.38723754882812,132.10914611816406,135.90170288085938,0.03238300720555376,0.0035726900964176966
418,418,418,418,2020-10-01,134.95816040039062,132.31980895996094,136.3964385986328,0.019939202309671167,-0.010544836896178356
419,419,419,419,2020-10-02,133.9687957763672,132.53050231933594,135.947509765625,0.010852546635382376,-0.014554985175301405
420,420,420,420,2020-10-05,135.79177856445312,133.43748474121094,134.8207550048828,0.01764342177018774,0.007202329934550056
421,421,421,421,2020-10-06,133.9871063232422,134.76577758789062,136.6620635986328,-0.005777959943432998,-0.019573517367971194
422,422,422,422,2020-10-07,135.47117614746094,134.72000122070312,132.9244384765625,0.005575823336931407,0.019159288540816277
423,423,423,423,2020-10-08,136.3964385986328,136.38723754882812,132.10914611816406,6.746268910529096e-05,0.03245265453940638
424,424,424,424,2020-10-09,138.3018798828125,134.95816040039062,132.31980895996094,0.024775971104687544,0.04520918651463357
425,425,425,425,2020-10-12,139.098876953125,133.9687957763672,132.53050231933594,0.03829310509979811,0.049561229444089694
426,426,426,426,2020-10-13,135.910888671875,135.79177856445312,133.43748474121094,0.0008771525690367543,0.01853605031195693
427,427,427,427,2020-10-14,135.67269897460938,133.9871063232422,134.76577758789062,0.012580260128170151,0.006729611945638592
428,428,428,428,2020-10-15,134.83905029296875,135.47117614746094,134.72000122070312,-0.004666128046338924,0.0008836777849385857
429,429,429,429,2020-10-16,135.67269897460938,136.3964385986328,136.38723754882812,-0.0053061475171881645,-0.0052390427950631535
430,430,430,430,2020-10-19,132.2098846435547,138.3018798828125,134.95816040039062,-0.04404853530855657,-0.020363909441877492
431,431,431,431,2020-10-20,132.4206085205078,139.098876953125,133.9687957763672,-0.048010944293013225,-0.011556327328968052
432,432,432,432,2020-10-21,131.85263061523438,135.910888671875,135.79177856445312,-0.029859697749739067,-0.029008736691294223
433,433,433,433,2020-10-22,132.90611267089844,135.67269897460938,133.9871063232422,-0.0203916213403309,-0.008067893113057223
434,434,434,434,2020-10-23,133.05267333984375,134.83905029296875,135.47117614746094,-0.013248216664561885,-0.01785252683555827
435,435,435,435,2020-10-26,131.88926696777344,135.67269897460938,136.3964385986328,-0.027886465261106053,-0.03304464307988575
436,436,436,436,2020-10-27,131.13804626464844,132.2098846435547,138.3018798828125,-0.008107097149324227,-0.0517985267028489
437,437,437,437,2020-10-28,126.75003051757812,132.4206085205078,139.098876953125,-0.0428224735279894,-0.08877747042996131
438,438,438,438,2020-10-29,125.67816925048828,131.85263061523438,135.910888671875,-0.04682850342792244,-0.07528991621923109
439,439,439,439,2020-10-30,125.60488891601562,132.90611267089844,135.67269897460938,-0.054935199052597916,-0.07420660261559253
440,440,440,440,2020-11-02,127.05229949951172,133.05267333984375,134.83905029296875,-0.04509773227183378,-0.057748484408177925
441,441,441,441,2020-11-03,126.8782730102539,131.88926696777344,135.67269897460938,-0.03799394804994971,-0.06482089639862854
442,442,442,442,2020-11-04,127.70272827148438,131.13804626464844,132.2098846435547,-0.02619619622997338,-0.034090918271518555
443,443,443,443,2020-11-05,128.03253173828125,126.75003051757812,132.4206085205078,0.010118350389866526,-0.033137415929839875
444,444,444,444,2020-11-06,130.3135986328125,125.67816925048828,131.85263061523438,0.0368833299368434,-0.011672364633459553
445,445,445,445,2020-11-09,133.8222198486328,125.60488891601562,132.90611267089844,0.06542206281565699,0.006892889719849249
446,446,446,446,2020-11-10,135.8376007080078,127.05229949951172,133.05267333984375,0.06914712479115614,0.020931013998123804
447,447,447,447,2020-11-11,135.3978729248047,126.8782730102539,131.88926696777344,0.06714782375594175,0.026602664778541563
448,448,448,448,2020-11-12,135.85592651367188,127.70272827148438,131.13804626464844,0.06384513747313636,0.03597644149358703
449,449,449,449,2020-11-13,137.32167053222656,128.03253173828125,126.75003051757812,0.07255295718851973,0.08340542382104066
450,450,450,450,2020-11-16,138.1919403076172,130.3135986328125,125.67816925048828,0.060456788527524674,0.09956996614255087
451,451,451,451,2020-11-17,136.8178253173828,133.8222198486328,125.60488891601562,0.022384963215662967,0.08927149650094113
452,452,452,452,2020-11-18,135.0039520263672,135.8376007080078,127.05229949951172,-0.006137098103143113,0.06258566399961962
453,453,453,453,2020-11-19,134.7932586669922,135.3978729248047,126.8782730102539,-0.004465463487364207,0.06238251411333939
454,454,454,454,2020-11-20,134.07872009277344,135.85592651367188,127.70272827148438,-0.013081552395283857,0.04992839156681361
455,455,455,455,2020-11-23,132.7134552001953,137.32167053222656,128.03253173828125,-0.033557815850702166,0.0365604225610614
456,456,456,456,2020-11-24,132.7134552001953,138.1919403076172,130.3135986328125,-0.03964402768516517,0.01841601024421813
457,457,457,457,2020-11-25,132.53819274902344,136.8178253173828,133.8222198486328,-0.031279787983997775,-0.009595021671750414
458,458,458,458,2020-11-27,132.83340454101562,135.0039520263672,135.8376007080078,-0.016077658859406152,-0.022116086792860146
459,459,459,459,2020-11-30,133.4606475830078,134.7932586669922,135.3978729248047,-0.009886333316390883,-0.014307649743306894
460,460,460,460,2020-12-01,136.01585388183594,134.07872009277344,135.85592651367188,0.01444773479133854,0.0011771835963885202
461,461,461,461,2020-12-02,136.65234375,132.7134552001953,137.32167053222656,0.029679647356501748,-0.004874152634703699
462,462,462,462,2020-12-03,137.44566345214844,132.7134552001953,138.1919403076172,0.035657335910776355,-0.005400292186415023
463,463,463,463,2020-12-04,138.61717224121094,132.53819274902344,136.8178253173828,0.045865869800252757,0.013151407133201287
464,464,464,464,2020-12-07,137.41799926757812,132.83340454101562,135.0039520263672,0.03451386902567033,0.017881307954151326
465,465,465,465,2020-12-08,139.79791259765625,133.4606475830078,134.7932586669922,0.047484147045719016,0.03712836962438981
466,466,466,466,2020-12-09,141.2277374267578,136.01585388183594,134.07872009277344,0.03831820626917293,0.05331955234236818
467,467,467,467,2020-12-10,140.44363403320312,136.65234375,132.7134552001953,0.02774405604150587,0.058247137197558585
468,468,468,468,2020-12-11,141.08934020996094,137.44566345214844,132.7134552001953,0.026509943393601798,0.06311255326093934
469,469,469,469,2020-12-14,137.51025390625,138.61717224121094,132.53819274902344,-0.007985434395060165,0.037514176510930364
470,470,470,470,2020-12-15,138.8939208984375,137.41799926757812,132.83340454101562,0.01074038072687622,0.045624941846239775
471,471,471,471,2020-12-16,138.06369018554688,139.79791259765625,133.4606475830078,-0.012405209633569614,0.034489886613775944
472,472,472,472,2020-12-17,141.70742797851562,141.2277374267578,136.01585388183594,0.003396574642474892,0.04184493155940672
473,473,473,473,2020-12-18,142.52838134765625,140.44363403320312,136.65234375,0.014844014317945131,0.04299990352456917
474,474,474,474,2020-12-21,141.15394592285156,141.08934020996094,137.44566345214844,0.00045790640734777455,0.026979988873887972
475,475,475,475,2020-12-22,140.877197265625,137.51025390625,138.61717224121094,0.02448503485180442,0.016304076817274415
476,476,476,476,2020-12-23,140.15769958496094,138.8939208984375,137.41799926757812,0.009098876886393992,0.019936983015216958
477,477,477,477,2020-12-24,140.6466064453125,138.06369018554688,139.79791259765625,0.018708150247862987,0.006070862088612294
478,478,478,478,2020-12-28,141.31072998046875,141.70742797851562,141.2277374267578,-0.002799415695463936,0.0005876505226458661
479,479,479,479,2020-12-29,142.18707275390625,142.52838134765625,140.44363403320312,-0.002394671086016764,0.012413796700040836
480,480,480,480,2020-12-30,143.948974609375,141.15394592285156,141.08934020996094,0.019801279151282714,0.020268252691227673
481,481,481,481,2020-12-31,145.17584228515625,140.877197265625,137.51025390625,0.030513419509802686,0.05574557650175227
482,482,482,482,2021-01-04,144.3640899658203,140.15769958496094,138.8939208984375,0.030011839473075508,0.03938379039196915
483,483,483,483,2021-01-05,146.0614013671875,140.6466064453125,138.06369018554688,0.03849929307736577,0.05792769388455654
