,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,XYL,XYL_6m,XYL_12m,XYL_6m_ret,XYL_12m_ret
44,44,44,44,2019-04-09,75.10169219970703,76.0361099243164,72.73265075683594,-0.012289131118615404,0.032571911214832605
45,45,45,45,2019-04-10,74.91292572021484,75.54530334472656,72.54386901855469,-0.00837083970165653,0.03265688380990839
46,46,46,46,2019-04-11,76.35702514648438,75.2149658203125,73.71424102783203,0.015183937315084828,0.03585174427359994
47,47,47,47,2019-04-12,77.74447631835938,75.50756072998047,73.60099029541016,0.029625054322417466,0.05629660696573002
48,48,48,48,2019-04-15,77.2725601196289,75.82843780517578,74.62976837158203,0.01904460063074853,0.03541203203108445
49,49,49,49,2019-04-16,77.8105239868164,76.76287078857422,74.60147094726562,0.013647915815026002,0.04301594859730318
50,50,50,50,2019-04-17,78.12199401855469,75.10169219970703,76.0361099243164,0.040216161984955034,0.027432809178619122
51,51,51,51,2019-04-18,78.27302551269531,74.91292572021484,75.54530334472656,0.04485340493881895,0.03610710457434618
52,52,52,52,2019-04-22,78.80156707763672,76.35702514648438,75.2149658203125,0.032014630303665026,0.04768467575844615
53,53,53,53,2019-04-23,78.40516662597656,77.74447631835938,75.50756072998047,0.008498228284562481,0.038375043081554594
54,54,54,54,2019-04-24,78.40516662597656,77.2725601196289,75.82843780517578,0.014657292376416997,0.03398103528680241
55,55,55,55,2019-04-25,77.56511688232422,77.8105239868164,76.76287078857422,-0.003153906334492307,0.010450965232392084
56,56,56,56,2019-04-26,78.44291687011719,78.12199401855469,75.10169219970703,0.004107970560585983,0.04448933935503496
57,57,57,57,2019-04-29,79.11304473876953,78.27302551269531,74.91292572021484,0.010731912054913195,0.05606667979089908
58,58,58,58,2019-04-30,78.71662139892578,78.80156707763672,76.35702514648438,-0.001077969409253643,0.030902150102295467
59,59,59,59,2019-05-01,78.61280822753906,78.40516662597656,77.74447631835938,0.0026483152896419337,0.011169049562105515
60,60,60,60,2019-05-02,75.07340240478516,78.40516662597656,77.2725601196289,-0.042494192214209914,-0.028459749637376297
61,61,61,61,2019-05-03,77.66896057128906,77.56511688232422,77.8105239868164,0.0013387936889515117,-0.0018193350754369675
62,62,62,62,2019-05-06,75.58304595947266,78.44291687011719,78.12199401855469,-0.03645798785605836,-0.03249978563628331
63,63,63,63,2019-05-07,74.72418212890625,79.11304473876953,78.27302551269531,-0.055475839975003605,-0.045339289755874645
64,64,64,64,2019-05-08,74.6864013671875,78.71662139892578,78.80156707763672,-0.05119909823509372,-0.052221876582668525
65,65,65,65,2019-05-09,74.63921356201172,78.61280822753906,78.40516662597656,-0.050546402744271135,-0.048031950265853274
66,66,66,66,2019-05-10,73.78977966308594,75.07340240478516,78.40516662597656,-0.017098235867586076,-0.05886585236031494
67,67,67,67,2019-05-13,72.48726654052734,77.66896057128906,77.56511688232422,-0.06671512007690206,-0.06546564416966705
68,68,68,68,2019-05-14,71.26970672607422,75.58304595947266,78.44291687011719,-0.05706754972155048,-0.0914449695428855
69,69,69,69,2019-05-15,72.15689849853516,74.72418212890625,79.11304473876953,-0.03435679799000391,-0.08792666573766061
70,70,70,70,2019-05-16,71.97760009765625,74.6864013671875,78.71662139892578,-0.036269002387914306,-0.08561116040686034
71,71,71,71,2019-05-17,70.99597930908203,74.63921356201172,78.61280822753906,-0.048811262593258964,-0.09689043160003485
72,72,72,72,2019-05-20,70.31640625,73.78977966308594,75.07340240478516,-0.04707119914092284,-0.06336460054302728
73,73,73,73,2019-05-21,71.51510620117188,72.48726654052734,77.66896057128906,-0.013411463637022947,-0.07923183630697395
74,74,74,74,2019-05-22,71.19418334960938,71.26970672607422,75.58304595947266,-0.0010596841201426788,-0.058066760265477746
75,75,75,75,2019-05-23,69.91056060791016,72.15689849853516,74.72418212890625,-0.031131297732684637,-0.06441852401532
76,76,76,76,2019-05-24,69.77843475341797,71.97760009765625,74.6864013671875,-0.030553468596543176,-0.06571432715897041
77,77,77,77,2019-05-28,70.07099914550781,70.99597930908203,74.63921356201172,-0.013028627431805773,-0.061203946270261045
78,78,78,78,2019-05-29,70.04259490966797,70.31640625,73.78977966308594,-0.0038939893964223815,-0.05078189378701359
79,79,79,79,2019-05-30,70.1941146850586,71.51510620117188,72.48726654052734,-0.0184715032429279,-0.031635236985887105
80,80,80,80,2019-05-31,70.27934265136719,71.19418334960938,71.26970672607422,-0.012849935980720928,-0.013896003227759968
81,81,81,81,2019-06-03,71.69969177246094,69.91056060791016,72.15689849853516,0.025591715314443375,-0.0063362857271851425
82,82,82,82,2019-06-04,73.29048919677734,69.77843475341797,71.97760009765625,0.05033151654619683,0.018240245539443034
83,83,83,83,2019-06-05,74.69192504882812,70.07099914550781,70.99597930908203,0.06594633956516871,0.052058521844677186
84,84,84,84,2019-06-06,74.94759368896484,70.04259490966797,70.31640625,0.07002879869917322,0.06586211790317198
85,85,85,85,2019-06-07,75.3357925415039,70.1941146850586,71.51510620117188,0.07324941527526319,0.05342488522053568
86,86,86,86,2019-06-10,76.11226654052734,70.27934265136719,71.19418334960938,0.08299627840993584,0.06907984556500923
87,87,87,87,2019-06-11,75.75244903564453,71.69969177246094,69.91056060791016,0.056524054190428386,0.08356231700813144
88,88,88,88,2019-06-12,75.95130157470703,73.29048919677734,69.77843475341797,0.036305015931680895,0.08846381898795319
89,89,89,89,2019-06-13,76.78457641601562,74.69192504882812,70.07099914550781,0.028017103131556365,0.09581106809347117
90,90,90,90,2019-06-14,76.77511596679688,74.94759368896484,70.04259490966797,0.024384002045700237,0.0961203831156121
91,91,91,91,2019-06-17,76.26378631591797,75.3357925415039,70.1941146850586,0.01231809931385297,0.08646980816115857
92,92,92,92,2019-06-18,76.8792724609375,76.11226654052734,70.27934265136719,0.01007729706750693,0.09390995363047727
93,93,93,93,2019-06-19,77.20120239257812,75.75244903564453,71.69969177246094,0.01912483854154856,0.07672990614208275
94,94,94,94,2019-06-20,78.87724304199219,75.95130157470703,73.29048919677734,0.03852391475354966,0.07622754202410897
95,95,95,95,2019-06-21,77.41899871826172,76.78457641601562,74.69192504882812,0.008262366374319985,0.03651095707669638
96,96,96,96,2019-06-24,77.74097442626953,76.77511596679688,74.94759368896484,0.012580358196923713,0.03727111972263342
97,97,97,97,2019-06-25,77.2296142578125,76.26378631591797,75.3357925415039,0.012664306200240949,0.025138405695609434
98,98,98,98,2019-06-26,77.00237274169922,76.8792724609375,76.11226654052734,0.0016012154748767937,0.01169464846639312
99,99,99,99,2019-06-27,77.5136947631836,77.20120239257812,75.75244903564453,0.004047765590701635,0.023250016995626455
100,100,100,100,2019-06-28,79.19918823242188,78.87724304199219,75.95130157470703,0.004081597911051338,0.04276275179458455
101,101,101,101,2019-07-01,79.92829895019531,77.41899871826172,76.78457641601562,0.03241194375382306,0.040942109482341005
102,102,102,102,2019-07-02,78.75414276123047,77.74097442626953,76.77511596679688,0.013032616872095337,0.025776930057513248
103,103,103,103,2019-07-03,78.9056396484375,77.2296142578125,76.26378631591797,0.021701848529632528,0.034640993584764024
104,104,104,104,2019-07-05,78.441650390625,77.00237274169922,76.8792724609375,0.01869134154805563,0.02032248588826513
105,105,105,105,2019-07-08,77.36217498779297,77.5136947631836,77.20120239257812,-0.001954748459011557,0.0020851047681391677
106,106,106,106,2019-07-09,76.680419921875,79.19918823242188,78.87724304199219,-0.031802956150954076,-0.027851165119293753
107,107,107,107,2019-07-10,76.12174987792969,79.92829895019531,77.41899871826172,-0.04762454752899914,-0.01675620793098731
108,108,108,108,2019-07-11,76.8414077758789,78.75414276123047,77.74097442626953,-0.024287420550696104,-0.01157133232544938
109,109,109,109,2019-07-12,78.11972045898438,78.9056396484375,77.2296142578125,-0.009960241029092098,0.011525451858408475
110,110,110,110,2019-07-15,77.5610580444336,78.441650390625,77.00237274169922,-0.011226081320398262,0.007255429707451411
111,111,111,111,2019-07-16,78.23335266113281,77.36217498779297,77.5136947631836,0.01126102870656509,0.009284267769042343
112,112,112,112,2019-07-17,76.98342895507812,76.680419921875,79.19918823242188,0.003951582861855041,-0.027977045305581538
113,113,113,113,2019-07-18,76.18802642822266,76.12174987792969,79.92829895019531,0.0008706650911105562,-0.046795347468901904
114,114,114,114,2019-07-19,76.57626342773438,76.8414077758789,78.75414276123047,-0.003450539960406118,-0.02765415579595687
115,115,115,115,2019-07-22,76.0649185180664,78.11972045898438,78.9056396484375,-0.02630324236755066,-0.03600149676281528
116,116,116,116,2019-07-23,77.43792724609375,77.5610580444336,78.441650390625,-0.0015875337630039121,-0.0127957933002798
117,117,117,117,2019-07-24,77.96820831298828,78.23335266113281,77.36217498779297,-0.003389147200338005,0.007833716222313214
118,118,118,118,2019-07-25,77.33378601074219,76.98342895507812,76.680419921875,0.004551071060611145,0.008520637856872293
119,119,119,119,2019-07-26,77.15387725830078,76.18802642822266,76.12174987792969,0.012677199756421897,0.013558902442813325
120,120,120,120,2019-07-29,76.59519958496094,76.57626342773438,76.8414077758789,0.0002472849467829441,-0.003204108280213669
121,121,121,121,2019-07-30,76.81297302246094,76.0649185180664,78.11972045898438,0.00983442195125539,-0.016727497600423802
122,122,122,122,2019-07-31,76.02706909179688,77.43792724609375,77.5610580444336,-0.018219213820293012,-0.019777823966221852
123,123,123,123,2019-08-01,74.62562561035156,77.96820831298828,78.23335266113281,-0.042871098040608624,-0.04611494877904687
124,124,124,124,2019-08-02,73.41358947753906,77.33378601074219,76.98342895507812,-0.05069189982058531,-0.0463715311982551
125,125,125,125,2019-08-05,70.63916015625,77.15387725830078,76.18802642822266,-0.0844379742607152,-0.07283121157102401
126,126,126,126,2019-08-06,71.79439544677734,76.59519958496094,76.57626342773438,-0.06267761118447701,-0.062445825467440264
127,127,127,127,2019-08-07,71.98377227783203,76.81297302246094,76.0649185180664,-0.06286959812396264,-0.05365346232856416
128,128,128,128,2019-08-08,73.11058807373047,76.02706909179688,77.43792724609375,-0.038361087082614986,-0.05588139205497089
129,129,129,129,2019-08-09,72.74129486083984,74.62562561035156,77.96820831298828,-0.025250451625699166,-0.06703903507909281
130,130,130,130,2019-08-12,71.7375717163086,73.41358947753906,77.33378601074219,-0.022829802672204802,-0.072364416422807
131,131,131,131,2019-08-13,72.9496078491211,70.63916015625,77.15387725830078,0.0327077457852063,-0.05449200427224621
132,132,132,132,2019-08-14,70.90430450439453,71.79439544677734,76.59519958496094,-0.012397777526278575,-0.07429832563141181
133,133,133,133,2019-08-15,71.15994262695312,71.98377227783203,76.81297302246094,-0.0114446579390034,-0.07359473501767477
134,134,134,134,2019-08-16,72.50455474853516,73.11058807373047,76.02706909179688,-0.008289268916619075,-0.04633237063247242
135,135,135,135,2019-08-19,72.81704711914062,72.74129486083984,74.62562561035156,0.0010413927665942069,-0.02423535449678116
136,136,136,136,2019-08-20,72.0027084350586,71.7375717163086,73.41358947753906,0.003695925474010986,-0.019218254447456617
137,137,137,137,2019-08-21,71.93640899658203,72.9496078491211,70.63916015625,-0.013889023977135317,0.0183644431426222
138,138,138,138,2019-08-22,71.55765533447266,70.90430450439453,71.79439544677734,0.009214543949692455,-0.0032974734424804364
139,139,139,139,2019-08-23,69.82481384277344,71.15994262695312,71.98377227783203,-0.01876236453954061,-0.029992293634262146
140,140,140,140,2019-08-26,70.12783813476562,72.50455474853516,73.11058807373047,-0.03278023873138192,-0.04079778343400553
141,141,141,141,2019-08-27,70.33614349365234,72.81704711914062,72.74129486083984,-0.03407036845958766,-0.03306445632826249
142,142,142,142,2019-08-28,71.23860931396484,72.0027084350586,71.7375717163086,-0.010612088596402058,-0.006955384610966897
143,143,143,143,2019-08-29,72.56859588623047,71.93640899658203,72.9496078491211,0.008788135222019156,-0.005222947375929099
144,144,144,144,2019-08-30,72.777587890625,71.55765533447266,70.90430450439453,0.01704824662644655,0.02641988239394366
145,145,145,145,2019-09-03,70.9061279296875,69.82481384277344,71.15994262695312,0.015486100533671054,-0.003566819869378124
146,146,146,146,2019-09-04,71.54263305664062,70.12783813476562,72.50455474853516,0.020174512141043932,-0.013267051914610417
147,147,147,147,2019-09-05,73.86054992675781,70.33614349365234,72.81704711914062,0.05010804201148078,0.014330474097773438
148,148,148,148,2019-09-06,74.46854400634766,71.23860931396484,72.0027084350586,0.04533966515471621,0.034246428014760966
149,149,149,149,2019-09-09,73.62306213378906,72.56859588623047,71.93640899658203,0.01453061389270549,0.023446446114472774
150,150,150,150,2019-09-10,74.43053436279297,72.777587890625,71.55765533447266,0.022712300861799983,0.040147752394792624
151,151,151,151,2019-09-11,75.3235092163086,70.9061279296875,69.82481384277344,0.06229900596181892,0.07874987516496246
152,152,152,152,2019-09-12,74.16455078125,71.54263305664062,70.12783813476562,0.0366483257966419,0.05756220003141932
153,153,153,153,2019-09-13,74.73455047607422,73.86054992675781,70.33614349365234,0.01183311727550218,0.06253409362455042
154,154,154,154,2019-09-16,74.1550521850586,74.46854400634766,71.23860931396484,-0.00420972137258846,0.04093907642469996
155,155,155,155,2019-09-17,74.41154479980469,73.62306213378906,72.56859588623047,0.010709723871343169,0.02539595662652072
156,156,156,156,2019-09-18,74.46854400634766,74.43053436279297,72.777587890625,0.0005106727216201978,0.02323457213591551
157,157,157,157,2019-09-19,74.0505599975586,75.3235092163086,70.9061279296875,-0.016899759875690812,0.04434640784487898
158,158,158,158,2019-09-20,73.60407257080078,74.16455078125,71.54263305664062,-0.007557225177596827,0.028814140968618007
159,159,159,159,2019-09-23,73.66106414794922,74.73455047607422,73.86054992675781,-0.014363989898737217,-0.0027008434002510073
160,160,160,160,2019-09-24,73.01507568359375,74.1550521850586,74.46854400634766,-0.015372877071409219,-0.01951788291483203
161,161,161,161,2019-09-25,74.63003540039062,74.41154479980469,73.62306213378906,0.0029362459974962007,0.013677416252690922
162,162,162,162,2019-09-26,75.36151123046875,74.46854400634766,74.43053436279297,0.011991200258259171,0.012507996558750678
163,163,163,163,2019-09-27,76.12149810791016,74.0505599975586,75.3235092163086,0.02796654218982053,0.010594154466568417
164,164,164,164,2019-09-30,75.63700103759766,73.60407257080078,74.16455078125,0.027619782381489433,0.019853828289079445
165,165,165,165,2019-10-01,72.98656463623047,73.66106414794922,74.73455047607422,-0.009156798364520102,-0.02338926010404463
166,166,166,166,2019-10-02,70.87763214111328,73.01507568359375,74.1550521850586,-0.0292740029708789,-0.044196854393228735
167,167,167,167,2019-10-03,71.36212921142578,74.63003540039062,74.41154479980469,-0.04378808306109605,-0.040980409647226046
168,168,168,168,2019-10-04,72.16959381103516,75.36151123046875,74.46854400634766,-0.04235474272367168,-0.03087142666729914
169,169,169,169,2019-10-07,71.78961181640625,76.12149810791016,74.0505599975586,-0.056907528085732184,-0.030532492681039636
170,170,170,170,2019-10-08,69.75667572021484,75.63700103759766,73.60407257080078,-0.07774403052362977,-0.05227152134666291
171,171,171,171,2019-10-09,70.83963775634766,72.98656463623047,73.66106414794922,-0.02941537104237235,-0.03830281878543984
172,172,172,172,2019-10-10,71.6565933227539,70.87763214111328,73.01507568359375,0.010990225803392484,-0.01860550507030545
173,173,173,173,2019-10-11,73.7465591430664,71.36212921142578,74.63003540039062,0.033413099608844865,-0.011838079033251958
174,174,174,174,2019-10-14,73.15757751464844,72.16959381103516,75.36151123046875,0.013689750093372588,-0.02924481847345517
175,175,175,175,2019-10-15,74.11703491210938,71.78961181640625,76.12149810791016,0.03242005405538673,-0.02633241916704332
176,176,176,176,2019-10-16,74.26902770996094,69.75667572021484,75.63700103759766,0.06468702734408627,-0.018086033407865076
177,177,177,177,2019-10-17,74.8675308227539,70.83963775634766,72.98656463623047,0.056859312017661034,0.025771403215075095
178,178,178,178,2019-10-18,75.78899383544922,71.6565933227539,70.87763214111328,0.057669508430051364,0.06929353515306058
179,179,179,179,2019-10-21,76.95748138427734,73.7465591430664,71.36212921142578,0.04353996008114547,0.07840786471314654
180,180,180,180,2019-10-22,77.20447540283203,73.15757751464844,72.16959381103516,0.05531754912706455,0.0697645826437645
181,181,181,181,2019-10-23,77.51795959472656,74.11703491210938,71.78961181640625,0.04588587072661676,0.07979354719133891
182,182,182,182,2019-10-24,77.87894439697266,74.26902770996094,69.75667572021484,0.04860595053309891,0.11643715232840512
183,183,183,183,2019-10-25,79.13292694091797,74.8675308227539,70.83963775634766,0.05697257637976905,0.11707130989425729
184,184,184,184,2019-10-28,79.8263931274414,75.78899383544922,71.6565933227539,0.05327157793858661,0.11401323208164915
185,185,185,185,2019-10-29,80.52937316894531,76.95748138427734,73.7465591430664,0.046413834242212015,0.09197465081347622
186,186,186,186,2019-10-30,80.08160400390625,77.20447540283203,73.15757751464844,0.03726634480789026,0.09464537679465135
187,187,187,187,2019-10-31,73.06043243408203,77.51795959472656,74.11703491210938,-0.05750315390070937,-0.0142558654603534
188,188,188,188,2019-11-01,75.37542724609375,77.87894439697266,74.26902770996094,-0.03214626456822167,0.014897186219450465
189,189,189,189,2019-11-04,74.92766571044922,79.13292694091797,74.8675308227539,-0.05314173749201101,0.0008032171895409057
190,190,190,190,2019-11-05,75.8993911743164,79.8263931274414,75.78899383544922,-0.04919428022829009,0.0014566407769824874
191,191,191,191,2019-11-06,74.49894714355469,80.52937316894531,76.95748138427734,-0.07488480026709243,-0.031946656731738354
192,192,192,192,2019-11-07,73.66061401367188,80.08160400390625,77.20447540283203,-0.08018058666658534,-0.04590227924831103
193,193,193,193,2019-11-08,73.67013549804688,73.06043243408203,77.51795959472656,0.008345188272940174,-0.04963784027335838
194,194,194,194,2019-11-11,72.2220687866211,75.37542724609375,77.87894439697266,-0.04183536431809842,-0.0726367781966426
195,195,195,195,2019-11-12,73.01278686523438,74.92766571044922,79.13292694091797,-0.025556365957198124,-0.07733999375826195
196,196,196,196,2019-11-13,72.18397521972656,75.8993911743164,79.8263931274414,-0.04895185451562756,-0.09573798349518137
197,197,197,197,2019-11-14,72.88895416259766,74.49894714355469,80.52937316894531,-0.02161094945214026,-0.09487741808592698
198,198,198,198,2019-11-15,73.87972259521484,73.66061401367188,80.08160400390625,0.0029745690349838316,-0.07744452032190674
199,199,199,199,2019-11-18,73.65109252929688,73.67013549804688,73.06043243408203,-0.00025848966641994764,0.008084541461587547
200,200,200,200,2019-11-19,74.30841827392578,72.2220687866211,75.37542724609375,0.028887977350368743,-0.014155926024595256
201,201,201,201,2019-11-20,73.80352020263672,73.01278686523438,74.92766571044922,0.010830066504129876,-0.015003076595988651
202,202,202,202,2019-11-21,73.76539611816406,72.18397521972656,75.8993911743164,0.021908199065286738,-0.02811610242368412
203,203,203,203,2019-11-22,73.2509536743164,72.88895416259766,74.49894714355469,0.0049664522680792356,-0.01675182693298305
204,204,204,204,2019-11-25,72.96514892578125,73.87972259521484,73.66061401367188,-0.012379224465209782,-0.00944147828799724
205,205,205,205,2019-11-26,73.4986572265625,73.65109252929688,73.67013549804688,-0.0020696950649270462,-0.002327649736560078
206,206,206,206,2019-11-27,73.9368896484375,74.30841827392578,72.2220687866211,-0.004999818783905541,0.023743723914677828
207,207,207,207,2019-11-29,73.84162902832031,73.80352020263672,73.01278686523438,0.0005163551220721541,0.011352013786513737
208,208,208,208,2019-12-02,72.92704772949219,73.76539611816406,72.18397521972656,-0.0113650631975043,0.010294147800862019
209,209,209,209,2019-12-03,71.96485900878906,73.2509536743164,72.88895416259766,-0.017557377768015026,-0.012678123378573436
210,210,210,210,2019-12-04,71.81241607666016,72.96514892578125,73.87972259521484,-0.015798403293792118,-0.027982055778436044
211,211,211,211,2019-12-05,71.36466979980469,73.4986572265625,73.65109252929688,-0.029034372970647815,-0.031043975737124252
212,212,212,212,2019-12-06,71.7552719116211,73.9368896484375,74.30841827392578,-0.029506485154971784,-0.03435877686015243
213,213,213,213,2019-12-09,71.83147430419922,73.84162902832031,73.80352020263672,-0.027222513243175372,-0.02672021460525198
214,214,214,214,2019-12-10,72.2220687866211,72.92704772949219,73.76539611816406,-0.009666906378632878,-0.020922104574219724
215,215,215,215,2019-12-11,73.19378662109375,71.96485900878906,73.2509536743164,0.017076773709159943,-0.0007804274259257671
216,216,216,216,2019-12-12,73.9845199584961,71.81241607666016,72.96514892578125,0.03024691272769875,0.013970656508242474
217,217,217,217,2019-12-13,74.04167938232422,71.36466979980469,73.4986572265625,0.037511692971174515,0.00738819151604142
218,218,218,218,2019-12-16,73.62251281738281,71.7552719116211,73.9368896484375,0.026022351473513172,-0.004251961808909188
219,219,219,219,2019-12-17,74.28937530517578,71.83147430419922,73.84162902832031,0.03421760481439651,0.006063602371011445
220,220,220,220,2019-12-18,74.22268676757812,72.2220687866211,72.92704772949219,0.02770092320212858,0.01776623459229887
221,221,221,221,2019-12-19,73.91783142089844,73.19378662109375,71.96485900878906,0.009892162070434862,0.02713786199276602
222,222,222,222,2019-12-20,74.8895492553711,73.9845199584961,71.81241607666016,0.012232684585676834,0.04284959825646428
223,223,223,223,2019-12-23,75.21346282958984,74.04167938232422,71.36466979980469,0.01582599769536519,0.05393135063305077
224,224,224,224,2019-12-24,74.91814422607422,73.62251281738281,71.7552719116211,0.01759830463685974,0.044078605378971236
225,225,225,225,2019-12-26,74.88002014160156,74.28937530517578,71.83147430419922,0.007950596353778039,0.04244025153224684
226,226,226,226,2019-12-27,75.1086654663086,74.22268676757812,72.2220687866211,0.011936764044999215,0.039968346631220175
227,227,227,227,2019-12-30,75.01339721679688,73.91783142089844,73.19378662109375,0.01482140066664206,0.024860178434582103
228,228,228,228,2019-12-31,75.06104278564453,74.8895492553711,73.9845199584961,0.0022899527634843153,0.014550649619033074
229,229,229,229,2020-01-02,76.07086944580078,75.21346282958984,74.04167938232422,0.011399642882465866,0.02740605129981666
230,230,230,230,2020-01-03,76.51862335205078,74.91814422607422,73.62251281738281,0.02136303751928148,0.03933729539837416
231,231,231,231,2020-01-06,76.02323150634766,74.88002014160156,74.28937530517578,0.015267241683218469,0.023339221713055247
232,232,232,232,2020-01-07,75.7374267578125,75.1086654663086,74.22268676757812,0.008371354857662272,0.020408045790334395
233,233,233,233,2020-01-08,75.99466705322266,75.01339721679688,73.91783142089844,0.013081261119127996,0.028096544398041434
234,234,234,234,2020-01-09,76.3376235961914,75.06104278564453,74.8895492553711,0.017007235220438677,0.0193361337492155
235,235,235,235,2020-01-10,76.15660858154297,76.07086944580078,75.21346282958984,0.0011270955145750161,0.01253958688340151
236,236,236,236,2020-01-13,77.43318176269531,76.51862335205078,74.91814422607422,0.011952102254072061,0.03357047298224147
237,237,237,237,2020-01-14,77.51892852783203,76.02323150634766,74.88002014160156,0.019674209999340553,0.0352418226015454
238,238,238,238,2020-01-15,78.54783630371094,75.7374267578125,75.1086654663086,0.03710727530901403,0.045789268336088984
239,239,239,239,2020-01-16,79.22422790527344,75.99466705322266,75.01339721679688,0.04249720378127275,0.05613438191989628
240,240,240,240,2020-01-17,79.510009765625,76.3376235961914,75.06104278564453,0.04155730844091754,0.05927131858113932
241,241,241,241,2020-01-21,78.50017547607422,76.15660858154297,76.07086944580078,0.03077299446734072,0.03193477408594991
242,242,242,242,2020-01-22,78.31917572021484,77.43318176269531,76.51862335205078,0.011442045094243625,0.023530903841277873
243,243,243,243,2020-01-23,78.46208953857422,77.51892852783203,76.02323150634766,0.012166847873852582,0.03208043099329361
