,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,LDOS,LDOS_6m,LDOS_12m,LDOS_6m_ret,LDOS_12m_ret
245,245,245,245,2020-01-27,95.00694274902344,96.44001007080078,94.15840911865234,-0.0148596761937837,0.009011766854533754
246,246,246,246,2020-01-28,96.45887756347656,97.4770965576172,95.2992172241211,-0.01044572550987699,0.012168623973355608
247,247,247,247,2020-01-29,96.00630950927734,97.36395263671876,95.2426300048828,-0.013944001765283875,0.008018253006614628
248,248,248,248,2020-01-30,96.7134246826172,96.60972595214844,95.36520385742188,0.0010733777520508525,0.014137450250838013
249,249,249,249,2020-01-31,94.72408294677734,96.76055908203124,95.02577209472656,-0.02104655196883909,-0.0031748139615059845
250,250,250,250,2020-02-03,96.60028076171876,95.8083267211914,96.298583984375,0.00826602517369901,0.0031329305672107566
251,251,251,251,2020-02-04,99.28730010986328,95.00694274902344,96.44001007080078,0.04505310072072444,0.029523950038704783
252,252,252,252,2020-02-05,100.53179168701172,96.45887756347656,97.4770965576172,0.04222435742998254,0.031337567872561145
253,253,253,253,2020-02-06,103.67135620117188,96.00630950927734,97.36395263671876,0.0798389890317972,0.06478171226251561
254,254,254,254,2020-02-07,103.8127899169922,96.7134246826172,96.60972595214844,0.07340620247574581,0.07455837281239663
255,255,255,255,2020-02-10,104.27474975585938,94.72408294677734,96.76055908203124,0.1008261733655238,0.07765757809912799
256,256,256,256,2020-02-11,105.7266845703125,96.60028076171876,95.8083267211914,0.09447595531430797,0.10352292111294426
257,257,257,257,2020-02-12,104.65188598632812,99.28730010986328,95.00694274902344,0.05403093719467478,0.10151829917086586
258,258,258,258,2020-02-13,106.6317901611328,100.53179168701172,96.45887756347656,0.060677307862097685,0.10546372562713846
259,259,259,259,2020-02-14,106.35836029052734,103.67135620117188,96.00630950927734,0.025918481129362236,0.10782677549176767
260,260,260,260,2020-02-18,116.17301177978516,103.8127899169922,96.7134246826172,0.11906261138609309,0.20120874802053756
261,261,261,261,2020-02-19,113.44830322265624,104.27474975585938,94.72408294677734,0.08797483080299973,0.1976711697108693
262,262,262,262,2020-02-20,112.44890594482422,105.7266845703125,96.60028076171876,0.06358112336381039,0.16406396604787132
263,263,263,263,2020-02-21,110.5161590576172,104.65188598632812,99.28730010986328,0.05603599988685537,0.1130946146720575
264,264,264,264,2020-02-24,107.3200454711914,106.6317901611328,100.53179168701172,0.006454503943135403,0.06752345372808777
265,265,265,265,2020-02-25,102.90767669677734,106.35836029052734,103.67135620117188,-0.032443933738016906,-0.00736635009300568
266,266,266,266,2020-02-26,104.48218536376952,116.17301177978516,103.8127899169922,-0.10063289430919198,0.006448101889107827
267,267,267,267,2020-02-27,99.09872436523438,113.44830322265624,104.27474975585938,-0.1264856189982767,-0.04963833912566307
268,268,268,268,2020-02-28,96.7794189453125,112.44890594482422,105.7266845703125,-0.1393476163049584,-0.08462637092388636
269,269,269,269,2020-03-02,103.76563262939452,110.5161590576172,104.65188598632812,-0.061081804559488195,-0.008468584666017298
270,270,270,270,2020-03-03,103.077392578125,107.3200454711914,106.6317901611328,-0.03953271613368159,-0.03333337626271393
271,271,271,271,2020-03-04,105.90582275390624,102.90767669677734,106.35836029052734,0.029134328490993733,-0.004254837470086592
272,272,272,272,2020-03-05,101.41805267333984,104.48218536376952,116.17301177978516,-0.029326843420832582,-0.12700849259563374
273,273,273,273,2020-03-06,99.6361312866211,99.09872436523438,113.44830322265624,0.005422944894891701,-0.12174859864520893
274,274,274,274,2020-03-09,91.95222473144533,96.7794189453125,112.44890594482422,-0.049878313658763496,-0.18227550585006214
275,275,275,275,2020-03-10,96.91140747070312,103.76563262939452,110.5161590576172,-0.06605486792695314,-0.12310192195352432
276,276,276,276,2020-03-11,92.36707305908205,103.077392578125,107.3200454711914,-0.1039056116104734,-0.13933065669566158
277,277,277,277,2020-03-12,80.89308166503906,105.90582275390624,102.90767669677734,-0.2361790923147764,-0.21392568308198612
278,278,278,278,2020-03-13,85.48388671875,101.41805267333984,104.48218536376952,-0.15711370445962547,-0.18183289887050358
279,279,279,279,2020-03-16,73.83174133300781,99.6361312866211,99.09872436523438,-0.2589862695429468,-0.2549677929163201
280,280,280,280,2020-03-17,77.03109741210938,91.95222473144533,96.7794189453125,-0.16227043296575405,-0.20405497107150827
281,281,281,281,2020-03-18,73.60456085205078,96.91140747070312,103.76563262939452,-0.24049642066851762,-0.29066532929130684
282,282,282,282,2020-03-19,71.85343170166016,92.36707305908205,103.077392578125,-0.22208824722962106,-0.3029176436802028
283,283,283,283,2020-03-20,68.6351089477539,80.89308166503906,105.90582275390624,-0.1515330169771848,-0.3519231788865701
284,284,284,284,2020-03-23,67.0448989868164,85.48388671875,101.41805267333984,-0.21570132617623705,-0.33892539622345996
285,285,285,285,2020-03-24,74.26714324951172,73.83174133300781,99.6361312866211,0.00589721857622294,-0.25461634960645907
286,286,286,286,2020-03-25,81.51780700683594,77.03109741210938,91.95222473144533,0.05824543262992954,-0.11347651190696073
287,287,287,287,2020-03-26,87.61365509033203,73.60456085205078,96.91140747070312,0.19032915998833677,-0.09594074240622141
288,288,288,288,2020-03-27,88.44664001464844,71.85343170166016,92.36707305908205,0.23093132673028482,-0.04244405408327623
289,289,289,289,2020-03-30,88.43717956542969,68.6351089477539,80.89308166503906,0.2885122632026331,0.09326011254743793
290,290,290,290,2020-03-31,86.7522964477539,67.0448989868164,85.48388671875,0.29394327918687346,0.014837997869435737
291,291,291,291,2020-04-01,82.49276733398438,74.26714324951172,73.83174133300781,0.1107572437092057,0.11730762196048183
292,292,292,292,2020-04-02,83.89366912841797,81.51780700683594,77.03109741210938,0.029145314487947438,0.08908832856936288
293,293,293,293,2020-04-03,83.24054718017578,87.61365509033203,73.60456085205078,-0.0499135426509425,0.1309156146925985
294,294,294,294,2020-04-06,89.81915283203125,88.44664001464844,71.85343170166016,0.01551797577788716,0.2500328892427277
295,295,295,295,2020-04-07,87.65150451660156,88.43717956542969,68.6351089477539,-0.008883990338552694,0.2770651327052345
296,296,296,296,2020-04-08,90.33975219726562,86.7522964477539,67.0448989868164,0.041352862072904895,0.3474515371412503
297,297,297,297,2020-04-09,90.35868072509766,82.49276733398438,74.26714324951172,0.09535276419164052,0.21667101724276616
298,298,298,298,2020-04-13,87.15931701660156,83.89366912841797,81.51780700683594,0.03892603484995738,0.06920586086537561
299,299,299,299,2020-04-14,90.46280670166016,83.24054718017578,87.61365509033203,0.08676371991947218,0.03251949263377463
300,300,300,300,2020-04-15,87.7556381225586,89.81915283203125,88.44664001464844,-0.02297410568246605,-0.0078126415200781
301,301,301,301,2020-04-16,87.88816833496094,87.65150451660156,88.43717956542969,0.0027000542622124257,-0.006207923332319343
302,302,302,302,2020-04-17,93.97453308105467,90.33975219726562,86.7522964477539,0.040234567788631326,0.08325124439386244
303,303,303,303,2020-04-20,93.33088684082033,90.35868072509766,82.49276733398438,0.03289342088520697,0.13138266368197105
304,304,304,304,2020-04-21,89.50677490234375,87.15931701660156,83.89366912841797,0.026932954113156438,0.06690738207353486
305,305,305,305,2020-04-22,92.39378356933594,90.46280670166016,83.24054718017578,0.021345533463758226,0.1099612712702116
306,306,306,306,2020-04-23,93.57698822021484,87.7556381225586,89.81915283203125,0.06633590983095816,0.041837795945493195
307,307,307,307,2020-04-24,96.50186920166016,87.88816833496094,87.65150451660156,0.09800751375168648,0.10097219361913279
308,308,308,308,2020-04-27,97.3064422607422,93.97453308105467,90.33975219726562,0.035455448092662545,0.07711655051105448
309,309,309,309,2020-04-28,96.85210418701172,93.33088684082033,90.35868072509766,0.037728317659693644,0.07186275197697167
310,310,310,310,2020-04-29,97.45790100097656,89.50677490234375,87.15931701660156,0.08883267336252354,0.11815815379110184
311,311,311,311,2020-04-30,93.52964782714844,92.39378356933594,90.46280670166016,0.012293730313144957,0.033901680008696866
312,312,312,312,2020-05-01,92.65882110595705,93.57698822021484,87.7556381225586,-0.009811889992623724,0.055873139188512555
313,313,313,313,2020-05-04,93.6243133544922,96.50186920166016,87.88816833496094,-0.029818653990574262,0.06526640762007418
314,314,314,314,2020-05-05,93.179443359375,97.3064422607422,93.97453308105467,-0.04241239126088381,-0.008460693505057293
315,315,315,315,2020-05-06,91.9867706298828,96.85210418701172,93.33088684082033,-0.05023467066584786,-0.01440162261856548
316,316,316,316,2020-05-07,95.01573944091795,97.45790100097656,89.50677490234375,-0.025058630803408533,0.0615480173940437
317,317,317,317,2020-05-08,97.21176147460938,93.52964782714844,92.39378356933594,0.03936841133269131,0.05214612627761728
318,318,318,318,2020-05-11,96.61544036865234,92.65882110595705,93.57698822021484,0.04270094541965763,0.03247007844799521
319,319,319,319,2020-05-12,94.57088470458984,93.6243133544922,96.50186920166016,0.010110315538588877,-0.02000981445276595
320,320,320,320,2020-05-13,90.40603637695312,93.179443359375,97.3064422607422,-0.029764150572625603,-0.07091417303387537
321,321,321,321,2020-05-14,90.70890808105467,91.9867706298828,96.85210418701172,-0.013891807920616395,-0.0634286281906189
322,322,322,322,2020-05-15,91.64598846435548,95.01573944091795,97.45790100097656,-0.03546518709837365,-0.05963510887191015
323,323,323,323,2020-05-18,93.45394134521484,97.21176147460938,93.52964782714844,-0.038656023431650643,-0.0008094383299026564
324,324,324,324,2020-05-19,92.5925750732422,96.61544036865234,92.65882110595705,-0.041637912947042666,-0.000714945775525111
325,325,325,325,2020-05-20,93.6243133544922,94.57088470458984,93.6243133544922,-0.010009120175352493,0.0
326,326,326,326,2020-05-21,94.08812713623048,90.40603637695312,93.179443359375,0.04072837287019948,0.00975197687488727
327,327,327,327,2020-05-22,95.56476593017578,90.70890808105467,91.9867706298828,0.053532315092824856,0.0388968465333932
328,328,328,328,2020-05-26,96.78582763671876,91.64598846435548,95.01573944091795,0.05608362415516255,0.018629420832971366
329,329,329,329,2020-05-27,97.26856994628906,93.45394134521484,97.21176147460938,0.040818274180466574,0.0005843785856562977
330,330,330,330,2020-05-28,98.78307342529295,92.5925750732422,96.61544036865234,0.0668573948521678,0.02243567951840464
331,331,331,331,2020-05-29,99.66336822509766,93.6243133544922,94.57088470458984,0.06450306180339749,0.05384832273077644
332,332,332,332,2020-06-01,100.3165054321289,94.08812713623048,90.40603637695312,0.06619728211701292,0.10962176257626766
333,333,333,333,2020-06-02,98.9439926147461,95.56476593017578,90.70890808105467,0.035360591863316415,0.09078584130163714
334,334,334,334,2020-06-03,101.52809143066406,96.78582763671876,91.64598846435548,0.048997502111002955,0.10782908375910094
335,335,335,335,2020-06-04,100.3070297241211,97.26856994628906,93.45394134521484,0.031237837458799378,0.07333118625346402
336,336,336,336,2020-06-05,100.38275909423828,98.78307342529295,92.5925750732422,0.016193924864619014,0.08413400334566701
337,337,337,337,2020-06-08,100.8465805053711,99.66336822509766,93.6243133544922,0.011872088023365368,0.0771409358542694
338,338,338,338,2020-06-09,100.04199981689452,100.3165054321289,94.08812713623048,-0.0027363953125352225,0.06327974487199017
339,339,339,339,2020-06-10,99.1711654663086,98.9439926147461,95.56476593017578,0.002295974172449533,0.037737753041406696
340,340,340,340,2020-06-11,95.00628662109376,101.52809143066406,96.78582763671876,-0.06423645631144548,-0.018386380104165934
341,341,341,341,2020-06-12,93.94254302978516,100.3070297241211,97.26856994628906,-0.0634500564102084,-0.0341942615003028
342,342,342,342,2020-06-15,93.66710662841795,100.38275909423828,98.78307342529295,-0.06690045707466297,-0.05178991318531989
343,343,343,343,2020-06-16,95.25325012207033,100.8465805053711,99.66336822509766,-0.05546375846628593,-0.04425014106553904
344,344,344,344,2020-06-17,95.15825653076172,100.04199981689452,100.3165054321289,-0.0488169298401816,-0.05141974273472971
345,345,345,345,2020-06-18,94.34146881103516,99.1711654663086,98.9439926147461,-0.048700614060185,-0.04651645523979997
346,346,346,346,2020-06-19,91.84353637695312,95.00628662109376,101.52809143066406,-0.033289904874973075,-0.09538793566630521
347,347,347,347,2020-06-22,92.02399444580078,93.94254302978516,100.3070297241211,-0.020422574502545476,-0.08257681740852574
348,348,348,348,2020-06-23,91.34015655517578,93.66710662841795,100.38275909423828,-0.02484276665524965,-0.09008123128567724
349,349,349,349,2020-06-24,88.56678771972656,95.25325012207033,100.8465805053711,-0.07019668508712129,-0.12176707156660116
350,350,350,350,2020-06-25,88.06342315673828,95.15825653076172,100.04199981689452,-0.07455825308999753,-0.1197354779200781
351,351,351,351,2020-06-26,85.27107238769531,94.34146881103516,99.1711654663086,-0.09614432060102585,-0.14016264720954152
352,352,352,352,2020-06-29,87.56953430175781,91.84353637695312,95.00628662109376,-0.04653568714572942,-0.07827642342232966
353,353,353,353,2020-06-30,88.96570587158203,92.02399444580078,93.94254302978516,-0.033233599482795584,-0.05297745832391598
354,354,354,354,2020-07-01,88.62378692626953,91.34015655517578,93.66710662841795,-0.029739051599559918,-0.05384301793537316
355,355,355,355,2020-07-02,88.93721008300781,88.56678771972656,95.25325012207033,0.004182407116914533,-0.0663078690854988
356,356,356,356,2020-07-06,84.00785827636719,88.06342315673828,95.15825653076172,-0.04605277350112613,-0.1171774122489303
357,357,357,357,2020-07-07,83.4759750366211,85.27107238769531,94.34146881103516,-0.021051656802351326,-0.11517198016258912
358,358,358,358,2020-07-08,83.63745880126953,87.56953430175781,91.84353637695312,-0.04490232284368045,-0.08934844954143983
359,359,359,359,2020-07-09,82.07032012939453,88.96570587158203,92.02399444580078,-0.07750610951303727,-0.10816390199480685
360,360,360,360,2020-07-10,83.49497985839844,88.62378692626953,91.34015655517578,-0.057871675830530656,-0.0858896786764134
361,361,361,361,2020-07-13,80.76911163330078,88.93721008300781,88.56678771972656,-0.0918411814591833,-0.08804289155322942
362,362,362,362,2020-07-14,81.87085723876953,84.00785827636719,88.06342315673828,-0.025438108784625824,-0.07031938682359651
363,363,363,363,2020-07-15,83.40950775146484,83.4759750366211,85.27107238769531,-0.0007962444898318433,-0.021831139026452506
364,364,364,364,2020-07-16,82.23178100585938,83.63745880126953,87.56953430175781,-0.01680679704473298,-0.06095445566154267
365,365,365,365,2020-07-17,83.74193572998047,82.07032012939453,88.96570587158203,0.02036808919412536,-0.05871667167056305
366,366,366,366,2020-07-20,84.1883316040039,83.49497985839844,88.62378692626953,0.008304112975191291,-0.05004813578949974
367,367,367,367,2020-07-21,84.63471221923828,80.76911163330078,88.93721008300781,0.047859887372386556,-0.048376802687580156
368,368,368,368,2020-07-22,86.78121948242188,81.87085723876953,84.00785827636719,0.05997692474785854,0.03301311642692939
369,369,369,369,2020-07-23,86.11637115478516,83.40950775146484,83.4759750366211,0.03245269605697643,0.03163061128672906
370,370,370,370,2020-07-24,86.49629211425781,82.23178100585938,83.63745880126953,0.051859646674739635,0.03418125507353276
371,371,371,371,2020-07-27,85.63198852539062,83.74193572998047,82.07032012939453,0.022569967829553006,0.043397764141539286
372,372,372,372,2020-07-28,85.65099334716797,84.1883316040039,83.49497985839844,0.01737368724734889,0.0258220732842378
373,373,373,373,2020-07-29,87.35107421875,84.63471221923828,80.76911163330078,0.03209512891678812,0.08149108554433449
374,374,374,374,2020-07-30,87.72150421142578,86.78121948242188,81.87085723876953,0.010835117720307652,0.07146189950831139
375,375,375,375,2020-07-31,90.38088989257812,86.11637115478516,83.40950775146484,0.0495204184826592,0.08358018562926772
376,376,376,376,2020-08-03,93.36316680908205,86.49629211425781,82.23178100585938,0.07938923769996276,0.13536598219159957
377,377,377,377,2020-08-04,87.6360092163086,85.63198852539062,83.74193572998047,0.023402711129658638,0.046500877396532525
378,378,378,378,2020-08-05,85.22357940673828,85.65099334716797,84.1883316040039,-0.004990180775805597,0.012296808631436784
379,379,379,379,2020-08-06,86.43930053710938,87.35107421875,84.63471221923828,-0.010438036278263785,0.0213220825185354
380,380,380,380,2020-08-07,88.52880096435547,87.72150421142578,86.78121948242188,0.009202951547478522,0.020137784331177633
381,381,381,381,2020-08-10,89.67803192138672,90.38088989257812,86.11637115478516,-0.007776621496278557,0.041358695435503856
382,382,382,382,2020-08-11,91.13119506835938,93.36316680908205,86.49629211425781,-0.023906341408564513,0.05358499007077744
383,383,383,383,2020-08-12,89.66854858398438,87.6360092163086,85.63198852539062,0.02319297039940449,0.047138459915559094
384,384,384,384,2020-08-13,89.64955139160156,85.22357940673828,85.65099334716797,0.051933655165313786,0.046684316061884834
385,385,385,385,2020-08-14,89.96298217773438,86.43930053710938,87.35107421875,0.040764809741978825,0.029901268900751843
386,386,386,386,2020-08-17,87.60752868652344,88.52880096435547,87.72150421142578,-0.010406469621145886,-0.0012992883093709828
387,387,387,387,2020-08-18,87.19910430908203,89.67803192138672,90.38088989257812,-0.027642529158955598,-0.03520418516876511
388,388,388,388,2020-08-19,87.94943237304688,91.13119506835938,93.36316680908205,-0.03491408943914098,-0.05798576270560418
389,389,389,389,2020-08-20,86.44879150390625,89.66854858398438,87.6360092163086,-0.03590731790492263,-0.01354714486680908
390,390,390,390,2020-08-21,84.69170379638672,89.64955139160156,85.22357940673828,-0.05530253658000228,-0.006240944279201521
391,391,391,391,2020-08-24,86.24933624267578,89.96298217773438,86.43930053710938,-0.04127971133417707,-0.0021976611709396687
392,392,392,392,2020-08-25,86.06886291503906,87.60752868652344,88.52880096435547,-0.017563168309312926,-0.027786867352996847
393,393,393,393,2020-08-26,85.9928970336914,87.19910430908203,89.67803192138672,-0.01383279432682194,-0.0410929500652486
394,394,394,394,2020-08-27,87.07565307617188,87.94943237304688,91.13119506835938,-0.009935019172935378,-0.04450223646409279
395,395,395,395,2020-08-28,86.7242202758789,86.44879150390625,89.66854858398438,0.0031860338031470814,-0.03283568603040099
396,396,396,396,2020-08-31,85.9454116821289,84.69170379638672,89.64955139160156,0.014803195939431246,-0.04131799492551236
397,397,397,397,2020-09-01,85.1950912475586,86.24933624267578,89.96298217773438,-0.012223224444891989,-0.05299836460241114
398,398,398,398,2020-09-02,87.03765106201172,86.06886291503906,87.60752868652344,0.011255965446284266,-0.006504893278645563
399,399,399,399,2020-09-03,84.53973388671875,85.9928970336914,87.19910430908203,-0.016898641598309228,-0.030497680491499035
400,400,400,400,2020-09-04,84.04586029052734,87.07565307617188,87.94943237304688,-0.034794947595674475,-0.044384278297125546
401,401,401,401,2020-09-08,82.20328521728516,86.7242202758789,86.44879150390625,-0.05213001678437901,-0.049110070976865594
402,402,402,402,2020-09-09,82.79214477539062,85.9454116821289,84.69170379638672,-0.036689182645383234,-0.022429103865509115
403,403,403,403,2020-09-10,81.5859375,85.1950912475586,86.24933624267578,-0.042363400223038306,-0.05406880731875541
404,404,404,404,2020-09-11,82.79214477539062,87.03765106201172,86.06886291503906,-0.048777813220123534,-0.03807088915399026
405,405,405,405,2020-09-14,84.23191833496094,84.53973388671875,85.9928970336914,-0.0036410754754714336,-0.02047818784428823
406,406,406,406,2020-09-15,84.61332702636719,84.04586029052734,87.07565307617188,0.006751870156105788,-0.02827800840782324
407,407,407,407,2020-09-16,84.95658874511719,82.20328521728516,86.7242202758789,0.033493838117957475,-0.020382213009684014
408,408,408,408,2020-09-17,86.0340347290039,82.79214477539062,85.9454116821289,0.03915697512618266,0.0010311550685542237
409,409,409,409,2020-09-18,85.87194061279297,81.5859375,85.1950912475586,0.05253360130589879,0.007944699105581154
410,410,410,410,2020-09-21,84.3177490234375,82.79214477539062,87.03765106201172,0.01842692023724868,-0.031249717856429382
411,411,411,411,2020-09-22,87.34033203125,84.23191833496094,84.53973388671875,0.03690303815624829,0.03312759593357595
412,412,412,412,2020-09-23,85.81473541259766,84.61332702636719,84.04586029052734,0.014198808018222486,0.02104654668243877
413,413,413,413,2020-09-24,83.93633270263672,84.95658874511719,82.20328521728516,-0.01200914558306232,0.02108246015680093
414,414,414,414,2020-09-25,87.70266723632812,86.0340347290039,82.79214477539062,0.019395027939584475,0.05931145369236912
415,415,415,415,2020-09-28,87.31173706054688,85.87194061279297,81.5859375,0.016766785954519525,0.07018120690893426
416,416,416,416,2020-09-29,86.35822296142578,84.3177490234375,82.79214477539062,0.024199815123398194,0.04307266342368199
417,417,417,417,2020-09-30,85.00425720214844,87.34033203125,84.23191833496094,-0.02674680499572324,0.009169194795210167
418,418,418,418,2020-10-01,86.21519470214844,85.81473541259766,84.61332702636719,0.004666556246143205,0.018931623800610975
419,419,419,419,2020-10-02,86.18659973144531,83.93633270263672,84.95658874511719,0.026809213082738204,0.014478111756797807
420,420,420,420,2020-10-05,85.64310455322266,87.70266723632812,86.0340347290039,-0.02348346690022174,-0.0045439014572852265
421,421,421,421,2020-10-06,84.87076568603516,87.31173706054688,85.87194061279297,-0.02795696726110275,-0.011658929792587647
422,422,422,422,2020-10-07,84.36541748046875,86.35822296142578,84.3177490234375,-0.023076036220050167,0.0005653430930419034
423,423,423,423,2020-10-08,85.04240417480469,85.00425720214844,87.34033203125,0.00044876543730665297,-0.026310042600056982
424,424,424,424,2020-10-09,86.64427947998047,86.21519470214844,85.81473541259766,0.004976904353280354,0.009666685603519687
425,425,425,425,2020-10-12,85.53822326660156,86.18659973144531,83.93633270263672,-0.007522938216196873,0.019084590812895152
426,426,426,426,2020-10-13,84.08890533447266,85.64310455322266,87.70266723632812,-0.018147394666013672,-0.04120469782427072
427,427,427,427,2020-10-14,84.37495422363281,84.87076568603516,87.31173706054688,-0.005841958163032457,-0.03363560199103055
428,428,428,428,2020-10-15,83.69796752929688,84.36541748046875,86.35822296142578,-0.007911416444141839,-0.0308048885317751
429,429,429,429,2020-10-16,83.74565124511719,85.04240417480469,85.00425720214844,-0.015248309855187325,-0.014806387332321091
430,430,430,430,2020-10-19,82.34400177001953,86.64427947998047,86.21519470214844,-0.04963140943372424,-0.04490151585811397
431,431,431,431,2020-10-20,82.12469482421875,85.53822326660156,86.18659973144531,-0.039906468851284016,-0.04712919316788611
432,432,432,432,2020-10-21,80.6277084350586,84.08890533447266,85.64310455322266,-0.0411611601512325,-0.05856158699907077
433,433,433,433,2020-10-22,81.819580078125,84.37495422363281,84.87076568603516,-0.030285932229780932,-0.035950961243798485
434,434,434,434,2020-10-23,81.81004333496094,83.69796752929688,84.36541748046875,-0.022556392348178633,-0.030289355778976623
435,435,435,435,2020-10-26,79.55977630615234,83.74565124511719,85.04240417480469,-0.049983191684940254,-0.0644693423457644
436,436,436,436,2020-10-27,78.85420227050781,82.34400177001953,86.64427947998047,-0.04238073720607438,-0.08990873091942075
437,437,437,437,2020-10-28,75.65046691894531,82.12469482421875,85.53822326660156,-0.07883411827746811,-0.1155945958432939
438,438,438,438,2020-10-29,77.47164154052734,80.6277084350586,84.08890533447266,-0.03914370079205831,-0.07869366080607698
439,439,439,439,2020-10-30,79.14026641845703,81.819580078125,84.37495422363281,-0.032746607317095,-0.06204077801691521
440,440,440,440,2020-11-02,81.7433090209961,81.81004333496094,83.69796752929688,-0.0008157227553542423,-0.023353715341015824
441,441,441,441,2020-11-03,83.8696060180664,79.55977630615234,83.74565124511719,0.05417096316773806,0.0014801338470269432
442,442,442,442,2020-11-04,88.0268325805664,78.85420227050781,82.34400177001953,0.11632392498997146,0.06901329408811807
443,443,443,443,2020-11-05,87.1496353149414,75.65046691894531,82.12469482421875,0.1520039315595596,0.06118671736288506
444,444,444,444,2020-11-06,86.26287078857422,77.47164154052734,80.6277084350586,0.11347673901356492,0.06989113870270103
445,445,445,445,2020-11-09,90.22940826416016,79.14026641845703,81.819580078125,0.14012009748702248,0.1027850323602868
446,446,446,446,2020-11-10,90.52503204345705,81.7433090209961,81.81004333496094,0.10743048119333332,0.10652712494985095
447,447,447,447,2020-11-11,90.57267761230467,83.8696060180664,79.55977630615234,0.07992253585636688,0.1384229797702523
448,448,448,448,2020-11-12,89.78128051757812,88.0268325805664,78.85420227050781,0.019930831152034978,0.13857318864992352
449,449,449,449,2020-11-13,93.89086151123048,87.1496353149414,75.65046691894531,0.07735231675872911,0.24111410458085603
450,450,450,450,2020-11-16,95.95040893554688,86.26287078857422,77.47164154052734,0.11230252434696153,0.23852298760641122
451,451,451,451,2020-11-17,95.61666870117188,90.22940826416016,79.14026641845703,0.059706259196998124,0.20819240354328938
452,452,452,452,2020-11-18,94.90155792236328,90.52503204345705,81.7433090209961,0.04834602960212431,0.16097034801940113
453,453,453,453,2020-11-19,95.67389678955078,90.57267761230467,83.8696060180664,0.056321832496570634,0.14074575203014072
454,454,454,454,2020-11-20,95.7024917602539,89.78128051757812,88.0268325805664,0.06595151248167452,0.08719681209320318
455,455,455,455,2020-11-23,97.61900329589844,93.89086151123048,87.1496353149414,0.03970718475324708,0.12013094424460657
456,456,456,456,2020-11-24,97.80018615722656,95.95040893554688,86.26287078857422,0.01927847147501205,0.13374601683416842
457,457,457,457,2020-11-25,97.86692810058594,95.61666870117188,90.22940826416016,0.023534174846090217,0.08464557158643649
458,458,458,458,2020-11-27,97.52366638183594,94.90155792236328,90.52503204345705,0.02762977254406862,0.0773115919475087
459,459,459,459,2020-11-30,96.01715087890624,95.67389678955078,90.57267761230467,0.0035877506913979396,0.060111651881448847
460,460,460,460,2020-12-01,96.91343688964844,95.7024917602539,89.78128051757812,0.012653224666585361,0.07943923645279183
461,461,461,461,2020-12-02,98.30554962158205,97.61900329589844,93.89086151123048,0.0070329167734133335,0.047019358852336435
462,462,462,462,2020-12-03,98.10531616210938,97.80018615722656,95.95040893554688,0.0031199327616031614,0.0224585517713638
463,463,463,463,2020-12-04,99.93601989746094,97.86692810058594,95.61666870117188,0.02114188967644326,0.04517362145075565
464,464,464,464,2020-12-07,98.68695068359376,97.52366638183594,94.90155792236328,0.011928225680146287,0.03988757238661167
465,465,465,465,2020-12-08,99.11602783203124,96.01715087890624,95.67389678955078,0.03227420231447198,0.035977744797538014
466,466,466,466,2020-12-09,99.2685775756836,96.91343688964844,95.7024917602539,0.024301487612258255,0.03726220446133377
467,467,467,467,2020-12-10,99.94556427001952,98.30554962158205,97.61900329589844,0.016682828739074784,0.023833074458555092
468,468,468,468,2020-12-11,100.51766204833984,98.10531616210938,97.80018615722656,0.02458934928912826,0.027785999167164954
469,469,469,469,2020-12-14,99.60889434814452,99.93601989746094,97.86692810058594,-0.0032733497857135863,0.017799335090687762
470,470,470,470,2020-12-15,100.28807067871094,98.68695068359376,97.52366638183594,0.016224232120117144,0.028345984102479127
471,471,471,471,2020-12-16,100.5272216796875,99.11602783203124,96.01715087890624,0.014237796636158206,0.04697151247977782
472,472,472,472,2020-12-17,100.2785186767578,99.2685775756836,96.91343688964844,0.010173824645610674,0.034722551331463514
473,473,473,473,2020-12-18,101.08204650878906,99.94556427001952,98.30554962158205,0.011371012281236936,0.028243541670789574
474,474,474,474,2020-12-21,98.6523208618164,100.51766204833984,98.10531616210938,-0.01855734751994509,0.005575688669135603
475,475,475,475,2020-12-22,97.90618133544922,99.60889434814452,99.93601989746094,-0.017093985671039813,-0.020311380862420014
476,476,476,476,2020-12-23,100.0680694580078,100.28807067871094,98.68695068359376,-0.0021936928212323847,0.013994948317352707
477,477,477,477,2020-12-24,99.71411895751952,100.5272216796875,99.11602783203124,-0.008088383510277408,0.00603425236634636
478,478,478,478,2020-12-28,100.23067474365234,100.2785186767578,99.2685775756836,-0.0004771104892332678,0.009691860117923445
479,479,479,479,2020-12-29,99.09235382080078,101.08204650878906,99.94556427001952,-0.019683937521143058,-0.00853675153520217
480,480,480,480,2020-12-30,99.46541595458984,98.6523208618164,100.51766204833984,0.00824202700626131,-0.010468270673107849
481,481,481,481,2020-12-31,100.55592346191406,97.90618133544922,99.60889434814452,0.02706409432297452,0.009507475411378197
482,482,482,482,2021-01-04,97.9922866821289,100.0680694580078,100.28807067871094,-0.020743707629434893,-0.022891895128154816
483,483,483,483,2021-01-05,98.04010009765624,99.71411895751952,100.5272216796875,-0.01678818283072281,-0.024740777079824694
484,484,484,484,2021-01-06,99.4749755859375,100.23067474365234,100.2785186767578,-0.007539599625040916,-0.008013112892208518
