,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,EPAM,EPAM_6m,EPAM_12m,EPAM_6m_ret,EPAM_12m_ret
27,27,27,27,2019-03-15,169.47000122070312,159.4199981689453,159.8699951171875,0.06304104357790363,0.060048829653611024
28,28,28,28,2019-03-18,169.0500030517578,161.0800018310547,161.77999877929688,0.04947852700586819,0.0449375962870342
29,29,29,29,2019-03-19,169.82000732421875,163.57000732421875,163.5500030517578,0.038209938987235015,0.03833692543849532
30,30,30,30,2019-03-20,168.36000061035156,165.5500030517578,162.5,0.016973708890329897,0.03606154221754809
31,31,31,31,2019-03-21,173.1300048828125,166.47999572753906,161.67999267578125,0.039944794125036154,0.07081898024322708
32,32,32,32,2019-03-22,164.25999450683594,168.0,160.69000244140625,-0.022261937459309933,0.022216640806458576
33,33,33,33,2019-03-25,167.1199951171875,169.47000122070312,159.4199981689453,-0.013866796994089658,0.04830006923022356
34,34,34,34,2019-03-26,170.16000366210938,169.0500030517578,161.0800018310547,0.006566108194696163,0.05636951656219913
35,35,35,35,2019-03-27,164.9499969482422,169.82000732421875,163.57000732421875,-0.028677483016937955,0.00843669109391243
36,36,36,36,2019-03-28,168.0,168.36000061035156,165.5500030517578,-0.002138278742257471,0.014799135627174831
37,37,37,37,2019-03-29,169.1300048828125,173.1300048828125,166.47999572753906,-0.023104025224902514,0.01591788336906519
38,38,38,38,2019-04-01,171.1199951171875,164.25999450683594,168.0,0.04176306367808924,0.01857139950706843
39,39,39,39,2019-04-02,170.9600067138672,167.1199951171875,169.47000122070312,0.022977571259423568,0.008792148949262169
40,40,40,40,2019-04-03,175.02000427246094,170.16000366210938,169.0500030517578,0.028561356991988474,0.035315002146881325
41,41,41,41,2019-04-04,169.2899932861328,164.9499969482422,169.82000732421875,0.02631098161979617,-0.0031210341257025265
42,42,42,42,2019-04-05,168.35000610351562,168.0,168.36000061035156,0.0020833696637834187,-5.9363903538334206e-05
43,43,43,43,2019-04-08,169.27000427246094,169.1300048828125,173.1300048828125,0.0008277619914067724,-0.022295387867425465
44,44,44,44,2019-04-09,168.9199981689453,171.1199951171875,164.25999450683594,-0.012856457521142284,0.0283696811028169
45,45,45,45,2019-04-10,171.1999969482422,170.9600067138672,167.1199951171875,0.001403779977481312,0.02441360669137005
46,46,46,46,2019-04-11,172.50999450683594,175.02000427246094,170.16000366210938,-0.014341273593603376,0.013810477163558321
47,47,47,47,2019-04-12,173.55999755859375,169.2899932861328,164.9499969482422,0.025223016373116636,0.0521976403131017
48,48,48,48,2019-04-15,172.27999877929688,168.35000610351562,168.0,0.023344178991979048,0.025476183210100478
49,49,49,49,2019-04-16,174.0,169.27000427246094,169.1300048828125,0.02794349623767678,0.028794388793176307
50,50,50,50,2019-04-17,169.77000427246094,168.9199981689453,171.1199951171875,0.0050320039825331175,-0.007889147284056763
51,51,51,51,2019-04-18,171.4199981689453,171.1999969482422,170.9600067138672,0.0012850538821542745,0.002690637792545303
52,52,52,52,2019-04-22,172.72999572753906,172.50999450683594,175.02000427246094,0.0012752955058172866,-0.013084267449547826
53,53,53,53,2019-04-23,177.19000244140625,173.55999755859375,169.2899932861328,0.02091498579093387,0.046665541193098736
54,54,54,54,2019-04-24,176.5800018310547,172.27999877929688,168.35000610351562,0.02495938636072559,0.04888622173543955
55,55,55,55,2019-04-25,176.14999389648438,174.0,169.27000427246094,0.012356286761404434,0.04064506085171038
56,56,56,56,2019-04-26,176.58999633789062,169.77000427246094,168.9199981689453,0.040171949660108286,0.045406099053317384
57,57,57,57,2019-04-29,177.25999450683594,171.4199981689453,171.1999969482422,0.03406834908570544,0.03539718263211089
58,58,58,58,2019-04-30,179.36000061035156,172.72999572753906,172.50999450683594,0.03838363368728692,0.03970787966864253
59,59,59,59,2019-05-01,178.02000427246094,177.19000244140625,173.55999755859375,0.004684247528746077,0.02569720429018507
60,60,60,60,2019-05-02,175.0800018310547,176.5800018310547,172.27999877929688,-0.008494733177288882,0.016252629856033485
61,61,61,61,2019-05-03,177.30999755859375,176.14999389648438,174.0,0.006585317640096289,0.019022974474676824
62,62,62,62,2019-05-06,176.7899932861328,176.58999633789062,169.77000427246094,0.001132549704907948,0.04134999609474965
63,63,63,63,2019-05-07,170.2899932861328,177.25999450683594,171.4199981689453,-0.03932077985275084,-0.006592024821391096
64,64,64,64,2019-05-08,170.4199981689453,179.36000061035156,172.72999572753906,-0.04984390282662776,-0.013373459246982744
65,65,65,65,2019-05-09,169.7899932861328,178.02000427246094,177.19000244140625,-0.046230821193173455,-0.0417631302743533
66,66,66,66,2019-05-10,171.13999938964844,175.0800018310547,176.5800018310547,-0.02250401188142659,-0.030807579482364345
67,67,67,67,2019-05-13,163.97000122070312,177.30999755859375,176.14999389648438,-0.07523544369505897,-0.06914557534948818
68,68,68,68,2019-05-14,168.3000030517578,176.7899932861328,176.58999633789062,-0.04802302481359355,-0.04694486357126704
69,69,69,69,2019-05-15,171.0399932861328,170.2899932861328,177.25999450683594,0.004404251744492216,-0.03508970672152001
70,70,70,70,2019-05-16,171.8800048828125,170.4199981689453,179.36000061035156,0.008567109080824142,-0.04170381189833339
71,71,71,71,2019-05-17,169.52000427246094,169.7899932861328,178.02000427246094,-0.001590135015889227,-0.047747442961470155
72,72,72,72,2019-05-20,166.49000549316406,171.13999938964844,175.0800018310547,-0.027170701840996014,-0.049063263925366196
73,73,73,73,2019-05-21,170.14999389648438,163.97000122070312,177.30999755859375,0.037689776360146476,-0.04038127438213568
74,74,74,74,2019-05-22,171.22999572753906,168.3000030517578,176.7899932861328,0.01740934416311446,-0.03144973001721285
75,75,75,75,2019-05-23,166.41000366210938,171.0399932861328,170.2899932861328,-0.027069631698815155,-0.022784601426955375
76,76,76,76,2019-05-24,167.30999755859375,171.8800048828125,170.4199981689453,-0.026588359287833208,-0.018249035581308193
77,77,77,77,2019-05-28,166.9499969482422,169.52000427246094,169.7899932861328,-0.015160495867426405,-0.016726523647978553
78,78,78,78,2019-05-29,166.77000427246094,166.49000549316406,171.13999938964844,0.0016817753021718396,-0.025534621554122894
79,79,79,79,2019-05-30,173.0399932861328,170.14999389648438,163.97000122070312,0.01698501024576382,0.05531494784354796
80,80,80,80,2019-05-31,172.58999633789062,171.22999572753906,168.3000030517578,0.007942537197253685,0.025490155723963293
81,81,81,81,2019-06-03,162.8699951171875,166.41000366210938,171.0399932861328,-0.021272810930944797,-0.04776659547266071
82,82,82,82,2019-06-04,168.17999267578125,167.30999755859375,171.8800048828125,0.00519989916850494,-0.021526716906680954
83,83,83,83,2019-06-05,170.16000366210938,166.9499969482422,169.52000427246094,0.01922735413323995,0.0037753620429350487
84,84,84,84,2019-06-06,172.82000732421875,166.77000427246094,166.49000549316406,0.036277525314885706,0.0380203112631563
85,85,85,85,2019-06-07,176.75,173.0399932861328,170.14999389648438,0.021440169081216043,0.03878934081849539
86,86,86,86,2019-06-10,177.11000061035156,172.58999633789062,171.22999572753906,0.026189259912908547,0.03433980628118882
87,87,87,87,2019-06-11,177.4499969482422,162.8699951171875,166.41000366210938,0.08951926240658481,0.06634212513178706
88,88,88,88,2019-06-12,177.88999938964844,168.17999267578125,167.30999755859375,0.05773580174061621,0.06323592125658517
89,89,89,89,2019-06-13,176.6999969482422,170.16000366210938,166.9499969482422,0.03843437438517827,0.05840071984561157
90,90,90,90,2019-06-14,174.5,172.82000732421875,166.77000427246094,0.009721054302639365,0.04635123541107644
91,91,91,91,2019-06-17,172.60000610351562,176.75,173.0399932861328,-0.023479456274310473,-0.0025426907055505765
92,92,92,92,2019-06-18,173.47999572753906,177.11000061035156,172.58999633789062,-0.02049576461127478,0.005156726395115108
93,93,93,93,2019-06-19,173.52999877929688,177.4499969482422,162.8699951171875,-0.02209071984424249,0.06545099761585504
94,94,94,94,2019-06-20,175.0,177.88999938964844,168.17999267578125,-0.016245991340514965,0.040551835064985386
95,95,95,95,2019-06-21,174.0800018310547,176.6999969482422,170.16000366210938,-0.014827363681024441,0.023037130257292038
96,96,96,96,2019-06-24,171.80999755859375,174.5,172.82000732421875,-0.015415486770236408,-0.00584428725159214
97,97,97,97,2019-06-25,170.49000549316406,172.60000610351562,176.75,-0.01222480032292761,-0.035417224932593694
98,98,98,98,2019-06-26,170.99000549316406,173.47999572753906,177.11000061035156,-0.014353183627498378,-0.0345547687657215
99,99,99,99,2019-06-27,172.92999267578125,173.52999877929688,177.4499969482422,-0.003457650594919537,-0.025471988448550476
100,100,100,100,2019-06-28,173.10000610351562,175.0,177.88999938964844,-0.010857107979910685,-0.02692671483820097
101,101,101,101,2019-07-01,176.7100067138672,174.0800018310547,176.6999969482422,0.015108024213860816,5.664836331575884e-05
102,102,102,102,2019-07-02,177.1300048828125,171.80999755859375,174.5,0.030964480529745764,0.015071661219555832
103,103,103,103,2019-07-03,177.38999938964844,170.49000549316406,172.60000610351562,0.04047154480712978,0.027751987930174415
104,104,104,104,2019-07-05,180.11000061035156,170.99000549316406,173.47999572753906,0.05333642215452228,0.0382176910658063
105,105,105,105,2019-07-08,184.6699981689453,172.92999267578125,173.52999877929688,0.06788877574970398,0.06419638948892503
106,106,106,106,2019-07-09,187.009994506836,173.10000610351562,175.0,0.08035810463809034,0.06862854003906294
107,107,107,107,2019-07-10,188.1100006103516,176.7100067138672,174.0800018310547,0.06451244108062038,0.0805951208164224
108,108,108,108,2019-07-11,191.0500030517578,177.1300048828125,171.80999755859375,0.07858633650552127,0.11198420212189619
109,109,109,109,2019-07-12,193.6300048828125,177.38999938964844,170.49000549316406,0.09154972404894068,0.13572642761499742
110,110,110,110,2019-07-15,196.0200042724609,180.11000061035156,170.99000549316406,0.08833492647934027,0.14638281756355354
111,111,111,111,2019-07-16,195.8999938964844,184.6699981689453,172.92999267578125,0.060811154160868686,0.13282832471848072
112,112,112,112,2019-07-17,198.509994506836,187.009994506836,173.10000610351562,0.061494039558295466,0.14679368866183018
113,113,113,113,2019-07-18,195.27999877929688,188.1100006103516,176.7100067138672,0.038115986102180255,0.10508738249044747
114,114,114,114,2019-07-19,192.8699951171875,191.0500030517578,177.1300048828125,0.009526260331629732,0.08886123073721142
115,115,115,115,2019-07-22,193.8999938964844,193.6300048828125,177.38999938964844,0.0013943552489983357,0.0930717321362109
116,116,116,116,2019-07-23,195.4600067138672,196.0200042724609,180.11000061035156,-0.0028568388245484577,0.085225729007262
117,117,117,117,2019-07-24,196.9100036621093,195.8999938964844,184.6699981689453,0.005155741690112459,0.06628042245371235
118,118,118,118,2019-07-25,197.4600067138672,198.509994506836,187.009994506836,-0.005289344728346412,0.055879431655986744
119,119,119,119,2019-07-26,200.82000732421875,195.27999877929688,188.1100006103516,0.028369564622862997,0.06756688465593319
120,120,120,120,2019-07-29,198.88999938964844,192.8699951171875,191.0500030517578,0.031212756908108874,0.04103635808771311
121,121,121,121,2019-07-30,197.47999572753903,193.8999938964844,193.6300048828125,0.018463135346800774,0.019883234765482705
122,122,122,122,2019-07-31,193.7899932861328,195.4600067138672,196.0200042724609,-0.008544016015404665,-0.011376445963282689
123,123,123,123,2019-08-01,193.7400054931641,196.9100036621093,195.8999938964844,-0.01609871570763266,-0.011025974837251207
124,124,124,124,2019-08-02,187.8300018310547,197.4600067138672,198.509994506836,-0.04876939408174452,-0.05380078067259997
125,125,125,125,2019-08-05,176.3800048828125,200.82000732421875,195.27999877929688,-0.12170103351280381,-0.09678407422485147
126,126,126,126,2019-08-06,179.91000366210938,198.88999938964844,192.8699951171875,-0.09542961328264199,-0.06719547769575906
127,127,127,127,2019-08-07,179.6999969482422,197.47999572753903,193.8999938964844,-0.09003442963320551,-0.07323361214659474
128,128,128,128,2019-08-08,189.97999572753903,193.7899932861328,195.4600067138672,-0.01966044527886579,-0.028036482134937812
129,129,129,129,2019-08-09,186.5,193.7400054931641,196.9100036621093,-0.03736969798640555,-0.052866809550074945
130,130,130,130,2019-08-12,186.7400054931641,187.8300018310547,197.4600067138672,-0.005803100288903851,-0.05428948068576289
131,131,131,131,2019-08-13,189.6100006103516,176.3800048828125,200.82000732421875,0.07500847806603228,-0.05582116474963017
132,132,132,132,2019-08-14,182.33999633789065,179.91000366210938,198.88999938964844,0.01350671239129686,-0.08321184123156655
133,133,133,133,2019-08-15,184.47999572753903,179.6999969482422,197.47999572753903,0.02659988236212163,-0.06582945250786798
134,134,134,134,2019-08-16,188.0200042724609,189.97999572753903,193.7899932861328,-0.010316830714582448,-0.029774442507732868
135,135,135,135,2019-08-19,190.63999938964844,186.5,193.7400054931641,0.022198388148249037,-0.016000856899041627
136,136,136,136,2019-08-20,193.2700042724609,186.7400054931641,187.8300018310547,0.034968397703811105,0.028962372296089667
137,137,137,137,2019-08-21,196.97000122070312,189.6100006103516,176.3800048828125,0.03881652121016721,0.11673656745599192
138,138,138,138,2019-08-22,195.5,182.33999633789065,179.91000366210938,0.07217288541414035,0.08665441621117598
139,139,139,139,2019-08-23,188.2400054931641,184.47999572753903,179.6999969482422,0.02038166659098506,0.04752369888677088
140,140,140,140,2019-08-26,188.97000122070312,188.0200042724609,189.97999572753903,0.005052637627140921,-0.005316320294503019
141,141,141,141,2019-08-27,188.8999938964844,190.63999938964844,186.5,-0.009127179493992998,0.012868599981149531
142,142,142,142,2019-08-28,189.75,193.2700042724609,186.7400054931641,-0.018212884537936902,0.016118637776017852
143,143,143,143,2019-08-29,191.97999572753903,196.97000122070312,189.6100006103516,-0.025333834910082786,0.012499314959962371
144,144,144,144,2019-08-30,191.3300018310547,195.5,182.33999633789065,-0.021329913907648712,0.049303530074141344
145,145,145,145,2019-09-03,188.2700042724609,188.2400054931641,184.47999572753903,0.00015936452625053832,0.020544279231876184
146,146,146,146,2019-09-04,191.44000244140625,188.97000122070312,188.0200042724609,0.013070864183454933,0.01818954415078844
147,147,147,147,2019-09-05,194.82000732421875,188.8999938964844,190.63999938964844,0.031339405076838966,0.021926185207474802
148,148,148,148,2019-09-06,192.88999938964844,189.75,193.2700042724609,0.016548086374958748,-0.0019661865494490227
149,149,149,149,2019-09-09,193.47999572753903,191.97999572753903,196.97000122070312,0.007813314060746368,-0.01771846205785199
150,150,150,150,2019-09-10,176.1300048828125,191.3300018310547,195.5,-0.07944387604022429,-0.09907925891144498
151,151,151,151,2019-09-11,183.72999572753903,188.2700042724609,188.2400054931641,-0.024114348764509796,-0.023958827210025957
152,152,152,152,2019-09-12,184.1699981689453,191.44000244140625,188.97000122070312,-0.037975366588736126,-0.025400873264279422
153,153,153,153,2019-09-13,178.9199981689453,194.82000732421875,188.8999938964844,-0.08161384127664417,-0.05283216543145075
154,154,154,154,2019-09-16,180.9499969482422,192.88999938964844,189.75,-0.06190057794176662,-0.046376827677248045
155,155,155,155,2019-09-17,183.259994506836,193.47999572753903,191.97999572753903,-0.05282200458126418,-0.045421405431629425
156,156,156,156,2019-09-18,184.5599975585937,176.1300048828125,191.3300018310547,0.04786233147151764,-0.03538391369712601
157,157,157,157,2019-09-19,185.2400054931641,183.72999572753903,188.2700042724609,0.00821863495748576,-0.016093900836757102
158,158,158,158,2019-09-20,185.7899932861328,184.1699981689453,191.44000244140625,0.00879619445780433,-0.02951321084005276
159,159,159,159,2019-09-23,184.759994506836,178.9199981689453,194.82000732421875,0.03264026602759218,-0.051637472739855306
160,160,160,160,2019-09-24,181.77999877929688,180.9499969482422,192.88999938964844,0.004586912655721642,-0.057597597830402525
161,161,161,161,2019-09-25,183.8300018310547,183.259994506836,193.47999572753903,0.0031103751026109183,-0.049875925726572734
162,162,162,162,2019-09-26,183.63999938964844,184.5599975585937,176.1300048828125,-0.004984818926718759,0.042638927489002665
163,163,163,163,2019-09-27,180.3600006103516,185.2400054931641,183.72999572753903,-0.026344227694338862,-0.018342106327509766
164,164,164,164,2019-09-30,182.32000732421875,185.7899932861328,184.1699981689453,-0.018676926031048313,-0.010045017446487114
165,165,165,165,2019-10-01,181.44000244140625,184.759994506836,178.9199981689453,-0.01796921500399218,0.014084531065562622
166,166,166,166,2019-10-02,180.02000427246094,181.77999877929688,180.9499969482422,-0.009682003073246737,-0.0051395009199545205
167,167,167,167,2019-10-03,184.3000030517578,183.8300018310547,183.259994506836,0.0025567166187328016,0.005675044069059165
168,168,168,168,2019-10-04,188.9100036621093,183.63999938964844,184.5599975585937,0.02869747489640817,0.023569604253676824
169,169,169,169,2019-10-07,190.02999877929688,180.3600006103516,185.2400054931641,0.053614981904087866,0.02585830891863994
170,170,170,170,2019-10-08,184.509994506836,182.32000732421875,185.7899932861328,0.012011776517334205,-0.006889492575229861
171,171,171,171,2019-10-09,185.8300018310547,181.44000244140625,184.759994506836,0.02419532258916357,0.005791336631475685
172,172,172,172,2019-10-10,184.44000244140625,180.02000427246094,181.77999877929688,0.024552816709501046,0.01463309318941608
173,173,173,173,2019-10-11,189.0200042724609,184.3000030517578,183.8300018310547,0.02561042399645297,0.02823261921183029
174,174,174,174,2019-10-14,188.1999969482422,188.9100036621093,183.63999938964844,-0.0037584389397241624,0.024831178249561603
175,175,175,175,2019-10-15,189.9499969482422,190.02999877929688,180.3600006103516,-0.0004209957983928314,0.05317141442358242
176,176,176,176,2019-10-16,188.4499969482422,184.509994506836,182.32000732421875,0.02135387002713407,0.03362214445901435
177,177,177,177,2019-10-17,189.1999969482422,185.8300018310547,181.44000244140625,0.018134827982465795,0.04276892858476411
178,178,178,178,2019-10-18,186.9600067138672,184.44000244140625,180.02000427246094,0.013663002814487069,0.03855128472779357
179,179,179,179,2019-10-21,185.97999572753903,189.0200042724609,184.3000030517578,-0.016082999027657863,0.00911553254456221
180,180,180,180,2019-10-22,170.0,188.1999969482422,188.9100036621093,-0.0967056176586839,-0.10010059443930963
181,181,181,181,2019-10-23,171.85000610351562,189.9499969482422,190.02999877929688,-0.09528818707829967,-0.0956690669502962
182,182,182,182,2019-10-24,177.52000427246094,188.4499969482422,184.509994506836,-0.05799943142892794,-0.03788407372217484
183,183,183,183,2019-10-25,176.14999389648438,189.1999969482422,185.8300018310547,-0.0689746472634869,-0.05209066264429563
184,184,184,184,2019-10-28,178.57000732421875,186.9600067138672,184.44000244140625,-0.04487590440927247,-0.031826041203031896
185,185,185,185,2019-10-29,176.6199951171875,185.97999572753903,189.0200042724609,-0.05032799669521415,-0.06560157060095895
186,186,186,186,2019-10-30,177.25,170.0,188.1999969482422,0.04264705882352948,-0.05818276900001018
187,187,187,187,2019-10-31,175.9600067138672,171.85000610351562,189.9499969482422,0.02391620869583133,-0.07365091055088047
188,188,188,188,2019-11-01,177.4199981689453,177.52000427246094,188.4499969482422,-0.0005633511779445932,-0.058530108558856986
189,189,189,189,2019-11-04,177.27999877929688,176.14999389648438,189.1999969482422,0.0064150151687007995,-0.06300210550323726
190,190,190,190,2019-11-05,177.80999755859375,178.57000732421875,186.9600067138672,-0.0042560885616423905,-0.04894099714746514
191,191,191,191,2019-11-06,178.41000366210938,176.6199951171875,185.97999572753903,0.0101348012365996,-0.04070325970175692
192,192,192,192,2019-11-07,190.2899932861328,177.25,170.0,0.07356836832797065,0.11935290168313428
193,193,193,193,2019-11-08,189.22999572753903,175.9600067138672,171.85000610351562,0.07541480170122128,0.10113464653329363
194,194,194,194,2019-11-11,194.27999877929688,177.4199981689453,177.52000427246094,0.09502874977090747,0.09441186403484081
195,195,195,195,2019-11-12,199.6600036621093,177.27999877929688,176.14999389648438,0.12624100314144404,0.13346585626020913
196,196,196,196,2019-11-13,200.83999633789065,177.80999755859375,178.57000732421875,0.1295202693634132,0.12471293106483228
197,197,197,197,2019-11-14,207.6699981689453,178.41000366210938,176.6199951171875,0.16400422569494166,0.1758011771609218
198,198,198,198,2019-11-15,205.69000244140625,190.2899932861328,177.25,0.08092915917085008,0.16045135368917496
199,199,199,199,2019-11-18,208.17999267578125,189.22999572753903,175.9600067138672,0.10014266964063756,0.18310971091463846
200,200,200,200,2019-11-19,209.6999969482422,194.27999877929688,177.4199981689453,0.07936997254391853,0.18194115157502577
201,201,201,201,2019-11-20,208.2700042724609,199.6600036621093,177.27999877929688,0.043123311892363736,0.17480824518588123
202,202,202,202,2019-11-21,205.509994506836,200.83999633789065,177.80999755859375,0.023252331478280874,0.1557842490780883
203,203,203,203,2019-11-22,205.1499938964844,207.6699981689453,178.41000366210938,-0.012134657363510049,0.1498794332464557
204,204,204,204,2019-11-25,212.7400054931641,205.69000244140625,190.2899932861328,0.03427489410315965,0.11797789163444827
205,205,205,205,2019-11-26,212.3000030517578,208.17999267578125,189.22999572753903,0.0197906163941175,0.12191517119429585
206,206,206,206,2019-11-27,213.02999877929688,209.6999969482422,194.27999877929688,0.01587983728906117,0.09651019208261413
207,207,207,207,2019-11-29,211.8500061035156,208.2700042724609,199.6600036621093,0.01718923396367389,0.06105380255344395
208,208,208,208,2019-12-02,205.0500030517578,205.509994506836,200.83999633789065,-0.0022382923817502176,0.02096199358012485
209,209,209,209,2019-12-03,205.1000061035156,205.1499938964844,207.6699981689453,-0.00024366460860847372,-0.012375365185581355
210,210,210,210,2019-12-04,207.009994506836,212.7400054931641,205.69000244140625,-0.026934336929460234,0.0064173856277034425
211,211,211,211,2019-12-05,206.5,212.3000030517578,208.17999267578125,-0.027319844410665373,-0.00806990457722645
212,212,212,212,2019-12-06,209.9100036621093,213.02999877929688,209.6999969482422,-0.014645801694905702,0.001001462646272433
213,213,213,213,2019-12-09,208.8099975585937,211.8500061035156,208.2700042724609,-0.014349815706101388,0.0025927559180647375
214,214,214,214,2019-12-10,208.52999877929688,205.0500030517578,205.509994506836,0.016971449284302942,0.014695169836912436
215,215,215,215,2019-12-11,207.83999633789065,205.1000061035156,205.1499938964844,0.01335928889730087,0.01311236910279212
216,216,216,216,2019-12-12,206.7400054931641,207.009994506836,212.7400054931641,-0.0013042317802823833,-0.028203440091538412
217,217,217,217,2019-12-13,210.0200042724609,206.5,212.3000030517578,0.017046025532498454,-0.010739513643535092
218,218,218,218,2019-12-16,212.1999969482422,209.9100036621093,213.02999877929688,0.010909405203094025,-0.003896173477025533
219,219,219,219,2019-12-17,209.22000122070312,208.8099975585937,211.8500061035156,0.001963525055807658,-0.012414466872978869
220,220,220,220,2019-12-18,209.32000732421875,208.52999877929688,205.0500030517578,0.0037884647271206884,0.020824209748405265
221,221,221,221,2019-12-19,211.1699981689453,207.83999633789065,205.1000061035156,0.016021949046039152,0.029595279789343953
222,222,222,222,2019-12-20,211.8999938964844,206.7400054931641,207.009994506836,0.02495882880050959,0.02362204492250708
223,223,223,223,2019-12-23,211.3000030517578,210.0200042724609,206.5,0.00609465171534973,0.02324456683659948
224,224,224,224,2019-12-24,211.6600036621093,212.1999969482422,209.9100036621093,-0.0025447374830293024,0.008336906147726753
225,225,225,225,2019-12-26,215.8600006103516,209.22000122070312,208.8099975585937,0.03173692453353927,0.033762765835862796
226,226,226,226,2019-12-27,214.38999938964844,209.32000732421875,208.52999877929688,0.024221249226198838,0.02810147530165974
227,227,227,227,2019-12-30,210.509994506836,211.1699981689453,207.83999633789065,-0.003125461324204215,0.012846411739753094
228,228,228,228,2019-12-31,212.1600036621093,211.8999938964844,206.7400054931641,0.0012270399863809622,0.026216494267842227
229,229,229,229,2020-01-02,216.3099975585937,211.3000030517578,210.0200042724609,0.023710338071356807,0.029949496039304524
230,230,230,230,2020-01-03,217.3999938964844,211.6600036621093,212.1999969482422,0.027118917769359596,0.024505169759783563
231,231,231,231,2020-01-06,214.1999969482422,215.8600006103516,209.22000122070312,-0.007690186497802731,0.023802675167207132
232,232,232,232,2020-01-07,215.6100006103516,214.38999938964844,209.32000732421875,0.00569056963560044,0.030049651567182423
233,233,233,233,2020-01-08,221.3800048828125,210.509994506836,211.1699981689453,0.051636552466032715,0.04834970309418063
234,234,234,234,2020-01-09,223.2899932861328,212.1600036621093,211.8999938964844,0.0524603574279221,0.053751768370567055
235,235,235,235,2020-01-10,223.0800018310547,216.3099975585937,211.3000030517578,0.031297694738437354,0.05575011173289646
236,236,236,236,2020-01-13,228.5599975585937,217.3999938964844,211.6600036621093,0.05133396492836684,0.07984500427139407
237,237,237,237,2020-01-14,227.1699981689453,214.1999969482422,215.8600006103516,0.06055089358305232,0.05239505942098721
238,238,238,238,2020-01-15,228.7100067138672,215.6100006103516,214.38999938964844,0.06075787795757126,0.06679419452860058
239,239,239,239,2020-01-16,233.7100067138672,221.3800048828125,210.509994506836,0.05569609521682661,0.11020860202567628
240,240,240,240,2020-01-17,232.42999267578125,223.2899932861328,212.1600036621093,0.04093331391674182,0.09554104762344551
241,241,241,241,2020-01-21,231.8099975585937,223.0800018310547,216.3099975585937,0.039133923506735835,0.07165641983700444
242,242,242,242,2020-01-22,232.509994506836,228.5599975585937,217.3999938964844,0.017282100938199818,0.06950322463001668
243,243,243,243,2020-01-23,230.3000030517578,227.1699981689453,214.1999969482422,0.013778249364093886,0.07516342825815214
244,244,244,244,2020-01-24,227.57000732421875,228.7100067138672,215.6100006103516,-0.00498447534512414,0.05547055646774557
245,245,245,245,2020-01-27,226.83999633789065,233.7100067138672,221.3800048828125,-0.029395448113556988,0.024663435426195868
246,246,246,246,2020-01-28,233.3300018310547,232.42999267578125,223.2899932861328,0.0038721730569808432,0.04496398784900402
