,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,EFX,EFX_6m,EFX_12m,EFX_6m_ret,EFX_12m_ret
0,0,0,0,2019-02-05,103.12689971923828,,,,
1,1,1,1,2019-02-06,102.44757843017578,,,,
2,2,2,2,2019-02-07,101.9978485107422,,,,
3,3,3,3,2019-02-08,102.26576232910156,,,,
4,4,4,4,2019-02-11,102.61980438232422,,,,
5,5,5,5,2019-02-12,103.73926544189452,,,,
6,6,6,6,2019-02-13,103.81582641601562,103.12689971923828,,0.006680378239362739,
7,7,7,7,2019-02-14,104.22726440429688,102.44757843017578,,0.017371674385979308,
8,8,8,8,2019-02-15,104.59085083007812,101.9978485107422,,0.02542212759578777,
9,9,9,9,2019-02-19,104.60043334960938,102.26576232910156,,0.022829449146378078,
10,10,10,10,2019-02-20,103.46179962158205,102.61980438232422,,0.008204997508286516,
11,11,11,11,2019-02-21,105.71989440917967,103.73926544189452,,0.01909237508910766,
12,12,12,12,2019-02-22,105.97826385498048,103.81582641601562,103.12689971923828,0.020829554737631595,0.027649082281199222
13,13,13,13,2019-02-25,105.62423706054688,104.22726440429688,102.44757843017578,0.013403140380152001,0.03100764975656478
14,14,14,14,2019-02-26,106.16004943847656,104.59085083007812,101.9978485107422,0.015003211045178322,0.0408067521865032
15,15,15,15,2019-02-27,104.0454559326172,104.60043334960938,102.26576232910156,-0.005305689462463792,0.017402633716144367
16,16,16,16,2019-02-28,104.7822265625,103.46179962158205,102.61980438232422,0.01276245866346315,0.02107217211328316
17,17,17,17,2019-03-01,105.69122314453124,105.71989440917967,103.73926544189452,-0.000271200277002448,0.018815996954692382
18,18,18,18,2019-03-04,105.4615707397461,105.97826385498048,103.81582641601562,-0.004875463103843902,0.015852537908194853
19,19,19,19,2019-03-05,105.16495513916016,105.62423706054688,104.22726440429688,-0.004348262616310716,0.008996597389584915
20,20,20,20,2019-03-06,104.65784454345705,106.16004943847656,104.59085083007812,-0.014150378630805927,0.0006405312974053778
21,21,21,21,2019-03-07,104.01676177978516,104.0454559326172,104.60043334960938,-0.0002757847767097532,-0.005580011010789976
22,22,22,22,2019-03-08,103.84452056884766,104.7822265625,103.46179962158205,-0.00894909398678434,0.0036991522345970473
23,23,23,23,2019-03-11,105.66907501220705,105.69122314453124,105.71989440917967,-0.00020955507624231817,-0.00048069852184995376
24,24,24,24,2019-03-12,106.67733764648438,105.4615707397461,105.97826385498048,0.011528056127084518,0.006596388410933907
25,25,25,25,2019-03-13,107.1382827758789,105.16495513916016,105.62423706054688,0.018764118085797143,0.014334264156285803
26,26,26,26,2019-03-14,105.9379425048828,104.65784454345705,106.16004943847656,0.012231266246785832,-0.0020921894325461876
27,27,27,27,2019-03-15,106.6101303100586,104.01676177978516,104.0454559326172,0.024932217518594646,0.024649556815843576
28,28,28,28,2019-03-18,108.23300170898438,103.84452056884766,104.7822265625,0.04226011267707874,0.032932828970055006
29,29,29,29,2019-03-19,108.92440795898438,105.66907501220705,105.69122314453124,0.030806865172249065,0.03059085436102671
30,30,30,30,2019-03-20,107.98332214355467,106.67733764648438,105.4615707397461,0.012242379927011049,0.023911566897023118
31,31,31,31,2019-03-21,110.43205261230467,107.1382827758789,105.16495513916016,0.030743164358121744,0.050084150810265626
32,32,32,32,2019-03-22,108.39625549316406,105.9379425048828,104.65784454345705,0.023205217414600687,0.03572031285389898
33,33,33,33,2019-03-25,107.90652465820312,106.6101303100586,104.01676177978516,0.012160142233896387,0.037395539063723504
34,34,34,34,2019-03-26,108.85719299316406,108.23300170898438,103.84452056884766,0.00576710683732129,0.04827093809916594
35,35,35,35,2019-03-27,110.355224609375,108.92440795898438,105.66907501220705,0.013135868050156319,0.04434740813834703
36,36,36,36,2019-03-28,112.14132690429688,107.98332214355467,106.67733764648438,0.03850599035297764,0.051219775243355636
37,37,37,37,2019-03-29,113.79302978515624,110.43205261230467,107.1382827758789,0.030434797627560073,0.062113623971352006
38,38,38,38,2019-04-01,114.77251434326172,108.39625549316406,105.9379425048828,0.05882360807657028,0.08339384010569884
39,39,39,39,2019-04-02,115.4543228149414,107.90652465820312,106.6101303100586,0.06994756045240202,0.08295827497031372
40,40,40,40,2019-04-03,117.48047637939452,108.85719299316406,108.23300170898438,0.07921647756223127,0.08544043428893011
41,41,41,41,2019-04-04,118.2199249267578,110.355224609375,108.92440795898438,0.07126713162173814,0.08533915530919067
42,42,42,42,2019-04-05,118.8633041381836,112.14132690429688,107.98332214355467,0.05994201619910711,0.10075613324958566
43,43,43,43,2019-04-08,118.3735580444336,113.79302978515624,110.43205261230467,0.04025315318456224,0.07191304738316573
44,44,44,44,2019-04-09,117.65335083007812,114.77251434326172,108.39625549316406,0.025100404075843352,0.08540050848433456
45,45,45,45,2019-04-10,118.2295150756836,115.4543228149414,107.90652465820312,0.024037144674006417,0.09566604475659668
46,46,46,46,2019-04-11,119.53548431396484,117.48047637939452,108.85719299316406,0.01749233573018416,0.09809449451329644
47,47,47,47,2019-04-12,120.09245300292967,118.2199249267578,110.355224609375,0.01583936106652062,0.08823531851819055
48,48,48,48,2019-04-15,121.15835571289062,118.8633041381836,112.14132690429688,0.019308327253287016,0.08040772351738812
49,49,49,49,2019-04-16,121.2543716430664,118.3735580444336,113.79302978515624,0.024336630969151507,0.06556941028811125
50,50,50,50,2019-04-17,120.47655487060548,117.65335083007812,114.77251434326172,0.023995950991695825,0.04969866313361493
51,51,51,51,2019-04-18,120.70702362060548,118.2295150756836,115.4543228149414,0.020955076601100187,0.04549592148302217
52,52,52,52,2019-04-22,119.86199188232422,119.53548431396484,117.48047637939452,0.002731469824489796,0.02027158534188067
53,53,53,53,2019-04-23,120.16927337646484,120.09245300292967,118.2199249267578,0.0006396769456720186,0.01648917008630102
54,54,54,54,2019-04-24,120.43814849853516,121.15835571289062,118.8633041381836,-0.005944346224557084,0.013249205646519213
55,55,55,55,2019-04-25,119.57389068603516,121.2543716430664,118.3735580444336,-0.013859137070769245,0.010140209193939986
56,56,56,56,2019-04-26,120.28450012207033,120.47655487060548,117.65335083007812,-0.001594125502189403,0.022363572932081244
57,57,57,57,2019-04-29,121.14877319335938,120.70702362060548,118.2295150756836,0.0036596840805416253,0.02469144964188552
58,58,58,58,2019-04-30,120.94708251953124,119.86199188232422,119.53548431396484,0.00905283334747442,0.01180903071307915
59,59,59,59,2019-05-01,119.52588653564452,120.16927337646484,120.09245300292967,-0.005354004586552885,-0.0047177524741820465
60,60,60,60,2019-05-02,118.40235137939452,120.43814849853516,121.15835571289062,-0.016903258182895398,-0.022747125588490347
61,61,61,61,2019-05-03,119.23779296875,119.57389068603516,121.2543716430664,-0.0028107951941418463,-0.0166309770690376
62,62,62,62,2019-05-06,118.96892547607422,120.28450012207033,120.47655487060548,-0.010937191779996636,-0.012513882025847245
63,63,63,63,2019-05-07,116.41458892822266,121.14877319335938,120.70702362060548,-0.039077442885704916,-0.03556076990080037
64,64,64,64,2019-05-08,115.2334213256836,120.94708251953124,119.86199188232422,-0.04724100056671454,-0.03861583212453845
65,65,65,65,2019-05-09,114.31156158447266,119.52588653564452,120.16927337646484,-0.04362506819488732,-0.048745503966236226
66,66,66,66,2019-05-10,114.65727996826172,118.40235137939452,120.43814849853516,-0.031630042541406445,-0.04799864994888847
67,67,67,67,2019-05-13,111.80522918701172,119.23779296875,119.57389068603516,-0.06233395970089972,-0.06496954690068246
68,68,68,68,2019-05-14,113.9754638671875,118.96892547607422,120.28450012207033,-0.041972822641749064,-0.05245094961096497
69,69,69,69,2019-05-15,114.00428009033205,116.41458892822266,121.14877319335938,-0.020704525610417468,-0.05897288857910565
70,70,70,70,2019-05-16,116.72186279296876,115.2334213256836,120.94708251953124,0.012916751495890999,-0.03493444933556089
71,71,71,71,2019-05-17,116.30896759033205,114.31156158447266,119.52588653564452,0.01747335071075362,-0.026913993600483632
72,72,72,72,2019-05-20,116.4626007080078,114.65727996826172,118.40235137939452,0.015745365145988233,-0.01638270396481578
73,73,73,73,2019-05-21,117.90300750732422,111.80522918701172,119.23779296875,0.054539294491432244,-0.011194315394411958
74,74,74,74,2019-05-22,118.92091369628906,113.9754638671875,118.96892547607422,0.04339047775110938,-0.00040356571762778515
75,75,75,75,2019-05-23,116.61859130859376,114.00428009033205,116.41458892822266,0.022931693583699175,0.0017523781361878932
76,76,76,76,2019-05-24,117.25437927246094,116.72186279296876,115.2334213256836,0.004562268513797596,0.017537949698338995
77,77,77,77,2019-05-28,118.87273406982422,116.30896759033205,114.31156158447266,0.0220427240702743,0.039901235029328186
78,78,78,78,2019-05-29,117.85161590576172,116.4626007080078,114.65727996826172,0.011926705992393538,0.027859861479220704
79,79,79,79,2019-05-30,118.63190460205078,117.90300750732422,111.80522918701172,0.0061821755876863005,0.06105864157409302
80,80,80,80,2019-05-31,116.4644546508789,118.92091369628906,113.9754638671875,-0.020656240934068815,0.021837952654369275
81,81,81,81,2019-06-03,116.1080551147461,116.61859130859376,114.00428009033205,-0.004377828510178983,0.018453474051562946
82,82,82,82,2019-06-04,119.63377380371094,117.25437927246094,116.72186279296876,0.020292585624636317,0.024947434362892817
83,83,83,83,2019-06-05,123.3039779663086,118.87273406982422,116.30896759033205,0.03727721021274344,0.060141625541846766
84,84,84,84,2019-06-06,124.3636474609375,117.85161590576172,116.4626007080078,0.0552561923324244,0.06784192268502576
85,85,85,85,2019-06-07,125.39437103271484,118.63190460205078,117.90300750732422,0.05700377527738998,0.06353835821300202
86,86,86,86,2019-06-10,125.43292236328124,116.4644546508789,118.92091369628906,0.07700605080998124,0.05475915433700029
87,87,87,87,2019-06-11,123.93011474609376,116.1080551147461,116.61859130859376,0.06736879386720718,0.06269603633054
88,88,88,88,2019-06-12,126.1843032836914,119.63377380371094,117.25437927246094,0.0547548511737852,0.0761585543042298
89,89,89,89,2019-06-13,127.76412200927734,123.3039779663086,118.87273406982422,0.03617193959620213,0.07479753880507567
90,90,90,90,2019-06-14,127.19573211669922,124.3636474609375,117.85161590576172,0.02277260850403473,0.07928712847186903
91,91,91,91,2019-06-17,127.7352066040039,125.39437103271484,118.63190460205078,0.018667788290738674,0.07673569797677993
92,92,92,92,2019-06-18,127.88936614990234,125.43292236328124,116.4644546508789,0.019583724434855343,0.09809784052371562
93,93,93,93,2019-06-19,128.95858764648438,123.93011474609376,116.1080551147461,0.0405750685432098,0.11067735583925242
94,94,94,94,2019-06-20,130.02789306640625,126.1843032836914,119.63377380371094,0.030460126043360347,0.08688281688538435
95,95,95,95,2019-06-21,129.1512908935547,127.76412200927734,123.3039779663086,0.010857264640981246,0.047421932557957014
