,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,KMB,KMB_6m,KMB_12m,KMB_6m_ret,KMB_12m_ret
52,52,52,52,2019-04-22,111.11427307128906,104.56256103515624,103.88009643554688,0.06265829730327654,0.069639679630358
53,53,53,53,2019-04-23,107.16446685791016,105.08297729492188,104.06777954101562,0.01980805660983931,0.029756446525065483
54,54,54,54,2019-04-24,106.12371826171876,104.92941284179688,104.00807189941406,0.0113819889731257,0.020341174715273524
55,55,55,55,2019-04-25,105.79100036621094,105.202392578125,103.76919555664062,0.005595003817511435,0.01948367045465571
56,56,56,56,2019-04-26,107.266845703125,105.31328582763672,103.51327514648438,0.018549985029292726,0.03626173117727016
57,57,57,57,2019-04-29,106.84884643554688,105.39859008789062,103.78626251220705,0.0137597319513183,0.02950856740774932
58,58,58,58,2019-04-30,109.51898193359376,111.11427307128906,104.56256103515624,-0.014357211666873648,0.047401487199334014
59,59,59,59,2019-05-01,107.0365219116211,107.16446685791016,105.08297729492188,-0.00119391203110919,0.01859049550163072
60,60,60,60,2019-05-02,108.56353759765624,106.12371826171876,104.92941284179688,0.02299033030411235,0.03463399496324793
61,61,61,61,2019-05-03,108.76827239990234,105.79100036621094,105.202392578125,0.028142961342506823,0.03389542513616561
62,62,62,62,2019-05-06,109.1095199584961,107.266845703125,105.31328582763672,0.0171784137334563,0.036047058080331595
63,63,63,63,2019-05-07,107.64220428466795,106.84884643554688,105.39859008789062,0.007425048333110862,0.02128694695921829
64,64,64,64,2019-05-08,108.24790954589844,109.51898193359376,111.11427307128906,-0.011605955107088506,-0.025796537619893423
65,65,65,65,2019-05-09,107.82989501953124,107.0365219116211,107.16446685791016,0.00741217197402233,0.006209410461616605
66,66,66,66,2019-05-10,108.71710968017578,108.56353759765624,106.12371826171876,0.001414582519304819,0.02443743454277847
67,67,67,67,2019-05-13,109.21189880371094,108.76827239990234,105.79100036621094,0.004078637952228625,0.03233638424495533
68,68,68,68,2019-05-14,108.8109359741211,109.1095199584961,107.266845703125,-0.0027365530018698125,0.014394851091916738
69,69,69,69,2019-05-15,109.76638793945312,107.64220428466795,106.84884643554688,0.019733743552553085,0.027305315885334913
70,70,70,70,2019-05-16,109.80905151367188,108.24790954589844,109.51898193359376,0.01442191331289866,0.002648578127342205
71,71,71,71,2019-05-17,109.9881820678711,107.82989501953124,107.0365219116211,0.020015664931779087,0.027576196456450264
72,72,72,72,2019-05-20,110.9948272705078,108.71710968017578,108.56353759765624,0.020950865940353003,0.022395085188381403
73,73,73,73,2019-05-21,110.96924591064452,109.21189880371094,108.76827239990234,0.016091168876132267,0.020235436880434943
74,74,74,74,2019-05-22,111.73702239990234,108.8109359741211,109.1095199584961,0.02689147372537226,0.02408133078035468
75,75,75,75,2019-05-23,111.6772918701172,109.76638793945312,107.64220428466795,0.0174088258394558,0.037486110696675734
76,76,76,76,2019-05-24,111.43843841552734,109.80905151367188,108.24790954589844,0.014838366049019225,0.029474276990781867
77,77,77,77,2019-05-28,109.72372436523438,109.9881820678711,107.82989501953124,-0.0024044192536387676,0.017563119628003943
78,78,78,78,2019-05-29,109.5531234741211,110.9948272705078,108.71710968017578,-0.012988927789158167,0.0076898088663752695
79,79,79,79,2019-05-30,111.0886688232422,110.96924591064452,109.21189880371094,0.0010761802661418685,0.017184666140677818
80,80,80,80,2019-05-31,109.10098266601562,111.73702239990234,108.8109359741211,-0.02359146214271257,0.002665602398306044
81,81,81,81,2019-06-03,111.7796630859375,111.6772918701172,109.76638793945312,0.0009166699344693718,0.018341453921166595
82,82,82,82,2019-06-04,112.12088012695312,111.43843841552734,109.80905151367188,0.0061239346237167425,0.02105316985634298
83,83,83,83,2019-06-05,113.8867645263672,109.72372436523438,109.9881820678711,0.0379411124186364,0.03544546682379379
84,84,84,84,2019-06-06,114.84107208251952,109.5531234741211,110.9948272705078,0.04826835092152848,0.03465246900774899
85,85,85,85,2019-06-07,115.98451232910156,111.0886688232422,110.96924591064452,0.04407149313895675,0.04519510227631418
86,86,86,86,2019-06-10,115.81256103515624,109.10098266601562,111.73702239990234,0.06151712115816932,0.03647438018052518
87,87,87,87,2019-06-11,115.7266082763672,111.7796630859375,111.6772918701172,0.03531004729720144,0.03625908489041296
88,88,88,88,2019-06-12,117.1880874633789,112.12088012695312,111.43843841552734,0.04519414520014697,0.05159484581444418
89,89,89,89,2019-06-13,118.0564193725586,113.8867645263672,109.72372436523438,0.036612286454287934,0.0759425097491897
90,90,90,90,2019-06-14,118.34009552001952,114.84107208251952,109.5531234741211,0.030468397534514136,0.08020740776025526
91,91,91,91,2019-06-17,117.95325469970705,115.98451232910156,111.0886688232422,0.01697418328594824,0.06179375402713094
92,92,92,92,2019-06-18,116.99038696289062,115.81256103515624,109.10098266601562,0.010170105187267575,0.07231286193843345
93,93,93,93,2019-06-19,116.81842803955078,115.7266082763672,111.7796630859375,0.009434474745654065,0.04507765379234874
94,94,94,94,2019-06-20,117.1880874633789,117.1880874633789,112.12088012695312,0.0,0.04519414520014697
95,95,95,95,2019-06-21,116.56910705566406,118.0564193725586,113.8867645263672,-0.012598318031321276,0.02355271519436175
96,96,96,96,2019-06-24,118.46046447753906,118.34009552001952,114.84107208251952,0.0010171443329549668,0.0315165326253557
97,97,97,97,2019-06-25,117.63516235351562,117.95325469970705,115.98451232910156,-0.00269676616386072,0.014231641718942756
98,98,98,98,2019-06-26,114.69493865966795,116.99038696289062,115.81256103515624,-0.01962082836729817,-0.009650269068387285
99,99,99,99,2019-06-27,115.13336944580078,116.81842803955078,115.7266082763672,-0.014424595691182374,-0.005126209429293094
100,100,100,100,2019-06-28,114.58316040039062,117.1880874633789,117.1880874633789,-0.022228599505067614,-0.022228599505067614
101,101,101,101,2019-07-01,116.42293548583984,116.56910705566406,118.0564193725586,-0.0012539477526787302,-0.013836468151417147
102,102,102,102,2019-07-02,116.98177337646484,118.46046447753906,118.34009552001952,-0.012482570514946723,-0.01147812275785165
103,103,103,103,2019-07-03,118.94190979003906,117.63516235351562,117.95325469970705,0.011108476499538611,0.00838175337212177
104,104,104,104,2019-07-05,117.83289337158205,114.69493865966795,116.99038696289062,0.02735913849891225,0.007201501170849722
105,105,105,105,2019-07-08,119.06226348876952,115.13336944580078,116.81842803955078,0.03412472041668391,0.019207889430416403
106,106,106,106,2019-07-09,117.66954040527344,114.58316040039062,117.1880874633789,0.02693572069489103,0.004108377842116262
107,107,107,107,2019-07-10,118.46907043457033,116.42293548583984,116.56910705566406,0.017575015955334283,0.016299030050894947
108,108,108,108,2019-07-11,118.1423797607422,116.98177337646484,118.46046447753906,0.009921258250568332,-0.002685155070088152
109,109,109,109,2019-07-12,119.29439544677734,118.94190979003906,117.63516235351562,0.0029635109891921196,0.01410490758091032
110,110,110,110,2019-07-15,119.71565246582033,117.83289337158205,114.69493865966795,0.015978213216754966,0.043774501864029425
111,111,111,111,2019-07-16,119.08805847167967,119.06226348876952,115.13336944580078,0.0002166512054644354,0.03434876478396265
112,112,112,112,2019-07-17,118.6668472290039,117.66954040527344,114.58316040039062,0.008475488391435748,0.03563950247439118
113,113,113,113,2019-07-18,118.24555206298828,118.46907043457033,116.42293548583984,-0.001886723435594928,0.015655133325255477
114,114,114,114,2019-07-19,116.69805908203124,118.1423797607422,116.98177337646484,-0.01222525465997848,-0.0024252863180709294
115,115,115,115,2019-07-22,115.4256820678711,119.29439544677734,118.94190979003906,-0.032429967597532805,-0.0295625631736951
116,116,116,116,2019-07-23,116.1048355102539,119.71565246582033,117.83289337158205,-0.030161611127645482,-0.014665326564448966
117,117,117,117,2019-07-24,115.76097106933594,119.08805847167967,119.06226348876952,-0.027938043873097063,-0.027727445478516133
118,118,118,118,2019-07-25,116.39717864990234,118.6668472290039,117.66954040527344,-0.019126391507828133,-0.010813008625587095
119,119,119,119,2019-07-26,117.92745208740234,118.24555206298828,118.46907043457033,-0.002690164408184148,-0.004571812247544549
120,120,120,120,2019-07-29,118.85595703125,116.69805908203124,118.1423797607422,0.018491292538995063,0.0060399771187351625
121,121,121,121,2019-07-30,118.8989486694336,115.4256820678711,119.29439544677734,0.03009093417806441,-0.0033148814398424875
122,122,122,122,2019-07-31,116.62068176269533,116.1048355102539,119.71565246582033,0.004442935129914227,-0.02585268207938507
123,123,123,123,2019-08-01,116.26819610595705,115.76097106933594,119.08805847167967,0.004381658446155345,-0.02367880039284731
124,124,124,124,2019-08-02,116.80982208251952,116.39717864990234,118.6668472290039,0.003545132600321077,-0.01564906450156789
125,125,125,125,2019-08-05,114.8840560913086,117.92745208740234,118.24555206298828,-0.025807358186948126,-0.028428096558668403
126,126,126,126,2019-08-06,115.64920806884766,118.85595703125,116.69805908203124,-0.026980128236729572,-0.008987733141699539
127,127,127,127,2019-08-07,117.0333480834961,118.8989486694336,115.4256820678711,-0.015690639882143143,0.013928148284016117
128,128,128,128,2019-08-08,119.1052703857422,116.62068176269533,116.1048355102539,0.02130487136151915,0.025842462652843734
129,129,129,129,2019-08-09,118.95911407470705,116.26819610595705,115.76097106933594,0.02314405881293391,0.027627126619865328
130,130,130,130,2019-08-12,118.75279998779295,116.80982208251952,116.39717864990234,0.016633686025999017,0.02023778724891434
131,131,131,131,2019-08-13,119.86181640625,114.8840560913086,117.92745208740234,0.04332855649686618,0.016403002732680028
132,132,132,132,2019-08-14,117.5320053100586,115.64920806884766,118.85595703125,0.016280243268852246,-0.011139128018996192
133,133,133,133,2019-08-15,119.73289489746094,117.0333480834961,118.8989486694336,0.023066475138683318,0.007013907501788763
134,134,134,134,2019-08-16,120.9794464111328,119.1052703857422,116.62068176269533,0.01573545838333401,0.0373755716615245
135,135,135,135,2019-08-19,122.71609497070312,118.95911407470705,116.26819610595705,0.03158211899288932,0.05545711622523153
136,136,136,136,2019-08-20,120.48941802978516,118.75279998779295,116.80982208251952,0.014623807120090815,0.0315007409622301
137,137,137,137,2019-08-21,122.00251770019533,119.86181640625,114.8840560913086,0.01785974347902264,0.061962136880239216
138,138,138,138,2019-08-22,121.89075469970705,117.5320053100586,115.64920806884766,0.037085637891991485,0.05396964436750573
139,139,139,139,2019-08-23,118.99349975585938,119.73289489746094,117.0333480834961,-0.006175371790975048,0.016748659287819656
140,140,140,140,2019-08-26,120.57538604736328,120.9794464111328,119.1052703857422,-0.0033399091809064307,0.012342994200507329
141,141,141,141,2019-08-27,121.3405532836914,122.71609497070312,118.95911407470705,-0.011209138355813164,0.02001897229571492
142,142,142,142,2019-08-28,122.03689575195312,120.48941802978516,118.75279998779295,0.012843266632638572,0.027654891206756904
143,143,143,143,2019-08-29,121.9423370361328,122.00251770019533,119.86181640625,-0.0004932739520213669,0.01735765978075321
144,144,144,144,2019-08-30,121.31476593017578,121.89075469970705,117.5320053100586,-0.004725450842849255,0.03218494069030786
145,145,145,145,2019-09-03,121.65863037109376,118.99349975585938,119.73289489746094,0.022397279016941996,0.016083595700931097
146,146,146,146,2019-09-04,122.66449737548828,120.57538604736328,120.9794464111328,0.01732618402983488,0.013928406967817164
147,147,147,147,2019-09-05,120.7853546142578,121.3405532836914,122.71609497070312,-0.0045755409416633475,-0.015733391426008714
148,148,148,148,2019-09-06,119.5470199584961,122.03689575195312,120.48941802978516,-0.020402647724814704,-0.007821417736917802
149,149,149,149,2019-09-09,115.40768432617188,121.9423370361328,122.00251770019533,-0.05358805537755629,-0.05405489573772049
150,150,150,150,2019-09-10,113.57180786132812,121.31476593017578,121.89075469970705,-0.0638253555490863,-0.06824920281176106
151,151,151,151,2019-09-11,114.22996520996094,121.65863037109376,118.99349975585938,-0.06106155509455646,-0.04003188876427577
152,152,152,152,2019-09-12,115.67613220214844,122.66449737548828,120.57538604736328,-0.056971375767739585,-0.04063228827888943
153,153,153,153,2019-09-13,114.6629409790039,120.7853546142578,121.3405532836914,-0.050688377368320325,-0.05503199156406846
154,154,154,154,2019-09-16,111.5194854736328,119.5470199584961,122.03689575195312,-0.06714959927608621,-0.08618221738200849
155,155,155,155,2019-09-17,114.23863983154295,115.40768432617188,121.9423370361328,-0.010129693715410615,-0.06317491850518786
156,156,156,156,2019-09-18,115.25179290771484,113.57180786132812,121.31476593017578,0.014792271762002596,-0.0499772057916722
157,157,157,157,2019-09-19,116.14376068115234,114.22996520996094,121.65863037109376,0.01675388299098013,-0.04533069025287795
158,158,158,158,2019-09-20,116.94046783447266,115.67613220214844,122.66449737548828,0.010929961161864732,-0.04666410953035416
159,159,159,159,2019-09-23,118.49053955078124,114.6629409790039,120.7853546142578,0.033381304710108584,-0.018999116828404605
160,160,160,160,2019-09-24,119.33051300048828,111.5194854736328,119.5470199584961,0.07004181819599853,-0.001811061104517564
161,161,161,161,2019-09-25,119.13996887207033,114.23863983154295,115.40768432617188,0.04290430144962243,0.032340000301453564
162,162,162,162,2019-09-26,121.33090209960938,115.25179290771484,113.57180786132812,0.05274633078170199,0.06831884060307591
163,163,163,163,2019-09-27,123.01952362060548,116.14376068115234,114.22996520996094,0.05920045036538002,0.07694617077479493
164,164,164,164,2019-09-30,123.01091766357422,116.94046783447266,115.67613220214844,0.051910599824982695,0.06340794182682363
165,165,165,165,2019-10-01,122.67315673828124,118.49053955078124,114.6629409790039,0.03529916568324398,0.06985880259903765
166,166,166,166,2019-10-02,121.05379486083984,119.33051300048828,111.5194854736328,0.014441250749877454,0.08549456040542158
167,167,167,167,2019-10-03,120.99319458007812,119.13996887207033,114.23863983154295,0.015555029311764779,0.05912670842803691
168,168,168,168,2019-10-04,122.6212158203125,121.33090209960938,115.25179290771484,0.010634666835690476,0.06394193727206088
169,169,169,169,2019-10-07,121.3742218017578,123.01952362060548,116.14376068115234,-0.01337431466505945,0.04503437024882073
170,170,170,170,2019-10-08,118.73300170898438,123.01091766357422,116.94046783447266,-0.03477671767549628,0.015328601875007175
171,171,171,171,2019-10-09,118.94083404541016,122.67315673828124,118.49053955078124,-0.03042493396362056,0.003800256934739732
172,172,172,172,2019-10-10,119.4084701538086,121.05379486083984,119.33051300048828,-0.013591682184954768,0.0006532876743770011
173,173,173,173,2019-10-11,119.18333435058594,120.99319458007812,119.13996887207033,-0.014958363863137314,0.00036398766028034046
174,174,174,174,2019-10-14,116.99242401123048,122.6212158203125,121.33090209960938,-0.04590389820738994,-0.035757404035594464
175,175,175,175,2019-10-15,115.9272689819336,121.3742218017578,123.01952362060548,-0.04487734494990858,-0.05765145588227549
176,176,176,176,2019-10-16,116.64601135253906,118.73300170898438,123.01091766357422,-0.017577171691157467,-0.05174261302921668
177,177,177,177,2019-10-17,117.44271850585938,118.94083404541016,122.67315673828124,-0.01259546859221472,-0.04263718625567625
178,178,178,178,2019-10-18,118.82827758789062,119.4084701538086,121.05379486083984,-0.00485888953413971,-0.018384531236774637
179,179,179,179,2019-10-21,120.53421020507812,119.18333435058594,120.99319458007812,0.011334435824043032,-0.0037934726543337183
180,180,180,180,2019-10-22,112.03907012939452,116.99242401123048,122.6212158203125,-0.04233909950750725,-0.08629946800091204
181,181,181,181,2019-10-23,116.29096221923828,115.9272689819336,121.3742218017578,0.0031372535599141216,-0.0418808830001981
182,182,182,182,2019-10-24,117.07036590576172,116.64601135253906,118.73300170898438,0.003637968828099414,-0.014003148065756754
183,183,183,183,2019-10-25,116.21302795410156,117.44271850585938,118.94083404541016,-0.010470555922089453,-0.022934142956044457
184,184,184,184,2019-10-28,114.2039794921875,118.82827758789062,119.4084701538086,-0.038915805139755455,-0.043585607075589006
185,185,185,185,2019-10-29,115.1219253540039,120.53421020507812,119.18333435058594,-0.04490247907100986,-0.03407698751433752
186,186,186,186,2019-10-30,115.75408172607422,112.03907012939452,116.99242401123048,0.03315817948497091,-0.010584807483238312
187,187,187,187,2019-10-31,115.06997680664062,116.29096221923828,115.9272689819336,-0.010499400721233898,-0.007395086443609533
188,188,188,188,2019-11-01,114.34252166748048,117.07036590576172,116.64601135253906,-0.023300894442211506,-0.01974769354175987
189,189,189,189,2019-11-04,112.02174377441406,116.21302795410156,117.44271850585938,-0.03606552770781302,-0.04615845750517822
190,190,190,190,2019-11-05,112.89637756347656,114.2039794921875,118.82827758789062,-0.011449705470205518,-0.04991993610297485
191,191,191,191,2019-11-06,114.06541442871094,115.1219253540039,120.53421020507812,-0.009177321540133732,-0.05366771612275978
192,192,192,192,2019-11-07,114.10005950927734,115.75408172607422,112.03907012939452,-0.014289104903540517,0.018395273876359086
193,193,193,193,2019-11-08,113.84027862548828,115.06997680664062,116.29096221923828,-0.010686524976177614,-0.02107372358936921
194,194,194,194,2019-11-11,113.61512756347656,114.34252166748048,117.07036590576172,-0.006361536315590888,-0.02951420127162263
195,195,195,195,2019-11-12,113.74502563476562,112.02174377441406,116.21302795410156,0.015383458624085078,-0.0212368816369769
196,196,196,196,2019-11-13,114.67160034179688,112.89637756347656,114.2039794921875,0.015724355525244205,0.004094610815565947
197,197,197,197,2019-11-14,114.6456298828125,114.06541442871094,115.1219253540039,0.0050866904487003595,-0.00413731328525635
198,198,198,198,2019-11-15,113.98751068115234,114.10005950927734,115.75408172607422,-0.000986404640006766,-0.015261414704168863
199,199,199,199,2019-11-18,114.75820922851562,113.84027862548828,115.06997680664062,0.008063320066592272,-0.0027093737808679963
200,200,200,200,2019-11-19,115.1219253540039,113.61512756347656,114.34252166748048,0.013262298981141285,0.006816394068953624
201,201,201,201,2019-11-20,116.55943298339844,113.74502563476562,112.02174377441406,0.024743124659093674,0.040507218117602495
202,202,202,202,2019-11-21,115.48562622070312,114.67160034179688,112.89637756347656,0.007098757464619965,0.0229347363760255
203,203,203,203,2019-11-22,115.63282775878906,114.6456298828125,114.06541442871094,0.008610863553941472,0.013741354800036465
204,204,204,204,2019-11-25,115.47697448730467,113.98751068115234,114.10005950927734,0.013066903534008079,0.012067609639724752
205,205,205,205,2019-11-26,116.53346252441406,114.75820922851562,113.84027862548828,0.015469510267134057,0.023657565946283432
206,206,206,206,2019-11-27,117.99693298339844,115.1219253540039,113.61512756347656,0.024973588832481575,0.03856709501535138
207,207,207,207,2019-11-29,118.06619262695312,116.55943298339844,113.74502563476562,0.012926964424829546,0.03798994257615029
208,208,208,208,2019-12-02,118.03156280517578,115.48562622070312,114.67160034179688,0.02204548451429922,0.02930073752667628
209,209,209,209,2019-12-03,117.79773712158205,115.63282775878906,114.6456298828125,0.01872227294578499,0.027494351437482134
210,210,210,210,2019-12-04,119.06207275390624,115.47697448730467,113.98751068115234,0.031046001010319957,0.04451857964464656
211,211,211,211,2019-12-05,119.11441802978516,116.53346252441406,114.75820922851562,0.022147762964053186,0.03795988827775365
212,212,212,212,2019-12-06,119.51577758789062,117.99693298339844,115.1219253540039,0.012871899006950294,0.03816694535272469
213,213,213,213,2019-12-09,119.51577758789062,118.06619262695312,116.55943298339844,0.012277731064959996,0.02536340928248393
214,214,214,214,2019-12-10,118.76539611816406,118.03156280517578,115.48562622070312,0.006217263378945237,0.02839981047678619
215,215,215,215,2019-12-11,119.44596862792967,117.79773712158205,115.63282775878906,0.013992047272066488,0.03297628314594925
216,216,216,216,2019-12-12,118.59093475341795,119.06207275390624,115.47697448730467,-0.003957078770685407,0.026966070768122075
217,217,217,217,2019-12-13,118.60836791992188,119.11441802978516,116.53346252441406,-0.004248437076162737,0.017805232510559987
218,218,218,218,2019-12-16,118.50364685058594,119.51577758789062,117.99693298339844,-0.008468595174058735,0.00429429693108041
219,219,219,219,2019-12-17,117.97145080566406,119.51577758789062,118.06619262695312,-0.012921530641348822,-0.0008024466545508702
220,220,220,220,2019-12-18,117.9540023803711,118.76539611816406,118.03156280517578,-0.006831903604191947,-0.0006571159693335993
221,221,221,221,2019-12-19,119.30638885498048,119.44596862792967,117.79773712158205,-0.0011685599317627915,0.012807136794498186
222,222,222,222,2019-12-20,120.41443634033205,118.59093475341795,119.06207275390624,0.015376399475268698,0.011358475080650132
223,223,223,223,2019-12-23,119.50706481933594,118.60836791992188,119.11441802978516,0.007577010924058936,0.0032963833937600384
224,224,224,224,2019-12-24,119.73389434814452,118.50364685058594,119.51577758789062,0.010381515930136143,0.001825003900371991
225,225,225,225,2019-12-26,119.73389434814452,117.97145080566406,119.51577758789062,0.014939576740339966,0.001825003900371991
226,226,226,226,2019-12-27,120.4668197631836,117.9540023803711,118.76539611816406,0.02130336683878964,0.01432592068591032
227,227,227,227,2019-12-30,119.43724822998048,119.30638885498048,119.44596862792967,0.0010968345975088667,-7.300705121626727e-05
228,228,228,228,2019-12-31,120.01309204101562,120.41443634033205,118.59093475341795,-0.0033330247727281215,0.011992124782174152
229,229,229,229,2020-01-02,118.51241302490234,119.50706481933594,118.60836791992188,-0.008322953926926835,-0.0008090061156925676
230,230,230,230,2020-01-03,118.47750091552734,119.73389434814452,118.50364685058594,-0.010493214469112777,-0.00022063401214611478
231,231,231,231,2020-01-06,118.73924255371094,119.73389434814452,117.97145080566406,-0.008307186531004151,0.006508284358659466
232,232,232,232,2020-01-07,118.6345443725586,120.4668197631836,117.9540023803711,-0.0152097929888656,0.0057695540503401865
233,233,233,233,2020-01-08,119.78622436523438,119.43724822998048,119.30638885498048,0.0029218367002388224,0.004021876069328911
234,234,234,234,2020-01-09,121.67957305908205,120.01309204101562,120.41443634033205,0.013885826868762718,0.010506520291091226
235,235,235,235,2020-01-10,122.3514175415039,118.51241302490234,119.50706481933594,0.032393269351412846,0.023800707736131743
236,236,236,236,2020-01-13,122.9359893798828,118.47750091552734,119.73389434814452,0.03763152016123539,0.026743430080272024
237,237,237,237,2020-01-14,123.0145492553711,118.73924255371094,119.73389434814452,0.036005844485038185,0.02739955068769051
238,238,238,238,2020-01-15,124.03533935546876,118.6345443725586,120.4668197631836,0.045524640495516744,0.029622427148821906
239,239,239,239,2020-01-16,125.1434555053711,119.78622436523438,119.43724822998048,0.04472326570543084,0.04777577648476217
240,240,240,240,2020-01-17,126.0770034790039,121.67957305908205,120.01309204101562,0.03613943005689757,0.05052708279456608
241,241,241,241,2020-01-21,126.1555404663086,122.3514175415039,118.51241302490234,0.03109177646850103,0.0644922101096721
242,242,242,242,2020-01-22,125.98101806640624,122.9359893798828,118.47750091552734,0.02476922097331502,0.06333284457298594
243,243,243,243,2020-01-23,126.2078857421875,123.0145492553711,118.73924255371094,0.02595901465433359,0.0628995353840005
