,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,PEG,PEG_6m,PEG_12m,PEG_6m_ret,PEG_12m_ret
0,0,0,0,2019-02-05,46.23380279541016,,,,
1,1,1,1,2019-02-06,46.318016052246094,,,,
2,2,2,2,2019-02-07,46.89909362792969,,,,
3,3,3,3,2019-02-08,47.0591049194336,,,,
4,4,4,4,2019-02-11,47.14330673217773,,,,
5,5,5,5,2019-02-12,47.16016006469727,,,,
6,6,6,6,2019-02-13,47.15174102783203,46.23380279541016,,0.019854266292648415,
7,7,7,7,2019-02-14,47.10120391845703,46.318016052246094,,0.016908925143242604,
8,8,8,8,2019-02-15,47.42964172363281,46.89909362792969,,0.011312544756454823,
9,9,9,9,2019-02-19,47.34542846679688,47.0591049194336,,0.006084338999933658,
10,10,10,10,2019-02-20,47.673866271972656,47.14330673217773,,0.011254185940096528,
11,11,11,11,2019-02-21,47.926517486572266,47.16016006469727,,0.016250102222377105,
12,12,12,12,2019-02-22,48.25494384765625,47.15174102783203,46.23380279541016,0.023396862889390135,0.04371565672825706
13,13,13,13,2019-02-25,48.280216217041016,47.10120391845703,46.318016052246094,0.025031468423293957,0.04236364879233134
14,14,14,14,2019-02-26,48.27178955078125,47.42964172363281,46.89909362792969,0.01775572820169158,0.029269135428111603
15,15,15,15,2019-02-27,49.3160400390625,47.34542846679688,47.0591049194336,0.04162200313906972,0.04795958451595772
16,16,16,16,2019-02-28,49.526588439941406,47.673866271972656,47.14330673217773,0.038862427423008494,0.050553978347406936
17,17,17,17,2019-03-01,49.89713287353516,47.926517486572266,47.16016006469727,0.041117433318934804,0.05803569803586628
18,18,18,18,2019-03-04,50.17504501342773,48.25494384765625,47.15174102783203,0.0397907657261678,0.06411860770551714
19,19,19,19,2019-03-05,49.96450805664063,48.280216217041016,47.10120391845703,0.03488575593837395,0.060790466059861936
20,20,20,20,2019-03-06,49.82133483886719,48.27178955078125,47.42964172363281,0.03210043179476152,0.050426126538557936
21,21,21,21,2019-03-07,50.08449935913086,49.3160400390625,47.34542846679688,0.015582340339160838,0.05785291169674123
22,22,22,22,2019-03-08,49.98262023925781,49.526588439941406,47.673866271972656,0.009207817733487111,0.04842808330488735
23,23,23,23,2019-03-11,49.80435943603516,49.89713287353516,47.926517486572266,-0.001859293954527108,0.03918168996921212
24,24,24,24,2019-03-12,50.19485855102539,50.17504501342773,48.25494384765625,0.0003948882874416082,0.040201366920943116
25,25,25,25,2019-03-13,50.51743316650391,49.96450805664063,48.280216217041016,0.01106635752795726,0.0463381717141782
26,26,26,26,2019-03-14,50.62778472900391,49.82133483886719,48.27178955078125,0.016186838284139915,0.04880687457721433
27,27,27,27,2019-03-15,50.70418930053711,50.08449935913086,49.3160400390625,0.012372888804633275,0.028148027708126522
28,28,28,28,2019-03-18,50.602317810058594,49.98262023925781,49.526588439941406,0.012398260992208865,0.021720239653124418
29,29,29,29,2019-03-19,50.18635940551758,49.80435943603516,49.89713287353516,0.007670010694004192,0.0057964559349625855
30,30,30,30,2019-03-20,49.99111175537109,50.19485855102539,50.17504501342773,-0.004059116840566146,-0.00366583145082211
31,31,31,31,2019-03-21,50.491966247558594,50.51743316650391,49.96450805664063,-0.0005041213962986291,0.010556657344049647
32,32,32,32,2019-03-22,50.61929702758789,50.62778472900391,49.82133483886719,-0.00016764907770416837,0.016016475497926397
33,33,33,33,2019-03-25,50.57685470581055,50.70418930053711,50.08449935913086,-0.0025113229593676234,0.009830493525536887
34,34,34,34,2019-03-26,50.8654670715332,50.602317810058594,49.98262023925781,0.005200340080515176,0.017663076246290377
35,35,35,35,2019-03-27,50.32218551635742,50.18635940551758,49.80435943603516,0.0027064348250953607,0.010397203903150576
36,36,36,36,2019-03-28,49.90623092651367,49.99111175537109,50.19485855102539,-0.001697918407431609,-0.005750143198796298
37,37,37,37,2019-03-29,50.43254089355469,50.491966247558594,50.51743316650391,-0.0011769269137301697,-0.0016804549959896775
38,38,38,38,2019-04-01,49.69400787353516,50.61929702758789,50.62778472900391,-0.018279375818839205,-0.018443960376046342
39,39,39,39,2019-04-02,50.12694549560547,50.57685470581055,50.70418930053711,-0.008895555344871853,-0.011384538691865509
40,40,40,40,2019-04-03,49.94018173217773,50.8654670715332,50.602317810058594,-0.018190835406155403,-0.013085093856101015
41,41,41,41,2019-04-04,50.33916091918945,50.32218551635742,50.18635940551758,0.00033733437166616476,0.003044682170252777
42,42,42,42,2019-04-05,50.67871475219727,49.90623092651367,49.99111175537109,0.015478704990185888,0.013754505004628381
43,43,43,43,2019-04-08,50.29671478271485,50.43254089355469,50.491966247558594,-0.0026932236296901557,-0.003866980816045862
44,44,44,44,2019-04-09,50.59382247924805,49.69400787353516,50.61929702758789,0.01810710474395205,-0.0005032576474928163
45,45,45,45,2019-04-10,50.48348236083984,50.12694549560547,50.57685470581055,0.00711267885384359,-0.0018461477194228193
46,46,46,46,2019-04-11,50.53440856933594,49.94018173217773,50.8654670715332,0.011898772021795345,-0.006508511987743937
47,47,47,47,2019-04-12,50.84000778198242,50.33916091918945,50.32218551635742,0.009949447977430248,0.010290138639878377
48,48,48,48,2019-04-15,50.92489242553711,50.67871475219727,49.90623092651367,0.004857614770689578,0.020411509346867085
49,49,49,49,2019-04-16,49.87228012084961,50.29671478271485,50.43254089355469,-0.008438615995077003,-0.011109112544767319
50,50,50,50,2019-04-17,49.83831024169922,50.59382247924805,49.69400787353516,-0.014932894976629085,0.002903818273850778
51,51,51,51,2019-04-18,49.97414016723633,50.48348236083984,50.12694549560547,-0.010089284054592196,-0.0030483670380940797
52,52,52,52,2019-04-22,49.60911178588867,50.53440856933594,49.94018173217773,-0.01831023276304322,-0.0066293300265612976
53,53,53,53,2019-04-23,49.33747482299805,50.84000778198242,50.33916091918945,-0.029554144944817784,-0.019898744395033363
54,54,54,54,2019-04-24,49.82983016967773,50.92489242553711,50.67871475219727,-0.021503477056148745,-0.01675031789322834
55,55,55,55,2019-04-25,50.08449935913086,49.87228012084961,50.29671478271485,0.004255254377121043,-0.004219270075605852
56,56,56,56,2019-04-26,50.0335693359375,49.83831024169922,50.59382247924805,0.003917851413728579,-0.011073548426595803
57,57,57,57,2019-04-29,49.82983016967773,49.97414016723633,50.48348236083984,-0.0028876934565692514,-0.012947842751615535
58,58,58,58,2019-04-30,50.63628005981445,49.60911178588867,50.53440856933594,0.02070523411826053,0.002015883699098664
59,59,59,59,2019-05-01,49.89773941040039,49.33747482299805,50.84000778198242,0.011355761303397438,-0.018533993456939846
60,60,60,60,2019-05-02,50.288230895996094,49.82983016967773,50.92489242553711,0.00919932347265573,-0.012501971024719394
61,61,61,61,2019-05-03,50.288230895996094,50.08449935913086,49.87228012084961,0.004067756281327162,0.008340319996169354
62,62,62,62,2019-05-06,50.016578674316406,50.0335693359375,49.83831024169922,-0.0003395852394022514,0.0035769357298158777
63,63,63,63,2019-05-07,49.948673248291016,49.82983016967773,49.97414016723633,0.0023849786003407036,-0.0005096019433268317
64,64,64,64,2019-05-08,49.04036712646485,50.63628005981445,49.60911178588867,-0.0315171835582001,-0.011464520104260356
65,65,65,65,2019-05-09,49.48178863525391,49.89773941040039,49.33747482299805,-0.008336064520385489,0.002925034424108741
66,66,66,66,2019-05-10,50.34765625,50.288230895996094,49.82983016967773,0.0011816950595617826,0.010391889327316495
67,67,67,67,2019-05-13,50.90792465209961,50.288230895996094,50.08449935913086,0.012322838665475011,0.01644072125118745
68,68,68,68,2019-05-14,50.20334243774414,50.016578674316406,50.0335693359375,0.003734037160835202,0.003393183897529628
69,69,69,69,2019-05-15,50.39009475708008,49.948673248291016,49.82983016967773,0.008837502181385126,0.011243558035308743
70,70,70,70,2019-05-16,50.97582626342773,49.04036712646485,50.63628005981445,0.039466652685770764,0.0067055913904454645
71,71,71,71,2019-05-17,51.29840850830078,49.48178863525391,49.89773941040039,0.03671289828340196,0.028070792674195655
72,72,72,72,2019-05-20,51.24747085571289,50.34765625,50.288230895996094,0.017872025685662152,0.019074840029681184
73,73,73,73,2019-05-21,51.51912307739258,50.90792465209961,50.288230895996094,0.012005958393901173,0.024476744547688778
74,74,74,74,2019-05-22,51.799259185791016,50.20334243774414,50.016578674316406,0.03178905368752938,0.03564179235614162
75,75,75,75,2019-05-23,52.10485076904297,50.39009475708008,49.948673248291016,0.03402962467582893,0.04316786373951831
76,76,76,76,2019-05-24,51.9181022644043,50.97582626342773,49.04036712646485,0.018484761700716223,0.05868094605650831
77,77,77,77,2019-05-28,50.8315315246582,51.29840850830078,49.48178863525391,-0.009101198209044425,0.027277568710251776
78,78,78,78,2019-05-29,50.016578674316406,51.24747085571289,50.34765625,-0.024018593714840275,-0.006575828952983143
79,79,79,79,2019-05-30,49.80435943603516,51.51912307739258,50.90792465209961,-0.03328402229947658,-0.02167767049248459
80,80,80,80,2019-05-31,49.880767822265625,51.799259185791016,50.20334243774414,-0.03703704249213757,-0.006425361336818036
81,81,81,81,2019-06-03,50.39859008789063,52.10485076904297,50.39009475708008,-0.03274667628769179,0.00016859128468627027
82,82,82,82,2019-06-04,50.424049377441406,51.9181022644043,50.97582626342773,-0.028777108981258626,-0.01082428528249657
83,83,83,83,2019-06-05,51.27293395996094,50.8315315246582,51.29840850830078,0.008683634391157602,-0.0004965952956555997
84,84,84,84,2019-06-06,51.60660171508789,50.016578674316406,51.24747085571289,0.03178992012078519,0.0070077772303365204
85,85,85,85,2019-06-07,51.34138488769531,49.80435943603516,51.51912307739258,0.03086126333246364,-0.0034499459439607527
86,86,86,86,2019-06-10,51.22161102294922,49.880767822265625,51.799259185791016,0.02688096553487851,-0.011151668420004146
87,87,87,87,2019-06-11,50.79383087158203,50.39859008789063,52.10485076904297,0.007842298425454697,-0.025161187070126934
88,88,88,88,2019-06-12,51.4868278503418,50.424049377441406,51.9181022644043,0.02107681723348165,-0.008306821614282867
