,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,MU,MU_6m,MU_12m,MU_6m_ret,MU_12m_ret
244,244,244,244,2020-01-24,56.78247833251953,55.21939468383789,57.28385543823242,0.02830678709231016,-0.008752502810386309
245,245,245,245,2020-01-27,54.47224807739258,56.70384216308594,56.54654312133789,-0.0393552535518682,-0.03668296821424222
246,246,246,246,2020-01-28,55.51431655883789,56.684173583984375,56.340091705322266,-0.020638159669262857,-0.014656971997906165
247,247,247,247,2020-01-29,54.36411285400391,57.97200775146485,55.71092987060547,-0.06223512066251957,-0.02417509490022296
248,248,248,248,2020-01-30,54.09869003295898,58.16861724853516,56.477725982666016,-0.06996774907312542,-0.04212343730760704
249,249,249,249,2020-01-31,52.19150924682617,58.19811248779297,56.54654312133789,-0.10320958849355599,-0.07701680127760702
250,250,250,250,2020-02-03,52.86983871459961,56.78247833251953,55.21939468383789,-0.06890575636743812,-0.04254946985005559
251,251,251,251,2020-02-04,54.56072616577149,54.47224807739258,56.70384216308594,0.0016242782609816597,-0.03779489917368617
252,252,252,252,2020-02-05,55.80923461914063,55.51431655883789,56.684173583984375,0.0053124685411585215,-0.015435330702094796
253,253,253,253,2020-02-06,57.68691253662109,54.36411285400391,57.97200775146485,0.061121197572755914,-0.004917808195741835
254,254,254,254,2020-02-07,55.91737747192383,54.09869003295898,58.16861724853516,0.03361795706803328,-0.038701964789579546
255,255,255,255,2020-02-10,56.35976028442383,52.19150924682617,58.19811248779297,0.07986454305977242,-0.0315878320582087
256,256,256,256,2020-02-11,56.28111267089844,52.86983871459961,56.78247833251953,0.06452211769953498,-0.008829583990418444
257,257,257,257,2020-02-12,58.26693344116211,54.56072616577149,54.47224807739258,0.06792811488853867,0.06966272730984313
258,258,258,258,2020-02-13,58.32591247558594,55.80923461914063,55.51431655883789,0.045094290821579674,0.05064632136411373
259,259,259,259,2020-02-14,57.50996017456055,57.68691253662109,54.36411285400391,-0.0030674611325091083,0.05786624954231989
260,260,260,260,2020-02-18,56.77265167236328,55.91737747192383,54.09869003295898,0.015295320329872242,0.049427474820096906
261,261,261,261,2020-02-19,58.9747428894043,56.35976028442383,52.19150924682617,0.04639804342289189,0.12996814501950094
262,262,262,262,2020-02-20,58.001495361328125,56.28111267089844,52.86983871459961,0.03056767375033176,0.09706208249338677
263,263,263,263,2020-02-21,56.025508880615234,58.26693344116211,54.56072616577149,-0.03846820877934587,0.02684683320367287
264,264,264,264,2020-02-24,54.07902145385742,58.32591247558594,55.80923461914063,-0.0728131089848989,-0.031002273675507563
265,265,265,265,2020-02-25,51.21826934814453,57.50996017456055,57.68691253662109,-0.1094017594051323,-0.11213363489283812
266,266,266,266,2020-02-26,51.48370361328125,56.77265167236328,55.91737747192383,-0.09316013790591837,-0.07928973172729226
267,267,267,267,2020-02-27,49.72399520874024,58.9747428894043,56.35976028442383,-0.15685948301651842,-0.11773941269791943
268,268,268,268,2020-02-28,51.67049026489258,58.001495361328125,56.28111267089844,-0.10915244610497876,-0.08192130871623471
269,269,269,269,2020-03-02,53.666133880615234,56.025508880615234,58.26693344116211,-0.04211251351643397,-0.07896072933360665
270,270,270,270,2020-03-03,50.92334747314453,54.07902145385742,58.32591247558594,-0.05835301556640493,-0.12691726006926973
271,271,271,271,2020-03-04,54.35428237915039,51.21826934814453,57.50996017456055,0.061228406795425405,-0.05487184803869971
272,272,272,272,2020-03-05,52.81085586547852,51.48370361328125,56.77265167236328,0.02577810373096212,-0.0697835258734858
273,273,273,273,2020-03-06,50.59893798828125,49.72399520874024,58.9747428894043,0.01759598712589394,-0.14202359333435755
274,274,274,274,2020-03-09,45.192012786865234,51.67049026489258,58.001495361328125,-0.12538060786369454,-0.22084745392622196
275,275,275,275,2020-03-10,47.050025939941406,53.666133880615234,56.025508880615234,-0.12328273833535142,-0.16020350586729493
276,276,276,276,2020-03-11,42.9800910949707,50.92334747314453,54.07902145385742,-0.15598456842144692,-0.2052354140386362
277,277,277,277,2020-03-12,38.1531867980957,54.35428237915039,51.21826934814453,-0.2980647498580392,-0.2550863728182985
278,278,278,278,2020-03-13,42.26244354248047,52.81085586547852,51.48370361328125,-0.19973946928387798,-0.17911027031128302
279,279,279,279,2020-03-16,33.88663864135742,50.59893798828125,49.72399520874024,-0.33028952802911415,-0.31850531118623804
280,280,280,280,2020-03-17,36.74739456176758,45.192012786865234,51.67049026489258,-0.18686085669439423,-0.2888127367598149
281,281,281,281,2020-03-18,34.1029052734375,47.050025939941406,53.666133880615234,-0.27517775830837365,-0.3645358290704853
282,282,282,282,2020-03-19,35.67583084106445,42.9800910949707,50.92334747314453,-0.16994520178578576,-0.2994209412513812
283,283,283,283,2020-03-20,35.49888229370117,38.1531867980957,54.35428237915039,-0.06956966710122925,-0.3468981515370334
284,284,284,284,2020-03-23,37.60266876220703,42.26244354248047,52.81085586547852,-0.11025805395255062,-0.2879746380556729
285,285,285,285,2020-03-24,42.53770446777344,33.88663864135742,50.59893798828125,0.255294303987345,-0.1593162592142705
286,286,286,286,2020-03-25,41.78074264526367,36.74739456176758,45.192012786865234,0.13697156338623384,-0.07548391698528256
287,287,287,287,2020-03-26,44.031982421875,34.1029052734375,47.050025939941406,0.2911504773222704,-0.06414541666605855
288,288,288,288,2020-03-27,42.74415588378906,35.67583084106445,42.9800910949707,0.19812643114645145,-0.005489406959615528
289,289,289,289,2020-03-30,43.76655197143555,35.49888229370117,38.1531867980957,0.2328994363634196,0.14712703300632324
290,290,290,290,2020-03-31,41.34819412231445,37.60266876220703,42.26244354248047,0.09960796622690515,-0.021632668239995434
291,291,291,291,2020-04-01,39.21490859985352,42.53770446777344,33.88663864135742,-0.07811413214451346,0.15723807884542262
292,292,292,292,2020-04-02,40.39460372924805,41.78074264526367,36.74739456176758,-0.033176502576427014,0.0992508233842262
293,293,293,293,2020-04-03,40.52239990234375,44.031982421875,34.1029052734375,-0.07970530342934767,0.18823893675435177
294,294,294,294,2020-04-06,45.585243225097656,42.74415588378906,35.67583084106445,0.06646726979549711,0.27776262389457895
295,295,295,295,2020-04-07,45.75236892700195,43.76655197143555,35.49888229370117,0.04537293586349822,0.28883970341568
296,296,296,296,2020-04-08,47.472755432128906,41.34819412231445,37.60266876220703,0.14812161546153724,0.26248367455880994
297,297,297,297,2020-04-09,45.34931182861328,39.21490859985352,42.53770446777344,0.1564303844579833,0.0660968285905017
298,298,298,298,2020-04-13,45.38862609863281,40.39460372924805,41.78074264526367,0.12363092859774238,0.08635278420016634
299,299,299,299,2020-04-14,46.814090728759766,40.52239990234375,44.031982421875,0.1552645164545674,0.06318380762939757
300,300,300,300,2020-04-15,45.64423370361328,45.585243225097656,42.74415588378906,0.0012940696230210325,0.06784735269328568
301,301,301,301,2020-04-16,44.75944900512695,45.75236892700195,43.76655197143555,-0.0217020439632144,0.022686206451434154
302,302,302,302,2020-04-17,44.92658615112305,47.472755432128906,41.34819412231445,-0.05363432684344771,0.08654288548184597
303,303,303,303,2020-04-20,42.66551208496094,45.34931182861328,39.21490859985352,-0.059180605734329816,0.08799213381617577
304,304,304,304,2020-04-21,40.70918273925781,45.38862609863281,40.39460372924805,-0.1030972682276442,0.0077876493632240695
305,305,305,305,2020-04-22,43.166873931884766,46.814090728759766,40.52239990234375,-0.07790852583267993,0.06525956103078845
306,306,306,306,2020-04-23,43.02924728393555,45.64423370361328,45.585243225097656,-0.05729061937281965,-0.05607068780001301
307,307,307,307,2020-04-24,43.41265106201172,44.75944900512695,45.75236892700195,-0.030089689954873378,-0.051138726143847624
308,308,308,308,2020-04-27,44.5136947631836,44.92658615112305,47.472755432128906,-0.009190357499022306,-0.06233176570455934
309,309,309,309,2020-04-28,44.54318237304688,42.66551208496094,45.34931182861328,0.0440090882853319,-0.01777600195153939
310,310,310,310,2020-04-29,48.98669052124024,40.70918273925781,45.38862609863281,0.2033326936332729,0.07927238015066962
311,311,311,311,2020-04-30,47.07951736450195,43.166873931884766,46.814090728759766,0.09063995319167995,0.005669802224293141
312,312,312,312,2020-05-01,44.29741668701172,43.02924728393555,45.64423370361328,0.029472265566440115,-0.029506838155001103
313,313,313,313,2020-05-04,43.70756530761719,43.41265106201172,44.75944900512695,0.006793278880485865,-0.02350081872967824
314,314,314,314,2020-05-05,44.6414909362793,44.5136947631836,44.92658615112305,0.0028709405897573426,-0.006345801879643176
315,315,315,315,2020-05-06,45.30015563964844,44.54318237304688,42.66551208496094,0.016994144249998566,0.061751129329962406
316,316,316,316,2020-05-07,45.80152130126953,48.98669052124024,40.70918273925781,-0.0650211146349976,0.12509066061650342
317,317,317,317,2020-05-08,47.43343353271485,47.07951736450195,43.166873931884766,0.007517412837365844,0.0988387439767473
318,318,318,318,2020-05-11,47.384273529052734,44.29741668701172,43.02924728393555,0.06968480495943008,0.10121083960358024
319,319,319,319,2020-05-12,44.916748046875,43.70756530761719,43.41265106201172,0.027665296173499776,0.03464651312620348
320,320,320,320,2020-05-13,42.793304443359375,44.6414909362793,44.5136947631836,-0.04140064442645963,-0.03864856262722827
321,321,321,321,2020-05-14,44.9560775756836,45.30015563964844,44.54318237304688,-0.00759551615455567,0.009269548798259253
322,322,322,322,2020-05-15,43.65840530395508,45.80152130126953,48.98669052124024,-0.04679137147470802,-0.1087700589811198
323,323,323,323,2020-05-18,45.142860412597656,47.43343353271485,47.07951736450195,-0.04829026594790753,-0.04113587097569826
324,324,324,324,2020-05-19,44.35639572143555,47.384273529052734,44.29741668701172,-0.06390047967625179,0.0013314328201248227
325,325,325,325,2020-05-20,45.85066986083984,44.916748046875,43.70756530761719,0.020792284717277454,0.04903280560560441
326,326,326,326,2020-05-21,44.45470428466797,42.793304443359375,44.6414909362793,0.038823826832713904,-0.00418414904372133
327,327,327,327,2020-05-22,44.179447174072266,44.9560775756836,45.30015563964844,-0.017275315007272973,-0.02473961622761589
328,328,328,328,2020-05-26,45.0248908996582,43.65840530395508,45.80152130126953,0.031299484857256976,-0.016956432440374036
329,329,329,329,2020-05-27,48.61312103271485,45.142860412597656,47.43343353271485,0.07687285627006424,0.024870379648700203
330,330,330,330,2020-05-28,45.68355178833008,44.35639572143555,47.384273529052734,0.029920286472987057,-0.03589211386093938
331,331,331,331,2020-05-29,47.09918212890625,45.85066986083984,44.916748046875,0.027229967890452622,0.048588425852950534
332,332,332,332,2020-06-01,45.55575180053711,44.45470428466797,42.793304443359375,0.024767851537567998,0.06455326114939486
333,333,333,333,2020-06-02,46.027626037597656,44.179447174072266,44.9560775756836,0.04183345382850412,0.023835452728501627
334,334,334,334,2020-06-03,48.09208679199219,45.0248908996582,43.65840530395508,0.06812222819527736,0.10155390370237494
335,335,335,335,2020-06-04,50.35316467285156,48.61312103271485,45.142860412597656,0.03579370349346056,0.11541812398755114
336,336,336,336,2020-06-05,52.81085586547852,45.68355178833008,44.35639572143555,0.15601466607001258,0.19060295604580202
337,337,337,337,2020-06-08,52.79119873046875,47.09918212890625,45.85066986083984,0.1208517079125484,0.1513724639289662
338,338,338,338,2020-06-09,52.25050354003906,45.55575180053711,44.45470428466797,0.14695733194821337,0.17536500086583184
339,339,339,339,2020-06-10,51.582008361816406,46.027626037597656,44.179447174072266,0.12067496854349291,0.16755667309681743
340,340,340,340,2020-06-11,47.6988525390625,48.09208679199219,45.0248908996582,-0.008176693488691877,0.05938852012686602
341,341,341,341,2020-06-12,47.8659782409668,50.35316467285156,48.61312103271485,-0.04939483839882175,-0.015369159105115937
342,342,342,342,2020-06-15,48.40667343139648,52.81085586547852,45.68355178833008,-0.08339539971290222,0.05960836091912669
343,343,343,343,2020-06-16,50.15653991699219,52.79119873046875,47.09918212890625,-0.04990716022434161,0.06491318213802999
344,344,344,344,2020-06-17,50.09756088256836,52.25050354003906,45.55575180053711,-0.041204247071435884,0.09969781866222438
345,345,345,345,2020-06-18,49.62568664550781,51.582008361816406,46.027626037597656,-0.037926435562302796,0.07817176156274241
346,346,346,346,2020-06-19,49.969764709472656,47.6988525390625,48.09208679199219,0.047609366882576776,0.039043386193695406
347,347,347,347,2020-06-22,50.28434371948242,47.8659782409668,50.35316467285156,0.05052368231859994,-0.0013667652036625233
348,348,348,348,2020-06-23,48.99651718139648,48.40667343139648,52.81085586547852,0.012185174237100638,-0.07222641295187582
349,349,349,349,2020-06-24,47.472755432128906,50.15653991699219,52.79119873046875,-0.05350816641867395,-0.10074488600824805
350,350,350,350,2020-06-25,48.357513427734375,50.09756088256836,52.25050354003906,-0.03473317710841772,-0.07450626976870234
351,351,351,351,2020-06-26,47.66936492919922,49.62568664550781,51.582008361816406,-0.03942155461310237,-0.07585287112460559
352,352,352,352,2020-06-29,48.31819915771485,49.969764709472656,47.6988525390625,-0.03305129734670775,0.012984518194544492
353,353,353,353,2020-06-30,50.6480827331543,50.28434371948242,47.8659782409668,0.007233643451747929,0.05812279607410997
354,354,354,354,2020-07-01,48.85888671875,48.99651718139648,48.40667343139648,-0.0028089846087822057,0.009341961661431197
355,355,355,355,2020-07-02,48.98669052124024,47.472755432128906,50.15653991699219,0.031890609157410044,-0.023323965283251535
356,356,356,356,2020-07-06,50.05824279785156,48.357513427734375,50.09756088256836,0.03516990948384402,-0.0007848303195631123
357,357,357,357,2020-07-07,48.25920486450195,47.66936492919922,49.62568664550781,0.012373563947805755,-0.027535775792223882
358,358,358,358,2020-07-08,48.86872100830078,48.31819915771485,49.969764709472656,0.01139367485093934,-0.022034198231138613
359,359,359,359,2020-07-09,49.13414764404297,50.6480827331543,50.28434371948242,-0.029891261572282612,-0.022873840849071625
360,360,360,360,2020-07-10,49.84196853637695,48.85888671875,48.99651718139648,0.020120839496117426,0.017255335758874724
361,361,361,361,2020-07-13,48.62294769287109,48.98669052124024,47.472755432128906,-0.007425339913735063,0.024228470630625054
362,362,362,362,2020-07-14,48.86872100830078,50.05824279785156,48.357513427734375,-0.02376275560359531,0.010571419916583613
363,363,363,363,2020-07-15,49.655181884765625,48.25920486450195,47.66936492919922,0.02892664775938969,0.04165813743304181
364,364,364,364,2020-07-16,49.25211715698242,48.86872100830078,48.31819915771485,0.007845430385143848,0.019328493518957046
365,365,365,365,2020-07-17,48.63278198242188,49.13414764404297,50.6480827331543,-0.010204016669898897,-0.0397902673108137
366,366,366,366,2020-07-20,50.34332656860352,49.84196853637695,48.85888671875,0.010058953266676385,0.030382187346971623
367,367,367,367,2020-07-21,50.6480827331543,48.62294769287109,48.98669052124024,0.0416497792991708,0.03391517561680746
368,368,368,368,2020-07-22,50.77588272094727,48.86872100830078,50.05824279785156,0.03902622522743204,0.014336098971626576
369,369,369,369,2020-07-23,51.74913024902344,49.655181884765625,48.25920486450195,0.042169785403610494,0.07231626369145938
370,370,370,370,2020-07-24,49.1734733581543,49.25211715698242,48.86872100830078,-0.0015967597611583617,0.006236143356437518
371,371,371,371,2020-07-27,50.71690368652344,48.63278198242188,49.13414764404297,0.04285425630914652,0.03221295409349301
372,372,372,372,2020-07-28,49.242286682128906,50.34332656860352,49.84196853637695,-0.021870622414556062,-0.01203166471666084
373,373,373,373,2020-07-29,49.53721618652344,50.6480827331543,48.62294769287109,-0.021933042411172776,0.018803230512213442
374,374,374,374,2020-07-30,49.881290435791016,50.77588272094727,48.86872100830078,-0.017618448704727285,0.020720194975396344
375,375,375,375,2020-07-31,49.21280288696289,51.74913024902344,49.655181884765625,-0.04901198048847222,-0.008909019784266614
376,376,376,376,2020-08-03,49.53721618652344,49.1734733581543,49.25211715698242,0.007397135152927392,0.005788563944008951
377,377,377,377,2020-08-04,50.43180465698242,50.71690368652344,48.63278198242188,-0.005621380818182198,0.03699197539657084
378,378,378,378,2020-08-05,50.18605041503906,49.242286682128906,50.34332656860352,0.01916571703914527,-0.003124071536078077
379,379,379,379,2020-08-06,47.87581253051758,49.53721618652344,50.6480827331543,-0.03353849456840985,-0.05473593575580671
380,380,380,380,2020-08-07,47.92496490478516,49.881290435791016,50.77588272094727,-0.03921962551317926,-0.05614708525758394
381,381,381,381,2020-08-10,48.31819915771485,49.21280288696289,51.74913024902344,-0.018178272253723482,-0.06629929961718206
382,382,382,382,2020-08-11,46.95171737670898,49.53721618652344,49.1734733581543,-0.05219305824693965,-0.04518200219990953
383,383,383,383,2020-08-12,47.6595344543457,50.43180465698242,50.71690368652344,-0.054970672207600435,-0.060283041943472226
384,384,384,384,2020-08-13,45.359134674072266,50.18605041503906,49.242286682128906,-0.096180426653386,-0.07885807645618381
385,385,385,385,2020-08-14,44.82828140258789,47.87581253051758,49.53721618652344,-0.06365492232611392,-0.09505852662783676
386,386,386,386,2020-08-17,44.45470428466797,47.92496490478516,49.881290435791016,-0.07241029027380053,-0.10879001131914068
387,387,387,387,2020-08-18,43.648582458496094,48.31819915771485,49.21280288696289,-0.09664302024122873,-0.11306448936158509
388,388,388,388,2020-08-19,43.30450439453125,46.95171737670898,49.53721618652344,-0.07768007617090866,-0.1258187736776334
389,389,389,389,2020-08-20,42.26244354248047,47.6595344543457,50.43180465698242,-0.11324262760130921,-0.16198827644711067
390,390,390,390,2020-08-21,41.93803024291992,45.359134674072266,50.18605041503906,-0.07542261235216818,-0.16434885997020976
391,391,391,391,2020-08-24,43.0194091796875,44.82828140258789,47.87581253051758,-0.040351139198389285,-0.10143751289305958
392,392,392,392,2020-08-25,44.33673858642578,44.45470428466797,47.92496490478516,-0.002653615632820072,-0.07487175682837299
393,393,393,393,2020-08-26,44.199100494384766,43.648582458496094,48.31819915771485,0.012612506635516496,-0.08524942433978111
394,394,394,394,2020-08-27,43.864864349365234,43.30450439453125,46.95171737670898,0.012939992332639427,-0.06574526342831966
395,395,395,395,2020-08-28,44.916748046875,42.26244354248047,47.6595344543457,0.06280527773380018,-0.05754958454531467
396,396,396,396,2020-08-31,44.73979568481445,41.93803024291992,45.359134674072266,0.06680727315197488,-0.013654118265440163
397,397,397,397,2020-09-01,44.98556518554688,43.0194091796875,44.82828140258789,0.045703928606898314,0.003508583823378819
398,398,398,398,2020-09-02,47.020538330078125,44.33673858642578,44.45470428466797,0.06053218683238959,0.057717942042302406
399,399,399,399,2020-09-03,45.54592514038086,44.199100494384766,43.648582458496094,0.030471765962006403,0.04346859794791458
400,400,400,400,2020-09-04,45.6933822631836,43.864864349365234,43.30450439453125,0.041685251759927766,0.055164650930724646
401,401,401,401,2020-09-08,44.26791763305664,44.916748046875,42.26244354248047,-0.01444517784638466,0.04745286648085911
402,402,402,402,2020-09-09,44.38589477539063,44.73979568481445,41.93803024291992,-0.007910203969571095,0.058368610025120615
403,403,403,403,2020-09-10,44.11063003540039,44.98556518554688,43.0194091796875,-0.019449242141067802,0.025365779691556734
404,404,404,404,2020-09-11,45.30998611450195,47.020538330078125,44.33673858642578,-0.03637883096038408,0.021951265679567733
405,405,405,405,2020-09-14,48.200225830078125,45.54592514038086,44.199100494384766,0.058277456907862346,0.09052503989762584
406,406,406,406,2020-09-15,48.21988677978516,45.6933822631836,43.864864349365234,0.055292569546492754,0.09928270598841937
407,407,407,407,2020-09-16,49.36025619506836,44.26791763305664,44.916748046875,0.11503451786964258,0.0989276459541577
408,408,408,408,2020-09-17,50.117225646972656,44.38589477539063,44.73979568481445,0.12912504976152261,0.12019344031075696
409,409,409,409,2020-09-18,49.881290435791016,44.11063003540039,44.98556518554688,0.13082244338290927,0.1088288038630012
410,410,410,410,2020-09-21,48.31819915771485,45.30998611450195,47.020538330078125,0.06639183326189735,0.02759774502212875
411,411,411,411,2020-09-22,48.85888671875,48.200225830078125,45.54592514038086,0.013665099640691958,0.07273892380400637
412,412,412,412,2020-09-23,49.006343841552734,48.21988677978516,45.6933822631836,0.016309807307496094,0.07250418800882841
413,413,413,413,2020-09-24,48.63278198242188,49.36025619506836,44.26791763305664,-0.014738055851484022,0.09860107686894715
414,414,414,414,2020-09-25,48.3083610534668,50.117225646972656,44.38589477539063,-0.03609267213328127,0.08837190954300511
415,415,415,415,2020-09-28,48.87855529785156,49.881290435791016,44.11063003540039,-0.020102429772345443,0.10809016462981225
416,416,416,416,2020-09-29,49.8517951965332,48.31819915771485,45.30998611450195,0.03173951152054655,0.10023858913912997
417,417,417,417,2020-09-30,46.165260314941406,48.85888671875,48.200225830078125,-0.055130736386076795,-0.042219003751365225
418,418,418,418,2020-10-01,47.10901641845703,49.006343841552734,48.21988677978516,-0.03871595541242867,-0.02303759787743498
419,419,419,419,2020-10-02,45.76219177246094,48.63278198242188,49.36025619506836,-0.059025827701950306,-0.07289395760808282
420,420,420,420,2020-10-05,46.794429779052734,48.3083610534668,50.117225646972656,-0.031338907828780904,-0.06630047503678282
421,421,421,421,2020-10-06,46.519161224365234,48.87855529785156,49.881290435791016,-0.04827053621181876,-0.06740261091989264
422,422,422,422,2020-10-07,47.59071350097656,49.8517951965332,48.31819915771485,-0.04535607367082095,-0.015056141773076237
423,423,423,423,2020-10-08,49.05550384521485,46.165260314941406,48.85888671875,0.06260646015111959,0.004024183514386159
424,424,424,424,2020-10-09,49.04567337036133,47.10901641845703,49.006343841552734,0.04111011222780547,0.0008025395433650662
425,425,425,425,2020-10-12,49.82229995727539,45.76219177246094,48.63278198242188,0.08872189087887539,0.024459180132517577
426,426,426,426,2020-10-13,50.972503662109375,46.794429779052734,48.3083610534668,0.08928570991855378,0.05514868545620821
427,427,427,427,2020-10-14,50.75621795654297,46.519161224365234,48.87855529785156,0.09108196753037112,0.03841485590663396
428,428,428,428,2020-10-15,51.06097412109375,47.59071350097656,49.8517951965332,0.07291886094638977,0.024255474046491976
429,429,429,429,2020-10-16,50.73656463623047,49.05550384521485,46.165260314941406,0.03426854601921692,0.09902043853112552
430,430,430,430,2020-10-19,51.73929977416992,49.04567337036133,47.10901641845703,0.054920775242865316,0.09828868670454294
431,431,431,431,2020-10-20,52.62406539916992,49.82229995727539,45.76219177246094,0.05623516867541567,0.14994635005306645
432,432,432,432,2020-10-21,52.40779113769531,50.972503662109375,46.794429779052734,0.028158072930854816,0.11995789638097842
433,433,433,433,2020-10-22,53.45968627929688,50.75621795654297,46.519161224365234,0.05326378582952329,0.14919712377136385
434,434,434,434,2020-10-23,51.95557403564453,51.06097412109375,47.59071350097656,0.01752022811842946,0.09171664414273595
435,435,435,435,2020-10-26,51.257591247558594,50.73656463623047,49.05550384521485,0.01026925285666791,0.04488971123998642
436,436,436,436,2020-10-27,51.08063507080078,51.73929977416992,49.04567337036133,-0.012730452600712816,0.04149115631612865
437,437,437,437,2020-10-28,49.153804779052734,52.62406539916992,49.82229995727539,-0.06594436582947705,-0.013417589689675435
438,438,438,438,2020-10-29,49.62568664550781,52.40779113769531,50.972503662109375,-0.05308570408697144,-0.02642242228338343
439,439,439,439,2020-10-30,49.48804473876953,53.45968627929688,50.75621795654297,-0.07429227174618558,-0.024985573567739783
440,440,440,440,2020-11-02,48.86872100830078,51.95557403564453,51.06097412109375,-0.059413317716901615,-0.04293402447814498
441,441,441,441,2020-11-03,50.21553039550781,51.257591247558594,50.73656463623047,-0.020329883373136792,-0.010269403229374197
442,442,442,442,2020-11-04,51.08063507080078,51.08063507080078,51.73929977416992,0.0,-0.012730452600712816
443,443,443,443,2020-11-05,53.65629959106445,49.153804779052734,52.62406539916992,0.09160012805215212,0.019615249868377038
444,444,444,444,2020-11-06,54.22648620605469,49.62568664550781,52.40779113769531,0.09271004335742217,0.0347027613428883
445,445,445,445,2020-11-09,55.012943267822266,49.48804473876953,53.45968627929688,0.11164107529842382,0.029054734448131336
446,446,446,446,2020-11-10,54.47224807739258,48.86872100830078,51.95557403564453,0.11466490125943718,0.048438961333031605
447,447,447,447,2020-11-11,55.40618133544922,50.21553039550781,51.257591247558594,0.10336744228446415,0.08093611086510477
448,448,448,448,2020-11-12,55.29803466796875,51.08063507080078,51.08063507080078,0.08256357015378546,0.08256357015378546
449,449,449,449,2020-11-13,56.94960021972656,53.65629959106445,49.153804779052734,0.06137770688179467,0.15860004074386658
450,450,450,450,2020-11-16,60.81309127807617,54.22648620605469,49.62568664550781,0.12146472199937697,0.2254357649997587
451,451,451,451,2020-11-17,60.940895080566406,55.012943267822266,49.48804473876953,0.10775558369754545,0.23142660822937255
452,452,452,452,2020-11-18,59.71205139160156,54.47224807739258,48.86872100830078,0.09619216204854308,0.22188692807120836
453,453,453,453,2020-11-19,60.78360366821289,55.40618133544922,50.21553039550781,0.09705455606490543,0.21045427957185292
454,454,454,454,2020-11-20,60.36088180541992,55.29803466796875,51.08063507080078,0.09155564330360932,0.18167837423626731
455,455,455,455,2020-11-23,63.09382629394531,56.94960021972656,53.65629959106445,0.10788883592707776,0.1758885121562226
456,456,456,456,2020-11-24,62.86772537231445,60.81309127807617,54.22648620605469,0.033786049205148716,0.15935458427868632
457,457,457,457,2020-11-25,62.35652542114258,60.940895080566406,55.012943267822266,0.02322956265582654,0.13348826143638926
458,458,458,458,2020-11-27,63.14299392700195,59.71205139160156,54.47224807739258,0.05745812537740003,0.1591773087332513
459,459,459,459,2020-11-30,63.005348205566406,60.78360366821289,55.40618133544922,0.03655170808037145,0.13715377394643147
460,460,460,460,2020-12-01,65.94474029541016,60.36088180541992,55.29803466796875,0.0925079011932004,0.19253316490122008
461,461,461,461,2020-12-02,67.9404067993164,63.09382629394531,56.94960021972656,0.07681544756521119,0.19299181271131705
462,462,462,462,2020-12-03,68.717041015625,62.86772537231445,60.81309127807617,0.09304163000442278,0.1299711882990282
463,463,463,463,2020-12-04,72.09880065917969,62.35652542114258,60.940895080566406,0.15623505595027742,0.1830938906273376
464,464,464,464,2020-12-07,71.38116455078125,63.14299392700195,59.71205139160156,0.13046848290569235,0.19542308273168674
465,465,465,465,2020-12-08,71.95134735107422,63.005348205566406,60.78360366821289,0.14198793277548227,0.18372954232559846
466,466,466,466,2020-12-09,70.20147705078125,65.94474029541016,60.36088180541992,0.06455005715849893,0.16302934866133323
467,467,467,467,2020-12-10,70.07365417480469,67.9404067993164,63.09382629394531,0.03139880192047584,0.11062616250821966
468,468,468,468,2020-12-11,69.33635711669922,68.717041015625,62.86772537231445,0.009012554846961507,0.10289272764484991
469,469,469,469,2020-12-14,70.32926177978516,72.09880065917969,62.35652542114258,-0.02454324986291201,0.12785729007183178
470,470,470,470,2020-12-15,71.91202545166016,71.38116455078125,63.14299392700195,0.0074369885139831116,0.13887576402848212
471,471,471,471,2020-12-16,71.75473022460938,71.95134735107422,63.005348205566406,-0.0027326399532935364,0.1388672909242008
472,472,472,472,2020-12-17,71.0370864868164,70.20147705078125,65.94474029541016,0.011903017872839206,0.07722141551538853
473,473,473,473,2020-12-18,70.2506332397461,70.07365417480469,67.9404067993164,0.00252561489800307,0.03400371810038871
474,474,474,474,2020-12-21,70.26045989990234,69.33635711669922,68.717041015625,0.013327824270429778,0.02246049686461915
475,475,475,475,2020-12-22,69.24788665771484,70.32926177978516,72.09880065917969,-0.015375891836548972,-0.03954176734425141
476,476,476,476,2020-12-23,68.76617431640625,71.91202545166016,71.38116455078125,-0.04374582853835163,-0.03663417724874285
477,477,477,477,2020-12-24,69.3855209350586,71.75473022460938,71.95134735107422,-0.03301816175929573,-0.035660574964581526
478,478,478,478,2020-12-28,69.46416473388672,71.0370864868164,70.20147705078125,-0.02214226160896393,-0.010502803471801436
479,479,479,479,2020-12-29,69.02178192138672,70.2506332397461,70.07365417480469,-0.0174923877791342,-0.015010951916307747
480,480,480,480,2020-12-30,70.70282745361328,70.26045989990234,69.33635711669922,0.006296109566335861,0.019707847278653157
481,481,481,481,2020-12-31,73.90767669677734,69.24788665771484,70.32926177978516,0.06729144041745805,0.050880882671524574
482,482,482,482,2021-01-04,72.79679870605469,68.76617431640625,71.91202545166016,0.05861347428028729,0.012303550746033176
483,483,483,483,2021-01-05,75.95246887207031,69.3855209350586,71.75473022460938,0.09464435589030251,0.05850121147861631
