,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,MRK,MRK_6m,MRK_12m,MRK_6m_ret,MRK_12m_ret
245,245,245,245,2020-01-27,72.41846466064453,76.69122314453125,74.52120971679688,-0.05571378716746156,-0.02821673271466485
246,246,246,246,2020-01-28,72.54463195800781,76.51460266113281,75.1772689819336,-0.05188513780444204,-0.035019056419280825
247,247,247,247,2020-01-29,73.3773193359375,75.67350769042969,75.3034439086914,-0.03034335825802592,-0.02557817375642757
248,248,248,248,2020-01-30,72.75489807128906,75.40436553955078,75.28661346435547,-0.03513679147491844,-0.033627696566070786
249,249,249,249,2020-01-31,71.86334228515625,74.48756408691406,75.63987731933594,-0.035230334538739916,-0.049927831297715275
250,250,250,250,2020-02-03,73.46141815185547,72.31753540039062,76.9940414428711,0.015817501870489137,-0.045881775067448616
251,251,251,251,2020-02-04,74.31934356689453,72.41846466064453,76.69122314453125,0.02624853916963832,-0.030927653522577203
252,252,252,252,2020-02-05,72.19137573242188,72.54463195800781,76.51460266113281,-0.004869501933518872,-0.056501984959101303
253,253,253,253,2020-02-06,72.06521606445312,73.3773193359375,75.67350769042969,-0.017881591796468865,-0.04768236250839075
254,254,254,254,2020-02-07,71.560546875,72.75489807128906,75.40436553955078,-0.016416093320875458,-0.0509760759479454
255,255,255,255,2020-02-10,72.04838562011719,71.86334228515625,74.48756408691406,0.002574933604210683,-0.032746116706820705
256,256,256,256,2020-02-11,71.70355224609375,73.46141815185547,72.31753540039062,-0.02392910387501579,-0.008490100649828802
257,257,257,257,2020-02-12,70.02133178710938,74.31934356689453,72.41846466064453,-0.05783167037685866,-0.03310112807235288
258,258,258,258,2020-02-13,68.94473266601562,72.19137573242188,72.54463195800781,-0.04497272746872105,-0.04962323461887541
259,259,259,259,2020-02-14,69.51667785644531,72.06521606445312,73.3773193359375,-0.03536433174263254,-0.0526135529947247
260,260,260,260,2020-02-18,69.35687255859375,71.560546875,72.75489807128906,-0.030794542700401162,-0.04670510993453314
261,261,261,261,2020-02-19,68.96996307373047,72.04838562011719,71.86334228515625,-0.04272715509016445,-0.04026224107340781
262,262,262,262,2020-02-20,69.38211059570312,71.70355224609375,73.46141815185547,-0.032375545948172935,-0.0555299320211845
263,263,263,263,2020-02-21,69.25593566894531,70.02133178710938,74.31934356689453,-0.010930899179283693,-0.06813041739788328
264,264,264,264,2020-02-24,68.40643310546875,68.94473266601562,72.19137573242188,-0.007807696683001519,-0.05242929073663949
265,265,265,265,2020-02-25,67.51487731933594,69.51667785644531,72.06521606445312,-0.028795975280107244,-0.06314195660008137
266,266,266,266,2020-02-26,67.23731231689453,69.35687255859375,71.560546875,-0.030560204973322347,-0.060413660136739544
267,267,267,267,2020-02-27,65.67285919189453,68.96996307373047,72.04838562011719,-0.047804924562758644,-0.0884895112270565
268,268,268,268,2020-02-28,64.3943862915039,69.38211059570312,71.70355224609375,-0.07188775696466221,-0.10193589753411458
269,269,269,269,2020-03-02,68.44007873535156,69.25593566894531,70.02133178710938,-0.011780317827105535,-0.022582447539921224
270,270,270,270,2020-03-03,66.5560302734375,68.40643310546875,68.94473266601562,-0.027050128884491098,-0.034646626365926414
271,271,271,271,2020-03-04,69.78584289550781,67.51487731933594,69.51667785644531,0.033636520813487225,0.0038719491115259963
272,272,272,272,2020-03-05,68.61669921875,67.23731231689453,69.35687255859375,0.020515199884170165,-0.010671953802681045
273,273,273,273,2020-03-06,69.13817596435547,65.67285919189453,68.96996307373047,0.052766345414250404,0.0024389296895110935
274,274,274,274,2020-03-09,66.41304016113281,64.3943862915039,69.38211059570312,0.03134828959298974,-0.04279302559519127
275,275,275,275,2020-03-10,68.9867935180664,68.44007873535156,69.25593566894531,0.007988225507876923,-0.0038861961545859636
276,276,276,276,2020-03-11,66.6569595336914,66.5560302734375,68.40643310546875,0.0015164555313658123,-0.025574693670696313
277,277,277,277,2020-03-12,62.61968994140625,69.78584289550781,67.51487731933594,-0.10268777529608164,-0.0725053139736318
278,278,278,278,2020-03-13,65.08748626708984,68.61669921875,67.23731231689453,-0.05143373248557215,-0.0319737059041324
279,279,279,279,2020-03-16,59.29536056518555,69.13817596435547,65.67285919189453,-0.14236440666650552,-0.0971101107091148
280,280,280,280,2020-03-17,63.16244888305664,66.41304016113281,64.3943862915039,-0.04894507569883133,-0.019131130512999528
281,281,281,281,2020-03-18,60.74550628662109,68.9867935180664,68.44007873535156,-0.11946181016931989,-0.11242787254065467
282,282,282,282,2020-03-19,59.98225402832031,66.6569595336914,66.5560302734375,-0.1001351629607018,-0.09877055795109191
283,283,283,283,2020-03-20,60.51653289794922,62.61968994140625,69.78584289550781,-0.03358619382218231,-0.13282507759400108
284,284,284,284,2020-03-23,56.31022262573242,65.08748626708984,68.61669921875,-0.13485332042690157,-0.1793510433048453
285,285,285,285,2020-03-24,58.55755233764648,59.29536056518555,69.13817596435547,-0.012442933485967589,-0.15303590930955258
286,286,286,286,2020-03-25,57.85367202758789,63.16244888305664,66.41304016113281,-0.08404957295588378,-0.12888083594393496
287,287,287,287,2020-03-26,62.35680389404297,60.74550628662109,68.9867935180664,0.02652537950410938,-0.09610520051619975
288,288,288,288,2020-03-27,60.830299377441406,59.98225402832031,66.6569595336914,0.01413827077456431,-0.08741263023413104
289,289,289,289,2020-03-30,65.25709533691406,60.51653289794922,62.61968994140625,0.07833499726362358,0.04211782904028505
290,290,290,290,2020-03-31,65.24862670898438,56.31022262573242,65.08748626708984,0.1587350158897669,0.0024757515021134324
291,291,291,291,2020-04-01,62.58575439453125,58.55755233764648,59.29536056518555,0.06879047870132804,0.05549158986441194
292,292,292,292,2020-04-02,65.18925476074219,57.85367202758789,63.16244888305664,0.12679545612344678,0.03208877922764075
293,293,293,293,2020-04-03,64.6634750366211,62.35680389404297,60.74550628662109,0.03699149088041187,0.06449808371854693
294,294,294,294,2020-04-06,68.10653686523438,60.830299377441406,59.98225402832031,0.11961534896688875,0.13544477393394083
295,295,295,295,2020-04-07,66.6224594116211,65.25709533691406,60.51653289794922,0.020922844752096825,0.10089683300212315
296,296,296,296,2020-04-08,69.21746826171875,65.24862670898438,56.31022262573242,0.06082643808636501,0.22921673959228905
297,297,297,297,2020-04-09,69.95527648925781,62.58575439453125,58.55755233764648,0.11775079115081355,0.19464140314286626
298,298,298,298,2020-04-13,68.30157470703125,65.18925476074219,57.85367202758789,0.047742836725345406,0.1805918676080096
299,299,299,299,2020-04-14,70.25209045410156,64.6634750366211,62.35680389404297,0.08642615347095783,0.1266146766193199
300,300,300,300,2020-04-15,69.59909057617188,68.10653686523438,60.830299377441406,0.02191498466426034,0.1441517021693688
301,301,301,301,2020-04-16,70.38777923583984,66.6224594116211,65.25709533691406,0.056517274466783674,0.07862262137836074
302,302,302,302,2020-04-17,70.77790069580078,69.21746826171875,65.24862670898438,0.02254391085472629,0.08474161473892061
303,303,303,303,2020-04-20,70.47257995605469,69.95527648925781,62.58575439453125,0.007394774100797363,0.12601630575236134
304,304,304,304,2020-04-21,66.6224594116211,68.30157470703125,65.18925476074219,-0.02458384455427942,0.02198528969442992
305,305,305,305,2020-04-22,67.82669830322266,70.25209045410156,64.6634750366211,-0.03452412782596859,0.048918238075051246
306,306,306,306,2020-04-23,68.58993530273438,69.59909057617188,68.10653686523438,-0.01449954683435184,0.007097680483395097
307,307,307,307,2020-04-24,69.05635833740234,70.38777923583984,66.6224594116211,-0.01891551222232013,0.03653270904851502
308,308,308,308,2020-04-27,71.21887969970703,70.77790069580078,69.21746826171875,0.006230461762373407,0.02891483159165431
309,309,309,309,2020-04-28,68.84434509277344,70.47257995605469,69.95527648925781,-0.02310451617205711,-0.01588059474906034
310,310,310,310,2020-04-29,68.49664306640625,66.6224594116211,68.30157470703125,0.02813140900736899,0.002855986266959709
311,311,311,311,2020-04-30,67.283935546875,67.82669830322266,70.25209045410156,-0.008002199280307098,-0.04225005815543348
312,312,312,312,2020-05-01,65.86769104003906,68.58993530273438,69.59909057617188,-0.03968868392542113,-0.05361276282840255
313,313,313,313,2020-05-04,65.1807861328125,69.05635833740234,70.38777923583984,-0.05612187346535413,-0.07397581170420076
314,314,314,314,2020-05-05,66.15603637695312,71.21887969970703,70.77790069580078,-0.07108849990481858,-0.0653009523228466
315,315,315,315,2020-05-06,65.4012680053711,68.84434509277344,70.47257995605469,-0.050012489519110304,-0.07196149131826823
316,316,316,316,2020-05-07,64.11224365234375,68.49664306640625,66.6224594116211,-0.0640089677068102,-0.037678221150140856
317,317,317,317,2020-05-08,64.79067993164062,67.283935546875,67.82669830322266,-0.03705573395743755,-0.044761405870139215
318,318,318,318,2020-05-11,66.07122039794922,65.86769104003906,68.58993530273438,0.003089972560089249,-0.036721348309607604
319,319,319,319,2020-05-12,65.46063232421875,65.1807861328125,69.05635833740234,0.004293384722854343,-0.05206944153665394
320,320,320,320,2020-05-13,66.05427551269531,66.15603637695312,71.21887969970703,-0.001538194695915318,-0.07251734664723974
321,321,321,321,2020-05-14,67.88603973388672,65.4012680053711,68.84434509277344,0.0379927148860717,-0.013919884888080825
322,322,322,322,2020-05-15,67.65707397460938,64.11224365234375,68.49664306640625,0.05529100403173981,-0.012257083766615051
323,323,323,323,2020-05-18,67.606201171875,64.79067993164062,67.283935546875,0.043455652004346534,0.004789636967288846
324,324,324,324,2020-05-19,65.76593017578125,66.07122039794922,65.86769104003906,-0.004620623326301421,-0.0015449283655010193
325,325,325,325,2020-05-20,65.20623016357422,65.46063232421875,65.1807861328125,-0.003886338270985612,0.00039036090650812483
326,326,326,326,2020-05-21,64.91788482666016,66.05427551269531,66.15603637695312,-0.01720389296854441,-0.01871562472754651
327,327,327,327,2020-05-22,64.7652587890625,67.88603973388672,65.4012680053711,-0.04597087938930711,-0.009724723016935388
328,328,328,328,2020-05-26,65.52000427246094,67.65707397460938,64.11224365234375,-0.03158678873624432,0.021957750032130186
329,329,329,329,2020-05-27,65.76593017578125,67.606201171875,64.79067993164062,-0.027220446707473367,0.015052323037350268
330,330,330,330,2020-05-28,67.02951049804688,65.76593017578125,66.07122039794922,0.0192132965942744,0.014503895861554206
331,331,331,331,2020-05-29,68.4542465209961,65.20623016357422,65.46063232421875,0.049811442085733404,0.04573151970103684
332,332,332,332,2020-06-01,67.47050476074219,64.91788482666016,66.05427551269531,0.039320750220033895,0.02144038727326114
333,333,333,333,2020-06-02,68.5560073852539,64.7652587890625,67.88603973388672,0.058530586723009925,0.009869004790874047
334,334,334,334,2020-06-03,69.59062194824219,65.52000427246094,67.65707397460938,0.06212786035321116,0.02857865201735499
335,335,335,335,2020-06-04,69.15811920166016,65.76593017578125,67.606201171875,0.05157973158460849,0.022955261542350502
336,336,336,336,2020-06-05,69.76023864746094,67.02951049804688,65.76593017578125,0.040739192769334576,0.060735223557297324
337,337,337,337,2020-06-08,70.30296325683594,68.4542465209961,65.20623016357422,0.027006604115828114,0.07816328409840922
338,338,338,338,2020-06-09,69.76023864746094,67.47050476074219,64.91788482666016,0.0339368127574915,0.07459198391522692
339,339,339,339,2020-06-10,69.34468841552734,68.5560073852539,64.7652587890625,0.011504185560886171,0.0707081190145451
340,340,340,340,2020-06-11,65.59632873535156,69.59062194824219,65.52000427246094,-0.05739700409433568,0.0011649032038099083
341,341,341,341,2020-06-12,65.22021484375,69.15811920166016,65.76593017578125,-0.05694059357553527,-0.008297842523821153
342,342,342,342,2020-06-15,63.27130508422852,69.76023864746094,67.02951049804688,-0.09301765144504126,-0.05606792270887706
343,343,343,343,2020-06-16,65.79293060302734,70.30296325683594,68.4542465209961,-0.06415138772077378,-0.03887729473660162
344,344,344,344,2020-06-17,65.211669921875,69.76023864746094,67.47050476074219,-0.0652028836737859,-0.03347884897078013
345,345,345,345,2020-06-18,65.15184020996094,69.34468841552734,68.5560073852539,-0.060463869711866236,-0.04965527172787476
346,346,346,346,2020-06-19,66.58787536621094,65.59632873535156,69.59062194824219,0.01511588605605918,-0.04314872461212571
347,347,347,347,2020-06-22,65.60487365722656,65.22021484375,69.15811920166016,0.005897846463678524,-0.05137857399031609
348,348,348,348,2020-06-23,65.92113494873047,63.27130508422852,69.76023864746094,0.04188043633641536,-0.055032834938132824
349,349,349,349,2020-06-24,64.85266876220703,65.79293060302734,70.30296325683594,-0.01429122904546598,-0.07752581459073771
350,350,350,350,2020-06-25,65.45101165771484,65.211669921875,69.76023864746094,0.003670228597528302,-0.06177196456455836
351,351,351,351,2020-06-26,64.27142333984375,65.15184020996094,69.34468841552734,-0.013513307794222218,-0.07316011062424232
352,352,352,352,2020-06-29,65.06636047363281,66.58787536621094,65.59632873535156,-0.022849728786363932,-0.008079236627051345
353,353,353,353,2020-06-30,66.10064697265625,65.60487365722656,65.22021484375,0.007556958618958998,0.013499374864304414
354,354,354,354,2020-07-01,66.77593231201172,65.92113494873047,63.27130508422852,0.012966969757818303,0.05539046844565232
355,355,355,355,2020-07-02,67.340087890625,64.85266876220703,65.79293060302734,0.038354923180393685,0.02351555514273551
356,356,356,356,2020-07-06,68.02391052246094,65.45101165771484,65.211669921875,0.03931029940685149,0.043124805789440224
357,357,357,357,2020-07-07,67.28880310058594,64.27142333984375,65.15184020996094,0.04694745508882514,0.03279973188383223
358,358,358,358,2020-07-08,66.60496520996094,65.06636047363281,66.58787536621094,0.023646700462854664,0.00025665098422211763
359,359,359,359,2020-07-09,65.55360412597656,66.10064697265625,65.60487365722656,-0.008275907600510779,-0.0007814896728233212
360,360,360,360,2020-07-10,65.58778381347656,66.77593231201172,65.92113494873047,-0.017793064917214663,-0.005056817294076699
361,361,361,361,2020-07-13,66.11775207519531,67.340087890625,64.85266876220703,-0.01815168131967737,0.019507035518105065
362,362,362,362,2020-07-14,66.88704681396484,68.02391052246094,65.45101165771484,-0.01671270733723418,0.021940610540291505
363,363,363,363,2020-07-15,67.90425109863281,67.28880310058594,64.27142333984375,0.009146365660968492,0.056523219340888
364,364,364,364,2020-07-16,67.87006378173828,66.60496520996094,65.06636047363281,0.01899405799236331,0.04308990525513767
365,365,365,365,2020-07-17,68.27182006835938,65.55360412597656,66.10064697265625,0.041465545314016916,0.03284647269188268
366,366,366,366,2020-07-20,67.87860107421875,65.58778381347656,66.77593231201172,0.03492749910954429,0.01651296693327753
367,367,367,367,2020-07-21,67.43412017822266,66.11775207519531,67.340087890625,0.019909450362593173,0.0013963790446840374
368,368,368,368,2020-07-22,67.340087890625,66.88704681396484,68.02391052246094,0.006773225882138467,-0.010052680396992808
369,369,369,369,2020-07-23,66.72464752197266,67.90425109863281,67.28880310058594,-0.017371571846757417,-0.008384092934005105
370,370,370,370,2020-07-24,65.90403747558594,67.87006378173828,66.60496520996094,-0.028967503441205578,-0.010523655889098427
371,371,371,371,2020-07-27,67.46833038330078,68.27182006835938,65.55360412597656,-0.01176898000161819,0.029208558138841934
372,372,372,372,2020-07-28,68.11795043945312,67.87860107421875,65.58778381347656,0.003526138745444607,0.03857679706288053
373,373,373,373,2020-07-29,67.82733154296875,67.43412017822266,66.11775207519531,0.005831044635962845,0.02585658789229761
374,374,374,374,2020-07-30,67.51959228515625,67.340087890625,66.88704681396484,0.002665639445300405,0.009456920305522365
375,375,375,375,2020-07-31,68.58808135986328,66.72464752197266,67.90425109863281,0.027927218907780604,0.010070507371286563
376,376,376,376,2020-08-03,70.5540771484375,65.90403747558594,67.87006378173828,0.07055773592891268,0.039546351029382754
377,377,377,377,2020-08-04,69.8104248046875,67.46833038330078,68.27182006835938,0.03471398222070743,0.022536454056557353
378,378,378,378,2020-08-05,69.78479766845703,68.11795043945312,67.87860107421875,0.024470014412507846,0.028082437823873763
379,379,379,379,2020-08-06,69.28046417236328,67.82733154296875,67.43412017822266,0.021423998207477313,0.027379967133268623
380,380,380,380,2020-08-07,69.25480651855469,67.51959228515625,67.340087890625,0.02569941811955978,0.028433562947520974
381,381,381,381,2020-08-10,69.16078186035156,68.58808135986328,66.72464752197266,0.008349854510194987,0.03651026163272997
382,382,382,382,2020-08-11,69.16078186035156,70.5540771484375,65.90403747558594,-0.019747906065791354,0.04941646232178232
383,383,383,383,2020-08-12,70.67375946044922,69.8104248046875,67.46833038330078,0.012366844324140924,0.04751012895884288
384,384,384,384,2020-08-13,71.40888214111328,69.78479766845703,68.11795043945312,0.023272754624469538,0.048312253678056694
385,385,385,385,2020-08-14,71.35757446289062,69.28046417236328,67.82733154296875,0.029981183228791508,0.052047498252020485
386,386,386,386,2020-08-17,72.45170593261719,69.25480651855469,67.51959228515625,0.04616140849669392,0.07304714795419809
387,387,387,387,2020-08-18,72.28073120117188,69.16078186035156,68.58808135986328,0.04511153947218327,0.05383806877370212
388,388,388,388,2020-08-19,72.68248748779297,69.16078186035156,70.5540771484375,0.05092055833828457,0.03016707786961126
389,389,389,389,2020-08-20,72.68248748779297,70.67375946044922,69.8104248046875,0.028422543850492143,0.04114088534972815
390,390,390,390,2020-08-21,72.63976287841797,71.40888214111328,69.78479766845703,0.017237081724263748,0.04091099072214388
391,391,391,391,2020-08-24,73.01588439941406,71.35757446289062,69.28046417236328,0.023239438125602696,0.05391736720697193
392,392,392,392,2020-08-25,73.23811340332031,72.45170593261719,69.25480651855469,0.01085422987050877,0.05751668490617212
393,393,393,393,2020-08-26,73.11846160888672,72.28073120117188,69.16078186035156,0.011589954802522229,0.057224334978260405
394,394,394,394,2020-08-27,73.3577880859375,72.68248748779297,69.16078186035156,0.009291104659261196,0.06068477123437477
395,395,395,395,2020-08-28,73.21246337890625,72.68248748779297,70.67375946044922,0.007291658684662972,0.03592145002386293
396,396,396,396,2020-08-31,72.88764190673828,72.63976287841797,71.40888214111328,0.003412442696642648,0.020708344974547765
397,397,397,397,2020-09-01,72.16963195800781,73.01588439941406,71.35757446289062,-0.011589977281889152,0.011380116283794095
398,398,398,398,2020-09-02,74.30661010742188,73.23811340332031,72.45170593261719,0.014589353199438326,0.02560193926323584
399,399,399,399,2020-09-03,73.0757064819336,73.11846160888672,72.28073120117188,-0.0005847377804777398,0.010998439937597526
400,400,400,400,2020-09-04,72.86200714111328,73.3577880859375,72.68248748779297,-0.006758395499103953,0.0024699162002463915
401,401,401,401,2020-09-08,71.22937774658203,73.21246337890625,72.68248748779297,-0.027086721861288687,-0.019992570307324598
402,402,402,402,2020-09-09,72.55427551269531,72.88764190673828,72.63976287841797,-0.004573702555359382,-0.0011768673565983878
403,403,403,403,2020-09-10,71.43450927734375,72.16963195800781,73.01588439941406,-0.01018603892966774,-0.02165796025176958
404,404,404,404,2020-09-11,72.2123794555664,74.30661010742188,73.23811340332031,-0.028183638694160962,-0.014005466554077084
405,405,405,405,2020-09-14,72.46206665039062,73.0757064819336,73.11846160888672,-0.00839731644188313,-0.008977143994182701
406,406,406,406,2020-09-15,72.50511169433594,72.86200714111328,73.3577880859375,-0.00489823792647015,-0.011623529196418292
407,407,407,407,2020-09-16,73.67607116699219,71.22937774658203,73.21246337890625,0.034349498729512096,0.006332361550062338
408,408,408,408,2020-09-17,73.7363510131836,72.55427551269531,72.88764190673828,0.016292292799222396,0.011644074142654448
409,409,409,409,2020-09-18,73.88269805908203,71.43450927734375,72.16963195800781,0.034271793934122385,0.02373666117725204
410,410,410,410,2020-09-21,71.57522583007812,72.2123794555664,74.30661010742188,-0.008823329604868313,-0.036758294765366184
411,411,411,411,2020-09-22,71.41163635253906,72.46206665039062,73.0757064819336,-0.014496278486226366,-0.022771865090431054
412,412,412,412,2020-09-23,71.14472961425781,72.50511169433594,72.86200714111328,-0.018762567883671033,-0.023568902288535365
413,413,413,413,2020-09-24,71.59243774414062,73.67607116699219,71.22937774658203,-0.028281006164523337,0.005097054179671101
414,414,414,414,2020-09-25,71.40302276611328,73.7363510131836,72.55427551269531,-0.03164420553782388,-0.015867469400622558
415,415,415,415,2020-09-28,71.25666046142578,73.88269805908203,71.43450927734375,-0.03554333648665997,-0.0024896764563394624
416,416,416,416,2020-09-29,70.51620483398438,71.57522583007812,72.2123794555664,-0.01479591553937809,-0.023488695904636647
417,417,417,417,2020-09-30,71.42025756835938,71.41163635253906,72.46206665039062,0.00012072564445597678,-0.014377302914332923
418,418,418,418,2020-10-01,70.29235076904297,71.14472961425781,72.50511169433594,-0.01198091341180696,-0.03051868859428053
419,419,419,419,2020-10-02,69.569091796875,71.59243774414062,73.67607116699219,-0.028262006589253486,-0.05574373477120431
420,420,420,420,2020-10-05,69.94792175292969,71.40302276611328,73.7363510131836,-0.020378703265125142,-0.05137804092823306
421,421,421,421,2020-10-06,68.56172180175781,71.25666046142578,73.88269805908203,-0.03782016505147401,-0.07201924668572846
422,422,422,422,2020-10-07,68.91473388671875,70.51620483398438,71.57522583007812,-0.02271067977971808,-0.03717057001923363
423,423,423,423,2020-10-08,69.29356384277344,71.42025756835938,71.41163635253906,-0.029777178044343877,-0.029660047268897483
424,424,424,424,2020-10-09,69.19026184082031,70.29235076904297,71.14472961425781,-0.01567864662605678,-0.02747171553022265
425,425,425,425,2020-10-12,69.19026184082031,69.569091796875,71.59243774414062,-0.005445377340281832,-0.033553486639263275
426,426,426,426,2020-10-13,69.49160766601562,69.94792175292969,71.40302276611328,-0.006523626084644185,-0.026769386309577703
427,427,427,427,2020-10-14,69.31941223144531,68.56172180175781,71.25666046142578,0.011051216477297787,-0.02718690740536711
428,428,428,428,2020-10-15,68.07093811035156,68.91473388671875,70.51620483398438,-0.012244054772876378,-0.034676663745442315
429,429,429,429,2020-10-16,68.7339096069336,69.29356384277344,71.42025756835938,-0.008076568800959527,-0.037613249418129935
430,430,430,430,2020-10-19,67.73515319824219,69.19026184082031,70.29235076904297,-0.021030541059748553,-0.0363794572641748
431,431,431,431,2020-10-20,67.3907470703125,69.19026184082031,69.569091796875,-0.026008208707864022,-0.0313119615377867
432,432,432,432,2020-10-21,67.21855163574219,69.49160766601562,69.94792175292969,-0.03270979196794521,-0.03902003160048406
433,433,433,433,2020-10-22,68.2000961303711,69.31941223144531,68.56172180175781,-0.01614722434946536,-0.005274454343960899
434,434,434,434,2020-10-23,68.7339096069336,68.07093811035156,68.91473388671875,0.00973942059542754,-0.0026238841766753618
435,435,435,435,2020-10-26,67.88153839111328,68.7339096069336,69.29356384277344,-0.012401029138233821,-0.02037744017415577
436,436,436,436,2020-10-27,67.14967346191406,67.73515319824219,69.19026184082031,-0.008643661506375966,-0.02949242168790811
437,437,437,437,2020-10-28,65.59125518798828,67.3907470703125,69.19026184082031,-0.026702358417939887,-0.05201608661507795
438,438,438,438,2020-10-29,65.34156799316406,67.21855163574219,69.49160766601562,-0.027923595449504957,-0.059720012419299806
439,439,439,439,2020-10-30,64.75607299804688,68.2000961303711,69.31941223144531,-0.05049880172808896,-0.06583061059667172
440,440,440,440,2020-11-02,66.04759216308594,68.7339096069336,68.07093811035156,-0.039082855306933895,-0.029724079077410814
441,441,441,441,2020-11-03,66.22840881347656,67.88153839111328,68.7339096069336,-0.024353154286396395,-0.03645217924871669
442,442,442,442,2020-11-04,69.41410064697266,67.14967346191406,67.73515319824219,0.033722087812428914,0.02478694399371406
443,443,443,443,2020-11-05,69.2763671875,65.59125518798828,67.3907470703125,0.056182977272655865,0.027980400858594656
444,444,444,444,2020-11-06,69.19026184082031,65.34156799316406,67.21855163574219,0.05890115535731999,0.029332827874108958
445,445,445,445,2020-11-09,69.310791015625,64.75607299804688,68.2000961303711,0.07033653843888121,0.016285825801927167
446,446,446,446,2020-11-10,69.83599853515625,66.04759216308594,68.7339096069336,0.05735873554203019,0.016034137073318577
447,447,447,447,2020-11-11,69.79296112060547,66.22840881347656,67.88153839111328,0.05382210400325316,0.028158211714047088
448,448,448,448,2020-11-12,68.75975036621094,69.41410064697266,67.14967346191406,-0.009426763073537847,0.02397743460673829
449,449,449,449,2020-11-13,69.81877899169922,69.2763671875,65.59125518798828,0.007829680253457205,0.06445255227384528
450,450,450,450,2020-11-16,69.0352554321289,69.19026184082031,65.34156799316406,-0.0022402922689903626,0.056528907285348096
451,451,451,451,2020-11-17,70.17179870605469,69.310791015625,64.75607299804688,0.012422419046344224,0.08363270743998252
452,452,452,452,2020-11-18,69.09554290771484,69.83599853515625,66.04759216308594,-0.010602778552219805,0.046147795018822935
453,453,453,453,2020-11-19,69.21607208251953,69.79296112060547,66.22840881347656,-0.008265719476911793,0.045111506112993416
454,454,454,454,2020-11-20,69.26773834228516,68.75975036621094,69.41410064697266,0.0073878682422303665,-0.0021085385148454927
455,455,455,455,2020-11-23,69.1213607788086,69.81877899169922,69.2763671875,-0.009988977506661056,-0.0022375077531400223
456,456,456,456,2020-11-24,69.00083923339844,69.0352554321289,69.19026184082031,-0.0004985307654044036,-0.002737706179775201
457,457,457,457,2020-11-25,68.93195343017578,70.17179870605469,69.310791015625,-0.017668711629760803,-0.005465780723290514
458,458,458,458,2020-11-27,68.75975036621094,69.09554290771484,69.83599853515625,-0.004859829264998949,-0.015411080123720389
459,459,459,459,2020-11-30,69.21607208251953,69.21607208251953,69.79296112060547,0.0,-0.008265719476911793
460,460,460,460,2020-12-01,70.21485137939453,69.26773834228516,68.75975036621094,0.013673220171116718,0.021162104362418388
461,461,461,461,2020-12-02,70.45592498779297,69.1213607788086,69.81877899169922,0.019307551152747626,0.009125710951913169
462,462,462,462,2020-12-03,70.12875366210938,69.00083923339844,69.0352554321289,0.016346387105462767,0.01583970716318306
463,463,463,463,2020-12-04,70.5506362915039,68.93195343017578,70.17179870605469,0.023482329758255815,0.005398715615601457
464,464,464,464,2020-12-07,71.0414047241211,68.75975036621094,69.09554290771484,0.033182993622841606,0.028161900674334106
465,465,465,465,2020-12-08,71.6182861328125,69.21607208251953,69.21607208251953,0.0347060152074079,0.0347060152074079
466,466,466,466,2020-12-09,71.86797332763672,70.21485137939453,69.26773834228516,0.023543764827042235,0.0375389040782963
467,467,467,467,2020-12-10,71.45469665527344,70.45592498779297,69.1213607788086,0.014175836420478705,0.03375708826004775
468,468,468,468,2020-12-11,71.4288558959961,70.12875366210938,69.00083923339844,0.018538789954129165,0.03518821929664906
469,469,469,469,2020-12-14,69.7019271850586,70.5506362915039,68.93195343017578,-0.01202978670438326,0.011170055635558729
470,470,470,470,2020-12-15,69.84077453613281,71.0414047241211,68.75975036621094,-0.01690042859724905,0.01572175821122679
471,471,471,471,2020-12-16,69.27669525146484,71.6182861328125,69.21607208251953,-0.032695433077039815,0.0008758539327837767
472,472,472,472,2020-12-17,69.26803588867188,71.86797332763672,70.21485137939453,-0.036176579338227155,-0.013484547387370927
473,473,473,473,2020-12-18,69.0163803100586,71.45469665527344,70.45592498779297,-0.03412394789076323,-0.020431846973604895
474,474,474,474,2020-12-21,68.80809783935547,71.4288558959961,70.12875366210938,-0.03669046667157283,-0.018831873572386915
475,475,475,475,2020-12-22,68.92090606689453,69.7019271850586,70.5506362915039,-0.011205158159981021,-0.023100149201710884
476,476,476,476,2020-12-23,69.21595764160156,69.84077453613281,71.0414047241211,-0.008946305344995742,-0.025695537547552605
477,477,477,477,2020-12-24,69.54573822021484,69.27669525146484,71.6182861328125,0.0038835999288564516,-0.028938809129755216
478,478,478,478,2020-12-28,69.81474304199219,69.26803588867188,71.86797332763672,0.007892632529655996,-0.028569475255467713
479,479,479,479,2020-12-29,70.65650939941406,69.0163803100586,71.45469665527344,0.023764345246550578,-0.011170535923064051
480,480,480,480,2020-12-30,69.93624114990234,68.80809783935547,71.4288558959961,0.01639550206983964,-0.020896523223990493
481,481,481,481,2020-12-31,70.98627471923828,68.92090606689453,69.7019271850586,0.02996723012229574,0.018426284409177818
482,482,482,482,2021-01-04,70.25731658935547,69.21595764160156,69.84077453613281,0.015045070287780016,0.00596416715005299
483,483,483,483,2021-01-05,70.37882232666016,69.54573822021484,69.27669525146484,0.01197893828960983,0.01590905962235567
484,484,484,484,2021-01-06,71.4896240234375,69.81474304199219,69.26803588867188,0.023990362328454085,0.032072341972221974
