,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,ZTS,ZTS_6m,ZTS_12m,ZTS_6m_ret,ZTS_12m_ret
0,0,0,0,2019-02-05,84.42878723144531,,,,
1,1,1,1,2019-02-06,84.63172912597656,,,,
2,2,2,2,2019-02-07,83.30784606933594,,,,
3,3,3,3,2019-02-08,83.90696716308594,,,,
4,4,4,4,2019-02-11,83.3658218383789,,,,
5,5,5,5,2019-02-12,84.5640640258789,,,,
6,6,6,6,2019-02-13,85.27916717529297,84.42878723144531,,0.010072156331187188,
7,7,7,7,2019-02-14,90.12049865722656,84.63172912597656,,0.06485474877961939,
8,8,8,8,2019-02-15,92.1594696044922,83.30784606933594,,0.10625197928883168,
9,9,9,9,2019-02-19,91.71495819091795,83.90696716308594,,0.09305533606829086,
10,10,10,10,2019-02-20,91.21245574951172,83.3658218383789,,0.09412291198118417,
11,11,11,11,2019-02-21,90.32343292236328,84.5640640258789,,0.06810657650892771,
12,12,12,12,2019-02-22,91.42506408691406,85.27916717529297,84.42878723144531,0.07206797527687026,0.08286601152151807
13,13,13,13,2019-02-25,91.21245574951172,90.12049865722656,84.63172912597656,0.012116633935176147,0.07775720396471608
14,14,14,14,2019-02-26,90.34276580810548,92.1594696044922,83.30784606933594,-0.01971261123987811,0.0844448640877653
15,15,15,15,2019-02-27,90.64232635498048,91.71495819091795,83.90696716308594,-0.011695276943861632,0.08027175119800667
16,16,16,16,2019-02-28,91.05786895751952,91.21245574951172,83.3658218383789,-0.0016947991447212596,0.09226859340573834
17,17,17,17,2019-03-01,92.52670288085938,90.32343292236328,84.5640640258789,0.024393115797424203,0.09416102391370029
18,18,18,18,2019-03-04,92.64265441894533,91.42506408691406,85.27916717529297,0.013317905152067988,0.08634567488817724
19,19,19,19,2019-03-05,92.55567169189452,91.21245574951172,90.12049865722656,0.01472623372921289,0.027021300047729957
20,20,20,20,2019-03-06,90.9998779296875,90.34276580810548,92.1594696044922,0.007273544436062318,-0.01258244735761993
21,21,21,21,2019-03-07,89.43443298339844,90.64232635498048,91.71495819091795,-0.013325930833368083,-0.02486535732559869
22,22,22,22,2019-03-08,89.29912567138672,91.05786895751952,91.21245574951172,-0.019314566728475646,-0.020976631562024783
23,23,23,23,2019-03-11,91.54102325439452,92.52670288085938,90.32343292236328,-0.010652920678845046,0.013480337190879377
24,24,24,24,2019-03-12,92.52670288085938,92.64265441894533,91.42506408691406,-0.0012515999116519128,0.012049636551504372
25,25,25,25,2019-03-13,93.66698455810548,92.55567169189452,91.21245574951172,0.012006966681743503,0.026910017808690512
26,26,26,26,2019-03-14,92.96153259277344,90.9998779296875,90.34276580810548,0.02155667356610791,0.028987011425246845
27,27,27,27,2019-03-15,93.64764404296876,89.43443298339844,90.64232635498048,0.04710949596284042,0.033155787244676604
28,28,28,28,2019-03-18,94.47868347167967,89.29912567138672,91.05786895751952,0.05800233497641716,0.03756747827863216
29,29,29,29,2019-03-19,95.39671325683594,91.54102325439452,92.52670288085938,0.042119804491657975,0.031018184876554944
30,30,30,30,2019-03-20,95.18411254882812,92.52670288085938,92.64265441894533,0.02872046215015933,0.027432915710617456
31,31,31,31,2019-03-21,96.28572082519533,93.66698455810548,92.55567169189452,0.027957943553369446,0.040300600331848235
32,32,32,32,2019-03-22,94.63330078125,92.96153259277344,90.9998779296875,0.01798344048177314,0.03992777720394214
33,33,33,33,2019-03-25,94.63330078125,93.64764404296876,89.43443298339844,0.010525163215307165,0.05813049431214723
34,34,34,34,2019-03-26,95.49333190917967,94.47868347167967,89.29912567138672,0.010739443017367512,0.06936469076513818
35,35,35,35,2019-03-27,95.20345306396484,95.39671325683594,91.54102325439452,-0.0020258579805656485,0.04000861776902309
36,36,36,36,2019-03-28,96.04415893554688,95.18411254882812,92.52670288085938,0.009035608608291223,0.038015577613488505
37,37,37,37,2019-03-29,97.2810516357422,96.28572082519533,93.66698455810548,0.010337262908940437,0.038584215075214257
38,38,38,38,2019-04-01,98.12177276611328,94.63330078125,92.96153259277344,0.03686304880062319,0.05550941372647933
39,39,39,39,2019-04-02,98.6049575805664,94.63330078125,93.64764404296876,0.04196891333735797,0.05293580621550986
40,40,40,40,2019-04-03,98.6822738647461,95.49333190917967,94.47868347167967,0.03339439405674227,0.044492474266181636
41,41,41,41,2019-04-04,98.54694366455078,95.20345306396484,95.39671325683594,0.03511942574540372,0.03302242079591888
42,42,42,42,2019-04-05,98.6822738647461,96.04415893554688,95.18411254882812,0.02746772899505112,0.036751525251900174
43,43,43,43,2019-04-08,98.78855895996094,97.2810516357422,96.28572082519533,0.015496412701863305,0.025993866103048324
44,44,44,44,2019-04-09,98.04446411132812,98.12177276611328,94.63330078125,-0.0007878848150189022,0.03604612014921904
45,45,45,45,2019-04-10,97.91886138916016,98.6049575805664,94.63330078125,-0.006958029375406016,0.03471886303009675
46,46,46,46,2019-04-11,97.65792846679688,98.6822738647461,95.49333190917967,-0.010380237076348497,0.022667515253063764
47,47,47,47,2019-04-12,98.24739074707033,98.54694366455078,95.20345306396484,-0.003039697694736443,0.03197297561318857
48,48,48,48,2019-04-15,97.8511962890625,98.6822738647461,96.04415893554688,-0.0084217513757604,0.0188146512348375
49,49,49,49,2019-04-16,95.83155822753906,98.78855895996094,97.2810516357422,-0.029932623408550296,-0.014900058992275311
50,50,50,50,2019-04-17,94.83847045898438,98.04446411132812,98.12177276611328,-0.03269938472715184,-0.03346150619348376
51,51,51,51,2019-04-18,95.8547821044922,97.91886138916016,98.6049575805664,-0.021079486172379536,-0.027890843863779713
52,52,52,52,2019-04-22,96.90983581542967,97.65792846679688,98.6822738647461,-0.007660337087956437,-0.017961058049247303
53,53,53,53,2019-04-23,98.70052337646484,98.24739074707033,98.54694366455078,0.004612159426819584,0.001558442161705642
54,54,54,54,2019-04-24,97.8584213256836,97.8511962890625,98.6822738647461,7.383697793272859e-05,-0.00834853623449816
55,55,55,55,2019-04-25,98.56500244140624,95.83155822753906,98.78855895996094,0.02852342447961642,-0.002262979852204472
56,56,56,56,2019-04-26,100.0362777709961,94.83847045898438,98.04446411132812,0.05480695003679603,0.020315411764669333
57,57,57,57,2019-04-29,98.01329803466795,95.8547821044922,97.91886138916016,0.02251860452640475,0.0009644377412894034
58,58,58,58,2019-04-30,98.5746841430664,96.90983581542967,97.65792846679688,0.017179353505536232,0.009387416778774194
59,59,59,59,2019-05-01,98.52630615234376,98.70052337646484,98.24739074707033,-0.0017651094255759503,0.0028389090351670365
60,60,60,60,2019-05-02,99.84269714355467,97.8584213256836,97.8511962890625,0.020277006219701743,0.02035234039049527
61,61,61,61,2019-05-03,100.42343139648438,98.56500244140624,95.83155822753906,0.018854856278047727,0.04791608582678508
62,62,62,62,2019-05-06,100.0168914794922,100.0362777709961,94.83847045898438,-0.00019379261139917947,0.05460253624342659
63,63,63,63,2019-05-07,98.11976623535156,98.01329803466795,95.8547821044922,0.0010862628114600703,0.023629328460527788
64,64,64,64,2019-05-08,98.59404754638672,98.5746841430664,96.90983581542967,0.00019643383581335883,0.01737916194765532
65,65,65,65,2019-05-09,98.41014099121094,98.52630615234376,98.70052337646484,-0.001179026857590748,-0.002942055171747393
66,66,66,66,2019-05-10,99.0102767944336,99.84269714355467,97.8584213256836,-0.008337318331096522,0.011770632032949813
67,67,67,67,2019-05-13,98.10040283203124,100.42343139648438,98.56500244140624,-0.023132336070867066,-0.004713636664811061
68,68,68,68,2019-05-14,98.00360870361328,100.0168914794922,100.0362777709961,-0.02012942760065417,-0.020319319277712578
69,69,69,69,2019-05-15,98.5746841430664,98.11976623535156,98.01329803466795,0.004636353358442369,0.005727652468136446
70,70,70,70,2019-05-16,99.62973022460938,98.59404754638672,98.5746841430664,0.010504515272439674,0.010703012550481228
71,71,71,71,2019-05-17,98.70052337646484,98.41014099121094,98.52630615234376,0.002950736401036602,0.001768230545979188
72,72,72,72,2019-05-20,98.94251251220705,99.0102767944336,99.84269714355467,-0.0006844166527000262,-0.009016028784291863
73,73,73,73,2019-05-21,99.09738159179688,98.10040283203124,100.42343139648438,0.010162840630457692,-0.01320458568530769
74,74,74,74,2019-05-22,99.6394271850586,98.00360870361328,100.0168914794922,0.01669141068460478,-0.0037740054589779914
75,75,75,75,2019-05-23,99.5910186767578,98.5746841430664,98.11976623535156,0.010310299673051304,0.014994455224009329
76,76,76,76,2019-05-24,99.11673736572266,99.62973022460938,98.59404754638672,-0.005148993756484144,0.005301433832402669
77,77,77,77,2019-05-28,98.74893188476562,98.70052337646484,98.41014099121094,0.0004904584762548403,0.00344264209097056
78,78,78,78,2019-05-29,97.90682220458984,98.94251251220705,99.0102767944336,-0.0104675966004949,-0.011144849055767736
79,79,79,79,2019-05-30,99.04898071289062,99.09738159179688,98.10040283203124,-0.0004884173338264297,0.009669459589106477
80,80,80,80,2019-05-31,97.81002807617188,99.6394271850586,98.00360870361328,-0.018360192953428056,-0.0019752397896575236
81,81,81,81,2019-06-03,100.61703491210938,99.5910186767578,98.5746841430664,0.010302296823388346,0.02071881626400951
82,82,82,82,2019-06-04,104.65333557128906,99.11673736572266,99.62973022460938,0.05585936697187055,0.050422753683606825
83,83,83,83,2019-06-05,105.02116394042967,98.74893188476562,98.70052337646484,0.06351696100352133,0.06403857191168649
