,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,NRG,NRG_6m,NRG_12m,NRG_6m_ret,NRG_12m_ret
0,0,0,0,2019-02-05,34.848228454589844,,,,
1,1,1,1,2019-02-06,34.99382019042969,,,,
2,2,2,2,2019-02-07,35.601890563964844,,,,
3,3,3,3,2019-02-08,35.82456588745117,,,,
4,4,4,4,2019-02-11,36.18426513671875,,,,
5,5,5,5,2019-02-12,36.3212890625,,,,
6,6,6,6,2019-02-13,36.441192626953125,34.848228454589844,,0.045711482132844816,
7,7,7,7,2019-02-14,36.49258804321289,34.99382019042969,,0.042829500884076,
8,8,8,8,2019-02-15,36.36412048339844,35.601890563964844,,0.021409815809194654,
9,9,9,9,2019-02-19,36.35555648803711,35.82456588745117,,0.014821968876165492,
10,10,10,10,2019-02-20,36.02154541015625,36.18426513671875,,-0.004496974747108418,
11,11,11,11,2019-02-21,36.36412048339844,36.3212890625,,0.0011792373564918357,
12,12,12,12,2019-02-22,36.15857696533203,36.441192626953125,34.848228454589844,-0.0077553900201405845,0.03760158174036543
13,13,13,13,2019-02-25,35.833133697509766,36.49258804321289,34.99382019042969,-0.018070911959497837,0.023984620784832655
14,14,14,14,2019-02-26,35.43060302734375,36.36412048339844,35.601890563964844,-0.025671388270778417,-0.004811192156027433
15,15,15,15,2019-02-27,35.130859375,36.35555648803711,35.82456588745117,-0.0336866556681672,-0.019363989353857525
16,16,16,16,2019-02-28,35.696102142333984,36.02154541015625,36.18426513671875,-0.009034683662697773,-0.013491029665526955
17,17,17,17,2019-03-01,36.14144134521485,36.36412048339844,36.3212890625,-0.006123594774834373,-0.004951578590057126
18,18,18,18,2019-03-04,35.72178649902344,36.15857696533203,36.441192626953125,-0.01207985775345577,-0.01974156376533054
19,19,19,19,2019-03-05,35.74748992919922,35.833133697509766,36.49258804321289,-0.002390071966173024,-0.020417793145593333
20,20,20,20,2019-03-06,35.439170837402344,35.43060302734375,36.36412048339844,0.0002418194816493635,-0.025435776630933993
21,21,21,21,2019-03-07,35.31927490234375,35.130859375,36.35555648803711,0.0053632484572190275,-0.028504077114989257
22,22,22,22,2019-03-08,35.507686614990234,35.696102142333984,36.02154541015625,-0.005278322170652272,-0.014265317862268478
23,23,23,23,2019-03-11,35.79030990600586,36.14144134521485,36.36412048339844,-0.009715479685911355,-0.015779580800106108
24,24,24,24,2019-03-12,36.775203704833984,35.72178649902344,36.15857696533203,0.02948948832218523,0.01705340174457537
25,25,25,25,2019-03-13,36.87797164916992,35.74748992919922,35.833133697509766,0.03162408667600758,0.029158430866814466
26,26,26,26,2019-03-14,35.85026168823242,35.439170837402344,35.43060302734375,0.011599900367765148,0.011844524931308609
27,27,27,27,2019-03-15,35.9444580078125,35.31927490234375,35.130859375,0.017700904313504573,0.023159087118474364
28,28,28,28,2019-03-18,35.86738586425781,35.507686614990234,35.696102142333984,0.010130179788049753,0.004798387264829396
29,29,29,29,2019-03-19,35.910213470458984,35.79030990600586,36.14144134521485,0.0033501683770835733,-0.006397859801639649
30,30,30,30,2019-03-20,36.40693664550781,36.775203704833984,35.72178649902344,-0.010014004607070692,0.01918017584319598
31,31,31,31,2019-03-21,37.14346694946289,36.87797164916992,35.74748992919922,0.0071992923802506326,0.03905105010249721
32,32,32,32,2019-03-22,36.38981628417969,35.85026168823242,35.439170837402344,0.015050227544764816,0.026824709052561513
33,33,33,33,2019-03-25,36.93793487548828,35.9444580078125,35.31927490234375,0.027639222365235083,0.04582936590912623
34,34,34,34,2019-03-26,37.13490295410156,35.86738586425781,35.507686614990234,0.035338987196913196,0.04582715727879516
35,35,35,35,2019-03-27,36.67243194580078,35.910213470458984,35.79030990600586,0.021225673747910845,0.02464695170596709
36,36,36,36,2019-03-28,36.62105178833008,36.40693664550781,36.775203704833984,0.005881163386721955,-0.0041917352175984135
37,37,37,37,2019-03-29,36.38124084472656,37.14346694946289,36.87797164916992,-0.020521135137261393,-0.0134695804088385
38,38,38,38,2019-04-01,35.78173828125,36.38981628417969,35.85026168823242,-0.016710114670022258,-0.001911378153340304
39,39,39,39,2019-04-02,36.27847671508789,36.93793487548828,35.9444580078125,-0.01785314102218538,0.009292634408419653
40,40,40,40,2019-04-03,36.261356353759766,37.13490295410156,35.86738586425781,-0.023523599924887173,0.010984087075454951
41,41,41,41,2019-04-04,36.17570495605469,36.67243194580078,35.910213470458984,-0.013544969978544708,0.007393202655676445
42,42,42,42,2019-04-05,36.03010559082031,36.62105178833008,36.40693664550781,-0.016136789323404455,-0.010350529031230571
43,43,43,43,2019-04-08,35.92733383178711,36.38124084472656,37.14346694946289,-0.012476402739442172,-0.03274150793006059
44,44,44,44,2019-04-09,36.10718536376953,35.78173828125,36.38981628417969,0.00909534019732261,-0.007766758650359806
45,45,45,45,2019-04-10,36.19282531738281,36.27847671508789,36.93793487548828,-0.0023609425053245925,-0.02017193328801703
46,46,46,46,2019-04-11,36.3212890625,36.261356353759766,37.13490295410156,0.001652798316630566,-0.021909681374613577
47,47,47,47,2019-04-12,36.20138931274414,36.17570495605469,36.67243194580078,0.0007099891134298986,-0.01284459764634116
48,48,48,48,2019-04-15,36.21852111816406,36.03010559082031,36.62105178833008,0.005229391483986046,-0.010991783428085156
49,49,49,49,2019-04-16,35.995853424072266,35.92733383178711,36.38124084472656,0.0019071716427934149,-0.010593025738157569
50,50,50,50,2019-04-17,35.26789093017578,36.10718536376953,35.78173828125,-0.023244526681825195,-0.014360603362399527
51,51,51,51,2019-04-18,35.11372375488281,36.19282531738281,36.27847671508789,-0.02981534469987135,-0.03210589489058313
52,52,52,52,2019-04-22,35.01951217651367,36.3212890625,36.261356353759766,-0.03584060256634314,-0.03424704153730129
53,53,53,53,2019-04-23,35.404903411865234,36.20138931274414,36.17570495605469,-0.022001528560079753,-0.021307160292406313
54,54,54,54,2019-04-24,35.41347122192383,36.21852111816406,36.03010559082031,-0.022227575046858905,-0.01711442025453258
55,55,55,55,2019-04-25,35.01951217651367,35.995853424072266,35.92733383178711,-0.02712371439166006,-0.0252682723278016
56,56,56,56,2019-04-26,35.04521560668945,35.26789093017578,36.10718536376953,-0.0063138259083080905,-0.02941159069534327
57,57,57,57,2019-04-29,35.01095199584961,35.11372375488281,36.19282531738281,-0.0029268259826448206,-0.032654906356967106
58,58,58,58,2019-04-30,35.285213470458984,35.01951217651367,36.3212890625,0.007587235727501307,-0.02852529793912828
59,59,59,59,2019-05-01,34.753841400146484,35.404903411865234,36.20138931274414,-0.01838903510468437,-0.03998597678371607
60,60,60,60,2019-05-02,33.913917541503906,35.41347122192383,36.21852111816406,-0.04234415968496119,-0.06363052674462644
61,61,61,61,2019-05-03,33.802490234375,35.01951217651367,35.995853424072266,-0.034752681191112744,-0.060933773783800604
62,62,62,62,2019-05-06,32.86830139160156,35.04521560668945,35.26789093017578,-0.06211730124646053,-0.06803892932880462
63,63,63,63,2019-05-07,33.12542724609375,35.01095199584961,35.11372375488281,-0.05385528362608882,-0.05662448456531399
64,64,64,64,2019-05-08,31.67699432373047,35.285213470458984,35.01951217651367,-0.10225867415395806,-0.09544729909244454
65,65,65,65,2019-05-09,31.4370174407959,34.753841400146484,35.404903411865234,-0.09543762144626133,-0.11207165077986292
66,66,66,66,2019-05-10,31.97695541381836,33.913917541503906,35.41347122192383,-0.05711407788012368,-0.09703978993106965
67,67,67,67,2019-05-13,31.54842758178711,33.802490234375,35.01951217651367,-0.06668333122675241,-0.09911858786698047
68,68,68,68,2019-05-14,31.059913635253903,32.86830139160156,35.04521560668945,-0.0550192032987058,-0.11371886011952037
69,69,69,69,2019-05-15,30.845632553100582,33.12542724609375,35.01095199584961,-0.06882310305181072,-0.11897189894301663
70,70,70,70,2019-05-16,30.682790756225582,31.67699432373047,35.285213470458984,-0.03138566611921545,-0.13043488366838363
71,71,71,71,2019-05-17,30.49424362182617,31.4370174407959,34.753841400146484,-0.029989289561111132,-0.12256480454279683
72,72,72,72,2019-05-20,30.77706527709961,31.97695541381836,33.913917541503906,-0.037523589134450086,-0.09249454182240702
73,73,73,73,2019-05-21,31.454151153564453,31.54842758178711,33.802490234375,-0.0029883083072286265,-0.06947236918132249
74,74,74,74,2019-05-22,31.28273200988769,31.059913635253903,32.86830139160156,0.007173824668362361,-0.0482400767482013
75,75,75,75,2019-05-23,30.451379776000977,30.845632553100582,33.12542724609375,-0.012781478104587518,-0.08072492017165167
76,76,76,76,2019-05-24,30.451379776000977,30.682790756225582,31.67699432373047,-0.007542044726738251,-0.03869099874830406
77,77,77,77,2019-05-28,30.0142879486084,30.49424362182617,31.4370174407959,-0.01573922210270018,-0.045256503574706786
78,78,78,78,2019-05-29,29.380062103271484,30.77706527709961,31.97695541381836,-0.04539104561303309,-0.08121139980151659
79,79,79,79,2019-05-30,28.91725349426269,31.454151153564453,31.54842758178711,-0.08065382680067257,-0.0834011166072629
80,80,80,80,2019-05-31,29.174365997314453,31.28273200988769,31.059913635253903,-0.0673971190210253,-0.060706789467672495
81,81,81,81,2019-06-03,29.380062103271484,30.451379776000977,30.845632553100582,-0.03518125223257729,-0.04751306193206206
82,82,82,82,2019-06-04,29.894302368164062,30.451379776000977,30.682790756225582,-0.018293995606594837,-0.025698066200237513
83,83,83,83,2019-06-05,30.12570571899414,30.0142879486084,30.49424362182617,0.00371215770890565,-0.012085490868455229
84,84,84,84,2019-06-06,30.23712158203125,29.380062103271484,30.77706527709961,0.029171465865088564,-0.017543703085625806
85,85,85,85,2019-06-07,29.76573944091797,28.91725349426269,31.454151153564453,0.029341858030314638,-0.05367850190594481
86,86,86,86,2019-06-10,29.311500549316406,29.174365997314453,31.28273200988769,0.004700515240487979,-0.06301340496566055
87,87,87,87,2019-06-11,29.611467361450195,29.380062103271484,30.451379776000977,0.007876268517245322,-0.027582080704688594
88,88,88,88,2019-06-12,29.568613052368164,29.894302368164062,30.451379776000977,-0.01089469530965681,-0.028989383408121627
89,89,89,89,2019-06-13,29.500049591064453,30.12570571899414,30.0142879486084,-0.02076818162421379,-0.017133118680824455
90,90,90,90,2019-06-14,29.80858993530273,30.23712158203125,29.380062103271484,-0.014172369071769664,0.014585668012714326
91,91,91,91,2019-06-17,29.517194747924805,29.76573944091797,28.91725349426269,-0.008350025823699148,0.02074682693434715
92,92,92,92,2019-06-18,29.697174072265625,29.311500549316406,29.174365997314453,0.013157754319002679,0.017920117784197886
93,93,93,93,2019-06-19,29.82573890686035,29.611467361450195,29.380062103271484,0.007236100217347108,0.015169362202922088
94,94,94,94,2019-06-20,30.03142547607422,29.568613052368164,29.894302368164062,0.015652151924961055,0.00458693118914133
95,95,95,95,2019-06-21,30.14284324645996,29.500049591064453,30.12570571899414,0.021789578807698273,0.0005688672532910832
96,96,96,96,2019-06-24,30.151416778564453,29.80858993530273,30.23712158203125,0.011500941306039625,-0.002834423350591919
97,97,97,97,2019-06-25,30.11713981628418,29.517194747924805,29.76573944091797,0.020325273911795172,0.011805531526058788
98,98,98,98,2019-06-26,28.88296127319336,29.697174072265625,29.311500549316406,-0.027417181078945307,-0.014620175292698878
99,99,99,99,2019-06-27,29.16579246520996,29.82573890686035,29.611467361450195,-0.022126742398948407,-0.015050753507083514
100,100,100,100,2019-06-28,30.09999084472656,30.03142547607422,29.568613052368164,0.002283120683264528,0.017971008360023077
101,101,101,101,2019-07-01,30.36568260192871,30.14284324645996,29.500049591064453,0.007392778234180719,0.029343442565820554
102,102,102,102,2019-07-02,30.20283889770508,30.151416778564453,29.80858993530273,0.0017054627820072277,0.013226018515402282
103,103,103,103,2019-07-03,30.69136619567871,30.11713981628418,29.517194747924805,0.01906643137088504,0.039779235722813944
104,104,104,104,2019-07-05,30.931337356567383,28.88296127319336,29.697174072265625,0.07091987777843078,0.04155827356833752
105,105,105,105,2019-07-08,30.60565185546875,29.16579246520996,29.82573890686035,0.04936808735700593,0.02614899000638027
106,106,106,106,2019-07-09,30.502817153930664,30.09999084472656,30.03142547607422,0.013382937931181393,0.015696613476839483
107,107,107,107,2019-07-10,30.81992149353028,30.36568260192871,30.14284324645996,0.014958955395678153,0.022462321869713975
108,108,108,108,2019-07-11,30.845632553100582,30.20283889770508,30.151416778564453,0.021282557496419496,0.02302431688814255
109,109,109,109,2019-07-12,30.845632553100582,30.69136619567871,30.11713981628418,0.00502637635738723,0.024188642788134596
110,110,110,110,2019-07-15,30.5456657409668,30.931337356567383,28.88296127319336,-0.01246863694106315,0.05756696662944383
111,111,111,111,2019-07-16,29.217214584350582,30.60565185546875,29.16579246520996,-0.04536538799026024,0.0017630969294579746
112,112,112,112,2019-07-17,29.82573890686035,30.502817153930664,30.09999084472656,-0.022197236525842046,-0.009111362833329806
113,113,113,113,2019-07-18,30.082847595214844,30.81992149353028,30.36568260192871,-0.023915502136180433,-0.009314297670222738
114,114,114,114,2019-07-19,30.11713981628418,30.845632553100582,30.20283889770508,-0.023617370645983904,-0.00283745119825185
115,115,115,115,2019-07-22,29.94571685791016,30.845632553100582,30.69136619567871,-0.029174817330823832,-0.02429508458549945
116,116,116,116,2019-07-23,29.560041427612305,30.5456657409668,30.931337356567383,-0.03226723953940902,-0.04433354798556499
117,117,117,117,2019-07-24,29.791444778442383,29.217214584350582,30.60565185546875,0.01965383087542416,-0.02660316077799474
118,118,118,118,2019-07-25,29.885730743408203,29.82573890686035,30.502817153930664,0.002011411577603983,-0.020230472726777027
119,119,119,119,2019-07-26,29.53433418273925,30.082847595214844,30.81992149353028,-0.018233427229237487,-0.04171286779756722
120,120,120,120,2019-07-29,29.560041427612305,30.11713981628418,30.845632553100582,-0.018497718975646338,-0.041678222136477205
121,121,121,121,2019-07-30,29.81717109680176,29.94571685791016,30.845632553100582,-0.004292625944415929,-0.03334220669744181
122,122,122,122,2019-07-31,29.28532218933105,29.560041427612305,30.5456657409668,-0.009293601260810025,-0.041260961942152674
123,123,123,123,2019-08-01,29.43972969055176,29.791444778442383,29.217214584350582,-0.011805909062360342,0.007615890473021469
124,124,124,124,2019-08-02,29.80000877380371,29.885730743408203,29.82573890686035,-0.0028683243632381394,-0.0008626821664666773
125,125,125,125,2019-08-05,28.925052642822266,29.53433418273925,30.082847595214844,-0.02062960133609737,-0.03848688023060498
126,126,126,126,2019-08-06,29.10518455505371,29.560041427612305,30.11713981628418,-0.015387558697184667,-0.03360064293632925
127,127,127,127,2019-08-07,28.564773559570312,29.81717109680176,29.94571685791016,-0.04200256064418473,-0.04611488530704755
128,128,128,128,2019-08-08,30.12596893310547,29.28532218933105,29.560041427612305,0.028705395089717367,0.01914501733290952
129,129,129,129,2019-08-09,29.29390335083008,29.43972969055176,29.791444778442383,-0.004953385824343348,-0.016700815664110746
130,130,130,130,2019-08-12,29.113767623901367,29.80000877380371,29.885730743408203,-0.02302821972675384,-0.02583049168630769
131,131,131,131,2019-08-13,29.67133331298828,28.925052642822266,29.53433418273925,0.02580049479533808,0.0046386395373387845
132,132,132,132,2019-08-14,29.14807891845703,29.10518455505371,29.560041427612305,0.0014737705346683505,-0.013936465893124694
133,133,133,133,2019-08-15,29.43972969055176,28.564773559570312,29.81717109680176,0.030630599229389155,-0.01265852501649578
134,134,134,134,2019-08-16,30.42620849609375,30.12596893310547,29.28532218933105,0.00996613797401702,0.038957614991797396
135,135,135,135,2019-08-19,30.417619705200195,29.29390335083008,29.43972969055176,0.0383600758462348,0.03321667776597392
136,136,136,136,2019-08-20,30.280366897583008,29.113767623901367,29.80000877380371,0.040070364260375024,0.016119395380902235
137,137,137,137,2019-08-21,30.692119598388672,29.67133331298828,28.925052642822266,0.034403114771844656,0.06109122695079705
138,138,138,138,2019-08-22,30.752161026000977,29.14807891845703,29.10518455505371,0.05503217251577475,0.056587047844755656
139,139,139,139,2019-08-23,30.040189743041992,29.43972969055176,28.564773559570312,0.020396248837941666,0.05165159739126857
140,140,140,140,2019-08-26,30.58917999267578,30.42620849609375,30.12596893310547,0.0053562867224470345,0.015375806188968388
141,141,141,141,2019-08-27,30.340421676635746,30.417619705200195,29.29390335083008,-0.0025379378568287647,0.03572478250072497
142,142,142,142,2019-08-28,30.32327079772949,30.280366897583008,29.113767623901367,0.0014168883848599823,0.04154402787893252
143,143,143,143,2019-08-29,30.58917999267578,30.692119598388672,29.67133331298828,-0.0033539425448575466,0.030933786156678078
144,144,144,144,2019-08-30,31.22395706176757,30.752161026000977,29.14807891845703,0.015341882327153833,0.0712183519578733
145,145,145,145,2019-09-03,31.56707191467285,30.040189743041992,29.43972969055176,0.050827980272145856,0.07226092924364824
