,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,DD,DD_6m,DD_12m,DD_6m_ret,DD_12m_ret
92,92,92,92,2019-06-18,68.082763671875,67.6242904663086,59.22751235961914,0.006779711881706563,0.14951246404691654
93,93,93,93,2019-06-19,66.90909576416016,67.60596466064453,69.77909851074219,-0.010307801981413678,-0.04112983411702009
94,94,94,94,2019-06-20,68.75213623046875,67.35839080810547,67.95439147949219,0.020691489295429744,0.011739414239583246
95,95,95,95,2019-06-21,68.44037628173828,68.61458587646484,68.64209747314453,-0.00253895862667175,-0.0029387387453475577
96,96,96,96,2019-06-24,68.4953842163086,68.84382629394531,66.62483215332031,-0.0050613409566888645,0.02807589906843866
97,97,97,97,2019-06-25,67.9727554321289,68.54125213623047,67.5234375,-0.008294227000283483,0.006654251453488413
98,98,98,98,2019-06-26,67.70682525634766,68.082763671875,67.6242904663086,-0.005521785474796204,0.0012204902923185212
99,99,99,99,2019-06-27,67.69766998291016,66.90909576416016,67.60596466064453,0.011785755131552778,0.0013564679200415153
100,100,100,100,2019-06-28,68.83465576171875,68.75213623046875,67.35839080810547,0.0012002467963088126,0.021916570985476058
101,101,101,101,2019-07-01,69.52235412597656,68.44037628173828,68.61458587646484,0.015809057504071244,0.013229960334470103
102,102,102,102,2019-07-02,68.6237564086914,68.4953842163086,68.84382629394531,0.0018741728928393098,-0.00319665389187207
103,103,103,103,2019-07-03,68.01856994628906,67.9727554321289,68.54125213623047,0.0006740129022120289,-0.007625804514083567
104,104,104,104,2019-07-05,67.61512756347656,67.70682525634766,68.082763671875,-0.0013543345522982753,-0.0068686416822356655
105,105,105,105,2019-07-08,66.12052917480469,67.69766998291016,66.90909576416016,-0.023296825555497058,-0.011785641105284017
106,106,106,106,2019-07-09,64.18577575683594,68.83465576171875,68.75213623046875,-0.06753691078191182,-0.06641772494640175
107,107,107,107,2019-07-10,63.864845275878906,69.52235412597656,68.44037628173828,-0.08137683082258818,-0.06685426431649011
108,108,108,108,2019-07-11,63.72731399536133,68.6237564086914,68.4953842163086,-0.07135200212837556,-0.06961155522377516
109,109,109,109,2019-07-12,65.57952117919922,68.01856994628906,67.9727554321289,-0.03585857169616824,-0.03520872793393437
110,110,110,110,2019-07-15,65.96464538574219,67.61512756347656,67.70682525634766,-0.024409954357993535,-0.02573122966568475
111,111,111,111,2019-07-16,66.3130874633789,66.12052917480469,67.69766998291016,0.0029122315108087715,-0.020452439794172772
112,112,112,112,2019-07-17,65.3778076171875,64.18577575683594,68.83465576171875,0.01857158920798141,-0.05021958933734827
113,113,113,113,2019-07-18,65.63452911376953,63.864845275878906,69.52235412597656,0.027709827374450935,-0.05592194138251094
114,114,114,114,2019-07-19,65.62535858154297,63.72731399536133,68.6237564086914,0.029783847257704776,-0.04369329200359373
115,115,115,115,2019-07-22,65.99214172363281,65.57952117919922,68.01856994628906,0.006291911514664683,-0.029792279141658273
116,116,116,116,2019-07-23,67.15666198730469,65.96464538574219,67.61512756347656,0.01807053755222854,-0.006780517802639219
117,117,117,117,2019-07-24,68.0644302368164,66.3130874633789,66.12052917480469,0.02641021313333769,0.02939935729904053
118,118,118,118,2019-07-25,67.07412719726562,65.3778076171875,64.18577575683594,0.025946412733977464,0.04499986806067491
119,119,119,119,2019-07-26,67.1291732788086,65.63452911376953,63.864845275878906,0.022772223480849174,0.05111306523688697
120,120,120,120,2019-07-29,67.01911163330078,65.62535858154297,63.72731399536133,0.0212380256943816,0.051654423065423005
121,121,121,121,2019-07-30,67.58075714111328,65.99214172363281,65.57952117919922,0.024072796790463258,0.03051617221244407
122,122,122,122,2019-07-31,66.43907928466797,67.15666198730469,65.96464538574219,-0.01068520503256054,0.007192245120873908
123,123,123,123,2019-08-01,66.00633239746094,68.0644302368164,66.3130874633789,-0.03023749456499869,-0.004625860107740798
124,124,124,124,2019-08-02,63.57563781738281,67.07412719726562,65.3778076171875,-0.05215855242653733,-0.027565467021425594
125,125,125,125,2019-08-05,60.82267761230469,67.1291732788086,65.63452911376953,-0.09394567754187955,-0.07331280602507384
126,126,126,126,2019-08-06,63.09685516357422,67.01911163330078,65.62535858154297,-0.05852444734253459,-0.038529365364563306
127,127,127,127,2019-08-07,64.23854064941406,67.58075714111328,65.99214172363281,-0.049455150150514604,-0.026572877139866447
128,128,128,128,2019-08-08,65.15006256103516,66.43907928466797,67.15666198730469,-0.019401483848230816,-0.02987938004793711
129,129,129,129,2019-08-09,63.56644058227539,66.00633239746094,68.0644302368164,-0.03696451123043165,-0.06608429158800233
130,130,130,130,2019-08-12,62.55364608764648,63.57563781738281,67.07412719726562,-0.016075210014753538,-0.0673953027569687
131,131,131,131,2019-08-13,63.050819396972656,60.82267761230469,67.1291732788086,0.03663340504129997,-0.060753822557850556
132,132,132,132,2019-08-14,60.564884185791016,63.09685516357422,67.01911163330078,-0.04012832289690582,-0.09630428231911625
133,133,133,133,2019-08-15,60.00324249267578,64.23854064941406,67.58075714111328,-0.0659307965891176,-0.11212532929477437
134,134,134,134,2019-08-16,60.87793731689453,65.15006256103516,66.43907928466797,-0.06557361691154673,-0.0837028752903981
135,135,135,135,2019-08-19,62.08406829833984,63.56644058227539,66.00633239746094,-0.02332004545727062,-0.059422542605502726
136,136,136,136,2019-08-20,61.78023147583008,62.55364608764648,63.57563781738281,-0.012364021287148308,-0.02824047706308397
137,137,137,137,2019-08-21,62.38790512084961,63.050819396972656,60.82267761230469,-0.010513967660741863,0.02573427494465097
138,138,138,138,2019-08-22,62.30504989624024,60.564884185791016,63.09685516357422,0.028732255230787374,-0.01254904488157571
139,139,139,139,2019-08-23,60.76744079589844,60.00324249267578,64.23854064941406,0.012735950116627981,-0.05403453780899814
140,140,140,140,2019-08-26,59.16539001464844,60.87793731689453,65.15006256103516,-0.02813083651851711,-0.09185981273279731
141,141,141,141,2019-08-27,58.88917541503906,62.08406829833984,63.56644058227539,-0.05146075266762451,-0.07358073103342078
142,142,142,142,2019-08-28,58.981239318847656,61.78023147583008,62.55364608764648,-0.04530562754653089,-0.05710948909026625
143,143,143,143,2019-08-29,60.5556869506836,62.38790512084961,63.050819396972656,-0.02936816305367007,-0.03957335479781021
144,144,144,144,2019-08-30,62.544429779052734,62.30504989624024,60.564884185791016,0.0038420622920798397,0.0326847086372557
145,145,145,145,2019-09-03,62.10247802734375,60.76744079589844,60.00324249267578,0.021969614220374023,0.034985368247794524
146,146,146,146,2019-09-04,63.050819396972656,59.16539001464844,60.87793731689453,0.06567064598682171,0.035692439261983955
147,147,147,147,2019-09-05,63.474365234375,58.88917541503906,62.08406829833984,0.07786133507593607,0.02239377950159782
148,148,148,148,2019-09-06,63.73214340209961,58.981239318847656,61.78023147583008,0.08054941093334711,0.03159444177597748
149,149,149,149,2019-09-09,64.91989135742188,60.5556869506836,62.38790512084961,0.07206927419207498,0.0405845689427724
150,150,150,150,2019-09-10,65.73931884765625,62.544429779052734,62.30504989624024,0.05108191216851643,0.05512023434914615
151,151,151,151,2019-09-11,65.87742614746094,62.10247802734375,60.76744079589844,0.060785788909342386,0.08409084346213569
152,152,152,152,2019-09-12,65.63804626464844,63.050819396972656,59.16539001464844,0.0410339927763097,0.10939936757617019
153,153,153,153,2019-09-13,67.70964813232422,63.474365234375,58.88917541503906,0.06672430487978431,0.1497808834156742
154,154,154,154,2019-09-16,66.42066192626953,63.73214340209961,58.981239318847656,0.04218465566437146,0.1261320157619099
155,155,155,155,2019-09-17,65.60122680664062,64.91989135742188,60.5556869506836,0.010495018321389438,0.08332066086651935
156,156,156,156,2019-09-18,66.28254699707031,65.73931884765625,62.544429779052734,0.008263367478341666,0.05976738825860295
157,157,157,157,2019-09-19,65.42627716064453,65.87742614746094,62.10247802734375,-0.0068483092494620035,0.053521199779456685
158,158,158,158,2019-09-20,65.92345428466797,65.63804626464844,63.050819396972656,0.004348210165622257,0.04556062736645794
159,159,159,159,2019-09-23,65.29737091064453,67.70964813232422,63.474365234375,-0.03562678714509637,0.028720345127331237
160,160,160,160,2019-09-24,64.74494934082031,66.42066192626953,63.73214340209961,-0.025228784791535896,0.015891603273574084
161,161,161,161,2019-09-25,65.28817749023438,65.60122680664062,64.91989135742188,-0.004772003995122898,0.005672932056907998
162,162,162,162,2019-09-26,64.54239654541016,66.28254699707031,65.73931884765625,-0.026253524200527067,-0.018207099240255764
163,163,163,163,2019-09-27,64.68048858642578,65.42627716064453,65.87742614746094,-0.011398915032068468,-0.018169160986282518
164,164,164,164,2019-09-30,65.65645599365234,65.92345428466797,65.63804626464844,-0.0040501259212341045,0.0002804734456853808
165,165,165,165,2019-10-01,62.56283950805664,65.29737091064453,67.70964813232422,-0.04187812410288205,-0.0760129282345291
166,166,166,166,2019-10-02,61.90913391113281,64.74494934082031,66.42066192626953,-0.0437997937840624,-0.06792356300430658
167,167,167,167,2019-10-03,62.71937561035156,65.28817749023438,65.60122680664062,-0.0393455902527996,-0.04392983693404562
168,168,168,168,2019-10-04,62.746978759765625,64.54239654541016,66.28254699707031,-0.027817649820011336,-0.05334086267778693
169,169,169,169,2019-10-07,61.411956787109375,64.68048858642578,65.42627716064453,-0.05053350509170951,-0.061356392992965025
170,170,170,170,2019-10-08,59.77305603027344,65.65645599365234,65.92345428466797,-0.0896088568037805,-0.09329605557130138
171,171,171,171,2019-10-09,59.671783447265625,62.56283950805664,65.29737091064453,-0.0462104355160976,-0.08615335326558826
172,172,172,172,2019-10-10,58.13418960571289,61.90913391113281,64.74494934082031,-0.06097556316711927,-0.10210463985859475
173,173,173,173,2019-10-11,59.99404144287109,62.71937561035156,65.28817749023438,-0.04345282683315921,-0.08108873996605548
174,174,174,174,2019-10-14,59.66257858276367,62.746978759765625,64.54239654541016,-0.049156154415194275,-0.07560639554518533
175,175,175,175,2019-10-15,60.3623275756836,61.411956787109375,64.68048858642578,-0.017091609945998232,-0.06676141607947617
176,176,176,176,2019-10-16,61.32909393310547,59.77305603027344,65.65645599365234,0.026032430097667092,-0.06590916300698968
177,177,177,177,2019-10-17,60.97920227050781,59.671783447265625,62.56283950805664,0.021910168386329643,-0.025312745553131344
178,178,178,178,2019-10-18,60.33469772338867,58.13418960571289,61.90913391113281,0.03785221971098984,-0.02543140387013265
179,179,179,179,2019-10-21,60.71220779418945,59.99404144287109,62.71937561035156,0.011970627983151294,-0.03200235647484406
180,180,180,180,2019-10-22,60.647743225097656,59.66257858276367,62.746978759765625,0.016512270601368062,-0.03345556353725243
181,181,181,181,2019-10-23,61.356693267822266,60.3623275756836,61.411956787109375,0.016473282792017985,-0.0008998820779915206
182,182,182,182,2019-10-24,61.0068359375,61.32909393310547,59.77305603027344,-0.005254569649389751,0.020641071231186192
183,183,183,183,2019-10-25,61.5500602722168,60.97920227050781,59.671783447265625,0.009361519673160457,0.031476800531880844
184,184,184,184,2019-10-28,62.23137664794922,60.33469772338867,58.13418960571289,0.03143595635891128,0.07047809679682349
185,185,185,185,2019-10-29,62.00120544433594,60.71220779418945,59.99404144287109,0.021231276163042878,0.03345605585474942
186,186,186,186,2019-10-30,60.38993835449219,60.647743225097656,59.66257858276367,-0.004250856782067047,0.012191222521827916
187,187,187,187,2019-10-31,60.68458938598633,61.356693267822266,60.3623275756836,-0.010954043414663883,0.005338790322468423
188,188,188,188,2019-11-01,64.11885833740234,61.0068359375,61.32909393310547,0.05101104412447377,0.04548843339084385
189,189,189,189,2019-11-04,65.64725494384766,61.5500602722168,60.97920227050781,0.06656686692929692,0.07655155363679644
190,190,190,190,2019-11-05,66.64163208007812,62.23137664794922,60.33469772338867,0.07086867862619006,0.10453245967360791
191,191,191,191,2019-11-06,64.75415802001953,62.00120544433594,60.71220779418945,0.04440159761337492,0.06657557635742761
192,192,192,192,2019-11-07,65.93266296386719,60.38993835449219,60.647743225097656,0.09178225314354371,0.08714124314822791
193,193,193,193,2019-11-08,65.49073028564453,60.68458938598633,61.356693267822266,0.07919870511257132,0.06737711564371907
194,194,194,194,2019-11-11,66.45747375488281,64.11885833740234,61.0068359375,0.03647312940561642,0.0893447059435577
195,195,195,195,2019-11-12,66.84419250488281,65.64725494384766,61.5500602722168,0.018232865365946704,0.08601343701779851
196,196,196,196,2019-11-13,64.40428161621094,66.64163208007812,62.23137664794922,-0.033572864199645336,0.03491654990301951
197,197,197,197,2019-11-14,64.4503173828125,64.75415802001953,62.00120544433594,-0.004692218175597285,0.039501037454430676
198,198,198,198,2019-11-15,62.27743148803711,65.93266296386719,60.38993835449219,-0.05543885703256424,0.03125509290082795
199,199,199,199,2019-11-18,61.5500602722168,65.49073028564453,60.68458938598633,-0.060171416569033465,0.014261790266481222
200,200,200,200,2019-11-19,60.77664566040039,66.45747375488281,64.11885833740234,-0.08548065061027144,-0.052125268036039674
201,201,201,201,2019-11-20,59.89274978637695,66.84419250488281,65.64725494384766,-0.10399471454454434,-0.08765797080765836
202,202,202,202,2019-11-21,60.48202133178711,64.40428161621094,66.64163208007812,-0.06090061384112344,-0.09242887000260569
203,203,203,203,2019-11-22,60.61091995239258,64.4503173828125,64.75415802001953,-0.05957142782734859,-0.06398412386654806
204,204,204,204,2019-11-25,60.03086471557617,62.27743148803711,65.93266296386719,-0.03607352966848798,-0.08951251144710104
205,205,205,205,2019-11-26,59.911170959472656,61.5500602722168,65.49073028564453,-0.026626932703166184,-0.08519616901256188
206,206,206,206,2019-11-27,60.68816757202149,60.77664566040039,66.45747375488281,-0.001455790911418231,-0.08681199956742913
207,207,207,207,2019-11-29,59.94817352294922,59.89274978637695,66.84419250488281,0.0009253830684006203,-0.1031655664241864
208,208,208,208,2019-12-02,59.99442672729492,60.48202133178711,64.40428161621094,-0.008061810662996605,-0.06847145528607257
209,209,209,209,2019-12-03,57.8762092590332,60.61091995239258,64.4503173828125,-0.04511910882572612,-0.10200272691802859
210,210,210,210,2019-12-04,58.06120681762695,60.03086471557617,62.27743148803711,-0.03281075338963346,-0.06770068337227508
211,211,211,211,2019-12-05,57.3397216796875,59.911170959472656,61.5500602722168,-0.04292103189778462,-0.06840510917305809
212,212,212,212,2019-12-06,58.81968688964844,60.68816757202149,60.77664566040039,-0.03078822045756513,-0.03219919015746253
213,213,213,213,2019-12-09,59.05093765258789,59.94817352294922,59.89274978637695,-0.014966859165740032,-0.01405532617539862
214,214,214,214,2019-12-10,59.235931396484375,59.99442672729492,60.48202133178711,-0.012642763206293983,-0.02060265030606434
215,215,215,215,2019-12-11,59.50417709350586,57.8762092590332,60.61091995239258,0.02812844613209653,-0.018259793115762313
216,216,216,216,2019-12-12,61.22464370727539,58.06120681762695,60.03086471557617,0.05448451837360091,0.019886086888058374
217,217,217,217,2019-12-13,59.93891906738281,57.3397216796875,59.911170959472656,0.045329787301986,0.0004631541574930953
218,218,218,218,2019-12-16,60.02216339111328,58.81968688964844,60.68816757202149,0.020443435948933386,-0.010974201521537608
219,219,219,219,2019-12-17,59.40243148803711,59.05093765258789,59.94817352294922,0.0059523836440522615,-0.00910356400938872
220,220,220,220,2019-12-18,59.115684509277344,59.235931396484375,59.99442672729492,-0.002029965333070982,-0.014647064168341939
221,221,221,221,2019-12-19,59.15269470214844,59.50417709350586,57.8762092590332,-0.0059068524013885515,0.022055443151125287
222,222,222,222,2019-12-20,58.78269577026367,61.22464370727539,58.06120681762695,-0.03988504937141091,0.01242635129688141
223,223,223,223,2019-12-23,59.12493896484375,59.93891906738281,57.3397216796875,-0.013580159856136143,0.031134041688044345
224,224,224,224,2019-12-24,58.99543762207031,60.02216339111328,58.81968688964844,-0.017105777450117432,0.002987957633157734
225,225,225,225,2019-12-26,58.94918823242188,59.40243148803711,59.05093765258789,-0.0076300455092735975,-0.001723078823314017
226,226,226,226,2019-12-27,58.94918823242188,59.115684509277344,59.235931396484375,-0.0028164484305231996,-0.0048406964709177824
227,227,227,227,2019-12-30,57.61722183227539,59.15269470214844,59.50417709350586,-0.02595778396241477,-0.031711307565270186
228,228,228,228,2019-12-31,59.38392639160156,58.78269577026367,61.22464370727539,0.010228020567270901,-0.030064973909437298
229,229,229,229,2020-01-02,58.7364387512207,59.12493896484375,59.93891906738281,-0.00657083492050714,-0.020061761788034427
230,230,230,230,2020-01-03,57.49697113037109,58.99543762207031,60.02216339111328,-0.025399701266706876,-0.04207099707965656
231,231,231,231,2020-01-06,57.0899658203125,58.94918823242188,59.40243148803711,-0.03153940652717613,-0.03892880492931183
232,232,232,232,2020-01-07,56.21123504638672,58.94918823242188,59.115684509277344,-0.046445986249040394,-0.0491316219544885
233,233,233,233,2020-01-08,56.8864860534668,57.61722183227539,59.15269470214844,-0.012682593078433668,-0.038311165029635275
234,234,234,234,2020-01-09,56.37773895263672,59.38392639160156,58.78269577026367,-0.05062291467796909,-0.040912666323199565
235,235,235,235,2020-01-10,55.23075485229492,58.7364387512207,59.12493896484375,-0.05968499237371494,-0.06586364706210257
236,236,236,236,2020-01-13,55.86899948120117,57.49697113037109,58.99543762207031,-0.028314041890634245,-0.05299457495166604
237,237,237,237,2020-01-14,55.656246185302734,57.0899658203125,58.94918823242188,-0.025113338472163682,-0.055860685208011684
238,238,238,238,2020-01-15,56.55347442626953,56.21123504638672,58.94918823242188,0.0060884515275352324,-0.040640318857431135
239,239,239,239,2020-01-16,57.071475982666016,56.8864860534668,57.61722183227539,0.003251913451383759,-0.009471922322080162
240,240,240,240,2020-01-17,56.94197082519531,56.37773895263672,59.38392639160156,0.010008061391617806,-0.04112149052427094
241,241,241,241,2020-01-21,57.14546585083008,55.23075485229492,58.7364387512207,0.0346674783579497,-0.02708664219717538
242,242,242,242,2020-01-22,56.22049331665039,55.86899948120117,57.49697113037109,0.006291393057208605,-0.022200783599997886
