,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,PG,PG_6m,PG_12m,PG_6m_ret,PG_12m_ret
68,68,68,68,2019-05-14,93.85106658935548,93.92217254638672,94.08212280273438,-0.0007570731713655299,-0.0024558992345798947
69,69,69,69,2019-05-15,94.82868194580078,93.05119323730467,93.12228393554688,0.019102266684136504,0.01832427146476512
70,70,70,70,2019-05-16,96.08181762695312,93.3800277709961,94.6331558227539,0.028933273211086075,0.015308184447663686
71,71,71,71,2019-05-17,95.4952163696289,92.6423797607422,93.25563049316406,0.03079407735697659,0.024015556643832037
72,72,72,72,2019-05-20,95.38859558105467,94.21544647216795,93.81552124023438,0.012451770413604901,0.016767740774920492
73,73,73,73,2019-05-21,94.53541564941406,94.3043212890625,94.27767181396484,0.0024505171893789424,0.0027338799366811717
74,74,74,74,2019-05-22,94.84647369384766,93.85106658935548,93.92217254638672,0.01060624178995817,0.009841138917484393
75,75,75,75,2019-05-23,94.88201141357422,94.82868194580078,93.05119323730467,0.0005623769800355838,0.019675386339221834
76,76,76,76,2019-05-24,94.81979370117188,96.08181762695312,93.3800277709961,-0.013134888129210709,0.015418349775035978
77,77,77,77,2019-05-28,92.8379135131836,95.4952163696289,92.6423797607422,-0.027826554642902845,0.002110629637822159
78,78,78,78,2019-05-29,92.5979461669922,95.38859558105467,94.21544647216795,-0.029255587599999466,-0.017168101046504902
79,79,79,79,2019-05-30,93.6111068725586,94.53541564941406,94.3043212890625,-0.009777381000611207,-0.007350823451441446
80,80,80,80,2019-05-31,91.46035766601562,94.84647369384766,93.85106658935548,-0.03570102182988888,-0.025473433709606974
81,81,81,81,2019-06-03,92.2513427734375,94.88201141357422,94.82868194580078,-0.02772568373018669,-0.027178899036436666
82,82,82,82,2019-06-04,93.0334243774414,94.81979370117188,96.08181762695312,-0.018839624660651366,-0.03172705642754803
83,83,83,83,2019-06-05,94.85533905029295,92.8379135131836,95.4952163696289,0.02173062125984626,-0.006700621702967924
84,84,84,84,2019-06-06,95.43304443359376,92.5979461669922,95.38859558105467,0.030617291030285987,0.00046597659047531437
85,85,85,85,2019-06-07,96.66838073730467,93.6111068725586,94.53541564941406,0.032659306858835,0.0225626033718489
86,86,86,86,2019-06-10,96.62393188476562,91.46035766601562,94.84647369384766,0.05645696507776354,0.018740371905184183
87,87,87,87,2019-06-11,97.21051025390624,92.2513427734375,94.88201141357422,0.05375713058885312,0.02454099365771767
88,88,88,88,2019-06-12,97.47714233398438,93.0334243774414,94.81979370117188,0.04776474677009168,0.028025252208280893
89,89,89,89,2019-06-13,98.57029724121094,94.85533905029295,92.8379135131836,0.03916446062090695,0.061746149941352524
90,90,90,90,2019-06-14,98.82799530029295,95.43304443359376,92.5979461669922,0.03557416497449717,0.06728064056696681
91,91,91,91,2019-06-17,98.6413803100586,96.66838073730467,93.6111068725586,0.0204099785028522,0.053735861112593986
92,92,92,92,2019-06-18,97.40603637695312,96.62393188476562,91.46035766601562,0.008094314492606669,0.06500826000100779
93,93,93,93,2019-06-19,98.1347885131836,97.21051025390624,92.2513427734375,0.009508007486672021,0.06377626127562608
94,94,94,94,2019-06-20,99.30792999267578,97.47714233398438,93.0334243774414,0.01878171245950777,0.06744356296913656
95,95,95,95,2019-06-21,98.82799530029295,98.57029724121094,94.85533905029295,0.00261435814129074,0.04188120868867129
96,96,96,96,2019-06-24,99.83230590820312,98.82799530029295,95.43304443359376,0.010162207630120657,0.046097884655357024
97,97,97,97,2019-06-25,99.29016876220705,98.6413803100586,96.66838073730467,0.00657724425701578,0.027121464173761822
98,98,98,98,2019-06-26,97.52157592773438,97.40603637695312,96.62393188476562,0.001186164175022153,0.009290079853501387
99,99,99,99,2019-06-27,97.56600952148438,98.1347885131836,97.21051025390624,-0.005795895628009751,0.003657004439639344
100,100,100,100,2019-06-28,97.45047760009766,99.30792999267578,97.47714233398438,-0.01870396848182332,-0.00027354858019290607
101,101,101,101,2019-07-01,98.19700622558594,98.82799530029295,98.57029724121094,-0.0063847199651245745,-0.0037870537684544514
102,102,102,102,2019-07-02,99.07687377929688,99.83230590820312,98.82799530029295,-0.007567010718963818,0.0025182993770913598
103,103,103,103,2019-07-03,101.3875961303711,99.29016876220705,98.6413803100586,0.021124219993897242,0.02784040340555194
104,104,104,104,2019-07-05,100.56106567382812,97.52157592773438,97.40603637695312,0.031167356732894502,0.03239049050990328
105,105,105,105,2019-07-08,101.3609390258789,97.56600952148438,98.1347885131836,0.03889602047892371,0.03287468757587342
106,106,106,106,2019-07-09,100.34777069091795,97.45047760009766,99.30792999267578,0.029730927566202103,0.01047087275224512
107,107,107,107,2019-07-10,101.09430694580078,98.19700622558594,98.82799530029295,0.02950498015753089,0.022931879156523838
108,108,108,108,2019-07-11,101.65421295166016,99.07687377929688,99.83230590820312,0.02601352943477564,0.01824967405974065
109,109,109,109,2019-07-12,102.19635009765624,101.3875961303711,99.29016876220705,0.007976853166981046,0.029269577962036664
110,110,110,110,2019-07-15,102.63184356689452,100.56106567382812,97.52157592773438,0.020592242924145188,0.05240140543818694
111,111,111,111,2019-07-16,102.99620819091795,101.3609390258789,97.56600952148438,0.01613312959365487,0.05565666461164254
112,112,112,112,2019-07-17,103.0406494140625,100.34777069091795,97.45047760009766,0.026835461362055613,0.057364232086218436
113,113,113,113,2019-07-18,103.2607192993164,101.09430694580078,98.19700622558594,0.021429617739771478,0.05156687834349771
114,114,114,114,2019-07-19,102.87606048583984,101.65421295166016,99.07687377929688,0.012019644820433717,0.038345847639541075
115,115,115,115,2019-07-22,103.1354751586914,102.19635009765624,101.3875961303711,0.009189418801530236,0.01723957461298098
116,116,116,116,2019-07-23,101.83847045898438,102.63184356689452,100.56106567382812,-0.0077302821457457815,0.012702776930582083
117,117,117,117,2019-07-24,100.72032165527344,102.99620819091795,101.3609390258789,-0.022096799247461996,-0.006320160179671519
118,118,118,118,2019-07-25,100.87238311767578,103.0406494140625,100.34777069091795,-0.02104282444565808,0.005227943014037617
119,119,119,119,2019-07-26,102.62560272216795,103.2607192993164,101.09430694580078,-0.006150611592269373,0.015147200892213775
120,120,120,120,2019-07-29,103.7616195678711,102.87606048583984,101.65421295166016,0.008608018987596555,0.020731129138868765
121,121,121,121,2019-07-30,107.70635223388672,103.1354751586914,102.19635009765624,0.04431915466683267,0.05391584074152611
122,122,122,122,2019-07-31,105.58637237548828,101.83847045898438,102.63184356689452,0.036802417589464786,0.028787642372106736
123,123,123,123,2019-08-01,104.41461944580078,100.72032165527344,102.99620819091795,0.0366787727621789,0.0137714900363477
124,124,124,124,2019-08-02,104.15520477294922,100.87238311767578,103.0406494140625,0.03254430552556453,0.01081665697202605
125,125,125,125,2019-08-05,101.14969635009766,102.62560272216795,103.2607192993164,-0.01438146362039816,-0.02044362041581016
126,126,126,126,2019-08-06,102.22308349609376,103.7616195678711,102.87606048583984,-0.014827602712686683,-0.0063472200107813626
127,127,127,127,2019-08-07,103.33226013183594,107.70635223388672,103.1354751586914,-0.04061127325668168,0.001908024109471107
128,128,128,128,2019-08-08,105.04971313476562,105.58637237548828,101.83847045898438,-0.0050826562997560165,0.031532707250101266
129,129,129,129,2019-08-09,104.45931243896484,104.41461944580078,100.72032165527344,0.0004280338653848137,0.037122506384446696
130,130,130,130,2019-08-12,103.78843688964844,104.15520477294922,100.87238311767578,-0.0035213591495528718,0.028908346187983325
131,131,131,131,2019-08-13,104.87973022460938,101.14969635009766,102.62560272216795,0.0368763724371588,0.02196457260810325
132,132,132,132,2019-08-14,103.57378387451172,102.22308349609376,103.7616195678711,0.013213261938724186,-0.0018102617725286319
133,133,133,133,2019-08-15,105.00497436523438,103.33226013183594,107.70635223388672,0.01618772522021983,-0.025080952168784254
134,134,134,134,2019-08-16,106.60609436035156,105.04971313476562,105.58637237548828,0.014815663738075191,0.009657704511685683
135,135,135,135,2019-08-19,107.55428314208984,104.45931243896484,104.41461944580078,0.029628480514203748,0.030069196372628504
136,136,136,136,2019-08-20,106.35565948486328,103.78843688964844,104.15520477294922,0.024735150390061245,0.021126689892366768
137,137,137,137,2019-08-21,106.6240005493164,104.87973022460938,101.14969635009766,0.016631148087161485,0.05412081693524007
138,138,138,138,2019-08-22,106.82079315185548,103.57378387451172,102.22308349609376,0.031349721482395454,0.04497721550277256
139,139,139,139,2019-08-23,104.94235229492188,105.00497436523438,103.33226013183594,-0.0005963724165550799,0.015581698890856588
140,140,140,140,2019-08-26,106.73133850097656,106.60609436035156,105.04971313476562,0.0011748309641814725,0.01600790060277113
141,141,141,141,2019-08-27,107.83157348632812,107.55428314208984,104.45931243896484,0.002578143204877703,0.032283010184790184
142,142,142,142,2019-08-28,108.59190368652344,106.35565948486328,103.78843688964844,0.021026095014515134,0.046281329026876206
143,143,143,143,2019-08-29,108.39512634277344,106.6240005493164,104.87973022460938,0.016610948607558962,0.03351835584088114
144,144,144,144,2019-08-30,107.54534149169922,106.82079315185548,103.57378387451172,0.006782839917821359,0.038345201542500096
145,145,145,145,2019-09-03,108.55612182617188,104.94235229492188,105.00497436523438,0.034435758797307425,0.03381884984406258
146,146,146,146,2019-09-04,110.2109375,106.73133850097656,106.60609436035156,0.03260147439256178,0.03381460657833779
147,147,147,147,2019-09-05,109.80840301513672,107.83157348632812,107.55428314208984,0.018332566843784814,0.020957974031298843
148,148,148,148,2019-09-06,109.90679931640624,108.59190368652344,106.35565948486328,0.012108597282524558,0.03338928881399461
149,149,149,149,2019-09-09,109.28067779541016,108.39512634277344,106.6240005493164,0.008169661150966956,0.02491631558004581
150,150,150,150,2019-09-10,107.23225402832033,107.54534149169922,106.82079315185548,-0.002911213624283815,0.003851879997557317
151,151,151,151,2019-09-11,108.4756088256836,108.55612182617188,104.94235229492188,-0.0007416716729914397,0.03366854709747802
152,152,152,152,2019-09-12,109.81735229492188,110.2109375,106.73133850097656,-0.0035711991387255004,0.028913848896564565
153,153,153,153,2019-09-13,109.23593139648438,109.80840301513672,107.83157348632812,-0.005213368038632038,0.013023624387103139
154,154,154,154,2019-09-16,107.1159896850586,109.90679931640624,108.59190368652344,-0.025392511188623512,-0.013591381598074048
155,155,155,155,2019-09-17,108.37722778320312,109.28067779541016,108.39512634277344,-0.008267243857129292,-0.0001651232871274777
156,156,156,156,2019-09-18,108.60086059570312,107.23225402832033,107.54534149169922,0.012763012209193514,0.00981464272987953
157,157,157,157,2019-09-19,109.03913879394533,108.4756088256836,108.55612182617188,0.005194992444497837,0.004449467792768891
158,158,158,158,2019-09-20,109.34326934814452,109.81735229492188,110.2109375,-0.004317013084636945,-0.007872795309952663
159,159,159,159,2019-09-23,110.21989440917967,109.23593139648438,109.80840301513672,0.009007686391430125,0.0037473579684628167
160,160,160,160,2019-09-24,110.56874084472656,107.1159896850586,109.90679931640624,0.032233760522772714,0.006022753209423248
161,161,161,161,2019-09-25,110.04098510742188,108.37722778320312,109.28067779541016,0.015351539786078616,0.006957381005955332
162,162,162,162,2019-09-26,111.19487762451172,108.60086059570312,107.23225402832033,0.023885787042383866,0.036953653843225576
163,163,163,163,2019-09-27,111.42745208740234,109.03913879394533,108.4756088256836,0.021903266293860746,0.027212046041265037
164,164,164,164,2019-09-30,111.25750732421876,109.34326934814452,109.81735229492188,0.01750668319582971,0.013114093530767867
165,165,165,165,2019-10-01,110.78341674804688,110.21989440917967,109.23593139648438,0.005112709841430085,0.014166449919722046
166,166,166,166,2019-10-02,108.3056640625,110.56874084472656,107.1159896850586,-0.020467600199993607,0.011106412599456661
167,167,167,167,2019-10-03,108.89603424072266,110.04098510742188,108.37722778320312,-0.010404767510773572,0.004787043072898456
168,168,168,168,2019-10-04,110.91757202148438,111.19487762451172,108.60086059570312,-0.0024938703018655417,0.021332348685576763
169,169,169,169,2019-10-07,109.8799819946289,111.42745208740234,109.03913879394533,-0.01388769162162673,0.007711388864438451
170,170,170,170,2019-10-08,108.17149353027344,111.25750732421876,109.34326934814452,-0.02773757805801169,-0.010716487853863144
171,171,171,171,2019-10-09,109.11071014404295,110.78341674804688,110.21989440917967,-0.015098889825795214,-0.010063376226972176
172,172,172,172,2019-10-10,109.07493591308594,108.3056640625,110.56874084472656,0.0071027850412515026,-0.013510192123272868
173,173,173,173,2019-10-11,108.31462097167967,108.89603424072266,110.04098510742188,-0.0053391592549433264,-0.01568837405496626
174,174,174,174,2019-10-14,107.38433074951172,110.91757202148438,111.19487762451172,-0.03185465754054084,-0.03426908645798987
175,175,175,175,2019-10-15,104.83502197265624,109.8799819946289,111.42745208740234,-0.04591336775263832,-0.05916342868160607
176,176,176,176,2019-10-16,105.13018798828124,108.17149353027344,111.25750732421876,-0.028115591665941464,-0.055073311305471995
177,177,177,177,2019-10-17,104.9915771484375,109.11071014404295,110.78341674804688,-0.037751866798113265,-0.0522807453464057
178,178,178,178,2019-10-18,105.74773406982422,109.07493591308594,108.3056640625,-0.03050381662303181,-0.023617693634191417
179,179,179,179,2019-10-21,107.19709014892578,108.31462097167967,108.89603424072266,-0.010317451261229849,-0.015601524000784406
180,180,180,180,2019-10-22,109.98772430419922,107.38433074951172,110.91757202148438,0.02424370051493141,-0.008383231803028024
181,181,181,181,2019-10-23,110.72590637207033,104.83502197265624,109.8799819946289,0.056191950824893144,0.007698621369293335
182,182,182,182,2019-10-24,112.33728790283205,105.13018798828124,108.17149353027344,0.06855404762858575,0.038511018352471504
183,183,183,183,2019-10-25,110.95094299316406,104.9915771484375,109.11071014404295,0.056760418374334876,0.016865739822348402
184,184,184,184,2019-10-28,111.15799713134766,105.74773406982422,109.07493591308594,0.05116197627413088,0.019097524108760977
185,185,185,185,2019-10-29,111.26603698730467,107.19709014892578,108.31462097167967,0.03795762396839342,0.02724854677187749
186,186,186,186,2019-10-30,112.47232055664062,109.98772430419922,107.38433074951172,0.022589759613260263,0.04738111949495982
187,187,187,187,2019-10-31,112.0852279663086,110.72590637207033,104.83502197265624,0.012276454885549182,0.06915824365967516
188,188,188,188,2019-11-01,111.5090789794922,112.33728790283205,105.13018798828124,-0.0073725201916590155,0.06067611133656503
189,189,189,189,2019-11-04,107.18807983398438,110.95094299316406,104.9915771484375,-0.03391465685344852,0.020920751408862515
190,190,190,190,2019-11-05,107.0350341796875,111.15799713134766,105.74773406982422,-0.03709101511417423,0.012173311524701802
191,191,191,191,2019-11-06,108.3133544921875,111.26603698730467,107.19709014892578,-0.02653714084787684,0.010413196307016648
192,192,192,192,2019-11-07,107.68319702148438,112.47232055664062,109.98772430419922,-0.04258046345495703,-0.020952586275365448
193,193,193,193,2019-11-08,107.75520324707033,112.0852279663086,110.72590637207033,-0.03863153778426376,-0.02682934122948244
194,194,194,194,2019-11-11,107.422119140625,111.5090789794922,112.33728790283205,-0.03665136396309798,-0.04375367123388718
195,195,195,195,2019-11-12,107.36811065673828,107.18807983398438,110.95094299316406,0.0016795787650338845,-0.03229204042588918
196,196,196,196,2019-11-13,108.61041259765624,107.0350341796875,111.15799713134766,0.01471834367169933,-0.02291858975005745
197,197,197,197,2019-11-14,108.4753646850586,108.3133544921875,111.26603698730467,0.0014957545505875913,-0.02508107934647208
198,198,198,198,2019-11-15,108.51140594482422,107.68319702148438,112.47232055664062,0.007691162096298054,-0.03521679460522653
199,199,199,199,2019-11-18,109.72667694091795,107.75520324707033,112.0852279663086,0.018295856111256725,-0.02104247872966447
200,200,200,200,2019-11-19,109.30357360839844,107.422119140625,111.5090789794922,0.01751459087592977,-0.01977870673202653
201,201,201,201,2019-11-20,110.08676147460938,107.36811065673828,107.18807983398438,0.02532084062243367,0.02704294773368976
202,202,202,202,2019-11-21,108.33133697509766,108.61041259765624,107.0350341796875,-0.0025695107484068336,0.012111013981029428
203,203,203,203,2019-11-22,108.2863311767578,108.4753646850586,108.3133544921875,-0.0017426399888087474,-0.00024949199991453064
204,204,204,204,2019-11-25,108.48436737060548,108.51140594482422,107.68319702148438,-0.0002491772545319959,0.007440068379110931
205,205,205,205,2019-11-26,110.0597686767578,109.72667694091795,107.75520324707033,0.0030356495350643,0.02138704545341885
206,206,206,206,2019-11-27,109.60965728759766,109.30357360839844,107.422119140625,0.002800308069485613,0.020363945195579047
207,207,207,207,2019-11-29,109.87969970703124,110.08676147460938,107.36811065673828,-0.0018808961659381174,0.023392318584450456
208,208,208,208,2019-12-02,110.47384643554688,108.33133697509766,108.61041259765624,0.01977737486007136,0.017157045934386383
209,209,209,209,2019-12-03,110.68090057373048,108.2863311767578,108.4753646850586,0.022113311725964646,0.020332136195857275
210,210,210,210,2019-12-04,112.10321044921876,108.48436737060548,108.51140594482422,0.03335819866332024,0.03310070930442932
211,211,211,211,2019-12-05,112.18425750732422,110.0597686767578,109.72667694091795,0.019303046482007202,0.022397293301150034
212,212,212,212,2019-12-06,111.7971649169922,109.60965728759766,109.30357360839844,0.01995725270497739,0.022813447230257466
213,213,213,213,2019-12-09,112.40929412841795,109.87969970703124,110.08676147460938,0.02302149012175403,0.02109729292331175
214,214,214,214,2019-12-10,111.86917877197266,110.47384643554688,108.33133697509766,0.012630431377618878,0.03265760301368981
215,215,215,215,2019-12-11,112.2202606201172,110.68090057373048,108.2863311767578,0.013908091083531415,0.036328956763139075
216,216,216,216,2019-12-12,112.13922882080078,112.10321044921876,108.48436737060548,0.00032129652164014644,0.03369021305815911
217,217,217,217,2019-12-13,112.94942474365234,112.18425750732422,110.0597686767578,0.006820629322952687,0.026255334729817337
218,218,218,218,2019-12-16,113.03044891357422,111.7971649169922,109.60965728759766,0.011031442501227229,0.03120885249190186
219,219,219,219,2019-12-17,112.8053970336914,112.40929412841795,109.87969970703124,0.0035237558277070313,0.026626368059440075
220,220,220,220,2019-12-18,111.63512420654295,111.86917877197266,110.47384643554688,-0.002092216712404671,0.010511789065601018
221,221,221,221,2019-12-19,112.45429229736328,112.2202606201172,110.68090057373048,0.002085467240521943,0.01602256319238604
222,222,222,222,2019-12-20,112.85041046142578,112.13922882080078,112.10321044921876,0.006341952304322218,0.006665286473178211
223,223,223,223,2019-12-23,112.4363021850586,112.94942474365234,112.18425750732422,-0.004542940876045343,0.002246702731155681
224,224,224,224,2019-12-24,112.72438049316406,113.03044891357422,111.7971649169922,-0.002707840439032383,0.008293730676089295
225,225,225,225,2019-12-26,112.72438049316406,112.8053970336914,112.40929412841795,-0.000718197379360741,0.002803027696145488
226,226,226,226,2019-12-27,113.50753784179688,111.63512420654295,111.86917877197266,0.016772621059566006,0.014645312389069742
227,227,227,227,2019-12-30,112.0492172241211,112.45429229736328,112.2202606201172,-0.0036021308299291066,-0.0015241757152490987
228,228,228,228,2019-12-31,112.4363021850586,112.85041046142578,112.13922882080078,-0.0036695327440455783,0.002649147558634768
229,229,229,229,2020-01-02,111.09500122070312,112.4363021850586,112.94942474365234,-0.011929429715216266,-0.016418175897380483
230,230,230,230,2020-01-03,110.34781646728516,112.72438049316406,113.03044891357422,-0.021082963734034732,-0.023733714871293388
231,231,231,231,2020-01-06,110.50084686279295,112.72438049316406,112.8053970336914,-0.019725401201082238,-0.020429431848993485
232,232,232,232,2020-01-07,109.81668853759766,113.50753784179688,111.63512420654295,-0.032516336574434423,-0.01628909970647674
233,233,233,233,2020-01-08,110.28479766845705,112.0492172241211,112.45429229736328,-0.015746826255241486,-0.01929223495684307
234,234,234,234,2020-01-09,111.49109649658205,112.4363021850586,112.85041046142578,-0.008406588175773,-0.012045272669241824
235,235,235,235,2020-01-10,111.59910583496094,111.09500122070312,112.4363021850586,0.00453759943038623,-0.007445961258310652
236,236,236,236,2020-01-13,112.41828918457033,110.34781646728516,112.72438049316406,0.018763150767908465,-0.0027153957933022665
237,237,237,237,2020-01-14,112.24726104736328,110.50084686279295,112.72438049316406,0.015804532129412685,-0.004232619808717586
238,238,238,238,2020-01-15,113.3905258178711,109.81668853759766,113.50753784179688,0.03254366278810039,-0.001030874478916699
239,239,239,239,2020-01-16,113.48956298828124,110.28479766845705,112.0492172241211,0.029058994417875184,0.012854581226383388
240,240,240,240,2020-01-17,113.79562377929688,111.49109649658205,112.4363021850586,0.020670056669372494,0.012089703839610166
241,241,241,241,2020-01-21,113.50753784179688,111.59910583496094,111.09500122070312,0.017100782237970957,0.021715978168099337
242,242,242,242,2020-01-22,113.70559692382812,112.41828918457033,110.34781646728516,0.011451052569784848,0.030429061163511628
243,243,243,243,2020-01-23,113.1858139038086,112.24726104736328,110.50084686279295,0.008361476687162028,0.024298158043526197
