,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,BAC,BAC_6m,BAC_12m,BAC_6m_ret,BAC_12m_ret
0,0,0,0,2019-02-05,25.482017517089844,,,,
1,1,1,1,2019-02-06,25.437744140625,,,,
2,2,2,2,2019-02-07,25.00389671325684,,,,
3,3,3,3,2019-02-08,25.04816246032715,,,,
4,4,4,4,2019-02-11,25.154415130615234,,,,
5,5,5,5,2019-02-12,25.40233421325684,,,,
6,6,6,6,2019-02-13,25.41118621826172,25.482017517089844,,-0.00277965819545567,
7,7,7,7,2019-02-14,25.136701583862305,25.437744140625,,-0.011834483242636251,
8,8,8,8,2019-02-15,25.774200439453125,25.00389671325684,,0.030807347151929232,
9,9,9,9,2019-02-19,25.79190826416016,25.04816246032715,,0.02969262934999728,
10,10,10,10,2019-02-20,26.039819717407227,25.154415130615234,,0.03519877453697484,
11,11,11,11,2019-02-21,25.933574676513672,25.40233421325684,,0.020913056996927137,
12,12,12,12,2019-02-22,25.74763298034668,25.41118621826172,25.482017517089844,0.01324010454274549,0.01042364338218893
13,13,13,13,2019-02-25,25.91586685180664,25.136701583862305,25.437744140625,0.030997116520830925,0.01879579842215895
14,14,14,14,2019-02-26,25.933574676513672,25.774200439453125,25.00389671325684,0.006183479384159307,0.037181323132083
15,15,15,15,2019-02-27,26.14607048034668,25.79190826416016,25.04816246032715,0.013731524343185475,0.04383187875591532
16,16,16,16,2019-02-28,25.879091262817383,26.039819717407227,25.154415130615234,-0.0061724104211980935,0.028809102833011302
17,17,17,17,2019-03-01,26.08377265930176,25.933574676513672,25.40233421325684,0.005791642095685168,0.026825820033865133
18,18,18,18,2019-03-04,25.834596633911133,25.74763298034668,25.41118621826172,0.0033775397385396033,0.01666236326052073
19,19,19,19,2019-03-05,25.879091262817383,25.91586685180664,25.136701583862305,-0.001419037580319027,0.029534092867287365
20,20,20,20,2019-03-06,25.66550636291504,25.933574676513672,25.774200439453125,-0.01033672823520948,-0.004217165796992273
21,21,21,21,2019-03-07,25.40743064880371,26.14607048034668,25.79190826416016,-0.028250510228609138,-0.014906908454335288
22,22,22,22,2019-03-08,25.49642372131348,25.879091262817383,26.039819717407227,-0.014786745702068504,-0.02086788625999947
23,23,23,23,2019-03-11,25.75450134277344,26.08377265930176,25.933574676513672,-0.012623607820431593,-0.006905077143198657
