,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,BK,BK_6m,BK_12m,BK_6m_ret,BK_12m_ret
72,72,72,72,2019-05-20,39.68400192260742,41.52273178100586,43.01617050170898,-0.04428248767677534,-0.07746316188162716
73,73,73,73,2019-05-21,39.89118194580078,40.70264053344727,43.13703155517578,-0.01993626401165982,-0.07524508507784766
74,74,74,74,2019-05-22,39.84801483154297,40.58178329467773,42.58454513549805,-0.018081227673180877,-0.06426111386766775
75,75,75,75,2019-05-23,39.05382537841797,40.1501579284668,41.55726623535156,-0.027305809157764704,-0.06024074930135781
76,76,76,76,2019-05-24,38.98476409912109,40.176055908203125,41.47957611083984,-0.029651785924531215,-0.06014555223641216
77,77,77,77,2019-05-28,38.26825714111328,39.778953552246094,41.24649429321289,-0.03797727884290991,-0.07220582508001605
78,78,78,78,2019-05-29,38.03517150878906,39.68400192260742,41.52273178100586,-0.04154899541215484,-0.08399159021160896
79,79,79,79,2019-05-30,37.335933685302734,39.89118194580078,40.70264053344727,-0.06405546629252057,-0.08271470361678268
80,80,80,80,2019-05-31,36.85250854492188,39.84801483154297,40.58178329467773,-0.07517328778571675,-0.09189529012750253
81,81,81,81,2019-06-03,37.16328048706055,39.05382537841797,40.1501579284668,-0.048408699353743256,-0.07439266980537895
82,82,82,82,2019-06-04,38.23372268676758,38.98476409912109,40.176055908203125,-0.019264998255316912,-0.04834554257574508
83,83,83,83,2019-06-05,37.64670944213867,38.26825714111328,39.778953552246094,-0.01624186062831834,-0.053602317801218935
84,84,84,84,2019-06-06,37.82798385620117,38.03517150878906,39.68400192260742,-0.0054472648438042,-0.04676993187395506
85,85,85,85,2019-06-07,38.32868957519531,37.335933685302734,39.89118194580078,0.02658982358015538,-0.039168866260427926
86,86,86,86,2019-06-10,38.76031875610352,36.85250854492188,39.84801483154297,0.051768801813208754,-0.02729611700953405
87,87,87,87,2019-06-11,38.41500854492188,37.16328048706055,39.05382537841797,0.03368185051094086,-0.016357343417864323
88,88,88,88,2019-06-12,38.0697021484375,38.23372268676758,38.98476409912109,-0.004289944237808818,-0.023472296724868946
89,89,89,89,2019-06-13,38.44090270996094,37.64670944213867,38.26825714111328,0.02109595445633583,0.004511456275916315
90,90,90,90,2019-06-14,38.406375885009766,37.82798385620117,38.03517150878906,0.015290056985518552,0.009759503151837379
91,91,91,91,2019-06-17,37.94021987915039,38.32868957519531,37.335933685302734,-0.01013521986664323,0.016185110005311865
92,92,92,92,2019-06-18,37.32729721069336,38.76031875610352,36.85250854492188,-0.036971356051722526,0.012883482957279035
93,93,93,93,2019-06-19,36.85250854492188,38.41500854492188,37.16328048706055,-0.040674206753666065,-0.008362338794253299
94,94,94,94,2019-06-20,37.22370910644531,38.0697021484375,38.23372268676758,-0.022222213315291506,-0.026416825497136975
95,95,95,95,2019-06-21,37.47405242919922,38.44090270996094,37.64670944213867,-0.025151601877215657,-0.004586244468585465
96,96,96,96,2019-06-24,37.18917846679688,38.406375885009766,37.82798385620117,-0.03169258723752588,-0.016887111716887615
97,97,97,97,2019-06-25,37.49131393432617,37.94021987915039,38.32868957519531,-0.011831927865840086,-0.021847228542116737
98,98,98,98,2019-06-26,37.22370910644531,37.32729721069336,38.76031875610352,-0.002775130051965613,-0.03964388578244715
99,99,99,99,2019-06-27,37.456790924072266,36.85250854492188,38.41500854492188,0.0163973201013925,-0.024943834640283713
100,100,100,100,2019-06-28,38.11286544799805,37.22370910644531,38.0697021484375,0.023886828123712567,0.0011337966184303827
101,101,101,101,2019-07-01,38.38911437988281,37.47405242919922,38.44090270996094,0.0244185480716943,-0.0013472194050402342
102,102,102,102,2019-07-02,38.18192672729492,37.18917846679688,38.406375885009766,0.02669454667799087,-0.005844059808893576
103,103,103,103,2019-07-03,38.53586196899414,37.49131393432617,37.94021987915039,0.027861067672840578,0.01569948966403012
104,104,104,104,2019-07-05,38.44090270996094,37.22370910644531,37.32729721069336,0.0326994174609232,0.029833542272880154
105,105,105,105,2019-07-08,37.14601516723633,37.456790924072266,36.85250854492188,-0.008296913568113795,0.007964359385648656
106,106,106,106,2019-07-09,37.465423583984375,38.11286544799805,37.22370910644531,-0.016987488513479865,0.00649356239185761
107,107,107,107,2019-07-10,37.15465545654297,38.38911437988281,37.47405242919922,-0.03215648350530176,-0.0085231500718983
108,108,108,108,2019-07-11,37.68123245239258,38.18192672729492,37.18917846679688,-0.013113384206052014,0.013231106625143818
109,109,109,109,2019-07-12,37.60353469848633,38.53586196899414,37.49131393432617,-0.02419375674684432,0.002993247032012203
110,110,110,110,2019-07-15,37.249610900878906,38.44090270996094,37.22370910644531,-0.03099021420153436,0.0006958413080095927
111,111,111,111,2019-07-16,37.21508026123047,37.14601516723633,37.456790924072266,0.0018592867548026248,-0.006453053154814148
112,112,112,112,2019-07-17,38.08697128295898,37.465423583984375,38.11286544799805,0.01658990182191089,-0.0006794074582086029
113,113,113,113,2019-07-18,38.72578048706055,37.15465545654297,38.38911437988281,0.0422860880073348,0.008769832610521444
114,114,114,114,2019-07-19,39.079715728759766,37.68123245239258,38.18192672729492,0.03711352271012003,0.023513454621530316
115,115,115,115,2019-07-22,39.55451583862305,37.60353469848633,38.53586196899414,0.05188291887398688,0.02643391940858919
116,116,116,116,2019-07-23,40.33144760131836,37.249610900878906,38.44090270996094,0.08273473536784604,0.049180553995354925
117,117,117,117,2019-07-24,40.65947723388672,37.21508026123047,37.14601516723633,0.09255379669957398,0.09458516750268675
118,118,118,118,2019-07-25,40.823509216308594,38.08697128295898,37.465423583984375,0.07184971241265403,0.08963159390942321
119,119,119,119,2019-07-26,41.36224365234375,38.72578048706055,37.15465545654297,0.06808031063864872,0.11324524865321606
120,120,120,120,2019-07-29,40.68446731567383,39.079715728759766,37.68123245239258,0.041063542991257806,0.07970107843674201
121,121,121,121,2019-07-30,40.875633239746094,39.55451583862305,37.60353469848633,0.03339991333765835,0.0870157172057413
122,122,122,122,2019-07-31,40.77135848999024,40.33144760131836,37.249610900878906,0.010907391498080177,0.09454454701507342
123,123,123,123,2019-08-01,39.94585037231445,40.65947723388672,37.21508026123047,-0.01755130439742869,0.07337805244313333
124,124,124,124,2019-08-02,39.99799728393555,40.823509216308594,38.08697128295898,-0.020221483851350586,0.0501753207620268
125,125,125,125,2019-08-05,39.15510177612305,41.36224365234375,38.72578048706055,-0.053361270601568034,0.01108618815845297
126,126,126,126,2019-08-06,39.49400329589844,40.68446731567383,39.079715728759766,-0.029260897298678867,0.010601089578391898
127,127,127,127,2019-08-07,38.86835861206055,40.875633239746094,39.55451583862305,-0.04910687538251368,-0.017347127426914466
128,128,128,128,2019-08-08,39.59827423095703,40.77135848999024,40.33144760131836,-0.02877226323771409,-0.018178702079053588
129,129,129,129,2019-08-09,39.80682373046875,39.94585037231445,40.65947723388672,-0.003480377574889726,-0.020970596806083486
130,130,130,130,2019-08-12,38.56421661376953,39.99799728393555,40.823509216308594,-0.03584631150374784,-0.05534292974589494
131,131,131,131,2019-08-13,37.94725799560547,39.15510177612305,41.36224365234375,-0.03084767311865666,-0.08256287268751139
132,132,132,132,2019-08-14,36.46134185791016,39.49400329589844,40.68446731567383,-0.07678789651347462,-0.10380191105849113
133,133,133,133,2019-08-15,36.20934677124024,38.86835861206055,40.875633239746094,-0.06841070566831797,-0.1141581450527478
134,134,134,134,2019-08-16,36.78285598754883,39.59827423095703,40.77135848999024,-0.07109951880698817,-0.09782608797351278
135,135,135,135,2019-08-19,37.12175369262695,39.80682373046875,39.94585037231445,-0.06745250653562207,-0.070698123919395
136,136,136,136,2019-08-20,36.46134185791016,38.56421661376953,39.99799728393555,-0.05452917083523812,-0.08842081269518498
137,137,137,137,2019-08-21,36.443965911865234,37.94725799560547,39.15510177612305,-0.03961530195183871,-0.06924093518538821
138,138,138,138,2019-08-22,36.643821716308594,36.46134185791016,39.49400329589844,0.005004748840828688,-0.07216745180871154
139,139,139,139,2019-08-23,35.644527435302734,36.20934677124024,38.86835861206055,-0.015598716527692846,-0.08294230299083127
140,140,140,140,2019-08-26,35.72273254394531,36.78285598754883,39.59827423095703,-0.028821129168500992,-0.09787147956013464
141,141,141,141,2019-08-27,35.583702087402344,37.12175369262695,39.80682373046875,-0.041432622444507405,-0.10609039474390325
142,142,142,142,2019-08-28,35.67059326171875,36.46134185791016,38.56421661376953,-0.021687314725633566,-0.07503389427124008
143,143,143,143,2019-08-29,36.25279998779297,36.443965911865234,37.94725799560547,-0.005245475328743754,-0.044652976191553284
144,144,144,144,2019-08-30,36.548248291015625,36.643821716308594,36.46134185791016,-0.0026081729693175904,0.002383522620866163
145,145,145,145,2019-09-03,36.08768844604492,35.644527435302734,36.20934677124024,0.012432792426454675,-0.0033598597059461
146,146,146,146,2019-09-04,36.42658615112305,35.72273254394531,36.78285598754883,0.019703240963212076,-0.009685757858127753
147,147,147,147,2019-09-05,37.20864868164063,35.583702087402344,37.12175369262695,0.0456654732058801,0.002340810451283648
148,148,148,148,2019-09-06,37.39111709594727,35.67059326171875,36.46134185791016,0.048233675891086625,0.02550030225602895
149,149,149,149,2019-09-09,39.52006912231445,36.25279998779297,36.443965911865234,0.09012460101348418,0.08440637931361139
150,150,150,150,2019-09-10,39.78076171875,36.548248291015625,36.643821716308594,0.08844509870884831,0.0856062456238098
151,151,151,151,2019-09-11,40.26736831665039,36.08768844604492,35.644527435302734,0.11582010515454733,0.12969286490719867
152,152,152,152,2019-09-12,40.241302490234375,36.42658615112305,35.72273254394531,0.10472341062336188,0.12649004218057547
153,153,153,153,2019-09-13,40.75398635864258,37.20864868164063,35.583702087402344,0.09528262386887687,0.14529922318202693
154,154,154,154,2019-09-16,40.6236457824707,37.39111709594727,35.67059326171875,0.08645178153486599,0.13885534463671245
155,155,155,155,2019-09-17,40.27605056762695,39.52006912231445,36.25279998779297,0.019129051697069244,0.11097765086251798
156,156,156,156,2019-09-18,40.84087753295898,39.78076171875,36.548248291015625,0.026648957144259633,0.11745102549821995
157,157,157,157,2019-09-19,40.823509216308594,40.26736831665039,36.08768844604492,0.013811205522170633,0.131230925952607
158,158,158,158,2019-09-20,40.30213165283203,40.241302490234375,36.42658615112305,0.0015116101824095285,0.10639332177960625
159,159,159,159,2019-09-23,40.641021728515625,40.75398635864258,37.20864868164063,-0.0027718670054223127,0.09224664610216227
160,160,160,160,2019-09-24,40.18916702270508,40.6236457824707,37.39111709594727,-0.010695218299513254,0.07483194255945569
161,161,161,161,2019-09-25,40.74528884887695,40.27605056762695,39.52006912231445,0.011650553483691484,0.031002469220649642
162,162,162,162,2019-09-26,40.51937103271485,40.84087753295898,39.78076171875,-0.007872174146715372,0.01856699776607651
163,163,163,163,2019-09-27,38.69456100463867,40.823509216308594,40.26736831665039,-0.05215005403845652,-0.039059103630603276
164,164,164,164,2019-09-30,39.28544235229492,40.30213165283203,40.241302490234375,-0.025226687989980512,-0.023753210726005114
165,165,165,165,2019-10-01,37.9993896484375,40.641021728515625,40.75398635864258,-0.06499915523099742,-0.06759085322265457
166,166,166,166,2019-10-02,36.92189025878906,40.18916702270508,40.6236457824707,-0.08129744918749249,-0.09112317352075194
167,167,167,167,2019-10-03,36.86975860595703,40.74528884887695,40.27605056762695,-0.09511603310248085,-0.08457363404960638
168,168,168,168,2019-10-04,37.04354095458984,40.51937103271485,40.84087753295898,-0.08578193564057723,-0.09297881945128761
169,169,169,169,2019-10-07,36.70465469360352,38.69456100463867,40.823509216308594,-0.05142599526575842,-0.1008941808721242
170,170,170,170,2019-10-08,36.78285598754883,39.28544235229492,40.30213165283203,-0.06370263932130327,-0.08732232070498691
171,171,171,171,2019-10-09,37.21733856201172,37.9993896484375,40.641021728515625,-0.020580622311599073,-0.08424205447821431
172,172,172,172,2019-10-10,37.79953002929688,36.92189025878906,40.18916702270508,0.023770174396715804,-0.059459729335971545
173,173,173,173,2019-10-11,38.33828353881836,36.86975860595703,40.74528884887695,0.03983006638465114,-0.05907444463054623
174,174,174,174,2019-10-14,38.15580749511719,37.04354095458984,40.51937103271485,0.03002592386863978,-0.05833169364078605
175,175,175,175,2019-10-15,38.546836853027344,36.70465469360352,38.69456100463867,0.050189333609092834,-0.003817698089238375
176,176,176,176,2019-10-16,38.616355895996094,36.78285598754883,39.28544235229492,0.04984658910302975,-0.01703140950530091
177,177,177,177,2019-10-17,38.56421661376953,37.21733856201172,37.9993896484375,0.03618953164836425,0.014864106254276477
178,178,178,178,2019-10-18,39.39841079711914,37.79953002929688,36.92189025878906,0.042298958917823315,0.06707458694481527
179,179,179,179,2019-10-21,39.685157775878906,38.33828353881836,36.86975860595703,0.03513131295241245,0.07636066186413792
180,180,180,180,2019-10-22,40.09357070922852,38.15580749511719,37.04354095458984,0.05078553806938335,0.0823363446377221
181,181,181,181,2019-10-23,40.60626602172852,38.546836853027344,36.70465469360352,0.053426670949770605,0.10629745357078457
182,182,182,182,2019-10-24,40.21522903442383,38.616355895996094,36.78285598754883,0.0414040398512463,0.09331447911594659
183,183,183,183,2019-10-25,40.57390594482422,38.56421661376953,37.21733856201172,0.052112800609493526,0.09018827010480002
184,184,184,184,2019-10-28,41.02005386352539,39.39841079711914,37.79953002929688,0.04116011365932626,0.08520010253387844
185,185,185,185,2019-10-29,40.79261016845703,39.685157775878906,38.33828353881836,0.02790595917074179,0.06401764510801877
186,186,186,186,2019-10-30,40.78385925292969,40.09357070922852,38.15580749511719,0.017216938563725304,0.06887684812197503
187,187,187,187,2019-10-31,40.897586822509766,40.60626602172852,38.546836853027344,0.0071742819353386444,0.060984250885369296
188,188,188,188,2019-11-01,41.25626373291016,40.21522903442383,38.616355895996094,0.02588657887774848,0.0683624276724617
189,189,189,189,2019-11-04,42.6209716796875,40.57390594482422,38.56421661376953,0.05045276482986516,0.10519480031313488
190,190,190,190,2019-11-05,43.01464080810547,41.02005386352539,39.39841079711914,0.04862467882699795,0.09178618979349173
191,191,191,191,2019-11-06,42.97964477539063,40.79261016845703,39.685157775878906,0.05361350004086596,0.0830155953547489
192,192,192,192,2019-11-07,43.21584701538086,40.78385925292969,40.09357070922852,0.059631133664146185,0.0778747377926523
193,193,193,193,2019-11-08,43.04088973999024,40.897586822509766,40.60626602172852,0.0524065864028147,0.059956847964275806
194,194,194,194,2019-11-11,42.91840744018555,41.25626373291016,40.21522903442383,0.04028827520678968,0.06721777969852738
195,195,195,195,2019-11-12,42.778438568115234,42.6209716796875,40.57390594482422,0.003694587012496031,0.054333753972046095
196,196,196,196,2019-11-13,42.29728317260742,43.01464080810547,41.02005386352539,-0.016677057439542065,0.031136704825678763
197,197,197,197,2019-11-14,42.35853576660156,42.97964477539063,40.79261016845703,-0.014451236440760518,0.0383874822345982
198,198,198,198,2019-11-15,42.48974990844727,43.21584701538086,40.78385925292969,-0.01680164007141094,0.041827592747859965
199,199,199,199,2019-11-18,42.62972640991211,43.04088973999024,40.897586822509766,-0.009552853869006173,0.04235310007212911
200,200,200,200,2019-11-19,42.594722747802734,42.91840744018555,41.25626373291016,-0.007541861678673101,0.03244256492923481
201,201,201,201,2019-11-20,42.76094436645508,42.778438568115234,42.6209716796875,-0.0004089490464290746,0.003284127068231113
202,202,202,202,2019-11-21,42.48974990844727,42.29728317260742,43.01464080810547,0.004550333293380282,-0.01220261031586456
203,203,203,203,2019-11-22,42.69095230102539,42.35853576660156,42.97964477539063,0.00784768709323358,-0.0067169581292244596
204,204,204,204,2019-11-25,43.15461730957031,42.48974990844727,43.21584701538086,0.015647712743794173,-0.001416834565078795
205,205,205,205,2019-11-26,42.673458099365234,42.62972640991211,43.04088973999024,0.001025849639113785,-0.008536804021586408
206,206,206,206,2019-11-27,42.8309211730957,42.594722747802734,42.91840744018555,0.005545250915036215,-0.0020384322790115705
207,207,207,207,2019-11-29,42.83967590332031,42.76094436645508,42.778438568115234,0.0018412020134661589,0.001431500009229536
208,208,208,208,2019-12-02,42.97964477539063,42.48974990844727,42.29728317260742,0.011529718767442354,0.01613251612399358
209,209,209,209,2019-12-03,42.09608459472656,42.69095230102539,42.35853576660156,-0.013934280549758093,-0.006195945330148445
210,210,210,210,2019-12-04,42.673458099365234,43.15461730957031,42.48974990844727,-0.01114965767749665,0.00432358842576841
211,211,211,211,2019-12-05,43.10211563110352,42.673458099365234,42.62972640991211,0.010045061985371806,0.011081216347698097
212,212,212,212,2019-12-06,43.42579650878906,42.8309211730957,42.594722747802734,0.01388892228792482,0.01951119076198715
213,213,213,213,2019-12-09,43.47829055786133,42.83967590332031,42.76094436645508,0.014907084170809881,0.016775733137666338
214,214,214,214,2019-12-10,43.60076141357422,42.97964477539063,42.48974990844727,0.014451413952569991,0.02614775345867759
215,215,215,215,2019-12-11,43.63576126098633,42.09608459472656,42.69095230102539,0.03657529390399983,0.022131362947793498
216,216,216,216,2019-12-12,44.80801010131836,42.673458099365234,43.15461730957031,0.05002060055650559,0.038313230305981216
217,217,217,217,2019-12-13,43.933197021484375,43.10211563110352,42.673458099365234,0.019281684395582754,0.029520432095890614
218,218,218,218,2019-12-16,43.880706787109375,43.42579650878906,42.8309211730957,0.010475577073830733,0.024509993837655175
219,219,219,219,2019-12-17,44.75551986694336,43.47829055786133,42.83967590332031,0.029376254049875428,0.044721252512429865
220,220,220,220,2019-12-18,44.61553955078125,43.60076141357422,42.97964477539063,0.023274321463824243,0.03806208227033325
221,221,221,221,2019-12-19,44.48432540893555,43.63576126098633,42.09608459472656,0.019446530172212206,0.056733086632673846
222,222,222,222,2019-12-20,44.29186630249024,44.80801010131836,42.673458099365234,-0.011519007375266899,0.037925405514513066
223,223,223,223,2019-12-23,44.06441116333008,43.933197021484375,43.10211563110352,0.002986674103902187,0.022325946606948976
224,224,224,224,2019-12-24,44.046913146972656,43.880706787109375,43.42579650878906,0.0037876864807497856,0.01430294175624125
225,225,225,225,2019-12-26,44.169395446777344,44.75551986694336,43.47829055786133,-0.013096137010776387,0.01589540159119851
226,226,226,226,2019-12-27,44.02067565917969,44.61553955078125,43.60076141357422,-0.013333109889313133,0.009630892488834863
227,227,227,227,2019-12-30,43.8982048034668,44.48432540893555,43.63576126098633,-0.013175890610471419,0.006014414207438534
228,228,228,228,2019-12-31,44.02942657470703,44.29186630249024,44.80801010131836,-0.005925235256308281,-0.017375989802957625
229,229,229,229,2020-01-02,44.54556655883789,44.06441116333008,43.933197021484375,0.010919365147632476,0.013938651836652216
230,230,230,230,2020-01-03,43.97693634033203,44.046913146972656,43.880706787109375,-0.0015886880973277062,0.0021929809309937376
231,231,231,231,2020-01-06,44.38810348510742,44.169395446777344,44.75551986694336,0.004951574186556673,-0.008209409318185812
232,232,232,232,2020-01-07,44.834251403808594,44.02067565917969,44.61553955078125,0.018481673269348242,0.004902145199396468
233,233,233,233,2020-01-08,44.88674545288086,43.8982048034668,44.48432540893555,0.022518931100708572,0.009046333517389371
234,234,234,234,2020-01-09,45.03546142578125,44.02942657470703,44.29186630249024,0.022849147248539037,0.016788525419377143
235,235,235,235,2020-01-10,44.213138580322266,44.54556655883789,44.06441116333008,-0.007462650139976046,0.0033752276058089947
236,236,236,236,2020-01-13,44.51057434082031,43.97693634033203,44.046913146972656,0.012134496963556618,0.010526530935335732
237,237,237,237,2020-01-14,44.624298095703125,44.38810348510742,44.169395446777344,0.005321124176322245,0.01029904630399403
238,238,238,238,2020-01-15,44.3443603515625,44.834251403808594,44.02067565917969,-0.010926714217525224,0.0073530150897471724
239,239,239,239,2020-01-16,40.87133407592773,44.88674545288086,43.8982048034668,-0.08945650517630521,-0.06895203895217206
240,240,240,240,2020-01-17,40.39894485473633,45.03546142578125,44.02942657470703,-0.1029525716903319,-0.08245580291196108
241,241,241,241,2020-01-21,40.923824310302734,44.213138580322266,44.54556655883789,-0.07439676023098463,-0.08130421337780913
242,242,242,242,2020-01-22,40.88009643554688,44.51057434082031,43.97693634033203,-0.08156439136180604,-0.07041963725756362
243,243,243,243,2020-01-23,41.1337890625,44.624298095703125,44.38810348510742,-0.07821992013672086,-0.07331501386850803
244,244,244,244,2020-01-24,40.46451568603516,44.3443603515625,44.834251403808594,-0.08749353096465684,-0.09746422837344904
245,245,245,245,2020-01-27,39.67195510864258,40.87133407592773,44.88674545288086,-0.029345236567444366,-0.11617661943685409
246,246,246,246,2020-01-28,39.60150146484375,40.39894485473633,45.03546142578125,-0.019739213307673475,-0.12065958222483641
247,247,247,247,2020-01-29,39.15239334106445,40.923824310302734,44.213138580322266,-0.043286056449819976,-0.11446247431776246
248,248,248,248,2020-01-30,39.98017120361328,40.88009643554688,44.51057434082031,-0.022013774682563603,-0.10178262591081044
249,249,249,249,2020-01-31,39.4341926574707,41.1337890625,44.624298095703125,-0.041318741690605676,-0.11630671315213759
250,250,250,250,2020-02-03,39.8128547668457,40.46451568603516,44.3443603515625,-0.016104503121839087,-0.1021889942439349
251,251,251,251,2020-02-04,40.46451568603516,39.67195510864258,40.87133407592773,0.019977855268845213,-0.009953636187573611
252,252,252,252,2020-02-05,41.371559143066406,39.60150146484375,40.39894485473633,0.044696731506355336,0.024075239881321986
253,253,253,253,2020-02-06,41.86470413208008,39.15239334106445,40.923824310302734,0.06927573411382881,0.022991004326554876
254,254,254,254,2020-02-07,41.609317779541016,39.98017120361328,40.88009643554688,0.04074886442158343,0.01783805341907274
255,255,255,255,2020-02-10,40.94004821777344,39.4341926574707,41.1337890625,0.03818654469188054,-0.004710016974905584
256,256,256,256,2020-02-11,40.8784065246582,39.8128547668457,40.46451568603516,0.026764012881081767,0.01022848863024639
257,257,257,257,2020-02-12,41.00169372558594,40.46451568603516,39.67195510864258,0.01327528651816201,0.03351835353971944
258,258,258,258,2020-02-13,40.53496551513672,41.371559143066406,39.60150146484375,-0.020221467241219426,0.02357143077319046
259,259,259,259,2020-02-14,40.42047882080078,41.86470413208008,39.15239334106445,-0.03449744459492343,0.03238845371954091
260,260,260,260,2020-02-18,39.8833122253418,41.609317779541016,39.98017120361328,-0.04148122695363876,-0.002422675425230114
261,261,261,261,2020-02-19,40.43809127807617,40.94004821777344,39.4341926574707,-0.012260780373955393,0.02545756748021777
262,262,262,262,2020-02-20,40.35884475708008,40.8784065246582,39.8128547668457,-0.012709932009329239,0.013713912087737201
263,263,263,263,2020-02-21,39.66315460205078,41.00169372558594,40.46451568603516,-0.03264594707949542,-0.01980404486247056
264,264,264,264,2020-02-24,37.98116683959961,40.53496551513672,41.371559143066406,-0.06300236457789654,-0.08194983156768465
265,265,265,265,2020-02-25,36.6250114440918,40.42047882080078,41.86470413208008,-0.09389961443890171,-0.12515776228723452
266,266,266,266,2020-02-26,36.431270599365234,39.8833122253418,41.609317779541016,-0.08655353413157951,-0.12444441429226671
267,267,267,267,2020-02-27,36.070220947265625,40.43809127807617,40.94004821777344,-0.10801376110396743,-0.11895020847566218
268,268,268,268,2020-02-28,35.13676834106445,40.35884475708008,40.8784065246582,-0.12939112721009005,-0.14045650678996857
269,269,269,269,2020-03-02,36.070220947265625,39.66315460205078,41.00169372558594,-0.09058617981433537,-0.1202748552614783
270,270,270,270,2020-03-03,34.19449615478516,37.98116683959961,40.53496551513672,-0.09969864013936558,-0.15641975464328128
271,271,271,271,2020-03-04,35.665138244628906,36.6250114440918,40.42047882080078,-0.026208133775688758,-0.11764681455789017
272,272,272,272,2020-03-05,34.60838317871094,36.431270599365234,39.8833122253418,-0.05003633940469976,-0.1322590515257952
273,273,273,273,2020-03-06,33.52522659301758,36.070220947265625,40.43809127807617,-0.07055666107420877,-0.17094933184461303
274,274,274,274,2020-03-09,30.77768898010254,35.13676834106445,40.35884475708008,-0.12406033812356743,-0.23739915834178416
275,275,275,275,2020-03-10,32.18668365478516,36.070220947265625,39.66315460205078,-0.10766602450697937,-0.18849915046543086
276,276,276,276,2020-03-11,30.117223739624023,34.19449615478516,37.98116683959961,-0.11923768072805974,-0.2070484862454659
277,277,277,277,2020-03-12,25.99591445922852,35.665138244628906,36.6250114440918,-0.27111135022325483,-0.2902141614641849
278,278,278,278,2020-03-13,30.05558013916016,34.60838317871094,36.431270599365234,-0.13155202934621335,-0.17500598676116896
279,279,279,279,2020-03-16,25.696508407592773,33.52522659301758,36.070220947265625,-0.23351723406562508,-0.28759769880087893
280,280,280,280,2020-03-17,26.39219856262207,30.77768898010254,35.13676834106445,-0.14248926942876194,-0.2488723406080171
281,281,281,281,2020-03-18,25.32665061950684,32.18668365478516,36.070220947265625,-0.2131326454397997,-0.29785152531962034
282,282,282,282,2020-03-19,26.41861724853516,30.117223739624023,34.19449615478516,-0.12280701976599373,-0.22740147628003138
283,283,283,283,2020-03-20,25.59964179992676,25.99591445922852,35.665138244628906,-0.015243651456203433,-0.2822222747508343
284,284,284,284,2020-03-23,24.2082576751709,30.05558013916016,34.60838317871094,-0.19455031102096876,-0.3005088521424367
285,285,285,285,2020-03-24,27.29923820495605,25.696508407592773,33.52522659301758,0.062371500903589894,-0.18571055353756316
286,286,286,286,2020-03-25,27.86283302307129,26.39219856262207,30.77768898010254,0.05572231722036247,-0.0947067844800068
287,287,287,287,2020-03-26,29.06047821044922,25.32665061950684,32.18668365478516,0.14742682113941075,-0.09712729269861187
288,288,288,288,2020-03-27,28.655391693115234,26.41861724853516,30.117223739624023,0.08466659793498832,-0.048538074397126985
289,289,289,289,2020-03-30,29.941102981567383,25.59964179992676,25.99591445922852,0.16959070035319956,0.1517618673705985
290,290,290,290,2020-03-31,29.659299850463867,24.2082576751709,30.05558013916016,0.2251728417813319,-0.013184915641670458
291,291,291,291,2020-04-01,28.79629135131836,27.29923820495605,25.696508407592773,0.05483864183765119,0.12063051114016976
292,292,292,292,2020-04-02,29.624069213867188,27.86283302307129,26.39219856262207,0.06321095164075885,0.12245552956024852
293,293,293,293,2020-04-03,29.720945358276367,29.06047821044922,25.32665061950684,0.02272733239433289,0.17350477190161895
294,294,294,294,2020-04-06,31.033071517944336,28.655391693115234,26.41861724853516,0.08297495460166271,0.17466675965658407
295,295,295,295,2020-04-07,30.64558982849121,29.941102981567383,25.59964179992676,0.02352908800178577,0.1971101028678801
296,296,296,296,2020-04-08,31.39412498474121,29.659299850463867,24.2082576751709,0.05849177637449232,0.2968353776629067
297,297,297,297,2020-04-09,32.70624542236328,28.79629135131836,27.29923820495605,0.1357797788382884,0.19806439933644793
298,298,298,298,2020-04-13,31.702342987060547,29.624069213867188,27.86283302307129,0.0701549053976862,0.13780041537090026
299,299,299,299,2020-04-14,32.00175094604492,29.720945358276367,29.06047821044922,0.07674068103400411,0.10121212439436444
300,300,300,300,2020-04-15,30.49589157104492,31.033071517944336,28.655391693115234,-0.01730991876162835,0.06422874611662999
301,301,301,301,2020-04-16,31.82563018798828,30.64558982849121,29.941102981567383,0.03850604168825589,0.06294114173352483
302,302,302,302,2020-04-17,32.9264030456543,31.39412498474121,29.659299850463867,0.0488077964159801,0.11015442750376758
303,303,303,303,2020-04-20,32.06338882446289,32.70624542236328,28.79629135131836,-0.019655469149657545,0.1134554944345274
304,304,304,304,2020-04-21,31.006650924682617,31.702342987060547,29.624069213867188,-0.021944499895855674,0.04667089118763723
305,305,305,305,2020-04-22,31.279653549194336,32.00175094604492,29.720945358276367,-0.02256430899884343,0.05244477159552785
306,306,306,306,2020-04-23,31.103519439697266,30.49589157104492,31.033071517944336,0.019924909138556712,0.002270091818407094
307,307,307,307,2020-04-24,31.4909896850586,31.82563018798828,30.64558982849121,-0.010514811519929612,0.027586346397595607
308,308,308,308,2020-04-27,32.81459045410156,32.9264030456543,31.39412498474121,-0.003395833775031498,0.04524621947739438
309,309,309,309,2020-04-28,33.22322463989258,32.06338882446289,32.70624542236328,0.03617321368553483,0.015806743050237326
310,310,310,310,2020-04-29,33.77397918701172,31.006650924682617,31.702342987060547,0.08924950550290456,0.06534646984283521
311,311,311,311,2020-04-30,33.34758377075195,31.279653549194336,32.00175094604492,0.06611103343281366,0.04205497464735952
