,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,BK,BK_6m,BK_12m,BK_6m_ret,BK_12m_ret
60,60,60,60,2019-05-02,43.01617050170898,41.32617568969727,45.14552688598633,0.040894052832307626,-0.04716649757250535
61,61,61,61,2019-05-03,43.13703155517578,41.66949844360352,45.866477966308594,0.0352184011419876,-0.05950852413690322
62,62,62,62,2019-05-06,42.58454513549805,41.80760955810547,41.497833251953125,0.018583592451340003,0.02618719577349915
63,63,63,63,2019-05-07,41.55726623535156,42.627716064453125,41.54933166503906,-0.025111592361247825,0.0001909674595121924
64,64,64,64,2019-05-08,41.47957611083984,42.86941909790039,41.36050796508789,-0.03242038302143968,0.0028787882840426438
65,65,65,65,2019-05-09,41.24649429321289,42.670860290527344,41.600830078125,-0.033380297177431295,-0.008517517180466783
66,66,66,66,2019-05-10,41.52273178100586,43.01617050170898,41.32617568969727,-0.034718077022774185,0.0047562129335279035
67,67,67,67,2019-05-13,40.70264053344727,43.13703155517578,41.66949844360352,-0.05643390224046185,-0.023203012905586573
68,68,68,68,2019-05-14,40.58178329467773,42.58454513549805,41.80760955810547,-0.0470302508679572,-0.029320649431631596
69,69,69,69,2019-05-15,40.1501579284668,41.55726623535156,42.627716064453125,-0.033859501222141986,-0.05812082759114423
70,70,70,70,2019-05-16,40.176055908203125,41.47957611083984,42.86941909790039,-0.0314255912151441,-0.06282714453271376
71,71,71,71,2019-05-17,39.778953552246094,41.24649429321289,42.670860290527344,-0.035579769047385024,-0.06777240296051013
