,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,POOL,POOL_6m,POOL_12m,POOL_6m_ret,POOL_12m_ret
245,245,245,245,2020-01-27,213.2759704589844,210.2632751464844,206.0762939453125,0.014328205010604611,0.034936946777500255
246,246,246,246,2020-01-28,213.16046142578125,211.58192443847656,206.470932006836,0.00746064197825036,0.032399376289558246
247,247,247,247,2020-01-29,217.0683135986328,211.07177734375,208.9061279296875,0.028409938696431603,0.03907106866531218
248,248,248,248,2020-01-30,215.576400756836,212.3230895996093,208.49221801757807,0.015322455807145863,0.03397816382125418
249,249,249,249,2020-01-31,211.08143615722656,212.5059509277344,207.5393218994141,-0.006703411195257636,0.017067195871099505
250,250,250,250,2020-02-03,212.6407012939453,211.7070770263672,208.89649963378903,0.0044099813794218345,0.01792371660951786
251,251,251,251,2020-02-04,214.4983825683593,213.2759704589844,210.2632751464844,0.005731597923311238,0.02014192644399926
252,252,252,252,2020-02-05,215.4320526123047,213.16046142578125,211.58192443847656,0.01065671922142264,0.01819686716644675
253,253,253,253,2020-02-06,217.3378295898437,217.0683135986328,211.07177734375,0.0012416183032095685,0.029686831299519767
254,254,254,254,2020-02-07,218.4062042236328,215.576400756836,212.3230895996093,0.013126684817364342,0.02865027367251871
255,255,255,255,2020-02-10,219.02224731445312,211.08143615722656,212.5059509277344,0.03761965666801581,0.03066406544508804
256,256,256,256,2020-02-11,220.69705200195312,212.6407012939453,211.7070770263672,0.0378871526428568,0.042464215659953064
257,257,257,257,2020-02-12,218.6661071777344,214.4983825683593,213.2759704589844,0.01943009807100471,0.025273061504069494
258,258,258,258,2020-02-13,219.5901031494141,215.4320526123047,213.16046142578125,0.019300983705485608,0.030163388090954868
259,259,259,259,2020-02-14,224.7974090576172,217.3378295898437,217.0683135986328,0.03432250833576056,0.03560674209353176
260,260,260,260,2020-02-18,227.1555633544922,218.4062042236328,215.576400756836,0.04006003017158166,0.05371257037878263
261,261,261,261,2020-02-19,224.7204132080078,219.02224731445312,211.08143615722656,0.026016379447398208,0.0646147633779699
262,262,262,262,2020-02-20,223.6615753173828,220.69705200195312,212.6407012939453,0.013432546055954786,0.05182861962161578
263,263,263,263,2020-02-21,220.6104278564453,218.6661071777344,214.4983825683593,0.008891733171664029,0.028494598490215406
264,264,264,264,2020-02-24,216.1539306640625,219.5901031494141,215.4320526123047,-0.015648120912869823,0.0033508386658549494
265,265,265,265,2020-02-25,209.35850524902344,224.7974090576172,217.3378295898437,-0.06867918929010719,-0.03671392300124976
266,266,266,266,2020-02-26,211.76483154296875,227.1555633544922,218.4062042236328,-0.0677541486734583,-0.030408351741985085
267,267,267,267,2020-02-27,208.2804718017578,224.7204132080078,219.02224731445312,-0.07315731210868104,-0.049044221052454096
268,268,268,268,2020-02-28,203.05398559570312,223.6615753173828,220.69705200195312,-0.09213737179681791,-0.07994246523099846
269,269,269,269,2020-03-02,203.01548767089844,220.6104278564453,218.6661071777344,-0.0797557049161619,-0.07157313819153033
270,270,270,270,2020-03-03,207.2794647216797,216.1539306640625,219.5901031494141,-0.04105623208016118,-0.05606190010921375
271,271,271,271,2020-03-04,219.0126190185547,209.35850524902344,224.7974090576172,0.046112832903769885,-0.025733348366038356
272,272,272,272,2020-03-05,218.1463165283203,211.76483154296875,227.1555633544922,0.03013477232671047,-0.03966113219121259
273,273,273,273,2020-03-06,216.481185913086,208.2804718017578,224.7204132080078,0.03937341816247497,-0.036664347387503904
274,274,274,274,2020-03-09,205.0367584228516,203.05398559570312,223.6615753173828,0.009764756999630197,-0.08327231384336808
275,275,275,275,2020-03-10,208.5692749023437,203.01548767089844,220.6104278564453,0.027356470657294407,-0.05458106886015823
276,276,276,276,2020-03-11,200.0871124267578,207.2794647216797,216.1539306640625,-0.034698817389263614,-0.07433044676978406
277,277,277,277,2020-03-12,180.38238525390625,219.0126190185547,209.35850524902344,-0.17638359806735926,-0.13840431254823526
278,278,278,278,2020-03-13,198.9195098876953,218.1463165283203,211.76483154296875,-0.0881372050952276,-0.06065842737757432
279,279,279,279,2020-03-16,165.52182006835938,216.481185913086,208.2804718017578,-0.23539858962702676,-0.20529361856879358
280,280,280,280,2020-03-17,174.8723907470703,205.0367584228516,203.05398559570312,-0.14711687751896996,-0.13878868107885678
281,281,281,281,2020-03-18,180.855224609375,208.5692749023437,203.01548767089844,-0.13287695565871327,-0.10915552953992702
282,282,282,282,2020-03-19,187.0792999267578,200.0871124267578,207.2794647216797,-0.06501074628063075,-0.09745376765636304
283,283,283,283,2020-03-20,161.9031524658203,180.38238525390625,219.0126190185547,-0.10244477453868106,-0.2607587946697084
284,284,284,284,2020-03-23,163.37954711914062,198.9195098876953,218.1463165283203,-0.17866504290413554,-0.2510552104695737
285,285,285,285,2020-03-24,174.7083282470703,165.52182006835938,216.481185913086,0.05550028494682446,-0.192962993480583
286,286,286,286,2020-03-25,168.90884399414062,174.8723907470703,205.0367584228516,-0.03410227725173132,-0.1762021342251403
287,287,287,287,2020-03-26,178.52000427246094,180.855224609375,208.5692749023437,-0.012912097739823936,-0.1440733331597016
288,288,288,288,2020-03-27,180.4306488037109,187.0792999267578,200.0871124267578,-0.03553921318740172,-0.098239528696493
289,289,289,289,2020-03-30,191.4023895263672,161.9031524658203,180.38238525390625,0.18220298129633083,0.06109246341847174
290,290,290,290,2020-03-31,189.87771606445312,163.37954711914062,198.9195098876953,0.16218779775408088,-0.04545453499431473
291,291,291,291,2020-04-01,188.1793365478516,174.7083282470703,165.52182006835938,0.07710570203459755,0.13688537541536716
292,292,292,292,2020-04-02,186.3555450439453,168.90884399414062,174.8723907470703,0.1032906308352326,0.06566590785325199
293,293,293,293,2020-04-03,172.02572631835938,178.52000427246094,180.855224609375,-0.03637843266119278,-0.04882080852287374
294,294,294,294,2020-04-06,189.1153717041016,180.4306488037109,187.0792999267578,0.0481333019527006,0.010883469085788189
295,295,295,295,2020-04-07,184.86952209472656,191.4023895263672,161.9031524658203,-0.03413158763485902,0.14185251663802356
296,296,296,296,2020-04-08,192.1357421875,189.87771606445312,163.37954711914062,0.011892001704298938,0.17600853702568786
297,297,297,297,2020-04-09,192.4831695556641,188.1793365478516,174.7083282470703,0.02287091179492018,0.10174009153963648
298,298,298,298,2020-04-13,183.83697509765625,186.3555450439453,168.90884399414062,-0.013514864533250903,0.08837980741868945
299,299,299,299,2020-04-14,188.49777221679688,172.02572631835938,178.52000427246094,0.09575338672282951,0.05589159593065918
300,300,300,300,2020-04-15,184.7730255126953,189.1153717041016,180.4306488037109,-0.02296136031818985,0.02406673554507055
301,301,301,301,2020-04-16,189.47244262695312,184.86952209472656,191.4023895263672,0.0248982118851806,-0.010083191250588874
302,302,302,302,2020-04-17,191.8173065185547,192.1357421875,189.87771606445312,-0.0016573473801378968,0.010214945146291843
303,303,303,303,2020-04-20,184.8888092041016,192.4831695556641,188.1793365478516,-0.039454672162213544,-0.017486124694212957
304,304,304,304,2020-04-21,178.2883758544922,183.83697509765625,186.3555450439453,-0.03018217222197317,-0.04328912878632496
305,305,305,305,2020-04-22,183.7501220703125,188.49777221679688,172.02572631835938,-0.02518677059495411,0.06815489754279769
306,306,306,306,2020-04-23,197.24044799804688,184.7730255126953,189.1153717041016,0.06747425632479542,0.0429635952949301
307,307,307,307,2020-04-24,206.021713256836,189.47244262695312,184.86952209472656,0.0873439451164213,0.11441686505399806
308,308,308,308,2020-04-27,214.822265625,191.8173065185547,192.1357421875,0.11993161370045624,0.11807549797455619
309,309,309,309,2020-04-28,212.9598846435547,184.8888092041016,192.4831695556641,0.1518267955767134,0.1063818469695812
310,310,310,310,2020-04-29,210.08425903320312,178.2883758544922,183.83697509765625,0.17833963109664963,0.14277478141491406
311,311,311,311,2020-04-30,204.24615478515625,183.7501220703125,188.49777221679688,0.11154296108168515,0.08354678351448475
312,312,312,312,2020-05-01,208.4534606933593,197.24044799804688,184.7730255126953,0.05684945866389146,0.12815958993450027
313,313,313,313,2020-05-04,207.28579711914065,206.021713256836,189.47244262695312,0.006135682702185896,0.09401554255179856
314,314,314,314,2020-05-05,214.08888244628903,214.822265625,191.8173065185547,-0.0034139067315823723,0.11610827162553239
315,315,315,315,2020-05-06,214.5327911376953,212.9598846435547,184.8888092041016,0.007385928560082133,0.16033410600243125
316,316,316,316,2020-05-07,211.03956604003903,210.08425903320312,178.2883758544922,0.004547256473341532,0.18369784361194874
317,317,317,317,2020-05-08,216.7811584472656,204.24615478515625,183.7501220703125,0.061372042353966094,0.1797606227674433
318,318,318,318,2020-05-11,219.75323486328125,208.4534606933593,197.24044799804688,0.054207659265221864,0.11413879401377813
319,319,319,319,2020-05-12,213.82830810546875,207.28579711914065,206.021713256836,0.031562755756814775,0.037892097513531064
320,320,320,320,2020-05-13,208.78155517578125,214.08888244628903,214.822265625,-0.024790298355820917,-0.028119573320968483
321,321,321,321,2020-05-14,210.64894104003903,214.5327911376953,212.9598846435547,-0.01810375969594069,-0.010851544211641695
322,322,322,322,2020-05-15,215.7383270263672,211.03956604003903,210.08425903320312,0.022264834383883603,0.026913334769505193
323,323,323,323,2020-05-18,222.1145782470703,216.7811584472656,204.24615478515625,0.024602783000175377,0.08748474839445386
324,324,324,324,2020-05-19,221.5824279785156,219.75323486328125,208.4534606933593,0.00832385068812469,0.06298272641522318
325,325,325,325,2020-05-20,223.30470275878903,213.82830810546875,207.28579711914065,0.044317774093064255,0.07727932092926393
326,326,326,326,2020-05-21,230.6195373535156,208.78155517578125,214.08888244628903,0.10459727708871647,0.07721398102665988
327,327,327,327,2020-05-22,230.4550018310547,210.64894104003903,214.5327911376953,0.09402402259051001,0.07421807458394514
328,328,328,328,2020-05-26,234.94451904296875,215.7383270263672,211.03956604003903,0.08902540536644743,0.11327237565677328
329,329,329,329,2020-05-27,246.2167053222656,222.1145782470703,216.7811584472656,0.10851213488736056,0.1357846183950555
330,330,330,330,2020-05-28,250.7255401611328,221.5824279785156,219.75323486328125,0.1315226683292905,0.140941294070692
331,331,331,331,2020-05-29,260.29473876953125,223.30470275878903,213.82830810546875,0.16564826245821784,0.21730719882581395
332,332,332,332,2020-06-01,259.07568359375,230.6195373535156,208.78155517578125,0.12339000661775734,0.2408935424186498
333,333,333,333,2020-06-02,257.2082214355469,230.4550018310547,210.64894104003903,0.11608869146656597,0.22102783980603102
334,334,334,334,2020-06-03,260.74951171875,234.94451904296875,215.7383270263672,0.10983441018712092,0.2086378684436614
335,335,335,335,2020-06-04,254.26681518554688,246.2167053222656,222.1145782470703,0.03269522209203779,0.14475518532922171
336,336,336,336,2020-06-05,250.4449462890625,250.7255401611328,221.5824279785156,-0.0011191276002037176,0.13025635008090708
337,337,337,337,2020-06-08,247.07781982421875,260.29473876953125,223.30470275878903,-0.050776742579553114,0.10646044069707372
338,338,338,338,2020-06-09,253.97659301757807,259.07568359375,230.6195373535156,-0.019681857075277254,0.10127960506771183
339,339,339,339,2020-06-10,253.8411407470703,257.2082214355469,230.4550018310547,-0.013090875049343254,0.10147811386259198
340,340,340,340,2020-06-11,243.4688262939453,260.74951171875,234.94451904296875,-0.06627312669119778,0.03628221371453888
341,341,341,341,2020-06-12,244.4750366210937,254.26681518554688,246.2167053222656,-0.03850985649585381,-0.0070737227146805415
342,342,342,342,2020-06-15,246.85525512695312,250.4449462890625,250.7255401611328,-0.014333254534775741,-0.015436341394228892
343,343,343,343,2020-06-16,254.8377380371093,247.07781982421875,260.29473876953125,0.03140677790669866,-0.020964698549876037
344,344,344,344,2020-06-17,256.8018493652344,253.97659301757807,259.07568359375,0.011124081609602321,-0.008776718050008792
345,345,345,345,2020-06-18,256.55029296875,253.8411407470703,257.2082214355469,0.010672628612156787,-0.0025579604847962845
346,346,346,346,2020-06-19,257.95330810546875,243.4688262939453,260.74951171875,0.05949214128151259,-0.010723715625965524
347,347,347,347,2020-06-22,261.97833251953125,244.4750366210937,254.26681518554688,0.07159543215680353,0.030328445842832563
348,348,348,348,2020-06-23,257.4501342773437,246.85525512695312,250.4449462890625,0.042919398839379896,0.02797096963655976
349,349,349,349,2020-06-24,252.8154754638672,254.8377380371093,247.07781982421875,-0.00793549098661217,0.023222058717089267
350,350,350,350,2020-06-25,255.3505401611328,256.8018493652344,253.97659301757807,-0.005651474892758412,0.005409739248922296
351,351,351,351,2020-06-26,252.47683715820312,256.55029296875,253.8411407470703,-0.015877806115166093,-0.00537463543085237
352,352,352,352,2020-06-29,257.1695556640625,257.95330810546875,243.4688262939453,-0.0030383500299433486,0.05627303330232514
353,353,353,353,2020-06-30,263.0523681640625,261.97833251953125,244.4750366210937,0.0040997117364702795,0.07598866452676467
354,354,354,354,2020-07-01,264.05865478515625,257.4501342773437,246.85525512695312,0.025669128223073212,0.0696902306145184
355,355,355,355,2020-07-02,261.4558410644531,252.8154754638672,254.8377380371093,0.03417656923387513,0.025969870390154304
356,356,356,356,2020-07-06,260.52691650390625,255.3505401611328,256.8018493652344,0.02027164829769701,0.014505608693549332
357,357,357,357,2020-07-07,263.0717468261719,252.47683715820312,256.55029296875,0.041963887805398725,0.025419787215819944
358,358,358,358,2020-07-08,262.0170288085937,257.1695556640625,257.95330810546875,0.018849327370862534,0.015753706486537622
359,359,359,359,2020-07-09,270.076904296875,263.0523681640625,261.97833251953125,0.026703945612956304,0.030913135828666283
360,360,360,360,2020-07-10,269.4576110839844,264.05865478515625,257.4501342773437,0.02044604939467276,0.046640009881313116
361,361,361,361,2020-07-13,267.3193054199219,261.4558410644531,252.8154754638672,0.022426212899268494,0.05736923315094922
362,362,362,362,2020-07-14,272.2539367675781,260.52691650390625,255.3505401611328,0.04501270126342605,0.06619683121006448
363,363,363,363,2020-07-15,278.2237854003906,263.0717468261719,252.47683715820312,0.057596601524186664,0.1019774666539186
364,364,364,364,2020-07-16,274.4019470214844,262.0170288085937,257.1695556640625,0.047267608022293794,0.0670078980108062
365,365,365,365,2020-07-17,284.8419494628906,270.076904296875,263.0523681640625,0.05466978083318641,0.08283362530018445
366,366,366,366,2020-07-20,291.57623291015625,269.4576110839844,264.05865478515625,0.08208571929808262,0.10421009736412112
367,367,367,367,2020-07-21,286.8061218261719,267.3193054199219,261.4558410644531,0.0728971533710927,0.09695817335161205
368,368,368,368,2020-07-22,292.1083679199219,272.2539367675781,260.52691650390625,0.07292614897720795,0.12122145319883715
369,369,369,369,2020-07-23,290.83111572265625,278.2237854003906,263.0717468261719,0.04531363234858765,0.10552014509876928
370,370,370,370,2020-07-24,294.4014892578125,274.4019470214844,262.0170288085937,0.07288411198759559,0.123596777646372
371,371,371,371,2020-07-27,300.2649841308594,284.8419494628906,270.076904296875,0.05414593846535265,0.11177586588744703
372,372,372,372,2020-07-28,296.6849365234375,291.57623291015625,269.4576110839844,0.017520987778367303,0.1010449299610503
373,373,373,373,2020-07-29,303.7675476074219,286.8061218261719,267.3193054199219,0.059138994918420895,0.136347212672294
374,374,374,374,2020-07-30,304.7254638671875,292.1083679199219,272.2539367675781,0.04319320270456761,0.11926926561701157
375,375,375,375,2020-07-31,306.42840576171875,290.83111572265625,278.2237854003906,0.053630059494515825,0.10137386464187093
376,376,376,376,2020-08-03,311.76934814453125,294.4014892578125,274.4019470214844,0.058993787465216885,0.13617760926499978
377,377,377,377,2020-08-04,314.2753295898437,300.2649841308594,284.8419494628906,0.04665993771980559,0.10333232230173195
378,378,378,378,2020-08-05,317.3521423339844,296.6849365234375,291.57623291015625,0.0696604487330088,0.08840195638226267
379,379,379,379,2020-08-06,317.8939819335937,303.7675476074219,286.8061218261719,0.04650409313778403,0.1083932933839662
380,380,380,380,2020-08-07,317.9423828125,304.7254638671875,292.1083679199219,0.04337320149612767,0.08843983168486358
381,381,381,381,2020-08-10,314.9332275390625,306.42840576171875,290.83111572265625,0.02775467814807331,0.08287322268292163
382,382,382,382,2020-08-11,305.9252014160156,311.76934814453125,294.4014892578125,-0.018745097179362125,0.039142846006840815
383,383,383,383,2020-08-12,314.41668701171875,314.2753295898437,300.2649841308594,0.000449788477064228,0.047130713299196714
384,384,384,384,2020-08-13,310.2969055175781,317.3521423339844,296.6849365234375,-0.022231571416276297,0.0458802160758347
385,385,385,385,2020-08-14,309.5311889648437,317.8939819335937,303.7675476074219,-0.02630686154510764,0.018973854853219896
386,386,386,386,2020-08-17,316.0354919433594,317.9423828125,304.7254638671875,-0.005997598848798913,0.03711546758396689
387,387,387,387,2020-08-18,317.9935607910156,314.9332275390625,306.42840576171875,0.009717403513967326,0.03774178506900583
388,388,388,388,2020-08-19,315.55084228515625,305.9252014160156,311.76934814453125,0.031464033772265365,0.012129140222187473
389,389,389,389,2020-08-20,315.52178955078125,314.41668701171875,314.2753295898437,0.0035147706362712583,0.0039661400166672856
390,390,390,390,2020-08-21,323.1505126953125,310.2969055175781,317.3521423339844,0.04142357512813222,0.01827109254307757
391,391,391,391,2020-08-24,324.4591064453125,309.5311889648437,317.8939819335937,0.048227506670303066,0.02065193078455385
392,392,392,392,2020-08-25,325.1182556152344,316.0354919433594,317.9423828125,0.028739695076725136,0.02256972706581939
393,393,393,393,2020-08-26,325.5544738769531,317.9935607910156,314.9332275390625,0.023776937706315726,0.03372539131830177
394,394,394,394,2020-08-27,326.3493347167969,315.55084228515625,305.9252014160156,0.03422108574783089,0.0667618529177898
395,395,395,395,2020-08-28,320.75616455078125,315.52178955078125,314.41668701171875,0.01658958326603166,0.02016266248243448
396,396,396,396,2020-08-31,317.7899780273437,323.1505126953125,310.2969055175781,-0.016588352663463257,0.024148073591862218
397,397,397,397,2020-09-01,319.8062744140625,324.4591064453125,309.5311889648437,-0.01434027259159154,0.03319563848664653
398,398,398,398,2020-09-02,319.7674560546875,325.1182556152344,316.0354919433594,-0.016458010179776994,0.011808686702811766
399,399,399,399,2020-09-03,300.18670654296875,325.5544738769531,317.9935607910156,-0.07792172852636758,-0.05599753090519177
400,400,400,400,2020-09-04,285.95672607421875,326.3493347167969,315.55084228515625,-0.12377107701975398,-0.09378557191171732
401,401,401,401,2020-09-08,284.1343688964844,320.75616455078125,315.52178955078125,-0.11417331824498422,-0.09947782274873684
402,402,402,402,2020-09-09,293.14923095703125,317.7899780273437,323.1505126953125,-0.07753783559591132,-0.09283996329774802
403,403,403,403,2020-09-10,290.9779052734375,319.8062744140625,324.4591064453125,-0.09014322559319166,-0.10319081975749156
404,404,404,404,2020-09-11,291.1136169433594,319.7674560546875,325.1182556152344,-0.08960836560687302,-0.10459160039329884
405,405,405,405,2020-09-14,298.9266052246094,300.18670654296875,325.5544738769531,-0.004197725251964157,-0.08179235977081989
406,406,406,406,2020-09-15,299.0235290527344,285.95672607421875,326.3493347167969,0.04569503630113658,-0.08373176457606568
407,407,407,407,2020-09-16,291.0167236328125,284.1343688964844,320.75616455078125,0.024222183198244096,-0.09271666207762153
408,408,408,408,2020-09-17,294.9619140625,293.14923095703125,317.7899780273437,0.006183482383873118,-0.07183380705252917
409,409,409,409,2020-09-18,292.0247802734375,290.9779052734375,319.8062744140625,0.003597781759464569,-0.08686975948650555
410,410,410,410,2020-09-21,291.2784118652344,291.1136169433594,319.7674560546875,0.0005660845535337966,-0.08909300696497657
411,411,411,411,2020-09-22,298.4612121582031,298.9266052246094,300.18670654296875,-0.0015568807134331841,-0.00574807060791227
412,412,412,412,2020-09-23,297.8602600097656,299.0235290527344,285.95672607421875,-0.003890225784752843,0.04162704650792981
413,413,413,413,2020-09-24,300.59381103515625,291.0167236328125,284.1343688964844,0.03290906200437993,0.05792837453137656
414,414,414,414,2020-09-25,305.4405822753906,294.9619140625,293.14923095703125,0.03552549571084729,0.04192864937162666
415,415,415,415,2020-09-28,315.2309265136719,292.0247802734375,290.9779052734375,0.07946635973325722,0.08335004411226121
416,416,416,416,2020-09-29,318.4685363769531,291.2784118652344,291.1136169433594,0.09334754449395577,0.09396647165053795
417,417,417,417,2020-09-30,324.2846374511719,298.4612121582031,298.9266052246094,0.08652188036843023,0.08483029540816145
418,418,418,418,2020-10-01,318.21649169921875,297.8602600097656,299.0235290527344,0.06834154945270554,0.06418545961010169
419,419,419,419,2020-10-02,312.894775390625,300.59381103515625,291.0167236328125,0.040922214310094684,0.07517798800256204
420,420,420,420,2020-10-05,317.7027893066406,305.4405822753906,294.9619140625,0.04014596534586934,0.07709766637641913
421,421,421,421,2020-10-06,317.9548034667969,315.2309265136719,292.0247802734375,0.008640893783011583,0.08879391389004665
422,422,422,422,2020-10-07,321.4735412597656,318.4685363769531,291.2784118652344,0.009435798327203093,0.10366415142534358
423,423,423,423,2020-10-08,330.40118408203125,324.2846374511719,298.4612121582031,0.018861660172786898,0.10701548684623696
424,424,424,424,2020-10-09,335.92645263671875,318.21649169921875,297.8602600097656,0.05565381241849532,0.12779882964483114
425,425,425,425,2020-10-12,341.87823486328125,312.894775390625,300.59381103515625,0.09263005250398515,0.13734289367420316
426,426,426,426,2020-10-13,341.1996765136719,317.7027893066406,305.4405822753906,0.07395870605452104,0.11707381505068049
427,427,427,427,2020-10-14,349.2646789550781,317.9548034667969,315.2309265136719,0.09847272362894444,0.10796450975735783
428,428,428,428,2020-10-15,349.3324584960937,321.4735412597656,318.4685363769531,0.08666006268247362,0.09691356788417149
429,429,429,429,2020-10-16,348.4212951660156,330.40118408203125,324.2846374511719,0.05454009232457957,0.07443046918458496
430,430,430,430,2020-10-19,342.7118225097656,335.92645263671875,318.21649169921875,0.02019897456656916,0.0769769369266382
431,431,431,431,2020-10-20,344.72808837890625,341.87823486328125,312.894775390625,0.008335872907395458,0.10173807775645916
432,432,432,432,2020-10-21,345.05767822265625,341.1996765136719,317.7027893066406,0.011307166959842574,0.08610213645185594
433,433,433,433,2020-10-22,339.5227355957031,349.2646789550781,317.9548034667969,-0.02789272418992017,0.06783332691861199
434,434,434,434,2020-10-23,350.6217041015625,349.3324584960937,321.4735412597656,0.0036905978076560153,0.09067048792747712
435,435,435,435,2020-10-26,351.4359436035156,348.4212951660156,330.40118408203125,0.008652308223765726,0.06366429823769004
436,436,436,436,2020-10-27,355.7398986816406,342.7118225097656,335.92645263671875,0.03801466805687381,0.058981499936680226
437,437,437,437,2020-10-28,351.7267761230469,344.72808837890625,341.87823486328125,0.020302052487373823,0.02880716072406342
438,438,438,438,2020-10-29,349.5845642089844,345.05767822265625,341.1996765136719,0.013119215342911605,0.02457472346101852
439,439,439,439,2020-10-30,339.1059265136719,339.5227355957031,349.2646789550781,-0.0012276323154027935,-0.029086114495742832
440,440,440,440,2020-11-02,346.33721923828125,350.6217041015625,349.3324584960937,-0.012219679538264416,-0.00857417965312246
441,441,441,441,2020-11-03,353.0160217285156,351.4359436035156,348.4212951660156,0.004496062949049362,0.013187272495243763
442,442,442,442,2020-11-04,365.6078796386719,355.7398986816406,342.7118225097656,0.027739314576750163,0.06680848346938428
443,443,443,443,2020-11-05,372.1509094238281,351.7267761230469,344.72808837890625,0.05806817873210801,0.07954913443194744
444,444,444,444,2020-11-06,371.1524353027344,349.5845642089844,345.05767822265625,0.06169571915325345,0.07562433392147239
445,445,445,445,2020-11-09,312.4198608398437,339.1059265136719,339.5227355957031,-0.07869536798777321,-0.07982639132636171
446,446,446,446,2020-11-10,329.8897705078125,346.33721923828125,350.6217041015625,-0.04748969448516838,-0.05912906517545391
447,447,447,447,2020-11-11,336.06591796875,353.0160217285156,351.4359436035156,-0.04801511182628693,-0.04373492784251409
448,448,448,448,2020-11-12,329.7149658203125,365.6078796386719,355.7398986816406,-0.09817325013298983,-0.07315719422470068
449,449,449,449,2020-11-13,330.7832336425781,372.1509094238281,351.7267761230469,-0.11115833586244972,-0.059544919244766126
450,450,450,450,2020-11-16,330.94830322265625,371.1524353027344,349.5845642089844,-0.10832242565587691,-0.0533097364538877
451,451,451,451,2020-11-17,319.9264221191406,312.4198608398437,339.1059265136719,0.024027157745726724,-0.05655903626254666
452,452,452,452,2020-11-18,313.1190490722656,329.8897705078125,346.33721923828125,-0.05083734912340876,-0.0959127934302706
453,453,453,453,2020-11-19,328.86041259765625,336.06591796875,353.0160217285156,-0.021440750120230168,-0.0684263819318548
454,454,454,454,2020-11-20,330.045166015625,329.7149658203125,365.6078796386719,0.0010014716635351473,-0.09727009619757998
455,455,455,455,2020-11-23,324.4710693359375,330.7832336425781,372.1509094238281,-0.019082479595870727,-0.12811963878231425
456,456,456,456,2020-11-24,318.7901916503906,330.94830322265625,371.1524353027344,-0.036737192648743866,-0.14108015648512162
457,457,457,457,2020-11-25,323.9467163085937,319.9264221191406,312.4198608398437,0.012566308724435205,0.03689539915216544
458,458,458,458,2020-11-27,333.2012634277344,313.1190490722656,329.8897705078125,0.06413603520759903,0.010038180070950142
459,459,459,459,2020-11-30,336.10479736328125,328.86041259765625,336.06591796875,0.022028752893672676,0.00011568978718901057
460,460,460,460,2020-12-01,342.89276123046875,330.045166015625,329.7149658203125,0.03892677893132812,0.039967234660915674
461,461,461,461,2020-12-02,329.3265380859375,324.4710693359375,330.7832336425781,0.014964257861069807,-0.004403776880102184
462,462,462,462,2020-12-03,320.6935119628906,318.7901916503906,330.94830322265625,0.005970448157913699,-0.030986081995006853
463,463,463,463,2020-12-04,314.89605712890625,323.9467163085937,319.9264221191406,-0.027938727957550036,-0.015723505913997515
464,464,464,464,2020-12-07,322.9756164550781,333.2012634277344,313.1190490722656,-0.030689100237682676,0.03147865775658287
465,465,465,465,2020-12-08,329.3168029785156,336.10479736328125,328.86041259765625,-0.020196065149967968,0.0013877936150914483
466,466,466,466,2020-12-09,325.2188415527344,342.89276123046875,330.045166015625,-0.05154357768974649,-0.01462322421247686
467,467,467,467,2020-12-10,321.82000732421875,329.3265380859375,324.4710693359375,-0.02279357990809694,-0.008170411054348903
468,468,468,468,2020-12-11,328.0252990722656,320.6935119628906,318.7901916503906,0.022862286999505654,0.028969233256721072
469,469,469,469,2020-12-14,336.5611572265625,314.89605712890625,323.9467163085937,0.06880079825447738,0.03893986351123324
470,470,470,470,2020-12-15,338.70733642578125,322.9756164550781,333.2012634277344,0.04870869244982523,0.01652476626710353
471,471,471,471,2020-12-16,342.7373352050781,329.3168029785156,336.10479736328125,0.04075264944023527,0.019733541127138432
472,472,472,472,2020-12-17,345.8545837402344,325.2188415527344,342.89276123046875,0.06345186548533333,0.008637751637384117
473,473,473,473,2020-12-18,353.8369445800781,321.82000732421875,329.3265380859375,0.0994870938014858,0.07442584687100018
474,474,474,474,2020-12-21,351.5451354980469,328.0252990722656,320.6935119628906,0.07170128795645025,0.09620283037945043
475,475,475,475,2020-12-22,359.0419616699219,336.5611572265625,314.89605712890625,0.06679560002887075,0.14019198888522122
476,476,476,476,2020-12-23,354.9537048339844,338.70733642578125,322.9756164550781,0.04796580014960217,0.09901084400702431
477,477,477,477,2020-12-24,354.1864929199219,342.7373352050781,329.3168029785156,0.03340504969495983,0.07551904341494753
478,478,478,478,2020-12-28,352.2734680175781,345.8545837402344,325.2188415527344,0.018559488811531466,0.08318898848441059
479,479,479,479,2020-12-29,353.5164489746094,353.8369445800781,321.82000732421875,-0.0009057720240296385,0.09849120915113874
480,480,480,480,2020-12-30,356.662841796875,351.5451354980469,328.0252990722656,0.0145577502916594,0.08730284769377006
481,481,481,481,2020-12-31,361.7319030761719,359.0419616699219,336.5611572265625,0.0074919972967475434,0.07478802978046928
482,482,482,482,2021-01-04,346.5731506347656,354.9537048339844,338.70733642578125,-0.02361027391766035,0.023223040551729968
483,483,483,483,2021-01-05,346.5536804199219,354.1864929199219,342.7373352050781,-0.021550264204247105,0.011134897844030434
484,484,484,484,2021-01-06,359.6731872558594,352.2734680175781,345.8545837402344,0.02100561044214655,0.039954952645658404
485,485,485,485,2021-01-07,374.7930603027344,353.5164489746094,353.8369445800781,0.06018563319992265,0.0592253467130921
486,486,486,486,2021-01-08,379.6874084472656,356.662841796875,351.5451354980469,0.06455555205692964,0.08005308595537408
