,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,CRL,CRL_6m,CRL_12m,CRL_6m_ret,CRL_12m_ret
246,246,246,246,2020-01-28,156.92999267578125,159.77999877929688,157.0500030517578,-0.017837064246397416,-0.0007641539232381422
247,247,247,247,2020-01-29,157.7100067138672,158.0,157.88999938964844,-0.0018354005451444166,-0.0011399878173224964
248,248,248,248,2020-01-30,156.91000366210938,158.8300018310547,159.10000610351562,-0.01208838473091245,-0.013764942535460123
249,249,249,249,2020-01-31,154.5800018310547,156.6999969482422,159.61000061035156,-0.013529005478460476,-0.03151430837705704
250,250,250,250,2020-02-03,155.3000030517578,155.3000030517578,158.83999633789062,0.0,-0.02228653593394958
251,251,251,251,2020-02-04,156.75,154.57000732421875,159.9600067138672,0.014103594309914147,-0.02006755800910398
252,252,252,252,2020-02-05,157.80999755859375,156.92999267578125,159.77999877929688,0.005607627119632808,-0.012329460731967279
253,253,253,253,2020-02-06,159.07000732421875,157.7100067138672,158.0,0.008623426240917054,0.006772198254549
254,254,254,254,2020-02-07,155.99000549316406,156.91000366210938,158.8300018310547,-0.005863221894548132,-0.017880729743436574
255,255,255,255,2020-02-10,157.74000549316406,154.5800018310547,156.6999969482422,0.020442512774472954,0.006636940428693006
256,256,256,256,2020-02-11,173.32000732421875,155.3000030517578,155.3000030517578,0.11603350881104157,0.11603350881104157
257,257,257,257,2020-02-12,171.3300018310547,156.75,154.57000732421875,0.09301436574835531,0.10842979693777832
258,258,258,258,2020-02-13,172.3000030517578,157.80999755859375,156.92999267578125,0.09181931257418618,0.09794182816111596
259,259,259,259,2020-02-14,176.47999572753906,159.07000732421875,157.7100067138672,0.10944859245423322,0.11901584055935155
260,260,260,260,2020-02-18,175.9199981689453,155.99000549316406,156.91000366210938,0.12776454884255162,0.12115221504788276
261,261,261,261,2020-02-19,178.33999633789062,157.74000549316406,154.5800018310547,0.13059458683497582,0.15370678111909952
262,262,262,262,2020-02-20,175.42999267578125,173.32000732421875,155.3000030517578,0.012173928354477281,0.129620020788503
263,263,263,263,2020-02-21,173.63999938964844,171.3300018310547,156.75,0.013482738188910881,0.10775119227845886
264,264,264,264,2020-02-24,167.50999450683594,172.3000030517578,157.80999755859375,-0.02780039733071271,0.06146630187127822
265,265,265,265,2020-02-25,162.4600067138672,176.47999572753906,159.07000732421875,-0.07944236940778726,0.021311367533534353
266,266,266,266,2020-02-26,161.0500030517578,175.9199981689453,155.99000549316406,-0.08452703087745062,0.032437960000043065
267,267,267,267,2020-02-27,158.38999938964844,178.33999633789062,157.74000549316406,-0.11186496219526698,0.0041206661205077655
268,268,268,268,2020-02-28,155.57000732421875,175.42999267578125,173.32000732421875,-0.11320746839604834,-0.10241171965101636
269,269,269,269,2020-03-02,164.3000030517578,173.63999938964844,171.3300018310547,-0.05378942853444535,-0.04103191912779536
270,270,270,270,2020-03-03,161.50999450683594,167.50999450683594,172.3000030517578,-0.03581875826373537,-0.06262337988282352
271,271,271,271,2020-03-04,168.0,162.4600067138672,176.47999572753906,0.034100658975658726,-0.04805074757952177
272,272,272,272,2020-03-05,161.6300048828125,161.0500030517578,175.9199981689453,0.003601377336629241,-0.08123006727415594
273,273,273,273,2020-03-06,155.08999633789062,158.38999938964844,178.33999633789062,-0.020834667999711343,-0.1303689608468397
274,274,274,274,2020-03-09,142.80999755859375,155.57000732421875,175.42999267578125,-0.08202101410866591,-0.18594309114219565
275,275,275,275,2020-03-10,147.3300018310547,164.3000030517578,173.63999938964844,-0.10328667623552767,-0.15152037348004177
276,276,276,276,2020-03-11,136.60000610351562,161.50999450683594,167.50999450683594,-0.15423186954703283,-0.1845262337588991
277,277,277,277,2020-03-12,124.0999984741211,168.0,162.4600067138672,-0.2613095328921363,-0.23611970118472103
278,278,278,278,2020-03-13,128.92999267578125,161.6300048828125,161.0500030517578,-0.20231399628268232,-0.19944122798714836
279,279,279,279,2020-03-16,104.66000366210938,155.08999633789062,158.38999938964844,-0.3251659930786942,-0.33922593556781455
280,280,280,280,2020-03-17,112.0,142.80999755859375,155.57000732421875,-0.21574118118693097,-0.28006688482964337
281,281,281,281,2020-03-18,98.9000015258789,147.3300018310547,164.3000030517578,-0.32871784228110656,-0.3980523451681044
282,282,282,282,2020-03-19,108.76000213623048,136.60000610351562,161.50999450683594,-0.20380675492933698,-0.3266051276373042
283,283,283,283,2020-03-20,105.77999877929688,124.0999984741211,168.0,-0.14762288412634061,-0.3703571501232329
284,284,284,284,2020-03-23,100.5,128.92999267578125,161.6300048828125,-0.22050720771600307,-0.3782095095965252
285,285,285,285,2020-03-24,110.12000274658205,104.66000366210938,155.08999633789062,0.052168917384142866,-0.28996063352360646
286,286,286,286,2020-03-25,119.3499984741211,112.0,142.80999755859375,0.06562498637608116,-0.16427420688700178
287,287,287,287,2020-03-26,130.00999450683594,98.9000015258789,147.3300018310547,0.3145600859552724,-0.11755926904881087
288,288,288,288,2020-03-27,126.2300033569336,108.76000213623048,136.60000610351562,0.1606289157554499,-0.07591509724182322
289,289,289,289,2020-03-30,129.99000549316406,105.77999877929688,124.0999984741211,0.22887130831207325,0.047461781558935545
290,290,290,290,2020-03-31,126.20999908447266,100.5,128.92999267578125,0.2558208864126632,-0.02109667064162901
291,291,291,291,2020-04-01,119.61000061035156,110.12000274658205,104.66000366210938,0.08617869258148092,0.14284345905918028
292,292,292,292,2020-04-02,121.58000183105467,119.3499984741211,112.0,0.018684569630866843,0.08553573063441666
293,293,293,293,2020-04-03,118.83999633789062,130.00999450683594,98.9000015258789,-0.08591645751018007,0.20161774018571754
294,294,294,294,2020-04-06,132.80999755859375,126.2300033569336,108.76000213623048,0.05212702231381772,0.22112904514509624
295,295,295,295,2020-04-07,133.3300018310547,129.99000549316406,105.77999877929688,0.025694254917669523,0.2604462409688537
296,296,296,296,2020-04-08,141.42999267578125,126.20999908447266,100.5,0.12059261311872627,0.4072636087142414
297,297,297,297,2020-04-09,138.9600067138672,119.61000061035156,110.12000274658205,0.16177582145953928,0.2618961428256983
298,298,298,298,2020-04-13,139.61000061035156,121.58000183105467,119.3499984741211,0.14829740506461775,0.1697528478864916
299,299,299,299,2020-04-14,142.58999633789062,118.83999633789062,130.00999450683594,0.19984854200494118,0.09676180572712223
300,300,300,300,2020-04-15,139.42999267578125,132.80999755859375,126.2300033569336,0.049845608304200484,0.10457093375433724
301,301,301,301,2020-04-16,139.55999755859375,133.3300018310547,129.99000549316406,0.04672613546824378,0.07362098362195213
302,302,302,302,2020-04-17,144.97999572753906,141.42999267578125,126.20999908447266,0.025100779435773157,0.14872036113797615
303,303,303,303,2020-04-20,144.25999450683594,138.9600067138672,119.61000061035156,0.03814038238989115,0.20608639554133612
304,304,304,304,2020-04-21,135.05999755859375,139.61000061035156,121.58000183105467,-0.03259081034213851,0.1108734621197871
305,305,305,305,2020-04-22,137.1199951171875,142.58999633789062,118.83999633789062,-0.03836174599332376,0.1538202570060878
306,306,306,306,2020-04-23,135.4499969482422,139.42999267578125,132.80999755859375,-0.028544760357219645,0.019878017003077675
307,307,307,307,2020-04-24,136.9499969482422,139.55999755859375,133.3300018310547,-0.01870163840649086,0.027150641772093254
308,308,308,308,2020-04-27,140.22999572753906,144.97999572753906,141.42999267578125,-0.03276314070892017,-0.008484741641704652
309,309,309,309,2020-04-28,139.9499969482422,144.25999450683594,138.9600067138672,-0.02987659588736169,0.007124281710877423
310,310,310,310,2020-04-29,145.9600067138672,135.05999755859375,139.61000061035156,0.08070494115435345,0.04548389138137998
311,311,311,311,2020-04-30,144.6699981689453,137.1199951171875,142.58999633789062,0.055061284426864976,0.01458729142629167
312,312,312,312,2020-05-01,138.58999633789062,135.4499969482422,139.42999267578125,0.023181981988883216,-0.006024502488814476
313,313,313,313,2020-05-04,138.35000610351562,136.9499969482422,139.55999755859375,0.010222776096903141,-0.008670044971662572
314,314,314,314,2020-05-05,141.0399932861328,140.22999572753906,144.97999572753906,0.005776207539559097,-0.027176179869743522
315,315,315,315,2020-05-06,143.66000366210938,139.9499969482422,144.25999450683594,0.02650951621841946,-0.0041590937721692756
316,316,316,316,2020-05-07,156.55999755859375,145.9600067138672,135.05999755859375,0.07262257027369334,0.15918851168846304
317,317,317,317,2020-05-08,159.55999755859375,144.6699981689453,137.1199951171875,0.10292389284653147,0.16365229901173972
318,318,318,318,2020-05-11,164.24000549316406,138.58999633789062,135.4499969482422,0.18507835942745254,0.21255082461111496
319,319,319,319,2020-05-12,160.9600067138672,138.35000610351562,136.9499969482422,0.16342609044364198,0.17531953487154261
320,320,320,320,2020-05-13,160.88999938964844,141.0399932861328,140.22999572753906,0.14074026551635765,0.1473294180387119
321,321,321,321,2020-05-14,163.0,143.66000366210938,139.9499969482422,0.13462338747657698,0.16470170456868538
322,322,322,322,2020-05-15,169.80999755859375,156.55999755859375,145.9600067138672,0.08463209125332982,0.1634008615214777
323,323,323,323,2020-05-18,171.77999877929688,159.55999755859375,144.6699981689453,0.07658561925093843,0.1873920021668387
324,324,324,324,2020-05-19,169.8800048828125,164.24000549316406,138.58999633789062,0.03433998539340766,0.22577393298023463
325,325,325,325,2020-05-20,175.86000061035156,160.9600067138672,138.35000610351562,0.09256954072430901,0.27112390930268826
326,326,326,326,2020-05-21,175.22999572753906,160.88999938964844,141.0399932861328,0.089129196297413,0.2424135285659279
327,327,327,327,2020-05-22,173.61000061035156,163.0,143.66000366210938,0.06509202828436544,0.20847832510630493
328,328,328,328,2020-05-26,171.3800048828125,169.80999755859375,156.55999755859375,0.009245670730764877,0.09466024243307913
329,329,329,329,2020-05-27,174.5800018310547,171.77999877929688,159.55999755859375,0.01629993638173932,0.0941338963542242
330,330,330,330,2020-05-28,176.1300048828125,169.8800048828125,164.24000549316406,0.03679067471366859,0.07239405133935728
331,331,331,331,2020-05-29,179.66000366210938,175.86000061035156,160.9600067138672,0.021608114628507202,0.1161779085998953
332,332,332,332,2020-06-01,179.82000732421875,175.22999572753906,160.88999938964844,0.026194211656642263,0.1176580769866562
333,333,333,333,2020-06-02,183.3500061035156,173.61000061035156,163.0,0.05610279050124767,0.1248466632117522
334,334,334,334,2020-06-03,189.72000122070312,171.3800048828125,169.80999755859375,0.10701362945129622,0.1172487129636719
335,335,335,335,2020-06-04,183.42999267578125,174.5800018310547,171.77999877929688,0.05069303901881561,0.06781926871155886
336,336,336,336,2020-06-05,178.42999267578125,176.1300048828125,169.8800048828125,0.013058466639452204,0.050329571151512154
337,337,337,337,2020-06-08,185.0399932861328,179.66000366210938,175.86000061035156,0.029945394157631755,0.05220057229569286
338,338,338,338,2020-06-09,180.3300018310547,179.82000732421875,175.22999572753906,0.0028361388391915376,0.02910464091687537
339,339,339,339,2020-06-10,181.7100067138672,183.3500061035156,173.61000061035156,-0.008944637769591868,0.04665633359275878
340,340,340,340,2020-06-11,174.47999572753906,189.72000122070312,171.3800048828125,-0.08032893419305442,0.0180884044602887
341,341,341,341,2020-06-12,179.60000610351562,183.42999267578125,174.5800018310547,-0.020879827319380984,0.028754749798427293
342,342,342,342,2020-06-15,179.74000549316406,178.42999267578125,176.1300048828125,0.007341886852863189,0.020496227276854295
343,343,343,343,2020-06-16,180.3099975585937,185.0399932861328,179.66000366210938,-0.025562018477945925,0.00361791096089914
344,344,344,344,2020-06-17,178.14999389648438,180.3300018310547,179.82000732421875,-0.01208899191723345,-0.009287139137544975
345,345,345,345,2020-06-18,178.55999755859375,181.7100067138672,183.3500061035156,-0.017335364255605668,-0.02612494347132721
346,346,346,346,2020-06-19,177.19000244140625,174.47999572753906,189.72000122070312,0.015531904976081146,-0.06604469058968965
347,347,347,347,2020-06-22,174.99000549316406,179.60000610351562,183.42999267578125,-0.02566815397375044,-0.04601203467055226
348,348,348,348,2020-06-23,175.00999450683594,179.74000549316406,178.42999267578125,-0.02631584979287216,-0.01916717093162512
349,349,349,349,2020-06-24,170.63999938964844,180.3099975585937,185.0399932861328,-0.0536298502572099,-0.07782098151191152
350,350,350,350,2020-06-25,173.60000610351562,178.14999389648438,180.3300018310547,-0.025540207403052517,-0.03732044395942602
351,351,351,351,2020-06-26,169.97999572753906,178.55999755859375,181.7100067138672,-0.04805108618037024,-0.06455346735416168
352,352,352,352,2020-06-29,169.0,177.19000244140625,174.47999572753906,-0.04622158320763359,-0.03140758746977734
353,353,353,353,2020-06-30,174.35000610351562,174.99000549316406,179.60000610351562,-0.0036573482459456574,-0.029231624841783543
354,354,354,354,2020-07-01,175.55999755859375,175.00999450683594,179.74000549316406,0.003142695097543946,-0.023255857387460055
355,355,355,355,2020-07-02,176.9199981689453,170.63999938964844,180.3099975585937,0.03680261838818222,-0.018800950782259074
356,356,356,356,2020-07-06,181.8000030517578,173.60000610351562,178.14999389648438,0.0472350038015128,0.020488404604685595
357,357,357,357,2020-07-07,181.4100036621093,169.97999572753906,178.55999755859375,0.06724325345254978,0.01596105590548258
358,358,358,358,2020-07-08,185.08999633789065,169.0,177.19000244140625,0.09520707892242997,0.04458487379442744
359,359,359,359,2020-07-09,185.1300048828125,174.35000610351562,174.99000549316406,0.061829643830907166,0.057946163045549115
360,360,360,360,2020-07-10,181.25,175.55999755859375,175.00999450683594,0.03241058624136284,0.0356551379293959
361,361,361,361,2020-07-13,180.509994506836,176.9199981689453,170.63999938964844,0.020291636756984976,0.05784104050920602
362,362,362,362,2020-07-14,187.4499969482422,181.8000030517578,173.60000610351562,0.03107807371640048,0.07978105044805117
363,363,363,363,2020-07-15,193.4499969482422,181.4100036621093,169.97999572753906,0.06636896005227122,0.13807507830699794
364,364,364,364,2020-07-16,190.6999969482422,185.08999633789065,169.0,0.03030958302095499,0.12840234880616674
365,365,365,365,2020-07-17,196.259994506836,185.1300048828125,174.35000610351562,0.060119858102249735,0.12566669134678388
366,366,366,366,2020-07-20,197.94000244140625,181.25,175.55999755859375,0.0920827720905173,0.12747781495806354
367,367,367,367,2020-07-21,198.0200042724609,180.509994506836,176.9199981689453,0.0970029931775429,0.11926297943642683
368,368,368,368,2020-07-22,198.1600036621093,187.4499969482422,181.8000030517578,0.057135272809976545,0.08998900074657223
369,369,369,369,2020-07-23,198.1999969482422,193.4499969482422,181.4100036621093,0.0245541487461014,0.09255274211562003
370,370,370,370,2020-07-24,192.8300018310547,190.6999969482422,185.08999633789065,0.01116940176664305,0.04181752469773836
371,371,371,371,2020-07-27,199.92999267578125,196.259994506836,185.1300048828125,0.018699675286179662,0.07994375521319275
372,372,372,372,2020-07-28,197.3699951171875,197.94000244140625,181.25,-0.0028796974698809263,0.08893790409482749
373,373,373,373,2020-07-29,199.5800018310547,198.0200042724609,180.509994506836,0.007877979622944231,0.10564516040410443
374,374,374,374,2020-07-30,201.3099975585937,198.1600036621093,187.4499969482422,0.01589621436349775,0.07393972171777885
375,375,375,375,2020-07-31,198.9900054931641,198.1999969482422,193.4499969482422,0.003985916029697112,0.02863793555088101
376,376,376,376,2020-08-03,207.57000732421875,192.8300018310547,190.6999969482422,0.07644041566767346,0.08846361114811785
377,377,377,377,2020-08-04,203.9199981689453,199.92999267578125,196.259994506836,0.019957013151270964,0.039029878103061355
378,378,378,378,2020-08-05,217.97000122070312,197.3699951171875,197.94000244140625,0.10437253185969064,0.10119227307388812
379,379,379,379,2020-08-06,217.8000030517578,199.5800018310547,198.0200042724609,0.09129171787525303,0.09988889179136207
380,380,380,380,2020-08-07,221.6000061035156,201.3099975585937,198.1600036621093,0.10078987030446052,0.11828826205198717
381,381,381,381,2020-08-10,218.759994506836,198.9900054931641,198.1999969482422,0.09935166826431918,0.10373359170112817
382,382,382,382,2020-08-11,210.2400054931641,207.57000732421875,192.8300018310547,0.01286312123492328,0.0902867992365779
383,383,383,383,2020-08-12,219.6499938964844,203.9199981689453,199.92999267578125,0.07713807311094123,0.09863453180175075
384,384,384,384,2020-08-13,217.3600006103516,217.97000122070312,197.3699951171875,-0.002798553043700247,0.10128188674927574
385,385,385,385,2020-08-14,214.4900054931641,217.8000030517578,199.5800018310547,-0.015197417411454972,0.07470690212103914
386,386,386,386,2020-08-17,218.4499969482422,221.6000061035156,201.3099975585937,-0.014214842366935487,0.08514231581896325
387,387,387,387,2020-08-18,217.1499938964844,218.759994506836,198.9900054931641,-0.007359666533093057,0.09126080658329427
388,388,388,388,2020-08-19,215.1000061035156,210.2400054931641,207.57000732421875,0.02311644065529439,0.036276911468886786
389,389,389,389,2020-08-20,214.7100067138672,219.6499938964844,203.9199981689453,-0.02249026778915053,0.0529129494007865
390,390,390,390,2020-08-21,216.3699951171875,217.3600006103516,217.97000122070312,-0.004554681129849691,-0.007340487656810835
391,391,391,391,2020-08-24,215.4100036621093,214.4900054931641,217.8000030517578,0.004289235607178643,-0.010973367108174759
392,392,392,392,2020-08-25,217.0599975585937,218.4499969482422,221.6000061035156,-0.006363009425803923,-0.020487402616772177
393,393,393,393,2020-08-26,218.6000061035156,217.1499938964844,218.759994506836,0.006677468329667091,-0.000731342143617586
394,394,394,394,2020-08-27,217.1499938964844,215.1000061035156,210.2400054931641,0.00953039393212407,0.0328671433731722
395,395,395,395,2020-08-28,217.4600067138672,214.7100067138672,219.6499938964844,0.012807973145214424,-0.009970349389808342
396,396,396,396,2020-08-31,218.9499969482422,216.3699951171875,217.3600006103516,0.01192402777315471,0.007315036499014882
397,397,397,397,2020-09-01,216.0500030517578,215.4100036621093,214.4900054931641,0.0029710755246652454,0.007273054774775689
398,398,398,398,2020-09-02,220.1100006103516,217.0599975585937,218.4499969482422,0.014051428573035762,0.007599009774775567
399,399,399,399,2020-09-03,207.9100036621093,218.6000061035156,217.1499938964844,-0.04890211410307177,-0.04255118809158165
400,400,400,400,2020-09-04,204.63999938964844,217.1499938964844,215.1000061035156,-0.057609923363845406,-0.04862857469577819
401,401,401,401,2020-09-08,202.9499969482422,217.4600067138672,214.7100067138672,-0.06672495777449872,-0.05477159609657578
402,402,402,402,2020-09-09,209.88999938964844,218.9499969482422,216.3699951171875,-0.04137929977105892,-0.02994867991760808
403,403,403,403,2020-09-10,214.9600067138672,216.0500030517578,215.4100036621093,-0.005045111420940329,-0.002089025303337211
404,404,404,404,2020-09-11,217.509994506836,220.1100006103516,217.0599975585937,-0.01181230337697492,0.0020731454588762688
405,405,405,405,2020-09-14,220.009994506836,207.9100036621093,218.6000061035156,0.05819821380211865,0.006450084007100676
406,406,406,406,2020-09-15,225.3000030517578,204.63999938964844,217.1499938964844,0.1009577977117333,0.03753170335873235
407,407,407,407,2020-09-16,221.97999572753903,202.9499969482422,217.4600067138672,0.09376693306455186,0.02078538064067681
408,408,408,408,2020-09-17,218.1499938964844,209.88999938964844,218.9499969482422,0.039353921248538315,-0.0036538162270305374
409,409,409,409,2020-09-18,219.6100006103516,214.9600067138672,216.0500030517578,0.021631902452785123,0.016477655673723612
410,410,410,410,2020-09-21,217.92999267578125,217.509994506836,220.1100006103516,0.0019309373341556135,-0.009904174860412174
411,411,411,411,2020-09-22,217.3300018310547,220.009994506836,207.9100036621093,-0.012181231501726342,0.04530805638508184
412,412,412,412,2020-09-23,212.5500030517578,225.3000030517578,204.63999938964844,-0.05659121095116437,0.038653262733099325
413,413,413,413,2020-09-24,211.8300018310547,221.97999572753903,202.9499969482422,-0.0457248134599596,0.04375464408150331
414,414,414,414,2020-09-25,216.7700042724609,218.1499938964844,209.88999938964844,-0.006325875143862403,0.03277909811243629
415,415,415,415,2020-09-28,223.4199981689453,219.6100006103516,214.9600067138672,0.017348925586288422,0.03935611830501662
416,416,416,416,2020-09-29,222.92999267578125,217.92999267578125,217.509994506836,0.02294314765310257,0.02491838676762459
417,417,417,417,2020-09-30,226.4499969482422,217.3300018310547,220.009994506836,0.041963810980303995,0.029271408582331793
418,418,418,418,2020-10-01,230.4600067138672,212.5500030517578,225.3000030517578,0.08426254248393561,0.022902812215781276
419,419,419,419,2020-10-02,228.8699951171875,211.8300018310547,221.97999572753903,0.08044183136873628,0.031038830175063703
420,420,420,420,2020-10-05,234.97000122070312,216.7700042724609,218.1499938964844,0.0839599418255601,0.07710294657262318
421,421,421,421,2020-10-06,233.3800048828125,223.4199981689453,219.6100006103516,0.0445797457501349,0.0627020820280979
422,422,422,422,2020-10-07,237.3500061035156,222.92999267578125,217.92999267578125,0.06468404387697668,0.08911124709954854
423,423,423,423,2020-10-08,236.4900054931641,226.4499969482422,217.3300018310547,0.044336536454962605,0.08816087747058399
424,424,424,424,2020-10-09,242.57000732421875,230.4600067138672,212.5500030517578,0.05254708087111615,0.1412373739893611
425,425,425,425,2020-10-12,243.2700042724609,228.8699951171875,211.8300018310547,0.06291785495036262,0.14842091379709865
426,426,426,426,2020-10-13,244.97999572753903,234.97000122070312,216.7700042724609,0.04260115953029131,0.130137892231716
427,427,427,427,2020-10-14,244.63999938964844,233.3800048828125,223.4199981689453,0.04824746881160591,0.09497807445444972
428,428,428,428,2020-10-15,242.1499938964844,237.3500061035156,222.92999267578125,0.02022324697508271,0.08621541224673068
429,429,429,429,2020-10-16,240.2899932861328,236.4900054931641,226.4499969482422,0.01606828070828792,0.06111722907664219
430,430,430,430,2020-10-19,233.1300048828125,242.57000732421875,230.4600067138672,-0.03891661028310378,0.011585516320236522
431,431,431,431,2020-10-20,233.52999877929688,243.2700042724609,228.8699951171875,-0.040037839939589426,0.020360920004928174
432,432,432,432,2020-10-21,229.08999633789065,244.97999572753903,234.97000122070312,-0.06486243638978939,-0.025024491859662934
433,433,433,433,2020-10-22,233.92999267578125,244.63999938964844,233.3800048828125,-0.04377864102594653,0.0023566191681456683
434,434,434,434,2020-10-23,232.8099975585937,242.1499938964844,237.3500061035156,-0.038571119443775115,-0.019127905743309137
435,435,435,435,2020-10-26,230.17999267578125,240.2899932861328,236.4900054931641,-0.04207416410517251,-0.026681942876293108
436,436,436,436,2020-10-27,229.259994506836,233.1300048828125,242.57000732421875,-0.016600224316564716,-0.054870810139328596
437,437,437,437,2020-10-28,222.0,233.52999877929688,243.2700042724609,-0.04937266663626194,-0.087433731651678
438,438,438,438,2020-10-29,228.94000244140625,229.08999633789065,244.97999572753903,-0.0006547378710642926,-0.06547470636733987
439,439,439,439,2020-10-30,227.6999969482422,233.92999267578125,244.63999938964844,-0.026631881001140445,-0.0692446144688923
440,440,440,440,2020-11-02,232.82000732421875,232.8099975585937,242.1499938964844,4.299542858987593e-05,-0.03852978239699678
441,441,441,441,2020-11-03,237.4499969482422,230.17999267578125,240.2899932861328,0.03158399732291706,-0.01181903706871723
442,442,442,442,2020-11-04,249.2700042724609,229.259994506836,233.1300048828125,0.08728086122774581,0.06923175503625756
443,443,443,443,2020-11-05,251.5800018310547,222.0,233.52999877929688,0.1332432514912374,0.07729201021756693
444,444,444,444,2020-11-06,250.6600036621093,228.94000244140625,229.08999633789065,0.09487202318983967,0.09415516901228838
445,445,445,445,2020-11-09,237.259994506836,227.6999969482422,233.92999267578125,0.04198505791270102,0.014235035845403532
446,446,446,446,2020-11-10,228.7400054931641,232.82000732421875,232.8099975585937,-0.017524274987986588,-0.017482033023110466
447,447,447,447,2020-11-11,235.6600036621093,237.4499969482422,230.17999267578125,-0.007538400964995917,0.023807503522023543
448,448,448,448,2020-11-12,237.4600067138672,249.2700042724609,229.259994506836,-0.04737833416043502,0.03576730525825211
449,449,449,449,2020-11-13,239.009994506836,251.5800018310547,222.0,-0.04996425484033473,0.07662159687763959
450,450,450,450,2020-11-16,238.0,250.6600036621093,228.94000244140625,-0.0505066762832056,0.03957367634305209
451,451,451,451,2020-11-17,235.97999572753903,237.259994506836,227.6999969482422,-0.005394920378201773,0.036363631489986226
452,452,452,452,2020-11-18,234.1100006103516,228.7400054931641,232.82000732421875,0.02347641421801039,0.005540732091535494
453,453,453,453,2020-11-19,233.4600067138672,235.6600036621093,237.4499969482422,-0.009335470228526654,-0.0168034966757431
454,454,454,454,2020-11-20,232.5399932861328,237.4600067138672,249.2700042724609,-0.020719334998010264,-0.06711602158132757
455,455,455,455,2020-11-23,232.009994506836,239.009994506836,251.5800018310547,-0.029287478184514937,-0.07778840600120784
456,456,456,456,2020-11-24,224.67999267578125,238.0,250.6600036621093,-0.055966417328650264,-0.10364641588910695
457,457,457,457,2020-11-25,226.3500061035156,235.97999572753903,237.259994506836,-0.040808499865989334,-0.04598326163666022
458,458,458,458,2020-11-27,230.1600036621093,234.1100006103516,228.7400054931641,-0.016872397325805033,0.006207913503734064
459,459,459,459,2020-11-30,234.5200042724609,233.4600067138672,235.6600036621093,0.004540381770368418,-0.004837475057001717
460,460,460,460,2020-12-01,237.259994506836,232.5399932861328,237.4600067138672,0.020297589046953224,-0.0008422984981727444
461,461,461,461,2020-12-02,235.4600067138672,232.009994506836,239.009994506836,0.014870101671113689,-0.014852884291695512
462,462,462,462,2020-12-03,234.9900054931641,224.67999267578125,238.0,0.04588754296543196,-0.012647035743008073
463,463,463,463,2020-12-04,237.4199981689453,226.3500061035156,235.97999572753903,0.048906524262990914,0.006102222508169275
464,464,464,464,2020-12-07,236.3699951171875,230.1600036621093,234.1100006103516,0.02698119289307499,0.009653558160453768
465,465,465,465,2020-12-08,242.08999633789065,234.5200042724609,233.4600067138672,0.032278662491558974,0.036965601712676044
466,466,466,466,2020-12-09,240.33999633789065,237.259994506836,232.5399932861328,0.012981547257710613,0.0335426304160944
467,467,467,467,2020-12-10,239.7700042724609,235.4600067138672,232.009994506836,0.018304584369740917,0.0334468770714802
468,468,468,468,2020-12-11,236.2700042724609,234.9900054931641,224.67999267578125,0.005447034977553722,0.05158452899455246
469,469,469,469,2020-12-14,240.07000732421875,237.4199981689453,226.3500061035156,0.011161693099617231,0.0606140969770006
470,470,470,470,2020-12-15,243.0800018310547,236.3699951171875,230.1600036621093,0.02838772624478203,0.05613485385546335
471,471,471,471,2020-12-16,240.1600036621093,242.08999633789065,234.5200042724609,-0.007972211594764245,0.02404911856941605
472,472,472,472,2020-12-17,247.0599975585937,240.33999633789065,237.259994506836,0.02796039495338709,0.04130491139952941
473,473,473,473,2020-12-18,248.97000122070312,239.7700042724609,235.4600067138672,0.038370091272083684,0.057377024214789074
474,474,474,474,2020-12-21,250.72000122070312,236.2700042724609,234.9900054931641,0.06115882967343933,0.06693899893541055
475,475,475,475,2020-12-22,252.6199951171875,240.07000732421875,237.4199981689453,0.05227636693499904,0.06402155279870758
476,476,476,476,2020-12-23,251.8000030517578,243.0800018310547,236.3699951171875,0.03587296838496701,0.06527904663584905
477,477,477,477,2020-12-24,251.7100067138672,240.1600036621093,242.08999633789065,0.04809295001514102,0.039737331246639584
478,478,478,478,2020-12-28,247.1699981689453,247.0599975585937,240.33999633789065,0.00044523844992561123,0.028418082446221016
479,479,479,479,2020-12-29,248.63999938964844,248.97000122070312,239.7700042724609,-0.001325468246924033,0.03699376468754689
480,480,480,480,2020-12-30,248.58999633789065,250.72000122070312,236.2700042724609,-0.008495552299146114,0.052143699338247806
481,481,481,481,2020-12-31,249.8600006103516,252.6199951171875,240.07000732421875,-0.010925479218521827,0.04077974335590895
482,482,482,482,2021-01-04,249.6699981689453,251.8000030517578,243.0800018310547,-0.008459113808567675,0.02711040105417961
483,483,483,483,2021-01-05,252.58999633789065,251.7100067138672,240.1600036621093,0.0034960454513188743,0.05175713060560083
484,484,484,484,2021-01-06,254.759994506836,247.1699981689453,247.0599975585937,0.03070759555819058,0.03116650621036343
485,485,485,485,2021-01-07,263.1600036621094,248.63999938964844,248.97000122070312,0.058397700724356794,0.05699482817942925
486,486,486,486,2021-01-08,271.010009765625,248.58999633789065,250.72000122070312,0.09018871940953099,0.08092696412784806
487,487,487,487,2021-01-11,276.3099975585937,249.8600006103516,252.6199951171875,0.10585926872500884,0.0937772262659442
488,488,488,488,2021-01-12,268.239990234375,249.6699981689453,251.8000030517578,0.07437814796179021,0.0652898609347432
