,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,EL,EL_6m,EL_12m,EL_6m_ret,EL_12m_ret
118,118,118,118,2019-07-25,181.4154510498047,181.5973052978516,176.0172119140625,-0.0010014149039746512,0.030668814015630375
119,119,119,119,2019-07-26,182.6884765625,182.08547973632807,176.39047241210938,0.003311614012523778,0.035704899841054294
120,120,120,120,2019-07-29,183.82745361328125,182.65017700195312,178.1038055419922,0.006445526802394186,0.03213658491951521
121,121,121,121,2019-07-30,180.8794860839844,180.5540466308593,178.802490234375,0.001802448957516134,0.011616146100017266
122,122,122,122,2019-07-31,176.29481506347656,181.3580474853516,179.26193237304688,-0.027918432581735764,-0.016551853872665445
123,123,123,123,2019-08-01,174.9260711669922,181.329330444336,181.00392150878903,-0.035312871125995016,-0.033578556150241856
124,124,124,124,2019-08-02,174.39010620117188,181.4154510498047,181.5973052978516,-0.03872517367169637,-0.0396878086095972
125,125,125,125,2019-08-05,167.07760620117188,182.6884765625,182.08547973632807,-0.08545076654568007,-0.08242213248902985
126,126,126,126,2019-08-06,171.86326599121094,183.82745361328125,182.65017700195312,-0.06508379127765884,-0.05905776379634631
127,127,127,127,2019-08-07,174.76336669921875,180.8794860839844,180.5540466308593,-0.033813228449387944,-0.03207172611024067
128,128,128,128,2019-08-08,178.4387664794922,176.29481506347656,181.3580474853516,0.012161171133953541,-0.016096782284200528
129,129,129,129,2019-08-09,175.7396697998047,174.9260711669922,181.329330444336,0.004651099904003475,-0.03082601491349579
130,130,130,130,2019-08-12,170.1021270751953,174.39010620117188,181.4154510498047,-0.024588431186744364,-0.06236141359041947
131,131,131,131,2019-08-13,173.04051208496094,167.07760620117188,182.6884765625,0.035689438096266235,-0.052811018292324374
132,132,132,132,2019-08-14,167.61355590820312,171.86326599121094,183.82745361328125,-0.024727274083253703,-0.0882017206156126
133,133,133,133,2019-08-15,167.9102783203125,174.76336669921875,180.8794860839844,-0.03921352917571652,-0.0717008216047792
134,134,134,134,2019-08-16,171.53785705566406,178.4387664794922,176.29481506347656,-0.0386738238555423,-0.02698297171190045
135,135,135,135,2019-08-19,193.0063934326172,175.7396697998047,174.9260711669922,0.09825171318736414,0.10335979162514164
136,136,136,136,2019-08-20,193.5328063964844,170.1021270751953,174.39010620117188,0.13774477558961573,0.10976941646695271
137,137,137,137,2019-08-21,194.9876403808593,173.04051208496094,167.07760620117188,0.12683231245364412,0.167048324513831
138,138,138,138,2019-08-22,193.8773803710937,167.61355590820312,171.86326599121094,0.15669272285634506,0.12809086486817112
139,139,139,139,2019-08-23,188.6992950439453,167.9102783203125,174.76336669921875,0.12381026898171665,0.0797417022110325
140,140,140,140,2019-08-26,191.58026123046875,171.53785705566406,178.4387664794922,0.11683953920621115,0.07364708359204508
141,141,141,141,2019-08-27,191.9535217285156,193.0063934326172,175.7396697998047,-0.0054551130943192305,0.09226062588589734
142,142,142,142,2019-08-28,193.8677978515625,193.5328063964844,170.1021270751953,0.001730928524809494,0.13971413047563686
143,143,143,143,2019-08-29,195.2969970703125,194.9876403808593,173.04051208496094,0.0015865451207519587,0.12862008276087322
144,144,144,144,2019-08-30,189.90643310546875,193.8773803710937,167.61355590820312,-0.02048174602949704,0.13300163627263384
145,145,145,145,2019-09-03,191.3451995849609,188.6992950439453,167.9102783203125,0.01402180405814124,0.13956811637190536
146,146,146,146,2019-09-04,194.4433135986328,191.58026123046875,171.53785705566406,0.0149444016297684,0.13353003783611417
147,147,147,147,2019-09-05,196.61102294921875,191.9535217285156,193.0063934326172,0.024263692474943754,0.018676218194088046
148,148,148,148,2019-09-06,198.57736206054688,193.8677978515625,193.5328063964844,0.024292658508404452,0.026065635888769423
149,149,149,149,2019-09-09,197.013900756836,195.2969970703125,194.9876403808593,0.008791244680046661,0.010391737507151388
150,150,150,150,2019-09-10,191.31642150878903,189.90643310546875,193.8773803710937,0.007424647918784277,-0.01320916786374371
151,151,151,151,2019-09-11,189.2158050537109,191.3451995849609,188.6992950439453,-0.011128549531782217,0.002737212185373039
152,152,152,152,2019-09-12,189.16786193847656,194.4433135986328,191.58026123046875,-0.02713105204042021,-0.012592107748982007
153,153,153,153,2019-09-13,186.86587524414065,196.61102294921875,191.9535217285156,-0.04956562230793693,-0.026504574850002127
154,154,154,154,2019-09-16,184.6885528564453,198.57736206054688,193.8677978515625,-0.06994155355869225,-0.04734796132643648
155,155,155,155,2019-09-17,183.5279235839844,197.013900756836,195.2969970703125,-0.06845190679969648,-0.060262439581141636
156,156,156,156,2019-09-18,184.1801605224609,191.31642150878903,189.90643310546875,-0.03730082828253345,-0.03015312588082586
157,157,157,157,2019-09-19,185.04342651367188,189.2158050537109,191.3451995849609,-0.022050898649056627,-0.032934053663002505
158,158,158,158,2019-09-20,184.07467651367188,189.16786193847656,194.4433135986328,-0.026924158113396435,-0.05332472941889754
159,159,159,159,2019-09-23,185.1201629638672,186.86587524414065,196.61102294921875,-0.00934206033066598,-0.05844463760467522
160,160,160,160,2019-09-24,187.0384979248047,184.6885528564453,198.57736206054688,0.012723826311996422,-0.058107651426167806
161,161,161,161,2019-09-25,185.48468017578125,183.5279235839844,197.013900756836,0.010661901216908909,-0.058519833051195014
162,162,162,162,2019-09-26,187.36460876464844,184.1801605224609,191.31642150878903,0.01728985485273915,-0.020655899336686323
163,163,163,163,2019-09-27,188.314193725586,185.04342651367188,189.2158050537109,0.01767567361639011,-0.0047649895201353765
164,164,164,164,2019-09-30,190.82725524902344,184.07467651367188,189.16786193847656,0.03668390928748977,0.00877206780021944
165,165,165,165,2019-10-01,189.19667053222656,185.1201629638672,186.86587524414065,0.022020872837903882,0.012473092184652312
166,166,166,166,2019-10-02,184.1897430419922,187.0384979248047,184.6885528564453,-0.015230847736800057,-0.0027008160859911534
167,167,167,167,2019-10-03,185.7915802001953,185.48468017578125,183.5279235839844,0.0016545842175386127,0.012334126447929972
168,168,168,168,2019-10-04,190.05032348632807,187.36460876464844,184.1801605224609,0.014334162355352786,0.031871852794651545
169,169,169,169,2019-10-07,187.24952697753903,188.314193725586,185.04342651367188,-0.005653672338678861,0.011922068810718667
170,170,170,170,2019-10-08,181.36981201171875,190.82725524902344,184.07467651367188,-0.04956023302312362,-0.014694386828120964
171,171,171,171,2019-10-09,183.29774475097656,189.19667053222656,185.1201629638672,-0.031178803330184524,-0.009844514955652528
172,172,172,172,2019-10-10,181.94534301757807,184.1897430419922,187.0384979248047,-0.012185260630405592,-0.027230516517910752
173,173,173,173,2019-10-11,185.9354705810547,185.7915802001953,185.48468017578125,0.0007744720223830104,0.00243033766910683
174,174,174,174,2019-10-14,184.9571075439453,190.05032348632807,187.36460876464844,-0.026799301621547422,-0.012849284806647931
175,175,175,175,2019-10-15,183.28811645507807,187.24952697753903,188.314193725586,-0.021155783869809985,-0.02668984833842103
176,176,176,176,2019-10-16,184.87078857421875,181.36981201171875,190.82725524902344,0.01930297287992877,-0.03121391997716305
177,177,177,177,2019-10-17,180.0365447998047,183.29774475097656,189.19667053222656,-0.017791817109383712,-0.048415892873028055
178,178,178,178,2019-10-18,177.95516967773438,181.94534301757807,184.1897430419922,-0.021930615390679087,-0.03384864575676416
179,179,179,179,2019-10-21,178.1278076171875,185.9354705810547,185.7915802001953,-0.041991250725146645,-0.04124929975163516
180,180,180,180,2019-10-22,177.54270935058594,184.9571075439453,190.05032348632807,-0.040087122316171286,-0.06581211705562773
181,181,181,181,2019-10-23,178.31004333496094,183.28811645507807,187.24952697753903,-0.027159824741486704,-0.04774102122912394
182,182,182,182,2019-10-24,179.91183471679688,184.87078857421875,181.36981201171875,-0.0268238908681403,-0.008038698826173252
183,183,183,183,2019-10-25,180.9285888671875,180.0365447998047,183.29774475097656,0.004954794418959407,-0.012925177486540984
184,184,184,184,2019-10-28,178.1278076171875,177.95516967773438,181.94534301757807,0.000970120394736318,-0.020981770333202476
185,185,185,185,2019-10-29,182.68386840820312,178.1278076171875,185.9354705810547,0.025577481988702244,-0.01748779919554988
186,186,186,186,2019-10-30,185.379150390625,177.54270935058594,184.9571075439453,0.04413834321163135,0.002281841732302281
187,187,187,187,2019-10-31,178.6649627685547,178.31004333496094,183.28811645507807,0.001990462382015279,-0.02522342296892155
188,188,188,188,2019-11-01,178.96231079101562,179.91183471679688,184.87078857421875,-0.0052777179849002875,-0.03196003992178076
189,189,189,189,2019-11-04,174.32949829101562,180.9285888671875,180.0365447998047,-0.03647345407096503,-0.03169937811867651
190,190,190,190,2019-11-05,176.4876251220703,178.1278076171875,177.95516967773438,-0.009207896942413862,-0.00824670931629401
191,191,191,191,2019-11-06,179.4226531982422,182.68386840820312,178.1278076171875,-0.017851686842287662,0.00726919394773784
192,192,192,192,2019-11-07,179.49942016601562,185.379150390625,177.54270935058594,-0.03171732210564027,0.011021071057138565
193,193,193,193,2019-11-08,179.62411499023438,178.6649627685547,178.31004333496094,0.005368440497884208,0.007369588558760576
194,194,194,194,2019-11-11,179.61453247070312,178.96231079101562,179.91183471679688,0.0036444638918924355,-0.0016524885456353777
195,195,195,195,2019-11-12,180.27633666992188,174.32949829101562,180.9285888671875,0.034112634047617885,-0.0036050256145224724
196,196,196,196,2019-11-13,180.40103149414065,176.4876251220703,178.1278076171875,0.02217382872801177,0.012761757455851619
197,197,197,197,2019-11-14,183.6814422607422,179.4226531982422,182.68386840820312,0.023736072266161923,0.005460656494912897
198,198,198,198,2019-11-15,183.1922149658203,179.49942016601562,185.379150390625,0.02057273943497595,-0.01179709487391889
199,199,199,199,2019-11-18,185.0146331787109,179.62411499023438,178.6649627685547,0.030009991635975952,0.03553953898829998
200,200,200,200,2019-11-19,188.0936279296875,179.61453247070312,178.96231079101562,0.04720717940998109,0.051023688162671554
201,201,201,201,2019-11-20,187.2974853515625,180.27633666992188,174.32949829101562,0.038946590613808896,0.07438779545443808
202,202,202,202,2019-11-21,184.87078857421875,180.40103149414065,176.4876251220703,0.024776782278117304,0.04750000713279534
203,203,203,203,2019-11-22,185.2927703857422,183.6814422607422,179.4226531982422,0.00877240566694093,0.03271670038796137
204,204,204,204,2019-11-25,186.7507476806641,183.1922149658203,179.49942016601562,0.01942513067767493,0.04039749826457295
205,205,205,205,2019-11-26,187.44137573242188,185.0146331787109,179.62411499023438,0.013116489825790723,0.04352010721173216
206,206,206,206,2019-11-27,188.42214965820312,188.0936279296875,179.61453247070312,0.001746586166323727,0.049036216982813574
207,207,207,207,2019-11-29,187.95095825195312,187.2974853515625,180.27633666992188,0.003488957148378269,0.04257143074791414
208,208,208,208,2019-12-02,188.0663604736328,184.87078857421875,180.40103149414065,0.017285434459707316,0.042490494184015404
209,209,209,209,2019-12-03,186.37405395507807,185.2927703857422,183.6814422607422,0.005835541057996219,0.014659138458384069
210,210,210,210,2019-12-04,190.2586669921875,186.7507476806641,183.1922149658203,0.01878396394707771,0.0385739755790695
211,211,211,211,2019-12-05,188.74905395507807,187.44137573242188,185.0146331787109,0.006976465135013488,0.020184461694767508
212,212,212,212,2019-12-06,190.3067321777344,188.42214965820312,188.0936279296875,0.010001916032429836,0.011765971406932474
213,213,213,213,2019-12-09,191.05670166015625,187.95095825195312,187.2974853515625,0.01652422226036121,0.0200708317121161
214,214,214,214,2019-12-10,190.3067321777344,188.0663604736328,184.87078857421875,0.011912665818912815,0.029404015882873447
215,215,215,215,2019-12-11,190.92208862304688,186.37405395507807,185.2927703857422,0.02440272436776536,0.030380668525736843
216,216,216,216,2019-12-12,192.90286254882807,190.2586669921875,186.7507476806641,0.013897898048182755,0.03294291961113771
217,217,217,217,2019-12-13,195.39324951171875,188.74905395507807,187.44137573242188,0.03520121249572994,0.042423257662429936
218,218,218,218,2019-12-16,196.18170166015625,190.3067321777344,188.42214965820312,0.030871054403556197,0.04118174012996301
219,219,219,219,2019-12-17,194.6432342529297,191.05670166015625,187.95095825195312,0.01877208473510139,0.03560650109591568
220,220,220,220,2019-12-18,196.0951538085937,190.3067321777344,188.0663604736328,0.03041627358433785,0.04269127830591768
221,221,221,221,2019-12-19,196.4316864013672,190.92208862304688,186.37405395507807,0.028857833150979006,0.05396476726697874
222,222,222,222,2019-12-20,198.90283203125,192.90286254882807,190.2586669921875,0.031103579299675888,0.04543375172189901
223,223,223,223,2019-12-23,198.04708862304688,195.39324951171875,188.74905395507807,0.013582040924955185,0.049261357729410093
224,224,224,224,2019-12-24,197.54705810546875,196.18170166015625,190.3067321777344,0.006959652372052982,0.03804555858261671
225,225,225,225,2019-12-26,199.26821899414065,194.6432342529297,191.05670166015625,0.023761343459804074,0.042979478147752825
226,226,226,226,2019-12-27,199.95089721679688,196.0951538085937,190.3067321777344,0.01966261446709039,0.05067695151244278
227,227,227,227,2019-12-30,198.46055603027344,196.4316864013672,190.92208862304688,0.010328627046253036,0.0394845219932114
228,228,228,228,2019-12-31,198.5951538085937,198.90283203125,192.90286254882807,-0.0015468770329422066,0.029508588854272544
229,229,229,229,2020-01-02,198.32589721679688,198.04708862304688,195.39324951171875,0.001407789408511162,0.015008950986826308
230,230,230,230,2020-01-03,196.82595825195312,197.54705810546875,196.18170166015625,-0.003650268753334851,0.0032839790171304006
231,231,231,231,2020-01-06,199.3836212158203,199.26821899414065,194.6432342529297,0.0005791300903987828,0.024354234459188717
232,232,232,232,2020-01-07,198.1240081787109,199.95089721679688,196.0951538085937,-0.009136688374572044,0.010346274911503306
233,233,233,233,2020-01-08,199.72976684570312,198.46055603027344,196.4316864013672,0.00639527995293987,0.01678996146068301
234,234,234,234,2020-01-09,203.80667114257807,198.5951538085937,198.90283203125,0.026241915948297834,0.0246544458982747
235,235,235,235,2020-01-10,203.479736328125,198.32589721679688,198.04708862304688,0.025986717739107323,0.027431090973613736
236,236,236,236,2020-01-13,205.25860595703125,196.82595825195312,197.54705810546875,0.042843168553426514,0.03903651072062719
237,237,237,237,2020-01-14,207.4027709960937,199.3836212158203,199.26821899414065,0.040219701755708215,0.040822124285620376
238,238,238,238,2020-01-15,210.08547973632807,198.1240081787109,199.95089721679688,0.06037366025235946,0.05068535655802919
239,239,239,239,2020-01-16,209.556640625,199.72976684570312,198.46055603027344,0.0492008473974157,0.05591078054338383
240,240,240,240,2020-01-17,211.4219970703125,203.80667114257807,198.5951538085937,0.03736543992913233,0.0645878966114215
241,241,241,241,2020-01-21,209.3546905517578,203.479736328125,198.32589721679688,0.02887242891920727,0.05560944631908038
242,242,242,242,2020-01-22,204.4605407714844,205.25860595703125,196.82595825195312,-0.003888096101139382,0.0387884940956742
243,243,243,243,2020-01-23,200.8355712890625,207.4027709960937,199.3836212158203,-0.03166399212262638,0.007282193313514762
244,244,244,244,2020-01-24,197.4412841796875,210.08547973632807,198.1240081787109,-0.06018595655687353,-0.0034459427976420987
245,245,245,245,2020-01-27,189.4125061035156,209.556640625,199.72976684570312,-0.09612739764010714,-0.05165609966469298
