,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,EL,EL_6m,EL_12m,EL_6m_ret,EL_12m_ret
0,0,0,0,2019-02-05,144.7234649658203,,,,
1,1,1,1,2019-02-06,143.03839111328125,,,,
2,2,2,2,2019-02-07,144.99954223632812,,,,
3,3,3,3,2019-02-08,147.28436279296875,,,,
4,4,4,4,2019-02-11,146.3133087158203,,,,
5,5,5,5,2019-02-12,145.5802459716797,,,,
6,6,6,6,2019-02-13,147.7412872314453,144.7234649658203,,0.020852335634292007,
7,7,7,7,2019-02-14,146.0182342529297,143.03839111328125,,0.020832471034216926,
8,8,8,8,2019-02-15,147.5699920654297,144.99954223632812,,0.017727296165612083,
9,9,9,9,2019-02-19,147.9412384033203,147.28436279296875,,0.00445991412730562,
10,10,10,10,2019-02-20,149.1502685546875,146.3133087158203,,0.019389622610321178,
11,11,11,11,2019-02-21,149.01699829101562,145.5802459716797,,0.023607271002993757,
12,12,12,12,2019-02-22,151.34939575195312,147.7412872314453,144.7234649658203,0.024421802382535773,0.04578338963690287
13,13,13,13,2019-02-25,149.71197509765625,146.0182342529297,143.03839111328125,0.02529643550084537,0.04665589379490265
14,14,14,14,2019-02-26,148.93130493164062,147.5699920654297,144.99954223632812,0.009224862366377096,0.027115690399244885
15,15,15,15,2019-02-27,149.9241485595703,147.9412384033203,147.28436279296875,0.013403363238343013,0.017923055214708716
16,16,16,16,2019-02-28,149.81910705566406,149.1502685546875,146.3133087158203,0.004484326494734514,0.02396089850345029
17,17,17,17,2019-03-01,149.800048828125,149.01699829101562,145.5802459716797,0.005254773254660172,0.028986095113936017
18,18,18,18,2019-03-04,149.1986083984375,151.34939575195312,147.7412872314453,-0.01421074291595159,0.009864007511381834
19,19,19,19,2019-03-05,148.90267944335938,149.71197509765625,146.0182342529297,-0.005405684173019454,0.019754006786805167
20,20,20,20,2019-03-06,146.89796447753906,148.93130493164062,147.5699920654297,-0.013652874760177958,-0.004553958284368997
21,21,21,21,2019-03-07,148.34902954101562,149.9241485595703,147.9412384033203,-0.010506106145594218,0.0027564399358588343
22,22,22,22,2019-03-08,148.95993041992188,149.81910705566406,149.1502685546875,-0.005734760089198598,-0.0012761501310729617
23,23,23,23,2019-03-11,150.36325073242188,149.800048828125,149.01699829101562,0.0037596910595341093,0.009034220638219681
24,24,24,24,2019-03-12,151.9956817626953,149.1986083984375,151.34939575195312,0.01874731536897567,0.004270159173951349
25,25,25,25,2019-03-13,152.2056884765625,148.90267944335938,149.71197509765625,0.02218233443179618,0.016656739564617995
26,26,26,26,2019-03-14,152.73074340820312,146.89796447753906,148.93130493164062,0.03970632916125871,0.025511348861855687
27,27,27,27,2019-03-15,155.35594177246094,148.34902954101562,149.9241485595703,0.04723261252954836,0.03623027554318492
28,28,28,28,2019-03-18,155.6996612548828,148.95993041992188,149.81910705566406,0.045245260359356054,0.03925102955682336
29,29,29,29,2019-03-19,153.40850830078125,150.36325073242188,149.800048828125,0.020252671803288935,0.024088506651933406
30,30,30,30,2019-03-20,152.4443359375,151.9956817626953,149.1986083984375,0.0029517560604461757,0.021754408931179414
31,31,31,31,2019-03-21,154.44908142089844,152.2056884765625,148.90267944335938,0.014739218795238207,0.03724850350761377
32,32,32,32,2019-03-22,152.2629852294922,152.73074340820312,146.89796447753906,-0.0030626327632070627,0.03652209049345578
33,33,33,33,2019-03-25,152.72119140625,155.35594177246094,148.34902954101562,-0.01695944381753922,0.02947212987345882
34,34,34,34,2019-03-26,154.46817016601562,155.6996612548828,148.95993041992188,-0.007909401208338052,0.03697799623406017
35,35,35,35,2019-03-27,155.50869750976562,153.40850830078125,150.36325073242188,0.013690174242921627,0.03422010865208214
36,36,36,36,2019-03-28,156.95973205566406,152.4443359375,151.9956817626953,0.029619966464449865,0.0326591534404177
37,37,37,37,2019-03-29,158.03848266601562,154.44908142089844,152.2056884765625,0.023240029737279455,0.0383217884156235
38,38,38,38,2019-04-01,157.29383850097656,152.2629852294922,152.73074340820312,0.0330405532500353,0.029876729405930114
39,39,39,39,2019-04-02,155.81419372558594,152.72119140625,155.35594177246094,0.02025260732224332,0.002949690548663897
40,40,40,40,2019-04-03,156.8260955810547,154.46817016601562,155.6996612548828,0.015264798000163227,0.007234661380077556
41,41,41,41,2019-04-04,155.67098999023438,155.50869750976562,153.40850830078125,0.0010436231739292534,0.014748084799945937
42,42,42,42,2019-04-05,156.08148193359375,156.95973205566406,152.4443359375,-0.005595384947260529,0.023858846402695644
43,43,43,43,2019-04-08,157.34158325195312,158.03848266601562,154.44908142089844,-0.00440968175792511,0.01872786684416816
44,44,44,44,2019-04-09,156.41558837890625,157.29383850097656,152.2629852294922,-0.005583499839791006,0.027272571486466113
45,45,45,45,2019-04-10,158.96444702148438,155.81419372558594,152.72119140625,0.020218012368286242,0.040880087155860556
46,46,46,46,2019-04-11,160.41546630859375,156.8260955810547,154.46817016601562,0.022887585858974102,0.03850175823398594
47,47,47,47,2019-04-12,159.91908264160156,155.67098999023438,155.50869750976562,0.027288916526025053,0.028361019045632263
48,48,48,48,2019-04-15,159.51812744140625,156.08148193359375,156.95973205566406,0.02201827830718983,0.016299692616924766
49,49,49,49,2019-04-16,162.13381958007812,157.34158325195312,158.03848266601562,0.030457532135361287,0.02591354235358745
50,50,50,50,2019-04-17,161.83786010742188,156.41558837890625,157.29383850097656,0.0346658014377732,0.02888874510120809
51,51,51,51,2019-04-18,162.6015625,158.96444702148438,155.81419372558594,0.022880056180260677,0.04356065780738638
52,52,52,52,2019-04-22,162.21017456054688,160.41546630859375,156.8260955810547,0.011187875416579951,0.034331524734730445
53,53,53,53,2019-04-23,163.34620666503906,159.91908264160156,155.67098999023438,0.021430363198856606,0.04930409111733769
54,54,54,54,2019-04-24,162.6875,159.51812744140625,156.08148193359375,0.019868416269855693,0.042324162895998274
55,55,55,55,2019-04-25,162.6588592529297,162.13381958007812,157.34158325195312,0.0032383106387761096,0.03379447372448219
56,56,56,56,2019-04-26,164.673095703125,161.83786010742188,156.41558837890625,0.017518988411124647,0.05279209962254838
57,57,57,57,2019-04-29,164.6349639892578,162.6015625,158.96444702148438,0.012505424043866897,0.03567160502880906
58,58,58,58,2019-04-30,164.01441955566406,162.21017456054688,160.41546630859375,0.0111228842457336,0.02243520110552777
59,59,59,59,2019-05-01,162.57293701171875,163.34620666503906,159.91908264160156,-0.004733930888924709,0.016594982451624052
60,60,60,60,2019-05-02,162.52517700195312,162.6875,159.51812744140625,-0.000997759496254358,0.018850832872592482
61,61,61,61,2019-05-03,166.5155487060547,162.6588592529297,162.13381958007812,0.02371029448281048,0.02702538642045882
62,62,62,62,2019-05-06,162.33428955078125,164.673095703125,161.83786010742188,-0.014202721715757316,0.0030674493782225642
63,63,63,63,2019-05-07,159.69947814941406,164.6349639892578,162.6015625,-0.029978357696642033,-0.017847825727910438
64,64,64,64,2019-05-08,159.18405151367188,164.01441955566406,162.21017456054688,-0.029450874228487134,-0.018655568647732768
65,65,65,65,2019-05-09,157.8284454345703,162.57293701171875,163.34620666503906,-0.029183772307726952,-0.033779549235468775
66,66,66,66,2019-05-10,156.89291381835938,162.52517700195312,162.6875,-0.03465471188827607,-0.03561789431665385
67,67,67,67,2019-05-13,157.60887145996094,166.5155487060547,162.6588592529297,-0.053488561970969184,-0.031046497043952348
68,68,68,68,2019-05-14,159.4226837158203,162.33428955078125,164.673095703125,-0.01793586458546781,-0.031883848207786225
69,69,69,69,2019-05-15,162.25794982910156,159.69947814941406,164.6349639892578,0.01602053876026943,-0.01443808837782079
70,70,70,70,2019-05-16,162.9547882080078,159.18405151367188,164.01441955566406,0.023687905028677347,-0.006460598711545806
71,71,71,71,2019-05-17,160.0145263671875,157.8284454345703,162.57293701171875,0.013850994518750825,-0.015737002059246996
72,72,72,72,2019-05-20,159.78546142578125,156.89291381835938,162.52517700195312,0.01843644519707688,-0.016857176387747863
73,73,73,73,2019-05-21,160.51095581054688,157.60887145996094,166.5155487060547,0.018413204305718134,-0.03606025348484154
74,74,74,74,2019-05-22,159.96681213378906,159.4226837158203,162.33428955078125,0.003413117915758379,-0.014583963890460683
75,75,75,75,2019-05-23,158.01939392089844,162.25794982910156,159.69947814941406,-0.026122331218084494,-0.01052028627760293
76,76,76,76,2019-05-24,157.66616821289062,162.9547882080078,159.18405151367188,-0.032454523449574224,-0.009535398090121383
77,77,77,77,2019-05-28,159.05990600585938,160.0145263671875,157.8284454345703,-0.0059658356213081465,0.007802526140952004
78,78,78,78,2019-05-29,156.6065216064453,159.78546142578125,156.89291381835938,-0.019895050469360243,-0.0018253992799549534
79,79,79,79,2019-05-30,158.51123046875,160.51095581054688,157.60887145996094,-0.012458497500676402,0.005725305945219583
80,80,80,80,2019-05-31,154.12754821777344,159.96681213378906,159.4226837158203,-0.03650297107334943,-0.03321444210213986
81,81,81,81,2019-06-03,157.11380004882812,158.01939392089844,162.25794982910156,-0.005730903337875293,-0.03170353000078896
82,82,82,82,2019-06-04,161.98562622070312,157.66616821289062,162.9547882080078,0.02739622619597193,-0.00594742871910936
83,83,83,83,2019-06-05,162.7034912109375,159.05990600585938,160.0145263671875,0.022906999611479018,0.01680450459591154
84,84,84,84,2019-06-06,166.4745635986328,156.6065216064453,159.78546142578125,0.06301169255892192,0.041863021285942104
85,85,85,85,2019-06-07,169.27902221679688,158.51123046875,160.51095581054688,0.06793078141027808,0.05462596843918277
86,86,86,86,2019-06-10,170.38925170898438,154.12754821777344,159.96681213378906,0.10550809170229636,0.0651537618095337
87,87,87,87,2019-06-11,169.88201904296875,157.11380004882812,158.01939392089844,0.08126732973279549,0.07507069118369425
88,88,88,88,2019-06-12,169.57569885253906,161.98562622070312,157.66616821289062,0.046856457630966464,0.0755363739389383
89,89,89,89,2019-06-13,170.322265625,162.7034912109375,159.05990600585938,0.04682612743807146,0.07080577313258152
90,90,90,90,2019-06-14,169.2981414794922,166.4745635986328,156.6065216064453,0.016961016865417067,0.08104145180454947
91,91,91,91,2019-06-17,170.0064239501953,169.27902221679688,158.51123046875,0.004297057744502064,0.07251974164512931
92,92,92,92,2019-06-18,171.4612579345703,170.38925170898438,154.12754821777344,0.0062915131960135096,0.112463410449541
93,93,93,93,2019-06-19,172.1121063232422,169.88201904296875,157.11380004882812,0.013127270872083097,0.09546141885533199
94,94,94,94,2019-06-20,175.11752319335938,169.57569885253906,161.98562622070312,0.03268053369863688,0.08106828537221089
95,95,95,95,2019-06-21,173.53823852539062,170.322265625,162.7034912109375,0.01888169399690387,0.06659197804432093
96,96,96,96,2019-06-24,176.0268096923828,169.2981414794922,166.4745635986328,0.03974448953833143,0.05737961336111552
97,97,97,97,2019-06-25,176.06507873535156,170.0064239501953,169.27902221679688,0.03563779911593912,0.040087994541129435
98,98,98,98,2019-06-26,174.67724609375,171.4612579345703,170.38925170898438,0.018756354630309113,0.02516587367898815
99,99,99,99,2019-06-27,174.24652099609375,172.1121063232422,169.88201904296875,0.01240130469871148,0.02569137085674189
100,100,100,100,2019-06-28,175.2611083984375,175.11752319335938,169.57569885253906,0.0008199362488674478,0.033527265901716286
101,101,101,101,2019-07-01,174.41880798339844,173.53823852539062,170.322265625,0.0050742099579337285,0.024051713634539285
102,102,102,102,2019-07-02,176.1129608154297,176.0268096923828,169.2981414794922,0.0004894204649701361,0.0402533617698515
103,103,103,103,2019-07-03,178.05592346191406,176.06507873535156,170.0064239501953,0.011307436664115489,0.047348207936406705
104,104,104,104,2019-07-05,177.4050750732422,174.67724609375,171.4612579345703,0.015616395612443768,0.03466565689690704
105,105,105,105,2019-07-08,177.30934143066406,174.24652099609375,172.1121063232422,0.01757751269328911,0.03019680148275561
106,106,106,106,2019-07-09,176.0172119140625,175.2611083984375,175.11752319335938,0.004314154592164776,0.005137628172765529
107,107,107,107,2019-07-10,176.39047241210938,174.41880798339844,173.53823852539062,0.011304196213166362,0.016435766036091426
108,108,108,108,2019-07-11,178.1038055419922,176.1129608154297,176.0268096923828,0.011304362366884257,0.011799315418140166
109,109,109,109,2019-07-12,178.802490234375,178.05592346191406,176.06507873535156,0.004192878046096693,0.015547725413158853
110,110,110,110,2019-07-15,179.26193237304688,177.4050750732422,174.67724609375,0.01046676539009983,0.026246614151657965
111,111,111,111,2019-07-16,181.00392150878903,177.30934143066406,174.24652099609375,0.020836917267383237,0.03878069113842897
112,112,112,112,2019-07-17,181.5973052978516,176.0172119140625,175.2611083984375,0.03170197575060718,0.0361528975670371
113,113,113,113,2019-07-18,182.08547973632807,176.39047241210938,174.41880798339844,0.032286365846978304,0.04395553347468906
114,114,114,114,2019-07-19,182.65017700195312,178.1038055419922,176.1129608154297,0.02552652620827356,0.0371194496773839
115,115,115,115,2019-07-22,180.5540466308593,178.802490234375,178.05592346191406,0.009796040279910878,0.014029991928235841
116,116,116,116,2019-07-23,181.3580474853516,179.26193237304688,177.4050750732422,0.011693029772448682,0.022282183361876262
117,117,117,117,2019-07-24,181.329330444336,181.00392150878903,177.30934143066406,0.0017978004721359575,0.02267217835922053
