Stock Code,Price_t_1,Price_t_7,Price_t_13
CHRW,82.05000305175781,92.62660217285156,103.98455047607422
CRL,197.0800018310547,193.3800048828125,234.0800018310547
SCHW,61.31999969482422,52.24922943115234,68.52696990966797
CHTR,400.1300048828125,326.1499938964844,506.9299926757813
CVX,143.60000610351562,147.63864135742188,165.26524353027344
CMG,2202.25,2076.489990234375,1402.550048828125
CB,228.557373046875,183.4953765869141,205.2026824951172
CHD,96.62999725341795,91.91029357910156,88.40782165527344
CI,261.650146484375,244.0100555419922,260.4168395996094
CINF,102.03773498535156,94.4175262451172,121.85294342041016
CTAS,553.25,469.6539611816406,392.1830749511719
CSCO,48.006446838378906,48.5648078918457,42.59016036987305
C,45.664161682128906,42.84123611450195,49.5026741027832
CFG,26.935691833496094,24.681150436401367,37.839881896972656
CLX,142.14488220214844,154.16908264160156,137.20790100097656
CME,211.9292907714844,171.50904846191406,181.8173675537109
CMS,56.7599983215332,56.997825622558594,67.71439361572266
KO,58.43999862670898,58.27896118164063,60.13283920288086
CTSH,70.37999725341797,61.9681282043457,72.7953109741211
CL,78.30223083496094,72.99201965332031,75.40776824951172
CMCSA,41.61296081542969,38.56391143798828,42.071327209472656
CMA,44.61479187011719,34.474693298339844,75.99803924560547
CAG,27.955717086791992,33.65757369995117,30.61150550842285
COP,115.56999969482422,97.29777526855467,104.48587036132812
ED,90.11000061035156,91.60872650146484,94.21995544433594
STZ,240.4900054931641,241.2517547607422,240.3174591064453
CEG,121.04000091552734,83.60218048095703,61.12972259521485
COO,336.9200134277344,371.5011291503906,350.6484680175781
CPRT,50.220001220703125,43.79499816894531,28.63249969482422
GLW,28.489999771118164,30.25233268737793,34.0265007019043
CTVA,45.20000076293945,53.13553237915039,61.5928840637207
CSGP,83.04000091552734,79.4000015258789,60.93999862670898
COST,578.7098388671875,497.5962829589844,450.1724243164063
CTRA,26.25,22.91217041015625,31.29515647888184
CCI,115.7080307006836,108.41085052490234,174.3962860107422
CSX,32.29999923706055,30.455398559570312,31.14797782897949
CMI,224.1600036621093,201.4207458496093,200.62364196777344
CVS,67.33837127685547,66.30020904541016,91.78876495361328
DHR,223.079833984375,202.8394927978516,231.99822998046875
DRI,155.2197723388672,154.54991149902344,117.58866119384766
DVA,101.45999908447266,93.66999816894533,97.48999786376952
DAY,68.9000015258789,61.84999847412109,56.29999923706055
DE,363.0762634277344,342.4433288574219,349.6009216308594
DAL,36.93000030517578,36.15267181396485,41.48650360107422
XRAY,31.62524604797364,35.703670501708984,38.50288391113281
DVN,44.18693923950195,44.21807098388672,66.40816497802734
DXCM,115.5199966430664,117.26000213623048,74.48500061035156
FANG,154.41000366210938,123.75707244873048,138.8358612060547
DLR,137.54116821289062,99.41024780273438,129.80357360839844
DFS,93.0,101.11140441894533,109.0728530883789
DG,130.55015563964844,198.4119110107422,215.34127807617188
DLTR,123.58999633789062,134.8800048828125,160.3300018310547
D,45.34000015258789,48.24285888671875,77.67951965332031
DPZ,391.7097778320313,286.9426574707031,354.8517150878906
DOV,141.16000366210938,132.38243103027344,131.0177459716797
DOW,51.75,47.50963592529297,62.7677001953125
DHI,127.66999816894533,106.37332916259766,74.0198974609375
DTE,103.1654815673828,104.78026580810548,125.28147888183594
DUK,92.27999877929688,87.28202056884766,105.69237518310548
DD,71.54000091552734,66.54141235351562,65.82320404052734
EMN,83.07283782958984,74.8950424194336,103.25477600097656
ETN,227.69000244140625,174.5061492919922,134.6964111328125
EBAY,41.0099983215332,42.04212188720703,47.08135986328125
ECL,191.1746368408203,163.6045379638672,160.23667907714844
EIX,66.26336669921875,65.33110809326172,64.68923950195312
EW,67.70999908447266,84.2300033569336,100.8499984741211
EA,138.00999450683594,127.62113189697266,137.20468139648438
ELV,478.0210571289063,443.5353393554688,499.29693603515625
LLY,591.0399780273438,427.7510070800781,308.5080261230469
EMR,88.9000015258789,76.8004150390625,85.58255767822266
ENPH,101.0199966430664,173.8800048828125,186.19000244140625
ETR,101.41000366210938,95.97972869873048,113.1241455078125
EOG,120.55905151367188,103.7500991821289,123.04783630371094
EPAM,258.19000244140625,256.6199951171875,338.5199890136719
EQT,39.959999084472656,34.51749420166016,46.60589218139648
EFX,217.7100067138672,207.8391571044922,200.2652740478516
EQIX,815.010009765625,737.994873046875,667.4876708984375
EQR,56.23704147338867,58.87718963623047,71.46255493164062
ESS,211.50909423828125,209.6145477294922,264.8252258300781
EL,127.69000244140624,182.30764770507807,249.38807678222656
ETSY,75.80999755859375,81.05000305175781,81.12000274658203
EG,410.5499877929688,337.0222473144531,274.33697509765625
EVRG,51.040000915527344,56.49659729003906,65.67337799072266
ES,58.77877426147461,67.77215576171875,87.45677185058594
EXC,38.5099983215332,38.93302917480469,46.68267822265625
EXPE,136.17999267578125,95.70999908447266,129.3300018310547
EXPD,120.33999633789062,109.67317199707033,106.92832946777344
EXR,128.72564697265625,139.46139526367188,165.99879455566406
XOM,102.73999786376952,100.43082427978516,91.2030792236328
FFIV,171.19000244140625,147.5800018310547,163.0399932861328
FDS,453.4599914550781,383.1901245117188,376.828369140625
FICO,1087.5999755859375,787.6699829101562,409.5499877929688
FAST,59.25992202758789,52.57309722900391,50.92052459716797
FRT,94.60079193115234,85.32319641113281,106.44683837890624
FDX,257.6114196777344,214.6776885986328,216.1952362060547
FIS,58.12282180786133,53.07426834106445,99.11996459960938
FITB,28.66107940673828,23.39259529113769,36.46830749511719
FSLR,157.77999877929688,202.9600067138672,70.61000061035156
FE,36.93999862670898,36.58571243286133,40.37985229492188
FI,130.61000061035156,112.19000244140624,100.18000030517578
FLT,240.5,226.5500030517578,248.8099975585937
FMC,53.170875549316406,101.65469360351562,117.43518829345705
F,10.260000228881836,11.688529014587402,12.131032943725586
FTNT,52.560001373291016,68.33000183105469,58.82799911499024
FTV,68.9800033569336,64.9752426147461,61.37677383422852
FOXA,29.540000915527344,30.95245742797852,34.72660446166992
FOX,27.65999984741211,28.96042251586914,31.930137634277344
BEN,24.54192543029785,23.20258522033692,24.95802879333496
FCX,37.18445587158203,33.95159912109375,37.95351791381836
GRMN,121.5367431640625,101.15302276611328,100.41216278076172
IT,434.8399963378906,342.8599853515625,262.3999938964844
GEHC,68.43305969238281,79.41300964355469,
GEN,22.07999992370605,17.324438095092773,23.34091186523437
GNRC,117.06999969482422,108.91999816894533,247.0800018310547
GD,245.6658477783203,200.64112854003903,216.1071014404297
GE,121.72356414794922,101.31839752197266,60.725685119628906
GIS,63.07894515991211,81.96519470214844,66.24211883544922
GM,31.600000381469727,32.141082763671875,38.097991943359375
GPC,132.77999877929688,146.01014709472656,131.02072143554688
GILD,75.90857696533203,74.78398895263672,60.474552154541016
GPN,116.2147979736328,97.06552124023438,129.0453338623047
GL,122.90231323242188,102.56634521484376,96.22833251953124
GS,341.5400085449219,318.6053161621094,312.38653564453125
HAL,36.86691665649414,28.26330947875977,39.49102020263672
HIG,78.16000366210938,67.70054626464844,69.99540710449219
HAS,45.76897811889648,56.97729110717773,82.49994659423828
HCA,249.90855407714844,262.4295654296875,206.8042907714844
PEAK,17.31999969482422,19.338659286499023,27.38975715637207
HSIC,66.7300033569336,73.9000015258789,85.63999938964844
HSY,187.9199981689453,256.7165832519531,205.6656646728516
HES,140.12977600097656,125.54286193847656,120.50050354003906
HPE,16.77804946899414,14.104503631591797,14.759573936462402
HLT,167.52000427246094,135.8605499267578,139.98121643066406
HOLX,71.30000305175781,78.88999938964844,75.2699966430664
HD,313.489990234375,279.7728271484375,289.0587463378906
HON,195.9199981689453,189.4424285888672,187.5772247314453
HRL,30.3175106048584,37.33018112182617,46.3795280456543
HST,17.080236434936523,15.901898384094238,18.41585159301757
HWM,52.59999847412109,42.67023086547852,35.5769157409668
HPQ,29.073360443115234,28.293121337890625,36.56900787353516
HUBB,300.0,280.3291931152344,185.1098175048828
HUM,483.909423828125,498.99322509765625,448.6296691894531
HBAN,11.12757968902588,9.899592399597168,12.69352912902832
HII,237.0200042724609,199.1581573486328,203.5829162597656
IBM,158.55999755859375,125.70144653320312,129.0858917236328
IEX,201.06423950195312,196.74961853027344,187.5620880126953
IDXX,465.8200073242188,464.7699890136719,391.6199951171875
ITW,240.9239654541016,215.11593627929688,199.55751037597656
ILMN,101.9499969482422,196.6499938964844,239.47999572753903
INCY,54.34000015258789,61.54999923706055,75.88999938964844
IR,71.43000030517578,56.62686920166016,47.05585479736328
PODD,189.08999633789065,274.25,213.47999572753903
INTC,44.70000076293945,31.22462272644043,42.400386810302734
ICE,113.43456268310548,104.78756713867188,99.69517517089844
IFF,74.63611602783203,74.85783386230469,123.89464569091795
IP,36.93999862670898,28.640352249145508,44.83384704589844
IPG,30.739999771118164,36.17472457885742,30.223779678344727
INTU,570.6005249023438,417.0400390625,409.3863220214844
ISRG,310.8399963378906,307.8399963378906,227.63999938964844
IVZ,14.270000457763672,13.993913650512695,18.01380729675293
INVH,33.08711624145508,33.08028030395508,35.79405212402344
IQV,214.1000061035156,196.9100036621093,215.25
IRM,63.53535461425781,51.78790664672852,49.840633392333984
JBHT,185.2700042724609,166.2278289794922,170.24986267089844
JBL,115.31999969482422,89.39710235595703,61.16140365600586
JKHY,158.69000244140625,151.8648681640625,184.6558837890625
J,127.18000030517578,109.16150665283205,138.38133239746094
JNJ,154.66000366210938,152.71929931640625,171.96966552734375
JCI,52.43888854980469,58.5624885559082,52.111629486083984
JPM,155.1234588623047,132.97711181640625,125.37492370605467
JNPR,28.450000762939453,29.899206161499023,29.363405227661133
K,52.540000915527344,61.3730583190918,61.82423400878906
KVUE,20.440000534057617,24.62077713012696,
KDP,31.36172866821289,30.50609016418457,33.312110900878906
KEY,12.390000343322754,9.00798511505127,18.25299072265625
KEYS,135.88999938964844,161.8000030517578,145.60000610351562
KMB,122.53766632080078,130.59481811523438,124.77615356445312
KIM,19.00960159301757,17.643457412719727,21.7872314453125
KMI,17.283740997314453,15.32595920562744,17.595273971557617
KLAC,544.6199951171875,440.5750122070313,357.99078369140625
KHC,35.11000061035156,36.94752502441406,35.44901657104492
KR,44.27000045776367,44.76582717895508,51.16366958618164
LHX,190.8099975585937,172.60499572753906,231.6487731933593
LH,216.9100036621093,181.34982299804688,207.61602783203125
LRCX,713.9734497070312,611.484375,508.1737365722656
LW,99.678466796875,110.16608428955078,66.20751953125
LVS,46.119998931884766,54.7147216796875,35.19289016723633
LDOS,106.94985961914062,77.16291809082031,101.78018951416016
LEN,127.50807189941406,106.099853515625,78.16072845458984
LIN,412.4949951171875,350.1418762207031,316.653076171875
LYV,84.22000122070312,79.94000244140625,95.0500030517578
LKQ,44.52999877929688,52.13654708862305,49.80485916137695
LMT,447.7699890136719,437.9436340332031,423.0317993164063
L,70.29000091552734,55.8917236328125,65.08379364013672
LOW,197.8352203369141,198.0198669433593,188.24429321289065
LULU,446.7999877929688,331.92999267578125,292.69000244140625
LYB,95.0999984741211,83.3293228149414,99.67567443847656
MTB,128.1699981689453,116.73444366455078,170.63536071777344
MRO,25.43000030517578,21.979393005371094,30.73166275024414
MPC,149.19000244140625,103.80875396728516,98.23811340332033
MKTX,240.1199951171875,270.7927551269531,277.2392578125
MAR,202.6999969482422,166.9459228515625,169.06149291992188
MMC,198.7089385986328,171.290283203125,155.94009399414062
MLM,464.5899963378906,396.744140625,335.8356018066406
MAS,60.54999923706055,47.84497833251953,54.88415145874024
MA,413.17877197265625,363.39251708984375,354.0252990722656
MTCH,32.380001068115234,34.5,78.77999877929688
MKC,64.43081665039062,84.30858612060547,89.47686767578125
MCD,281.8399963378906,280.4078063964844,242.5657958984375
MCK,470.55999755859375,389.7354431152344,325.85675048828125
MDT,78.61148071289062,80.74171447753906,94.53485870361328
MRK,101.7432861328125,108.15145874023438,87.50836944580078
META,327.1499938964844,264.7200012207031,193.63999938964844
MET,63.630001068115234,48.718868255615234,64.20825958251953
MTD,1091.9300537109375,1321.8699951171875,1286.1199951171875
MGM,39.43999862670898,39.290000915527344,34.961029052734375
MCHP,83.44000244140625,74.48341369628906,70.63314819335938
MU,76.0182113647461,67.8676528930664,72.86875915527344
MSFT,378.9100036621094,327.0324401855469,268.154052734375
MAA,123.09981536865234,142.62918090820312,169.63284301757812
MRNA,77.69999694824219,127.70999908447266,145.3300018310547
MHK,88.30999755859375,92.04000091552734,141.4600067138672
MOH,365.55999755859375,273.8999938964844,290.2200012207031
TAP,61.540000915527344,60.62423706054688,53.16739273071289
MDLZ,70.64176940917969,72.15340423583984,61.015254974365234
MPWR,547.8579711914062,487.1061096191406,444.1929626464844
MNST,55.150001525878906,58.619998931884766,44.560001373291016
MCO,364.9599914550781,315.4749755859375,297.33770751953125
MS,78.57032012939453,79.25621032714844,80.57001495361328
MOS,35.685787200927734,31.617002487182617,60.56671524047852
MSI,321.9021911621094,279.31121826171875,214.72349548339844
MSCI,520.8499755859375,468.0387573242188,435.4301452636719
NDAQ,55.62000274658203,54.65850830078125,50.40022659301758
NTAP,90.86056518554688,65.09832000732422,68.4073257446289
NFLX,473.9700012207031,395.2300109863281,197.44000244140625
NEM,40.18999862670898,39.73670196533203,63.08468246459961
NWSA,22.040000915527344,18.22297477722168,17.108583450317383
NWS,23.040000915527344,18.394681930541992,17.290937423706055
NEE,58.5099983215332,72.3656997680664,72.88609313964844
NKE,109.9000015258789,104.2130889892578,116.35102081298828
NI,25.382139205932617,26.11948013305664,29.48546028137207
NDSN,234.7048492431641,216.7056884765625,214.2656097412109
NSC,216.9080352783203,204.31092834472656,229.9533843994141
NTRS,78.51319885253906,69.85299682617188,105.23322296142578
NOC,475.1600036621094,431.8857727050781,457.2861328125
NCLH,15.270000457763672,14.850000381469728,16.010000228881836
NRG,47.47874069213867,32.901668548583984,43.083534240722656
NUE,169.45399475097656,130.8124542236328,129.0557861328125
NVDA,467.6589050292969,378.2364196777344,186.49459838867188
NVR,6155.39013671875,5554.22021484375,4450.6201171875
NXPI,203.1417236328125,176.4383087158203,183.0276031494141
ORLY,982.3800048828124,903.3099975585938,637.1699829101562
OXY,58.96149444580078,57.14662170410156,68.08818054199219
ODFL,388.6747131347656,309.4527282714844,256.5687561035156
OMC,79.97164154052734,86.0323715209961,70.13495635986328
ON,71.33000183105469,83.5999984741211,60.68000030517578
OKE,67.8823471069336,54.26842880249024,59.40053176879883
ORCL,115.76144409179688,104.77861785888672,69.89679718017578
OTIS,85.79000091552734,78.87089538574219,72.71670532226562
PCAR,88.8236312866211,66.12073516845703,53.38064193725586
PKG,166.75506591796875,120.92003631591795,147.5001220703125
PANW,295.0899963378906,213.38999938964844,167.5933380126953
PARA,14.324322700500488,15.059510231018066,32.513553619384766
PH,433.1799926757813,318.1048583984375,265.50164794921875
PAYX,121.97000122070312,103.37303924560548,118.62633514404295
PAYC,181.6600036621093,279.1698303222656,282.98455810546875
PYPL,57.61000061035156,61.9900016784668,85.20999908447266
PNR,64.32754516601562,54.91012191772461,48.770774841308594
PEP,168.2899932861328,178.45916748046875,159.86412048339844
PFE,30.018272399902344,36.55083847045898,49.1793098449707
PCG,17.160423278808594,16.930553436279297,12.193195343017578
PM,92.08606719970705,86.3962631225586,96.75101470947266
PSX,128.88999938964844,89.93562316894531,95.01974487304688
PNW,74.0035171508789,74.63260650634766,71.54508209228516
PXD,231.63999938964844,195.2390289306641,245.6920166015625
PNC,132.5988006591797,111.79750061035156,162.57179260253906
POOL,347.32000732421875,314.2784118652344,391.4056396484375
PPG,141.99000549316406,130.03884887695312,122.87680053710938
PPL,25.881914138793945,25.477331161499023,28.391036987304688
PFG,73.83000183105469,64.32157897949219,68.65180969238281
PG,152.55653381347656,139.8364715576172,141.3859405517578
PGR,163.20932006835938,127.0819854736328,118.23684692382812
PLD,114.20079040527344,122.01930236816406,121.5069351196289
PRU,97.77999877929688,76.61661529541016,98.35909271240234
PEG,61.86685562133789,58.108375549316406,64.38493347167969
PTC,157.36000061035156,134.39999389648438,116.52999877929688
PSA,255.95584106445312,274.2998962402344,298.6374816894531
PHM,88.2474594116211,65.67437744140625,44.374210357666016
QRVO,96.5,97.26000213623048,111.75
PWR,188.2317047119141,177.35816955566406,118.59097290039062
QCOM,129.0500030517578,111.90093231201172,137.10873413085938
DGX,136.50987243652344,130.51950073242188,136.05210876464844
RL,128.7136993408203,104.4286651611328,96.31861877441406
RJF,104.73026275634766,89.25144958496094,95.77654266357422
RTX,81.4800033569336,90.83193969726562,91.61294555664062
O,53.473052978515625,57.249813079833984,62.69764709472656
REG,62.12532806396485,54.53238677978516,63.34848785400391
REGN,823.8099975585938,735.5599975585938,664.739990234375
RF,16.445894241333008,16.613019943237305,20.504302978515625
RSG,161.3130340576172,140.18820190429688,130.55511474609375
RMD,157.72999572753906,209.56655883789065,200.70828247070312
RVTY,88.84115600585938,115.1005401611328,149.07278442382812
RHI,81.9800033569336,64.22537994384766,86.92854309082031
ROK,275.44000244140625,276.15234375,207.66650390625
ROL,40.7400016784668,39.03928756713867,34.76811599731445
ROP,537.4782104492188,452.2855529785156,437.7896728515625
ROST,130.04946899414062,102.73880004882812,83.20049285888672
RCL,107.45999908447266,80.97000122070312,58.06999969482422
SPGI,415.8299865722656,365.7807312011719,344.5276794433594
CRM,251.8999938964844,223.3800048828125,160.24000549316406
SBAC,246.9600067138672,220.11203002929688,330.1824035644531
SLB,51.78995513916016,42.21736526489258,44.7291259765625
STX,78.44004821777344,58.323577880859375,78.44640350341797
SRE,72.2745132446289,69.43362426757812,74.60923767089844
NOW,685.739990234375,544.780029296875,467.4700012207031
SHW,278.79998779296875,226.7560577392578,264.111083984375
SPG,123.08865356445312,100.259033203125,102.70491790771484
SWKS,96.93000030517578,102.09974670410156,104.80742645263672
SJM,109.7300033569336,144.12994384765625,119.88589477539062
SNA,274.69000244140625,245.6976318359375,213.4374389648437
SO,70.9800033569336,68.34691619873047,71.29537963867188
LUV,25.4140853881836,29.362659454345703,44.610626220703125
SWK,90.9000015258789,72.894287109375,111.40286254882812
SBUX,99.3000030517578,96.59131622314452,76.01439666748047
STT,72.17927551269531,66.1581039428711,68.03277587890625
STLD,118.71121978759766,90.8488998413086,82.97938537597656
STE,200.94000244140625,198.55154418945312,224.3971405029297
SYK,295.53717041015625,273.3847961425781,229.69580078125
SYF,32.15046691894531,30.26862907409668,35.23470687866211
SNPS,543.22998046875,454.9599914550781,319.20001220703125
SYY,71.68873596191406,68.48493194580078,80.38154602050781
TMUS,150.4499969482422,136.65345764160156,132.71066284179688
TROW,98.94640350341795,103.5665283203125,117.62984466552734
TTWO,158.1999969482422,137.72999572753906,124.52999877929688
TPR,31.329044342041016,38.89276885986328,32.496192932128906
TRGP,89.92704010009766,66.83827209472656,69.20968627929688
TGT,133.80999755859375,128.48631286621094,154.85891723632812
TEL,131.0,121.37586975097656,125.97985076904295
TDY,402.9599914550781,388.6499938964844,405.1499938964844
TFX,225.69000244140625,234.00782775878903,285.19744873046875
TER,92.2300033569336,99.96825408935548,108.52149200439452
TSLA,240.0800018310547,203.92999267578125,252.7533264160156
TXN,151.51437377929688,169.75881958007812,167.59141540527344
TXT,76.64054107666016,61.81910705566406,65.16087341308594
TMO,495.4253845214844,507.430908203125,565.1234130859375
TJX,88.11000061035156,76.21401977539062,62.04220199584961
TSCO,203.009994506836,207.4873504638672,182.1639099121093
TT,225.4100036621093,161.34288024902344,134.15089416503906
TDG,962.8699951171876,746.2142333984375,567.7509765625
TRV,179.63369750976562,166.31631469726562,172.25820922851562
TRMB,46.400001525878906,46.66999816894531,68.05000305175781
TFC,32.13999938964844,29.45393753051757,45.6700553894043
TYL,408.8399963378906,396.9599914550781,355.82000732421875
TSN,46.84000015258789,49.6706428527832,85.25900268554688
USB,37.69490051269531,28.697534561157227,48.64623260498047
UBER,56.380001068115234,37.93000030517578,23.200000762939453
UDR,33.0364875793457,38.40118408203125,44.52287673950195
ULTA,425.989990234375,409.8299865722656,423.1000061035156
UNP,224.01296997070312,190.3318634033203,211.8687438964844
UAL,39.400001525878906,47.470001220703125,47.630001068115234
UPS,151.61000061035156,163.58441162109375,172.36412048339844
URI,476.0199890136719,331.65167236328125,294.02178955078125
UNH,551.0899658203125,481.7229614257813,484.6532287597656
UHS,137.47999572753906,131.73988342285156,123.44538879394533
VLO,124.4146499633789,104.5428695678711,122.5677261352539
VTR,45.43513107299805,41.90325927734375,52.93755722045898
VLTO,77.16645812988281,0.0,0.0
VRSN,212.1999969482422,223.32000732421875,174.5500030517578
VRSK,241.09796142578125,218.1635589599609,172.92437744140625
VZ,37.69435501098633,33.7035026550293,45.63530731201172
VRTX,354.8099975585937,323.57000732421875,268.6499938964844
VFC,16.647268295288086,16.608936309814453,46.18600845336914
VTRS,9.18000030517578,8.935813903808594,11.437871932983398
VICI,29.49992561340332,29.74946975708008,28.27292251586914
V,256.67999267578125,220.1464691162109,209.65760803222656
VMC,213.5599975585937,194.7239227294922,162.73179626464844
WRB,71.92817687988281,54.58286285400391,68.31534576416016
WAB,116.55999755859376,92.35270690917967,93.5582275390625
WBA,19.940000534057617,29.143484115600582,39.93834686279297
WMT,155.11390686035156,145.8081817626953,125.67434692382812
DIS,92.38890075683594,87.67426300048828,110.08123779296876
WBD,10.449999809265137,11.279999732971191,18.450000762939453
WM,170.99000549316406,159.83456420898438,153.92010498046875
WAT,280.6099853515625,251.22000122070312,327.95001220703125
WEC,83.62000274658203,85.726806640625,99.90599060058594
WFC,44.27899169921875,38.878936767578125,43.49011993408203
WELL,89.0999984741211,73.54435729980469,85.00235748291016
WST,350.5706481933594,334.07965087890625,309.03759765625
WDC,48.310001373291016,38.72999954223633,60.68999862670898
WRK,41.16999816894531,27.56932258605957,46.21461868286133
WY,31.350000381469727,28.13691711425781,36.9749641418457
WHR,108.9000015258789,125.68050384521484,170.5752410888672
WMB,36.33012771606445,27.536170959472656,33.80224609375
WTW,245.4354248046875,216.43202209472656,205.59922790527344
GWW,786.1900024414062,645.7849731445312,479.1100463867188
WYNN,84.41999816894531,98.15372467041016,65.58513641357422
XEL,60.33177947998047,63.63690948486328,71.36780548095703
XYL,105.12999725341795,99.5509262084961,82.67439270019531
YUM,125.5500030517578,127.48688507080078,118.1036376953125
ZBRA,236.97999572753903,262.57000732421875,338.19000244140625
ZBH,116.07845306396484,126.6006088256836,118.52489471435548
ZION,35.630001068115234,26.652494430541992,53.50687789916992
ZTS,176.27020263671875,161.89659118652344,168.3343048095703
