,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,BG,BG_6m,BG_12m,BG_6m_ret,BG_12m_ret
0,0,0,0,2019-02-05,46.37765884399414,,,,
1,1,1,1,2019-02-06,46.58380889892578,,,,
2,2,2,2,2019-02-07,46.05122375488281,,,,
3,3,3,3,2019-02-08,45.55300521850586,,,,
4,4,4,4,2019-02-11,44.96029281616211,,,,
5,5,5,5,2019-02-12,45.26094436645508,,,,
6,6,6,6,2019-02-13,45.67327117919922,46.37765884399414,,-0.015188081553757393,
7,7,7,7,2019-02-14,45.44992446899414,46.58380889892578,,-0.024340741058591076,
8,8,8,8,2019-02-15,45.36320495605469,46.05122375488281,,-0.01494029349774173,
9,9,9,9,2019-02-19,45.658050537109375,45.55300521850586,,0.0023060019443204016,
10,10,10,10,2019-02-20,45.70141220092773,44.96029281616211,,0.016483864724724517,
11,11,11,11,2019-02-21,46.37782287597656,45.26094436645508,,0.024676429649339138,
12,12,12,12,2019-02-22,44.89491271972656,45.67327117919922,46.37765884399414,-0.017041881156678373,-0.03197112922959866
13,13,13,13,2019-02-25,46.3344612121582,45.44992446899414,46.58380889892578,0.019461786867599473,-0.005352668505673175
14,14,14,14,2019-02-26,45.84016036987305,45.36320495605469,46.05122375488281,0.010514147187801415,-0.004583230754804601
15,15,15,15,2019-02-27,45.987586975097656,45.658050537109375,45.55300521850586,0.007217488134331207,0.009540133620322466
16,16,16,16,2019-02-28,46.03094100952149,45.70141220092773,44.96029281616211,0.007210473215684798,0.023813194405498006
17,17,17,17,2019-03-01,45.96157836914063,46.37782287597656,45.26094436645508,-0.008975076470257082,0.015479880335966367
18,18,18,18,2019-03-04,45.79680252075195,44.89491271972656,45.67327117919922,0.020088908662230454,0.002704674711562882
19,19,19,19,2019-03-05,45.26781845092773,46.3344612121582,45.44992446899414,-0.02302050640767106,-0.00400673972936183
20,20,20,20,2019-03-06,44.24451446533203,45.84016036987305,45.36320495605469,-0.03480890755324895,-0.024660746342908935
21,21,21,21,2019-03-07,43.86295700073242,45.987586975097656,45.658050537109375,-0.046200075153230435,-0.039316035513122904
22,22,22,22,2019-03-08,43.55942535400391,46.03094100952149,45.70141220092773,-0.0536924859955904,-0.04686916101206018
23,23,23,23,2019-03-11,44.78217697143555,45.96157836914063,46.37782287597656,-0.02566059390373232,-0.034405364581431286
24,24,24,24,2019-03-12,45.0943717956543,45.79680252075195,44.89491271972656,-0.015337986200660292,0.004442799057722491
25,25,25,25,2019-03-13,45.11171340942383,45.26781845092773,46.3344612121582,-0.003448477237159686,-0.026389597952495958
26,26,26,26,2019-03-14,45.137733459472656,44.24451446533203,45.84016036987305,0.020188242654137545,-0.015323395571321785
27,27,27,27,2019-03-15,45.84016036987305,43.86295700073242,45.987586975097656,0.0450768371386272,-0.003205791278077741
28,28,28,28,2019-03-18,45.28515625,43.55942535400391,46.03094100952149,0.03961785266842277,-0.01620181432674217
29,29,29,29,2019-03-19,45.137733459472656,44.78217697143555,45.96157836914063,0.007939687440025489,-0.017924643558827835
30,30,30,30,2019-03-20,44.58272933959961,45.0943717956543,45.79680252075195,-0.011346038001664671,-0.026509998828023185
31,31,31,31,2019-03-21,45.34585952758789,45.11171340942383,45.26781845092773,0.005190361892021267,0.0017239858100244199
32,32,32,32,2019-03-22,44.83420944213867,45.137733459472656,44.24451446533203,-0.006724396509773967,0.013328092395921809
33,33,33,33,2019-03-25,44.608734130859375,45.84016036987305,43.86295700073242,-0.026863480168428655,0.017002436249669683
34,34,34,34,2019-03-26,44.73881530761719,45.28515625,43.55942535400391,-0.012064459695505958,0.02707542498617621
35,35,35,35,2019-03-27,44.92960739135742,45.137733459472656,44.78217697143555,-0.004610910920064271,0.003292167328442064
36,36,36,36,2019-03-28,45.26781845092773,44.58272933959961,45.0943717956543,0.015366692920695701,0.003846303837192977
37,37,37,37,2019-03-29,46.02227783203125,45.34585952758789,45.11171340942383,0.014916870282982053,0.02018465613006848
38,38,38,38,2019-04-01,45.79680252075195,44.83420944213867,45.137733459472656,0.021470058033599804,0.014601288340519991
39,39,39,39,2019-04-02,45.23312377929688,44.608734130859375,45.84016036987305,0.013997026829003056,-0.013242462192063376
40,40,40,40,2019-04-03,44.99897384643555,44.73881530761719,45.28515625,0.005815052030983647,-0.006319563125377403
41,41,41,41,2019-04-04,46.15235900878906,44.92960739135742,45.137733459472656,0.027214829784309336,0.022478433708404966
42,42,42,42,2019-04-05,46.178367614746094,45.26781845092773,44.58272933959961,0.020114712724790262,0.03579050225911562
43,43,43,43,2019-04-08,46.42118453979492,46.02227783203125,45.34585952758789,0.008667687184445105,0.023713852232811083
44,44,44,44,2019-04-09,46.05696105957031,45.79680252075195,44.83420944213867,0.005680714034576484,0.027272737328170704
45,45,45,45,2019-04-10,45.95289993286133,45.23312377929688,44.608734130859375,0.015912590009843353,0.030132345788133286
46,46,46,46,2019-04-11,45.926883697509766,44.99897384643555,44.73881530761719,0.02062068913484172,0.02655565154605921
47,47,47,47,2019-04-12,45.658050537109375,46.15235900878906,44.92960739135742,-0.010710361990067585,0.016212987115753696
48,48,48,48,2019-04-15,45.51062774658203,46.178367614746094,45.26781845092773,-0.014460014562117873,0.005363839123758929
49,49,49,49,2019-04-16,44.8689079284668,46.42118453979492,46.02227783203125,-0.033438970304547566,-0.025061121654472163
50,50,50,50,2019-04-17,44.704132080078125,46.05696105957031,45.79680252075195,-0.0293729535855054,-0.02385909890059912
51,51,51,51,2019-04-18,44.33990859985352,45.95289993286133,45.23312377929688,-0.03510096937003837,-0.01974692669472855
52,52,52,52,2019-04-22,44.49600982666016,45.926883697509766,44.99897384643555,-0.031155474869007604,-0.011177233096288153
53,53,53,53,2019-04-23,44.4439697265625,45.658050537109375,46.15235900878906,-0.026590728168740085,-0.03701629383454097
54,54,54,54,2019-04-24,44.33123397827149,45.51062774658203,46.178367614746094,-0.025914689089277965,-0.039999976869792175
55,55,55,55,2019-04-25,42.14589691162109,44.8689079284668,46.42118453979492,-0.06068815004784445,-0.0920977711051042
56,56,56,56,2019-04-26,42.46675109863281,44.704132080078125,46.05696105957031,-0.05004863929440595,-0.07795151652089904
57,57,57,57,2019-04-29,43.46404266357422,44.33990859985352,45.95289993286133,-0.01975344478455232,-0.05416104909425545
58,58,58,58,2019-04-30,45.44991683959961,44.49600982666016,45.926883697509766,0.021438034930671535,-0.010385352096859535
59,59,59,59,2019-05-01,45.23312377929688,44.4439697265625,45.658050537109375,0.01775615584272927,-0.009306721439346743
60,60,60,60,2019-05-02,44.33990859985352,44.33123397827149,45.51062774658203,0.00019567742206949568,-0.025724082586763064
61,61,61,61,2019-05-03,44.35724639892578,42.14589691162109,44.8689079284668,0.052468915110333025,-0.011403476330574924
62,62,62,62,2019-05-06,43.92365264892578,42.46675109863281,44.704132080078125,0.0343068756757301,-0.017458776064688597
63,63,63,63,2019-05-07,43.34262466430664,43.46404266357422,44.33990859985352,-0.0027935275189975295,-0.022491790511949272
64,64,64,64,2019-05-08,46.34313583374024,45.44991683959961,44.49600982666016,0.019652819108403552,0.04151217186160716
65,65,65,65,2019-05-09,46.10900115966797,45.23312377929688,44.4439697265625,0.019363627960887753,0.037463607399371046
66,66,66,66,2019-05-10,46.620635986328125,44.33990859985352,44.33123397827149,0.051437349748667094,0.05164309229873365
67,67,67,67,2019-05-13,45.51930236816406,44.35724639892578,42.14589691162109,0.026197657960716603,0.08004113576268002
68,68,68,68,2019-05-14,45.658050537109375,43.92365264892578,42.46675109863281,0.03948664975671168,0.07514818901649645
69,69,69,69,2019-05-15,46.19571304321289,43.34262466430664,43.46404266357422,0.06582638686521025,0.06284897152302849
70,70,70,70,2019-05-16,46.21305847167969,46.34313583374024,45.44991683959961,-0.002806831253871489,0.016790825707631907
71,71,71,71,2019-05-17,45.72282028198242,46.10900115966797,45.23312377929688,-0.008375390226916135,0.010826059793590304
72,72,72,72,2019-05-20,45.37266159057617,46.620635986328125,44.33990859985352,-0.026768712381313953,0.02329172574627414
73,73,73,73,2019-05-21,45.50397491455078,45.51930236816406,44.35724639892578,-0.0003367242645616608,0.025852112309044717
74,74,74,74,2019-05-22,45.43394088745117,45.658050537109375,43.92365264892578,-0.004908436672653282,0.03438439536431237
75,75,75,75,2019-05-23,45.01374053955078,46.19571304321289,43.34262466430664,-0.025586194601140977,0.03855594551984609
76,76,76,76,2019-05-24,44.25213623046875,46.21305847167969,46.34313583374024,-0.04243221085253712,-0.04511994205081682
77,77,77,77,2019-05-28,44.31341552734375,45.72282028198242,46.10900115966797,-0.030824974180214015,-0.03894219321963621
78,78,78,78,2019-05-29,45.35515975952149,45.37266159057617,46.620635986328125,-0.00038573516388806794,-0.027144121911544583
79,79,79,79,2019-05-30,44.80364608764648,45.50397491455078,45.51930236816406,-0.015390497823968396,-0.015722039734469062
80,80,80,80,2019-05-31,45.77535629272461,45.43394088745117,45.658050537109375,0.007514545262960803,0.0025692239207604217
81,81,81,81,2019-06-03,47.79755783081055,45.01374053955078,46.19571304321289,0.06184372278090944,0.03467518265383718
82,82,82,82,2019-06-04,47.92886734008789,44.25213623046875,46.21305847167969,0.08308595748847969,0.03712822576890651
83,83,83,83,2019-06-05,47.73627853393555,44.31341552734375,45.72282028198242,0.07724213910976263,0.044036177985865566
84,84,84,84,2019-06-06,48.23526382446289,45.35515975952149,45.37266159057617,0.06350113372352917,0.06309090393941696
85,85,85,85,2019-06-07,48.27903747558594,44.80364608764648,45.50397491455078,0.07756938757039489,0.060985058255818014
86,86,86,86,2019-06-10,49.3733024597168,45.77535629272461,45.43394088745117,0.07860006908485895,0.0867052581246297
87,87,87,87,2019-06-11,49.19822311401367,47.79755783081055,45.01374053955078,0.029304118176101568,0.09296011671783289
88,88,88,88,2019-06-12,49.986087799072266,47.92886734008789,44.25213623046875,0.04292236752408507,0.12957457101597591
89,89,89,89,2019-06-13,50.33626174926758,47.73627853393555,44.31341552734375,0.05446556152222293,0.13591473711177615
90,90,90,90,2019-06-14,50.65140914916992,48.23526382446289,45.35515975952149,0.050090849165868256,0.11677280860060413
91,91,91,91,2019-06-17,50.345008850097656,48.27903747558594,44.80364608764648,0.0427923066104301,0.12368106719732075
92,92,92,92,2019-06-18,50.75645446777344,49.3733024597168,45.77535629272461,0.028014168369335568,0.10881615302337933
93,93,93,93,2019-06-19,50.21369171142578,49.19822311401367,47.79755783081055,0.020640351076477437,0.05054931653972039
94,94,94,94,2019-06-20,50.43254852294922,49.986087799072266,47.92886734008789,0.008931699669547655,0.052237436889463806
95,95,95,95,2019-06-21,50.380027770996094,50.33626174926758,47.73627853393555,0.0008694730241693982,0.05538239088288188
96,96,96,96,2019-06-24,50.32749938964844,50.65140914916992,48.23526382446289,-0.006394881504037886,0.043375642616978016
97,97,97,97,2019-06-25,48.9180908203125,50.345008850097656,48.27903747558594,-0.028342790325726397,0.013236662910890207
98,98,98,98,2019-06-26,48.69923400878906,50.75645446777344,49.3733024597168,-0.040531208898575755,-0.013652488639537497
99,99,99,99,2019-06-27,48.23526382446289,50.21369171142578,49.19822311401367,-0.03940016795285162,-0.019573050175393236
100,100,100,100,2019-06-28,48.76927185058594,50.43254852294922,49.986087799072266,-0.03298022251654431,-0.02434309228954923
101,101,101,101,2019-07-01,49.27700424194336,50.380027770996094,50.33626174926758,-0.02189406353776857,-0.021043626811234728
