,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,BG,BG_6m,BG_12m,BG_6m_ret,BG_12m_ret
102,102,102,102,2019-07-02,49.382057189941406,50.32749938964844,50.65140914916992,-0.018785797251462344,-0.02506054580811834
103,103,103,103,2019-07-03,49.66219329833984,48.9180908203125,50.345008850097656,0.015211192128503193,-0.013562725826325783
104,104,104,104,2019-07-05,49.55713653564453,48.69923400878906,50.75645446777344,0.017616345396739508,-0.02362887527714108
105,105,105,105,2019-07-08,49.87228775024414,48.23526382446289,50.21369171142578,0.03393832221460813,-0.0067990213335371585
106,106,106,106,2019-07-09,50.15242004394531,48.76927185058594,50.43254852294922,0.028361058938852324,-0.005554517612300192
107,107,107,107,2019-07-10,50.06487655639648,49.27700424194336,50.380027770996094,0.015988640676790622,-0.006255479175838241
108,108,108,108,2019-07-11,49.504615783691406,49.382057189941406,50.32749938964844,0.0024818446359695656,-0.016350576045633725
109,109,109,109,2019-07-12,49.7759895324707,49.66219329833984,48.9180908203125,0.002291405726832174,0.017537452868090497
110,110,110,110,2019-07-15,49.70595169067383,49.55713653564453,48.69923400878906,0.0030029005998410963,0.020672146130739533
111,111,111,111,2019-07-16,48.8830680847168,49.87228775024414,48.23526382446289,-0.019835056905375348,0.013430096756833043
112,112,112,112,2019-07-17,48.73424911499024,50.15242004394531,48.76927185058594,-0.028277218282037442,-0.0007181311975088533
113,113,113,113,2019-07-18,48.87432098388672,50.06487655639648,49.27700424194336,-0.02378025582802823,-0.008171829116874085
114,114,114,114,2019-07-19,48.64670944213867,49.504615783691406,49.382057189941406,-0.017329825269250088,-0.014890990567167361
115,115,115,115,2019-07-22,49.32077026367188,49.7759895324707,49.66219329833984,-0.009145358496627454,-0.006874908496628307
116,116,116,116,2019-07-23,49.87228775024414,49.70595169067383,49.55713653564453,0.003346401264086918,0.006359350774291173
117,117,117,117,2019-07-24,49.78474426269531,48.8830680847168,49.87228775024414,0.018445572532719723,-0.0017553533534944155
118,118,118,118,2019-07-25,49.57464599609375,48.73424911499024,50.15242004394531,0.017244481988848648,-0.011520362274548224
119,119,119,119,2019-07-26,49.83727264404297,48.87432098388672,50.06487655639648,0.019702609484308242,-0.004546179437736608
120,120,120,120,2019-07-29,49.530879974365234,48.64670944213867,49.504615783691406,0.01817534099152618,0.0005305402386837077
121,121,121,121,2019-07-30,49.33828353881836,49.32077026367188,49.7759895324707,0.000355089246434126,-0.008793516668650248
122,122,122,122,2019-07-31,51.150390625,49.87228775024414,49.70595169067383,0.0256275164507489,0.02905967766828188
123,123,123,123,2019-08-01,50.70392608642578,49.78474426269531,48.8830680847168,0.01846312233483194,0.03724925772975918
124,124,124,124,2019-08-02,50.06487655639648,49.57464599609375,48.73424911499024,0.009888735470574117,0.02730374358013754
125,125,125,125,2019-08-05,48.41035079956055,49.83727264404297,48.87432098388672,-0.028631619845533085,-0.009493127985944594
126,126,126,126,2019-08-06,49.084415435791016,49.530879974365234,48.64670944213867,-0.009013862439053888,0.008997648528991764
127,127,127,127,2019-08-07,49.25950241088867,49.33828353881836,49.32077026367188,-0.0015967545337831623,-0.00124223227771314
128,128,128,128,2019-08-08,50.86150360107422,51.150390625,49.87228775024414,-0.005647797023559553,0.01983498041605758
129,129,129,129,2019-08-09,50.09114074707031,50.70392608642578,49.78474426269531,-0.0120855599684917,0.006154425194156987
130,130,130,130,2019-08-12,46.7120475769043,50.06487655639648,49.57464599609375,-0.06696968433978512,-0.057743194362194994
131,131,131,131,2019-08-13,46.8083381652832,48.41035079956055,49.83727264404297,-0.03309235747764683,-0.06077648952408743
132,132,132,132,2019-08-14,46.69453048706055,49.084415435791016,49.530879974365234,-0.04868928207684897,-0.057264266025005894
133,133,133,133,2019-08-15,47.11473846435547,49.25950241088867,49.33828353881836,-0.04354010579812739,-0.04506733747057601
134,134,134,134,2019-08-16,48.033912658691406,50.86150360107422,51.150390625,-0.055593931405580665,-0.060927745188819715
135,135,135,135,2019-08-19,48.59932708740234,50.09114074707031,50.70392608642578,-0.02978198614403138,-0.04150761413299864
136,136,136,136,2019-08-20,47.61869812011719,46.7120475769043,50.06487655639648,0.019409351339613856,-0.048860171132625196
137,137,137,137,2019-08-21,48.32546615600586,46.8083381652832,48.41035079956055,0.032411490135915155,-0.001753439959692682
138,138,138,138,2019-08-22,48.50215911865234,46.69453048706055,49.084415435791016,0.03871178514350193,-0.011862345959897325
139,139,139,139,2019-08-23,47.0179328918457,47.11473846435547,49.25950241088867,-0.0020546770642270173,-0.04550532200559698
140,140,140,140,2019-08-26,47.27413558959961,48.033912658691406,50.86150360107422,-0.01581751364895989,-0.07053208728573335
141,141,141,141,2019-08-27,46.45252990722656,48.59932708740234,50.09114074707031,-0.04417339310717028,-0.0726398078697491
142,142,142,142,2019-08-28,46.32883071899414,47.61869812011719,46.7120475769043,-0.02708741423105232,-0.00820381203113063
143,143,143,143,2019-08-29,46.48785781860352,48.32546615600586,46.8083381652832,-0.03802567225052955,-0.006846650815674038
144,144,144,144,2019-08-30,47.185791015625,48.50215911865234,46.69453048706055,-0.027140402137708186,0.010520729589530431
145,145,145,145,2019-09-03,47.14162063598633,47.0179328918457,47.11473846435547,0.0026306504036479605,0.0005705682023724457
146,146,146,146,2019-09-04,47.61869812011719,47.27413558959961,48.033912658691406,0.007288605623777533,-0.008644195644118335
147,147,147,147,2019-09-05,48.78487777709961,46.45252990722656,48.59932708740234,0.05020927545886389,0.003817968289222984
148,148,148,148,2019-09-06,49.29727935791016,46.32883071899414,47.61869812011719,0.06407346338872744,0.03525046471364646
149,149,149,149,2019-09-09,50.44578552246094,46.48785781860352,48.32546615600586,0.08513895648410652,0.04387581817856012
150,150,150,150,2019-09-10,50.348594665527344,47.185791015625,48.50215911865234,0.06702873008645804,0.0380691412594234
151,151,151,151,2019-09-11,51.214393615722656,47.14162063598633,47.0179328918457,0.08639442014913068,0.08925234406901672
152,152,152,152,2019-09-12,50.79916000366211,47.61869812011719,47.27413558959961,0.06679018975954087,0.07456560273601309
153,153,153,153,2019-09-13,50.20724105834961,48.78487777709961,46.45252990722656,0.029155823403900882,0.08082899163128099
154,154,154,154,2019-09-16,51.08186340332031,49.29727935791016,46.32883071899414,0.03620045707702513,0.10259340912693271
155,155,155,155,2019-09-17,50.05705261230469,50.44578552246094,46.48785781860352,-0.007705954147213534,0.07677692544208492
156,156,156,156,2019-09-18,50.33975982666016,50.348594665527344,47.185791015625,-0.00017547339555101793,0.06684149493203928
157,157,157,157,2019-09-19,49.606483459472656,51.214393615722656,47.14162063598633,-0.03139566912213476,0.05228634039799496
158,158,158,158,2019-09-20,49.43862533569336,50.79916000366211,47.61869812011719,-0.026782621363634185,0.0382187520327717
159,159,159,159,2019-09-23,49.44746017456055,50.20724105834961,48.78487777709961,-0.015132894534198083,0.013581716869073723
160,160,160,160,2019-09-24,49.0764045715332,51.08186340332031,49.29727935791016,-0.03925970389828726,-0.004480466047088627
161,161,161,161,2019-09-25,49.54463958740234,50.05705261230469,50.44578552246094,-0.01023658002541672,-0.017863651556330074
162,162,162,162,2019-09-26,49.96870422363281,50.33975982666016,50.348594665527344,-0.007371024500415602,-0.007545204477268808
163,163,163,163,2019-09-27,49.95103454589844,49.606483459472656,51.214393615722656,0.006945686579603372,-0.024668047020210526
164,164,164,164,2019-09-30,50.0217170715332,49.43862533569336,50.79916000366211,0.011794254631486867,-0.015304247788208714
165,165,165,165,2019-10-01,49.81851577758789,49.44746017456055,50.20724105834961,0.007504037653651707,-0.007742414690939725
166,166,166,166,2019-10-02,49.35028076171875,49.0764045715332,51.08186340332031,0.0055806082898013365,-0.0338981886375157
167,167,167,167,2019-10-03,49.28843307495117,49.54463958740234,50.05705261230469,-0.005171225678192393,-0.015354870038124857
168,168,168,168,2019-10-04,49.73017501831055,49.96870422363281,50.33975982666016,-0.00477357195925554,-0.012109410343804972
169,169,169,169,2019-10-07,49.14708709716797,49.95103454589844,49.606483459472656,-0.016094710670942147,-0.00926081290724834
170,170,170,170,2019-10-08,48.07809448242188,50.0217170715332,49.43862533569336,-0.038855575196106495,-0.027519593112335428
171,171,171,171,2019-10-09,48.44031524658203,49.81851577758789,49.44746017456055,-0.027664423748767653,-0.02036798097259329
172,172,172,172,2019-10-10,48.92621612548828,49.35028076171875,49.0764045715332,-0.008592952860349667,-0.0030602984745145
173,173,173,173,2019-10-11,49.65949249267578,49.28843307495117,49.54463958740234,0.007528326517508788,0.002318170163915223
174,174,174,174,2019-10-14,49.95987319946289,49.73017501831055,49.96870422363281,0.004618889458317232,-0.0001767311021394491
175,175,175,175,2019-10-15,50.47228240966797,49.14708709716797,49.95103454589844,0.026963862779496583,0.01043517653854753
176,176,176,176,2019-10-16,48.94388198852539,48.07809448242188,50.0217170715332,0.01800794135924111,-0.021547342756476406
177,177,177,177,2019-10-17,48.63467788696289,48.44031524658203,49.81851577758789,0.004012414853030277,-0.02376301004048742
178,178,178,178,2019-10-18,48.32546615600586,48.92621612548828,49.35028076171875,-0.012278692632628485,-0.02076613526599924
179,179,179,179,2019-10-21,48.72301483154297,49.65949249267578,49.28843307495117,-0.018857978890358784,-0.011471621395397036
180,180,180,180,2019-10-22,48.94388198852539,49.95987319946289,49.73017501831055,-0.020336144707197135,-0.01581118565329087
181,181,181,181,2019-10-23,48.988059997558594,50.47228240966797,49.14708709716797,-0.029406683059474137,-0.003235738046793446
182,182,182,182,2019-10-24,48.27245330810547,48.94388198852539,48.07809448242188,-0.013718337269964298,0.004042565076173066
183,183,183,183,2019-10-25,48.80253982543945,48.63467788696289,48.44031524658203,0.0034514865887815827,0.007477750237865788
184,184,184,184,2019-10-28,49.05874252319336,48.32546615600586,48.92621612548828,0.015173704994801529,0.0027086991024436458
185,185,185,185,2019-10-29,49.64181900024414,48.72301483154297,49.65949249267578,0.018857703528361025,-0.00035589353705633986
186,186,186,186,2019-10-30,46.61154174804688,48.94388198852539,49.95987319946289,-0.04765335616462363,-0.06702041532507341
187,187,187,187,2019-10-31,47.70703506469727,48.988059997558594,50.47228240966797,-0.026149737975440623,-0.05478744397818258
188,188,188,188,2019-11-01,47.90140151977539,48.27245330810547,48.94388198852539,-0.007686615510543615,-0.021299505196469726
189,189,189,189,2019-11-04,49.70367431640625,48.80253982543945,48.63467788696289,0.018464909699168253,0.021980127676139327
190,190,190,190,2019-11-05,49.11174774169922,49.05874252319336,48.32546615600586,0.0010804438878717626,0.016270543219491396
191,191,191,191,2019-11-06,48.77603530883789,49.64181900024414,48.72301483154297,-0.01744061174313516,0.0010882018996205556
192,192,192,192,2019-11-07,48.988059997558594,46.61154174804688,48.94388198852539,0.05098561773300059,0.0009026257672728466
193,193,193,193,2019-11-08,49.37678146362305,47.70703506469727,48.988059997558594,0.03500000359824007,0.007935024699566195
194,194,194,194,2019-11-11,49.31494522094727,47.90140151977539,48.27245330810547,0.029509443488586085,0.021596000232015466
195,195,195,195,2019-11-12,49.22659683227539,49.70367431640625,48.80253982543945,-0.00959843493850887,0.008689240526266406
196,196,196,196,2019-11-13,48.76719284057617,49.11174774169922,49.05874252319336,-0.007015732833113852,-0.005942869050900579
197,197,197,197,2019-11-14,48.988059997558594,48.77603530883789,49.64181900024414,0.004346902887416126,-0.013169521501263493
198,198,198,198,2019-11-15,50.09352111816406,48.988059997558594,46.61154174804688,0.022565929752281777,0.07470208535342171
199,199,199,199,2019-11-18,48.74735641479492,49.37678146362305,47.70703506469727,-0.012747389160871814,0.021806455770869704
200,200,200,200,2019-11-19,49.62102508544922,49.31494522094727,47.90140151977539,0.006206634989263549,0.03589923282231955
201,201,201,201,2019-11-20,49.300086975097656,49.22659683227539,49.70367431640625,0.0014928950516863715,-0.008119869342846142
202,202,202,202,2019-11-21,48.71168899536133,48.76719284057617,49.11174774169922,-0.0011381390230167376,-0.008145886976818284
203,203,203,203,2019-11-22,48.21245574951172,48.988059997558594,48.77603530883789,-0.015832516088318815,-0.011554435610801939
204,204,204,204,2019-11-25,48.034156799316406,50.09352111816406,48.988059997558594,-0.041110392579309485,-0.019472157058061268
205,205,205,205,2019-11-26,47.49924850463867,48.74735641479492,49.37678146362305,-0.02560360195814526,-0.038024612040936545
206,206,206,206,2019-11-27,47.65080642700195,49.62102508544922,49.31494522094727,-0.039705319570776276,-0.0337451210072206
207,207,207,207,2019-11-29,47.58840560913086,49.300086975097656,49.22659683227539,-0.03471964191120791,-0.033278579641127126
208,208,208,208,2019-12-02,47.73104476928711,48.71168899536133,48.76719284057617,-0.02013159975150114,-0.021246826215244985
209,209,209,209,2019-12-03,47.12482070922852,48.21245574951172,48.988059997558594,-0.02255921262202476,-0.03803455961356561
210,210,210,210,2019-12-04,47.33877944946289,48.034156799316406,50.09352111816406,-0.014476726483588664,-0.054991975153894535
211,211,211,211,2019-12-05,47.70429229736328,47.49924850463867,48.74735641479492,0.004316779721358799,-0.021397347346513107
212,212,212,212,2019-12-06,47.89151382446289,47.65080642700195,49.62102508544922,0.005051486333808031,-0.034854404116159365
213,213,213,213,2019-12-09,47.606231689453125,47.58840560913086,49.300086975097656,0.0003745887279493765,-0.03435805876975684
214,214,214,214,2019-12-10,48.77410125732422,47.73104476928711,48.71168899536133,0.02185278979496119,0.001281258425854137
215,215,215,215,2019-12-11,49.28226089477539,47.12482070922852,48.21245574951172,0.04578139827541827,0.02218939335556458
216,216,216,216,2019-12-12,49.86173629760742,47.33877944946289,48.034156799316406,0.053295773095247245,0.0380474982818273
217,217,217,217,2019-12-13,49.71908950805664,47.70429229736328,47.49924850463867,0.042235134694676546,0.046734234189014234
218,218,218,218,2019-12-16,49.85280990600586,47.89151382446289,47.65080642700195,0.040952893841103455,0.04621125315847996
219,219,219,219,2019-12-17,49.78149032592773,47.606231689453125,47.58840560913086,0.04569272885668285,0.04608443356581127
220,220,220,220,2019-12-18,50.0489501953125,48.77410125732422,47.73104476928711,0.026137825303276907,0.04856179950028805
221,221,221,221,2019-12-19,49.90630722045898,49.28226089477539,47.12482070922852,0.012662696766611692,0.059023811005943116
222,222,222,222,2019-12-20,51.30596160888672,49.86173629760742,47.33877944946289,0.028964601285828007,0.08380406519899908
223,223,223,223,2019-12-23,50.78890228271485,49.71908950805664,47.70429229736328,0.02151714331946586,0.0646610574604849
224,224,224,224,2019-12-24,50.86021041870117,49.85280990600586,47.89151382446289,0.02020749712192149,0.061987946447453535
225,225,225,225,2019-12-26,51.1544075012207,49.78149032592773,47.606231689453125,0.0275788684971916,0.07453175111429067
226,226,226,226,2019-12-27,51.14550018310547,50.0489501953125,48.77410125732422,0.021909550220609253,0.04862004352002591
227,227,227,227,2019-12-30,50.94937133789063,49.90630722045898,49.28226089477539,0.02090044676765923,0.033827799553976634
228,228,228,228,2019-12-31,51.30596160888672,51.30596160888672,49.86173629760742,0.0,0.028964601285828007
229,229,229,229,2020-01-02,51.31487655639648,50.78890228271485,49.71908950805664,0.010356086665425535,0.03209606338590021
230,230,230,230,2020-01-03,51.65365219116211,50.86021041870117,49.85280990600586,0.015600442191037178,0.03612318520363478
231,231,231,231,2020-01-06,51.27922439575195,51.1544075012207,49.78149032592773,0.0024400027412745384,0.03008616375320039
232,232,232,232,2020-01-07,50.85130310058594,51.14550018310547,50.0489501953125,-0.005752159651705058,0.01603136333813815
233,233,233,233,2020-01-08,50.27182769775391,50.94937133789063,49.90630722045898,-0.013298370958167993,0.007324133915183717
234,234,234,234,2020-01-09,49.90630722045898,51.30596160888672,51.30596160888672,-0.02728054098464272,-0.02728054098464272
235,235,235,235,2020-01-10,49.62102508544922,51.31487655639648,50.78890228271485,-0.033008974874677355,-0.022994732013790764
236,236,236,236,2020-01-13,49.72801208496094,51.65365219116211,50.86021041870117,-0.03727984420297481,-0.022260984066316936
237,237,237,237,2020-01-14,49.56754302978516,51.27922439575195,51.1544075012207,-0.033379626664333584,-0.03102107030362289
238,238,238,238,2020-01-15,49.37140655517578,50.85130310058594,51.14550018310547,-0.029102431111408533,-0.03468718893310796
239,239,239,239,2020-01-16,50.20942306518555,50.27182769775391,50.94937133789063,-0.0012413440176386459,-0.014523207122573267
240,240,240,240,2020-01-17,49.97762680053711,49.90630722045898,51.30596160888672,0.0014290694713812169,-0.025890457301545378
241,241,241,241,2020-01-21,50.28965377807617,49.62102508544922,51.31487655639648,0.013474705358777816,-0.019979055726531025
242,242,242,242,2020-01-22,49.81715774536133,49.72801208496094,51.65365219116211,0.0017926648716237725,-0.035554009598473324
