,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,CHTR,CHTR_6m,CHTR_12m,CHTR_6m_ret,CHTR_12m_ret
0,0,0,0,2019-02-05,340.70001220703125,,,,
1,1,1,1,2019-02-06,343.510009765625,,,,
2,2,2,2,2019-02-07,344.510009765625,,,,
3,3,3,3,2019-02-08,344.1600036621094,,,,
4,4,4,4,2019-02-11,337.82000732421875,,,,
5,5,5,5,2019-02-12,340.3999938964844,,,,
6,6,6,6,2019-02-13,338.489990234375,340.70001220703125,,-0.006486709402620416,
7,7,7,7,2019-02-14,341.6000061035156,343.510009765625,,-0.005560256201595282,
8,8,8,8,2019-02-15,349.0599975585937,344.510009765625,,0.013207127990458423,
9,9,9,9,2019-02-19,348.42999267578125,344.1600036621094,,0.012406987936529834,
10,10,10,10,2019-02-20,349.760009765625,337.82000732421875,,0.03534427263790496,
11,11,11,11,2019-02-21,349.5400085449219,340.3999938964844,,0.026850807321744385,
12,12,12,12,2019-02-22,350.0799865722656,338.489990234375,340.70001220703125,0.03424029268890805,0.02753147645775389
13,13,13,13,2019-02-25,348.8999938964844,341.6000061035156,343.510009765625,0.021369987302507942,0.0156909084964858
14,14,14,14,2019-02-26,346.32000732421875,349.0599975585937,344.510009765625,-0.00784962543270229,0.005253831549989263
15,15,15,15,2019-02-27,345.0299987792969,348.42999267578125,344.1600036621094,-0.009758040260466672,0.0025278797882675175
16,16,16,16,2019-02-28,344.9100036621094,349.760009765625,337.82000732421875,-0.013866668481527178,0.02098749684498724
17,17,17,17,2019-03-01,346.5799865722656,349.5400085449219,340.3999938964844,-0.008468335241445857,0.018155090442394606
18,18,18,18,2019-03-04,346.1000061035156,350.0799865722656,338.489990234375,-0.011368774626962064,0.022482247891204565
19,19,19,19,2019-03-05,343.75,348.8999938964844,341.6000061035156,-0.014760659176200286,0.006293893027135455
20,20,20,20,2019-03-06,340.5599975585937,346.32000732421875,349.0599975585937,-0.016632044478541053,-0.024351114591906753
21,21,21,21,2019-03-07,340.0299987792969,345.0299987792969,348.42999267578125,-0.014491493544589784,-0.024108125227614075
22,22,22,22,2019-03-08,337.5400085449219,344.9100036621094,349.760009765625,-0.021367878689907527,-0.034938245881488195
23,23,23,23,2019-03-11,341.0799865722656,346.5799865722656,349.5400085449219,-0.015869352568207762,-0.024203300812041362
24,24,24,24,2019-03-12,342.510009765625,346.1000061035156,350.0799865722656,-0.01037271388205896,-0.02162356346262595
25,25,25,25,2019-03-13,348.1300048828125,343.75,348.8999938964844,0.012741832386363727,-0.0022069046349720844
26,26,26,26,2019-03-14,352.7099914550781,340.5599975585937,346.32000732421875,0.03567651510331604,0.01845109723873728
27,27,27,27,2019-03-15,355.9200134277344,340.0299987792969,345.0299987792969,0.04673121402665181,0.031562515395664015
28,28,28,28,2019-03-18,357.3500061035156,337.5400085449219,344.9100036621094,0.058689331803928324,0.03606738659164277
29,29,29,29,2019-03-19,360.4500122070313,341.0799865722656,346.5799865722656,0.0567902732418506,0.0400196958051231
30,30,30,30,2019-03-20,362.4400024414063,342.510009765625,346.1000061035156,0.05818805905678248,0.04721177708677504
31,31,31,31,2019-03-21,366.2699890136719,348.1300048828125,343.75,0.052106925218829314,0.06551269531250004
32,32,32,32,2019-03-22,360.7799987792969,352.7099914550781,340.5599975585937,0.022880007710942785,0.05937280175492221
33,33,33,33,2019-03-25,356.8399963378906,355.9200134277344,340.0299987792969,0.002584802414723031,0.049436807396233906
34,34,34,34,2019-03-26,356.0299987792969,357.3500061035156,337.5400085449219,-0.0036938779954472922,0.05477866257716313
35,35,35,35,2019-03-27,355.510009765625,360.4500122070313,341.0799865722656,-0.013705097167728497,0.04230685986116067
36,36,36,36,2019-03-28,352.8699951171875,362.4400024414063,342.510009765625,-0.02640439040877096,0.030247248419547512
37,37,37,37,2019-03-29,346.9100036621094,366.2699890136719,348.1300048828125,-0.05285714345228498,-0.003504441454604823
38,38,38,38,2019-04-01,346.2200012207031,360.7799987792969,352.7099914550781,-0.04035699763805545,-0.018400358344261902
39,39,39,39,2019-04-02,346.6300048828125,356.8399963378906,355.9200134277344,-0.028612239546741636,-0.026101394117889698
40,40,40,40,2019-04-03,345.3699951171875,356.0299987792969,357.3500061035156,-0.029941307470322198,-0.033524585928950024
41,41,41,41,2019-04-04,345.7200012207031,355.510009765625,360.4500122070313,-0.027537926573083182,-0.04086561378132991
42,42,42,42,2019-04-05,351.44000244140625,352.8699951171875,362.4400024414063,-0.004052463217526725,-0.030349850805384992
43,43,43,43,2019-04-08,354.1400146484375,346.9100036621094,366.2699890136719,0.020841171802500558,-0.03311757645746294
44,44,44,44,2019-04-09,354.5599975585937,346.2200012207031,360.7799987792969,0.02408871904709553,-0.01724042696864747
45,45,45,45,2019-04-10,354.3500061035156,346.6300048828125,356.8399963378906,0.02227158962569642,-0.00697788997850235
46,46,46,46,2019-04-11,355.25,345.3699951171875,356.0299987792969,0.028607015729493535,-0.0021908231945937384
47,47,47,47,2019-04-12,356.04998779296875,345.7200012207031,355.510009765625,0.029879632464975936,0.001518882767041374
48,48,48,48,2019-04-15,357.3399963378906,351.44000244140625,352.8699951171875,0.016788054448833023,0.012667558258158573
49,49,49,49,2019-04-16,358.04998779296875,354.1400146484375,346.9100036621094,0.01104075502005264,0.03211202909475541
50,50,50,50,2019-04-17,361.6900024414063,354.5599975585937,346.2200012207031,0.02010944531788117,0.04468257514343188
51,51,51,51,2019-04-18,359.3699951171875,354.3500061035156,346.6300048828125,0.014166753004670074,0.03675385873961523
52,52,52,52,2019-04-22,358.04998779296875,355.25,345.3699951171875,0.007881739037209679,0.036714227799316435
53,53,53,53,2019-04-23,358.6300048828125,356.04998779296875,345.7200012207031,0.00724622153713983,0.037342368438405105
54,54,54,54,2019-04-24,360.5,357.3399963378906,351.44000244140625,0.00884312893740935,0.02577964231634189
55,55,55,55,2019-04-25,366.760009765625,358.04998779296875,354.1400146484375,0.024326273619907468,0.03563560906754826
56,56,56,56,2019-04-26,370.1499938964844,361.6900024414063,354.5599975585937,0.023390172241348095,0.04396998094889226
57,57,57,57,2019-04-29,370.9700012207031,359.3699951171875,354.3500061035156,0.03227872738716808,0.04690276515003733
58,58,58,58,2019-04-30,371.1900024414063,358.04998779296875,355.25,0.03669882724876783,0.044869816865323875
59,59,59,59,2019-05-01,371.0400085449219,358.6300048828125,356.04998779296875,0.034603919061832356,0.04210088826254732
60,60,60,60,2019-05-02,370.4100036621094,360.5,357.3399963378906,0.027489607939277017,0.03657583102413242
61,61,61,61,2019-05-03,377.6799926757813,366.760009765625,358.04998779296875,0.02977419189495234,0.054824760653708005
62,62,62,62,2019-05-06,376.2799987792969,370.1499938964844,361.6900024414063,0.016560867172475957,0.04033840094945429
63,63,63,63,2019-05-07,374.739990234375,370.9700012207031,359.3699951171875,0.010162517188091913,0.04276927769714178
64,64,64,64,2019-05-08,372.3200073242188,371.1900024414063,358.04998779296875,0.0030442761803393115,0.039854824794747
65,65,65,65,2019-05-09,374.3299865722656,371.0400085449219,358.6300048828125,0.008866909097608566,0.043777657964183314
66,66,66,66,2019-05-10,377.8900146484375,370.4100036621094,360.5,0.02019386871946205,0.048238598192614335
67,67,67,67,2019-05-13,368.8900146484375,377.6799926757813,366.760009765625,-0.02327361310581666,0.005807625766434121
68,68,68,68,2019-05-14,373.1499938964844,376.2799987792969,370.1499938964844,-0.008318286629548921,0.008104822502952524
69,69,69,69,2019-05-15,377.1900024414063,374.739990234375,370.9700012207031,0.006537898998980607,0.016766857698023552
70,70,70,70,2019-05-16,382.1900024414063,372.3200073242188,371.1900024414063,0.02650944059686977,0.029634418835772447
71,71,71,71,2019-05-17,386.4100036621094,374.3299865722656,371.0400085449219,0.0322710376490547,0.04142409110398315
72,72,72,72,2019-05-20,377.2900085449219,377.8900146484375,370.4100036621094,-0.0015877797249388426,0.018574025579202402
73,73,73,73,2019-05-21,379.2099914550781,368.8900146484375,377.6799926757813,0.027975755365663213,0.004051045353123284
74,74,74,74,2019-05-22,378.0799865722656,373.1499938964844,376.2799987792969,0.013211825690526258,0.004783639307983867
75,75,75,75,2019-05-23,375.510009765625,377.1900024414063,374.739990234375,-0.004453969259278767,0.002054810138540031
76,76,76,76,2019-05-24,375.0,382.1900024414063,372.3200073242188,-0.018812638728059383,0.007198089339978564
77,77,77,77,2019-05-28,377.0,386.4100036621094,374.3299865722656,-0.024352381079496666,0.0071327799628975175
78,78,78,78,2019-05-29,375.3699951171875,377.2900085449219,377.8900146484375,-0.005088959114340708,-0.006668658693176788
79,79,79,79,2019-05-30,379.2200012207031,379.2099914550781,368.8900146484375,2.639636573542603e-05,0.028002890189669172
80,80,80,80,2019-05-31,376.7999877929688,378.0799865722656,373.1499938964844,-0.00338552376416823,0.009781572976514497
81,81,81,81,2019-06-03,377.6499938964844,375.510009765625,377.1900024414063,0.00569887373227429,0.0012195218645794093
82,82,82,82,2019-06-04,387.6700134277344,375.0,382.1900024414063,0.03378670247395843,0.014338446718443976
83,83,83,83,2019-06-05,384.9599914550781,377.0,386.4100036621094,0.021114035689862476,-0.0037525224328798235
84,84,84,84,2019-06-06,387.30999755859375,375.3699951171875,377.2900085449219,0.03180862241713989,0.02655779052383478
85,85,85,85,2019-06-07,394.0400085449219,379.2200012207031,379.2099914550781,0.03908023647622327,0.039107664418173815
86,86,86,86,2019-06-10,395.4100036621094,376.7999877929688,378.0799865722656,0.049389640318581396,0.04583690675341079
87,87,87,87,2019-06-11,391.6400146484375,377.6499938964844,375.510009765625,0.037044938376956216,0.042954926535460514
88,88,88,88,2019-06-12,391.1600036621094,387.6700134277344,375.0,0.009002476625718181,0.0430933430989584
89,89,89,89,2019-06-13,389.7200012207031,384.9599914550781,377.0,0.012364946673115496,0.033740056288337206
90,90,90,90,2019-06-14,392.0799865722656,387.30999755859375,375.3699951171875,0.012315687804961062,0.04451605528529634
91,91,91,91,2019-06-17,394.0700073242188,394.0400085449219,379.2200012207031,7.613130303107951e-05,0.03915934300858015
92,92,92,92,2019-06-18,395.2099914550781,395.4100036621094,376.7999877929688,-0.0005058349692188546,0.0488588223421722
93,93,93,93,2019-06-19,397.75,391.6400146484375,377.6499938964844,0.015601024213644843,0.05322390157121282
94,94,94,94,2019-06-20,398.7699890136719,391.1600036621094,387.6700134277344,0.019454916863473892,0.02863253592351067
95,95,95,95,2019-06-21,394.6900024414063,389.7200012207031,384.9599914550781,0.012752748653227508,0.02527538238337579
96,96,96,96,2019-06-24,392.4400024414063,392.0799865722656,387.30999755859375,0.0009182204689612838,0.013245216790554126
97,97,97,97,2019-06-25,390.9100036621094,394.0700073242188,394.0400085449219,-0.00801888903843817,-0.007943368223878422
98,98,98,98,2019-06-26,388.239990234375,395.2099914550781,395.4100036621094,-0.01763619688622009,-0.01813311085032987
