,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,CHTR,CHTR_6m,CHTR_12m,CHTR_6m_ret,CHTR_12m_ret
99,99,99,99,2019-06-27,391.4100036621094,397.75,391.6400146484375,-0.01593965138376019,-0.0005873020573105014
100,100,100,100,2019-06-28,395.1799926757813,398.7699890136719,391.1600036621094,-0.009002674315512493,0.010277096267604202
101,101,101,101,2019-07-01,397.739990234375,394.6900024414063,389.7200012207031,0.007727552697313289,0.020578848887794265
102,102,102,102,2019-07-02,398.6900024414063,392.4400024414063,392.0799865722656,0.01592600132789257,0.01685884537726179
103,103,103,103,2019-07-03,400.0,390.9100036621094,394.0700073242188,0.023253424708332027,0.015048069037393974
104,104,104,104,2019-07-05,401.6799926757813,388.239990234375,395.2099914550781,0.03461776936809824,0.01637104668554068
105,105,105,105,2019-07-08,399.3999938964844,391.4100036621094,397.75,0.020413352136172014,0.0041483190357871624
106,106,106,106,2019-07-09,401.2200012207031,395.1799926757813,398.7699890136719,0.01528419620645427,0.006143923250320649
107,107,107,107,2019-07-10,407.2099914550781,397.739990234375,394.6900024414063,0.023809527463212188,0.03172106953869558
108,108,108,108,2019-07-11,410.25,398.6900024414063,392.4400024414063,0.02899495218792847,0.045382727162868175
109,109,109,109,2019-07-12,414.30999755859375,400.0,390.9100036621094,0.03577499389648442,0.05986030973182932
110,110,110,110,2019-07-15,414.6300048828125,401.6799926757813,388.239990234375,0.03223962468422936,0.06797345794416021
111,111,111,111,2019-07-16,414.8399963378906,399.3999938964844,391.4100036621094,0.03865799368391576,0.05986048505803532
112,112,112,112,2019-07-17,414.55999755859375,401.2200012207031,395.1799926757813,0.03324858256643237,0.049040956632418586
113,113,113,113,2019-07-18,415.6199951171875,407.2099914550781,397.739990234375,0.020652743887884517,0.044954003423886
114,114,114,114,2019-07-19,409.7900085449219,410.25,398.6900024414063,-0.0011212466912324803,0.027841195002492825
115,115,115,115,2019-07-22,407.8599853515625,414.30999755859375,400.0,-0.015568082462502186,0.019649963378906232
116,116,116,116,2019-07-23,407.5299987792969,414.6300048828125,401.6799926757813,-0.01712371516750777,0.014563847366521498
117,117,117,117,2019-07-24,409.6700134277344,414.8399963378906,399.3999938964844,-0.012462595110875552,0.025713619649958552
118,118,118,118,2019-07-25,405.5,414.55999755859375,401.2200012207031,-0.021854490573015806,0.01066746115915218
119,119,119,119,2019-07-26,398.7900085449219,415.6199951171875,407.2099914550781,-0.040493688393216654,-0.020677250280793036
120,120,120,120,2019-07-29,393.6499938964844,409.7900085449219,410.25,-0.03938606191436267,-0.040463147113993014
121,121,121,121,2019-07-30,394.55999755859375,407.8599853515625,414.30999755859375,-0.032609199898599006,-0.047669619648043504
122,122,122,122,2019-07-31,385.3800048828125,407.5299987792969,414.6300048828125,-0.05435181204532624,-0.07054482226453185
123,123,123,123,2019-08-01,384.3800048828125,409.6700134277344,414.8399963378906,-0.06173263288986863,-0.07342587919190946
124,124,124,124,2019-08-02,384.6600036621094,405.5,414.55999755859375,-0.051393332522541635,-0.07212464799442764
125,125,125,125,2019-08-05,379.739990234375,398.7900085449219,415.6199951171875,-0.04776954763750296,-0.08632887085400176
126,126,126,126,2019-08-06,381.989990234375,393.6499938964844,409.7900085449219,-0.029620230770727618,-0.0678396684420367
127,127,127,127,2019-08-07,375.0299987792969,394.55999755859375,407.8599853515625,-0.04949817239492604,-0.0804932764952836
128,128,128,128,2019-08-08,380.0299987792969,385.3800048828125,407.5299987792969,-0.01388241744701435,-0.06747969494852568
129,129,129,129,2019-08-09,379.5700073242188,384.3800048828125,409.6700134277344,-0.012513651848410134,-0.07347378406260918
130,130,130,130,2019-08-12,376.2799987792969,384.6600036621094,405.5,-0.021785485371579205,-0.07205918920025434
131,131,131,131,2019-08-13,379.3699951171875,379.739990234375,398.7900085449219,-0.0009743380384013012,-0.0486973419885639
132,132,132,132,2019-08-14,375.1799926757813,381.989990234375,393.6499938964844,-0.017827685888877176,-0.04691985648946817
133,133,133,133,2019-08-15,380.9400024414063,375.0299987792969,394.55999755859375,0.01575874911699371,-0.03451945255845357
134,134,134,134,2019-08-16,384.510009765625,380.0299987792969,385.3800048828125,0.011788571956736327,-0.002257499367285698
135,135,135,135,2019-08-19,388.4200134277344,379.5700073242188,384.3800048828125,0.023315873047777824,0.010510454481506004
136,136,136,136,2019-08-20,391.5499877929688,376.2799987792969,384.6600036621094,0.04058145280963599,0.017911880791515067
137,137,137,137,2019-08-21,392.1300048828125,379.3699951171875,379.739990234375,0.0336347363519971,0.0326276267105563
138,138,138,138,2019-08-22,391.0400085449219,375.1799926757813,381.989990234375,0.04227308539569785,0.023691768218832454
139,139,139,139,2019-08-23,385.510009765625,380.9400024414063,375.0299987792969,0.01199665904060998,0.027944460497666856
140,140,140,140,2019-08-26,396.7799987792969,384.510009765625,380.0299987792969,0.031910714160994,0.044075467867807916
141,141,141,141,2019-08-27,398.489990234375,388.4200134277344,379.5700073242188,0.025925483905360425,0.04984583224457784
142,142,142,142,2019-08-28,400.5,391.5499877929688,376.2799987792969,0.022857904446579758,0.06436696422684185
143,143,143,143,2019-08-29,407.239990234375,392.1300048828125,379.3699951171875,0.03853310168416746,0.07346388875213616
144,144,144,144,2019-08-30,409.5899963378906,391.0400085449219,375.1799926757813,0.04743757003789484,0.09171598788276891
145,145,145,145,2019-09-03,411.80999755859375,385.510009765625,380.9400024414063,0.06822128382336468,0.08103637034531608
146,146,146,146,2019-09-04,419.4700012207031,396.7799987792969,384.510009765625,0.05718534833210498,0.09092088779792151
147,147,147,147,2019-09-05,422.0499877929688,398.489990234375,388.4200134277344,0.0591231853646732,0.08658146646063924
148,148,148,148,2019-09-06,425.7200012207031,400.5,391.5499877929688,0.06297128894058202,0.08726858509264379
149,149,149,149,2019-09-09,419.7799987792969,407.239990234375,392.1300048828125,0.030792674701973333,0.0705123136515593
150,150,150,150,2019-09-10,421.3399963378906,409.5899963378906,391.0400085449219,0.02868722406566504,0.07748564630436783
151,151,151,151,2019-09-11,425.0,411.80999755859375,385.510009765625,0.03202934003448887,0.10243570655502143
152,152,152,152,2019-09-12,425.0,419.4700012207031,396.7799987792969,0.013183299790697767,0.07112253971350024
153,153,153,153,2019-09-13,425.5199890136719,422.0499877929688,398.489990234375,0.008221777801366015,0.06783106085901669
154,154,154,154,2019-09-16,423.25,425.7200012207031,400.5,-0.0058019383952379044,0.056803995006242225
155,155,155,155,2019-09-17,425.1499938964844,419.7799987792969,407.239990234375,0.012792403479925829,0.043978990500912696
156,156,156,156,2019-09-18,425.4200134277344,421.3399963378906,409.5899963378906,0.009683431730444614,0.038648446571885486
157,157,157,157,2019-09-19,427.4200134277344,425.0,411.80999755859375,0.005694149241727953,0.037905869118487256
158,158,158,158,2019-09-20,420.3500061035156,425.0,419.4700012207031,-0.010941162109375013,0.002097897061176246
159,159,159,159,2019-09-23,421.510009765625,425.5199890136719,422.0499877929688,-0.009423715340240002,-0.001279417232464608
160,160,160,160,2019-09-24,417.5299987792969,423.25,425.7200012207031,-0.013514474236746898,-0.019238002485019168
161,161,161,161,2019-09-25,416.6600036621094,425.1499938964844,419.7799987792969,-0.01996939987359414,-0.007432453014103335
162,162,162,162,2019-09-26,411.0,425.4200134277344,421.3399963378906,-0.03389594511914962,-0.024540742459205123
163,163,163,163,2019-09-27,406.2099914550781,427.4200134277344,425.0,-0.049623371171977904,-0.044211784811580834
164,164,164,164,2019-09-30,412.1199951171875,420.3500061035156,425.0,-0.01957894817848871,-0.030305893841911735
165,165,165,165,2019-10-01,405.6000061035156,421.510009765625,425.5199890136719,-0.037745257036614466,-0.04681327181909711
166,166,166,166,2019-10-02,410.75,417.5299987792969,423.25,-0.016238351254087346,-0.02953337271116363
167,167,167,167,2019-10-03,416.6700134277344,416.6600036621094,425.1499938964844,2.402382166999395e-05,-0.019945855793225498
168,168,168,168,2019-10-04,427.7200012207031,411.0,425.4200134277344,0.040681268176893326,0.005406393024242284
169,169,169,169,2019-10-07,430.0400085449219,406.2099914550781,427.4200134277344,0.05866428101505483,0.0061297904517296775
170,170,170,170,2019-10-08,428.0700073242188,412.1199951171875,420.3500061035156,0.03870234979134146,0.018365650311902293
171,171,171,171,2019-10-09,429.2799987792969,405.6000061035156,421.510009765625,0.05838262406174066,0.018433699873443787
172,172,172,172,2019-10-10,426.9299926757813,410.75,417.5299987792969,0.039391339441950945,0.022513337781636222
173,173,173,173,2019-10-11,423.1600036621094,416.6700134277344,416.6600036621094,0.015575851453732303,0.015600249466879879
174,174,174,174,2019-10-14,422.9599914550781,427.7200012207031,411.0,-0.011128798634714387,0.029099735900433465
175,175,175,175,2019-10-15,432.9200134277344,430.0400085449219,406.2099914550781,0.006697062658326258,0.06575422203914472
176,176,176,176,2019-10-16,438.1000061035156,428.0700073242188,412.1199951171875,0.02343074405514267,0.06303991869877756
177,177,177,177,2019-10-17,441.9299926757813,429.2799987792969,405.6000061035156,0.02946793219450239,0.08957097146343163
178,178,178,178,2019-10-18,440.0499877929688,426.9299926757813,410.75,0.030731022280627407,0.07133289785263242
179,179,179,179,2019-10-21,438.1600036621094,423.1600036621094,416.6700134277344,0.03544758453111596,0.05157556229589866
180,180,180,180,2019-10-22,437.2300109863281,422.9599914550781,427.7200012207031,0.03373846183928153,0.022234194656512773
181,181,181,181,2019-10-23,435.55999755859375,432.9200134277344,430.0400085449219,0.00609808751957841,0.012835989452119279
182,182,182,182,2019-10-24,435.0700073242188,438.1000061035156,428.0700073242188,-0.0069162262887092485,0.01635246543843527
183,183,183,183,2019-10-25,462.1900024414063,441.9299926757813,429.2799987792969,0.04584438734957863,0.0766632588419971
184,184,184,184,2019-10-28,467.0899963378906,440.0499877929688,426.9299926757813,0.0614475838995896,0.09406695325012593
185,185,185,185,2019-10-29,464.0700073242188,438.1600036621094,423.1600036621094,0.05913365767198164,0.09667738753205946
186,186,186,186,2019-10-30,468.7799987792969,437.2300109863281,422.9599914550781,0.07215878828124467,0.10833177664532179
187,187,187,187,2019-10-31,467.8599853515625,435.55999755859375,432.9200134277344,0.0741573789466825,0.08070768465330036
188,188,188,188,2019-11-01,476.4800109863281,435.0700073242188,438.1000061035156,0.09518009277814943,0.08760557942960623
189,189,189,189,2019-11-04,473.5,462.1900024414063,441.9299926757813,0.024470450461609783,0.0714366706207692
190,190,190,190,2019-11-05,473.25,467.0899963378906,440.0499877929688,0.013188044510491492,0.07544600188161099
191,191,191,191,2019-11-06,469.0299987792969,464.0700073242188,438.1600036621094,0.010688024170484312,0.0704537038049533
192,192,192,192,2019-11-07,468.4400024414063,468.7799987792969,437.2300109863281,-0.0007252791048592,0.0713811739150132
193,193,193,193,2019-11-08,469.75,467.8599853515625,435.55999755859375,0.004039701422675179,0.07849665403859052
194,194,194,194,2019-11-11,473.5,476.4800109863281,435.0700073242188,-0.006254220361016638,0.0883305951429163
195,195,195,195,2019-11-12,474.0700073242188,473.5,462.1900024414063,0.0012038169466077608,0.025703725351174267
196,196,196,196,2019-11-13,480.1600036621094,473.25,467.0899963378906,0.014601169914652656,0.027981775303883794
197,197,197,197,2019-11-14,479.9700012207031,469.0299987792969,464.0700073242188,0.023324739291471497,0.034262058839273246
198,198,198,198,2019-11-15,475.6000061035156,468.4400024414063,468.7799987792969,0.015284782735874192,0.014548417897474408
199,199,199,199,2019-11-18,474.0700073242188,469.75,467.8599853515625,0.009196396645489768,0.013273248764777312
200,200,200,200,2019-11-19,478.9700012207031,473.5,476.4800109863281,0.01155227290539207,0.005225802083954401
201,201,201,201,2019-11-20,479.0799865722656,474.0700073242188,473.5,0.010568015631962302,0.01178455453487981
202,202,202,202,2019-11-21,474.6499938964844,480.1600036621094,473.25,-0.011475361803567452,0.002958254403559124
203,203,203,203,2019-11-22,468.5,479.9700012207031,469.0299987792969,-0.0238973293987782,-0.0011299890852957128
204,204,204,204,2019-11-25,466.05999755859375,475.6000061035156,468.4400024414063,-0.02005889071171596,-0.005080703762292971
205,205,205,205,2019-11-26,467.30999755859375,474.0700073242188,469.75,-0.014259517921794695,-0.005194257459087304
206,206,206,206,2019-11-27,473.7799987792969,478.9700012207031,473.5,-0.010835756786811257,0.0005913384990430259
207,207,207,207,2019-11-29,470.010009765625,479.0799865722656,474.0700073242188,-0.01893207201481062,-0.008564130815846283
208,208,208,208,2019-12-02,470.3299865722656,474.6499938964844,480.1600036621094,-0.009101458716464061,-0.020472377988319912
209,209,209,209,2019-12-03,469.8599853515625,468.5,479.9700012207031,0.0029028502701440306,-0.0210638494977351
210,210,210,210,2019-12-04,462.0499877929688,466.05999755859375,475.6000061035156,-0.008604063396624784,-0.028490366140991208
211,211,211,211,2019-12-05,467.2699890136719,467.30999755859375,474.0700073242188,-8.561457090772162e-05,-0.01434391167019422
212,212,212,212,2019-12-06,467.8500061035156,473.7799987792969,478.9700012207031,-0.012516342376335032,-0.023216475121295876
213,213,213,213,2019-12-09,468.6600036621094,470.010009765625,479.0799865722656,-0.0028722922394542882,-0.021749985810739947
214,214,214,214,2019-12-10,461.7099914550781,470.3299865722656,474.6499938964844,-0.018327547388609977,-0.02726219868914259
215,215,215,215,2019-12-11,465.8699951171875,469.8599853515625,468.5,-0.008491870682261982,-0.0056136710412220125
216,216,216,216,2019-12-12,469.6000061035156,462.0499877929688,466.05999755859375,0.01634026298022495,0.00759560692500072
217,217,217,217,2019-12-13,475.2699890136719,467.2699890136719,467.30999755859375,0.017120722897027152,0.017033642542775063
218,218,218,218,2019-12-16,470.2300109863281,467.8500061035156,473.7799987792969,0.005087110936760064,-0.0074929034617656765
219,219,219,219,2019-12-17,471.1300048828125,468.6600036621094,470.010009765625,0.005270347803103537,0.002382917584555333
220,220,220,220,2019-12-18,466.5199890136719,461.7099914550781,470.3299865722656,0.010417789624684204,-0.008100690296956703
221,221,221,221,2019-12-19,475.6700134277344,465.8699951171875,469.8599853515625,0.02103595083019183,0.01236544557380137
222,222,222,222,2019-12-20,476.2200012207031,469.6000061035156,462.0499877929688,0.014097093337192668,0.030667706529803995
223,223,223,223,2019-12-23,480.7200012207031,475.2699890136719,467.2699890136719,0.011467191981428648,0.028784241494776763
224,224,224,224,2019-12-24,480.8599853515625,470.2300109863281,467.8500061035156,0.02260590374259075,0.02780801341951533
225,225,225,225,2019-12-26,485.7300109863281,471.1300048828125,468.6600036621094,0.030989336175154536,0.03642300855808833
226,226,226,226,2019-12-27,483.6900024414063,466.5199890136719,461.7099914550781,0.03680445389711107,0.04760566457974669
227,227,227,227,2019-12-30,483.0799865722656,475.6700134277344,465.8699951171875,0.01557796988532889,0.036941618124062714
228,228,228,228,2019-12-31,485.0799865722656,476.2200012207031,469.6000061035156,0.01860481569201533,0.03296418285253955
229,229,229,229,2020-01-02,490.4299926757813,480.7200012207031,475.2699890136719,0.020198850537571422,0.03189766661591875
230,230,230,230,2020-01-03,494.4700012207031,480.8599853515625,470.2300109863281,0.02830349017124023,0.051549219888221476
231,231,231,231,2020-01-06,497.4500122070313,485.7300109863281,471.1300048828125,0.024128633099907537,0.05586569959764209
232,232,232,232,2020-01-07,499.1600036621094,483.6900024414063,466.5199890136719,0.03198329744799122,0.0699648791415044
233,233,233,233,2020-01-08,500.7699890136719,483.0799865722656,475.6700134277344,0.03661919958002646,0.052767622253637736
234,234,234,234,2020-01-09,507.2799987792969,485.0799865722656,476.2200012207031,0.04576567333545101,0.06522195094489325
235,235,235,235,2020-01-10,505.0299987792969,490.4299926757813,480.7200012207031,0.02976980674419627,0.050569973158726134
236,236,236,236,2020-01-13,510.1499938964844,494.4700012207031,480.8599853515625,0.031710705678952955,0.06091171949670038
237,237,237,237,2020-01-14,509.6199951171875,497.4500122070313,485.7300109863281,0.0244647353734333,0.04918366909705285
238,238,238,238,2020-01-15,515.4000244140625,499.1600036621094,483.6900024414063,0.03253469956087729,0.06555856398230508
239,239,239,239,2020-01-16,508.7799987792969,500.7699890136719,483.0799865722656,0.015995386986751514,0.05320032483520554
240,240,240,240,2020-01-17,502.7300109863281,507.2799987792969,485.0799865722656,-0.008969381414441147,0.03638580214117537
241,241,241,241,2020-01-21,503.5899963378906,505.0299987792969,490.4299926757813,-0.0028513206044925576,0.026833602876342066
242,242,242,242,2020-01-22,510.5,510.1499938964844,494.4700012207031,0.0006860846960758948,0.03241854660489696
243,243,243,243,2020-01-23,513.1400146484375,509.6199951171875,497.4500122070313,0.006907145647691015,0.03154086251158095
244,244,244,244,2020-01-24,504.6700134277344,515.4000244140625,499.1600036621094,-0.020818801858860314,0.011038564238321502
245,245,245,245,2020-01-27,504.0799865722656,508.7799987792969,500.7699890136719,-0.009237808519021673,0.006609816145558556
246,246,246,246,2020-01-28,499.3399963378906,502.7300109863281,507.2799987792969,-0.006743211215472278,-0.01565211019656365
247,247,247,247,2020-01-29,490.739990234375,503.5899963378906,505.0299987792969,-0.02551680175730442,-0.028295365779185677
248,248,248,248,2020-01-30,492.9800109863281,510.5,510.1499938964844,-0.03431927328828965,-0.03365673452039719
