,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,EOG,EOG_6m,EOG_12m,EOG_6m_ret,EOG_12m_ret
37,37,37,37,2019-03-29,75.92242431640625,77.2705078125,70.64981842041016,-0.017446287519747194,0.07463014079697738
38,38,38,38,2019-04-01,77.32634735107422,74.72592163085938,71.54320526123047,0.03479951352170341,0.0808342604825627
39,39,39,39,2019-04-02,76.61641693115234,74.00801086425781,70.8731689453125,0.035244915198149984,0.08103557483469492
40,40,40,40,2019-04-03,74.92534637451172,75.59538269042969,73.32202911376953,-0.008863455571907486,0.021866787923373154
41,41,41,41,2019-04-04,74.71793365478516,75.45179748535156,74.0877914428711,-0.00972626040763147,0.008505344802995918
42,42,42,42,2019-04-05,78.6744155883789,75.97029876708984,76.48878479003906,0.035594394982957134,0.028574526374544718
43,43,43,43,2019-04-08,79.35242462158203,75.92242431640625,77.2705078125,0.045177697314844334,0.026943226698262324
44,44,44,44,2019-04-09,78.6265640258789,77.32634735107422,74.72592163085938,0.0168146656262127,0.052199321331738435
45,45,45,45,2019-04-10,78.754150390625,76.61641693115234,74.00801086425781,0.027901767598889737,0.06413007822994121
46,46,46,46,2019-04-11,78.754150390625,74.92534637451172,75.59538269042969,0.05110158579681623,0.04178519358954458
47,47,47,47,2019-04-12,84.00284576416016,74.71793365478516,75.45179748535156,0.12426617888382108,0.11333127326050407
48,48,48,48,2019-04-15,81.6288070678711,78.6744155883789,75.97029876708984,0.03755212488580062,0.07448316503439245
49,49,49,49,2019-04-16,81.81265258789062,79.35242462158203,75.92242431640625,0.031003815926746947,0.07758219425313517
50,50,50,50,2019-04-17,81.40499877929688,78.6265640258789,77.32634735107422,0.035337099971753716,0.05274594711819125
51,51,51,51,2019-04-18,83.02764892578125,78.754150390625,76.61641693115234,0.05426378818080635,0.08367961138655255
52,52,52,52,2019-04-22,85.5855484008789,78.754150390625,74.92534637451172,0.08674333957473723,0.14227764758113426
53,53,53,53,2019-04-23,85.20987701416016,84.00284576416016,74.71793365478516,0.014368932850070015,0.14042068411380737
54,54,54,54,2019-04-24,83.08361053466797,81.6288070678711,78.6744155883789,0.017822182132188447,0.056043567827154694
55,55,55,55,2019-04-25,81.59683990478516,81.81265258789062,79.35242462158203,-0.002637888838448621,0.02828414246831601
56,56,56,56,2019-04-26,78.23957824707031,81.40499877929688,78.6265640258789,-0.03888484220494337,-0.004921819789571624
57,57,57,57,2019-04-29,77.53618621826172,83.02764892578125,78.754150390625,-0.06614016870968331,-0.015465396633981943
58,58,58,58,2019-04-30,76.77681732177734,85.5855484008789,78.754150390625,-0.10292311311533409,-0.025107668091649438
59,59,59,59,2019-05-01,73.4515380859375,85.20987701416016,84.00284576416016,-0.13799267573486418,-0.12560655037622992
60,60,60,60,2019-05-02,71.27732849121094,83.08361053466797,81.6288070678711,-0.14210121548016585,-0.12681158709147022
61,61,61,61,2019-05-03,72.66020202636719,81.59683990478516,81.81265258789062,-0.10952186247465068,-0.11187084481451126
62,62,62,62,2019-05-06,72.93196868896484,78.23957824707031,81.40499877929688,-0.06783791115725002,-0.10408488689133077
63,63,63,63,2019-05-07,73.36360931396484,77.53618621826172,83.02764892578125,-0.053814574946351,-0.11639543859004287
64,64,64,64,2019-05-08,75.1621322631836,76.77681732177734,85.5855484008789,-0.021030893372754544,-0.12178944147056803
65,65,65,65,2019-05-09,75.32999420166016,73.4515380859375,85.20987701416016,0.02557408823113927,-0.11594762436821926
66,66,66,66,2019-05-10,75.93748474121094,71.27732849121094,83.08361053466797,0.06538062450775817,-0.08601125718381242
67,67,67,67,2019-05-13,74.73847961425781,72.66020202636719,81.59683990478516,0.028602694871897816,-0.08405178801691737
68,68,68,68,2019-05-14,75.40992736816406,72.93196868896484,78.23957824707031,0.03397630317326339,-0.03616648942010636
69,69,69,69,2019-05-15,75.4259033203125,73.36360931396484,77.53618621826172,0.028110585420108247,-0.02721674873211899
70,70,70,70,2019-05-16,76.08135986328125,75.1621322631836,76.77681732177734,0.012229929785372962,-0.00905816993665387
71,71,71,71,2019-05-17,74.35478210449219,75.32999420166016,73.4515380859375,-0.012945867147650447,0.012297142334826372
72,72,72,72,2019-05-20,74.88235473632812,75.93748474121094,71.27732849121094,-0.013894718905671066,0.05057746020267473
73,73,73,73,2019-05-21,76.44107055664062,74.73847961425781,72.66020202636719,0.022780647280628008,0.05203493005567794
74,74,74,74,2019-05-22,74.26687622070312,75.40992736816406,72.93196868896484,-0.015157833820477862,0.01830346219545098
75,75,75,75,2019-05-23,71.02154541015625,75.4259033203125,73.36360931396484,-0.058393174178533735,-0.03192405506912244
76,76,76,76,2019-05-24,69.67066192626953,76.08135986328125,75.1621322631836,-0.08426108508748775,-0.07306166245637402
77,77,77,77,2019-05-28,69.63067626953125,74.35478210449219,75.32999420166016,-0.06353466046503997,-0.0756580163390389
78,78,78,78,2019-05-29,69.08712768554688,74.88235473632812,75.93748474121094,-0.07739108994618427,-0.09021048141124965
79,79,79,79,2019-05-30,67.1127700805664,76.44107055664062,74.73847961425781,-0.12203257238740817,-0.10203190609508539
80,80,80,80,2019-05-31,65.45013427734375,74.26687622070312,75.40992736816406,-0.11871701614536956,-0.13207535716345298
81,81,81,81,2019-06-03,66.30541229248047,71.02154541015625,75.4259033203125,-0.06640425930525251,-0.12091987800397808
82,82,82,82,2019-06-04,67.3685531616211,69.67066192626953,76.08135986328125,-0.0330427284742133,-0.11451959740621265
83,83,83,83,2019-06-05,65.57003784179688,69.63067626953125,74.35478210449219,-0.05831680295644659,-0.11814632514624201
84,84,84,84,2019-06-06,67.36054229736328,69.08712768554688,74.88235473632812,-0.024991419473135768,-0.10044839622699175
85,85,85,85,2019-06-07,67.62433624267578,67.1127700805664,76.44107055664062,0.007622486175064225,-0.1153402778082745
86,86,86,86,2019-06-10,68.10394287109375,65.45013427734375,74.26687622070312,0.0405470305454918,-0.08298360807979366
87,87,87,87,2019-06-11,69.1430892944336,66.30541229248047,71.02154541015625,0.04279706443021292,-0.026449102238966904
88,88,88,88,2019-06-12,67.9680404663086,67.3685531616211,69.67066192626953,0.008898622228820763,-0.024438141003494063
89,89,89,89,2019-06-13,69.13509368896484,65.57003784179688,69.63067626953125,0.054370196579259344,-0.007117302417803173
90,90,90,90,2019-06-14,68.07997131347656,67.36054229736328,69.08712768554688,0.01068027351884071,-0.01457806114989224
91,91,91,91,2019-06-17,68.31978607177734,67.62433624267578,67.1127700805664,0.010284017082339725,0.017984893035438043
92,92,92,92,2019-06-18,70.58189392089844,68.10394287109375,65.45013427734375,0.03638483978078799,0.07840716753626431
93,93,93,93,2019-06-19,70.8616714477539,69.1430892944336,66.30541229248047,0.024855443557085355,0.06871624800665255
94,94,94,94,2019-06-20,73.09982299804688,67.9680404663086,67.3685531616211,0.07550287600658545,0.08507336980617852
95,95,95,95,2019-06-21,73.83519744873047,69.13509368896484,65.57003784179688,0.06798434064342418,0.1260508591877778
96,96,96,96,2019-06-24,72.3884048461914,68.07997131347656,67.36054229736328,0.06328489054257247,0.07464106400201787
97,97,97,97,2019-06-25,71.97276306152344,68.31978607177734,67.62433624267578,0.053468800179032216,0.06430269131578537
98,98,98,98,2019-06-26,74.41075134277344,70.58189392089844,68.10394287109375,0.054247020151740655,0.0926056290693349
99,99,99,99,2019-06-27,73.6274185180664,70.8616714477539,69.1430892944336,0.03903022626768937,0.06485578341079168
100,100,100,100,2019-06-28,74.46671295166016,73.09982299804688,67.9680404663086,0.018698950251217372,0.095613650780074
101,101,101,101,2019-07-01,74.41075134277344,73.83519744873047,69.13509368896484,0.007795115526610719,0.07630940195935088
102,102,102,102,2019-07-02,69.99037170410156,72.3884048461914,68.07997131347656,-0.03312731019816095,0.02806112214455103
103,103,103,103,2019-07-03,69.70262145996094,71.97276306152344,68.31978607177734,-0.0315416763925257,0.020240628194162946
104,104,104,104,2019-07-05,70.79771423339844,74.41075134277344,70.58189392089844,-0.048555310142368135,0.0030577291216054014
105,105,105,105,2019-07-08,72.06068420410156,73.6274185180664,70.8616714477539,-0.021279223766081157,0.016920469583217246
106,106,106,106,2019-07-09,71.2613525390625,74.46671295166016,73.09982299804688,-0.04304420439073775,-0.025150135576025856
107,107,107,107,2019-07-10,72.46834564208984,74.41075134277344,73.83519744873047,-0.026103831309751135,-0.01851219816388705
108,108,108,108,2019-07-11,72.61223602294922,69.99037170410156,72.3884048461914,0.03746035711786355,0.0030920860493250935
109,109,109,109,2019-07-12,72.66020202636719,69.70262145996094,71.97276306152344,0.04243141082011048,0.0095513765986186
110,110,110,110,2019-07-15,70.94160461425781,70.79771423339844,74.41075134277344,0.0020324156283493267,-0.04662157908519138
111,111,111,111,2019-07-16,69.76915740966797,72.06068420410156,73.6274185180664,-0.03179995887831388,-0.05240250420367121
112,112,112,112,2019-07-17,68.317626953125,71.2613525390625,74.46671295166016,-0.04130886491838437,-0.08257496208442583
113,113,113,113,2019-07-18,68.5101089477539,72.46834564208984,74.41075134277344,-0.054620216030390245,-0.07929825043478189
114,114,114,114,2019-07-19,69.80123901367188,72.61223602294922,69.99037170410156,-0.03871244246477856,-0.002702267266550429
115,115,115,115,2019-07-22,69.93756103515625,72.66020202636719,69.70262145996094,-0.03747087009506156,0.003370598842258321
116,116,116,116,2019-07-23,70.24230194091797,70.94160461425781,70.79771423339844,-0.009857440878907053,-0.007845059667455412
117,117,117,117,2019-07-24,70.3144760131836,69.76915740966797,72.06068420410156,0.007816041124212525,-0.024232467540442504
118,118,118,118,2019-07-25,68.54220581054688,68.317626953125,71.2613525390625,0.0032872754432171636,-0.03815738309240069
119,119,119,119,2019-07-26,67.59590911865234,68.5101089477539,72.46834564208984,-0.013344013652039854,-0.06723537677404312
120,120,120,120,2019-07-29,67.2991714477539,69.80123901367188,72.61223602294922,-0.035845603907229906,-0.07317037549313465
121,121,121,121,2019-07-30,69.01533508300781,69.93756103515625,72.66020202636719,-0.013186418549609558,-0.05016318206817971
122,122,122,122,2019-07-31,68.84693145751953,70.24230194091797,70.94160461425781,-0.019865101866566204,-0.02952672367827014
123,123,123,123,2019-08-01,65.01363372802734,70.3144760131836,69.76915740966797,-0.07538763830313366,-0.06816083006015561
124,124,124,124,2019-08-02,66.12833404541016,68.54220581054688,68.317626953125,-0.03521730496693887,-0.03204579850551592
125,125,125,125,2019-08-05,63.35358810424805,67.59590911865234,68.5101089477539,-0.06276002600923192,-0.07526656901740214
126,126,126,126,2019-08-06,62.77620315551758,67.2991714477539,69.80123901367188,-0.06720689415541503,-0.10064342635491486
127,127,127,127,2019-08-07,62.1907844543457,69.01533508300781,69.93756103515625,-0.09888455399736762,-0.11076703942987653
128,128,128,128,2019-08-08,64.4442367553711,68.84693145751953,70.24230194091797,-0.06394903315139067,-0.08254378096013604
129,129,129,129,2019-08-09,63.65032958984375,65.01363372802734,70.3144760131836,-0.02096951147026682,-0.09477630782728652
130,130,130,130,2019-08-12,62.48750686645508,66.12833404541016,68.54220581054688,-0.0550569923091504,-0.0883353383873755
131,131,131,131,2019-08-13,62.96867370605469,63.35358810424805,67.59590911865234,-0.006075652693261602,-0.06845437058144133
132,132,132,132,2019-08-14,60.161869049072266,62.77620315551758,67.2991714477539,-0.04164530467012695,-0.1060533472425067
133,133,133,133,2019-08-15,60.09772109985352,62.1907844543457,69.01533508300781,-0.03365552264465643,-0.12921206529575902
134,134,134,134,2019-08-16,60.88362121582031,64.4442367553711,68.84693145751953,-0.05525110884727835,-0.11566688700734329
135,135,135,135,2019-08-19,62.39928436279297,63.65032958984375,65.01363372802734,-0.01965496856202298,-0.040212324943580735
136,136,136,136,2019-08-20,61.501121520996094,62.48750686645508,66.12833404541016,-0.01578532085728801,-0.06997322087740132
137,137,137,137,2019-08-21,61.9261360168457,62.96867370605469,63.35358810424805,-0.016556449863874723,-0.022531511317930075
138,138,138,138,2019-08-22,60.554813385009766,60.161869049072266,62.77620315551758,0.006531451601295535,-0.03538585736070543
139,139,139,139,2019-08-23,57.539493560791016,60.09772109985352,62.1907844543457,-0.04256779612012185,-0.0747906773385244
140,140,140,140,2019-08-26,57.94049072265625,60.88362121582031,64.4442367553711,-0.04834026679739123,-0.10092052230214044
141,141,141,141,2019-08-27,57.46733093261719,62.39928436279297,63.65032958984375,-0.07903862168516429,-0.09714008862277979
142,142,142,142,2019-08-28,58.16502380371094,61.501121520996094,62.48750686645508,-0.054244502129058514,-0.06917355611549547
143,143,143,143,2019-08-29,59.72882461547852,61.9261360168457,62.96867370605469,-0.0354827790445289,-0.05145176005612195
144,144,144,144,2019-08-30,59.49625396728516,60.554813385009766,60.161869049072266,-0.017481011971653526,-0.011063736753992415
145,145,145,145,2019-09-03,59.44814300537109,57.539493560791016,60.09772109985352,0.03317111998150568,-0.010808697611064955
146,146,146,146,2019-09-04,60.60294723510742,57.94049072265625,60.88362121582031,0.045951569951237614,-0.0046100079973554475
147,147,147,147,2019-09-05,60.62699890136719,57.46733093261719,62.39928436279297,0.05498198572080626,-0.02840233633324407
148,148,148,148,2019-09-06,61.300628662109375,58.16502380371094,61.501121520996094,0.053908769451898486,-0.003259987036468459
149,149,149,149,2019-09-09,64.15555572509766,59.72882461547852,61.9261360168457,0.07411381586892918,0.036001272671776
150,150,150,150,2019-09-10,64.2357406616211,59.49625396728516,60.554813385009766,0.07966025385299047,0.06078670003006792
151,151,151,151,2019-09-11,64.98153686523438,59.44814300537109,57.539493560791016,0.09307933906973931,0.12933800497532655
152,152,152,152,2019-09-12,63.89892959594727,60.60294723510742,57.94049072265625,0.05438650282226676,0.1028372179623449
153,153,153,153,2019-09-13,63.66637420654297,60.62699890136719,57.46733093261719,0.05013237270940096,0.10787073583066542
154,154,154,154,2019-09-16,68.67851257324219,61.300628662109375,58.16502380371094,0.12035576261052561,0.18075276312120225
155,155,155,155,2019-09-17,65.13391876220703,64.15555572509766,59.72882461547852,0.01524985679029256,0.09049389773740502
156,156,156,156,2019-09-18,65.21411895751953,64.2357406616211,59.49625396728516,0.015231058065513725,0.09610462187045288
157,157,157,157,2019-09-19,65.4466781616211,64.98153686523438,59.44814300537109,0.007158053176725909,0.10090365910518084
158,158,158,158,2019-09-20,64.95750427246094,63.89892959594727,60.60294723510742,0.016566391381003687,0.07185388229486822
159,159,159,159,2019-09-23,64.25979614257812,63.66637420654297,60.62699890136719,0.009320806209413002,0.05992045304965621
160,160,160,160,2019-09-24,63.00074005126953,68.67851257324219,61.300628662109375,-0.0826717456339433,0.027733995984465576
161,161,161,161,2019-09-25,61.56528091430664,65.13391876220703,64.15555572509766,-0.05478923908952704,-0.04037491034899887
162,162,162,162,2019-09-26,60.21800994873047,65.21411895751953,64.2357406616211,-0.07661084882621094,-0.06254665504761736
163,163,163,163,2019-09-27,60.12979507446289,65.4466781616211,64.98153686523438,-0.08123992288849435,-0.07466338939987738
164,164,164,164,2019-09-30,59.520320892333984,64.95750427246094,63.89892959594727,-0.08370369891861862,-0.06852397577393843
165,165,165,165,2019-10-01,57.40317153930664,64.25979614257812,63.66637420654297,-0.10670162395252802,-0.09837536290220628
166,166,166,166,2019-10-02,55.9757194519043,63.00074005126953,68.67851257324219,-0.111506953627026,-0.18496022475429996
167,167,167,167,2019-10-03,56.80972290039063,61.56528091430664,65.13391876220703,-0.07724415357635284,-0.12780124426731698
168,168,168,168,2019-10-04,56.8738899230957,60.21800994873047,65.21411895751953,-0.05553355264449866,-0.1278899288642794
169,169,169,169,2019-10-07,55.94364547729492,60.12979507446289,65.4466781616211,-0.06961855752184043,-0.14520267416565213
170,170,170,170,2019-10-08,55.11764144897461,59.520320892333984,64.95750427246094,-0.07396934991871695,-0.15148154064253339
171,171,171,171,2019-10-09,55.00535583496094,57.40317153930664,64.25979614257812,-0.04177148474634029,-0.14401602344152564
172,172,172,172,2019-10-10,55.26198196411133,55.9757194519043,63.00074005126953,-0.012750840807079333,-0.1228359870195248
173,173,173,173,2019-10-11,55.53464889526367,56.80972290039063,61.56528091430664,-0.022444643980444323,-0.09795508003020514
174,174,174,174,2019-10-14,54.6845932006836,56.8738899230957,60.21800994873047,-0.03849388050250202,-0.091889731207624
175,175,175,175,2019-10-15,55.53464889526367,55.94364547729492,60.12979507446289,-0.007310867544326305,-0.07642045301349742
176,176,176,176,2019-10-16,54.904911041259766,55.11764144897461,59.520320892333984,-0.003859570223297415,-0.07754343024163146
177,177,177,177,2019-10-17,53.769439697265625,55.00535583496094,57.40317153930664,-0.022469014497489614,-0.06330193514748272
178,178,178,178,2019-10-18,51.89311981201172,55.26198196411133,55.9757194519043,-0.060961659939874124,-0.07293518832572488
179,179,179,179,2019-10-21,54.48616409301758,55.53464889526367,56.80972290039063,-0.018879831296376715,-0.040900724184963044
180,180,180,180,2019-10-22,56.024261474609375,54.6845932006836,56.8738899230957,0.02449809343939724,-0.014938813744500123
181,181,181,181,2019-10-23,57.93281555175781,55.53464889526367,55.94364547729492,0.04318325053277983,0.035556675963674955
182,182,182,182,2019-10-24,57.95697021484375,54.904911041259766,55.11764144897461,0.05558809067717885,0.0515139743143338
183,183,183,183,2019-10-25,58.36767578125,53.769439697265625,55.00535583496094,0.08551764924227423,0.061127137444168644
184,184,184,184,2019-10-28,57.21609878540039,51.89311981201172,55.26198196411133,0.10257581337702804,0.03536096158400759
185,185,185,185,2019-10-29,57.82813262939453,54.48616409301758,55.53464889526367,0.06133609498865833,0.041298248566517204
186,186,186,186,2019-10-30,56.06452560424805,56.024261474609375,54.6845932006836,0.0007186909488654525,0.025234390946281993
187,187,187,187,2019-10-31,55.81487274169922,57.93281555175781,55.53464889526367,-0.03655860309717551,0.005045928118930565
188,188,188,188,2019-11-01,57.29661560058594,57.95697021484375,54.904911041259766,-0.011393877419918708,0.04356084936607685
189,189,189,189,2019-11-04,59.34209060668945,58.36767578125,53.769439697265625,0.01669442567991508,0.10363974296178546
190,190,190,190,2019-11-05,59.59975814819336,57.21609878540039,51.89311981201172,0.04166064120752666,0.1485098287422253
191,191,191,191,2019-11-06,57.51405715942383,57.82813262939453,54.48616409301758,-0.005431188172433821,0.05557177894257892
192,192,192,192,2019-11-07,60.18764114379883,56.06452560424805,56.024261474609375,0.07354232458248733,0.0743138697343888
193,193,193,193,2019-11-08,60.15541076660156,55.81487274169922,57.93281555175781,0.07776669213221243,0.03836504740319513
194,194,194,194,2019-11-11,59.44676208496094,57.29661560058594,57.95697021484375,0.03752658794654895,0.025705137183579474
195,195,195,195,2019-11-12,59.01995086669922,59.34209060668945,58.36767578125,-0.005428520240807311,0.011175279411395733
196,196,196,196,2019-11-13,58.47235107421875,59.59975814819336,57.21609878540039,-0.01891630283417156,0.021956273068007848
197,197,197,197,2019-11-14,58.26298141479492,57.51405715942383,57.82813262939453,0.013021586240997474,0.007519675383385271
198,198,198,198,2019-11-15,59.17295455932617,60.18764114379883,56.06452560424805,-0.016858719916409304,0.05544377521394028
199,199,199,199,2019-11-18,57.38520812988281,60.15541076660156,55.81487274169922,-0.046050764202524186,0.028134712327497535
200,200,200,200,2019-11-19,56.692665100097656,59.44676208496094,57.29661560058594,-0.04632879720054628,-0.01054077093660144
201,201,201,201,2019-11-20,58.02943420410156,59.01995086669922,59.34209060668945,-0.016782742920860905,-0.022120157702026022
202,202,202,202,2019-11-21,59.04412460327149,58.47235107421875,59.59975814819336,0.009778528117109442,-0.009322748316197838
203,203,203,203,2019-11-22,58.778358459472656,58.26298141479492,57.51405715942383,0.008845703260679016,0.021982474589547607
204,204,204,204,2019-11-25,59.2051887512207,59.17295455932617,60.18764114379883,0.0005447453508884426,-0.016323158274817118
205,205,205,205,2019-11-26,57.908653259277344,57.38520812988281,60.15541076660156,0.009121603745163576,-0.03734921728057794
206,206,206,206,2019-11-27,58.26298141479492,56.692665100097656,59.44676208496094,0.027698756301625327,-0.019913290962326302
207,207,207,207,2019-11-29,57.095314025878906,58.02943420410156,59.01995086669922,-0.0160973511293796,-0.032609936344529356
208,208,208,208,2019-12-02,57.0067138671875,59.04412460327149,58.47235107421875,-0.03450657876247187,-0.02506547419601657
209,209,209,209,2019-12-03,55.3880729675293,58.778358459472656,58.26298141479492,-0.05767914553586828,-0.049343654880929066
210,210,210,210,2019-12-04,58.02140045166016,59.2051887512207,59.17295455932617,-0.01999467148960199,-0.019460818143050007
211,211,211,211,2019-12-05,56.84566116333008,57.908653259277344,57.38520812988281,-0.018356360165861174,-0.009402195864334106
212,212,212,212,2019-12-06,59.55950546264648,58.26298141479492,56.692665100097656,0.022252964341476833,0.05056810007938539
213,213,213,213,2019-12-09,60.00241088867188,57.095314025878906,58.02943420410156,0.050916557906578896,0.03399958506627776
214,214,214,214,2019-12-10,60.26815032958984,57.0067138671875,59.04412460327149,0.05721144477825413,0.020730694790426663
215,215,215,215,2019-12-11,60.13125991821289,55.3880729675293,58.778358459472656,0.08563552939392283,0.023016999695101292
216,216,216,216,2019-12-12,61.7740478515625,58.02140045166016,59.2051887512207,0.06467695317055999,0.0433890872493643
217,217,217,217,2019-12-13,60.79161071777344,56.84566116333008,57.908653259277344,0.06941514046438435,0.049784570979195086
218,218,218,218,2019-12-16,62.74040222167969,59.55950546264648,58.26298141479492,0.053407037790603296,0.07684846703961834
219,219,219,219,2019-12-17,63.46516418457031,60.00241088867188,57.095314025878906,0.05771023604906822,0.11156520053124197
220,220,220,220,2019-12-18,64.89859008789062,60.26815032958984,57.0067138671875,0.07683062667392626,0.13843766260741464
221,221,221,221,2019-12-19,65.43009185791016,60.13125991821289,55.3880729675293,0.08812108621878934,0.18130291148182565
222,222,222,222,2019-12-20,66.5655517578125,61.7740478515625,58.02140045166016,0.07756499813260676,0.147258619055064
223,223,223,223,2019-12-23,67.14537048339844,60.79161071777344,56.84566116333008,0.1045170491553924,0.1811872552678213
224,224,224,224,2019-12-24,67.49163818359375,62.74040222167969,59.55950546264648,0.07572849063234566,0.13317996278397604
225,225,225,225,2019-12-26,67.36279296875,63.46516418457031,60.00241088867188,0.061413672118526996,0.12266810568219544
226,226,226,226,2019-12-27,66.95210266113281,64.89859008789062,60.26815032958984,0.03164186726493079,0.11090355842995492
227,227,227,227,2019-12-30,66.34812927246094,65.43009185791016,60.13125991821289,0.01403081347561641,0.1033883102184101
228,228,228,228,2019-12-31,67.45137786865234,66.5655517578125,61.7740478515625,0.01330757557697071,0.09190477578435452
229,229,229,229,2020-01-02,67.75738525390625,67.14537048339844,60.79161071777344,0.009114772412479821,0.11458447068414745
230,230,230,230,2020-01-03,68.44188690185547,67.49163818359375,62.74040222167969,0.01407950294045035,0.09087421307932986
231,231,231,231,2020-01-06,71.22015380859375,67.36279296875,63.46516418457031,0.0572624837814133,0.12219285530358448
232,232,232,232,2020-01-07,71.90465545654297,66.95210266113281,64.89859008789062,0.07397157966011458,0.10795404583002788
233,233,233,233,2020-01-08,70.3343276977539,66.34812927246094,65.43009185791016,0.06008004248203447,0.0749538278273234
234,234,234,234,2020-01-09,71.06715393066406,67.45137786865234,66.5655517578125,0.05360566642615816,0.06762660346044869
235,235,235,235,2020-01-10,69.47264862060547,67.75738525390625,67.14537048339844,0.02531478096847506,0.03466029184815422
236,236,236,236,2020-01-13,68.86869812011719,68.44188690185547,67.49163818359375,0.006236111211746165,0.02040341549833924
237,237,237,237,2020-01-14,69.52098083496094,71.22015380859375,67.36279296875,-0.023858035721172288,0.03203827767670098
238,238,238,238,2020-01-15,69.85115814208984,71.90465545654297,66.95210266113281,-0.0285586142011931,0.043300439653555456
239,239,239,239,2020-01-16,70.3100814819336,70.3343276977539,66.34812927246094,-0.0003447280526304164,0.059714603153357304
240,240,240,240,2020-01-17,68.92845153808594,71.06715393066406,67.45137786865234,-0.030094105001935656,0.021898346870094842
241,241,241,241,2020-01-21,67.9023208618164,69.47264862060547,67.75738525390625,-0.022603539521930727,0.002139037794434362
242,242,242,242,2020-01-22,67.13472747802734,68.86869812011719,68.44188690185547,-0.025177921021035443,-0.01909882212485714
243,243,243,243,2020-01-23,66.11668395996094,69.52098083496094,71.22015380859375,-0.048967906294095864,-0.07165766395771256
