,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,KDP,KDP_6m,KDP_12m,KDP_6m_ret,KDP_12m_ret
0,0,0,0,2019-02-05,24.28137969970703,,,,
1,1,1,1,2019-02-06,24.290332794189453,,,,
2,2,2,2,2019-02-07,24.33511543273925,,,,
3,3,3,3,2019-02-08,24.881467819213867,,,,
4,4,4,4,2019-02-11,25.23973274230957,,,,
5,5,5,5,2019-02-12,25.347211837768555,,,,
6,6,6,6,2019-02-13,25.45469284057617,24.28137969970703,,0.048321518603133384,
7,7,7,7,2019-02-14,25.01581573486328,24.290332794189453,,0.029867147017737627,
8,8,8,8,2019-02-15,25.2934684753418,24.33511543273925,,0.03938148743330916,
9,9,9,9,2019-02-19,25.23077392578125,24.881467819213867,,0.014038806275634697,
10,10,10,10,2019-02-20,25.23077392578125,25.23973274230957,,-0.0003549489457668198,
11,11,11,11,2019-02-21,25.23077392578125,25.347211837768555,,-0.004593716765873501,
12,12,12,12,2019-02-22,24.612768173217773,25.45469284057617,24.28137969970703,-0.033075420419778956,0.013647843640233637
13,13,13,13,2019-02-25,24.18285179138184,25.01581573486328,24.290332794189453,-0.03329749276656935,-0.004424846860612952
14,14,14,14,2019-02-26,23.779804229736328,25.2934684753418,24.33511543273925,-0.05984407583646034,-0.022819337123662686
15,15,15,15,2019-02-27,24.12911033630371,25.23077392578125,24.881467819213867,-0.04366348779939089,-0.03023766477029033
16,16,16,16,2019-02-28,22.52587509155273,25.23077392578125,25.23973274230957,-0.10720633628541243,-0.10752323245513518
17,17,17,17,2019-03-01,23.287187576293945,25.23077392578125,25.347211837768555,-0.07703237146845165,-0.08127222333799555
18,18,18,18,2019-03-04,23.331972122192383,24.612768173217773,25.45469284057617,-0.05203787083238698,-0.08339211679663461
19,19,19,19,2019-03-05,23.287187576293945,24.18285179138184,25.01581573486328,-0.037037162647917565,-0.06910141075912368
20,20,20,20,2019-03-06,23.743980407714844,23.779804229736328,25.2934684753418,-0.0015064809480932473,-0.06126040282444967
21,21,21,21,2019-03-07,23.77084922790528,24.12911033630371,25.23077392578125,-0.014847671688060782,-0.05786285835585059
22,22,22,22,2019-03-08,23.64545631408692,22.52587509155273,25.23077392578125,0.04970200793460133,-0.06283269852750828
23,23,23,23,2019-03-11,24.07537078857422,23.287187576293945,25.23077392578125,0.03384621735441473,-0.04579340850208402
24,24,24,24,2019-03-12,24.38885498046875,23.331972122192383,24.612768173217773,0.045297622195901166,-0.009097440449330363
25,25,25,25,2019-03-13,24.48737525939941,23.287187576293945,24.18285179138184,0.051538541490825596,0.012592537499075851
26,26,26,26,2019-03-14,24.51424598693848,23.743980407714844,23.779804229736328,0.032440457159969904,0.030885105281217573
27,27,27,27,2019-03-15,24.79190444946289,23.77084922790528,24.12911033630371,0.04295409102839143,0.02746865109908203
28,28,28,28,2019-03-18,24.926252365112305,23.64545631408692,22.52587509155273,0.05416668784109446,0.10656088892456483
29,29,29,29,2019-03-19,24.63068199157715,24.07537078857422,23.287187576293945,0.023065530657017774,0.05769242897544502
30,30,30,30,2019-03-20,24.86355781555176,24.38885498046875,23.331972122192383,0.01946392462717772,0.0656432163272902
31,31,31,31,2019-03-21,25.11434364318848,24.48737525939941,23.287187576293945,0.025603739769880285,0.07846186066515637
32,32,32,32,2019-03-22,24.81877517700196,24.51424598693848,23.743980407714844,0.012422539539896027,0.04526598956162786
33,33,33,33,2019-03-25,24.90833282470703,24.79190444946289,23.77084922790528,0.004696225555462119,0.04785203868385257
34,34,34,34,2019-03-26,25.212862014770508,24.926252365112305,23.64545631408692,0.011498304897985978,0.06628781783119142
35,35,35,35,2019-03-27,25.006855010986328,24.63068199157715,24.07537078857422,0.015272537704713818,0.03869033754837026
36,36,36,36,2019-03-28,25.051645278930664,24.86355781555176,24.38885498046875,0.007564784765487387,0.027175949793161402
37,37,37,37,2019-03-29,25.051645278930664,25.11434364318848,24.48737525939941,-0.0024965161402823455,0.023043303480011046
38,38,38,38,2019-04-01,24.80981636047364,24.81877517700196,24.51424598693848,-0.00036096932521556546,0.012057086058965272
39,39,39,39,2019-04-02,24.51424598693848,24.90833282470703,24.79190444946289,-0.015821485947772884,-0.01119956165894409
40,40,40,40,2019-04-03,24.720245361328125,25.212862014770508,24.926252365112305,-0.01953830759688413,-0.008264660116837907
41,41,41,41,2019-04-04,24.54914093017578,25.006855010986328,24.63068199157715,-0.01830354439250592,-0.0033105482596564872
42,42,42,42,2019-04-05,24.594167709350582,25.051645278930664,24.86355781555176,-0.018261378224321168,-0.010834736854621774
43,43,43,43,2019-04-08,24.864336013793945,25.051645278930664,25.11434364318848,-0.007476924691020348,-0.009954774568131763
44,44,44,44,2019-04-09,24.92737579345703,24.80981636047364,24.81877517700196,0.0047384241493493295,0.004375744398366077
45,45,45,45,2019-04-10,25.269588470458984,24.51424598693848,24.90833282470703,0.030812389005273166,0.014503405277836112
46,46,46,46,2019-04-11,24.19792366027832,24.720245361328125,25.212862014770508,-0.021129308929389246,-0.04025478558910145
47,47,47,47,2019-04-12,23.87372589111328,24.54914093017578,25.006855010986328,-0.027512776963705465,-0.04531274002169505
48,48,48,48,2019-04-15,23.90974807739257,24.594167709350582,25.051645278930664,-0.02782853398603924,-0.04558172482581291
49,49,49,49,2019-04-16,23.792675018310547,24.864336013793945,25.051645278930664,-0.0431003263022538,-0.05025499309935366
50,50,50,50,2019-04-17,23.63057327270508,24.92737579345703,24.80981636047364,-0.052023226652375354,-0.047531310616522604
51,51,51,51,2019-04-18,23.96378326416016,25.269588470458984,24.51424598693848,-0.051674969215480315,-0.022454809463510084
52,52,52,52,2019-04-22,24.17991828918457,24.19792366027832,24.720245361328125,-0.00074408744099419,-0.021857674316972275
53,53,53,53,2019-04-23,24.63019561767578,23.87372589111328,24.54914093017578,0.031686286841556166,0.0033017321351709317
54,54,54,54,2019-04-24,24.765277862548828,23.90974807739257,24.594167709350582,0.03578163108983934,0.0069573467669405975
55,55,55,55,2019-04-25,24.909366607666016,23.792675018310547,24.864336013793945,0.04693425974574428,0.001811051533694208
56,56,56,56,2019-04-26,25.69285011291504,23.63057327270508,24.92737579345703,0.08727155352561966,0.03070817906387613
57,57,57,57,2019-04-29,25.7648983001709,23.96378326416016,25.269588470458984,0.07515987839467964,0.019601024776915166
58,58,58,58,2019-04-30,26.17914772033692,24.17991828918457,24.19792366027832,0.08268139731665625,0.08187578768631476
59,59,59,59,2019-05-01,25.638816833496094,24.63019561767578,23.87372589111328,0.04095059704261872,0.07393445624840012
60,60,60,60,2019-05-02,26.07108497619629,24.765277862548828,23.90974807739257,0.052727335461160374,0.09039563661682126
61,61,61,61,2019-05-03,26.161136627197266,24.909366607666016,23.792675018310547,0.05025298472045492,0.099545831104068
62,62,62,62,2019-05-06,26.512357711791992,25.69285011291504,23.63057327270508,0.031896328950481445,0.12195152465537373
63,63,63,63,2019-05-07,26.170141220092773,25.7648983001709,23.96378326416016,0.01572848901636026,0.09207051873284167
64,64,64,64,2019-05-08,26.21516990661621,26.17914772033692,24.17991828918457,0.0013759877389478703,0.08417115364455086
65,65,65,65,2019-05-09,25.467714309692383,25.638816833496094,24.63019561767578,-0.006673573313265124,0.0340037369177677
66,66,66,66,2019-05-10,26.48533821105957,26.07108497619629,24.765277862548828,0.01588937457882955,0.069454514423676
67,67,67,67,2019-05-13,26.37726783752441,26.161136627197266,24.909366607666016,0.008261537463263524,0.05892968909962715
68,68,68,68,2019-05-14,26.64743423461914,26.512357711791992,25.69285011291504,0.005094851400826883,0.0371536874075431
