,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,TRV,TRV_6m,TRV_12m,TRV_6m_ret,TRV_12m_ret
244,244,244,244,2020-01-24,122.77552032470705,125.31700134277344,123.1216812133789,-0.020280416789696387,-0.002811534778118685
245,245,245,245,2020-01-27,121.81902313232422,126.48303985595705,124.44252014160156,-0.03687464128743556,-0.02108199839003666
246,246,246,246,2020-01-28,122.4202651977539,128.19561767578125,125.36258697509766,-0.04505109131447649,-0.02347049345693719
247,247,247,247,2020-01-29,121.40001678466795,128.35955810546875,123.44049072265624,-0.05421911249556011,-0.016530021276185414
248,248,248,248,2020-01-30,122.24716186523438,128.7512664794922,124.12368774414062,-0.050516820471772195,-0.015118193094410648
249,249,249,249,2020-01-31,119.89698028564452,122.23809814453124,124.47897338867188,-0.019152112920790332,-0.036809374131971606
250,250,250,250,2020-02-03,121.70973205566406,122.77552032470705,125.31700134277344,-0.008680788044915344,-0.028785154834997884
251,251,251,251,2020-02-04,120.77147674560548,121.81902313232422,126.48303985595705,-0.008599201994756167,-0.045156750793276856
252,252,252,252,2020-02-05,124.59737396240234,122.4202651977539,128.19561767578125,0.017783891916355543,-0.028068383136771513
253,253,253,253,2020-02-06,124.34233856201172,121.40001678466795,128.35955810546875,0.02423658460082989,-0.03129661400171091
254,254,254,254,2020-02-07,123.89598083496094,122.24716186523438,128.7512664794922,0.013487584861431978,-0.03771058551338302
255,255,255,255,2020-02-10,124.08729553222656,119.89698028564452,122.23809814453124,0.03494929761032317,0.015127831795197721
256,256,256,256,2020-02-11,125.14396667480467,121.70973205566406,122.77552032470705,0.02821659830431611,0.01929086795017243
257,257,257,257,2020-02-12,123.62271118164062,120.77147674560548,121.81902313232422,0.023608508506035797,0.014806292177841351
258,258,258,258,2020-02-13,124.6884765625,124.59737396240234,122.4202651977539,0.0007311759245034466,0.01852807099447218
259,259,259,259,2020-02-14,125.49008178710938,124.34233856201172,121.40001678466795,0.009230510205703313,0.033690810848042485
260,260,260,260,2020-02-18,123.77754974365234,123.89598083496094,122.24716186523438,-0.0009558913090680354,0.012518800887214576
261,261,261,261,2020-02-19,122.5295639038086,124.08729553222656,119.89698028564452,-0.012553514215429162,0.02195704689052347
262,262,262,262,2020-02-20,122.0467758178711,125.14396667480467,121.70973205566406,-0.024749022579585,0.0027692424961784923
263,263,263,263,2020-02-21,123.1216812133789,123.62271118164062,120.77147674560548,-0.004052895810750745,0.019459929870063064
264,264,264,264,2020-02-24,122.17430877685548,124.6884765625,124.59737396240234,-0.020163593741433616,-0.01944716095122545
265,265,265,265,2020-02-25,119.1408920288086,125.49008178710938,124.34233856201172,-0.05059515196644793,-0.04183166082733014
266,266,266,266,2020-02-26,117.1095199584961,123.77754974365234,123.89598083496094,-0.053871075966247295,-0.05477547238198899
267,267,267,267,2020-02-27,113.02855682373048,122.5295639038086,124.08729553222656,-0.07754052799483435,-0.08912063608980847
268,268,268,268,2020-02-28,109.13884735107422,122.0467758178711,125.14396667480467,-0.10576214226305514,-0.1278936551957065
269,269,269,269,2020-03-02,116.30789947509766,123.1216812133789,123.62271118164062,-0.05534185101381506,-0.059170452068432744
270,270,270,270,2020-03-03,114.14897918701172,122.17430877685548,124.6884765625,-0.06568753832282026,-0.08452663522763759
271,271,271,271,2020-03-04,119.81500244140624,119.1408920288086,125.49008178710938,0.005658094388236057,-0.045223329723625194
272,272,272,272,2020-03-05,116.61760711669922,117.1095199584961,123.77754974365234,-0.004200451355032553,-0.05784524448724038
273,273,273,273,2020-03-06,113.7208480834961,113.02855682373048,122.5295639038086,0.0061249234637690275,-0.07189053433037396
274,274,274,274,2020-03-09,106.55026245117188,109.13884735107422,122.0467758178711,-0.02371827229928014,-0.12697191927318485
275,275,275,275,2020-03-10,109.64038848876952,116.30789947509766,123.1216812133789,-0.0573263812382383,-0.10949568420240563
276,276,276,276,2020-03-11,103.24922943115234,114.14897918701172,122.17430877685548,-0.09548705414178238,-0.15490228293633101
277,277,277,277,2020-03-12,93.69454193115234,119.81500244140624,119.1408920288086,-0.21800659331478722,-0.2135820008087841
278,278,278,278,2020-03-13,98.52689361572266,116.61760711669922,117.1095199584961,-0.15512849172829613,-0.15867733340004442
279,279,279,279,2020-03-16,78.03294372558594,113.7208480834961,113.02855682373048,-0.3138202445668308,-0.3096174460824149
280,280,280,280,2020-03-17,88.40370178222656,106.55026245117188,109.13884735107422,-0.17030986364075096,-0.18998868021894655
281,281,281,281,2020-03-18,74.90612030029297,109.64038848876952,116.30789947509766,-0.3168017613512414,-0.35596704404131296
282,282,282,282,2020-03-19,78.92237091064453,103.24922943115234,114.14897918701172,-0.23561297894943822,-0.3086020438137689
283,283,283,283,2020-03-20,82.07670593261719,93.69454193115234,119.81500244140624,-0.12399693471015694,-0.31497137870730674
284,284,284,284,2020-03-23,81.02220916748047,98.52689361572266,116.61760711669922,-0.17766402457094044,-0.30523176413316766
285,285,285,285,2020-03-24,85.95541381835938,78.03294372558594,113.7208480834961,0.10152724880704156,-0.24415430181061248
286,286,286,286,2020-03-25,84.52498626708984,88.40370178222656,106.55026245117188,-0.04387503506008761,-0.20671254746252188
287,287,287,287,2020-03-26,90.47601318359376,74.90612030029297,109.64038848876952,0.20785875467695125,-0.1747930262682238
288,288,288,288,2020-03-27,91.64971923828124,78.92237091064453,103.24922943115234,0.1612641407091855,-0.11234476283046535
289,289,289,289,2020-03-30,94.07049560546876,82.07670593261719,93.69454193115234,0.14612903303768254,0.0040125461586937305
290,290,290,290,2020-03-31,91.09952545166016,81.02220916748047,98.52689361572266,0.12437720950497577,-0.0753841706715217
291,291,291,291,2020-04-01,87.29418182373047,85.95541381835938,78.03294372558594,0.015575144669772278,0.1186836950649075
292,292,292,292,2020-04-02,89.11893463134766,84.52498626708984,88.40370178222656,0.054350181729002855,0.00809053054003317
293,293,293,293,2020-04-03,86.09297180175781,90.47601318359376,74.90612030029297,-0.04844423651760488,0.1493449594855214
294,294,294,294,2020-04-06,90.76028442382812,91.64971923828124,78.92237091064453,-0.009704719467177658,0.14999439799630965
295,295,295,295,2020-04-07,92.41079711914062,94.07049560546876,82.07670593261719,-0.01764313534914186,0.12590772338021772
296,296,296,296,2020-04-08,96.225341796875,91.09952545166016,81.02220916748047,0.056266114667465894,0.18764154650446807
297,297,297,297,2020-04-09,100.626708984375,87.29418182373047,85.95541381835938,0.1527309940033157,0.17068494600024775
298,298,298,298,2020-04-13,97.58243560791016,89.11893463134766,84.52498626708984,0.09496860584760025,0.15448034856297022
299,299,299,299,2020-04-14,99.04954528808594,86.09297180175781,90.47601318359376,0.15049513584178054,0.09476027736870751
300,300,300,300,2020-04-15,93.68536376953124,90.76028442382812,91.64971923828124,0.03222862691839645,0.022211137668163516
301,301,301,301,2020-04-16,91.52134704589844,92.41079711914062,94.07049560546876,-0.009624958348703139,-0.027098279254968993
302,302,302,302,2020-04-17,96.34453582763672,96.225341796875,91.09952545166016,0.0012386968810496057,0.05757450820926291
303,303,303,303,2020-04-20,93.32775115966795,100.626708984375,87.29418182373047,-0.07253499491710902,0.06911765721249119
304,304,304,304,2020-04-21,93.32775115966795,97.58243560791016,89.11893463134766,-0.04360092491785794,0.04722696187662723
305,305,305,305,2020-04-22,93.3369369506836,99.04954528808594,86.09297180175781,-0.057674251010312094,0.0841411905910987
306,306,306,306,2020-04-23,92.1082000732422,93.68536376953124,90.76028442382812,-0.016834686154060363,0.014851381944988695
307,307,307,307,2020-04-24,92.44747924804688,91.52134704589844,92.41079711914062,0.01011930256756366,0.0003969463531297013
308,308,308,308,2020-04-27,94.34558868408205,96.34453582763672,96.225341796875,-0.02074790361885026,-0.01953490710130168
309,309,309,309,2020-04-28,95.62932586669922,93.32775115966795,100.626708984375,0.02466120396594218,-0.04966259125548622
310,310,310,310,2020-04-29,97.1973114013672,93.32775115966795,97.58243560791016,0.0414620538223307,-0.003946654991174858
311,311,311,311,2020-04-30,92.80508422851562,93.3369369506836,99.04954528808594,-0.005698202014589149,-0.06304381349160437
312,312,312,312,2020-05-01,88.0736083984375,92.1082000732422,93.68536376953124,-0.043802741467062534,-0.059900022215837456
313,313,313,313,2020-05-04,88.86217498779297,92.44747924804688,91.52134704589844,-0.03878206620035729,-0.029055211094870304
314,314,314,314,2020-05-05,88.80715942382812,94.34558868408205,96.34453582763672,-0.05870363773763132,-0.07823356393862535
315,315,315,315,2020-05-06,85.54281616210938,95.62932586669922,93.32775115966795,-0.10547506858565281,-0.08341500679942315
316,316,316,316,2020-05-07,87.84435272216797,97.1973114013672,93.32775115966795,-0.0962265163958812,-0.05875421157549188
317,317,317,317,2020-05-08,89.2564697265625,92.80508422851562,93.3369369506836,-0.03823728550491168,-0.04371760374220435
318,318,318,318,2020-05-11,87.57846069335938,88.0736083984375,92.1082000732422,-0.0056219759140345715,-0.04917845942360055
319,319,319,319,2020-05-12,86.15716552734375,88.86217498779297,92.44747924804688,-0.03044050475717941,-0.06804202528687142
320,320,320,320,2020-05-13,82.39764404296875,88.80715942382812,94.34558868408205,-0.07217340834279196,-0.1266402044627779
321,321,321,321,2020-05-14,82.72775268554688,85.54281616210938,95.62932586669922,-0.032908239439157216,-0.13491230921293185
322,322,322,322,2020-05-15,82.81027221679688,87.84435272216797,97.1973114013672,-0.057306819953386934,-0.1480189006994277
323,323,323,323,2020-05-18,87.3858642578125,89.2564697265625,92.80508422851562,-0.02095764569762404,-0.058393567720484874
324,324,324,324,2020-05-19,85.52445983886719,87.57846069335938,88.0736083984375,-0.023453265086308295,-0.028943387308922097
325,325,325,325,2020-05-20,87.60595703125,86.15716552734375,88.86217498779297,0.016815682074016847,-0.014136700533331936
326,326,326,326,2020-05-21,90.93450927734376,82.39764404296875,88.80715942382812,0.10360569569104672,0.023954711166505938
327,327,327,327,2020-05-22,91.78727722167967,82.72775268554688,85.54281616210938,0.10951010080702406,0.0729980767495031
328,328,328,328,2020-05-26,94.77654266357422,82.81027221679688,87.84435272216797,0.1445022474440092,0.0789144632134886
329,329,329,329,2020-05-27,97.94921875,87.3858642578125,89.2564697265625,0.12088173049387807,0.09739068831724773
330,330,330,330,2020-05-28,98.6552734375,85.52445983886719,87.57846069335938,0.15353284456133354,0.12647873297207335
331,331,331,331,2020-05-29,98.0959243774414,87.60595703125,86.15716552734375,0.11974034302769532,0.1385695406414995
332,332,332,332,2020-06-01,100.0857162475586,90.93450927734376,82.39764404296875,0.10063513888115128,0.21466720814694495
333,333,333,333,2020-06-02,101.78207397460938,91.78727722167967,82.72775268554688,0.10889087306501977,0.23032562435835913
334,334,334,334,2020-06-03,104.96392059326172,94.77654266357422,82.81027221679688,0.10748838946203554,0.2675229507574459
335,335,335,335,2020-06-04,108.2007827758789,97.94921875,87.3858642578125,0.10466202953639092,0.23819548727762907
336,336,336,336,2020-06-05,114.0326156616211,98.6552734375,85.52445983886719,0.15586944000376146,0.3333333630690547
337,337,337,337,2020-06-08,117.37033081054688,98.0959243774414,87.60595703125,0.19648529289498096,0.33975285229381824
338,338,338,338,2020-06-09,115.7733917236328,100.0857162475586,90.93450927734376,0.1567424010562235,0.27315133323623275
339,339,339,339,2020-06-10,111.67489624023438,101.78207397460938,91.78727722167967,0.09719611596923117,0.21667075896066934
340,340,340,340,2020-06-11,102.04713439941406,104.96392059326172,94.77654266357422,-0.027788464620622233,0.07671298753372002
341,341,341,341,2020-06-12,104.61329650878906,108.2007827758789,97.94921875,-0.03315582544833118,0.06803604810568298
342,342,342,342,2020-06-15,106.01638793945312,114.0326156616211,98.6552734375,-0.07029767471049875,0.0746145061025707
343,343,343,343,2020-06-16,107.21640014648438,117.37033081054688,98.0959243774414,-0.08651190291396937,0.0929750733980581
344,344,344,344,2020-06-17,105.98870086669922,115.7733917236328,100.0857162475586,-0.0845158866926089,0.0589792913560192
345,345,345,345,2020-06-18,107.12408447265624,111.67489624023438,101.78207397460938,-0.04075053499748471,0.05248478724632277
346,346,346,346,2020-06-19,107.59486389160156,102.04713439941406,104.96392059326172,0.05436438293772761,0.025065215585218237
347,347,347,347,2020-06-22,107.2902374267578,104.61329650878906,108.2007827758789,0.02558891658426843,-0.008415330515742725
348,348,348,348,2020-06-23,107.2533187866211,106.01638793945312,114.0326156616211,0.011667355125081214,-0.05945050752073244
349,349,349,349,2020-06-24,104.179443359375,107.21640014648438,117.37033081054688,-0.028325487359770807,-0.1123868984612808
350,350,350,350,2020-06-25,105.80406951904295,105.98870086669922,115.7733917236328,-0.0017419908551240537,-0.08611065164600173
351,351,351,351,2020-06-26,102.46249389648438,107.12408447265624,111.67489624023438,-0.04351580318393988,-0.08249304592083373
352,352,352,352,2020-06-29,104.21636962890624,107.59486389160156,102.04713439941406,-0.031400144398147645,0.021257189065219118
353,353,353,353,2020-06-30,105.27791595458984,107.2902374267578,104.61329650878906,-0.018755867452914132,0.006353106803635988
354,354,354,354,2020-07-01,103.84712982177734,107.2533187866211,106.01638793945312,-0.03175835492438528,-0.020461535804395248
355,355,355,355,2020-07-02,103.8102035522461,104.179443359375,107.21640014648438,-0.0035442674218865156,-0.031769361679599095
356,356,356,356,2020-07-06,105.75791931152344,105.80406951904295,105.98870086669922,-0.00043618556194768843,-0.002177416585811609
357,357,357,357,2020-07-07,103.82866668701172,102.46249389648438,107.12408447265624,0.013333393894428891,-0.030762622633994874
358,358,358,358,2020-07-08,104.4748306274414,104.21636962890624,107.59486389160156,0.0024800422376589637,-0.028997975844864632
359,359,359,359,2020-07-09,101.57634735107422,105.27791595458984,107.2902374267578,-0.035159972250136895,-0.053256383923879325
360,360,360,360,2020-07-10,105.08406066894533,103.84712982177734,107.2533187866211,0.011911073992038057,-0.02022555704771689
361,361,361,361,2020-07-13,105.45329284667967,103.8102035522461,104.179443359375,0.015827820755660582,0.012227455304310242
362,362,362,362,2020-07-14,109.43179321289062,105.75791931152344,105.80406951904295,0.03473852289534296,0.03428718489126492
363,363,363,363,2020-07-15,109.9764175415039,103.82866668701172,102.46249389648438,0.05921053453401637,0.073333405808087
364,364,364,364,2020-07-16,111.2318115234375,104.4748306274414,104.21636962890624,0.0646756817447407,0.06731612240487617
365,365,365,365,2020-07-17,109.994873046875,101.57634735107422,105.27791595458984,0.082878799202182,0.04480481067197184
366,366,366,366,2020-07-20,109.63487243652344,105.08406066894533,103.84712982177734,0.04330639431526051,0.055733293974316256
367,367,367,367,2020-07-21,111.15797424316406,105.45329284667967,103.8102035522461,0.05409675926173807,0.0707808138264554
368,368,368,368,2020-07-22,112.83797454833984,109.43179321289062,105.75791931152344,0.031126067072873242,0.06694586356186916
369,369,369,369,2020-07-23,109.4871826171875,109.9764175415039,103.82866668701172,-0.0044485439265355975,0.0544985899436925
370,370,370,370,2020-07-24,109.18257904052734,111.2318115234375,104.4748306274414,-0.01842307928679532,0.04506107724523467
371,371,371,371,2020-07-27,107.6594696044922,109.994873046875,101.57634735107422,-0.02123192997720491,0.05988719236372164
372,372,372,372,2020-07-28,106.18253326416016,109.63487243652344,105.08406066894533,-0.03148942572412006,0.01045327510397076
373,373,373,373,2020-07-29,107.86254119873048,111.15797424316406,105.45329284667967,-0.029646393494223267,0.022846591955679063
374,374,374,374,2020-07-30,107.01329803466795,112.83797454833984,109.43179321289062,-0.05161982512524266,-0.022100480191507788
375,375,375,375,2020-07-31,105.61946105957033,109.4871826171875,109.9764175415039,-0.03532579307607475,-0.03961718866037178
376,376,376,376,2020-08-03,105.60100555419922,109.18257904052734,111.2318115234375,-0.03280352523087671,-0.05062226257145708
377,377,377,377,2020-08-04,104.4009780883789,107.6594696044922,109.994873046875,-0.03026665028245068,-0.050855960860214044
378,378,378,378,2020-08-05,106.22869873046876,106.18253326416016,109.63487243652344,0.00043477458005036773,-0.0310683419459149
379,379,379,379,2020-08-06,104.9917449951172,107.86254119873048,111.15797424316406,-0.026615321423996585,-0.055472666626308786
380,380,380,380,2020-08-07,108.33333587646484,107.01329803466795,112.83797454833984,0.012335269223916923,-0.03992130034153718
381,381,381,381,2020-08-10,109.9579620361328,105.61946105957033,109.4871826171875,0.0410767195083066,0.004299858738637363
382,382,382,382,2020-08-11,110.6964340209961,105.60100555419922,109.18257904052734,0.04825170404444368,0.013865352822512333
383,383,383,383,2020-08-12,109.71794891357422,104.4009780883789,107.6594696044922,0.05092836219115027,0.019120280980802207
384,384,384,384,2020-08-13,110.09642028808594,106.22869873046876,106.18253326416016,0.03640938469396704,0.036859989148957606
385,385,385,385,2020-08-14,109.47795867919922,104.9917449951172,107.86254119873048,0.04272920394161139,0.014976631020517273
386,386,386,386,2020-08-17,106.99484252929688,108.33333587646484,107.01329803466795,-0.01235532291458541,-0.00017245992516834452
387,387,387,387,2020-08-18,106.0902328491211,109.9579620361328,105.61946105957033,-0.035174616875317755,0.004457244761789214
388,388,388,388,2020-08-19,104.4932861328125,110.6964340209961,105.60100555419922,-0.05603746808146526,-0.010489667362288402
389,389,389,389,2020-08-20,103.87480926513672,109.71794891357422,104.4009780883789,-0.053256005113987204,-0.005039884040135778
390,390,390,390,2020-08-21,103.22866821289062,110.09642028808594,106.22869873046876,-0.062379431204254154,-0.028241243217993595
391,391,391,391,2020-08-24,106.06253814697266,109.47795867919922,104.9917449951172,-0.03119733481909992,0.010198831840591449
392,392,392,392,2020-08-25,106.72715759277344,106.99484252929688,108.33333587646484,-0.0025018489694972335,-0.014826260732180963
393,393,393,393,2020-08-26,104.8071517944336,106.0902328491211,109.9579620361328,-0.012094242987592096,-0.04684344949942432
394,394,394,394,2020-08-27,108.16717529296876,104.4932861328125,110.6964340209961,0.03515909295346198,-0.022848601677156077
395,395,395,395,2020-08-28,106.97637939453124,103.87480926513672,109.71794891357422,0.029858732365783514,-0.024987429551773133
396,396,396,396,2020-08-31,107.11485290527344,103.22866821289062,110.09642028808594,0.037646370525368456,-0.027081419859162792
397,397,397,397,2020-09-01,105.86869049072266,106.06253814697266,109.47795867919922,-0.0018276731788313683,-0.03296798946583135
398,398,398,398,2020-09-02,108.44410705566406,106.72715759277344,106.99484252929688,0.016087278080072043,0.013545181170488307
399,399,399,399,2020-09-03,106.4779281616211,104.8071517944336,106.0902328491211,0.015941434707285262,0.0036543921347724773
400,400,400,400,2020-09-04,107.60408020019533,108.16717529296876,104.4932861328125,-0.005205785315631206,0.02977027694802281
401,401,401,401,2020-09-08,104.9917449951172,106.97637939453124,103.87480926513672,-0.018552080474649957,0.010752710285412359
402,402,402,402,2020-09-09,105.6799774169922,107.11485290527344,103.22866821289062,-0.013395672489511457,0.02374639958588043
403,403,403,403,2020-09-10,103.97801971435548,105.86869049072266,106.06253814697266,-0.017858639486363126,-0.019653672908794828
404,404,404,404,2020-09-11,105.46607971191406,108.44410705566406,106.72715759277344,-0.027461403156018305,-0.011815904304986025
405,405,405,405,2020-09-14,106.45191192626952,106.4779281616211,104.8071517944336,-0.00024433453769012736,0.01569320512651573
406,406,406,406,2020-09-15,104.30352020263672,107.60408020019533,108.16717529296876,-0.030673186290129273,-0.035719293582987754
407,407,407,407,2020-09-16,105.25216674804688,104.9917449951172,106.97637939453124,0.002480402177731156,-0.01611769491772974
408,408,408,408,2020-09-17,104.72203826904295,105.6799774169922,107.11485290527344,-0.009064528318069254,-0.022338775354959983
409,409,409,409,2020-09-18,103.80130767822266,103.97801971435548,105.86869049072266,-0.0016995133838698662,-0.01952780187340819
410,410,410,410,2020-09-21,101.7924346923828,105.46607971191406,108.44410705566406,-0.03483247912092691,-0.06133733352488191
411,411,411,411,2020-09-22,101.6064224243164,106.45191192626952,106.4779281616211,-0.04551810685475699,-0.045751319746852204
412,412,412,412,2020-09-23,99.96955871582033,104.30352020263672,107.60408020019533,-0.04155144024282731,-0.07095011146576524
413,413,413,413,2020-09-24,100.27647399902344,105.25216674804688,104.9917449951172,-0.04727401727447833,-0.04491087367214497
414,414,414,414,2020-09-25,100.54618072509766,104.72203826904295,105.6799774169922,-0.03987563279867645,-0.048578707314041125
415,415,415,415,2020-09-28,102.5085678100586,103.80130767822266,103.97801971435548,-0.012453984415798258,-0.014132332086470911
416,416,416,416,2020-09-29,99.92305755615234,101.7924346923828,105.46607971191406,-0.018364597937751692,-0.05255739258444769
417,417,417,417,2020-09-30,100.62059020996094,101.6064224243164,106.45191192626952,-0.009702459655931528,-0.05477892891531588
418,418,418,418,2020-10-01,100.26718139648438,99.96955871582033,104.30352020263672,0.0029771330841830146,-0.038698011326086634
419,419,419,419,2020-10-02,100.9832992553711,100.27647399902344,105.25216674804688,0.007048764562209708,-0.04055847612994623
420,420,420,420,2020-10-05,104.08031463623048,100.54618072509766,104.72203826904295,0.03514936008156755,-0.006127875692829909
421,421,421,421,2020-10-06,103.72689819335938,102.5085678100586,103.80130767822266,0.011885156619866777,-0.0007168453512546025
422,422,422,422,2020-10-07,105.83810424804688,99.92305755615234,101.7924346923828,0.05919601377860695,0.0397443048482935
423,423,423,423,2020-10-08,107.53075408935548,100.62059020996094,101.6064224243164,0.06867544570127637,0.05830666530407491
424,424,424,424,2020-10-09,107.72605895996094,100.26718139648438,99.96955871582033,0.07439001934224199,0.07758862141414191
425,425,425,425,2020-10-12,108.38639831542967,100.9832992553711,100.27647399902344,0.07331013261249564,0.080875643039515
426,426,426,426,2020-10-13,104.9917449951172,104.08031463623048,100.54618072509766,0.008756990811108256,0.04421415351592639
427,427,427,427,2020-10-14,104.19192504882812,103.72689819335938,102.5085678100586,0.004483184820603503,0.016421624794218825
428,428,428,428,2020-10-15,104.7592544555664,105.83810424804688,99.92305755615234,-0.010193396793578557,0.04839920852798496
429,429,429,429,2020-10-16,105.39167022705078,107.53075408935548,100.62059020996094,-0.01989276352072422,0.04741653777953614
430,430,430,430,2020-10-19,104.01520538330078,107.72605895996094,100.26718139648438,-0.03444713017896062,0.03738036648298393
431,431,431,431,2020-10-20,109.84654998779295,108.38639831542967,100.9832992553711,0.01347172426667309,0.08776947077167763
432,432,432,432,2020-10-21,116.25448608398438,104.9917449951172,104.08031463623048,0.10727263452370428,0.11696901080961997
433,433,433,433,2020-10-22,117.31473541259766,104.19192504882812,103.72689819335938,0.1259484394555499,0.13099627440809924
434,434,434,434,2020-10-23,117.15663146972656,104.7592544555664,105.83810424804688,0.1183415926219531,0.10694189301759494
435,435,435,435,2020-10-26,113.0365753173828,105.39167022705078,107.53075408935548,0.07253803904864786,0.051202293470871796
436,436,436,436,2020-10-27,110.75798034667967,104.01520538330078,107.72605895996094,0.06482489688436854,0.028144735043594382
437,437,437,437,2020-10-28,112.99937438964844,109.84654998779295,108.38639831542967,0.02870207942084524,0.042560470187356314
438,438,438,438,2020-10-29,113.8922119140625,116.25448608398438,104.9917449951172,-0.02031985387828672,0.08477301638675705
439,439,439,439,2020-10-30,112.26463317871094,117.31473541259766,104.19192504882812,-0.043047467277878004,0.07747921085150944
440,440,440,440,2020-11-02,115.25005340576172,117.15663146972656,104.7592544555664,-0.01627375283880117,0.10014197795427204
441,441,441,441,2020-11-03,117.50076293945312,113.0365753173828,105.39167022705078,0.03949330214168145,0.11489610788324245
442,442,442,442,2020-11-04,114.76641845703124,110.75798034667967,104.01520538330078,0.036190964279096516,0.10336193669100346
443,443,443,443,2020-11-05,118.5888900756836,112.99937438964844,109.84654998779295,0.04946501444124096,0.07958684263513205
444,444,444,444,2020-11-06,118.11456298828124,113.8922119140625,116.25448608398438,0.03707322040074801,0.016000044101120547
445,445,445,445,2020-11-09,124.88522338867188,112.26463317871094,117.31473541259766,0.11241821981345246,0.06453143289671748
446,446,446,446,2020-11-10,126.81970977783205,115.25005340576172,117.15663146972656,0.10038742742562512,0.08247999440477627
447,447,447,447,2020-11-11,125.51763916015624,117.50076293945312,113.0365753173828,0.06822829077998516,0.11041615342405109
448,448,448,448,2020-11-12,123.1367645263672,114.76641845703124,110.75798034667967,0.07293375694624338,0.11176426421772168
449,449,449,449,2020-11-13,125.21072387695312,118.5888900756836,112.99937438964844,0.05583856798932407,0.1080656380025351
450,450,450,450,2020-11-16,126.7546157836914,118.11456298828124,113.8922119140625,0.07314976728371247,0.11293488512923289
451,451,451,451,2020-11-17,125.59204864501952,124.88522338867188,112.26463317871094,0.005659798951136441,0.1187142832871777
452,452,452,452,2020-11-18,124.96888732910156,126.81970977783205,115.25005340576172,-0.014594123042647178,0.0843282379151935
453,453,453,453,2020-11-19,124.50389862060548,125.51763916015624,117.50076293945312,-0.00807647870318251,0.059600767739363514
454,454,454,454,2020-11-20,125.13634490966795,123.1367645263672,114.76641845703124,0.016238695169488393,0.09035680116234723
455,455,455,455,2020-11-23,125.21072387695312,125.21072387695312,118.5888900756836,0.0,0.05583856798932407
456,456,456,456,2020-11-24,126.84760284423828,126.7546157836914,118.11456298828124,0.0007335990091719147,0.07393702888968479
457,457,457,457,2020-11-25,126.50349426269533,125.59204864501952,124.88522338867188,0.007257192055621031,0.01295806525474208
458,458,458,458,2020-11-27,125.03401947021484,124.96888732910156,126.81970977783205,0.0005211868530266006,-0.014080542454681932
459,459,459,459,2020-11-30,120.57916259765624,124.50389862060548,125.51763916015624,-0.03152299700195649,-0.03934488089119226
460,460,460,460,2020-12-01,124.07611083984376,125.13634490966795,123.1367645263672,-0.008472630957772842,0.00762847974030878
461,461,461,461,2020-12-02,124.6620101928711,125.21072387695312,125.21072387695312,-0.004382321793948485,-0.004382321793948485
462,462,462,462,2020-12-03,125.6385498046875,126.84760284423828,126.7546157836914,-0.009531540308534092,-0.008804933627888478
463,463,463,463,2020-12-04,126.6336898803711,126.50349426269533,125.59204864501952,0.0010291859401558856,0.008293846995805598
464,464,464,464,2020-12-07,124.5318374633789,125.03401947021484,124.96888732910156,-0.0040163629783618315,-0.0034972694009165473
465,465,465,465,2020-12-08,125.79666137695312,120.57916259765624,124.50389862060548,0.04327031857657215,0.010383311451852784
466,466,466,466,2020-12-09,126.26461029052734,124.07611083984376,125.13634490966795,0.017638362742594893,0.009016288446604737
467,467,467,467,2020-12-10,127.94927978515624,124.6620101928711,125.21072387695312,0.026369457601391533,0.02187157635870185
468,468,468,468,2020-12-11,126.3020477294922,125.6385498046875,126.84760284423828,0.005281005916067505,-0.004300870513225141
469,469,469,469,2020-12-14,125.40354919433594,126.6336898803711,126.50349426269533,-0.009714166010618919,-0.008694977753541444
470,470,470,470,2020-12-15,128.4640350341797,124.5318374633789,125.03401947021484,0.03157584157510818,0.027432658555633482
471,471,471,471,2020-12-16,128.6324920654297,125.79666137695312,120.57916259765624,0.02254297258318272,0.06678873276509201
472,472,472,472,2020-12-17,129.18470764160156,126.26461029052734,124.07611083984376,0.02312680761739383,0.041173089381822514
473,473,473,473,2020-12-18,129.9614715576172,127.94927978515624,124.6620101928711,0.015726479866394527,0.042510636211842145
474,474,474,474,2020-12-21,129.29698181152344,126.3020477294922,125.6385498046875,0.023712474467917133,0.029118706101934455
475,475,475,475,2020-12-22,127.73400115966795,125.40354919433594,126.6336898803711,0.018583620482069074,0.008688930097008996
476,476,476,476,2020-12-23,129.1097869873047,128.4640350341797,124.5318374633789,0.005026713919994652,0.036761278217484206
477,477,477,477,2020-12-24,129.6151885986328,128.6324920654297,125.79666137695312,0.007639566935415232,0.030354758066570398
478,478,478,478,2020-12-28,130.2703399658203,129.18470764160156,126.26461029052734,0.008403721648158502,0.03172488051937927
479,479,479,479,2020-12-29,129.4841766357422,129.9614715576172,127.94927978515624,-0.0036725878535731615,0.011996135133884644
480,480,480,480,2020-12-30,130.1674041748047,129.29698181152344,126.3020477294922,0.006731961961417454,0.03060406790546355
481,481,481,481,2020-12-31,131.3747100830078,127.73400115966795,125.40354919433594,0.02850226948413659,0.04761556532517641
482,482,482,482,2021-01-04,126.95718383789062,129.1097869873047,128.4640350341797,-0.01667265665635187,-0.011729751411654998
483,483,483,483,2021-01-05,125.90896606445312,129.6151885986328,128.6324920654297,-0.028594044990023493,-0.02117292417526373
