,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,MET,MET_6m,MET_12m,MET_6m_ret,MET_12m_ret
244,244,244,244,2020-01-24,44.47517013549805,44.97829818725586,44.49251556396485,-0.011186017969447515,-0.0003898504781522094
245,245,245,245,2020-01-27,43.45155715942383,45.28190994262695,44.96095657348633,-0.04042128049638849,-0.03357133675738122
246,246,246,246,2020-01-28,43.8505859375,45.6375732421875,45.42937850952149,-0.03915605449054871,-0.03475267819678829
247,247,247,247,2020-01-29,43.79853820800781,44.90022277832031,45.51613235473633,-0.024536282943443233,-0.0377359423542889
248,248,248,248,2020-01-30,44.48384475708008,45.02167510986328,45.61155700683594,-0.011946031583026873,-0.024724265597573125
249,249,249,249,2020-01-31,43.12191390991211,44.93492126464844,45.27323532104492,-0.04034740250368862,-0.04751861438391147
250,250,250,250,2020-02-03,43.489505767822266,44.47517013549805,44.97829818725586,-0.022162126972709806,-0.03310023899159942
251,251,251,251,2020-02-04,43.93586730957031,43.45155715942383,45.28190994262695,0.011145979150287921,-0.029725836095741198
252,252,252,252,2020-02-05,45.09990310668945,43.8505859375,45.6375732421875,0.028490318714785134,-0.011781304247812652
253,253,253,253,2020-02-06,45.39747619628906,43.79853820800781,44.90022277832031,0.036506651904398835,0.01107463142051146
254,254,254,254,2020-02-07,45.14366912841797,44.48384475708008,45.02167510986328,0.014832898885901002,0.002709673024315462
255,255,255,255,2020-02-10,45.40623474121094,43.12191390991211,44.93492126464844,0.0529735492740675,0.010488801655769153
256,256,256,256,2020-02-11,45.85260009765625,43.489505767822266,44.47517013549805,0.05433711623327819,0.030970763191275674
257,257,257,257,2020-02-12,45.922611236572266,43.93586730957031,43.45155715942383,0.045219180789204394,0.05686917198576191
258,258,258,258,2020-02-13,45.84383773803711,45.09990310668945,43.8505859375,0.016495260080443774,0.045455534012204035
259,259,259,259,2020-02-14,45.75631713867188,45.39747619628906,43.79853820800781,0.007904424925105236,0.04469964091874923
260,260,260,260,2020-02-18,45.36247253417969,45.14366912841797,44.48384475708008,0.004846823707202352,0.01975161503907019
261,261,261,261,2020-02-19,45.32746124267578,45.40623474121094,43.12191390991211,-0.0017348608397970144,0.05114678669808992
262,262,262,262,2020-02-20,45.75631713867188,45.85260009765625,43.489505767822266,-0.0020998364057720487,0.052123180772654765
263,263,263,263,2020-02-21,44.83734130859375,45.922611236572266,43.93586730957031,-0.023632583138352037,0.020517951601403128
264,264,264,264,2020-02-24,43.21819305419922,45.84383773803711,45.09990310668945,-0.05727366672139156,-0.041723150669277786
265,265,265,265,2020-02-25,41.64280319213867,45.75631713867188,45.39747619628906,-0.08990045973469729,-0.08270664624429735
266,266,266,266,2020-02-26,41.065162658691406,45.36247253417969,45.14366912841797,-0.094732708236976,-0.09034503726590404
267,267,267,267,2020-02-27,38.41325378417969,45.32746124267578,45.40623474121094,-0.15253904076997749,-0.15400926760140243
268,268,268,268,2020-02-28,37.38924789428711,45.75631713867188,45.85260009765625,-0.1828615100080503,-0.18457736715789308
269,269,269,269,2020-03-02,38.99964904785156,44.83734130859375,45.922611236572266,-0.130197110050843,-0.15075279916154527
270,270,270,270,2020-03-03,37.25796508789063,43.21819305419922,45.84383773803711,-0.13791016109428644,-0.1872852072116704
271,271,271,271,2020-03-04,38.36074447631836,41.64280319213867,45.75631713867188,-0.07881454811476041,-0.16162954374015837
272,272,272,272,2020-03-05,35.551292419433594,41.065162658691406,45.36247253417969,-0.13427123825335208,-0.21628406845225578
273,273,273,273,2020-03-06,34.29098129272461,38.41325378417969,45.32746124267578,-0.10731380670368562,-0.2434833023377081
274,274,274,274,2020-03-09,28.58456993103028,37.38924789428711,45.75631713867188,-0.2354868968787719,-0.37528691733646
275,275,275,275,2020-03-10,30.650081634521484,38.99964904785156,44.83734130859375,-0.21409339871457245,-0.3164161669718152
276,276,276,276,2020-03-11,29.144710540771484,37.25796508789063,43.21819305419922,-0.21775892827158372,-0.32563792048821694
277,277,277,277,2020-03-12,24.768627166748047,38.36074447631836,41.64280319213867,-0.35432360594464685,-0.4052122991704874
278,278,278,278,2020-03-13,27.94566535949707,35.551292419433594,41.065162658691406,-0.21393391188723754,-0.3194799788871068
279,279,279,279,2020-03-16,23.45580291748047,34.29098129272461,38.41325378417969,-0.3159774951538934,-0.3893825540199194
280,280,280,280,2020-03-17,24.88240432739257,28.58456993103028,37.38924789428711,-0.12951622545206753,-0.3345037483036807
281,281,281,281,2020-03-18,24.66360092163086,30.650081634521484,38.99964904785156,-0.19531695818219275,-0.3675942854929475
282,282,282,282,2020-03-19,23.45580291748047,29.144710540771484,37.25796508789063,-0.19519520069800034,-0.3704486312618308
283,283,283,283,2020-03-20,21.33777618408203,24.768627166748047,38.36074447631836,-0.13851599281497295,-0.44376011270441573
284,284,284,284,2020-03-23,20.593843460083008,27.94566535949707,35.551292419433594,-0.26307557200156684,-0.4207286976485366
285,285,285,285,2020-03-24,24.16472816467285,23.45580291748047,34.29098129272461,0.030223874649972338,-0.2953036847096647
286,286,286,286,2020-03-25,26.02893447875977,24.88240432739257,28.58456993103028,0.046077948749711606,-0.08940611870099235
287,287,287,287,2020-03-26,28.47079086303711,24.66360092163086,30.650081634521484,0.1543647236874972,-0.07110228277597208
288,288,288,288,2020-03-27,27.01793098449707,23.45580291748047,29.144710540771484,0.15186553534528202,-0.07297308900354982
289,289,289,289,2020-03-30,28.033185958862305,21.33777618408203,24.768627166748047,0.31378198538679225,0.13180216933851452
290,290,290,290,2020-03-31,26.755369186401367,20.593843460083008,27.94566535949707,0.29919260764806865,-0.04259323074915422
291,291,291,291,2020-04-01,24.41853904724121,24.16472816467285,23.45580291748047,0.010503361794047095,0.041044688734285906
292,292,292,292,2020-04-02,24.549819946289062,26.02893447875977,24.88240432739257,-0.05682578108134617,-0.013366247759963201
293,293,293,293,2020-04-03,24.26099967956543,28.47079086303711,24.66360092163086,-0.14786351400365005,-0.016323700798788643
294,294,294,294,2020-04-06,26.807880401611328,27.01793098449707,23.45580291748047,-0.00777448809852499,0.14291037044963906
295,295,295,295,2020-04-07,27.63934135437012,28.033185958862305,21.33777618408203,-0.01404922740747827,0.29532436351024494
296,296,296,296,2020-04-08,29.29349899291992,26.755369186401367,20.593843460083008,0.09486431634845749,0.42243962617757247
297,297,297,297,2020-04-09,31.035175323486328,24.41853904724121,24.16472816467285,0.2709677374000252,0.2843171713744992
298,298,298,298,2020-04-13,30.037425994873047,24.549819946289062,26.02893447875977,0.2235293806875145,0.15400136795397068
299,299,299,299,2020-04-14,30.133703231811523,24.26099967956543,28.47079086303711,0.24206354353949222,0.05840766337591741
300,300,300,300,2020-04-15,28.41828155517578,26.807880401611328,27.01793098449707,0.060071931441012305,0.05183041482644368
301,301,301,301,2020-04-16,27.087953567504883,27.63934135437012,28.033185958862305,-0.01994938228794141,-0.0337183362870177
302,302,302,302,2020-04-17,28.934659957885746,29.29349899291992,26.755369186401367,-0.012249783992035246,0.08145246497260139
303,303,303,303,2020-04-20,28.48829460144043,31.035175323486328,24.41853904724121,-0.08206432525349738,0.16666662761132778
304,304,304,304,2020-04-21,27.534311294555664,30.037425994873047,24.549819946289062,-0.08333319575201381,0.12156876729834165
305,305,305,305,2020-04-22,27.796875,30.133703231811523,24.26099967956543,-0.07754865752260354,0.1457431831802367
306,306,306,306,2020-04-23,27.919403076171875,28.41828155517578,26.807880401611328,-0.017554843280558785,0.041462534818446084
307,307,307,307,2020-04-24,29.144710540771484,27.087953567504883,27.63934135437012,0.07592884298701397,0.05446472718364337
308,308,308,308,2020-04-27,30.124950408935547,28.934659957885746,29.29349899291992,0.04113718470451233,0.028383479085806185
309,309,309,309,2020-04-28,30.790117263793945,28.48829460144043,31.035175323486328,0.08079889282797326,-0.007896139046681405
310,310,310,310,2020-04-29,32.80310821533203,27.534311294555664,30.037425994873047,0.1913538662511658,0.09207454130493886
311,311,311,311,2020-04-30,31.57781410217285,27.796875,30.133703231811523,0.13602029372628577,0.04792344502937862
312,312,312,312,2020-05-01,30.35250663757324,27.919403076171875,28.41828155517578,0.0871474062236639,0.06806270388454161
313,313,313,313,2020-05-04,29.914899826049805,29.144710540771484,27.087953567504883,0.026426383072183146,0.10436175075019949
314,314,314,314,2020-05-05,29.99366950988769,30.124950408935547,28.934659957885746,-0.00435787934140186,0.03660003447572313
315,315,315,315,2020-05-06,28.85589027404785,30.790117263793945,28.48829460144043,-0.06281973443539135,0.012903393402454943
316,316,316,316,2020-05-07,30.56894874572754,32.80310821533203,27.534311294555664,-0.06810816386479668,0.11021294190757236
317,317,317,317,2020-05-08,31.26128196716309,31.57781410217285,27.796875,-0.010023877333168008,0.12463296565398418
318,318,318,318,2020-05-11,30.15178680419922,30.35250663757324,27.919403076171875,-0.006612957399885655,0.07995814673891055
319,319,319,319,2020-05-12,28.731624603271484,29.914899826049805,29.144710540771484,-0.039554711186026714,-0.014173616063955063
320,320,320,320,2020-05-13,27.311464309692383,29.99366950988769,30.124950408935547,-0.0894257102923367,-0.09339388317826536
321,321,321,321,2020-05-14,28.252317428588867,28.85589027404785,30.790117263793945,-0.020916798605996267,-0.08242254530772031
322,322,322,322,2020-05-15,28.154680252075195,30.56894874572754,32.80310821533203,-0.07897780567248891,-0.1417069362068617
323,323,323,323,2020-05-18,29.66360855102539,31.26128196716309,31.57781410217285,-0.05110709848098671,-0.06061868452812713
324,324,324,324,2020-05-19,28.749372482299805,30.15178680419922,30.35250663757324,-0.04651181473942034,-0.052817191489842874
325,325,325,325,2020-05-20,29.43282699584961,28.731624603271484,29.914899826049805,0.024405246910342848,-0.016114806768646073
326,326,326,326,2020-05-21,29.725732803344727,27.311464309692383,29.99366950988769,0.08839762182929012,-0.00893310858328411
327,327,327,327,2020-05-22,29.59259605407715,28.252317428588867,28.85589027404785,0.04743959956120403,0.02553051640523707
328,328,328,328,2020-05-26,32.04237365722656,28.154680252075195,30.56894874572754,0.13808337975583362,0.048200051750387995
329,329,329,329,2020-05-27,32.779075622558594,29.66360855102539,31.26128196716309,0.10502657039092811,0.04855186863385175
330,330,330,330,2020-05-28,32.361907958984375,28.749372482299805,30.15178680419922,0.1256561505441105,0.07329984020971358
331,331,331,331,2020-05-29,31.962486267089844,29.43282699584961,28.731624603271484,0.08594686713569666,0.11244966855965677
332,332,332,332,2020-06-01,32.282020568847656,29.725732803344727,27.311464309692383,0.08599578629110516,0.18199523111586902
333,333,333,333,2020-06-02,32.29978561401367,29.59259605407715,28.252317428588867,0.09148198944727381,0.14326145795491874
334,334,334,334,2020-06-03,33.6223030090332,32.04237365722656,28.154680252075195,0.04930750039644205,0.1941994264543283
335,335,335,335,2020-06-04,34.91819763183594,32.779075622558594,29.66360855102539,0.0652587654974992,0.17713924021657546
336,336,336,336,2020-06-05,36.16084289550781,32.361907958984375,28.749372482299805,0.11738909032613964,0.2577959020765077
337,337,337,337,2020-06-08,38.16682052612305,31.962486267089844,29.43282699584961,0.19411300507687645,0.2967432768692262
338,338,338,338,2020-06-09,36.87978744506836,32.282020568847656,29.725732803344727,0.14242500299555516,0.24066873940677636
339,339,339,339,2020-06-10,35.060211181640625,32.29978561401367,29.59259605407715,0.08546265912146822,0.18476294264862814
340,340,340,340,2020-06-11,31.8914794921875,33.6223030090332,32.04237365722656,-0.05147843431131671,-0.004709206835088242
341,341,341,341,2020-06-12,33.24063491821289,34.91819763183594,32.779075622558594,-0.04804264903104749,0.014080912499455867
342,342,342,342,2020-06-15,33.79094314575195,36.16084289550781,32.361907958984375,-0.0655377352957186,0.044157939902021326
343,343,343,343,2020-06-16,34.341251373291016,38.16682052612305,31.962486267089844,-0.10023284884874395,0.0744236567306864
344,344,344,344,2020-06-17,33.56904602050781,36.87978744506836,32.282020568847656,-0.08977116339110747,0.039868181389554724
345,345,345,345,2020-06-18,33.826454162597656,35.060211181640625,32.29978561401367,-0.03518966308135152,0.047265593859595834
346,346,346,346,2020-06-19,33.125240325927734,31.8914794921875,33.6223030090332,0.038686221316338365,-0.014783719097764547
347,347,347,347,2020-06-22,32.779075622558594,33.24063491821289,34.91819763183594,-0.013885393488720754,-0.06126095143373167
348,348,348,348,2020-06-23,32.8767204284668,33.79094314575195,36.16084289550781,-0.02705525895923644,-0.09081985385492752
349,349,349,349,2020-06-24,31.536439895629883,34.341251373291016,38.16682052612305,-0.08167470215842454,-0.17372106293095702
350,350,350,350,2020-06-25,32.25539779663086,33.56904602050781,36.87978744506836,-0.03913272432807369,-0.12539089752958654
351,351,351,351,2020-06-26,31.12814712524414,33.826454162597656,35.060211181640625,-0.07976913643928629,-0.112151750485049
352,352,352,352,2020-06-29,31.57194900512696,33.125240325927734,31.8914794921875,-0.04689147325476106,-0.010019305850605509
353,353,353,353,2020-06-30,32.41516876220703,32.779075622558594,33.24063491821289,-0.011101803618315587,-0.024833044195361587
354,354,354,354,2020-07-01,31.518693923950195,32.8767204284668,33.79094314575195,-0.04130662933583651,-0.0672443267416587
355,355,355,355,2020-07-02,31.64295768737793,31.536439895629883,34.341251373291016,0.0033776099046236574,-0.0785729575367684
356,356,356,356,2020-07-06,32.92109680175781,32.25539779663086,33.56904602050781,0.020638375298427825,-0.0193019848807785
357,357,357,357,2020-07-07,31.97136688232422,31.12814712524414,33.826454162597656,0.027088658816966538,-0.054841316543447594
358,358,358,358,2020-07-08,32.63706970214844,31.57194900512696,33.125240325927734,0.03373629853666982,-0.014737119458638204
359,359,359,359,2020-07-09,31.41217994689941,32.41516876220703,32.779075622558594,-0.03094195876829764,-0.04170025083680162
360,360,360,360,2020-07-10,32.78795623779297,31.518693923950195,32.8767204284668,0.04027014307462462,-0.0026999101344965526
361,361,361,361,2020-07-13,33.205135345458984,31.64295768737793,31.536439895629883,0.04936888875922585,0.05291324751150306
362,362,362,362,2020-07-14,33.63118362426758,32.92109680175781,32.25539779663086,0.02156935495757395,0.042652886698561376
363,363,363,363,2020-07-15,34.296875,31.97136688232422,31.12814712524414,0.0727372128390753,0.10179622519793674
364,364,364,364,2020-07-16,34.376766204833984,32.63706970214844,31.57194900512696,0.05330431066766472,0.08883889934231015
365,365,365,365,2020-07-17,34.1459846496582,31.41217994689941,32.41516876220703,0.08703008538026147,0.05339524529852624
366,366,366,366,2020-07-20,33.53354263305664,32.78795623779297,31.518693923950195,0.02273964225938152,0.06392551398125712
367,367,367,367,2020-07-21,34.01284408569336,33.205135345458984,31.64295768737793,0.024324813973234827,0.07489459176759428
368,368,368,368,2020-07-22,34.10160446166992,33.63118362426758,32.92109680175781,0.01398763845655715,0.035858697753018864
369,369,369,369,2020-07-23,34.22586441040039,34.296875,31.97136688232422,-0.002070468216116228,0.07051614453564703
370,370,370,370,2020-07-24,33.92409133911133,34.376766204833984,32.63706970214844,-0.013168046785593246,0.03943435022532582
371,371,371,371,2020-07-27,33.55128860473633,34.1459846496582,31.41217994689941,-0.01741628045064525,0.06809806455499001
372,372,372,372,2020-07-28,33.36489486694336,33.53354263305664,32.78795623779297,-0.00502922604863798,0.017596053409556056
373,373,373,373,2020-07-29,34.3323860168457,34.01284408569336,33.205135345458984,0.009394743066686084,0.03394808241734437
374,374,374,374,2020-07-30,33.32939147949219,34.10160446166992,33.63118362426758,-0.022644476539093628,-0.00897358083340316
375,375,375,375,2020-07-31,33.59566879272461,34.22586441040039,34.296875,-0.018412847375281483,-0.020445192376138954
376,376,376,376,2020-08-03,33.51480865478516,33.92409133911133,34.376766204833984,-0.012064661665802667,-0.025073840422128346
377,377,377,377,2020-08-04,33.1553955078125,33.55128860473633,34.1459846496582,-0.011799639101430559,-0.029010413728268847
378,378,378,378,2020-08-05,34.395355224609375,33.36489486694336,33.53354263305664,0.030884567800240736,0.025700016278720872
379,379,379,379,2020-08-06,33.22727584838867,34.3323860168457,34.01284408569336,-0.032188562947963795,-0.023096223159859708
380,380,380,380,2020-08-07,34.790706634521484,33.32939147949219,34.10160446166992,0.043844639525700835,0.020207324075502298
381,381,381,381,2020-08-10,35.74314498901367,33.59566879272461,34.22586441040039,0.0639212217961298,0.04433140271987446
382,382,382,382,2020-08-11,36.45296859741211,33.51480865478516,33.92409133911133,0.08766751357261415,0.07454517301647567
383,383,383,383,2020-08-12,35.97675704956055,33.1553955078125,33.55128860473633,0.08509509533925597,0.07229136482352039
384,384,384,384,2020-08-13,35.437644958496094,34.395355224609375,33.36489486694336,0.030303211787764184,0.062123681187029156
385,385,385,385,2020-08-14,35.590389251708984,33.22727584838867,34.3323860168457,0.07111968534835245,0.036641881931713804
386,386,386,386,2020-08-17,34.93447494506836,34.790706634521484,33.32939147949219,0.004132376845839003,0.048158198944729946
387,387,387,387,2020-08-18,34.42232131958008,35.74314498901367,33.59566879272461,-0.03695320235081645,0.02460592560176944
388,388,388,388,2020-08-19,34.323482513427734,36.45296859741211,33.51480865478516,-0.058417357102037326,0.02412885202395776
389,389,389,389,2020-08-20,33.802337646484375,35.97675704956055,33.1553955078125,-0.06043956102215531,0.01951242410965759
390,390,390,390,2020-08-21,33.49683380126953,35.437644958496094,34.395355224609375,-0.05476693384957165,-0.026123336057217506
391,391,391,391,2020-08-24,34.70085144042969,35.590389251708984,33.22727584838867,-0.024993764608421176,0.044348372065309505
392,392,392,392,2020-08-25,34.736793518066406,34.93447494506836,34.790706634521484,-0.005658634552624386,-0.0015496413171895984
393,393,393,393,2020-08-26,34.43129348754883,34.42232131958008,35.74314498901367,0.0002606497070738456,-0.036702184485110756
394,394,394,394,2020-08-27,35.105186462402344,34.323482513427734,36.45296859741211,0.022774610608605972,-0.036973179054214156
395,395,395,395,2020-08-28,35.4196662902832,33.802337646484375,35.97675704956055,0.04784665074686156,-0.015484740842814482
396,396,396,396,2020-08-31,34.55708694458008,33.49683380126953,35.437644958496094,0.031652339131537977,-0.024848096281434806
397,397,397,397,2020-09-01,34.59302520751953,34.70085144042969,35.590389251708984,-0.0031073079891212885,-0.028023409273096433
398,398,398,398,2020-09-02,34.880558013916016,34.736793518066406,34.93447494506836,0.004138680669384165,-0.00154337316467823
399,399,399,399,2020-09-03,34.323482513427734,34.43129348754883,34.42232131958008,-0.003131191517974252,-0.002871357955052334
400,400,400,400,2020-09-04,35.17707061767578,35.105186462402344,34.323482513427734,0.0020476790616230645,0.02486892476350877
401,401,401,401,2020-09-08,34.03594970703125,35.4196662902832,33.802337646484375,-0.03906633597029552,0.006911121443435864
402,402,402,402,2020-09-09,34.395355224609375,34.55708694458008,33.49683380126953,-0.004680131755031236,0.02682407025901634
403,403,403,403,2020-09-10,33.8652229309082,34.59302520751953,34.70085144042969,-0.02103898899403356,-0.0240809223645706
404,404,404,404,2020-09-11,34.35042953491211,34.880558013916016,34.736793518066406,-0.015198394440605112,-0.01112261507249801
405,405,405,405,2020-09-14,34.89853286743164,34.323482513427734,34.43129348754883,0.01675384640177291,0.013570195382051953
406,406,406,406,2020-09-15,33.7034912109375,35.17707061767578,35.105186462402344,-0.04189033881626958,-0.03992843772432486
407,407,407,407,2020-09-16,33.81131362915039,34.03594970703125,35.4196662902832,-0.006599965031516497,-0.04540846455049852
408,408,408,408,2020-09-17,35.32981491088867,34.395355224609375,34.55708694458008,0.027168194082516806,0.02236091159963327
409,409,409,409,2020-09-18,35.644290924072266,33.8652229309082,34.59302520751953,0.05253377474566512,0.0303895282429425
410,410,410,410,2020-09-21,33.631614685058594,34.35042953491211,34.880558013916016,-0.02092593483068228,-0.035806288659692376
411,411,411,411,2020-09-22,33.20032501220703,34.89853286743164,34.323482513427734,-0.048661296498496265,-0.03272271398397031
412,412,412,412,2020-09-23,32.42759704589844,33.7034912109375,35.17707061767578,-0.037856439175802836,-0.07816095892862063
413,413,413,413,2020-09-24,32.122100830078125,33.81131362915039,34.03594970703125,-0.049959987287092944,-0.056230218149539546
414,414,414,414,2020-09-25,32.5803337097168,35.32981491088867,34.395355224609375,-0.07782325517715871,-0.05276937839542817
415,415,415,415,2020-09-28,33.469879150390625,35.644290924072266,33.8652229309082,-0.06100308681447664,-0.011674034490313456
416,416,416,416,2020-09-29,33.03859329223633,33.631614685058594,34.35042953491211,-0.017632855227903366,-0.03818980607920763
417,417,417,417,2020-09-30,33.39799880981445,33.20032501220703,34.89853286743164,0.005953971761865073,-0.04299705272187904
418,418,418,418,2020-10-01,33.4788703918457,32.42759704589844,33.7034912109375,0.03241909489806716,-0.0066646157718789345
419,419,419,419,2020-10-02,33.81131362915039,32.122100830078125,33.81131362915039,0.05258724539867399,0.0
420,420,420,420,2020-10-05,34.61100006103516,32.5803337097168,35.32981491088867,0.06232797887864283,-0.02034584250346494
421,421,421,421,2020-10-06,34.47622299194336,33.469879150390625,35.644290924072266,0.030067148944007638,-0.03277012676776392
422,422,422,422,2020-10-07,35.34778594970703,33.03859329223633,33.631614685058594,0.06989379472198465,0.05102851233041972
423,423,423,423,2020-10-08,35.806034088134766,33.39799880981445,33.20032501220703,0.0721011846258488,0.0784844448049733
424,424,424,424,2020-10-09,35.47358322143555,33.4788703918457,32.42759704589844,0.05958124650692187,0.09393191148964197
425,425,425,425,2020-10-12,36.24631118774414,33.81131362915039,32.122100830078125,0.07201724207764637,0.12839167585839317
426,426,426,426,2020-10-13,35.042293548583984,34.61100006103516,32.5803337097168,0.012461168032944725,0.07556582632954822
427,427,427,427,2020-10-14,35.01533508300781,34.47622299194336,33.469879150390625,0.015637214412681955,0.04617452981150527
428,428,428,428,2020-10-15,35.15910339355469,35.34778594970703,33.03859329223633,-0.005337888953520387,0.06418282045369805
429,429,429,429,2020-10-16,35.29387664794922,35.806034088134766,33.39799880981445,-0.0143036628665687,0.056766210722111854
430,430,430,430,2020-10-19,35.105186462402344,35.47358322143555,33.4788703918457,-0.010385101407252018,0.048577387812724915
431,431,431,431,2020-10-20,35.34778594970703,36.24631118774414,33.81131362915039,-0.024789425698605316,0.045442550307538854
432,432,432,432,2020-10-21,35.15910339355469,35.042293548583984,34.61100006103516,0.0033333961091546183,0.015836102151135956
433,433,433,433,2020-10-22,36.4889030456543,35.01533508300781,34.47622299194336,0.0420835031038036,0.0583787862777565
434,434,434,434,2020-10-23,36.7854118347168,35.15910339355469,35.34778594970703,0.04625568584494233,0.04067088917691275
435,435,435,435,2020-10-26,35.38372802734375,35.29387664794922,35.806034088134766,0.0025458064663959057,-0.01179427075759154
436,436,436,436,2020-10-27,33.93711471557617,35.105186462402344,35.47358322143555,-0.03327348077404968,-0.04331303370929096
437,437,437,437,2020-10-28,32.88583755493164,35.34778594970703,36.24631118774414,-0.06964929566672895,-0.09271215532544363
438,438,438,438,2020-10-29,33.523799896240234,35.15910339355469,35.042293548583984,-0.04651152445526341,-0.04333316968075884
439,439,439,439,2020-10-30,34.00898742675781,36.4889030456543,35.01533508300781,-0.0679635563665385,-0.028740197798031608
440,440,440,440,2020-11-02,35.20053482055664,36.7854118347168,35.15910339355469,-0.04308438957490224,0.00117839828104227
441,441,441,441,2020-11-03,36.355690002441406,35.38372802734375,35.29387664794922,0.027469179458607274,0.03008491713969552
442,442,442,442,2020-11-04,35.47340393066406,33.93711471557617,35.105186462402344,0.04526870442473929,0.010488976284346974
443,443,443,443,2020-11-05,37.41080093383789,32.88583755493164,35.34778594970703,0.13759611174104558,0.058363343805072354
444,444,444,444,2020-11-06,36.81957244873047,33.523799896240234,35.15910339355469,0.09831142539601734,0.04722728667421516
445,445,445,445,2020-11-09,40.87628173828125,34.00898742675781,36.4889030456543,0.201925868163906,0.1202387116745478
446,446,446,446,2020-11-10,41.86771774291992,35.20053482055664,36.7854118347168,0.1894057279626824,0.13816090821651805
447,447,447,447,2020-11-11,41.39474105834961,36.355690002441406,35.38372802734375,0.13860419250933798,0.1698807154056996
448,448,448,448,2020-11-12,39.8211669921875,35.47340393066406,33.93711471557617,0.12256402204935091,0.17338104096134943
449,449,449,449,2020-11-13,40.6943588256836,37.41080093383789,32.88583755493164,0.08777031792643997,0.23744328414043925
450,450,450,450,2020-11-16,41.86771774291992,36.81957244873047,33.523799896240234,0.13710494061870926,0.24889534815578807
451,451,451,451,2020-11-17,41.84952163696289,40.87628173828125,34.00898742675781,0.023809403822808717,0.23054300652410054
452,452,452,452,2020-11-18,41.57665252685547,41.86771774291992,35.20053482055664,-0.006952020118499824,0.18113695541282682
453,453,453,453,2020-11-19,41.39474105834961,41.39474105834961,36.355690002441406,0.0,0.13860419250933798
454,454,454,454,2020-11-20,41.7221794128418,39.8211669921875,35.47340393066406,0.04773874208727369,0.1761538163744174
455,455,455,455,2020-11-23,42.904632568359375,40.6943588256836,37.41080093383789,0.0543140082915079,0.14685148399355286
456,456,456,456,2020-11-24,44.268985748291016,41.86771774291992,36.81957244873047,0.05735368763388493,0.202322102189902
457,457,457,457,2020-11-25,43.44127655029297,41.84952163696289,40.87628173828125,0.038035199712394885,0.0627501989646373
458,458,458,458,2020-11-27,43.1593132019043,41.57665252685547,41.86771774291992,0.038066091877563935,0.030849435522498414
459,459,459,459,2020-11-30,41.99505233764648,41.39474105834961,41.39474105834961,0.014502114615252193,0.014502114615252193
460,460,460,460,2020-12-01,42.66814041137695,41.7221794128418,39.8211669921875,0.022672856783794826,0.0714939725334518
461,461,461,461,2020-12-02,43.39579772949219,42.904632568359375,40.6943588256836,0.011447835157432973,0.06638362126260144
462,462,462,462,2020-12-03,43.39579772949219,44.268985748291016,41.86771774291992,-0.01972459960487205,0.0364978095045716
463,463,463,463,2020-12-04,44.08707809448242,43.44127655029297,41.84952163696289,0.01486608118989774,0.05346671526929114
464,464,464,464,2020-12-07,43.27755737304688,43.1593132019043,41.57665252685547,0.0027397139196683185,0.040910095999016516
465,465,465,465,2020-12-08,43.22298431396485,41.99505233764648,41.39474105834961,0.029239920132629438,0.04416607542098561
466,466,466,466,2020-12-09,43.33212661743164,42.66814041137695,41.7221794128418,0.015561639191513654,0.0385873227920186
467,467,467,467,2020-12-10,43.25027084350586,43.39579772949219,42.904632568359375,-0.003353478760627193,0.008055966324750141
468,468,468,468,2020-12-11,42.92282485961914,43.39579772949219,44.268985748291016,-0.010899047710133725,-0.030408667962849023
469,469,469,469,2020-12-14,41.69489669799805,44.08707809448242,43.44127655029297,-0.0542603751456997,-0.040200933098112235
470,470,470,470,2020-12-15,42.0587272644043,43.27755737304688,43.1593132019043,-0.028163098442373524,-0.02550054335552865
471,471,471,471,2020-12-16,42.13148880004883,43.22298431396485,41.99505233764648,-0.025252664322934604,0.0032488699217561035
472,472,472,472,2020-12-17,42.28611755371094,43.33212661743164,42.66814041137695,-0.024139342916530526,-0.00895335146980425
473,473,473,473,2020-12-18,41.52207565307617,43.25027084350586,43.39579772949219,-0.039958020070738565,-0.04317750045974189
474,474,474,474,2020-12-21,41.3492546081543,42.92282485961914,43.39579772949219,-0.036660454119953,-0.04715993779155814
475,475,475,475,2020-12-22,41.12186050415039,41.69489669799805,44.08707809448242,-0.01374355710719799,-0.06725820168842478
476,476,476,476,2020-12-23,41.95867538452149,42.0587272644043,43.27755737304688,-0.002378861330106896,-0.030474963666659804
477,477,477,477,2020-12-24,42.12239456176758,42.13148880004883,43.22298431396485,-0.0002158537127517901,-0.02546306715433544
478,478,478,478,2020-12-28,42.06782150268555,42.28611755371094,43.33212661743164,-0.005162357380010474,-0.02917708438148725
479,479,479,479,2020-12-29,41.84952163696289,41.52207565307617,43.25027084350586,0.00788606972884942,-0.03238706207439379
480,480,480,480,2020-12-30,42.20425796508789,41.3492546081543,42.92282485961914,0.020677600238166782,-0.016740904096628095
481,481,481,481,2020-12-31,42.70452117919922,41.12186050415039,41.69489669799805,0.03848708826997482,0.02421458166724877
482,482,482,482,2021-01-04,41.9131965637207,41.95867538452149,42.0587272644043,-0.001083895532544954,-0.0034601784254836288
483,483,483,483,2021-01-05,42.4316520690918,42.12239456176758,42.13148880004883,0.007341878602621366,0.00712444011811475
