,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,SJM,SJM_6m,SJM_12m,SJM_6m_ret,SJM_12m_ret
0,0,0,0,2019-02-05,90.63001251220705,,,,
1,1,1,1,2019-02-06,90.53536224365234,,,,
2,2,2,2,2019-02-07,89.30540466308594,,,,
3,3,3,3,2019-02-08,89.1162109375,,,,
4,4,4,4,2019-02-11,88.88394165039062,,,,
5,5,5,5,2019-02-12,89.76128387451172,,,,
6,6,6,6,2019-02-13,89.21941375732422,90.63001251220705,,-0.015564366767496951,
7,7,7,7,2019-02-14,88.05731964111328,90.53536224365234,,-0.027370991192038896,
8,8,8,8,2019-02-15,89.65300750732422,89.30540466308594,,0.003892293479321296,
9,9,9,9,2019-02-19,90.19935607910156,89.1162109375,,0.012154299764396415,
10,10,10,10,2019-02-20,92.74031829833984,88.88394165039062,,0.04338665203572534,
11,11,11,11,2019-02-21,92.5928955078125,89.76128387451172,,0.0315460241996921,
12,12,12,12,2019-02-22,87.95327758789062,89.21941375732422,90.63001251220705,-0.014191263045927105,-0.02953475179048315
13,13,13,13,2019-02-25,87.64107513427734,88.05731964111328,90.53536224365234,-0.00472697225548524,-0.03196858153155424
14,14,14,14,2019-02-26,92.00316619873048,89.65300750732422,89.30540466308594,0.02621394146999778,0.03020826730276993
15,15,15,15,2019-02-27,93.28665161132812,90.19935607910156,89.1162109375,0.03422746753889361,0.04679777820393394
16,16,16,16,2019-02-28,91.84709930419922,92.74031829833984,88.88394165039062,-0.009631398840655225,0.033337379044953375
17,17,17,17,2019-03-01,91.4221420288086,92.5928955078125,89.76128387451172,-0.012644096208278999,0.018503057026443503
18,18,18,18,2019-03-04,88.92454528808594,87.95327758789062,89.21941375732422,0.011042996086470414,-0.003304981021735043
19,19,19,19,2019-03-05,88.52564239501953,87.64107513427734,88.05731964111328,0.010093067199220318,0.005318385295111749
20,20,20,20,2019-03-06,89.67904663085938,92.00316619873048,89.65300750732422,-0.025261299843213236,0.00029044339123851515
21,21,21,21,2019-03-07,89.00260925292969,93.28665161132812,90.19935607910156,-0.04592342295924157,-0.013267797888960264
22,22,22,22,2019-03-08,88.88121032714844,91.84709930419922,92.74031829833984,-0.032291591128291386,-0.0416119767755907
23,23,23,23,2019-03-11,89.43621063232422,91.4221420288086,92.5928955078125,-0.02172265221983727,-0.034092085123549665
24,24,24,24,2019-03-12,89.15003204345703,88.92454528808594,87.95327758789062,0.002535708837650974,0.013606706746891906
25,25,25,25,2019-03-13,89.54893493652344,88.52564239501953,87.64107513427734,0.011559278349404956,0.02176901412178034
26,26,26,26,2019-03-14,90.06060028076172,89.67904663085938,92.00316619873048,0.004254657740429657,-0.02111412028769477
27,27,27,27,2019-03-15,91.5608901977539,89.00260925292969,93.28665161132812,0.028743887019694325,-0.01849955362064526
28,28,28,28,2019-03-18,92.80968475341795,88.88121032714844,91.84709930419922,0.044199155387396605,0.010480303205119501
29,29,29,29,2019-03-19,92.71429443359376,89.43621063232422,91.4221420288086,0.03665275818477909,0.014133910845996134
30,30,30,30,2019-03-20,92.8530502319336,89.15003204345703,88.92454528808594,0.04153692492978012,0.04417795931506441
31,31,31,31,2019-03-21,96.77286529541016,89.54893493652344,88.52564239501953,0.08067019852338153,0.09316196615201977
32,32,32,32,2019-03-22,99.12303161621094,90.06060028076172,89.67904663085938,0.10062592640063817,0.10530871301771616
33,33,33,33,2019-03-25,100.53660583496094,91.5608901977539,89.00260925292969,0.0980300171593047,0.1295916679167648
34,34,34,34,2019-03-26,100.3458023071289,92.80968475341795,88.88121032714844,0.08119968916749731,0.12898780223381645
35,35,35,35,2019-03-27,99.6433563232422,92.71429443359376,89.43621063232422,0.07473563738988864,0.11412766281970455
36,36,36,36,2019-03-28,100.64068603515624,92.8530502319336,89.15003204345703,0.08387054365764235,0.12889119306314978
37,37,37,37,2019-03-29,101.03092193603516,96.77286529541016,89.54893493652344,0.04400052253931719,0.128220251951078
38,38,38,38,2019-04-01,100.36315155029295,99.12303161621094,90.06060028076172,0.012510916119712334,0.11439576504501736
39,39,39,39,2019-04-02,100.64068603515624,100.53660583496094,91.5608901977539,0.0010352468071794796,0.09916674922875601
40,40,40,40,2019-04-03,100.0249481201172,100.3458023071289,92.80968475341795,-0.0031974848935849565,0.07774256949443559
41,41,41,41,2019-04-04,100.32845306396484,99.6433563232422,92.71429443359376,0.00687548840185781,0.08212496979982609
42,42,42,42,2019-04-05,101.06561279296876,100.64068603515624,92.8530502319336,0.004222216427102854,0.08844687967192644
43,43,43,43,2019-04-08,102.31439971923828,101.03092193603516,96.77286529541016,0.01270381145304933,0.05726330833454152
44,44,44,44,2019-04-09,103.61522674560548,100.36315155029295,99.12303161621094,0.03240307966697209,0.04531938799841817
45,45,45,45,2019-04-10,103.25967407226562,100.64068603515624,100.53660583496094,0.026023153659689102,0.027085340853607365
46,46,46,46,2019-04-11,103.59788513183594,100.0249481201172,100.3458023071289,0.03572045853428585,0.03240875801414567
47,47,47,47,2019-04-12,102.62657165527344,100.32845306396484,99.6433563232422,0.02290595061645595,0.029938928616110694
48,48,48,48,2019-04-15,103.35507202148438,101.06561279296876,100.64068603515624,0.022653196920752183,0.02697106004802019
49,49,49,49,2019-04-16,103.13826751708984,102.31439971923828,101.03092193603516,0.008052315217724537,0.02085842176506003
50,50,50,50,2019-04-17,103.4244384765625,103.61522674560548,100.36315155029295,-0.0018413149788438776,0.030502100412176825
51,51,51,51,2019-04-18,104.67322540283205,103.25967407226562,100.64068603515624,0.01368928716138651,0.040068679244367855
52,52,52,52,2019-04-22,105.12419128417967,103.59788513183594,100.0249481201172,0.014732985624189121,0.050979713160550055
53,53,53,53,2019-04-23,105.55780792236328,102.62657165527344,100.32845306396484,0.028562157147137057,0.05212235112470487
