,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,EXPD,EXPD_6m,EXPD_12m,EXPD_6m_ret,EXPD_12m_ret
37,37,37,37,2019-03-29,71.51228332519531,71.50284576416016,72.42620086669922,0.00013198860736651774,-0.012618603910841242
38,38,38,38,2019-04-01,73.11399841308594,69.8351821899414,72.54869079589844,0.04695077925373825,0.007792113282621305
39,39,39,39,2019-04-02,73.57567596435547,69.45831298828125,71.61590576171875,0.0592781885844087,0.0273650131460641
40,40,40,40,2019-04-03,73.28358459472656,69.77864074707031,72.11526489257812,0.05022946578109444,0.016200726765529527
41,41,41,41,2019-04-04,73.82063293457031,69.98593139648438,71.79492950439453,0.05479246273599725,0.028215132240665852
42,42,42,42,2019-04-05,73.59452819824219,70.63603973388672,70.49470520019531,0.04188355512994835,0.043972423024449814
43,43,43,43,2019-04-08,73.70758819580078,71.51228332519531,71.50284576416016,0.030698290818411245,0.030834331250431557
44,44,44,44,2019-04-09,73.31185150146484,73.11399841308594,69.8351821899414,0.0027060903886155785,0.04978392269483045
45,45,45,45,2019-04-10,73.30243682861328,73.57567596435547,69.45831298828125,-0.003713715601805112,0.055344330648810836
46,46,46,46,2019-04-11,73.66989135742188,73.28358459472656,69.77864074707031,0.005271395563299253,0.055765640727459154
47,47,47,47,2019-04-12,74.47075653076172,73.82063293457031,69.98593139648438,0.008806800623988531,0.0640818096549991
48,48,48,48,2019-04-15,74.38594055175781,73.59452819824219,70.63603973388672,0.010753684722100365,0.053087642398957025
49,49,49,49,2019-04-16,75.19624328613281,73.70758819580078,71.51228332519531,0.02019676843010365,0.05151506551937435
50,50,50,50,2019-04-17,75.46949768066406,73.31185150146484,73.11399841308594,0.029431069261101728,0.03221680278337158
51,51,51,51,2019-04-18,75.78038024902344,73.30243682861328,73.57567596435547,0.03380437987626217,0.02996512442150112
52,52,52,52,2019-04-22,75.33756256103516,73.66989135742188,73.28358459472656,0.022637079719885822,0.028027804284786573
53,53,53,53,2019-04-23,75.3564224243164,74.47075653076172,73.82063293457031,0.011892801078082771,0.02080433923002678
54,54,54,54,2019-04-24,75.84634399414062,74.38594055175781,73.59452819824219,0.019632788555878466,0.030597598096324452
55,55,55,55,2019-04-25,74.17868041992188,75.19624328613281,73.70758819580078,-0.013532097106752516,0.0063913666917123635
56,56,56,56,2019-04-26,74.69688415527344,75.46949768066406,73.31185150146484,-0.010237427691115686,0.0188923431265533
57,57,57,57,2019-04-29,73.81121063232422,75.78038024902344,73.30243682861328,-0.025985216888966378,0.006940748844414202
58,58,58,58,2019-04-30,74.82878112792969,75.33756256103516,73.66989135742188,-0.006753356702949853,0.015730846742874505
59,59,59,59,2019-05-01,72.6617431640625,75.3564224243164,74.47075653076172,-0.03575911877929561,-0.0242915937875825
60,60,60,60,2019-05-02,73.69817352294922,75.84634399414062,74.38594055175781,-0.0283226634016448,-0.009245927707670076
61,61,61,61,2019-05-03,74.58381652832031,74.17868041992188,75.19624328613281,0.0054616246353396125,-0.008144379706338856
62,62,62,62,2019-05-06,74.15982055664062,74.69688415527344,75.46949768066406,-0.0071899063087612625,-0.017353727853935186
63,63,63,63,2019-05-07,71.35211181640625,73.81121063232422,75.78038024902344,-0.03331606127106457,-0.05843555308201631
64,64,64,64,2019-05-08,70.60777282714844,74.82878112792969,75.33756256103516,-0.05640888755844997,-0.06278129492250106
65,65,65,65,2019-05-09,69.97650146484375,72.6617431640625,75.3564224243164,-0.036955371317692665,-0.07139299858450598
66,66,66,66,2019-05-10,69.54310607910156,73.69817352294922,75.84634399414062,-0.05637951722852119,-0.08310536254095524
67,67,67,67,2019-05-13,67.96964263916016,74.58381652832031,74.17868041992188,-0.08868108655513329,-0.08370380472681183
68,68,68,68,2019-05-14,68.6197509765625,74.15982055664062,74.69688415527344,-0.07470446312429813,-0.08135725134234939
69,69,69,69,2019-05-15,69.09083557128906,71.35211181640625,73.81121063232422,-0.03169179142077261,-0.06395200702707293
70,70,70,70,2019-05-16,70.07071685791016,70.60777282714844,74.82878112792969,-0.007606187643859341,-0.06358601861875834
71,71,71,71,2019-05-17,70.23089599609375,69.97650146484375,72.6617431640625,0.003635427978316619,-0.03345429193021365
72,72,72,72,2019-05-20,69.58077239990234,69.54310607910156,73.69817352294922,0.0005416255172430162,-0.05586842829645888
73,73,73,73,2019-05-21,69.67499542236328,67.96964263916016,74.58381652832031,0.02508991833687535,-0.06581616943795165
74,74,74,74,2019-05-22,68.67627716064453,68.6197509765625,74.15982055664062,0.0008237596796487612,-0.07394224196926091
75,75,75,75,2019-05-23,67.5362319946289,69.09083557128906,71.35211181640625,-0.022500865184299168,-0.05347956387886399
76,76,76,76,2019-05-24,67.54564666748047,70.07071685791016,70.60777282714844,-0.03603602622690505,-0.04336811709334343
77,77,77,77,2019-05-28,66.73536682128906,70.23089599609375,69.97650146484375,-0.049771957558381597,-0.046317471947108335
78,78,78,78,2019-05-29,66.30197143554688,69.58077239990234,69.54310607910156,-0.047122227179531406,-0.04660612426295818
79,79,79,79,2019-05-30,66.23600769042969,69.67499542236328,67.96964263916016,-0.04935755949586751,-0.025506018296051036
80,80,80,80,2019-05-31,66.03671264648438,68.67627716064453,68.6197509765625,-0.0384348806209428,-0.03764278204624172
81,81,81,81,2019-06-03,66.56813049316406,67.5362319946289,69.09083557128906,-0.014334550105517208,-0.0365128755104146
82,82,82,82,2019-06-04,67.83970642089844,67.54564666748047,70.07071685791016,0.004353496752582675,-0.03183941219747721
83,83,83,83,2019-06-05,68.73171997070312,66.73536682128906,70.23089599609375,0.02991447031017458,-0.021346388994866405
84,84,84,84,2019-06-06,68.08644104003906,66.30197143554688,69.58077239990234,0.026914276692766137,-0.02147621114745457
85,85,85,85,2019-06-07,68.85507202148438,66.23600769042969,69.67499542236328,0.039541397834475855,-0.011767828557556537
86,86,86,86,2019-06-10,69.9368667602539,66.03671264648438,68.67627716064453,0.0590603916740724,0.018355531949710402
87,87,87,87,2019-06-11,69.29158020019531,66.56813049316406,67.5362319946289,0.040912215603094326,0.025991207293086793
88,88,88,88,2019-06-12,70.48725891113281,67.83970642089844,67.54564666748047,0.03902659120910901,0.043549990099784885
89,89,89,89,2019-06-13,70.72447967529297,68.73171997070312,66.73536682128906,0.028993304771643302,0.059775094436603116
90,90,90,90,2019-06-14,70.19308471679688,68.08644104003906,66.30197143554688,0.030940722478341565,0.05868774633696394
91,91,91,91,2019-06-17,69.37699890136719,68.85507202148438,66.23600769042969,0.0075800789188043005,0.04742120366942548
92,92,92,92,2019-06-18,70.52521514892578,69.9368667602539,66.03671264648438,0.008412564301582881,0.06796980531829
93,93,93,93,2019-06-19,71.53108215332031,69.29158020019531,66.56813049316406,0.03231997230622663,0.07455446958459944
94,94,94,94,2019-06-20,72.43258666992188,70.48725891113281,67.83970642089844,0.027598289234677775,0.06770194759581938
95,95,95,95,2019-06-21,71.54058837890625,70.72447967529297,68.73171997070312,0.011539267695713784,0.040867133972500636
96,96,96,96,2019-06-24,70.49674224853516,70.19308471679688,68.08644104003906,0.004326032015310677,0.035400605049670464
97,97,97,97,2019-06-25,70.06022644042969,69.37699890136719,68.85507202148438,0.009848041135850139,0.01750276898365999
98,98,98,98,2019-06-26,69.44343566894531,70.52521514892578,69.9368667602539,-0.01533890364880297,-0.007055378860481354
99,99,99,99,2019-06-27,70.92375946044922,71.53108215332031,69.29158020019531,-0.008490332797836841,0.023555232187493225
100,100,100,100,2019-06-28,71.98657989501953,72.43258666992188,70.48725891113281,-0.006157543108805674,0.021270808470180258
101,101,101,101,2019-07-01,72.10993957519531,71.54058837890625,70.72447967529297,0.007958436031774818,0.01958953825129872
102,102,102,102,2019-07-02,70.6580581665039,70.49674224853516,70.19308471679688,0.0022882747886425747,0.0066242059539487474
103,103,103,103,2019-07-03,71.61648559570312,70.06022644042969,69.37699890136719,0.02221316193713241,0.03227995920549698
104,104,104,104,2019-07-05,71.5216064453125,69.44343566894531,70.52521514892578,0.02992609389711598,0.01412815677744006
105,105,105,105,2019-07-08,71.17048645019531,70.92375946044922,71.53108215332031,0.0034787635571360553,-0.0050411051010258445
106,106,106,106,2019-07-09,69.77555847167969,71.98657989501953,72.43258666992188,-0.030714355739142607,-0.036682773878425334
107,107,107,107,2019-07-10,67.9725570678711,72.10993957519531,71.54058837890625,-0.05737603625377896,-0.04987422373628658
108,108,108,108,2019-07-11,68.73171997070312,70.6580581665039,70.49674224853516,-0.027262823884310783,-0.02503693392822992
109,109,109,109,2019-07-12,70.36388397216797,71.61648559570312,70.06022644042969,-0.01749040899055665,0.0043342356593218945
110,110,110,110,2019-07-15,70.325927734375,71.5216064453125,69.44343566894531,-0.016717727276606253,0.012708070344283673
111,111,111,111,2019-07-16,71.26539611816406,71.17048645019531,70.92375946044922,0.001333553734175652,0.0048169564094435735
112,112,112,112,2019-07-17,69.87993621826172,69.77555847167969,71.98657989501953,0.001495907003372654,-0.02926439455562413
113,113,113,113,2019-07-18,70.23104858398438,67.9725570678711,72.10993957519531,0.0332265198417967,-0.026055922419012112
114,114,114,114,2019-07-19,71.15151977539062,68.73171997070312,70.6580581665039,0.03520644915795712,0.00698379805066085
115,115,115,115,2019-07-22,70.85733795166016,70.36388397216797,71.61648559570312,0.007012887175008364,-0.010600180080443833
116,116,116,116,2019-07-23,71.56903839111328,70.325927734375,71.5216064453125,0.017676420301678597,0.0006631834512420554
117,117,117,117,2019-07-24,72.6318588256836,71.26539611816406,71.17048645019531,0.01917428067408511,0.02053340434185369
118,118,118,118,2019-07-25,71.5500717163086,69.87993621826172,69.77555847167969,0.023900071872281048,0.025431731160548754
119,119,119,119,2019-07-26,72.29974365234375,70.23104858398438,67.9725570678711,0.029455562889475706,0.06366078857607094
120,120,120,120,2019-07-29,72.29974365234375,71.15151977539062,68.73171997070312,0.016137728056657252,0.05191232931696588
121,121,121,121,2019-07-30,72.35667419433594,70.85733795166016,70.36388397216797,0.021159929035136082,0.028321208405098997
122,122,122,122,2019-07-31,72.4515609741211,71.56903839111328,70.325927734375,0.01233106665741368,0.030225456076096613
123,123,123,123,2019-08-01,69.57627868652344,72.6318588256836,71.26539611816406,-0.04206941951593923,-0.023701789699448583
124,124,124,124,2019-08-02,69.44343566894531,71.5500717163086,69.87993621826172,-0.029442822303742178,-0.00624643600064323
125,125,125,125,2019-08-05,66.14110565185547,72.29974365234375,70.23104858398438,-0.08518201710509987,-0.058235538477515836
126,126,126,126,2019-08-06,68.76019287109375,72.29974365234375,71.15151977539062,-0.04895661592204359,-0.03360893641971041
127,127,127,127,2019-08-07,68.883544921875,72.35667419433594,70.85733795166016,-0.04800012315564406,-0.027855873320159263
128,128,128,128,2019-08-08,69.40546417236328,72.4515609741211,71.56903839111328,-0.04204321840416725,-0.030230589475387593
129,129,129,129,2019-08-09,68.59886932373047,69.57627868652344,72.6318588256836,-0.014048025868079184,-0.05552645309040338
130,130,130,130,2019-08-12,67.46012878417969,69.44343566894531,71.5500717163086,-0.028560034014165958,-0.05716196831144016
131,131,131,131,2019-08-13,67.944091796875,66.14110565185547,72.29974365234375,0.02725969164334563,-0.060244360981597356
132,132,132,132,2019-08-14,66.6155776977539,68.76019287109375,72.29974365234375,-0.031189778326544237,-0.07861944825036149
133,133,133,133,2019-08-15,66.80538177490234,68.883544921875,72.35667419433594,-0.03016922473037109,-0.07672122138344695
134,134,134,134,2019-08-16,67.78277587890625,69.40546417236328,72.4515609741211,-0.023379834899269647,-0.06444008979851357
135,135,135,135,2019-08-19,68.05796813964844,68.59886932373047,69.57627868652344,-0.007884986872442767,-0.021822244240968458
136,136,136,136,2019-08-20,66.85281372070312,67.46012878417969,69.44343566894531,-0.009002577884479002,-0.03730549796804905
137,137,137,137,2019-08-21,67.01415252685547,67.944091796875,66.14110565185547,-0.01368683053119124,0.01319976233229947
138,138,138,138,2019-08-22,66.65352630615234,66.6155776977539,68.76019287109375,0.0005696656804601297,-0.030637880392377914
139,139,139,139,2019-08-23,64.83157348632812,66.80538177490234,68.883544921875,-0.029545647912392337,-0.05882350335108999
140,140,140,140,2019-08-26,65.90386962890625,67.78277587890625,69.40546417236328,-0.027719523516662403,-0.05045128053262615
141,141,141,141,2019-08-27,66.31192016601562,68.05796813964844,68.59886932373047,-0.025655305636660963,-0.03333800076095006
142,142,142,142,2019-08-28,67.0426025390625,66.85281372070312,67.46012878417969,0.0028389054670499014,-0.006189229885002923
143,143,143,143,2019-08-29,67.8681869506836,67.01415252685547,67.944091796875,0.012744090488734816,-0.0011171662492499568
144,144,144,144,2019-08-30,67.4696273803711,66.65352630615234,66.6155776977539,0.012243929457989022,0.012820570084855376
145,145,145,145,2019-09-03,66.62506866455078,64.83157348632812,66.80538177490234,0.027663915616684465,-0.0026990806063966755
146,146,146,146,2019-09-04,67.54553985595703,65.90386962890625,67.78277587890625,0.024910073358283213,-0.0034999455226359943
147,147,147,147,2019-09-05,68.86456298828125,66.31192016601562,68.05796813964844,0.03849447906009873,0.011851585797826969
148,148,148,148,2019-09-06,69.50984191894531,67.0426025390625,66.85281372070312,0.036801068073770926,0.0397444482941689
149,149,149,149,2019-09-09,70.18358612060547,67.8681869506836,67.01415252685547,0.03411611940664283,0.04729498880822036
150,150,150,150,2019-09-10,71.65445709228516,67.4696273803711,66.65352630615234,0.06202538645013411,0.07502875036442314
151,151,151,151,2019-09-11,71.97708892822266,66.62506866455078,64.83157348632812,0.08033042773462129,0.11021659752560842
152,152,152,152,2019-09-12,71.36975860595703,67.54553985595703,65.90386962890625,0.05661689518146229,0.08293729955203388
153,153,153,153,2019-09-13,72.32819366455078,68.86456298828125,66.31192016601562,0.05029627033077877,0.09072687811592672
154,154,154,154,2019-09-16,71.54058837890625,69.50984191894531,67.0426025390625,0.02921523634493317,0.0670914563202254
155,155,155,155,2019-09-17,71.5216064453125,70.18358612060547,67.8681869506836,0.019064576187482585,0.05383110495177457
156,156,156,156,2019-09-18,71.44568634033203,71.65445709228516,67.4696273803711,-0.002913576634657189,0.058931094098760184
157,157,157,157,2019-09-19,70.78141784667969,71.97708892822266,66.62506866455078,-0.01661182883813661,0.06238416358046295
158,158,158,158,2019-09-20,70.20258331298828,71.36975860595703,67.54553985595703,-0.01635391958396404,0.0393370674466067
159,159,159,159,2019-09-23,68.87405395507812,72.32819366455078,68.86456298828125,-0.04775647689326423,0.00013782076564528012
160,160,160,160,2019-09-24,68.08644104003906,71.54058837890625,69.50984191894531,-0.04828234457022784,-0.020477688333201294
161,161,161,161,2019-09-25,69.14926147460938,71.5216064453125,70.18358612060547,-0.03316962647528188,-0.014737415158847522
162,162,162,162,2019-09-26,69.13975524902344,71.44568634033203,71.65445709228516,-0.03227530183311944,-0.035094841902479135
163,163,163,163,2019-09-27,69.54780578613281,70.78141784667969,71.97708892822266,-0.017428473433790392,-0.0337507834543348
164,164,164,164,2019-09-30,70.49674224853516,70.20258331298828,71.36975860595703,0.004190144032669041,-0.012232300829850495
165,165,165,165,2019-10-01,69.4339370727539,68.87405395507812,72.32819366455078,0.008129086143832343,-0.0400156072640232
166,166,166,166,2019-10-02,67.33677673339844,68.08644104003906,71.54058837890625,-0.011010478667841883,-0.05876121151314584
167,167,167,167,2019-10-03,67.41268920898438,69.14926147460938,71.5216064453125,-0.025113388467100872,-0.0574500132274004
168,168,168,168,2019-10-04,67.82073211669922,69.13975524902344,71.44568634033203,-0.01907763670226259,-0.05073720205255383
169,169,169,169,2019-10-07,67.22289276123047,69.54780578613281,70.78141784667969,-0.03342899173629876,-0.05027484887569467
170,170,170,170,2019-10-08,65.45787811279297,70.49674224853516,70.20258331298828,-0.0714765530296102,-0.06758590604909387
171,171,171,171,2019-10-09,67.0521011352539,69.4339370727539,68.87405395507812,-0.034303627849941454,-0.026453398851947307
172,172,172,172,2019-10-10,68.42805480957031,67.33677673339844,68.08644104003906,0.016206271358851776,0.005017353885927944
173,173,173,173,2019-10-11,70.57266235351562,67.41268920898438,69.14926147460938,0.04687504951382526,0.02058446971886907
174,174,174,174,2019-10-14,70.25001525878906,67.82073211669922,69.13975524902344,0.035819181926697086,0.016058199884664948
175,175,175,175,2019-10-15,71.25588989257812,67.22289276123047,69.54780578613281,0.059994400206377474,0.024559856161355587
176,176,176,176,2019-10-16,70.62010192871094,65.45787811279297,70.49674224853516,0.0788632929259141,0.0017498635573949262
177,177,177,177,2019-10-17,70.59164428710938,67.0521011352539,69.4339370727539,0.05278795282963156,0.016673506690862316
178,178,178,178,2019-10-18,70.16460418701172,68.42805480957031,67.33677673339844,0.02537773990907799,0.04199528980737055
179,179,179,179,2019-10-21,70.49674224853516,70.57266235351562,67.41268920898438,-0.0010757721538146026,0.04574885048703492
180,180,180,180,2019-10-22,71.15151977539062,70.25001525878906,67.82073211669922,0.012832801719409925,0.04911164410552393
181,181,181,181,2019-10-23,71.14203643798828,71.25588989257812,67.22289276123047,-0.0015978111390017036,0.058300729346448144
182,182,182,182,2019-10-24,70.61062622070312,70.62010192871094,65.45787811279297,-0.00013417862264453184,0.07871853253524752
183,183,183,183,2019-10-25,71.40773010253906,70.59164428710938,67.0521011352539,0.011560657407419406,0.06495887367495334
184,184,184,184,2019-10-28,71.26539611816406,70.16460418701172,68.42805480957031,0.015688707203683094,0.04146459104368572
185,185,185,185,2019-10-29,71.19896697998047,70.49674224853516,70.57266235351562,0.009961094783211832,0.00887460676100793
186,186,186,186,2019-10-30,70.23104858398438,71.15151977539062,70.25001525878906,-0.012936774847704835,-0.0002699881948041716
187,187,187,187,2019-10-31,69.21568298339844,71.14203643798828,71.25588989257812,-0.027077569761008613,-0.028632116057429102
188,188,188,188,2019-11-01,69.8514633178711,70.61062622070312,70.62010192871094,-0.01075139739533204,-0.010884133410282604
189,189,189,189,2019-11-04,70.88581085205078,71.40773010253906,70.59164428710938,-0.007309002116981267,0.0041671584209737045
190,190,190,190,2019-11-05,73.59030151367188,71.26539611816406,70.16460418701172,0.032623201752122855,0.04882372481614161
191,191,191,191,2019-11-06,73.06837463378906,71.19896697998047,70.49674224853516,0.026256106417024583,0.036478740764894546
192,192,192,192,2019-11-07,73.25816345214844,70.23104858398438,71.15151977539062,0.043102230839457745,0.029607852135948853
193,193,193,193,2019-11-08,73.32457733154297,69.21568298339844,71.14203643798828,0.05936363221511609,0.030678639561535714
194,194,194,194,2019-11-11,72.69829559326172,69.8514633178711,70.61062622070312,0.040755513774072716,0.029565937654104646
195,195,195,195,2019-11-12,72.52747344970703,70.88581085205078,71.40773010253906,0.023159255398554235,0.01568098223483716
196,196,196,196,2019-11-13,71.93913269042969,73.59030151367188,71.26539611816406,-0.02243731564186391,0.009453909035298302
197,197,197,197,2019-11-14,72.30921936035156,73.06837463378906,71.19896697998047,-0.010389655952281807,0.01559365855242345
198,198,198,198,2019-11-15,72.48950958251953,73.25816345214844,70.23104858398438,-0.010492398845501794,0.03215758619685749
199,199,199,199,2019-11-18,71.64495086669922,73.32457733154297,69.21568298339844,-0.022906732312266698,0.03509707307061394
200,200,200,200,2019-11-19,72.00555419921875,72.69829559326172,69.8514633178711,-0.009528990857210373,0.030838163998728296
201,201,201,201,2019-11-20,71.6259994506836,72.52747344970703,70.88581085205078,-0.01242941407091136,0.010441985352720229
202,202,202,202,2019-11-21,70.90479278564453,71.93913269042969,73.59030151367188,-0.014377986863368997,-0.036492699075684865
203,203,203,203,2019-11-22,71.65445709228516,72.30921936035156,73.06837463378906,-0.009055031624714549,-0.01935060891377849
204,204,204,204,2019-11-25,72.6792984008789,72.48950958251953,73.25816345214844,0.0026181556400699524,-0.007901713938647137
205,205,205,205,2019-11-26,72.44207000732422,71.64495086669922,73.32457733154297,0.011125963951152729,-0.012035627839058982
206,206,206,206,2019-11-27,71.88219451904297,72.00555419921875,72.69829559326172,-0.0017131967324975905,-0.011225862553707389
207,207,207,207,2019-11-29,71.41413879394531,71.6259994506836,72.52747344970703,-0.0029578736543027784,-0.015350523088795365
208,208,208,208,2019-12-02,70.47799682617188,70.90479278564453,71.93913269042969,-0.006019282233331147,-0.02031072393582234
209,209,209,209,2019-12-03,69.25528717041016,71.65445709228516,72.30921936035156,-0.03348249389127411,-0.04223434047492891
210,210,210,210,2019-12-04,69.86662292480469,72.6792984008789,72.48950958251953,-0.03869981601308636,-0.03618298251458085
211,211,211,211,2019-12-05,69.86662292480469,72.44207000732422,71.64495086669922,-0.03555181515739603,-0.024821399420082546
212,212,212,212,2019-12-06,70.25829315185547,71.88219451904297,72.00555419921875,-0.022591149005019573,-0.02426564265485842
213,213,213,213,2019-12-09,71.05113220214844,71.41413879394531,71.6259994506836,-0.0050831193644199635,-0.00802595779387294
214,214,214,214,2019-12-10,70.80277252197266,70.47799682617188,70.90479278564453,0.004608185681012067,-0.0014388345225166965
215,215,215,215,2019-12-11,71.0988998413086,69.25528717041016,71.65445709228516,0.02662053319282376,-0.007753282538461637
216,216,216,216,2019-12-12,72.90431213378906,69.86662292480469,72.6792984008789,0.04347840330358821,0.0030959810821100664
217,217,217,217,2019-12-13,72.7419204711914,69.86662292480469,72.44207000732422,0.04115409370052592,0.004139175810918605
218,218,218,218,2019-12-16,72.84700775146484,70.25829315185547,71.88219451904297,0.036845680182041374,0.013422144925838042
219,219,219,219,2019-12-17,73.17176055908203,71.05113220214844,71.41413879394531,0.02984651041027986,0.024611677670833165
220,220,220,220,2019-12-18,73.42013549804688,70.80277252197266,70.47799682617188,0.03696695599401778,0.04174549227231217
221,221,221,221,2019-12-19,73.13356018066406,71.0988998413086,69.25528717041016,0.028617325217363376,0.055999666866025644
222,222,222,222,2019-12-20,73.02848815917969,72.90431213378906,69.86662292480469,0.0017032740829203696,0.045255733024022415
223,223,223,223,2019-12-23,73.3055191040039,72.7419204711914,69.86662292480469,0.007747920719741064,0.04922087307555145
224,224,224,224,2019-12-24,73.8404541015625,72.84700775146484,70.25829315185547,0.01363743523257721,0.050985595991701604
225,225,225,225,2019-12-26,73.8499984741211,73.17176055908203,71.05113220214844,0.009269121172660988,0.039392282504514764
226,226,226,226,2019-12-27,74.05060577392578,73.42013549804688,70.80277252197266,0.008587157618303198,0.045871554690110505
227,227,227,227,2019-12-30,74.49957275390625,73.13356018066406,71.0988998413086,0.018678327294168184,0.047830176278224945
228,228,228,228,2019-12-31,74.5282211303711,73.02848815917969,72.90431213378906,0.02053627302159744,0.022274526006115236
229,229,229,229,2020-01-02,74.84345245361328,73.3055191040039,72.7419204711914,0.0209797757168515,0.028890246075564674
230,230,230,230,2020-01-03,74.38493347167969,73.8404541015625,72.84700775146484,0.007373727271074104,0.021111721231733327
231,231,231,231,2020-01-06,73.39148712158203,73.8499984741211,73.17176055908203,-0.006208684658263519,0.003002887463977144
232,232,232,232,2020-01-07,73.200439453125,74.05060577392578,73.42013549804688,-0.011480882727635144,-0.002992313258911361
233,233,233,233,2020-01-08,72.96163177490234,74.49957275390625,73.13356018066406,-0.020643621461886363,-0.0023508824859203026
234,234,234,234,2020-01-09,73.37238311767578,74.5282211303711,73.02848815917969,-0.015508729380155462,0.004709052140672965
235,235,235,235,2020-01-10,73.75447845458984,74.84345245361328,73.3055191040039,-0.014550023593558392,0.006124495891625337
236,236,236,236,2020-01-13,74.13658905029297,74.38493347167969,73.8404541015625,-0.0033386387511022964,0.004010470308364544
237,237,237,237,2020-01-14,75.1968994140625,73.39148712158203,73.8499984741211,0.024599750778855123,0.018238334025333813
238,238,238,238,2020-01-15,75.64586639404297,73.200439453125,74.05060577392578,0.033407271311314046,0.021542843619503538
239,239,239,239,2020-01-16,77.69964599609375,72.96163177490234,74.49957275390625,0.06493843553018253,0.042954249586883764
240,240,240,240,2020-01-17,73.38192749023438,73.37238311767578,74.5282211303711,0.00013008126699776135,-0.015380665508325064
241,241,241,241,2020-01-21,70.70724487304688,73.75447845458984,74.84345245361328,-0.041315912543793964,-0.05526478863505069
242,242,242,242,2020-01-22,70.36337280273438,74.13658905029297,74.38493347167969,-0.05089546600260919,-0.0540641831786598
