,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,BIO,BIO_6m,BIO_12m,BIO_6m_ret,BIO_12m_ret
0,0,0,0,2019-02-05,250.1499938964844,,,,
1,1,1,1,2019-02-06,252.6999969482422,,,,
2,2,2,2,2019-02-07,248.02999877929688,,,,
3,3,3,3,2019-02-08,248.8500061035156,,,,
4,4,4,4,2019-02-11,252.92999267578125,,,,
5,5,5,5,2019-02-12,258.1000061035156,,,,
6,6,6,6,2019-02-13,261.7900085449219,250.1499938964844,,0.04653214044552123,
7,7,7,7,2019-02-14,261.4200134277344,252.6999969482422,,0.034507386564307074,
8,8,8,8,2019-02-15,270.3399963378906,248.02999877929688,,0.08994878711605248,
9,9,9,9,2019-02-19,270.0599975585937,248.8500061035156,,0.08523203108243149,
10,10,10,10,2019-02-20,272.739990234375,252.92999267578125,,0.07832205800909997,
11,11,11,11,2019-02-21,274.3399963378906,258.1000061035156,,0.06292130899005732,
12,12,12,12,2019-02-22,274.260009765625,261.7900085449219,250.1499938964844,0.04763360255807214,0.09638223648775157
13,13,13,13,2019-02-25,275.2200012207031,261.4200134277344,252.6999969482422,0.05278856661364051,0.08911754865225996
14,14,14,14,2019-02-26,272.8699951171875,270.3399963378906,248.02999877929688,0.009358581096282625,0.10014916123107298
15,15,15,15,2019-02-27,273.989990234375,270.0599975585937,248.8500061035156,0.014552294717134595,0.10102464743521766
16,16,16,16,2019-02-28,270.8999938964844,272.739990234375,252.92999267578125,-0.006746338651363315,0.07104733223053539
17,17,17,17,2019-03-01,317.4100036621094,274.3399963378906,258.1000061035156,0.15699499853886278,0.2297946383418774
18,18,18,18,2019-03-04,312.7900085449219,274.260009765625,261.7900085449219,0.14048711954842985,0.19481262972360014
19,19,19,19,2019-03-05,312.32000732421875,275.2200012207031,261.4200134277344,0.1348012714881306,0.19470580400132564
20,20,20,20,2019-03-06,308.7300109863281,272.8699951171875,270.3399963378906,0.13141795181159477,0.14200641846741346
21,21,21,21,2019-03-07,302.6000061035156,273.989990234375,270.0599975585937,0.10441993097874569,0.12049177530582589
22,22,22,22,2019-03-08,303.8599853515625,270.8999938964844,272.739990234375,0.12166848356472348,0.1141013281200347
23,23,23,23,2019-03-11,308.2699890136719,317.4100036621094,274.3399963378906,-0.02879560991457364,0.12367862188782497
24,24,24,24,2019-03-12,308.8699951171875,312.7900085449219,274.260009765625,-0.012532412547223037,0.12619406446145476
25,25,25,25,2019-03-13,309.4200134277344,312.32000732421875,275.2200012207031,-0.00928532860039899,0.12426426878621277
26,26,26,26,2019-03-14,311.8699951171875,308.7300109863281,272.8699951171875,0.010170647553270795,0.1429252050349139
27,27,27,27,2019-03-15,310.3299865722656,302.6000061035156,273.989990234375,0.025545209229459465,0.13263256919278277
28,28,28,28,2019-03-18,313.6700134277344,303.8599853515625,270.8999938964844,0.03228469870694495,0.15788121260568633
29,29,29,29,2019-03-19,314.1199951171875,308.2699890136719,317.4100036621094,0.018976891400402263,-0.010365169676328723
30,30,30,30,2019-03-20,310.7200012207031,308.8699951171875,312.7900085449219,0.005989594757541017,-0.0066178818621741575
31,31,31,31,2019-03-21,315.57000732421875,309.4200134277344,312.32000732421875,0.019875876251038704,0.010405993608427977
32,32,32,32,2019-03-22,305.5899963378906,311.8699951171875,308.7300109863281,-0.020136591777407453,-0.010170746402028752
33,33,33,33,2019-03-25,307.19000244140625,310.3299865722656,302.6000061035156,-0.010118210507279457,0.01516852691774373
34,34,34,34,2019-03-26,307.69000244140625,313.6700134277344,303.8599853515625,-0.019064656264013102,0.012604545759496544
35,35,35,35,2019-03-27,302.4200134277344,314.1199951171875,308.2699890136719,-0.03724685429556385,-0.01897679240413519
36,36,36,36,2019-03-28,303.75,310.7200012207031,308.8699951171875,-0.022431775210223326,-0.016576537695883742
37,37,37,37,2019-03-29,305.67999267578125,315.57000732421875,309.4200134277344,-0.03134016040464971,-0.012087197303501607
38,38,38,38,2019-04-01,307.3999938964844,305.5899963378906,311.8699951171875,0.005922960765353258,-0.01433289925509984
39,39,39,39,2019-04-02,309.1400146484375,307.19000244140625,310.3299865722656,0.0063479025734347605,-0.0038345373483622547
40,40,40,40,2019-04-03,305.8800048828125,307.69000244140625,313.6700134277344,-0.0058825361377753405,-0.02483504387236113
41,41,41,41,2019-04-04,305.79998779296875,302.4200134277344,314.1199951171875,0.01117642422842513,-0.026486716711920377
42,42,42,42,2019-04-05,308.6099853515625,303.75,310.7200012207031,0.01599995177469138,-0.006790730757116226
43,43,43,43,2019-04-08,309.8399963378906,305.67999267578125,315.57000732421875,0.01360901518511115,-0.018157653938389196
44,44,44,44,2019-04-09,305.9200134277344,307.3999938964844,305.5899963378906,-0.004814510403823857,0.001079934205303168
45,45,45,45,2019-04-10,307.6000061035156,309.1400146484375,307.19000244140625,-0.0049815891568525394,0.0013346907739537617
46,46,46,46,2019-04-11,305.9800109863281,305.8800048828125,307.69000244140625,0.00032694554047085767,-0.005557513866261465
47,47,47,47,2019-04-12,308.5299987792969,305.79998779296875,302.4200134277344,0.00892743981460331,0.020203640897670017
48,48,48,48,2019-04-15,306.739990234375,308.6099853515625,303.75,-0.006059412222379157,0.009843589248971218
49,49,49,49,2019-04-16,301.44000244140625,309.8399963378906,305.67999267578125,-0.027110747468909402,-0.013870682857782368
50,50,50,50,2019-04-17,291.8299865722656,305.9200134277344,307.3999938964844,-0.04605787865133304,-0.05065064291921195
51,51,51,51,2019-04-18,294.1300048828125,307.6000061035156,309.1400146484375,-0.04379064029072255,-0.04855408246873116
52,52,52,52,2019-04-22,293.489990234375,305.9800109863281,305.8800048828125,-0.04081972777140397,-0.04050612805889131
53,53,53,53,2019-04-23,295.1400146484375,308.5299987792969,305.79998779296875,-0.043399294019502266,-0.0348592987902544
54,54,54,54,2019-04-24,293.7799987792969,306.739990234375,308.6099853515625,-0.042250739609059784,-0.0480541371834472
55,55,55,55,2019-04-25,298.8999938964844,301.44000244140625,309.8399963378906,-0.008426249085555892,-0.03530855464339677
56,56,56,56,2019-04-26,301.79998779296875,291.8299865722656,305.9200134277344,0.034163731211474646,-0.013467656426273233
57,57,57,57,2019-04-29,299.239990234375,294.1300048828125,307.6000061035156,0.01737322023164012,-0.02717820449693764
58,58,58,58,2019-04-30,300.92999267578125,293.489990234375,305.9800109863281,0.025350106269262707,-0.01650440593902891
59,59,59,59,2019-05-01,297.0799865722656,295.1400146484375,308.5299987792969,0.006573056270051891,-0.037111503751121044
60,60,60,60,2019-05-02,302.20001220703125,293.7799987792969,306.739990234375,0.028660948542177378,-0.014800737340686543
61,61,61,61,2019-05-03,308.3599853515625,298.8999938964844,301.44000244140625,0.03164935312228323,0.022956418703922177
62,62,62,62,2019-05-06,306.29998779296875,301.79998779296875,291.8299865722656,0.014910537382416766,0.049583668185242846
63,63,63,63,2019-05-07,297.69000244140625,299.239990234375,294.1300048828125,-0.005179748173881227,0.012103483151989725
64,64,64,64,2019-05-08,296.510009765625,300.92999267578125,293.489990234375,-0.01468774471715184,0.010290025662675228
65,65,65,65,2019-05-09,309.2799987792969,297.0799865722656,295.1400146484375,0.04106642237262781,0.04790941054774467
66,66,66,66,2019-05-10,311.1000061035156,302.20001220703125,293.7799987792969,0.029450673517468884,0.05895570629786295
67,67,67,67,2019-05-13,296.2799987792969,308.3599853515625,298.8999938964844,-0.03917494858644899,-0.008765457245525576
68,68,68,68,2019-05-14,291.9700012207031,306.29998779296875,301.79998779296875,-0.04678415652419621,-0.03257119605653824
69,69,69,69,2019-05-15,294.3500061035156,297.69000244140625,299.239990234375,-0.01121971282373857,-0.016341345710609634
70,70,70,70,2019-05-16,299.260009765625,296.510009765625,300.92999267578125,0.00927456041761876,-0.005549406675310897
71,71,71,71,2019-05-17,296.7200012207031,309.2799987792969,297.0799865722656,-0.04061044234404765,-0.0012117455494596863
72,72,72,72,2019-05-20,292.8399963378906,311.1000061035156,302.20001220703125,-0.05869498363027725,-0.030972916912816895
73,73,73,73,2019-05-21,294.3500061035156,296.2799987792969,308.3599853515625,-0.006514083582195962,-0.04543384327922462
74,74,74,74,2019-05-22,295.3500061035156,291.9700012207031,306.29998779296875,0.011576548510740636,-0.03574920707099183
75,75,75,75,2019-05-23,293.9599914550781,294.3500061035156,297.69000244140625,-0.001325003024801541,-0.012529849695111284
76,76,76,76,2019-05-24,293.3699951171875,299.260009765625,296.510009765625,-0.019681930282133053,-0.010589911116051343
77,77,77,77,2019-05-28,289.1199951171875,296.7200012207031,309.2799987792969,-0.025613393341363144,-0.06518366445188595
78,78,78,78,2019-05-29,288.0799865722656,292.8399963378906,311.1000061035156,-0.016254643577213734,-0.07399556116881045
79,79,79,79,2019-05-30,287.25,294.3500061035156,296.2799987792969,-0.02412096468929148,-0.030477922291418102
80,80,80,80,2019-05-31,286.92999267578125,295.3500061035156,291.9700012207031,-0.028508594053603287,-0.017262076664897097
81,81,81,81,2019-06-03,288.239990234375,293.9599914550781,294.3500061035156,-0.01945843443656936,-0.020757654976884532
82,82,82,82,2019-06-04,291.79998779296875,293.3699951171875,299.260009765625,-0.005351628831679278,-0.0249282287282514
83,83,83,83,2019-06-05,287.70001220703125,289.1199951171875,296.7200012207031,-0.00491139642410654,-0.030398992237003708
84,84,84,84,2019-06-06,287.8699951171875,288.0799865722656,292.8399963378906,-0.0007289345489658317,-0.01697172955489501
85,85,85,85,2019-06-07,289.95001220703125,287.25,294.3500061035156,0.009399520302980857,-0.01494816988363512
86,86,86,86,2019-06-10,291.6199951171875,286.92999267578125,295.3500061035156,0.01634545903573681,-0.012629121074136052
87,87,87,87,2019-06-11,296.1400146484375,288.239990234375,293.9599914550781,0.02740780142144339,0.007416054077864276
88,88,88,88,2019-06-12,297.3099975585937,291.79998779296875,293.3699951171875,0.018882830692694474,0.01343014795985642
89,89,89,89,2019-06-13,298.739990234375,287.70001220703125,289.1199951171875,0.03837322752492378,0.033273364968369856
90,90,90,90,2019-06-14,298.42999267578125,287.8699951171875,288.0799865722656,0.03668321720815304,0.035927542994796946
91,91,91,91,2019-06-17,302.2099914550781,289.95001220703125,287.25,0.042283078916695915,0.05208003987842691
92,92,92,92,2019-06-18,307.2099914550781,291.6199951171875,286.92999267578125,0.053459970505883136,0.07067925729957558
93,93,93,93,2019-06-19,307.92999267578125,296.1400146484375,288.239990234375,0.039812174796237,0.06831114039865116
94,94,94,94,2019-06-20,309.07000732421875,297.3099975585937,291.79998779296875,0.039554706744455936,0.05918444226770503
95,95,95,95,2019-06-21,304.57000732421875,298.739990234375,287.70001220703125,0.019515355427540237,0.05863745012651478
96,96,96,96,2019-06-24,301.0,298.42999267578125,287.8699951171875,0.008611759499022043,0.04561088375142219
97,97,97,97,2019-06-25,301.4700012207031,302.2099914550781,289.95001220703125,-0.002448596192376362,0.039730948538282185
98,98,98,98,2019-06-26,303.0199890136719,307.2099914550781,291.6199951171875,-0.013638887269130207,0.03909194872561228
99,99,99,99,2019-06-27,306.79998779296875,307.92999267578125,296.1400146484375,-0.0036696811278214003,0.035996395681908266
100,100,100,100,2019-06-28,312.5899963378906,309.07000732421875,297.3099975585937,0.011388969910559377,0.051394164019948674
101,101,101,101,2019-07-01,315.29998779296875,304.57000732421875,298.739990234375,0.03522993141385644,0.05543281147462609
102,102,102,102,2019-07-02,314.6600036621094,301.0,298.42999267578125,0.045382071967140725,0.05438465095551126
103,103,103,103,2019-07-03,319.1700134277344,301.4700012207031,302.2099914550781,0.058712349936514086,0.05611999090763775
104,104,104,104,2019-07-05,313.3299865722656,303.0199890136719,307.2099914550781,0.03402414999800096,0.019921211182619913
105,105,105,105,2019-07-08,309.3099975585937,306.79998779296875,307.92999267578125,0.008181257710214496,0.004481553975371977
106,106,106,106,2019-07-09,305.04998779296875,312.5899963378906,309.07000732421875,-0.024121080755161395,-0.013006825107532816
107,107,107,107,2019-07-10,304.54998779296875,315.29998779296875,304.57000732421875,-0.03409451448205769,-6.573047499280893e-05
108,108,108,108,2019-07-11,310.4100036621094,314.6600036621094,301.0,-0.013506641932680363,0.03126247063823717
109,109,109,109,2019-07-12,309.2300109863281,319.1700134277344,301.4700012207031,-0.03114328421600554,0.025740570319445988
110,110,110,110,2019-07-15,312.3500061035156,313.3299865722656,303.0199890136719,-0.0031276306473908555,0.03079010437632479
111,111,111,111,2019-07-16,309.3900146484375,309.3099975585937,306.79998779296875,0.00025869545270240657,0.008442069617083936
112,112,112,112,2019-07-17,308.5299987792969,305.04998779296875,312.5899963378906,0.011408002378580528,-0.012988251723209832
113,113,113,113,2019-07-18,310.0599975585937,304.54998779296875,315.29998779296875,0.018092300070524425,-0.01661906259830148
114,114,114,114,2019-07-19,315.17999267578125,310.4100036621094,314.6600036621094,0.015366737403425201,0.0016525424509632458
115,115,115,115,2019-07-22,311.6199951171875,309.2300109863281,319.1700134277344,0.007728823354616221,-0.02365516180377747
116,116,116,116,2019-07-23,316.1199951171875,312.3500061035156,313.3299865722656,0.012069758091896698,0.008904377699190835
117,117,117,117,2019-07-24,323.4800109863281,309.3900146484375,309.3099975585937,0.045541212291227984,0.04581168904846078
118,118,118,118,2019-07-25,319.6700134277344,308.5299987792969,305.04998779296875,0.03610674713160189,0.04792665536734231
119,119,119,119,2019-07-26,324.3800048828125,310.0599975585937,304.54998779296875,0.046184633416030074,0.0651125197329645
