,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,GNRC,GNRC_6m,GNRC_12m,GNRC_6m_ret,GNRC_12m_ret
0,0,0,0,2019-02-05,52.83000183105469,,,,
1,1,1,1,2019-02-06,50.77999877929688,,,,
2,2,2,2,2019-02-07,49.810001373291016,,,,
3,3,3,3,2019-02-08,49.9900016784668,,,,
4,4,4,4,2019-02-11,50.209999084472656,,,,
5,5,5,5,2019-02-12,51.41999816894531,,,,
6,6,6,6,2019-02-13,51.15999984741211,52.83000183105469,,-0.03161086363356724,
7,7,7,7,2019-02-14,52.18000030517578,50.77999877929688,,0.027569940124726466,
8,8,8,8,2019-02-15,52.630001068115234,49.810001373291016,,0.05661512983487582,
9,9,9,9,2019-02-19,52.7400016784668,49.9900016784668,,0.05501100035338791,
10,10,10,10,2019-02-20,53.84999847412109,50.209999084472656,,0.07249550798685611,
11,11,11,11,2019-02-21,53.119998931884766,51.41999816894531,,0.03306108174788225,
12,12,12,12,2019-02-22,52.93999862670898,51.15999984741211,52.83000183105469,0.034792783123647864,0.002082089567326806
13,13,13,13,2019-02-25,52.79999923706055,52.18000030517578,50.77999877929688,0.011881926566858825,0.03977945069559996
14,14,14,14,2019-02-26,51.970001220703125,52.630001068115234,49.810001373291016,-0.01254037305752509,0.04336478192852122
15,15,15,15,2019-02-27,51.88999938964844,52.7400016784668,49.9900016784668,-0.016116842278475096,0.03800755445863624
16,16,16,16,2019-02-28,51.560001373291016,53.84999847412109,50.209999084472656,-0.042525481257545183,0.026887120363159767
17,17,17,17,2019-03-01,52.5,53.119998931884766,51.41999816894531,-0.01167166687408605,0.02100353694113788
18,18,18,18,2019-03-04,52.65999984741211,52.93999862670898,51.15999984741211,-0.0052889835013256725,0.029319781166416092
19,19,19,19,2019-03-05,52.13999938964844,52.79999923706055,52.18000030517578,-0.01249999729069795,-0.000766594773733198
20,20,20,20,2019-03-06,51.06999969482422,51.970001220703125,52.630001068115234,-0.017317712232809757,-0.029640914718432554
21,21,21,21,2019-03-07,51.27000045776367,51.88999938964844,52.7400016784668,-0.011948331839997106,-0.027872604738716
22,22,22,22,2019-03-08,51.52000045776367,51.560001373291016,53.84999847412109,-0.000775812925948971,-0.043268302365452316
23,23,23,23,2019-03-11,52.790000915527344,52.5,53.119998931884766,0.005523826962425593,-0.006212312179835977
24,24,24,24,2019-03-12,52.66999816894531,52.65999984741211,52.93999862670898,0.00018986558226696815,-0.00510012211499089
25,25,25,25,2019-03-13,52.900001525878906,52.13999938964844,52.79999923706055,0.014576182300097162,0.001893982770139191
26,26,26,26,2019-03-14,52.83000183105469,51.06999969482422,51.970001220703125,0.034462544483015556,0.016548019822038462
27,27,27,27,2019-03-15,52.88999938964844,51.27000045776367,51.88999938964844,0.03159740427970781,0.019271536168094183
28,28,28,28,2019-03-18,53.04999923706055,51.52000045776367,51.560001373291016,0.029697181011308027,0.028898328628466086
29,29,29,29,2019-03-19,52.560001373291016,52.790000915527344,52.5,-0.004356877026851502,0.0011428833007811612
30,30,30,30,2019-03-20,51.54999923706055,52.66999816894531,52.65999984741211,-0.021264457391705904,-0.02107862919802328
31,31,31,31,2019-03-21,51.900001525878906,52.900001525878906,52.13999938964844,-0.01890359113715334,-0.004602951027597779
32,32,32,32,2019-03-22,49.72999954223633,52.83000183105469,51.06999969482422,-0.05867882228609178,-0.026238499326321607
33,33,33,33,2019-03-25,49.58000183105469,52.88999938964844,51.27000045776367,-0.06258267341257673,-0.032962719165591015
34,34,34,34,2019-03-26,50.43999862670898,53.04999923706055,51.52000045776367,-0.04919888120428528,-0.020962768273654953
35,35,35,35,2019-03-27,50.47999954223633,52.560001373291016,52.790000915527344,-0.039573854199168035,-0.04375831280979514
36,36,36,36,2019-03-28,50.7599983215332,51.54999923706055,52.66999816894531,-0.015324945241888432,-0.03626352598846794
37,37,37,37,2019-03-29,51.22999954223633,51.900001525878906,52.900001525878906,-0.012909479074070807,-0.03156903469701422
38,38,38,38,2019-04-01,52.65999984741211,49.72999954223633,52.83000183105469,0.058918164732483014,-0.003217906071368848
39,39,39,39,2019-04-02,52.150001525878906,49.58000183105469,52.88999938964844,0.05183540943748999,-0.013991262475120392
40,40,40,40,2019-04-03,52.38999938964844,50.43999862670898,53.04999923706055,0.03865980999267715,-0.012441090610818217
41,41,41,41,2019-04-04,53.0,50.47999954223633,52.560001373291016,0.04992077021821695,0.008371358736922963
42,42,42,42,2019-04-05,53.83000183105469,50.7599983215332,51.54999923706055,0.060480764598826564,0.04422895495127355
43,43,43,43,2019-04-08,54.5,51.22999954223633,51.900001525878906,0.06382979673985223,0.05009630824046618
44,44,44,44,2019-04-09,53.41999816894531,52.65999984741211,49.72999954223633,0.014432174776592754,0.07420065676001109
45,45,45,45,2019-04-10,54.060001373291016,52.150001525878906,49.58000183105469,0.03662511584902428,0.09035900316224388
46,46,46,46,2019-04-11,54.61000061035156,52.38999938964844,50.43999862670898,0.04237452274415876,0.0826725237346555
47,47,47,47,2019-04-12,54.93000030517578,53.0,50.47999954223633,0.03641510009765625,0.08815374016032163
48,48,48,48,2019-04-15,54.36000061035156,53.83000183105469,50.7599983215332,0.009845787874209533,0.07092203325174617
49,49,49,49,2019-04-16,53.97999954223633,54.5,51.22999954223633,-0.009541292803003198,0.05367948515659804
50,50,50,50,2019-04-17,54.47999954223633,53.41999816894531,52.65999984741211,0.019842781909850782,0.034561331183020405
51,51,51,51,2019-04-18,55.02000045776367,54.060001373291016,52.150001525878906,0.017758029228370553,0.0550335349551343
52,52,52,52,2019-04-22,54.33000183105469,54.61000061035156,52.38999938964844,-0.005127243658074598,0.03703001458308042
53,53,53,53,2019-04-23,55.5099983215332,54.93000030517578,53.0,0.010558856965867669,0.04735845889685297
54,54,54,54,2019-04-24,56.27000045776367,54.36000061035156,53.83000183105469,0.03513612630549523,0.04532785702603004
55,55,55,55,2019-04-25,54.77999877929688,53.97999954223633,54.5,0.014820289808164855,0.005137592280676673
56,56,56,56,2019-04-26,55.34000015258789,54.47999954223633,53.41999816894531,0.015785620733804073,0.035941633273187445
57,57,57,57,2019-04-29,54.9900016784668,55.02000045776367,54.060001373291016,-0.0005452340793763444,0.017203112866276404
58,58,58,58,2019-04-30,54.9900016784668,54.33000183105469,54.61000061035156,0.0121479813209735,0.006958452002712612
