,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,MRO,MRO_6m,MRO_12m,MRO_6m_ret,MRO_12m_ret
46,46,46,46,2019-04-11,16.11115074157715,15.86746883392334,16.03616714477539,0.015357327006865651,0.004675905166415584
47,47,47,47,2019-04-12,16.64537239074707,16.06428337097168,15.989307403564451,0.036172732163416876,0.041031482516645124
48,48,48,48,2019-04-15,16.289222717285156,16.589141845703125,15.764373779296877,-0.0180792431101946,0.03329335788000387
49,49,49,49,2019-04-16,16.373573303222656,16.495418548583984,15.66127109527588,-0.007386611318922154,0.04548176221543332
50,50,50,50,2019-04-17,16.62662696838379,16.176753997802734,16.298595428466797,0.027809841865813256,0.020126368640579928
51,51,51,51,2019-04-18,16.51416015625,16.354833602905273,16.05491065979004,0.009741863305562593,0.028604923826213824
52,52,52,52,2019-04-22,17.601364135742188,16.11115074157715,15.86746883392334,0.09249577625261285,0.10927359114214386
53,53,53,53,2019-04-23,17.50763511657715,16.64537239074707,16.06428337097168,0.051801948649067064,0.0898484988265098
54,54,54,54,2019-04-24,17.010896682739258,16.289222717285156,16.589141845703125,0.044303769306825336,0.02542354758063481
55,55,55,55,2019-04-25,16.804706573486328,16.373573303222656,16.495418548583984,0.026331043461283787,0.018749934958691483
56,56,56,56,2019-04-26,16.289222717285156,16.62662696838379,16.176753997802734,-0.02029300661765132,0.006952489943143014
57,57,57,57,2019-04-29,16.073659896850586,16.51416015625,16.354833602905273,-0.026674093943112265,-0.01719208601454314
58,58,58,58,2019-04-30,15.970559120178224,17.601364135742188,16.11115074157715,-0.09265219462464114,-0.00872635503534247
59,59,59,59,2019-05-01,15.492571830749512,17.50763511657715,16.64537239074707,-0.11509625785607502,-0.06925651964616808
60,60,60,60,2019-05-02,14.545957565307615,17.010896682739258,16.289222717285156,-0.14490353820870505,-0.10701954183042084
61,61,61,61,2019-05-03,14.695915222167969,16.804706573486328,16.373573303222656,-0.12548813881972276,-0.1024613289955767
62,62,62,62,2019-05-06,14.780267715454102,16.289222717285156,16.62662696838379,-0.0926351752947574,-0.11104833568712491
63,63,63,63,2019-05-07,14.53658676147461,16.073659896850586,16.51416015625,-0.0956268295608983,-0.11975016446882114
64,64,64,64,2019-05-08,14.583450317382812,15.970559120178224,17.601364135742188,-0.08685411652512842,-0.1714590866415321
65,65,65,65,2019-05-09,14.311647415161133,15.492571830749512,17.50763511657715,-0.07622520188962367,-0.18254822425387918
66,66,66,66,2019-05-10,14.302276611328123,14.545957565307615,17.010896682739258,-0.01675248624130976,-0.15922852991985648
67,67,67,67,2019-05-13,14.086709022521973,14.695915222167969,16.804706573486328,-0.04145411772157226,-0.1617402564620012
68,68,68,68,2019-05-14,14.5380859375,14.780267715454102,16.289222717285156,-0.01638547979079419,-0.10750278329284269
69,69,69,69,2019-05-15,14.509878158569336,14.53658676147461,16.073659896850586,-0.0018373366006425584,-0.09728846748758513
70,70,70,70,2019-05-16,14.773181915283203,14.583450317382812,15.970559120178224,0.013010062349527729,-0.07497403164690575
71,71,71,71,2019-05-17,14.547491073608398,14.311647415161133,15.492571830749512,0.016479141192188962,-0.06100218656177703
72,72,72,72,2019-05-20,14.613314628601074,14.302276611328123,14.545957565307615,0.02174744802702211,0.004630637961855921
73,73,73,73,2019-05-21,14.895425796508787,14.086709022521973,14.695915222167969,0.05740991545249008,0.013575920337364655
74,74,74,74,2019-05-22,14.509878158569336,14.5380859375,14.780267715454102,-0.0019402677251965095,-0.01829395529839073
75,75,75,75,2019-05-23,13.69175624847412,14.509878158569336,14.53658676147461,-0.05638378910935549,-0.05811752971058448
76,76,76,76,2019-05-24,13.569509506225586,14.773181915283203,14.583450317382812,-0.08147685555894968,-0.06952681218028733
77,77,77,77,2019-05-28,13.475469589233398,14.547491073608398,14.311647415161133,-0.07369115945496796,-0.05842638528405364
78,78,78,78,2019-05-29,13.249784469604492,14.613314628601074,14.302276611328123,-0.09330738396119187,-0.07358913341740325
79,79,79,79,2019-05-30,12.80781078338623,14.895425796508787,14.086709022521973,-0.14015141571930456,-0.09078758119380659
80,80,80,80,2019-05-31,12.365836143493652,14.509878158569336,14.5380859375,-0.14776430178426014,-0.14941786720376837
81,81,81,81,2019-06-03,12.535104751586914,13.69175624847412,14.509878158569336,-0.08447794978939305,-0.13609855199343268
82,82,82,82,2019-06-04,12.647947311401367,13.569509506225586,14.773181915283203,-0.06791418616873468,-0.14385760739081066
83,83,83,83,2019-06-05,12.403450965881348,13.475469589233398,14.547491073608398,-0.07955334070202424,-0.14738212224214398
84,84,84,84,2019-06-06,12.459874153137209,13.249784469604492,14.613314628601074,-0.059616842695016437,-0.14736153502431049
85,85,85,85,2019-06-07,12.516295433044434,12.80781078338623,14.895425796508787,-0.022760747739960285,-0.15972221244067952
86,86,86,86,2019-06-10,12.647947311401367,12.365836143493652,14.509878158569336,0.022813755950999548,-0.12832160455243646
87,87,87,87,2019-06-11,12.610333442687988,12.535104751586914,13.69175624847412,0.006001440960559323,-0.07898349825696394
88,88,88,88,2019-06-12,12.243589401245115,12.647947311401367,13.569509506225586,-0.03197023992911063,-0.09771319327144057
89,89,89,89,2019-06-13,12.488085746765137,12.403450965881348,13.475469589233398,0.006823486553588776,-0.07327268529900877
90,90,90,90,2019-06-14,12.205973625183104,12.459874153137209,13.249784469604492,-0.02037745524822787,-0.0787794583991861
91,91,91,91,2019-06-17,12.535104751586914,12.516295433044434,12.80781078338623,0.0015027863989869328,-0.021292165883107783
92,92,92,92,2019-06-18,12.854827880859377,12.647947311401367,12.365836143493652,0.016356849405240625,0.039543766526698665
93,93,93,93,2019-06-19,12.817214012145996,12.610333442687988,12.535104751586914,0.01640563831228148,0.022505536742592147
94,94,94,94,2019-06-20,13.268590927124023,12.243589401245115,12.647947311401367,0.08371740445450326,0.04907069901873995
95,95,95,95,2019-06-21,13.212166786193848,12.488085746765137,12.403450965881348,0.05798174789248822,0.06520087212317494
96,96,96,96,2019-06-24,13.099324226379396,12.205973625183104,12.459874153137209,0.07318962244463245,0.05132074894040439
97,97,97,97,2019-06-25,13.071111679077148,12.535104751586914,12.516295433044434,0.042760466554727206,0.04432751280126679
98,98,98,98,2019-06-26,13.531896591186523,12.854827880859377,12.647947311401367,0.05267038319006123,0.06988875412125806
99,99,99,99,2019-06-27,13.35322380065918,12.817214012145996,12.610333442687988,0.04181952396248079,0.05891123825928268
100,100,100,100,2019-06-28,13.362626075744627,13.268590927124023,12.243589401245115,0.0070870485899430236,0.09139776235763919
101,101,101,101,2019-07-01,13.40024185180664,13.212166786193848,12.488085746765137,0.01423499026740438,0.07304210777682929
102,102,102,102,2019-07-02,12.741983413696287,13.099324226379396,12.205973625183104,-0.027279331857707367,0.04391372658771764
103,103,103,103,2019-07-03,12.845425605773926,13.071111679077148,12.535104751586914,-0.017266019818687472,0.024756143673049458
104,104,104,104,2019-07-05,12.939462661743164,13.531896591186523,12.854827880859377,-0.04378055400077607,0.006583890633791167
105,105,105,105,2019-07-08,12.713773727416992,13.35322380065918,12.817214012145996,-0.04788731790825085,-0.008070418784533073
106,106,106,106,2019-07-09,12.732580184936523,13.362626075744627,13.268590927124023,-0.047149855667348306,-0.04039696039552865
107,107,107,107,2019-07-10,13.071111679077148,13.40024185180664,13.212166786193848,-0.02456150988686212,-0.010676152473649947
108,108,108,108,2019-07-11,12.836020469665527,12.741983413696287,13.099324226379396,0.007380095619035298,-0.02010056031620533
109,109,109,109,2019-07-12,13.089919090270996,12.845425605773926,13.071111679077148,0.019033505934374917,0.0014388532250055874
110,110,110,110,2019-07-15,12.67615795135498,12.939462661743164,13.531896591186523,-0.020348967903178083,-0.0632386328158091
111,111,111,111,2019-07-16,12.5256986618042,12.713773727416992,13.35322380065918,-0.014793016585407104,-0.06197193660561051
112,112,112,112,2019-07-17,12.431662559509276,12.732580184936523,13.362626075744627,-0.02363367212744938,-0.06966920356509898
113,113,113,113,2019-07-18,12.582120895385742,13.071111679077148,13.40024185180664,-0.03741003792922459,-0.06105270079962011
114,114,114,114,2019-07-19,12.845425605773926,12.836020469665527,12.741983413696287,0.0007327143276707471,0.008118217448505716
115,115,115,115,2019-07-22,12.854827880859377,13.089919090270996,12.845425605773926,-0.01795971447878153,0.0007319551234818977
116,116,116,116,2019-07-23,12.939462661743164,12.67615795135498,12.939462661743164,0.020771649532817404,0.0
117,117,117,117,2019-07-24,13.136940002441406,12.5256986618042,12.713773727416992,0.04879898176866759,0.03328408103660552
118,118,118,118,2019-07-25,12.930058479309082,12.431662559509276,12.732580184936523,0.04009085007045754,0.015509683937132257
119,119,119,119,2019-07-26,12.930058479309082,12.582120895385742,13.071111679077148,0.027653333393970136,-0.010791216786392388
120,120,120,120,2019-07-29,12.694966316223145,12.845425605773926,12.836020469665527,-0.011713063791607747,-0.010988931793598056
121,121,121,121,2019-07-30,13.287396430969238,12.854827880859377,13.089919090270996,0.033650279421784335,0.01508621553245626
122,122,122,122,2019-07-31,13.230976104736328,12.939462661743164,12.67615795135498,0.022529022310567193,0.043768636799137006
123,123,123,123,2019-08-01,12.723177909851074,13.136940002441406,12.5256986618042,-0.03149607842567881,0.01576592678610944
124,124,124,124,2019-08-02,12.488085746765137,12.930058479309082,12.431662559509276,-0.03418180461064413,0.0045386678560304095
125,125,125,125,2019-08-05,11.754597663879396,12.930058479309082,12.582120895385742,-0.0909091646654715,-0.06576977271056306
126,126,126,126,2019-08-06,11.434873580932615,12.694966316223145,12.845425605773926,-0.09925924212025927,-0.10980967607700576
127,127,127,127,2019-08-07,11.331433296203612,13.287396430969238,12.854827880859377,-0.14720439364681093,-0.11850758320335619
128,128,128,128,2019-08-08,12.093131065368652,13.230976104736328,12.939462661743164,-0.08599857110771736,-0.06540701252431269
129,129,129,129,2019-08-09,12.102532386779783,12.723177909851074,13.136940002441406,-0.04878069987457678,-0.07874037755134644
130,130,130,130,2019-08-12,11.980286598205566,12.488085746765137,12.930058479309082,-0.04066268913080684,-0.07345456964663832
131,131,131,131,2019-08-13,12.177763938903809,11.754597663879396,12.930058479309082,0.03600006458109206,-0.058181835883349575
132,132,132,132,2019-08-14,11.566521644592283,11.434873580932615,12.694966316223145,0.011512856939598137,-0.0888891426351246
133,133,133,133,2019-08-15,11.30321979522705,11.331433296203612,13.287396430969238,-0.002489843979932682,-0.14932772165340247
134,134,134,134,2019-08-16,11.707579612731934,12.093131065368652,13.230976104736328,-0.03188185512524799,-0.11513863224793064
135,135,135,135,2019-08-19,12.1119384765625,12.102532386779783,12.723177909851074,0.0007772001331713962,-0.04804141210784407
136,136,136,136,2019-08-20,11.913690567016602,11.980286598205566,12.488085746765137,-0.0055588011724978514,-0.045995454499287436
137,137,137,137,2019-08-21,11.724884033203123,12.177763938903809,11.754597663879396,-0.03718908561315504,-0.0025278305158482617
138,138,138,138,2019-08-22,11.573841094970703,11.566521644592283,11.434873580932615,0.0006328134423922993,0.012152955872622329
139,139,139,139,2019-08-23,11.092381477355955,11.30321979522705,11.331433296203612,-0.01865294329321321,-0.02109634435457919
140,140,140,140,2019-08-26,10.97909927368164,11.707579612731934,12.093131065368652,-0.062222966928029644,-0.092121038436215
141,141,141,141,2019-08-27,10.884695053100586,12.1119384765625,12.102532386779783,-0.10132510380866955,-0.10062665355967182
142,142,142,142,2019-08-28,11.271747589111328,11.913690567016602,11.980286598205566,-0.05388279763472381,-0.05914207504855229
143,143,143,143,2019-08-29,11.517197608947754,11.724884033203123,12.177763938903809,-0.017713303062719676,-0.05424364713178342
144,144,144,144,2019-08-30,11.177345275878906,11.573841094970703,11.566521644592283,-0.034257928360887036,-0.03364679379607005
145,145,145,145,2019-09-03,11.1112642288208,11.092381477355955,11.30321979522705,0.0017023171717807095,-0.01698237934710478
146,146,146,146,2019-09-04,11.432232856750488,10.97909927368164,11.707579612731934,0.04127238234880237,-0.023518674661157757
147,147,147,147,2019-09-05,11.83816909790039,10.884695053100586,12.1119384765625,0.08759768097758514,-0.02260326694953685
148,148,148,148,2019-09-06,11.753204345703123,11.271747589111328,11.913690567016602,0.04271358569605388,-0.013470739432983825
149,149,149,149,2019-09-09,12.178020477294922,11.517197608947754,11.724884033203123,0.05737705393139847,0.038647413723545965
150,150,150,150,2019-09-10,12.1119384765625,11.177345275878906,11.573841094970703,0.08361495306944455,0.0464925496364057
151,151,151,151,2019-09-11,12.281864166259766,11.1112642288208,11.092381477355955,0.10535254254890458,0.10723420316295718
152,152,152,152,2019-09-12,11.875929832458496,11.432232856750488,10.97909927368164,0.03881105128522755,0.08168525818203287
153,153,153,153,2019-09-13,11.989212989807127,11.83816909790039,10.884695053100586,0.01275905848764447,0.10147440340020464
154,154,154,154,2019-09-16,13.37693977355957,11.753204345703123,11.271747589111328,0.13815257355327715,0.18676715103892927
155,155,155,155,2019-09-17,12.338505744934082,12.178020477294922,11.517197608947754,0.013178272112317035,0.0713114564734263
156,156,156,156,2019-09-18,12.30074405670166,12.1119384765625,11.177345275878906,0.015588386657058528,0.10050676194526154
157,157,157,157,2019-09-19,12.310185432434082,12.281864166259766,11.1112642288208,0.0023059419800552927,0.10790142137952907
158,158,158,158,2019-09-20,12.442349433898926,11.875929832458496,11.432232856750488,0.04769475817315194,0.0883568931638743
159,159,159,159,2019-09-23,12.366826057434082,11.989212989807127,11.83816909790039,0.0314960680027947,0.04465698666421769
160,160,160,160,2019-09-24,11.536077499389648,13.37693977355957,11.753204345703123,-0.1376146043363753,-0.018473842530684403
161,161,161,161,2019-09-25,11.630481719970703,12.338505744934082,12.178020477294922,-0.05738328770111223,-0.04496122816881998
162,162,162,162,2019-09-26,11.271747589111328,12.30074405670166,12.1119384765625,-0.0836531890141814,-0.06936882061257199
163,163,163,163,2019-09-27,11.517197608947754,12.310185432434082,12.281864166259766,-0.06441721189650118,-0.06225981226959609
164,164,164,164,2019-09-30,11.583279609680176,12.442349433898926,11.875929832458496,-0.06904402008500354,-0.024642299753108055
165,165,165,165,2019-10-01,11.130144119262695,12.366826057434082,11.989212989807127,-0.09999994601913065,-0.07165348311643027
166,166,166,166,2019-10-02,10.667569160461426,11.536077499389648,13.37693977355957,-0.07528627811092403,-0.20254039107310629
167,167,167,167,2019-10-03,11.007418632507324,11.630481719970703,12.338505744934082,-0.05357156328215684,-0.10788073855485081
168,168,168,168,2019-10-04,10.91301727294922,11.271747589111328,12.30074405670166,-0.03182561650942628,-0.11281649121025172
169,169,169,169,2019-10-07,10.771411895751951,11.517197608947754,12.310185432434082,-0.06475409544214117,-0.12500002905137964
170,170,170,170,2019-10-08,10.469322204589844,11.583279609680176,12.442349433898926,-0.09616943064720596,-0.1585735266310404
171,171,171,171,2019-10-09,10.56372356414795,11.130144119262695,12.366826057434082,-0.05089067572219974,-0.1458015569162333
172,172,172,172,2019-10-10,10.761971473693848,10.667569160461426,11.536077499389648,0.008849468122720694,-0.06710305350642431
173,173,173,173,2019-10-11,11.082942008972168,11.007418632507324,11.630481719970703,0.006861134202873487,-0.047077990764419875
174,174,174,174,2019-10-14,11.120704650878906,10.91301727294922,11.271747589111328,0.019031160011493187,-0.013400134898188365
175,175,175,175,2019-10-15,11.177345275878906,10.771411895751951,11.517197608947754,0.03768618116693201,-0.02950824884734249
176,176,176,176,2019-10-16,10.969658851623535,10.469322204589844,11.583279609680176,0.047790739195545884,-0.05297469963030477
177,177,177,177,2019-10-17,10.903576850891112,10.56372356414795,11.130144119262695,0.032171732313839074,-0.020356184604965577
178,178,178,178,2019-10-18,10.667569160461426,10.761971473693848,10.667569160461426,-0.008771841986682016,0.0
179,179,179,179,2019-10-21,10.884695053100586,11.082942008972168,11.007418632507324,-0.017887574951767515,-0.011149169801201952
180,180,180,180,2019-10-22,11.073501586914062,11.120704650878906,10.91301727294922,-0.004244610880940303,0.014705769261691204
181,181,181,181,2019-10-23,11.337831497192385,11.177345275878906,10.771411895751951,0.01435816979366411,0.05258545554866578
182,182,182,182,2019-10-24,11.271747589111328,10.969658851623535,10.469322204589844,0.027538571761790198,0.0766453996582217
183,183,183,183,2019-10-25,11.3095121383667,10.903576850891112,10.56372356414795,0.03722955256122318,0.07059902407422602
184,184,184,184,2019-10-28,11.271747589111328,10.667569160461426,10.761971473693848,0.05663693570314465,0.04736828346586486
185,185,185,185,2019-10-29,11.337831497192385,10.884695053100586,11.082942008972168,0.04163060534826091,0.022998359823038994
186,186,186,186,2019-10-30,10.91301727294922,11.073501586914062,11.120704650878906,-0.01449264378617976,-0.018675739033611638
187,187,187,187,2019-10-31,10.884695053100586,11.337831497192385,11.177345275878906,-0.039966764738390226,-0.02618244453894336
188,188,188,188,2019-11-01,11.375593185424805,11.271747589111328,10.969658851623535,0.00921291002060709,0.03700519216613474
189,189,189,189,2019-11-04,11.819287300109863,11.3095121383667,10.903576850891112,0.045074902922981774,0.08398257395176834
190,190,190,190,2019-11-05,11.932573318481444,11.271747589111328,10.667569160461426,0.05862673238074301,0.1185841065562212
191,191,191,191,2019-11-06,11.498316764831545,11.337831497192385,10.884695053100586,0.014154846778142938,0.05637472696638968
192,192,192,192,2019-11-07,11.857050895690918,10.91301727294922,11.073501586914062,0.0865052807239417,0.0707589467186065
193,193,193,193,2019-11-08,11.828727722167969,10.884695053100586,11.337831497192385,0.08673028178207609,0.04329718827600737
194,194,194,194,2019-11-11,11.479435920715332,11.375593185424805,11.271747589111328,0.009128555636428448,0.018425566218732037
195,195,195,195,2019-11-12,11.337831497192385,11.819287300109863,11.3095121383667,-0.040734757578234304,0.0025040301013175004
196,196,196,196,2019-11-13,11.205666542053224,11.932573318481444,11.271747589111328,-0.06091785543880712,-0.005862537866083817
197,197,197,197,2019-11-14,11.22454833984375,11.498316764831545,11.337831497192385,-0.023809434944872643,-0.009991607070248598
198,198,198,198,2019-11-15,11.4227933883667,11.857050895690918,10.91301727294922,-0.03662441117479187,0.046712664579125374
199,199,199,199,2019-11-18,11.120704650878906,11.828727722167969,10.884695053100586,-0.05985623204109869,0.021682701869639498
200,200,200,200,2019-11-19,10.86472988128662,11.479435920715332,11.375593185424805,-0.053548453397386786,-0.044908717797040976
201,201,201,201,2019-11-20,11.082781791687012,11.337831497192385,11.819287300109863,-0.022495457404577923,-0.06231386797882521
202,202,202,202,2019-11-21,11.27239227294922,11.205666542053224,11.932573318481444,0.005954641845318465,-0.055325957604611564
203,203,203,203,2019-11-22,11.566290855407717,11.22454833984375,11.498316764831545,0.03044599258848435,0.005911655763744195
204,204,204,204,2019-11-25,11.480965614318848,11.4227933883667,11.857050895690918,0.005092644502472821,-0.031718281778544744
205,205,205,205,2019-11-26,11.215510368347168,11.120704650878906,11.828727722167969,0.008525153795966522,-0.05184136182892962
206,206,206,206,2019-11-27,11.262911796569824,10.86472988128662,11.479435920715332,0.03664903956508225,-0.018861913219514248
207,207,207,207,2019-11-29,11.0448579788208,11.082781791687012,11.337831497192385,-0.0034218676843982276,-0.02584034861023765
208,208,208,208,2019-12-02,11.338757514953612,11.27239227294922,11.205666542053224,0.005887414170606009,0.01187711345870568
209,209,209,209,2019-12-03,11.149147033691406,11.566290855407717,11.22454833984375,-0.03606547915240077,-0.006717535874890546
210,210,210,210,2019-12-04,11.537851333618164,11.480965614318848,11.4227933883667,0.0049547852689646454,0.010072662731398285
211,211,211,211,2019-12-05,11.41460132598877,11.215510368347168,11.120704650878906,0.01775139526449765,0.0264278824351869
212,212,212,212,2019-12-06,11.803304672241213,11.262911796569824,10.86472988128662,0.047979855070512833,0.0863873102424011
213,213,213,213,2019-12-09,11.936034202575684,11.0448579788208,11.082781791687012,0.08068697899635913,0.07698901114598145
214,214,214,214,2019-12-10,11.936034202575684,11.338757514953612,11.27239227294922,0.05267567340022761,0.05887321107685617
215,215,215,215,2019-12-11,11.954994201660156,11.149147033691406,11.566290855407717,0.07227881788028934,0.033606568528466996
216,216,216,216,2019-12-12,12.353178024291992,11.537851333618164,11.480965614318848,0.070665383622875,0.07597030069364008
217,217,217,217,2019-12-13,12.059280395507812,11.41460132598877,11.215510368347168,0.056478456943672484,0.075232423621306
218,218,218,218,2019-12-16,12.44798469543457,11.803304672241213,11.262911796569824,0.05461860394991791,0.10521905172210144
219,219,219,219,2019-12-17,12.675515174865724,11.936034202575684,11.0448579788208,0.061953657281785146,0.14763948972198726
220,220,220,220,2019-12-18,12.722918510437012,11.936034202575684,11.338757514953612,0.06592510498097659,0.12207342768005769
221,221,221,221,2019-12-19,12.49538516998291,11.954994201660156,11.149147033691406,0.04520211044918043,0.12074808343843091
222,222,222,222,2019-12-20,12.523828506469728,12.353178024291992,11.537851333618164,0.013814297975967005,0.0854558742647944
223,223,223,223,2019-12-23,12.855647087097168,12.059280395507812,11.41460132598877,0.06603766273533274,0.12624582497046344
224,224,224,224,2019-12-24,12.912531852722168,12.44798469543457,11.803304672241213,0.03731906558802045,0.0939759848010715
225,225,225,225,2019-12-26,12.978894233703612,12.675515174865724,11.936034202575684,0.02393425865951837,0.08737073079958901
226,226,226,226,2019-12-27,12.779803276062012,12.722918510437012,11.936034202575684,0.00447104692043232,0.07069090613901308
227,227,227,227,2019-12-30,12.722918510437012,12.49538516998291,11.954994201660156,0.01820938989545473,0.06423460319790175
228,228,228,228,2019-12-31,12.874608039855955,12.523828506469728,12.353178024291992,0.028008969717608023,0.04221019194725395
229,229,229,229,2020-01-02,12.969414710998535,12.855647087097168,12.059280395507812,0.008849622514571998,0.07547169363685713
230,230,230,230,2020-01-03,13.035778045654297,12.912531852722168,12.44798469543457,0.00954469613998632,0.047219960869272715
231,231,231,231,2020-01-06,13.234870910644531,12.978894233703612,12.675515174865724,0.019722533548058196,0.04412883642693699
232,232,232,232,2020-01-07,13.073699951171877,12.779803276062012,12.722918510437012,0.022996963940780324,0.027570831366019455
233,233,233,233,2020-01-08,12.590191841125488,12.722918510437012,12.49538516998291,-0.010432093014086652,0.0075873348322488265
234,234,234,234,2020-01-09,12.751361846923828,12.874608039855955,12.523828506469728,-0.009572811269329073,0.018168033867324018
235,235,235,235,2020-01-10,12.49538516998291,12.969414710998535,12.855647087097168,-0.03654980209813408,-0.02802363153511289
236,236,236,236,2020-01-13,12.504865646362305,13.035778045654297,12.912531852722168,-0.04072732731660622,-0.03157136114045056
237,237,237,237,2020-01-14,12.590191841125488,13.234870910644531,12.978894233703612,-0.04871064280653781,-0.029948806545378903
238,238,238,238,2020-01-15,12.552268981933594,13.073699951171877,12.779803276062012,-0.03988396331457367,-0.017804209439953977
239,239,239,239,2020-01-16,12.64707374572754,12.590191841125488,12.722918510437012,0.00451795376272579,-0.005961270965246901
240,240,240,240,2020-01-17,12.523828506469728,12.751361846923828,12.874608039855955,-0.01784384626407498,-0.027245841760799028
241,241,241,241,2020-01-21,12.182527542114258,12.49538516998291,12.969414710998535,-0.0250378538646584,-0.060672527359077244
242,242,242,242,2020-01-22,11.803304672241213,12.504865646362305,13.035778045654297,-0.05610303972559494,-0.09454544017984035
