,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,ALGN,ALGN_6m,ALGN_12m,ALGN_6m_ret,ALGN_12m_ret
0,0,0,0,2019-02-05,243.509994506836,,,,
1,1,1,1,2019-02-06,244.0399932861328,,,,
2,2,2,2,2019-02-07,239.4499969482422,,,,
3,3,3,3,2019-02-08,241.259994506836,,,,
4,4,4,4,2019-02-11,244.57000732421875,,,,
5,5,5,5,2019-02-12,254.32000732421875,,,,
6,6,6,6,2019-02-13,251.8500061035156,243.509994506836,,0.03424915520847538,
7,7,7,7,2019-02-14,250.75,244.0399932861328,,0.027495520809983853,
8,8,8,8,2019-02-15,254.9600067138672,239.4499969482422,,0.06477348074043832,
9,9,9,9,2019-02-19,255.2400054931641,241.259994506836,,0.057945831487333344,
10,10,10,10,2019-02-20,253.7899932861328,244.57000732421875,,0.03769875980619086,
11,11,11,11,2019-02-21,250.22999572753903,254.32000732421875,,-0.016082146425332455,
12,12,12,12,2019-02-22,253.9900054931641,251.8500061035156,243.509994506836,0.008497118672964765,0.04303729301769543
13,13,13,13,2019-02-25,262.3500061035156,250.75,244.0399932861328,0.04626124069198645,0.07502873840811253
14,14,14,14,2019-02-26,259.7900085449219,254.9600067138672,239.4499969482422,0.018944154784539258,0.0849447143700579
15,15,15,15,2019-02-27,258.25,255.2400054931641,241.259994506836,0.011792800666259762,0.07042197579376386
16,16,16,16,2019-02-28,258.9700012207031,253.7899932861328,244.57000732421875,0.020410607477065357,0.05887882187203264
17,17,17,17,2019-03-01,263.3500061035156,250.22999572753903,254.32000732421875,0.052431805139229626,0.03550644274630366
18,18,18,18,2019-03-04,256.3099975585937,253.9900054931641,251.8500061035156,0.009134186445348247,0.01770891938452035
19,19,19,19,2019-03-05,239.22000122070312,262.3500061035156,250.75,-0.08816468208384975,-0.04598204897027669
20,20,20,20,2019-03-06,231.4499969482422,259.7900085449219,254.9600067138672,-0.1090881506775856,-0.09221057870464155
21,21,21,21,2019-03-07,230.75,258.25,255.2400054931641,-0.10648596321394,-0.0959489302856169
22,22,22,22,2019-03-08,230.83999633789065,258.9700012207031,253.7899932861328,-0.10862263872346789,-0.09042908528851035
23,23,23,23,2019-03-11,243.3600006103516,263.3500061035156,250.22999572753903,-0.07590660729017229,-0.027454722593160952
24,24,24,24,2019-03-12,250.83999633789065,256.3099975585937,253.9900054931641,-0.021341349431570955,-0.012402098850925913
25,25,25,25,2019-03-13,252.1300048828125,239.22000122070312,262.3500061035156,0.053967074643556545,-0.03895559741923782
26,26,26,26,2019-03-14,247.58999633789065,231.4499969482422,259.7900085449219,0.06973428214500155,-0.046961052410611215
27,27,27,27,2019-03-15,252.3300018310547,230.75,258.25,0.09352113469579493,-0.02292351662708736
28,28,28,28,2019-03-18,253.72999572753903,230.83999633789065,258.9700012207031,0.09915958998779084,-0.020234025054888027
29,29,29,29,2019-03-19,259.2900085449219,243.3600006103516,263.3500061035156,0.06545861232173533,-0.015416736147702559
30,30,30,30,2019-03-20,265.67999267578125,250.83999633789065,256.3099975585937,0.05916120457082363,0.03655727519971408
31,31,31,31,2019-03-21,280.7300109863281,252.1300048828125,239.22000122070312,0.11343356819752026,0.17352232068307738
32,32,32,32,2019-03-22,269.6199951171875,247.58999633789065,231.4499969482422,0.0889777418520259,0.16491682295196153
33,33,33,33,2019-03-25,271.0199890136719,252.3300018310547,230.75,0.07406961933575729,0.17451782887831802
34,34,34,34,2019-03-26,274.2699890136719,253.72999572753903,230.83999633789065,0.08095216817876416,0.18813894197178382
35,35,35,35,2019-03-27,268.9599914550781,259.2900085449219,243.3600006103516,0.0372940822688157,0.10519391346368034
36,36,36,36,2019-03-28,273.9100036621094,265.67999267578125,250.83999633789065,0.03097715753241337,0.09197100805703484
37,37,37,37,2019-03-29,284.3299865722656,280.7300109863281,252.1300048828125,0.012823622146022728,0.12771181956078315
38,38,38,38,2019-04-01,285.1499938964844,269.6199951171875,247.58999633789065,0.05759958111618135,0.1517024036275476
39,39,39,39,2019-04-02,292.0299987792969,271.0199890136719,252.3300018310547,0.077521993274692,0.15733363714245518
40,40,40,40,2019-04-03,289.2699890136719,274.2699890136719,253.72999572753903,0.0546906355082557,0.14007012921048756
41,41,41,41,2019-04-04,287.9599914550781,268.9599914550781,259.2900085449219,0.07064247696175796,0.11057110557805849
42,42,42,42,2019-04-05,295.8800048828125,273.9100036621094,265.67999267578125,0.0802088311013458,0.11367063023027635
43,43,43,43,2019-04-08,292.7099914550781,284.3299865722656,280.7300109863281,0.029472814260069757,0.04267438463974349
44,44,44,44,2019-04-09,285.25,285.1499938964844,269.6199951171875,0.0003507140300060829,0.057970496127407234
45,45,45,45,2019-04-10,290.1199951171875,292.0299987792969,271.0199890136719,-0.006540436496569879,0.07047452910402163
46,46,46,46,2019-04-11,289.6600036621094,289.2699890136719,274.2699890136719,0.0013482720753967836,0.05611264544029404
47,47,47,47,2019-04-12,293.0799865722656,287.9599914550781,268.9599914550781,0.017780230827608712,0.0896787473359808
48,48,48,48,2019-04-15,292.54998779296875,295.8800048828125,273.9100036621094,-0.011254620234181223,0.06805149093369134
49,49,49,49,2019-04-16,288.3800048828125,292.7099914550781,284.3299865722656,-0.014792752890808503,0.01424407731091537
50,50,50,50,2019-04-17,273.67999267578125,285.25,285.1499938964844,-0.04056093715764675,-0.04022444841737216
51,51,51,51,2019-04-18,281.489990234375,290.1199951171875,292.0299987792969,-0.02974632920191045,-0.03609221172132915
52,52,52,52,2019-04-22,290.6300048828125,289.6600036621094,289.2699890136719,0.0033487578831721265,0.0047015449953100585
53,53,53,53,2019-04-23,296.0799865722656,293.0799865722656,287.9599914550781,0.010236113475664776,0.028198344763648242
54,54,54,54,2019-04-24,297.0799865722656,292.54998779296875,295.8800048828125,0.015484529032018468,0.004055636304076682
55,55,55,55,2019-04-25,296.739990234375,288.3800048828125,292.7099914550781,0.028989476420044014,0.013767889368120123
56,56,56,56,2019-04-26,317.9800109863281,273.67999267578125,285.25,0.16186794612724031,0.11474149337888906
57,57,57,57,2019-04-29,317.5,281.489990234375,290.1199951171875,0.12792643083202448,0.09437475990495914
58,58,58,58,2019-04-30,324.67999267578125,290.6300048828125,289.6600036621094,0.11715923070881251,0.12090032648940707
59,59,59,59,2019-05-01,321.3399963378906,296.0799865722656,293.0799865722656,0.085314816641481,0.09642422226144354
60,60,60,60,2019-05-02,325.8800048828125,297.0799865722656,292.54998779296875,0.09694365023657081,0.11392930603514739
61,61,61,61,2019-05-03,331.0799865722656,296.739990234375,288.3800048828125,0.11572419447330895,0.14806845470026575
62,62,62,62,2019-05-06,329.4599914550781,317.9800109863281,273.67999267578125,0.03610283688317617,0.203814675066063
63,63,63,63,2019-05-07,325.510009765625,317.5,281.489990234375,0.025228377214566944,0.15638218429933493
64,64,64,64,2019-05-08,322.8699951171875,324.67999267578125,290.6300048828125,-0.005574712330368881,0.1109313893703947
65,65,65,65,2019-05-09,323.25,321.3399963378906,296.0799865722656,0.005943871549998425,0.09176578850290795
66,66,66,66,2019-05-10,321.92999267578125,325.8800048828125,297.0799865722656,-0.012121063421647094,0.0836475266820802
67,67,67,67,2019-05-13,310.1499938964844,331.0799865722656,296.739990234375,-0.06321732972286687,0.0451910901915098
68,68,68,68,2019-05-14,320.0899963378906,329.4599914550781,317.9800109863281,-0.028440464275508504,0.006635591165047305
69,69,69,69,2019-05-15,325.7099914550781,325.510009765625,317.5,0.0006143641776088504,0.025858240803395605
70,70,70,70,2019-05-16,330.8699951171875,322.8699951171875,324.67999267578125,0.0247777747111384,0.019064933414568275
71,71,71,71,2019-05-17,322.6099853515625,323.25,321.3399963378906,-0.0019799370407965755,0.003952166017754166
72,72,72,72,2019-05-20,319.67999267578125,321.92999267578125,325.8800048828125,-0.006989097167675151,-0.019025445299292842
73,73,73,73,2019-05-21,319.67999267578125,310.1499938964844,331.0799865722656,0.030727064216798272,-0.03443274845607758
74,74,74,74,2019-05-22,318.82000732421875,320.0899963378906,329.4599914550781,-0.00396759982567918,-0.032295223720085975
75,75,75,75,2019-05-23,307.8500061035156,325.7099914550781,325.510009765625,-0.054834011298746876,-0.05425333517339448
76,76,76,76,2019-05-24,311.4700012207031,330.8699951171875,322.8699951171875,-0.058633282506058926,-0.03530831005943025
77,77,77,77,2019-05-28,304.8099975585937,322.6099853515625,323.25,-0.05517494374382548,-0.057045637869779786
78,78,78,78,2019-05-29,297.4100036621094,319.67999267578125,321.92999267578125,-0.06966338064283573,-0.07616559367416942
79,79,79,79,2019-05-30,296.67999267578125,319.67999267578125,310.1499938964844,-0.07194694859533035,-0.043430602888223424
80,80,80,80,2019-05-31,284.3500061035156,318.82000732421875,320.0899963378906,-0.1081174343793595,-0.11165606749124224
81,81,81,81,2019-06-03,283.32000732421875,307.8500061035156,325.7099914550781,-0.07968165760259427,-0.13014640398805755
82,82,82,82,2019-06-04,297.239990234375,311.4700012207031,330.8699951171875,-0.04568661807094854,-0.10164114419290704
83,83,83,83,2019-06-05,302.57000732421875,304.8099975585937,322.6099853515625,-0.007348808281606112,-0.062118281941909825
84,84,84,84,2019-06-06,306.3599853515625,297.4100036621094,319.67999267578125,0.030093075482495513,-0.041666690532390804
85,85,85,85,2019-06-07,307.6600036621094,296.67999267578125,319.67999267578125,0.03700961054804708,-0.03760006659491677
86,86,86,86,2019-06-10,315.0299987792969,284.3500061035156,318.82000732421875,0.10789517150427774,-0.011887612000045178
87,87,87,87,2019-06-11,308.8800048828125,283.32000732421875,307.8500061035156,0.09021599921584089,0.003345781253454083
88,88,88,88,2019-06-12,312.0,297.239990234375,311.4700012207031,0.04965687744097513,0.001701604575784943
89,89,89,89,2019-06-13,311.07000732421875,302.57000732421875,304.8099975585937,0.028092672089906845,0.020537416146994003
90,90,90,90,2019-06-14,305.70001220703125,306.3599853515625,297.4100036621094,-0.0021542406844480277,0.027874007070522788
91,91,91,91,2019-06-17,288.67999267578125,307.6600036621094,296.67999267578125,-0.061691512580143826,-0.026965080886807824
92,92,92,92,2019-06-18,290.0599975585937,315.0299987792969,284.3500061035156,-0.07926229666209228,0.020080855750006066
93,93,93,93,2019-06-19,296.8399963378906,308.8800048828125,283.32000732421875,-0.03897956602755748,0.04771985269010748
94,94,94,94,2019-06-20,295.6700134277344,312.0,297.239990234375,-0.05233970055213344,-0.005281849206772882
95,95,95,95,2019-06-21,283.5599975585937,311.07000732421875,302.57000732421875,-0.08843671558779442,-0.06282846714960377
96,96,96,96,2019-06-24,282.1600036621094,305.70001220703125,306.3599853515625,-0.0770036231761081,-0.07899197952266024
97,97,97,97,2019-06-25,276.0199890136719,288.67999267578125,307.6600036621094,-0.043854801106108954,-0.10284084467211563
98,98,98,98,2019-06-26,268.0799865722656,290.0599975585937,315.0299987792969,-0.0757774638741352,-0.14903346471433476
99,99,99,99,2019-06-27,269.95001220703125,296.8399963378906,308.8800048828125,-0.09058746955464425,-0.12603597533142719
100,100,100,100,2019-06-28,273.70001220703125,295.6700134277344,312.0,-0.0743058146681922,-0.1227563711313101
101,101,101,101,2019-07-01,271.67999267578125,283.5599975585937,311.07000732421875,-0.041895912629064,-0.12662749130739082
102,102,102,102,2019-07-02,270.8999938964844,282.1600036621094,305.70001220703125,-0.039906470156943374,-0.11383715054279753
103,103,103,103,2019-07-03,275.0,276.0199890136719,288.67999267578125,-0.0036953447368673897,-0.04738808723452259
104,104,104,104,2019-07-05,273.2900085449219,268.0799865722656,290.0599975585937,0.01943458010153165,-0.05781558696415623
105,105,105,105,2019-07-08,272.239990234375,269.95001220703125,296.8399963378906,0.00848297063823611,-0.08287294976083215
106,106,106,106,2019-07-09,275.4100036621094,273.70001220703125,295.6700134277344,0.006247684979219681,-0.06852236901114361
107,107,107,107,2019-07-10,286.6499938964844,271.67999267578125,283.5599975585937,0.0551015960846557,0.010897151800306926
108,108,108,108,2019-07-11,282.5899963378906,270.8999938964844,282.1600036621094,0.0431524647648136,0.001523932060534694
109,109,109,109,2019-07-12,283.9100036621094,275.0,276.0199890136719,0.032400013316761456,0.028584939361209427
110,110,110,110,2019-07-15,284.29998779296875,273.2900085449219,268.0799865722656,0.040286797554975884,0.06050433465062399
111,111,111,111,2019-07-16,281.07000732421875,272.239990234375,269.95001220703125,0.03243468045323494,0.04119279353341643
112,112,112,112,2019-07-17,283.9100036621094,275.4100036621094,273.70001220703125,0.03086307645683184,0.03730358421524338
113,113,113,113,2019-07-18,283.3699951171875,286.6499938964844,271.67999267578125,-0.01144252171336646,0.04302857316164954
114,114,114,114,2019-07-19,281.2099914550781,282.5899963378906,270.8999938964844,-0.004883417320839745,0.03805831595010445
115,115,115,115,2019-07-22,274.4700012207031,283.9100036621094,275.0,-0.033249981753517566,-0.001927268288352324
116,116,116,116,2019-07-23,272.9599914550781,284.29998779296875,273.2900085449219,-0.039887431673576335,-0.0012075710034218368
117,117,117,117,2019-07-24,275.1600036621094,281.07000732421875,272.239990234375,-0.021026802960488422,0.010725879857770071
118,118,118,118,2019-07-25,200.8999938964844,283.9100036621094,275.4100036621094,-0.2923814190936995,-0.2705421327289136
