,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,ENPH,ENPH_6m,ENPH_12m,ENPH_6m_ret,ENPH_12m_ret
32,32,32,32,2019-03-22,9.1899995803833,9.380000114440918,8.380000114440918,-0.02025592022809286,0.09665864616714548
33,33,33,33,2019-03-25,9.029999732971191,9.050000190734863,8.289999961853027,-0.0022099952864252925,0.08926414650462267
34,34,34,34,2019-03-26,8.710000038146973,9.670000076293944,8.460000038146973,-0.0992761148472393,0.02955082728992031
35,35,35,35,2019-03-27,8.800000190734863,9.199999809265137,8.84000015258789,-0.04347822030685711,-0.0045248824844553726
36,36,36,36,2019-03-28,9.079999923706056,9.18000030517578,9.0,-0.010893287379668326,0.00888888041178415
37,37,37,37,2019-03-29,9.229999542236328,9.380000114440918,9.359999656677246,-0.015991532022868293,-0.01388890162492451
38,38,38,38,2019-04-01,9.260000228881836,9.1899995803833,9.380000114440918,0.007617045886264995,-0.012793164615673813
39,39,39,39,2019-04-02,9.350000381469728,9.029999732971191,9.050000190734863,0.03543750365020726,0.03314919164775243
40,40,40,40,2019-04-03,9.6899995803833,8.710000038146973,9.670000076293944,0.11251429827144066,0.002068201027049188
41,41,41,41,2019-04-04,9.520000457763672,8.800000190734863,9.199999809265137,0.08181821038900261,0.03478267990573958
42,42,42,42,2019-04-05,9.84000015258789,9.079999923706056,9.18000030517578,0.08370046643917095,0.0718954058247685
43,43,43,43,2019-04-08,10.239999771118164,9.229999542236328,9.380000114440918,0.10942581570671717,0.0916843972478465
44,44,44,44,2019-04-09,10.029999732971191,9.260000228881836,9.1899995803833,0.08315329212279443,0.09140372045075273
45,45,45,45,2019-04-10,10.149999618530272,9.350000381469728,9.029999732971191,0.08556141223758873,0.12403099874628243
46,46,46,46,2019-04-11,9.800000190734863,9.6899995803833,8.710000038146973,0.011351972664090715,0.12514353017382818
47,47,47,47,2019-04-12,9.93000030517578,9.520000457763672,8.800000190734863,0.04306720879175452,0.12840910113054815
48,48,48,48,2019-04-15,9.59000015258789,9.84000015258789,9.079999923706056,-0.025406503671064562,0.05616742656024987
49,49,49,49,2019-04-16,9.65999984741211,10.239999771118164,9.229999542236328,-0.05664061881543592,0.046587250975268946
50,50,50,50,2019-04-17,9.729999542236328,10.029999732971191,9.260000228881836,-0.029910289005161683,0.0507558641185093
51,51,51,51,2019-04-18,9.449999809265137,10.149999618530272,9.350000381469728,-0.06896550104171284,0.010695125531073879
52,52,52,52,2019-04-22,9.279999732971191,9.800000190734863,9.6899995803833,-0.05306127016765694,-0.04231164759203132
53,53,53,53,2019-04-23,9.75,9.93000030517578,9.520000457763672,-0.01812691839314029,0.02415961461942584
54,54,54,54,2019-04-24,9.829999923706056,9.59000015258789,9.84000015258789,0.02502604455677737,-0.0010162834071911764
55,55,55,55,2019-04-25,9.90999984741211,9.65999984741211,10.239999771118164,0.025879917593060187,-0.032226555769739096
56,56,56,56,2019-04-26,10.43000030517578,9.729999542236328,10.029999732971191,0.0719425278388619,0.039880417034277915
57,57,57,57,2019-04-29,10.210000038146973,9.449999809265137,10.149999618530272,0.08042330626681093,0.0059113716129763905
58,58,58,58,2019-04-30,10.039999961853027,9.279999732971191,9.800000190734863,0.08189657874467482,0.024489772086439876
59,59,59,59,2019-05-01,12.979999542236328,9.75,9.93000030517578,0.3312820043319311,0.3071499640811499
60,60,60,60,2019-05-02,12.93000030517578,9.829999923706056,9.59000015258789,0.3153611806235881,0.34827946813812916
61,61,61,61,2019-05-03,13.829999923706056,9.90999984741211,9.65999984741211,0.39556005415253503,0.43167703335016916
62,62,62,62,2019-05-06,13.75,10.43000030517578,9.729999542236328,0.3183125213502347,0.4131552566177943
63,63,63,63,2019-05-07,14.210000038146973,10.210000038146973,9.449999809265137,0.3917727703286047,0.5037037380905502
64,64,64,64,2019-05-08,13.93000030517578,10.039999961853027,9.279999732971191,0.3874502348707973,0.5010776622852111
65,65,65,65,2019-05-09,13.5600004196167,12.979999542236328,9.75,0.044684198600552616,0.3907692738068409
66,66,66,66,2019-05-10,14.020000457763672,12.93000030517578,9.829999923706056,0.08430008715093185,0.42624624278510903
67,67,67,67,2019-05-13,13.6899995803833,13.829999923706056,9.90999984741211,-0.010122946066165928,0.3814328749922531
68,68,68,68,2019-05-14,14.020000457763672,13.75,10.43000030517578,0.01963639692826713,0.3441994292949726
69,69,69,69,2019-05-15,14.579999923706056,14.210000038146973,10.210000038146973,0.02603799328401224,0.4280117403752921
70,70,70,70,2019-05-16,14.81999969482422,13.93000030517578,10.039999961853027,0.0638908377710341,0.4760955927423107
71,71,71,71,2019-05-17,14.649999618530272,13.5600004196167,12.979999542236328,0.08038341926130887,0.1286594865323254
72,72,72,72,2019-05-20,14.3100004196167,14.020000457763672,12.93000030517578,0.020684732695029018,0.1067285446148456
73,73,73,73,2019-05-21,14.880000114440918,13.6899995803833,13.829999923706056,0.08692480427558191,0.07592192310392232
74,74,74,74,2019-05-22,15.220000267028809,14.020000457763672,13.75,0.08559199501314052,0.106909110329368
75,75,75,75,2019-05-23,14.68000030517578,14.579999923706056,14.210000038146973,0.006858736762208606,0.033075317787972125
76,76,76,76,2019-05-24,15.359999656677246,14.81999969482422,13.93000030517578,0.03643724513986446,0.10265608902895296
77,77,77,77,2019-05-28,15.8100004196167,14.649999618530272,13.5600004196167,0.07918094411546495,0.16592919840511344
78,78,78,78,2019-05-29,16.290000915527344,14.3100004196167,14.020000457763672,0.13836481047173033,0.16191158228576552
79,79,79,79,2019-05-30,15.770000457763672,14.880000114440918,13.6899995803833,0.059811850569746694,0.1519357882494643
80,80,80,80,2019-05-31,15.170000076293944,15.220000267028809,14.020000457763672,-0.0032851635911715915,0.08202564771625598
81,81,81,81,2019-06-03,15.710000038146973,14.68000030517578,14.579999923706056,0.07016346808985019,0.077503437610011
82,82,82,82,2019-06-04,15.970000267028809,15.359999656677246,14.81999969482422,0.03971358229076416,0.07759788096393949
83,83,83,83,2019-06-05,15.920000076293944,15.8100004196167,14.649999618530272,0.006957599858173236,0.08668945329918598
84,84,84,84,2019-06-06,15.68000030517578,16.290000915527344,14.3100004196167,-0.03744632142838755,0.09573723587604044
85,85,85,85,2019-06-07,16.360000610351562,15.770000457763672,14.880000114440918,0.037412817721094616,0.09946239815376856
86,86,86,86,2019-06-10,16.190000534057617,15.170000076293944,15.220000267028809,0.06723799951442455,0.06373194809530491
87,87,87,87,2019-06-11,17.06999969482422,15.710000038146973,14.68000030517578,0.08656904222628259,0.1628064945479455
88,88,88,88,2019-06-12,17.079999923706055,15.970000267028809,15.359999656677246,0.06950529981949449,0.11197918655428452
89,89,89,89,2019-06-13,17.510000228881836,15.920000076293944,15.8100004196167,0.09987438096533174,0.10752686680234458
90,90,90,90,2019-06-14,17.329999923706055,15.68000030517578,16.290000915527344,0.10522956546025264,0.06384278389987097
91,91,91,91,2019-06-17,17.75,16.360000610351562,15.770000457763672,0.08496328470604908,0.1255548183108366
92,92,92,92,2019-06-18,18.799999237060547,16.190000534057617,15.170000076293944,0.161210538413046,0.23928801203100702
93,93,93,93,2019-06-19,18.6299991607666,17.06999969482422,15.710000038146973,0.09138837105049213,0.18586881702923597
94,94,94,94,2019-06-20,18.39999961853028,17.079999923706055,15.970000267028809,0.07728335484311932,0.1521602574120413
95,95,95,95,2019-06-21,17.639999389648438,17.510000228881836,15.920000076293944,0.007424280929030136,0.10804015735626149
96,96,96,96,2019-06-24,17.489999771118164,17.329999923706055,15.68000030517578,0.00923253595594331,0.11543363716293586
97,97,97,97,2019-06-25,16.290000915527344,17.75,16.360000610351562,-0.08225346954775525,-0.004278709792952418
98,98,98,98,2019-06-26,16.790000915527344,18.799999237060547,16.190000534057617,-0.10691480867567704,0.03705993586643519
99,99,99,99,2019-06-27,17.920000076293945,18.6299991607666,17.06999969482422,-0.03811052691660133,0.04979498515910663
100,100,100,100,2019-06-28,18.229999542236328,18.39999961853028,17.079999923706055,-0.0092391347727393,0.06733018873929497
101,101,101,101,2019-07-01,18.299999237060547,17.639999389648438,17.510000228881836,0.03741495863086097,0.04511701872371465
102,102,102,102,2019-07-02,18.559999465942383,17.489999771118164,17.329999923706055,0.06117779924680988,0.07097516143400484
103,103,103,103,2019-07-03,18.96999931335449,16.290000915527344,17.75,0.16451800167012998,0.06873235568194302
104,104,104,104,2019-07-05,19.63999938964844,16.790000915527344,18.799999237060547,0.1697437950396672,0.04468086099344082
105,105,105,105,2019-07-08,19.96999931335449,17.920000076293945,18.6299991607666,0.11439727836678149,0.07192701089379683
106,106,106,106,2019-07-09,20.420000076293945,18.229999542236328,18.39999961853028,0.12013168343661751,0.10978263585013126
107,107,107,107,2019-07-10,19.88999938964844,18.299999237060547,17.639999389648438,0.08688525786208112,0.1275510248214835
108,108,108,108,2019-07-11,19.479999542236328,18.559999465942383,17.489999771118164,0.04956897105423663,0.11377929086107352
109,109,109,109,2019-07-12,19.670000076293945,18.96999931335449,16.290000915527344,0.036900410557562324,0.2074891940334298
110,110,110,110,2019-07-15,19.65999984741211,19.63999938964844,16.790000915527344,0.0010183532782699345,0.17093500746808177
111,111,111,111,2019-07-16,20.350000381469727,19.96999931335449,17.920000076293945,0.019028596954488775,0.13560269502400213
112,112,112,112,2019-07-17,20.190000534057617,20.420000076293945,18.229999542236328,-0.01126344472952967,0.10751514213043412
113,113,113,113,2019-07-18,20.65999984741211,19.88999938964844,18.299999237060547,0.03871294526858593,0.12896178736292896
114,114,114,114,2019-07-19,20.809999465942383,19.479999542236328,18.559999465942383,0.06827515169198861,0.12122845176416908
115,115,115,115,2019-07-22,21.26000022888184,19.670000076293945,18.96999931335449,0.08083376443420276,0.12071697408630033
116,116,116,116,2019-07-23,19.64999961853028,19.65999984741211,19.63999938964844,-0.0005086586449360997,0.0005091766391351893
117,117,117,117,2019-07-24,20.020000457763672,20.350000381469727,19.96999931335449,-0.016216212163147947,0.0025038130259598113
118,118,118,118,2019-07-25,19.799999237060547,20.190000534057617,20.420000076293945,-0.01931655704214541,-0.030362430799066087
119,119,119,119,2019-07-26,20.799999237060547,20.65999984741211,19.88999938964844,0.006776349984628505,0.0457516277192902
120,120,120,120,2019-07-29,21.200000762939453,20.809999465942383,19.479999542236328,0.018741052715323114,0.08829575262431799
121,121,121,121,2019-07-30,21.64999961853028,21.26000022888184,19.670000076293945,0.018344279654269435,0.1006608812687606
122,122,122,122,2019-07-31,28.14999961853028,19.64999961853028,19.65999984741211,0.43256998295228244,0.4318412938459777
123,123,123,123,2019-08-01,30.100000381469727,20.020000457763672,20.350000381469727,0.5034964881730097,0.4791154701342484
124,124,124,124,2019-08-02,29.1200008392334,19.799999237060547,20.190000534057617,0.4707071697623193,0.4422981708253133
125,125,125,125,2019-08-05,27.450000762939453,20.799999237060547,20.65999984741211,0.3197116235480537,0.32865445138799765
126,126,126,126,2019-08-06,28.71999931335449,21.200000762939453,20.809999465942383,0.35471689998997724,0.3801057208270284
127,127,127,127,2019-08-07,30.790000915527344,21.64999961853028,21.26000022888184,0.42217096803891474,0.44825966999280364
128,128,128,128,2019-08-08,31.57999992370605,28.14999961853028,19.64999961853028,0.12184725938390084,0.6071247092506598
129,129,129,129,2019-08-09,31.850000381469727,30.100000381469727,20.020000457763672,0.058139534146894656,0.5909090735868805
130,130,130,130,2019-08-12,30.89999961853028,29.1200008392334,19.799999237060547,0.06112632994497336,0.5606061014736488
131,131,131,131,2019-08-13,32.16999816894531,27.450000762939453,20.799999237060547,0.17194889890051956,0.5466345840833584
132,132,132,132,2019-08-14,30.21999931335449,28.71999931335449,21.200000762939453,0.05222841350495844,0.4254716144248092
133,133,133,133,2019-08-15,29.780000686645508,30.790000915527344,21.64999961853028,-0.03280286452906511,0.3755196864371648
134,134,134,134,2019-08-16,32.029998779296875,31.57999992370605,28.14999961853028,0.01424948881184207,0.13783300935508747
135,135,135,135,2019-08-19,33.400001525878906,31.850000381469727,30.100000381469727,0.048665655442533984,0.10963458812581073
136,136,136,136,2019-08-20,33.880001068115234,30.89999961853028,29.1200008392334,0.0964401775525554,0.16346154161055804
137,137,137,137,2019-08-21,34.83000183105469,32.16999816894531,27.450000762939453,0.08268585059097577,0.2688524904552665
138,138,138,138,2019-08-22,33.75,30.21999931335449,28.71999931335449,0.11681008493886935,0.1751393038615643
139,139,139,139,2019-08-23,33.400001525878906,29.780000686645508,30.790000915527344,0.12155811805796057,0.0847677990498319
140,140,140,140,2019-08-26,34.619998931884766,32.029998779296875,31.57999992370605,0.08086170000924198,0.09626342671067234
141,141,141,141,2019-08-27,33.04999923706055,33.400001525878906,31.850000381469727,-0.010479109964925293,0.03767657272271108
142,142,142,142,2019-08-28,33.27000045776367,33.880001068115234,30.89999961853028,-0.018004739997651287,0.07669905723274306
143,143,143,143,2019-08-29,31.14999961853028,34.83000183105469,32.16999816894531,-0.10565610160959826,-0.03170651565033866
144,144,144,144,2019-08-30,29.670000076293945,33.75,30.21999931335449,-0.12088888662832753,-0.018199842804678457
145,145,145,145,2019-09-03,27.700000762939453,33.400001525878906,29.780000686645508,-0.17065869768068698,-0.06984552974301328
146,146,146,146,2019-09-04,27.86000061035156,34.619998931884766,32.029998779296875,-0.195262811383489,-0.13019039425129997
147,147,147,147,2019-09-05,25.290000915527344,33.04999923706055,33.400001525878906,-0.2347957186283849,-0.24281437843850973
148,148,148,148,2019-09-06,25.39999961853028,33.27000045776367,33.880001068115234,-0.23654946591372528,-0.25029519428101665
149,149,149,149,2019-09-09,23.799999237060547,31.14999961853028,34.83000183105469,-0.23595507131555216,-0.31668107993493444
150,150,150,150,2019-09-10,23.280000686645508,29.670000076293945,33.75,-0.21536903853107803,-0.3102222018771701
151,151,151,151,2019-09-11,24.71999931335449,27.700000762939453,33.400001525878906,-0.1075812768053056,-0.25988029389157363
152,152,152,152,2019-09-12,22.200000762939453,27.86000061035156,34.619998931884766,-0.20315864046711818,-0.35875212455615024
153,153,153,153,2019-09-13,22.07999992370605,25.290000915527344,33.04999923706055,-0.12692767400615013,-0.33192131820243165
154,154,154,154,2019-09-16,23.26000022888184,25.39999961853028,33.27000045776367,-0.08425194573968531,-0.3008716588864958
155,155,155,155,2019-09-17,25.06999969482422,23.799999237060547,31.14999961853028,0.05336136548214965,-0.19518459063123828
156,156,156,156,2019-09-18,25.200000762939453,23.280000686645508,29.670000076293945,0.08247422764877088,-0.15065720599461607
157,157,157,157,2019-09-19,27.1200008392334,24.71999931335449,27.700000762939453,0.09708744306406025,-0.02093862482783937
158,158,158,158,2019-09-20,27.46999931335449,22.200000762939453,27.86000061035156,0.23738731393256263,-0.013998610497236053
159,159,159,159,2019-09-23,27.229999542236328,22.07999992370605,25.290000915527344,0.23324273715241328,0.07671010504067954
160,160,160,160,2019-09-24,25.020000457763672,23.26000022888184,25.39999961853028,0.07566638914716983,-0.014960597105260764
161,161,161,161,2019-09-25,25.059999465942383,25.06999969482422,23.799999237060547,-0.0003988922618096691,0.05294118778456958
162,162,162,162,2019-09-26,23.190000534057617,25.200000762939453,23.280000686645508,-0.07976191142969546,-0.0038659858218783594
163,163,163,163,2019-09-27,22.26000022888184,27.1200008392334,24.71999931335449,-0.17920355678311017,-0.09951452883510736
164,164,164,164,2019-09-30,22.229999542236328,27.46999931335449,22.200000762939453,-0.19075354576258563,0.0013512963182846782
165,165,165,165,2019-10-01,21.709999084472656,27.229999542236328,22.07999992370605,-0.20271761111129016,-0.016757284443472575
166,166,166,166,2019-10-02,21.89999961853028,25.020000457763672,23.26000022888184,-0.12470027106915016,-0.05846950115945626
167,167,167,167,2019-10-03,22.420000076293945,25.059999465942383,25.06999969482422,-0.10534714468914141,-0.1057040147901308
168,168,168,168,2019-10-04,23.450000762939453,23.190000534057617,25.200000762939453,0.011211738805266158,-0.06944444234198788
169,169,169,169,2019-10-07,23.75,22.26000022888184,27.1200008392334,0.06693619747518786,-0.12426256397301272
170,170,170,170,2019-10-08,24.25,22.229999542236328,27.46999931335449,0.09086821859468475,-0.11721876206196669
171,171,171,171,2019-10-09,24.21999931335449,21.709999084472656,27.229999542236328,0.11561493941641965,-0.11053985602214356
172,172,172,172,2019-10-10,24.530000686645508,21.89999961853028,25.020000457763672,0.12009137506513468,-0.019584323027704742
173,173,173,173,2019-10-11,24.280000686645508,22.420000076293945,25.059999465942383,0.0829616683328318,-0.031125251233820928
174,174,174,174,2019-10-14,24.75,23.450000762939453,23.190000534057617,0.055437065874858193,0.06727035058284336
175,175,175,175,2019-10-15,24.13999938964844,23.75,22.26000022888184,0.016421026932565974,0.08445638550925727
176,176,176,176,2019-10-16,24.170000076293945,24.25,22.229999542236328,-0.0032989659260228565,0.08726948151175962
177,177,177,177,2019-10-17,25.100000381469727,24.21999931335449,21.709999084472656,0.03633365371856234,0.1561493063084307
178,178,178,178,2019-10-18,24.75,24.530000686645508,21.89999961853028,0.008968581622350369,0.13013700598689715
179,179,179,179,2019-10-21,25.88999938964844,24.280000686645508,22.420000076293945,0.0663096646405148,0.1547724933785144
180,180,180,180,2019-10-22,23.709999084472656,24.75,23.450000762939453,-0.04202023901120577,0.011087348105510708
181,181,181,181,2019-10-23,23.39999961853028,24.13999938964844,23.75,-0.03065450662088598,-0.014736858167146094
182,182,182,182,2019-10-24,23.209999084472656,24.170000076293945,24.25,-0.039718700405088625,-0.04288663569184925
183,183,183,183,2019-10-25,24.549999237060547,25.100000381469727,24.21999931335449,-0.021912395858576295,0.013625100456716499
184,184,184,184,2019-10-28,25.440000534057617,24.75,24.530000686645508,0.027878809456873377,0.03709742445737185
185,185,185,185,2019-10-29,25.190000534057617,25.88999938964844,24.280000686645508,-0.02703742263781994,0.03747939957483726
186,186,186,186,2019-10-30,18.76000022888184,23.709999084472656,24.75,-0.20877262955410658,-0.2420201927724509
187,187,187,187,2019-10-31,19.43000030517578,23.39999961853028,24.13999938964844,-0.16965809308008228,-0.1951118145633579
188,188,188,188,2019-11-01,18.82999992370605,23.209999084472656,24.170000076293945,-0.18871173345701664,-0.2209350490580011
189,189,189,189,2019-11-04,17.950000762939453,24.549999237060547,25.100000381469727,-0.2688390500704282,-0.2848605382416176
190,190,190,190,2019-11-05,18.59000015258789,25.440000534057617,24.75,-0.2692610156316364,-0.24888888272372156
191,191,191,191,2019-11-06,18.200000762939453,25.190000534057617,25.88999938964844,-0.2774910529147262,-0.29702583267667704
192,192,192,192,2019-11-07,18.0,18.76000022888184,23.709999084472656,-0.04051173878515124,-0.24082662610527272
193,193,193,193,2019-11-08,18.440000534057617,19.43000030517578,23.39999961853028,-0.05095212329227017,-0.2119657762962046
194,194,194,194,2019-11-11,18.739999771118164,18.82999992370605,23.209999084472656,-0.0047796151329019265,-0.19258937913293128
195,195,195,195,2019-11-12,19.1200008392334,17.950000762939453,24.549999237060547,0.06518105997575163,-0.2211812043411412
196,196,196,196,2019-11-13,18.93000030517578,18.59000015258789,25.440000534057617,0.018289410962729846,-0.2558962300400356
197,197,197,197,2019-11-14,18.989999771118164,18.200000762939453,25.190000534057617,0.043406537091327024,-0.24612944150425364
198,198,198,198,2019-11-15,19.31999969482422,18.0,18.76000022888184,0.07333331637912321,0.029850717436572083
199,199,199,199,2019-11-18,18.61000061035156,18.440000534057617,19.43000030517578,0.009219092807506213,-0.042202762838134955
200,200,200,200,2019-11-19,19.190000534057617,18.739999771118164,18.82999992370605,0.02401284783540869,0.019118460531608594
201,201,201,201,2019-11-20,18.1200008392334,19.1200008392334,17.950000762939453,-0.052301252934468745,0.009470755936954456
202,202,202,202,2019-11-21,18.81999969482422,18.93000030517578,18.59000015258789,-0.005810914346445428,0.012372218415733105
203,203,203,203,2019-11-22,19.3700008392334,18.989999771118164,18.200000762939453,0.02001058834625047,0.06428571578284825
204,204,204,204,2019-11-25,21.14999961853028,19.31999969482422,18.0,0.09472049444163888,0.17499997880723783
205,205,205,205,2019-11-26,21.51000022888184,18.61000061035156,18.440000534057617,0.15583017320897863,0.16648587884550814
206,206,206,206,2019-11-27,23.040000915527344,19.190000534057617,18.739999771118164,0.2006253399856297,0.2294557735820404
207,207,207,207,2019-11-29,21.8700008392334,18.1200008392334,19.1200008392334,0.2069536327989845,0.1438284455697889
208,208,208,208,2019-12-02,22.06999969482422,18.81999969482422,18.93000030517578,0.17268863191819284,0.16587423872306584
209,209,209,209,2019-12-03,23.739999771118164,19.3700008392334,18.989999771118164,0.22560654323945384,0.2501316512506895
210,210,210,210,2019-12-04,24.270000457763672,21.14999961853028,19.31999969482422,0.14751777283720835,0.25621122366091686
211,211,211,211,2019-12-05,23.3700008392334,21.51000022888184,18.61000061035156,0.0864714361022696,0.25577646817669386
212,212,212,212,2019-12-06,24.11000061035156,23.040000915527344,19.190000534057617,0.04644095713134755,0.256383529930712
213,213,213,213,2019-12-09,24.040000915527344,21.8700008392334,18.1200008392334,0.0992226791505697,0.3267108058558126
214,214,214,214,2019-12-10,24.020000457763672,22.06999969482422,18.81999969482422,0.08835526913925418,0.2763018516078686
215,215,215,215,2019-12-11,24.209999084472656,23.739999771118164,19.3700008392334,0.019797780871349868,0.24987083301700097
216,216,216,216,2019-12-12,23.68000030517578,24.270000457763672,21.14999961853028,-0.024309853376997204,0.11962178403203727
217,217,217,217,2019-12-13,24.6200008392334,23.3700008392334,21.51000022888184,0.053487375058263176,0.14458394129516128
218,218,218,218,2019-12-16,25.76000022888184,24.11000061035156,23.040000915527344,0.0684363159170498,0.11805552106212835
219,219,219,219,2019-12-17,25.850000381469727,24.040000915527344,21.8700008392334,0.07529115628166672,0.18198442567484774
220,220,220,220,2019-12-18,25.739999771118164,24.020000457763672,22.06999969482422,0.07160696422045909,0.16628908595565695
221,221,221,221,2019-12-19,25.959999084472656,24.209999084472656,23.739999771118164,0.0722841828243761,0.09351303010774759
222,222,222,222,2019-12-20,25.940000534057617,23.68000030517578,24.270000457763672,0.09543919762483544,0.06880923134716022
223,223,223,223,2019-12-23,26.809999465942383,24.6200008392334,23.3700008392334,0.08895201267495878,0.1471971973973547
224,224,224,224,2019-12-24,27.020000457763672,25.76000022888184,24.11000061035156,0.04891305192882456,0.12069679692014246
225,225,225,225,2019-12-26,27.34000015258789,25.850000381469727,24.040000915527344,0.057640222403487984,0.13727117767824581
226,226,226,226,2019-12-27,26.76000022888184,25.739999771118164,24.020000457763672,0.039627057763542695,0.11407159529143773
227,227,227,227,2019-12-30,25.3700008392334,25.959999084472656,24.209999084472656,-0.022727205933999906,0.04791415938155574
228,228,228,228,2019-12-31,26.1299991607666,25.940000534057617,23.68000030517578,0.007324542127881806,0.10346278817637167
229,229,229,229,2020-01-02,29.34000015258789,26.809999465942383,24.6200008392334,0.0943678007103077,0.19171401919015785
230,230,230,230,2020-01-03,29.290000915527344,27.020000457763672,25.76000022888184,0.08401185859756088,0.13703418692860514
231,231,231,231,2020-01-06,29.65999984741211,27.34000015258789,25.850000381469727,0.08485734022955427,0.1473887585964424
232,232,232,232,2020-01-07,29.989999771118164,26.76000022888184,25.739999771118164,0.12070252296747785,0.16511266658085821
233,233,233,233,2020-01-08,31.0,25.3700008392334,25.959999084472656,0.22191560798295673,0.19414488032635946
234,234,234,234,2020-01-09,31.59000015258789,26.1299991607666,25.940000534057617,0.20895526854892954,0.21781031234414105
235,235,235,235,2020-01-10,30.670000076293945,29.34000015258789,26.809999465942383,0.04533060384421117,0.1439761539441673
236,236,236,236,2020-01-13,30.790000915527344,29.290000915527344,27.020000457763672,0.051212016152748285,0.13952629140982986
237,237,237,237,2020-01-14,30.200000762939453,29.65999984741211,27.34000015258789,0.01820636946410703,0.10460865378162221
238,238,238,238,2020-01-15,30.15999984741211,29.989999771118164,26.76000022888184,0.005668558772636834,0.12705529108556135
239,239,239,239,2020-01-16,30.82999992370605,31.0,25.3700008392334,-0.005483873428837049,0.21521477744805773
240,240,240,240,2020-01-17,31.5,31.59000015258789,26.1299991607666,-0.002849007665500669,0.20551094572158624
241,241,241,241,2020-01-21,31.26000022888184,30.670000076293945,29.34000015258789,0.01923704437953133,0.06543967506164439
242,242,242,242,2020-01-22,31.6200008392334,30.790000915527344,29.290000915527344,0.02695680087776431,0.07954932915249135
243,243,243,243,2020-01-23,32.06999969482422,30.200000762939453,29.65999984741211,0.06192049286897938,0.08125420970365882
244,244,244,244,2020-01-24,32.70000076293945,30.15999984741211,29.989999771118164,0.08421753741306093,0.09036348824621032
245,245,245,245,2020-01-27,29.950000762939453,30.82999992370605,31.0,-0.028543599187294877,-0.033870943130985376
246,246,246,246,2020-01-28,32.2400016784668,31.5,31.59000015258789,0.023492116776723693,0.020576179890447355
