,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,FANG,FANG_6m,FANG_12m,FANG_6m_ret,FANG_12m_ret
70,70,70,70,2019-05-16,92.28797912597656,88.30049896240234,88.75098419189453,0.045158070570723075,0.0398530220964588
71,71,71,71,2019-05-17,92.61333465576172,90.29424285888672,84.56327056884766,0.02568371718337925,0.09519575145050774
72,72,72,72,2019-05-20,91.4788055419922,90.00225830078125,82.68630981445312,0.016405668803069817,0.10633556809185585
73,73,73,73,2019-05-21,94.9324188232422,89.42666625976562,83.81249237060547,0.06156723485010085,0.13267624119166133
74,74,74,74,2019-05-22,90.82813262939452,91.01998901367188,84.00434112548828,-0.0021078489061181482,0.08123141509690135
75,75,75,75,2019-05-23,86.78224182128906,90.9782943725586,81.94385528564453,-0.046121468644889974,0.05904514156404539
76,76,76,76,2019-05-24,87.00621032714844,92.28797912597656,88.30049896240234,-0.057231384291320464,-0.014657772611285091
77,77,77,77,2019-05-28,86.5131607055664,92.61333465576172,90.29424285888672,-0.06586712348571944,-0.04187511887363016
78,78,78,78,2019-05-29,84.66622924804688,91.4788055419922,90.00225830078125,-0.07447163584594574,-0.059287724035787415
79,79,79,79,2019-05-30,83.86392974853516,94.9324188232422,89.42666625976562,-0.11659335358678502,-0.062204449118922645
80,80,80,80,2019-05-31,81.95014190673828,90.82813262939452,91.01998901367188,-0.09774494383674104,-0.09964676116991444
81,81,81,81,2019-06-03,82.04205322265625,86.78224182128906,90.9782943725586,-0.054621642621243804,-0.09822388088864575
82,82,82,82,2019-06-04,82.8443603515625,87.00621032714844,92.28797912597656,-0.04783394150759057,-0.10232772311032157
83,83,83,83,2019-06-05,80.328857421875,86.5131607055664,92.61333465576172,-0.07148395958782139,-0.13264264028012163
84,84,84,84,2019-06-06,81.54899597167969,84.66622924804688,91.4788055419922,-0.03681790607722257,-0.10854765222917517
85,85,85,85,2019-06-07,81.08100891113281,83.86392974853516,94.9324188232422,-0.033183763815348155,-0.14590811109426993
86,86,86,86,2019-06-10,81.56570434570312,81.95014190673828,90.82813262939452,-0.0046911152572823855,-0.10197752629666867
87,87,87,87,2019-06-11,83.37086486816406,82.04205322265625,86.78224182128906,0.01619671367684461,-0.03930962005049443
88,88,88,88,2019-06-12,82.07550048828125,82.8443603515625,87.00621032714844,-0.00928077493770818,-0.05667078039978335
89,89,89,89,2019-06-13,83.7135009765625,80.328857421875,86.5131607055664,0.04213483999793333,-0.032361084789539696
90,90,90,90,2019-06-14,82.69393157958984,81.54899597167969,84.66622924804688,0.014039849225216283,-0.02329497470211861
91,91,91,91,2019-06-17,84.89186096191406,81.08100891113281,83.86392974853516,0.04700055046130536,0.012257131480257977
92,92,92,92,2019-06-18,87.36557006835938,81.56570434570312,81.95014190673828,0.07110667123126224,0.06608198638367235
93,93,93,93,2019-06-19,87.01457214355469,83.37086486816406,82.04205322265625,0.04370480360438256,0.06060939147151001
94,94,94,94,2019-06-20,89.91450500488281,82.07550048828125,82.8443603515625,0.09550967669969701,0.08534249794816562
95,95,95,95,2019-06-21,91.75306701660156,83.7135009765625,80.328857421875,0.09603667205711441,0.14221800186610833
96,96,96,96,2019-06-24,89.95629119873047,82.69393157958984,81.54899597167969,0.08782215914055169,0.10309501823873424
97,97,97,97,2019-06-25,87.9338607788086,84.89186096191406,81.08100891113281,0.035833821787218056,0.08451858159765502
98,98,98,98,2019-06-26,89.61366271972656,87.36557006835938,81.56570434570312,0.025732020630188313,0.09866841019251749
99,99,99,99,2019-06-27,89.8309326171875,87.01457214355469,83.37086486816406,0.03236653820450264,0.07748591500446667
100,100,100,100,2019-06-28,91.06779479980467,89.91450500488281,82.07550048828125,0.012826515531161764,0.10956124858242378
101,101,101,101,2019-07-01,91.3853530883789,91.75306701660156,83.7135009765625,-0.004007647266506376,0.09164414368435403
102,102,102,102,2019-07-02,87.05634307861328,89.95629119873047,82.69393157958984,-0.03223730193267582,0.052753707747282164
103,103,103,103,2019-07-03,87.91714477539062,87.9338607788086,84.89186096191406,-0.00019009745813414192,0.03563691241064704
104,104,104,104,2019-07-05,89.76407623291016,89.61366271972656,87.36557006835938,0.0016784663032245462,0.027453677262954557
105,105,105,105,2019-07-08,89.38800811767578,89.8309326171875,87.01457214355469,-0.0049306456763532625,0.027276304596492773
106,106,106,106,2019-07-09,89.39635467529297,91.06779479980467,89.91450500488281,-0.018353800354846128,-0.005762700128991494
107,107,107,107,2019-07-10,91.6611328125,91.3853530883789,91.75306701660156,0.003017767232943669,-0.0010019741801647886
108,108,108,108,2019-07-11,91.36028289794922,87.05634307861328,89.95629119873047,0.04943855516018414,0.015607487597694147
109,109,109,109,2019-07-12,92.6222152709961,87.91714477539062,87.9338607788086,0.053517098486602466,0.053316827564079405
110,110,110,110,2019-07-15,88.92835235595703,89.76407623291016,89.61366271972656,-0.009310226451667347,-0.007647387049817267
111,111,111,111,2019-07-16,87.00621032714844,89.38800811767578,89.8309326171875,-0.026645607623248524,-0.03144487324958045
112,112,112,112,2019-07-17,85.06735229492188,89.39635467529297,91.06779479980467,-0.048424819961563004,-0.06588984083861515
113,113,113,113,2019-07-18,86.56328582763672,91.6611328125,91.3853530883789,-0.05561623371261759,-0.05276630332739163
114,114,114,114,2019-07-19,87.424072265625,91.36028289794922,87.05634307861328,-0.043084483842076415,0.004224036687133115
115,115,115,115,2019-07-22,86.48806762695312,92.6222152709961,87.91714477539062,-0.0662276066934433,-0.016254817556785817
116,116,116,116,2019-07-23,87.28199768066406,88.92835235595703,89.76407623291016,-0.01851327087117327,-0.027651134578668857
117,117,117,117,2019-07-24,87.29035186767578,87.00621032714844,89.38800811767578,0.0032657615986140254,-0.023466864226782125
118,118,118,118,2019-07-25,84.7414321899414,85.06735229492188,89.39635467529297,-0.0038313183164621067,-0.05207060737833502
119,119,119,119,2019-07-26,85.23448944091797,86.56328582763672,91.6611328125,-0.01535057702597642,-0.07011306945909379
120,120,120,120,2019-07-29,83.3458023071289,87.424072265625,91.36028289794922,-0.04664927922946527,-0.0877239029543353
121,121,121,121,2019-07-30,85.93649291992188,86.48806762695312,92.6222152709961,-0.006377465957620232,-0.07218270834392149
122,122,122,122,2019-07-31,86.43793487548828,87.28199768066406,88.92835235595703,-0.009670525739613911,-0.028004763548302947
123,123,123,123,2019-08-01,81.39857482910156,87.29035186767578,87.00621032714844,-0.06749631445529758,-0.06445097972847957
124,124,124,124,2019-08-02,81.47378540039062,84.7414321899414,85.06735229492188,-0.0385602025491687,-0.04224378445531762
125,125,125,125,2019-08-05,76.42607116699219,85.23448944091797,86.56328582763672,-0.10334335703426156,-0.11710755389796057
126,126,126,126,2019-08-06,76.10012817382812,83.3458023071289,87.424072265625,-0.08693508170454112,-0.12952890203273493
127,127,127,127,2019-08-07,77.50415802001953,85.93649291992188,86.48806762695312,-0.09812286507618873,-0.10387455580212146
128,128,128,128,2019-08-08,79.56000518798828,86.43793487548828,87.28199768066406,-0.07957073126987002,-0.08847176620461872
129,129,129,129,2019-08-09,80.57955932617188,81.39857482910156,87.29035186767578,-0.010061791679390364,-0.07687897227951213
130,130,130,130,2019-08-12,80.9639892578125,81.47378540039062,84.7414321899414,-0.006257180025118658,-0.04457610444513205
131,131,131,131,2019-08-13,83.52128601074219,76.42607116699219,85.23448944091797,0.0928376238030979,-0.020099884934059786
132,132,132,132,2019-08-14,80.48764038085938,76.10012817382812,83.3458023071289,0.05765446540391217,-0.03429281196114975
133,133,133,133,2019-08-15,80.22638702392578,77.50415802001953,85.93649291992188,0.03512365108466953,-0.06644564726788349
134,134,134,134,2019-08-16,81.44054412841797,79.56000518798828,86.43793487548828,0.023636737277558773,-0.05781478646232041
135,135,135,135,2019-08-19,83.70137786865234,80.57955932617188,81.39857482910156,0.03874206521586809,0.028290458947046293
136,136,136,136,2019-08-20,83.13198852539062,80.9639892578125,81.47378540039062,0.026777327642226068,0.02035259705745851
137,137,137,137,2019-08-21,83.81861114501953,83.52128601074219,76.42607116699219,0.0035598725603807058,0.09672798647302594
138,138,138,138,2019-08-22,83.09013366699219,80.48764038085938,76.10012817382812,0.032334073577235944,0.09185274270757438
139,139,139,139,2019-08-23,79.21321105957031,80.22638702392578,77.50415802001953,-0.01262896164142746,0.022051114200986932
140,140,140,140,2019-08-26,78.29212188720703,81.44054412841797,79.56000518798828,-0.03865915036430023,-0.015936189267276135
141,141,141,141,2019-08-27,77.34591674804688,83.70137786865234,80.57955932617188,-0.07593018517065175,-0.04012981214051792
142,142,142,142,2019-08-28,80.91301727294922,83.13198852539062,80.9639892578125,-0.026692146931667327,-0.0006295636533047988
143,143,143,143,2019-08-29,82.54585266113281,83.81861114501953,83.52128601074219,-0.015184676368409922,-0.011678859320771506
144,144,144,144,2019-08-30,82.12718200683594,83.09013366699219,80.48764038085938,-0.011589241919089388,0.02037010425723018
145,145,145,145,2019-09-03,81.22282409667969,79.21321105957031,80.22638702392578,0.025369670162696645,0.012420315929928982
146,146,146,146,2019-09-04,81.90946197509766,78.29212188720703,81.44054412841797,0.046203117257468174,0.005757793635812192
147,147,147,147,2019-09-05,81.76712036132812,77.34591674804688,83.70137786865234,0.05716143526597861,-0.023109028269039156
148,148,148,148,2019-09-06,80.050537109375,80.91301727294922,83.13198852539062,-0.010659349912323202,-0.037066975909934685
149,149,149,149,2019-09-09,80.83763885498047,82.54585266113281,83.81861114501953,-0.0206941203111064,-0.03556456315986323
150,150,150,150,2019-09-10,83.28272247314453,82.12718200683594,83.09013366699219,0.014070134126998424,0.002317830019677114
151,151,151,151,2019-09-11,82.66307067871094,81.22282409667969,79.21321105957031,0.01773204266225603,0.04355156889860501
152,152,152,152,2019-09-12,80.52783966064453,81.90946197509766,78.29212188720703,-0.016867676592396297,0.0285561014256126
153,153,153,153,2019-09-13,80.99675750732422,81.76712036132812,77.34591674804688,-0.009421425758907476,0.04720146728843999
154,154,154,154,2019-09-16,87.9551010131836,80.050537109375,80.91301727294922,0.09874467041999235,0.08703276651368519
155,155,155,155,2019-09-17,84.11168670654297,80.83763885498047,82.54585266113281,0.040501527480732324,0.0189692636871559
156,156,156,156,2019-09-18,82.26951599121094,83.28272247314453,82.12718200683594,-0.012165866482814813,0.0017330922709992702
157,157,157,157,2019-09-19,81.49915313720703,82.66307067871094,81.22282409667969,-0.014080260168748637,0.003402110719499696
158,158,158,158,2019-09-20,81.07212829589844,80.52783966064453,81.90946197509766,0.0067590120081155725,-0.010222673412917604
159,159,159,159,2019-09-23,82.30301666259766,80.99675750732422,81.76712036132812,0.01612730182631461,0.006553933890559138
160,160,160,160,2019-09-24,79.12110137939453,87.9551010131836,80.050537109375,-0.10043760432342563,-0.011610612040123591
161,161,161,161,2019-09-25,78.07440185546875,84.11168670654297,80.83763885498047,-0.07177700373715823,-0.03418255454577113
162,162,162,162,2019-09-26,75.4618911743164,82.26951599121094,83.28272247314453,-0.08274784086029885,-0.09390700815946595
163,163,163,163,2019-09-27,75.35303497314453,81.49915313720703,82.66307067871094,-0.07541327642650797,-0.08843169804299367
164,164,164,164,2019-09-30,75.2860336303711,81.07212829589844,80.52783966064453,-0.07136971468676823,-0.0650930914372363
165,165,165,165,2019-10-01,71.17464447021484,82.30301666259766,80.99675750732422,-0.13521220295002945,-0.12126550913129086
166,166,166,166,2019-10-02,69.60041809082031,79.12110137939453,87.9551010131836,-0.12033052021004453,-0.20868241535658172
167,167,167,167,2019-10-03,71.91989135742188,78.07440185546875,84.11168670654297,-0.07882878833244344,-0.14494769783486827
168,168,168,168,2019-10-04,71.5263442993164,75.4618911743164,82.26951599121094,-0.05215277292625642,-0.1305850844320301
169,169,169,169,2019-10-07,69.80976867675781,75.35303497314453,81.49915313720703,-0.07356394202784677,-0.14342952055918523
170,170,170,170,2019-10-08,67.67453002929688,75.2860336303711,81.07212829589844,-0.10110113701093781,-0.16525529239472758
171,171,171,171,2019-10-09,68.28579711914062,71.17464447021484,82.30301666259766,-0.04058815288193174,-0.17031234226712266
172,172,172,172,2019-10-10,69.11477661132812,69.60041809082031,79.12110137939453,-0.006977565549369014,-0.12646847166705832
173,173,173,173,2019-10-11,70.03585815429688,71.91989135742188,78.07440185546875,-0.026196274320853474,-0.10296004208975973
174,174,174,174,2019-10-14,70.30382537841797,71.5263442993164,75.4618911743164,-0.017091869196929177,-0.06835325375007295
175,175,175,175,2019-10-15,71.0406723022461,69.80976867675781,75.35303497314453,0.017632254752021348,-0.05722878544222332
176,176,176,176,2019-10-16,69.86001586914062,67.67453002929688,75.2860336303711,0.03229406748591579,-0.07207203646655602
177,177,177,177,2019-10-17,70.37079620361328,68.28579711914062,71.17464447021484,0.03053342235772516,-0.011294025738870506
178,178,178,178,2019-10-18,68.63748931884766,69.11477661132812,69.60041809082031,-0.006905719961514567,-0.013835100397186495
179,179,179,179,2019-10-21,69.2822494506836,70.03585815429688,71.91989135742188,-0.01076032654519632,-0.03667472040008979
180,180,180,180,2019-10-22,71.75242614746094,70.30382537841797,71.5263442993164,0.02060486412006335,0.003160819280773719
181,181,181,181,2019-10-23,72.98332214355469,71.0406723022461,69.80976867675781,0.027345600461711417,0.04546001980742087
182,182,182,182,2019-10-24,72.77399444580078,69.86001586914062,67.67453002929688,0.04171167928330455,0.07535278655494615
183,183,183,183,2019-10-25,73.2345199584961,70.37079620361328,68.28579711914062,0.04069477552302825,0.07247074864955083
184,184,184,184,2019-10-28,72.51441192626953,68.63748931884766,69.11477661132812,0.05648403876505559,0.049188255849534235
185,185,185,185,2019-10-29,73.61972045898438,69.2822494506836,70.03585815429688,0.06260580513322211,0.05117181968116746
186,186,186,186,2019-10-30,70.6554946899414,71.75242614746094,70.30382537841797,-0.01528772637269693,0.0050021362227523625
187,187,187,187,2019-10-31,71.81103515625,72.98332214355469,71.0406723022461,-0.016062395529198525,0.01084396908191354
188,188,188,188,2019-11-01,72.67350769042969,72.77399444580078,69.86001586914062,-0.0013808058240630805,0.04027327772955558
189,189,189,189,2019-11-04,75.66283416748047,73.2345199584961,70.37079620361328,0.0331580545671708,0.07520218967759051
190,190,190,190,2019-11-05,75.55399322509766,72.51441192626953,68.63748931884766,0.04191692682991999,0.10076860291494882
191,191,191,191,2019-11-06,64.6433334350586,73.61972045898438,69.2822494506836,-0.12192911040631815,-0.06695677539926104
192,192,192,192,2019-11-07,63.27008438110352,70.6554946899414,71.75242614746094,-0.10452704833852478,-0.11821679379767669
193,193,193,193,2019-11-08,63.16122055053711,71.81103515625,72.98332214355469,-0.12045244281595713,-0.13458008356618756
194,194,194,194,2019-11-11,64.29164123535156,72.67350769042969,72.77399444580078,-0.11533592806312176,-0.11655747736599154
195,195,195,195,2019-11-12,65.32160186767578,75.66283416748047,73.2345199584961,-0.13667519084619884,-0.10804901971508474
196,196,196,196,2019-11-13,64.48422241210938,75.55399322509766,72.51441192626953,-0.1465147021416613,-0.11073922136092074
197,197,197,197,2019-11-14,64.03767395019531,64.6433334350586,73.61972045898438,-0.009369248964732457,-0.13015597517960542
198,198,198,198,2019-11-15,64.70917510986328,63.27008438110352,70.6554946899414,0.022745200086844886,-0.08415933688062693
199,199,199,199,2019-11-18,63.56761932373047,63.16122055053711,71.81103515625,0.006434308419803081,-0.11479316256315064
200,200,200,200,2019-11-19,62.27493667602539,64.29164123535156,72.67350769042969,-0.0313680677701732,-0.14308613062547515
201,201,201,201,2019-11-20,63.198280334472656,65.32160186767578,75.66283416748047,-0.0325056562070295,-0.1647381302875517
202,202,202,202,2019-11-21,63.43331909179688,64.48422241210938,75.55399322509766,-0.016297061219042397,-0.16042400429041137
203,203,203,203,2019-11-22,63.23184585571289,64.03767395019531,64.6433334350586,-0.012583656538011523,-0.021835006091752707
204,204,204,204,2019-11-25,64.74276733398438,64.70917510986328,63.27008438110352,0.0005191261372758937,0.02327613385198335
205,205,205,205,2019-11-26,64.71759033203125,63.56761932373047,63.16122055053711,0.01809051558851582,0.02464122396508861
206,206,206,206,2019-11-27,65.9095230102539,62.27493667602539,64.29164123535156,0.05836354925797549,0.025164729719370227
207,207,207,207,2019-11-29,64.91903686523438,63.198280334472656,65.32160186767578,0.027227901165264745,-0.006162815836281754
208,208,208,208,2019-12-02,65.372314453125,63.43331909179688,64.48422241210938,0.030567458696621586,0.013772237731889847
209,209,209,209,2019-12-03,64.55811309814453,63.23184585571289,64.03767395019531,0.020974672247557224,0.008127077637985147
210,210,210,210,2019-12-04,67.62190246582031,64.74276733398438,64.70917510986328,0.04447037484486138,0.04501258671605379
211,211,211,211,2019-12-05,67.10147857666016,64.71759033203125,63.56761932373047,0.03683524421101669,0.05559212835913874
212,212,212,212,2019-12-06,69.86310577392578,65.9095230102539,62.27493667602539,0.05998500039299026,0.12184948717614175
213,213,213,213,2019-12-09,70.32476043701172,64.91903686523438,63.198280334472656,0.08326869640717405,0.11276382940837393
214,214,214,214,2019-12-10,70.05615234375,65.372314453125,63.43331909179688,0.07164864713461427,0.10440622289319212
215,215,215,215,2019-12-11,70.36673736572266,64.55811309814453,63.23184585571289,0.08997512456331491,0.11283699555902094
216,216,216,216,2019-12-12,72.41486358642578,67.62190246582031,64.74276733398438,0.07087882691599945,0.11850120976237943
217,217,217,217,2019-12-13,71.42439270019531,67.10147857666016,64.71759033203125,0.06442353008058443,0.10363183075505522
218,218,218,218,2019-12-16,73.6068115234375,69.86310577392578,65.9095230102539,0.05358630579101642,0.11678568075793971
219,219,219,219,2019-12-17,72.70025634765625,70.32476043701172,64.91903686523438,0.03377894067299669,0.11986036543602663
220,220,220,220,2019-12-18,73.09477996826172,70.05615234375,65.372314453125,0.04337417232967411,0.11813052023229331
221,221,221,221,2019-12-19,73.4305419921875,70.36673736572266,64.55811309814453,0.04354052413345655,0.13743321277923126
222,222,222,222,2019-12-20,73.88380432128906,72.41486358642578,67.62190246582031,0.02028507218148845,0.09260168121761803
223,223,223,223,2019-12-23,74.7315902709961,71.42439270019531,67.10147857666016,0.04630347484623054,0.11371003823140668
224,224,224,224,2019-12-24,75.69692993164062,73.6068115234375,69.86310577392578,0.02839571997406254,0.08350364749876515
225,225,225,225,2019-12-26,76.64543914794922,72.70025634765625,70.32476043701172,0.05426642213511479,0.08987842506194932
226,226,226,226,2019-12-27,76.19214630126953,73.09477996826172,70.05615234375,0.042374658414085165,0.08758679648022305
227,227,227,227,2019-12-30,76.44397735595703,73.4305419921875,70.36673736572266,0.04103790169613819,0.08636523757878178
228,228,228,228,2019-12-31,77.94649505615234,73.88380432128906,72.41486358642578,0.05498756827946183,0.07638806725258362
229,229,229,229,2020-01-02,77.77023315429688,74.7315902709961,71.42439270019531,0.04066075500711119,0.088846964100042
230,230,230,230,2020-01-03,79.24755096435547,75.69692993164062,73.6068115234375,0.046905746850252505,0.07663338927704899
231,231,231,231,2020-01-06,79.65887451171875,76.64543914794922,72.70025634765625,0.039316564654978015,0.09571655608456231
232,232,232,232,2020-01-07,80.93475341796875,76.19214630126953,73.09477996826172,0.06224535397580988,0.10725763800248389
233,233,233,233,2020-01-08,78.34101104736328,76.44397735595703,73.4305419921875,0.024815999337303163,0.0668722975747369
234,234,234,234,2020-01-09,79.0293197631836,77.94649505615234,73.88380432128906,0.013891897336130166,0.06964334726889376
235,235,235,235,2020-01-10,77.44286346435547,77.77023315429688,74.7315902709961,-0.004209447196742988,0.03628014850918593
236,236,236,236,2020-01-13,75.94873809814453,79.24755096435547,75.69692993164062,-0.04162668531794378,0.003326530768570146
237,237,237,237,2020-01-14,76.60346984863281,79.65887451171875,76.64543914794922,-0.03835611137885775,-0.0005475772568200865
238,238,238,238,2020-01-15,76.64543914794922,80.93475341796875,76.19214630126953,-0.052997187102904575,0.0059493382019628616
239,239,239,239,2020-01-16,76.1669692993164,78.34101104736328,76.44397735595703,-0.02775100447366574,-0.0036236740449905325
240,240,240,240,2020-01-17,75.1596908569336,79.0293197631836,77.94649505615234,-0.04896447189278097,-0.03575278397330306
241,241,241,241,2020-01-21,74.1356201171875,77.44286346435547,77.77023315429688,-0.04270559221625614,-0.046735272477559264
242,242,242,242,2020-01-22,71.71818542480469,75.94873809814453,79.24755096435547,-0.05570273817944049,-0.09501070314384097
